"","date","ONTX"
"83","2013-11-19",1951.5
"84","2013-11-20",2281.5
"85","2013-11-21",2185.5
"86","2013-11-22",2133
"87","2013-11-25",2055
"88","2013-11-26",2125.5
"89","2013-11-27",2151
"90","2013-11-29",2200.5
"91","2013-12-02",2280
"92","2013-12-03",2305.5
"93","2013-12-04",2359.5
"94","2013-12-05",2454
"95","2013-12-06",2433
"96","2013-12-09",2259
"97","2013-12-10",2236.5
"98","2013-12-11",2100
"99","2013-12-12",2202
"100","2013-12-13",2188.5
"101","2013-12-16",2412
"102","2013-12-17",2457
"103","2013-12-18",1998
"104","2013-12-19",2022
"105","2013-12-20",1924.5
"106","2013-12-23",1863
"107","2013-12-24",1807.5
"108","2013-12-26",1822.5
"109","2013-12-27",1798.5
"110","2013-12-30",1798.5
"111","2013-12-31",1722
"112","2014-01-02",1725
"113","2014-01-03",1695
"114","2014-01-06",1672.5
"115","2014-01-07",1698
"116","2014-01-08",1686
"117","2014-01-09",1704
"118","2014-01-10",1797
"119","2014-01-13",1840.5
"120","2014-01-14",1876.5
"121","2014-01-15",1822.5
"122","2014-01-16",1896
"123","2014-01-17",1977
"124","2014-01-21",2143.5
"125","2014-01-22",2092.5
"126","2014-01-23",1902
"127","2014-01-24",1803
"128","2014-01-27",1795.5
"129","2014-01-28",2029.5
"130","2014-01-29",2043
"131","2014-01-30",2274
"132","2014-01-31",2268
"133","2014-02-03",2257.5
"134","2014-02-04",2181
"135","2014-02-05",2161.5
"136","2014-02-06",2103
"137","2014-02-07",2262
"138","2014-02-10",2220
"139","2014-02-11",2125.5
"140","2014-02-12",2034
"141","2014-02-13",2107.5
"142","2014-02-14",2097
"143","2014-02-18",2080.5
"144","2014-02-19",2079
"145","2014-02-20",1318.5
"146","2014-02-21",1311
"147","2014-02-24",1350
"148","2014-02-25",1365
"149","2014-02-26",1321.5
"150","2014-02-27",1320
"151","2014-02-28",1275
"152","2014-03-03",1221
"153","2014-03-04",1233
"154","2014-03-05",1219.5
"155","2014-03-06",1183.5
"156","2014-03-07",1149
"157","2014-03-10",1222.5
"158","2014-03-11",1116
"159","2014-03-12",1141.5
"160","2014-03-13",1095
"161","2014-03-14",1099.5
"162","2014-03-17",1129.5
"163","2014-03-18",1131
"164","2014-03-19",1126.5
"165","2014-03-20",1107
"166","2014-03-21",1068
"167","2014-03-24",1035
"168","2014-03-25",1015.5
"169","2014-03-26",984
"170","2014-03-27",996
"171","2014-03-28",945
"172","2014-03-31",951
"173","2014-04-01",931.5
"174","2014-04-02",928.5
"175","2014-04-03",909
"176","2014-04-04",853.5
"177","2014-04-07",880.5
"178","2014-04-08",904.5
"179","2014-04-09",933
"180","2014-04-10",880.5
"181","2014-04-11",844.5
"182","2014-04-14",843
"183","2014-04-15",837
"184","2014-04-16",850.5
"185","2014-04-17",855
"186","2014-04-21",900
"187","2014-04-22",924
"188","2014-04-23",894
"189","2014-04-24",873
"190","2014-04-25",844.5
"191","2014-04-28",849
"192","2014-04-29",858
"193","2014-04-30",837
"194","2014-05-01",858
"195","2014-05-02",823.5
"196","2014-05-05",841.5
"197","2014-05-06",825
"198","2014-05-07",808.5
"199","2014-05-08",798
"200","2014-05-09",792
"201","2014-05-12",798
"202","2014-05-13",753
"203","2014-05-14",774
"204","2014-05-15",760.5
"205","2014-05-16",750
"206","2014-05-19",729
"207","2014-05-20",691.5
"208","2014-05-21",678
"209","2014-05-22",690
"210","2014-05-23",685.5
"211","2014-05-27",730.5
"212","2014-05-28",727.5
"213","2014-05-29",768
"214","2014-05-30",727.5
"215","2014-06-02",681
"216","2014-06-03",655.5
"217","2014-06-04",654
"218","2014-06-05",636
"219","2014-06-06",627
"220","2014-06-09",642
"221","2014-06-10",649.5
"222","2014-06-11",673.5
"223","2014-06-12",768
"224","2014-06-13",732
"225","2014-06-16",750
"226","2014-06-17",748.5
"227","2014-06-18",753
"228","2014-06-19",772.5
"229","2014-06-20",769.5
"230","2014-06-23",748.5
"231","2014-06-24",744
"232","2014-06-25",750
"233","2014-06-26",760.5
"234","2014-06-27",802.5
"235","2014-06-30",814.5
"236","2014-07-01",835.5
"237","2014-07-02",795
"238","2014-07-03",796.5
"239","2014-07-07",748.5
"240","2014-07-08",730.5
"241","2014-07-09",727.5
"242","2014-07-10",726
"243","2014-07-11",744
"244","2014-07-14",762
"245","2014-07-15",741
"246","2014-07-16",736.5
"247","2014-07-17",717
"248","2014-07-18",723
"249","2014-07-21",750
"250","2014-07-22",750
"251","2014-07-23",757.5
"252","2014-07-24",762
"253","2014-07-25",750
"254","2014-07-28",741
"255","2014-07-29",742.5
"256","2014-07-30",739.5
"257","2014-07-31",729
"258","2014-08-01",703.5
"259","2014-08-04",733.5
"260","2014-08-05",748.5
"261","2014-08-06",759
"262","2014-08-07",763.5
"263","2014-08-08",763.5
"264","2014-08-11",760.5
"265","2014-08-12",760.5
"266","2014-08-13",766.5
"267","2014-08-14",805.5
"268","2014-08-15",829.5
"269","2014-08-18",846
"270","2014-08-19",846
"271","2014-08-20",805.5
"272","2014-08-21",768
"273","2014-08-22",783
"274","2014-08-25",799.5
"275","2014-08-26",813
"276","2014-08-27",820.5
"277","2014-08-28",775.5
"278","2014-08-29",783
"279","2014-09-02",807
"280","2014-09-03",819
"281","2014-09-04",787.5
"282","2014-09-05",790.5
"283","2014-09-08",828
"284","2014-09-09",831
"285","2014-09-10",829.5
"286","2014-09-11",829.5
"287","2014-09-12",793.5
"288","2014-09-15",787.5
"289","2014-09-16",769.5
"290","2014-09-17",745.5
"291","2014-09-18",739.5
"292","2014-09-19",702
"293","2014-09-22",649.5
"294","2014-09-23",649.5
"295","2014-09-24",652.5
"296","2014-09-25",651
"297","2014-09-26",658.5
"298","2014-09-29",660
"299","2014-09-30",645
"300","2014-10-01",639
"301","2014-10-02",643.5
"302","2014-10-03",651
"303","2014-10-06",639
"304","2014-10-07",601.5
"305","2014-10-08",615
"306","2014-10-09",591
"307","2014-10-10",594
"308","2014-10-13",600
"309","2014-10-14",591
"310","2014-10-15",592.5
"311","2014-10-16",649.5
"312","2014-10-17",661.5
"313","2014-10-20",678
"314","2014-10-21",679.5
"315","2014-10-22",658.5
"316","2014-10-23",652.5
"317","2014-10-24",672
"318","2014-10-27",663
"319","2014-10-28",687
"320","2014-10-29",690
"321","2014-10-30",697.5
"322","2014-10-31",729
"323","2014-11-03",733.5
"324","2014-11-04",723
"325","2014-11-05",720
"326","2014-11-06",717
"327","2014-11-07",717
"328","2014-11-10",729
"329","2014-11-11",727.5
"330","2014-11-12",727.5
"331","2014-11-13",723
"332","2014-11-14",703.5
"333","2014-11-17",700.5
"334","2014-11-18",727.5
"335","2014-11-19",723
"336","2014-11-20",726
"337","2014-11-21",721.5
"338","2014-11-24",735
"339","2014-11-25",742.5
"340","2014-11-26",741
"341","2014-11-28",712.5
"342","2014-12-01",645
"343","2014-12-02",657
"344","2014-12-03",636
"345","2014-12-04",649.5
"346","2014-12-05",640.5
"347","2014-12-08",607.5
"348","2014-12-09",663
"349","2014-12-10",600
"350","2014-12-11",588
"351","2014-12-12",579
"352","2014-12-15",609
"353","2014-12-16",591
"354","2014-12-17",597
"355","2014-12-18",600
"356","2014-12-19",598.5
"357","2014-12-22",586.5
"358","2014-12-23",564
"359","2014-12-24",573
"360","2014-12-26",565.5
"361","2014-12-29",549
"362","2014-12-30",528
"363","2014-12-31",493.5
"364","2015-01-02",583.5
"365","2015-01-05",630
"366","2015-01-06",637.5
"367","2015-01-07",654
"368","2015-01-08",661.5
"369","2015-01-09",655.5
"370","2015-01-12",634.5
"371","2015-01-13",601.5
"372","2015-01-14",607.5
"373","2015-01-15",604.5
"374","2015-01-16",591
"375","2015-01-20",568.5
"376","2015-01-21",541.5
"377","2015-01-22",538.5
"378","2015-01-23",529.5
"379","2015-01-26",535.5
"380","2015-01-27",543
"381","2015-01-28",565.5
"382","2015-01-29",568.5
"383","2015-01-30",577.5
"384","2015-02-02",601.5
"385","2015-02-03",382.5
"386","2015-02-04",367.5
"387","2015-02-05",375
"388","2015-02-06",372
"389","2015-02-09",372
"390","2015-02-10",340.5
"391","2015-02-11",352.5
"392","2015-02-12",343.5
"393","2015-02-13",340.5
"394","2015-02-17",330
"395","2015-02-18",342
"396","2015-02-19",351
"397","2015-02-20",357
"398","2015-02-23",351
"399","2015-02-24",342
"400","2015-02-25",342
"401","2015-02-26",345
"402","2015-02-27",343.5
"403","2015-03-02",342
"404","2015-03-03",336
"405","2015-03-04",339
"406","2015-03-05",343.5
"407","2015-03-06",345
"408","2015-03-09",348
"409","2015-03-10",343.5
"410","2015-03-11",340.5
"411","2015-03-12",345
"412","2015-03-13",337.5
"413","2015-03-16",355.5
"414","2015-03-17",396
"415","2015-03-18",388.5
"416","2015-03-19",390
"417","2015-03-20",385.5
"418","2015-03-23",369
"419","2015-03-24",363
"420","2015-03-25",355.5
"421","2015-03-26",352.5
"422","2015-03-27",366
"423","2015-03-30",354
"424","2015-03-31",361.5
"425","2015-04-01",360
"426","2015-04-02",364.5
"427","2015-04-06",352.5
"428","2015-04-07",354
"429","2015-04-08",354
"430","2015-04-09",349.5
"431","2015-04-10",358.5
"432","2015-04-13",352.5
"433","2015-04-14",351
"434","2015-04-15",348
"435","2015-04-16",354
"436","2015-04-17",372
"437","2015-04-20",376.5
"438","2015-04-21",379.5
"439","2015-04-22",372
"440","2015-04-23",358.5
"441","2015-04-24",351
"442","2015-04-27",340.5
"443","2015-04-28",360
"444","2015-04-29",358.5
"445","2015-04-30",348
"446","2015-05-01",342
"447","2015-05-04",339
"448","2015-05-05",342
"449","2015-05-06",349.5
"450","2015-05-07",355.5
"451","2015-05-08",355.5
"452","2015-05-11",361.5
"453","2015-05-12",370.5
"454","2015-05-13",375
"455","2015-05-14",385.5
"456","2015-05-15",408
"457","2015-05-18",421.5
"458","2015-05-19",423
"459","2015-05-20",426
"460","2015-05-21",411
"461","2015-05-22",420
"462","2015-05-26",415.5
"463","2015-05-27",420
"464","2015-05-28",418.5
"465","2015-05-29",411
"466","2015-06-01",403.5
"467","2015-06-02",414
"468","2015-06-03",420
"469","2015-06-04",414
"470","2015-06-05",412.5
"471","2015-06-08",405
"472","2015-06-09",391.5
"473","2015-06-10",403.5
"474","2015-06-11",412.5
"475","2015-06-12",403.5
"476","2015-06-15",412.5
"477","2015-06-16",412.5
"478","2015-06-17",406.5
"479","2015-06-18",411
"480","2015-06-19",409.5
"481","2015-06-22",412.5
"482","2015-06-23",412.5
"483","2015-06-24",405
"484","2015-06-25",381
"485","2015-06-26",385.5
"486","2015-06-29",355.5
"487","2015-06-30",355.5
"488","2015-07-01",390
"489","2015-07-02",405
"490","2015-07-06",411
"491","2015-07-07",405
"492","2015-07-08",370.5
"493","2015-07-09",390
"494","2015-07-10",376.5
"495","2015-07-13",382.5
"496","2015-07-14",390
"497","2015-07-15",373.5
"498","2015-07-16",381
"499","2015-07-17",376.5
"500","2015-07-20",361.5
"501","2015-07-21",358.5
"502","2015-07-22",352.5
"503","2015-07-23",343.5
"504","2015-07-24",343.5
"505","2015-07-27",318
"506","2015-07-28",310.5
"507","2015-07-29",304.5
"508","2015-07-30",312
"509","2015-07-31",315
"510","2015-08-03",294
"511","2015-08-04",292.5
"512","2015-08-05",292.5
"513","2015-08-06",285
"514","2015-08-07",249
"515","2015-08-10",246
"516","2015-08-11",243
"517","2015-08-12",276
"518","2015-08-13",297
"519","2015-08-14",364.5
"520","2015-08-17",318
"521","2015-08-18",292.5
"522","2015-08-19",274.5
"523","2015-08-20",241.5
"524","2015-08-21",241.5
"525","2015-08-24",222
"526","2015-08-25",229.5
"527","2015-08-26",217.5
"528","2015-08-27",228
"529","2015-08-28",240
"530","2015-08-31",228
"531","2015-09-01",226.5
"532","2015-09-02",228
"533","2015-09-03",225
"534","2015-09-04",225
"535","2015-09-08",225
"536","2015-09-09",228
"537","2015-09-10",226.5
"538","2015-09-11",226.5
"539","2015-09-14",222
"540","2015-09-15",216
"541","2015-09-16",220.5
"542","2015-09-17",225
"543","2015-09-18",219
"544","2015-09-21",231
"545","2015-09-22",220.5
"546","2015-09-23",210
"547","2015-09-24",222
"548","2015-09-25",225
"549","2015-09-28",220.5
"550","2015-09-29",210
"551","2015-09-30",204
"552","2015-10-01",204
"553","2015-10-02",213
"554","2015-10-05",208.5
"555","2015-10-06",217.5
"556","2015-10-07",225
"557","2015-10-08",217.5
"558","2015-10-09",229.5
"559","2015-10-12",228
"560","2015-10-13",225
"561","2015-10-14",220.5
"562","2015-10-15",223.5
"563","2015-10-16",225
"564","2015-10-19",219
"565","2015-10-20",225
"566","2015-10-21",219
"567","2015-10-22",219
"568","2015-10-23",223.5
"569","2015-10-26",219
"570","2015-10-27",220.5
"571","2015-10-28",219
"572","2015-10-29",210
"573","2015-10-30",204
"574","2015-11-02",225
"575","2015-11-03",223.5
"576","2015-11-04",217.5
"577","2015-11-05",225
"578","2015-11-06",217.5
"579","2015-11-09",210
"580","2015-11-10",207
"581","2015-11-11",199.5
"582","2015-11-12",201
"583","2015-11-13",198
"584","2015-11-16",186
"585","2015-11-17",187.5
"586","2015-11-18",180
"587","2015-11-19",177
"588","2015-11-20",180
"589","2015-11-23",207
"590","2015-11-24",220.5
"591","2015-11-25",217.5
"592","2015-11-27",211.5
"593","2015-11-30",210
"594","2015-12-01",199.5
"595","2015-12-02",189
"596","2015-12-03",192
"597","2015-12-04",205.5
"598","2015-12-07",196.5
"599","2015-12-08",216
"600","2015-12-09",198
"601","2015-12-10",190.5
"602","2015-12-11",175.5
"603","2015-12-14",166.5
"604","2015-12-15",175.5
"605","2015-12-16",160.5
"606","2015-12-17",154.5
"607","2015-12-18",141
"608","2015-12-21",145.5
"609","2015-12-22",144
"610","2015-12-23",142.5
"611","2015-12-24",151.5
"612","2015-12-28",150
"613","2015-12-29",147
"614","2015-12-30",147
"615","2015-12-31",144
"616","2016-01-04",138
"617","2016-01-05",142.5
"618","2016-01-06",120
"619","2016-01-07",112.5
"620","2016-01-08",120
"621","2016-01-11",114
"622","2016-01-12",111
"623","2016-01-13",105
"624","2016-01-14",97.5
"625","2016-01-15",90
"626","2016-01-19",96
"627","2016-01-20",99
"628","2016-01-21",103.5
"629","2016-01-22",102
"630","2016-01-25",97.5
"631","2016-01-26",96
"632","2016-01-27",96
"633","2016-01-28",96
"634","2016-01-29",94.5
"635","2016-02-01",93
"636","2016-02-02",87
"637","2016-02-03",79.5
"638","2016-02-04",79.5
"639","2016-02-05",82.5
"640","2016-02-08",66
"641","2016-02-09",69
"642","2016-02-10",69
"643","2016-02-11",66
"644","2016-02-12",67.5
"645","2016-02-16",72
"646","2016-02-17",69
"647","2016-02-18",70.5
"648","2016-02-19",72
"649","2016-02-22",70.5
"650","2016-02-23",66
"651","2016-02-24",66
"652","2016-02-25",66
"653","2016-02-26",73.5
"654","2016-02-29",69
"655","2016-03-01",69
"656","2016-03-02",70.5
"657","2016-03-03",69
"658","2016-03-04",60
"659","2016-03-07",67.5
"660","2016-03-08",67.5
"661","2016-03-09",64.5
"662","2016-03-10",64.5
"663","2016-03-11",67.5
"664","2016-03-14",69
"665","2016-03-15",64.5
"666","2016-03-16",69
"667","2016-03-17",70.5
"668","2016-03-18",76.5
"669","2016-03-21",90
"670","2016-03-22",85.5
"671","2016-03-23",100.5
"672","2016-03-24",91.5
"673","2016-03-28",97.5
"674","2016-03-29",87
"675","2016-03-30",88.5
"676","2016-03-31",87
"677","2016-04-01",87
"678","2016-04-04",73.5
"679","2016-04-05",70.5
"680","2016-04-06",70.5
"681","2016-04-07",76.5
"682","2016-04-08",75
"683","2016-04-11",73.5
"684","2016-04-12",70.5
"685","2016-04-13",66
"686","2016-04-14",67.5
"687","2016-04-15",69
"688","2016-04-18",67.5
"689","2016-04-19",69
"690","2016-04-20",72
"691","2016-04-21",75
"692","2016-04-22",78
"693","2016-04-25",79.5
"694","2016-04-26",76.5
"695","2016-04-27",69
"696","2016-04-28",70.5
"697","2016-04-29",70.5
"698","2016-05-02",64.5
"699","2016-05-03",63
"700","2016-05-04",60
"701","2016-05-05",61.5
"702","2016-05-06",57
"703","2016-05-09",63
"704","2016-05-10",72
"705","2016-05-11",84
"706","2016-05-12",82.5
"707","2016-05-13",75
"708","2016-05-16",72
"709","2016-05-17",78
"710","2016-05-18",82.5
"711","2016-05-19",79.5
"712","2016-05-20",60
"713","2016-05-23",61.5
"714","2016-05-24",60
"715","2016-05-25",63
"716","2016-05-26",63
"717","2016-05-27",60
"718","2016-05-31",63
"719","2016-06-01",68.400002
"720","2016-06-02",62.099998
"721","2016-06-03",61.799999
"722","2016-06-06",68.699997
"723","2016-06-07",72.449997
"724","2016-06-08",77.699997
"725","2016-06-09",103.050003
"726","2016-06-10",94.199997
"727","2016-06-13",96
"728","2016-06-14",85.050003
"729","2016-06-15",83.699997
"730","2016-06-16",85.349998
"731","2016-06-17",86.849998
"732","2016-06-20",91.800003
"733","2016-06-21",90.75
"734","2016-06-22",92.400002
"735","2016-06-23",92.25
"736","2016-06-24",89.550003
"737","2016-06-27",82.650002
"738","2016-06-28",90
"739","2016-06-29",87.449997
"740","2016-06-30",86.699997
"741","2016-07-01",87.599998
"742","2016-07-05",74.25
"743","2016-07-06",72.449997
"744","2016-07-07",74.849998
"745","2016-07-08",70.5
"746","2016-07-11",69.75
"747","2016-07-12",72.300003
"748","2016-07-13",72
"749","2016-07-14",72.150002
"750","2016-07-15",71.699997
"751","2016-07-18",68.849998
"752","2016-07-19",70.5
"753","2016-07-20",67.800003
"754","2016-07-21",70.050003
"755","2016-07-22",69
"756","2016-07-25",59.25
"757","2016-07-26",57.75
"758","2016-07-27",57.450001
"759","2016-07-28",53.25
"760","2016-07-29",54
"761","2016-08-01",50.700001
"762","2016-08-02",50.849998
"763","2016-08-03",51.75
"764","2016-08-04",49.950001
"765","2016-08-05",50.099998
"766","2016-08-08",49.799999
"767","2016-08-09",49.349998
"768","2016-08-10",49.049999
"769","2016-08-11",52.349998
"770","2016-08-12",54.150002
"771","2016-08-15",55.5
"772","2016-08-16",53.099998
"773","2016-08-17",56.849998
"774","2016-08-18",54.75
"775","2016-08-19",56.400002
"776","2016-08-22",58.650002
"777","2016-08-23",57.450001
"778","2016-08-24",53.700001
"779","2016-08-25",51.900002
"780","2016-08-26",50.25
"781","2016-08-29",51.75
"782","2016-08-30",51.599998
"783","2016-08-31",48.75
"784","2016-09-01",46.349998
"785","2016-09-02",44.849998
"786","2016-09-06",44.549999
"787","2016-09-07",45.75
"788","2016-09-08",43.650002
"789","2016-09-09",43.950001
"790","2016-09-12",44.25
"791","2016-09-13",43.049999
"792","2016-09-14",42.299999
"793","2016-09-15",42
"794","2016-09-16",40.799999
"795","2016-09-19",40.5
"796","2016-09-20",42.450001
"797","2016-09-21",43.200001
"798","2016-09-22",43.799999
"799","2016-09-23",46.5
"800","2016-09-26",45.900002
"801","2016-09-27",43.950001
"802","2016-09-28",42.599998
"803","2016-09-29",41.099998
"804","2016-09-30",39.75
"805","2016-10-03",41.099998
"806","2016-10-04",40.349998
"807","2016-10-05",43.049999
"808","2016-10-06",42.75
"809","2016-10-07",40.950001
"810","2016-10-10",41.25
"811","2016-10-11",40.049999
"812","2016-10-12",39.75
"813","2016-10-13",40.5
"814","2016-10-14",39.75
"815","2016-10-17",39.75
"816","2016-10-18",39.75
"817","2016-10-19",39.450001
"818","2016-10-20",39
"819","2016-10-21",38.849998
"820","2016-10-24",38.099998
"821","2016-10-25",36.299999
"822","2016-10-26",36
"823","2016-10-27",37.950001
"824","2016-10-28",39.299999
"825","2016-10-31",36.75
"826","2016-11-01",36.75
"827","2016-11-02",36.299999
"828","2016-11-03",36.299999
"829","2016-11-04",37.200001
"830","2016-11-07",34.950001
"831","2016-11-08",34.650002
"832","2016-11-09",36.599998
"833","2016-11-10",38.700001
"834","2016-11-11",40.799999
"835","2016-11-14",45.299999
"836","2016-11-15",44.099998
"837","2016-11-16",48.299999
"838","2016-11-17",50.25
"839","2016-11-18",52.5
"840","2016-11-21",48.900002
"841","2016-11-22",45.900002
"842","2016-11-23",46.950001
"843","2016-11-25",48.75
"844","2016-11-28",46.650002
"845","2016-11-29",40.799999
"846","2016-11-30",43.650002
"847","2016-12-01",42.75
"848","2016-12-02",39.299999
"849","2016-12-05",38.25
"850","2016-12-06",39.450001
"851","2016-12-07",38.25
"852","2016-12-08",39.75
"853","2016-12-09",37.5
"854","2016-12-12",35.549999
"855","2016-12-13",34.650002
"856","2016-12-14",34.349998
"857","2016-12-15",34.200001
"858","2016-12-16",36.150002
"859","2016-12-19",34.049999
"860","2016-12-20",34.5
"861","2016-12-21",36.299999
"862","2016-12-22",35.400002
"863","2016-12-23",35.849998
"864","2016-12-27",37.650002
"865","2016-12-28",36.75
"866","2016-12-29",34.950001
"867","2016-12-30",34.049999
"868","2017-01-03",33.299999
"869","2017-01-04",34.650002
"870","2017-01-05",34.650002
"871","2017-01-06",34.950001
"872","2017-01-09",36.150002
"873","2017-01-10",47.700001
"874","2017-01-11",42
"875","2017-01-12",43.200001
"876","2017-01-13",41.099998
"877","2017-01-17",40.5
"878","2017-01-18",38.700001
"879","2017-01-19",36.150002
"880","2017-01-20",37.200001
"881","2017-01-23",37.650002
"882","2017-01-24",39.599998
"883","2017-01-25",39.299999
"884","2017-01-26",38.700001
"885","2017-01-27",38.849998
"886","2017-01-30",37.799999
"887","2017-01-31",40.200001
"888","2017-02-01",40.650002
"889","2017-02-02",41.25
"890","2017-02-03",41.25
"891","2017-02-06",40.200001
"892","2017-02-07",40.200001
"893","2017-02-08",40.200001
"894","2017-02-09",40.799999
"895","2017-02-10",40.799999
"896","2017-02-13",42.900002
"897","2017-02-14",45.450001
"898","2017-02-15",45.450001
"899","2017-02-16",45.450001
"900","2017-02-17",45.450001
"901","2017-02-21",44.549999
"902","2017-02-22",42.150002
"903","2017-02-23",41.25
"904","2017-02-24",42.150002
"905","2017-02-27",42.450001
"906","2017-02-28",41.25
"907","2017-03-01",42.450001
"908","2017-03-02",41.700001
"909","2017-03-03",40.349998
"910","2017-03-06",39.299999
"911","2017-03-07",39.450001
"912","2017-03-08",40.049999
"913","2017-03-09",40.349998
"914","2017-03-10",41.25
"915","2017-03-13",43.799999
"916","2017-03-14",44.25
"917","2017-03-15",44.400002
"918","2017-03-16",45.150002
"919","2017-03-17",44.400002
"920","2017-03-20",43.650002
"921","2017-03-21",42.900002
"922","2017-03-22",42.299999
"923","2017-03-23",42.599998
"924","2017-03-24",45.299999
"925","2017-03-27",44.549999
"926","2017-03-28",42.900002
"927","2017-03-29",46.049999
"928","2017-03-30",46.5
"929","2017-03-31",45.599998
"930","2017-04-03",45.150002
"931","2017-04-04",48.299999
"932","2017-04-05",46.049999
"933","2017-04-06",44.849998
"934","2017-04-07",41.549999
"935","2017-04-10",42
"936","2017-04-11",41.400002
"937","2017-04-12",41.849998
"938","2017-04-13",42.150002
"939","2017-04-17",40.200001
"940","2017-04-18",39.150002
"941","2017-04-19",39.150002
"942","2017-04-20",37.349998
"943","2017-04-21",31.65
"944","2017-04-24",31.5
"945","2017-04-25",30.6
"946","2017-04-26",31.200001
"947","2017-04-27",31.950001
"948","2017-04-28",32.849998
"949","2017-05-01",34.650002
"950","2017-05-02",33.299999
"951","2017-05-03",32.400002
"952","2017-05-04",31.5
"953","2017-05-05",30.9
"954","2017-05-08",30.9
"955","2017-05-09",31.200001
"956","2017-05-10",33
"957","2017-05-11",31.799999
"958","2017-05-12",31.5
"959","2017-05-15",31.35
"960","2017-05-16",30.6
"961","2017-05-17",30.75
"962","2017-05-18",30.299999
"963","2017-05-19",31.35
"964","2017-05-22",30.6
"965","2017-05-23",30.15
"966","2017-05-24",30.299999
"967","2017-05-25",29.700001
"968","2017-05-26",29.4
"969","2017-05-30",28.799999
"970","2017-05-31",27.75
"971","2017-06-01",28.65
"972","2017-06-02",29.85
"973","2017-06-05",30
"974","2017-06-06",29.1
"975","2017-06-07",29.700001
"976","2017-06-08",29.25
"977","2017-06-09",29.1
"978","2017-06-12",29.4
"979","2017-06-13",28.950001
"980","2017-06-14",28.65
"981","2017-06-15",28.799999
"982","2017-06-16",29.4
"983","2017-06-19",30.75
"984","2017-06-20",30.450001
"985","2017-06-21",30.75
"986","2017-06-22",31.35
"987","2017-06-23",31.35
"988","2017-06-26",31.200001
"989","2017-06-27",31.35
"990","2017-06-28",31.950001
"991","2017-06-29",32.549999
"992","2017-06-30",32.400002
"993","2017-07-03",32.700001
"994","2017-07-05",32.400002
"995","2017-07-06",32.549999
"996","2017-07-07",32.25
"997","2017-07-10",31.5
"998","2017-07-11",31.35
"999","2017-07-12",31.200001
"1000","2017-07-13",31.35
"1001","2017-07-14",31.35
"1002","2017-07-17",31.5
"1003","2017-07-18",31.049999
"1004","2017-07-19",30.75
"1005","2017-07-20",31.049999
"1006","2017-07-21",30.75
"1007","2017-07-24",29.85
"1008","2017-07-25",29.1
"1009","2017-07-26",30
"1010","2017-07-27",29.4
"1011","2017-07-28",30.299999
"1012","2017-07-31",29.1
"1013","2017-08-01",28.950001
"1014","2017-08-02",29.1
"1015","2017-08-03",29.25
"1016","2017-08-04",30.450001
"1017","2017-08-07",31.049999
"1018","2017-08-08",30.15
"1019","2017-08-09",30.450001
"1020","2017-08-10",29.1
"1021","2017-08-11",28.799999
"1022","2017-08-14",28.65
"1023","2017-08-15",27.75
"1024","2017-08-16",24.75
"1025","2017-08-17",23.4
"1026","2017-08-18",24
"1027","2017-08-21",23.4
