"","date","OPRA"
"91","2018-12-04",6.35
"92","2018-12-06",6.39
"93","2018-12-07",6.1
"94","2018-12-10",5.98
"95","2018-12-11",5.65
"96","2018-12-12",5.66
"97","2018-12-13",5.55
"98","2018-12-14",5.71
"99","2018-12-17",5.72
"100","2018-12-18",5.65
"101","2018-12-19",5.48
"102","2018-12-20",5.6
"103","2018-12-21",5.5
"104","2018-12-24",5.51
"105","2018-12-26",5.59
"106","2018-12-27",5.51
"107","2018-12-28",5.76
"108","2018-12-31",5.56
"109","2019-01-02",6.07
"110","2019-01-03",6.05
"111","2019-01-04",6.09
"112","2019-01-07",6.24
"113","2019-01-08",6.51
"114","2019-01-09",7.47
"115","2019-01-10",7.76
"116","2019-01-11",7.53
"117","2019-01-14",7.2
"118","2019-01-15",7.26
"119","2019-01-16",7.34
"120","2019-01-17",7.51
"121","2019-01-18",7.55
"122","2019-01-22",7.53
"123","2019-01-23",7.72
"124","2019-01-24",7.64
"125","2019-01-25",7.54
"126","2019-01-28",7.35
"127","2019-01-29",8.09
"128","2019-01-30",8.1
"129","2019-01-31",8.22
"130","2019-02-01",7.8
"131","2019-02-04",7.78
"132","2019-02-05",7.99
"133","2019-02-06",7.93
"134","2019-02-07",7.79
"135","2019-02-08",7.87
"136","2019-02-11",7.85
"137","2019-02-12",8.05
"138","2019-02-13",8.42
"139","2019-02-14",8.19
"140","2019-02-15",8.13
"141","2019-02-19",8.3
"142","2019-02-20",8.56
"143","2019-02-21",8.48
"144","2019-02-22",8.94
"145","2019-02-25",9.12
"146","2019-02-26",9.07
"147","2019-02-27",9.06
"148","2019-02-28",8.99
"149","2019-03-01",8.78
"150","2019-03-04",7.99
"151","2019-03-05",7.88
"152","2019-03-06",7.73
"153","2019-03-07",7.69
"154","2019-03-08",7.42
"155","2019-03-11",7.64
"156","2019-03-12",7.67
"157","2019-03-13",7.65
"158","2019-03-14",7.47
"159","2019-03-15",7.39
"160","2019-03-18",7.34
"161","2019-03-19",7.02
"162","2019-03-20",7.2
"163","2019-03-21",7.25
"164","2019-03-22",6.9
"165","2019-03-25",6.69
"166","2019-03-26",6.89
"167","2019-03-27",6.7
"168","2019-03-28",6.49
"169","2019-03-29",6.57
"170","2019-04-01",6.6
"171","2019-04-02",6.6
"172","2019-04-03",7.07
"173","2019-04-04",7.3
"174","2019-04-05",7.36
"175","2019-04-08",7.38
"176","2019-04-09",7.66
"177","2019-04-10",7.96
"178","2019-04-11",7.85
"179","2019-04-12",7.95
"180","2019-04-15",8.37
"181","2019-04-16",9.01
"182","2019-04-17",8.99
"183","2019-04-18",8.66
"184","2019-04-22",8.57
"185","2019-04-23",9.02
"186","2019-04-24",8.85
"187","2019-04-25",9.23
"188","2019-04-26",8.79
"189","2019-04-29",9
"190","2019-04-30",9.64
"191","2019-05-01",10.01
"192","2019-05-02",9.64
"193","2019-05-03",9.48
"194","2019-05-06",9.49
"195","2019-05-07",9.39
"196","2019-05-08",9.52
"197","2019-05-09",9.48
"198","2019-05-10",9.54
"199","2019-05-13",9.44
"200","2019-05-14",9.58
"201","2019-05-15",9.81
"202","2019-05-16",9.76
"203","2019-05-17",9.7
"204","2019-05-20",9.32
"205","2019-05-21",9.55
"206","2019-05-22",9.79
"207","2019-05-23",9.4
"208","2019-05-24",10.83
"209","2019-05-28",12
"210","2019-05-29",11.73
"211","2019-05-30",12.18
"212","2019-05-31",11.47
"213","2019-06-03",10.46
"214","2019-06-04",10.71
"215","2019-06-05",10.08
"216","2019-06-06",9.7
"217","2019-06-07",9.64
"218","2019-06-10",9.77
"219","2019-06-11",9.97
"220","2019-06-12",9.84
"221","2019-06-13",10.31
"222","2019-06-14",10.09
"223","2019-06-17",10.15
"224","2019-06-18",10.27
"225","2019-06-19",10.24
"226","2019-06-20",10.8
"227","2019-06-21",11.6
"228","2019-06-24",11.05
"229","2019-06-25",10.45
"230","2019-06-26",10.39
"231","2019-06-27",10.36
"232","2019-06-28",10.44
"233","2019-07-01",10.37
"234","2019-07-02",10.25
"235","2019-07-03",10.03
"236","2019-07-05",10
"237","2019-07-08",9.73
"238","2019-07-09",9.8
"239","2019-07-10",10.46
"240","2019-07-11",10.91
"241","2019-07-12",10.79
"242","2019-07-15",10.66
"243","2019-07-16",10.39
"244","2019-07-17",11.4
"245","2019-07-18",11.58
"246","2019-07-19",11.4
"247","2019-07-22",11.26
"248","2019-07-23",10.92
"249","2019-07-24",11.05
"250","2019-07-25",10.99
"251","2019-07-26",10.95
"252","2019-07-29",11
"253","2019-07-30",10.94
"254","2019-07-31",11.35
"255","2019-08-01",11.63
"256","2019-08-02",10.38
"257","2019-08-05",9.97
"258","2019-08-06",10.03
"259","2019-08-07",10.64
"260","2019-08-08",10.65
"261","2019-08-09",9.76
"262","2019-08-12",9.68
"263","2019-08-13",10.5
"264","2019-08-14",10.1
"265","2019-08-15",9.99
"266","2019-08-16",9.91
"267","2019-08-19",10.57
"268","2019-08-20",11.02
"269","2019-08-21",11.49
"270","2019-08-22",12.7
"271","2019-08-23",12.89
"272","2019-08-26",13.09
"273","2019-08-27",12.7
"274","2019-08-28",13.15
"275","2019-08-29",13.5
"276","2019-08-30",13.61
"277","2019-09-03",13.56
"278","2019-09-04",14.17
"279","2019-09-05",14.62
"280","2019-09-06",13.77
"281","2019-09-09",12.96
"282","2019-09-10",13.53
"283","2019-09-11",13.5
"284","2019-09-12",13.41
"285","2019-09-13",13.19
"286","2019-09-16",12.96
"287","2019-09-17",12.84
"288","2019-09-18",11.84
"289","2019-09-19",10.95
"290","2019-09-20",10.1
"291","2019-09-23",10.33
"292","2019-09-24",10.11
"293","2019-09-25",10.43
"294","2019-09-26",10.13
"295","2019-09-27",10.11
"296","2019-09-30",10.05
"297","2019-10-01",10.08
"298","2019-10-02",10.2
"299","2019-10-03",10.21
"300","2019-10-04",10.12
"301","2019-10-07",10.13
"302","2019-10-08",10.14
"303","2019-10-09",10.33
"304","2019-10-10",10.37
"305","2019-10-11",10.46
"306","2019-10-14",10.15
"307","2019-10-15",9.77
"308","2019-10-16",10.14
"309","2019-10-17",10.2
"310","2019-10-18",9.75
"311","2019-10-21",10.43
"312","2019-10-22",10.06
"313","2019-10-23",9.85
"314","2019-10-24",9.99
"315","2019-10-25",10.24
"316","2019-10-28",10.53
"317","2019-10-29",10.33
"318","2019-10-30",10.32
"319","2019-10-31",10.07
"320","2019-11-01",9.96
"321","2019-11-04",9.84
"322","2019-11-05",9.08
"323","2019-11-06",8.76
"324","2019-11-07",9.06
"325","2019-11-08",9.16
"326","2019-11-11",9.22
"327","2019-11-12",9.2
"328","2019-11-13",9.71
"329","2019-11-14",11.36
"330","2019-11-15",11
"331","2019-11-18",10.2
"332","2019-11-19",10.09
"333","2019-11-20",9.97
"334","2019-11-21",9.71
"335","2019-11-22",10.14
"336","2019-11-25",10
"337","2019-11-26",9.87
"338","2019-11-27",10.08
"339","2019-11-29",10.14
"340","2019-12-02",9.78
"341","2019-12-03",9.27
"342","2019-12-04",9.08
"343","2019-12-05",9.06
"344","2019-12-06",9.13
"345","2019-12-09",8.92
"346","2019-12-10",8.8
"347","2019-12-11",8.79
"348","2019-12-12",9.14
"349","2019-12-13",9.68
"350","2019-12-16",9.66
"351","2019-12-17",9.91
"352","2019-12-18",9.78
"353","2019-12-19",9.79
"354","2019-12-20",9.67
"355","2019-12-23",9.49
"356","2019-12-24",9.45
"357","2019-12-26",9.95
"358","2019-12-27",9.44
"359","2019-12-30",9.28
"360","2019-12-31",9.25
"361","2020-01-02",9.1
"362","2020-01-03",9.31
"363","2020-01-06",9.48
"364","2020-01-07",9.16
"365","2020-01-08",9.16
"366","2020-01-09",8.88
"367","2020-01-10",8.8
"368","2020-01-13",8.78
"369","2020-01-14",8.66
"370","2020-01-15",9.02
"371","2020-01-16",7.33
"372","2020-01-17",7.06
"373","2020-01-21",7.01
"374","2020-01-22",7.35
"375","2020-01-23",8.04
"376","2020-01-24",8.14
"377","2020-01-27",7.65
"378","2020-01-28",7.71
"379","2020-01-29",7.52
"380","2020-01-30",7.83
"381","2020-01-31",7.58
"382","2020-02-03",7.38
"383","2020-02-04",7.35
"384","2020-02-05",7.06
"385","2020-02-06",7.3
"386","2020-02-07",7.31
"387","2020-02-10",7.57
"388","2020-02-11",7.03
"389","2020-02-12",7.17
"390","2020-02-13",7.04
"391","2020-02-14",6.88
"392","2020-02-18",6.77
"393","2020-02-19",7.03
"394","2020-02-20",6.89
"395","2020-02-21",6.85
"396","2020-02-24",7.13
"397","2020-02-25",7.13
"398","2020-02-26",8.11
"399","2020-02-27",8.12
"400","2020-02-28",8.08
"401","2020-03-02",8.3
"402","2020-03-03",8.5
"403","2020-03-04",8.2
"404","2020-03-05",8.08
"405","2020-03-06",7.56
"406","2020-03-09",6.88
"407","2020-03-10",6.57
"408","2020-03-11",6.53
"409","2020-03-12",5.52
"410","2020-03-13",6.19
"411","2020-03-16",5.14
"412","2020-03-17",5.47
"413","2020-03-18",4.95
"414","2020-03-19",5.09
"415","2020-03-20",5.13
"416","2020-03-23",4.95
"417","2020-03-24",5.14
"418","2020-03-25",5.27
"419","2020-03-26",5.53
"420","2020-03-27",5.2
"421","2020-03-30",5.25
"422","2020-03-31",5.37
"423","2020-04-01",5.12
"424","2020-04-02",4.86
"425","2020-04-03",4.92
"426","2020-04-06",5.16
"427","2020-04-07",4.8
"428","2020-04-08",4.68
"429","2020-04-09",5.13
"430","2020-04-13",5.25
"431","2020-04-14",5.21
"432","2020-04-15",5.03
"433","2020-04-16",5.02
"434","2020-04-17",5.21
"435","2020-04-20",5.25
"436","2020-04-21",5.04
"437","2020-04-22",5.07
"438","2020-04-23",5.32
"439","2020-04-24",5.03
"440","2020-04-27",5.2
"441","2020-04-28",5.2
"442","2020-04-29",5.73
"443","2020-04-30",5.75
"444","2020-05-01",5.6
"445","2020-05-04",5.55
"446","2020-05-05",5.22
"447","2020-05-06",5.29
"448","2020-05-07",5.42
"449","2020-05-08",5.81
"450","2020-05-11",5.75
"451","2020-05-12",5.53
"452","2020-05-13",5.3
"453","2020-05-14",5.25
"454","2020-05-15",5.34
"455","2020-05-18",5.7
"456","2020-05-19",6.97
"457","2020-05-20",6.74
"458","2020-05-21",6.18
"459","2020-05-22",6.06
"460","2020-05-26",6.51
"461","2020-05-27",6.36
"462","2020-05-28",6.05
"463","2020-05-29",6.18
"464","2020-06-01",6.65
"465","2020-06-02",6.74
"466","2020-06-03",6.94
"467","2020-06-04",6.73
"468","2020-06-05",7.02
"469","2020-06-08",7.21
"470","2020-06-09",7.34
"471","2020-06-10",7.24
"472","2020-06-11",6.53
"473","2020-06-12",7.04
"474","2020-06-15",7.11
"475","2020-06-16",7.54
"476","2020-06-17",8.19
"477","2020-06-18",8.21
"478","2020-06-19",8.19
"479","2020-06-22",8.57
"480","2020-06-23",8.92
"481","2020-06-24",8.3
"482","2020-06-25",8.4
"483","2020-06-26",8.3
"484","2020-06-29",8.32
"485","2020-06-30",9
"486","2020-07-01",8.52
"487","2020-07-02",9.17
"488","2020-07-06",9.2
"489","2020-07-07",9.04
"490","2020-07-08",9.39
"491","2020-07-09",9.69
"492","2020-07-10",10.77
"493","2020-07-13",9.95
"494","2020-07-14",9.55
"495","2020-07-15",9.74
"496","2020-07-16",10.01
"497","2020-07-17",9.92
"498","2020-07-20",9.95
"499","2020-07-21",9.97
"500","2020-07-22",9.73
"501","2020-07-23",9.64
"502","2020-07-24",9.5
"503","2020-07-27",9.69
"504","2020-07-28",9.79
"505","2020-07-29",9.99
"506","2020-07-30",9.99
"507","2020-07-31",9.93
"508","2020-08-03",10.75
"509","2020-08-04",10.23
"510","2020-08-05",10.41
"511","2020-08-06",10.45
"512","2020-08-07",10.24
"513","2020-08-10",10.03
"514","2020-08-11",9.9
"515","2020-08-12",9.9
"516","2020-08-13",10.04
"517","2020-08-14",10.2
"518","2020-08-17",10.29
"519","2020-08-18",10.29
"520","2020-08-19",10.35
"521","2020-08-20",7.86
"522","2020-08-21",7.7
"523","2020-08-24",8
"524","2020-08-25",9.16
"525","2020-08-26",8.81
"526","2020-08-27",8.64
"527","2020-08-28",9.01
"528","2020-08-31",9.04
"529","2020-09-01",8.81
"530","2020-09-02",8.59
"531","2020-09-03",8.15
"532","2020-09-04",7.94
"533","2020-09-08",7.92
"534","2020-09-09",8.21
"535","2020-09-10",8.46
"536","2020-09-11",8.31
"537","2020-09-14",8.6
"538","2020-09-15",8.48
"539","2020-09-16",8.72
"540","2020-09-17",8.92
"541","2020-09-18",8.74
"542","2020-09-21",8.83
"543","2020-09-22",9.14
"544","2020-09-23",9.51
"545","2020-09-24",9.57
"546","2020-09-25",9.62
"547","2020-09-28",9.61
"548","2020-09-29",9.94
"549","2020-09-30",9.78
"550","2020-10-01",9.76
"551","2020-10-02",9.37
"552","2020-10-05",9.3
"553","2020-10-06",9.23
"554","2020-10-07",9.14
"555","2020-10-08",9
"556","2020-10-09",9.28
"557","2020-10-12",9.47
"558","2020-10-13",9.58
"559","2020-10-14",10.14
"560","2020-10-15",9.83
"561","2020-10-16",9.51
"562","2020-10-19",9.56
"563","2020-10-20",9.39
"564","2020-10-21",9.66
"565","2020-10-22",9.57
"566","2020-10-23",9.9
"567","2020-10-26",9.75
"568","2020-10-27",9.62
"569","2020-10-28",9.61
"570","2020-10-29",9.35
"571","2020-10-30",9.1
"572","2020-11-02",8.96
"573","2020-11-03",8.97
"574","2020-11-04",9.08
"575","2020-11-05",9.5
"576","2020-11-06",9.24
"577","2020-11-09",9.01
"578","2020-11-10",8.87
"579","2020-11-11",9.18
"580","2020-11-12",8.98
"581","2020-11-13",8.9
"582","2020-11-16",9.02
"583","2020-11-17",8.96
"584","2020-11-18",9.08
"585","2020-11-19",9.16
"586","2020-11-20",8.7
"587","2020-11-23",8.94
"588","2020-11-24",8.87
"589","2020-11-25",8.92
"590","2020-11-27",8.94
