"","date","BEST"
"213","2018-07-25",10.52
"214","2018-07-26",10.33
"215","2018-07-27",10.19
"216","2018-07-30",9.64
"217","2018-07-31",9.63
"218","2018-08-01",9.52
"219","2018-08-02",9.29
"220","2018-08-03",8.99
"221","2018-08-06",8.88
"222","2018-08-07",9.3
"223","2018-08-08",8.81
"224","2018-08-09",9.01
"225","2018-08-10",8.67
"226","2018-08-13",8.76
"227","2018-08-14",8.52
"228","2018-08-15",7.81
"229","2018-08-16",7.94
"230","2018-08-17",7.65
"231","2018-08-20",7.7
"232","2018-08-21",7.61
"233","2018-08-22",7.62
"234","2018-08-23",7.67
"235","2018-08-24",7.9
"236","2018-08-27",8.17
"237","2018-08-28",7.84
"238","2018-08-29",7.91
"239","2018-08-30",7.4
"240","2018-08-31",7.44
"241","2018-09-04",7.31
"242","2018-09-05",6.82
"243","2018-09-06",6.91
"244","2018-09-07",6.81
"245","2018-09-10",6.5
"246","2018-09-11",6.35
"247","2018-09-12",6.54
"248","2018-09-13",6.73
"249","2018-09-14",6.35
"250","2018-09-17",5.94
"251","2018-09-18",6.1
"252","2018-09-19",6.38
"253","2018-09-20",6.5
"254","2018-09-21",6.64
"255","2018-09-24",6.06
"256","2018-09-25",5.94
"257","2018-09-26",6.02
"258","2018-09-27",5.96
"259","2018-09-28",5.92
"260","2018-10-01",5.9
"261","2018-10-02",5.93
"262","2018-10-03",5.96
"263","2018-10-04",5.8
"264","2018-10-05",5.42
"265","2018-10-08",5.26
"266","2018-10-09",5.07
"267","2018-10-10",4.74
"268","2018-10-11",4.84
"269","2018-10-12",5.2
"270","2018-10-15",4.99
"271","2018-10-16",5.46
"272","2018-10-17",5.33
"273","2018-10-18",5.02
"274","2018-10-19",5.16
"275","2018-10-22",5.28
"276","2018-10-23",5.3
"277","2018-10-24",5.28
"278","2018-10-25",5.47
"279","2018-10-26",5.55
"280","2018-10-29",5.64
"281","2018-10-30",5.99
"282","2018-10-31",6.29
"283","2018-11-01",6.27
"284","2018-11-02",6.05
"285","2018-11-05",5.77
"286","2018-11-06",5.74
"287","2018-11-07",5.96
"288","2018-11-08",5.94
"289","2018-11-09",5.19
"290","2018-11-12",5.99
"291","2018-11-13",6.22
"292","2018-11-14",5.88
"293","2018-11-15",6.22
"294","2018-11-16",6.11
"295","2018-11-19",5.94
"296","2018-11-20",5.67
"297","2018-11-21",5.47
"298","2018-11-23",5.62
"299","2018-11-26",5.52
"300","2018-11-27",5.51
"301","2018-11-28",5.55
"302","2018-11-29",5.24
"303","2018-11-30",5.15
"304","2018-12-03",4.98
"305","2018-12-04",4.94
"306","2018-12-06",4.91
"307","2018-12-07",4.66
"308","2018-12-10",4.46
"309","2018-12-11",4.39
"310","2018-12-12",4.38
"311","2018-12-13",4.23
"312","2018-12-14",4.29
"313","2018-12-17",4.18
"314","2018-12-18",4.12
"315","2018-12-19",4.12
"316","2018-12-20",3.92
"317","2018-12-21",4.01
"318","2018-12-24",3.88
"319","2018-12-26",3.92
"320","2018-12-27",3.87
"321","2018-12-28",3.93
"322","2018-12-31",4.11
"323","2019-01-02",4.33
"324","2019-01-03",4.26
"325","2019-01-04",4.5
"326","2019-01-07",4.69
"327","2019-01-08",4.49
"328","2019-01-09",4.6
"329","2019-01-10",4.39
"330","2019-01-11",4.51
"331","2019-01-14",4.54
"332","2019-01-15",4.71
"333","2019-01-16",4.96
"334","2019-01-17",4.96
"335","2019-01-18",5.11
"336","2019-01-22",5
"337","2019-01-23",4.85
"338","2019-01-24",4.61
"339","2019-01-25",4.79
"340","2019-01-28",4.77
"341","2019-01-29",4.72
"342","2019-01-30",4.76
"343","2019-01-31",4.66
"344","2019-02-01",4.53
"345","2019-02-04",4.73
"346","2019-02-05",5.09
"347","2019-02-06",5.13
"348","2019-02-07",5
"349","2019-02-08",4.74
"350","2019-02-11",5.08
"351","2019-02-12",5.44
"352","2019-02-13",6.23
"353","2019-02-14",5.97
"354","2019-02-15",5.89
"355","2019-02-19",5.9
"356","2019-02-20",5.79
"357","2019-02-21",5.81
"358","2019-02-22",6
"359","2019-02-25",6.19
"360","2019-02-26",6.14
"361","2019-02-27",6.14
"362","2019-02-28",6.1
"363","2019-03-01",6.08
"364","2019-03-04",6.24
"365","2019-03-05",6.59
"366","2019-03-06",6.18
"367","2019-03-07",5.81
"368","2019-03-08",5.6
"369","2019-03-11",5.9
"370","2019-03-12",5.78
"371","2019-03-13",5.6
"372","2019-03-14",5.39
"373","2019-03-15",5.24
"374","2019-03-18",5.15
"375","2019-03-19",5.09
"376","2019-03-20",4.79
"377","2019-03-21",4.99
"378","2019-03-22",4.77
"379","2019-03-25",4.84
"380","2019-03-26",4.89
"381","2019-03-27",4.84
"382","2019-03-28",5.01
"383","2019-03-29",5.23
"384","2019-04-01",5.23
"385","2019-04-02",5.03
"386","2019-04-03",5.11
"387","2019-04-04",5.13
"388","2019-04-05",5.34
"389","2019-04-08",5.21
"390","2019-04-09",5.06
"391","2019-04-10",5.12
"392","2019-04-11",5.27
"393","2019-04-12",5.56
"394","2019-04-15",5.82
"395","2019-04-16",6.16
"396","2019-04-17",6
"397","2019-04-18",5.98
"398","2019-04-22",5.79
"399","2019-04-23",5.93
"400","2019-04-24",5.96
"401","2019-04-25",5.84
"402","2019-04-26",5.76
"403","2019-04-29",5.8
"404","2019-04-30",5.93
"405","2019-05-01",6.04
"406","2019-05-02",6.29
"407","2019-05-03",6.6
"408","2019-05-06",6.23
"409","2019-05-07",6.08
"410","2019-05-08",5.98
"411","2019-05-09",5.91
"412","2019-05-10",5.92
"413","2019-05-13",5.43
"414","2019-05-14",4.96
"415","2019-05-15",4.82
"416","2019-05-16",4.67
"417","2019-05-17",4.4
"418","2019-05-20",4.1
"419","2019-05-21",4.2
"420","2019-05-22",4.09
"421","2019-05-23",4.19
"422","2019-05-24",4.35
"423","2019-05-28",4.71
"424","2019-05-29",4.57
"425","2019-05-30",4.55
"426","2019-05-31",4.39
"427","2019-06-03",4.37
"428","2019-06-04",4.57
"429","2019-06-05",4.39
"430","2019-06-06",4.45
"431","2019-06-07",4.41
"432","2019-06-10",4.58
"433","2019-06-11",4.45
"434","2019-06-12",4.54
"435","2019-06-13",4.55
"436","2019-06-14",4.48
"437","2019-06-17",4.71
"438","2019-06-18",4.84
"439","2019-06-19",4.92
"440","2019-06-20",5.03
"441","2019-06-21",5.34
"442","2019-06-24",5.5
"443","2019-06-25",5.34
"444","2019-06-26",5.45
"445","2019-06-27",5.42
"446","2019-06-28",5.51
"447","2019-07-01",5.67
"448","2019-07-02",5.51
"449","2019-07-03",5.49
"450","2019-07-05",5.4
"451","2019-07-08",5.29
"452","2019-07-09",5.37
"453","2019-07-10",5.37
"454","2019-07-11",5.29
"455","2019-07-12",5.21
"456","2019-07-15",5.24
"457","2019-07-16",4.97
"458","2019-07-17",4.9
"459","2019-07-18",4.87
"460","2019-07-19",4.92
"461","2019-07-22",4.96
"462","2019-07-23",4.95
"463","2019-07-24",4.82
"464","2019-07-25",4.86
"465","2019-07-26",4.81
"466","2019-07-29",4.86
"467","2019-07-30",5.01
"468","2019-07-31",5
"469","2019-08-01",4.7
"470","2019-08-02",4.75
"471","2019-08-05",4.77
"472","2019-08-06",4.8
"473","2019-08-07",4.87
"474","2019-08-08",5
"475","2019-08-09",4.91
"476","2019-08-12",4.91
"477","2019-08-13",4.5
"478","2019-08-14",4.2
"479","2019-08-15",4.16
"480","2019-08-16",4.39
"481","2019-08-19",4.57
"482","2019-08-20",4.55
"483","2019-08-21",4.72
"484","2019-08-22",4.66
"485","2019-08-23",4.54
"486","2019-08-26",4.43
"487","2019-08-27",4.2
"488","2019-08-28",4.2
"489","2019-08-29",4.31
"490","2019-08-30",4.38
"491","2019-09-03",4.21
"492","2019-09-04",4.72
"493","2019-09-05",4.92
"494","2019-09-06",5.49
"495","2019-09-09",5.5
"496","2019-09-10",5.44
"497","2019-09-11",5.43
"498","2019-09-12",5.53
"499","2019-09-13",5.4
"500","2019-09-16",5.5
"501","2019-09-17",5.55
"502","2019-09-18",5.67
"503","2019-09-19",5.69
"504","2019-09-20",5.68
"505","2019-09-23",5.63
"506","2019-09-24",5.14
"507","2019-09-25",5.18
"508","2019-09-26",5.41
"509","2019-09-27",5.03
"510","2019-09-30",5.28
"511","2019-10-01",5.16
"512","2019-10-02",5.03
"513","2019-10-03",5.01
"514","2019-10-04",4.92
"515","2019-10-07",4.79
"516","2019-10-08",4.91
"517","2019-10-09",4.76
"518","2019-10-10",4.97
"519","2019-10-11",5.22
"520","2019-10-14",5.15
"521","2019-10-15",5.12
"522","2019-10-16",5.13
"523","2019-10-17",5.13
"524","2019-10-18",5.22
"525","2019-10-21",5.38
"526","2019-10-22",5.18
"527","2019-10-23",5.26
"528","2019-10-24",5.21
"529","2019-10-25",5.4
"530","2019-10-28",5.48
"531","2019-10-29",5.6
"532","2019-10-30",5.7
"533","2019-10-31",5.7
"534","2019-11-01",5.47
"535","2019-11-04",5.6
"536","2019-11-05",5.71
"537","2019-11-06",5.66
"538","2019-11-07",5.7
"539","2019-11-08",5.77
"540","2019-11-11",5.89
"541","2019-11-12",5.57
"542","2019-11-13",5.58
"543","2019-11-14",5.63
"544","2019-11-15",5.84
"545","2019-11-18",5.8
"546","2019-11-19",5.64
"547","2019-11-20",5.47
"548","2019-11-21",5.43
"549","2019-11-22",5.42
"550","2019-11-25",5.57
"551","2019-11-26",5.74
"552","2019-11-27",6
"553","2019-11-29",6.01
"554","2019-12-02",5.98
"555","2019-12-03",5.88
"556","2019-12-04",5.66
"557","2019-12-05",5.77
"558","2019-12-06",5.88
"559","2019-12-09",5.75
"560","2019-12-10",5.62
"561","2019-12-11",5.72
"562","2019-12-12",5.41
"563","2019-12-13",5.49
"564","2019-12-16",5.56
"565","2019-12-17",5.67
"566","2019-12-18",5.47
"567","2019-12-19",5.42
"568","2019-12-20",5.42
"569","2019-12-23",5.43
"570","2019-12-24",5.37
"571","2019-12-26",5.46
"572","2019-12-27",5.74
"573","2019-12-30",5.72
"574","2019-12-31",5.56
"575","2020-01-02",5.88
"576","2020-01-03",5.88
"577","2020-01-06",5.9
"578","2020-01-07",5.98
"579","2020-01-08",6.43
"580","2020-01-09",6.26
"581","2020-01-10",6.13
"582","2020-01-13",6.39
"583","2020-01-14",6.42
"584","2020-01-15",6.4
"585","2020-01-16",6.37
"586","2020-01-17",6.41
"587","2020-01-21",6.43
"588","2020-01-22",6.17
"589","2020-01-23",6.33
"590","2020-01-24",6.08
"591","2020-01-27",5.72
"592","2020-01-28",5.88
"593","2020-01-29",5.77
"594","2020-01-30",5.71
"595","2020-01-31",5.31
"596","2020-02-03",5.21
"597","2020-02-04",5.55
"598","2020-02-05",5.43
"599","2020-02-06",5.51
"600","2020-02-07",5.36
"601","2020-02-10",5.29
"602","2020-02-11",5.44
"603","2020-02-12",5.55
"604","2020-02-13",5.56
"605","2020-02-14",5.44
"606","2020-02-18",5.5
"607","2020-02-19",5.72
"608","2020-02-20",5.66
"609","2020-02-21",5.48
"610","2020-02-24",5.33
"611","2020-02-25",5.46
"612","2020-02-26",5.25
"613","2020-02-27",5.31
"614","2020-02-28",5.41
"615","2020-03-02",5.26
"616","2020-03-03",5.4
"617","2020-03-04",5.01
"618","2020-03-05",5.25
"619","2020-03-06",5.13
"620","2020-03-09",4.95
"621","2020-03-10",5.04
"622","2020-03-11",4.97
"623","2020-03-12",5.04
"624","2020-03-13",5.12
"625","2020-03-16",4.64
"626","2020-03-17",5.35
"627","2020-03-18",5.19
"628","2020-03-19",5.31
"629","2020-03-20",5.12
"630","2020-03-23",4.91
"631","2020-03-24",5
"632","2020-03-25",5.34
"633","2020-03-26",5.3
"634","2020-03-27",5.14
"635","2020-03-30",5.11
"636","2020-03-31",5.35
"637","2020-04-01",4.93
"638","2020-04-02",5.11
"639","2020-04-03",5.11
"640","2020-04-06",5.24
"641","2020-04-07",5.3
"642","2020-04-08",5.35
"643","2020-04-09",5.43
"644","2020-04-13",5.28
"645","2020-04-14",5.31
"646","2020-04-15",5.29
"647","2020-04-16",5.5
"648","2020-04-17",5.59
"649","2020-04-20",5.48
"650","2020-04-21",5.39
"651","2020-04-22",5.65
"652","2020-04-23",5.54
"653","2020-04-24",5.5
"654","2020-04-27",5.65
"655","2020-04-28",5.55
"656","2020-04-29",5.32
"657","2020-04-30",5.37
"658","2020-05-01",5.12
"659","2020-05-04",4.97
"660","2020-05-05",4.92
"661","2020-05-06",5.01
"662","2020-05-07",5.03
"663","2020-05-08",5.26
"664","2020-05-11",5.46
"665","2020-05-12",5.43
"666","2020-05-13",5.36
"667","2020-05-14",5.25
"668","2020-05-15",5.13
"669","2020-05-18",5.21
"670","2020-05-19",5.26
"671","2020-05-20",5.19
"672","2020-05-21",5.05
"673","2020-05-22",4.95
"674","2020-05-26",5.05
"675","2020-05-27",4.86
"676","2020-05-28",4.87
"677","2020-05-29",5.18
"678","2020-06-01",4.96
"679","2020-06-02",5.09
"680","2020-06-03",5.49
"681","2020-06-04",5.18
"682","2020-06-05",5.44
"683","2020-06-08",5.39
"684","2020-06-09",5.26
"685","2020-06-10",5.25
"686","2020-06-11",5
"687","2020-06-12",4.98
"688","2020-06-15",4.77
"689","2020-06-16",4.99
"690","2020-06-17",4.82
"691","2020-06-18",4.82
"692","2020-06-19",4.86
"693","2020-06-22",4.71
"694","2020-06-23",4.78
"695","2020-06-24",4.79
"696","2020-06-25",4.66
"697","2020-06-26",4.29
"698","2020-06-29",4.28
"699","2020-06-30",4.28
"700","2020-07-01",4.38
"701","2020-07-02",4.53
"702","2020-07-06",4.69
"703","2020-07-07",4.61
"704","2020-07-08",4.65
"705","2020-07-09",4.8
"706","2020-07-10",4.48
"707","2020-07-13",4.48
"708","2020-07-14",4.57
"709","2020-07-15",4.4
"710","2020-07-16",4.44
"711","2020-07-17",4.46
"712","2020-07-20",4.5
"713","2020-07-21",4.63
"714","2020-07-22",4.36
"715","2020-07-23",4.26
"716","2020-07-24",4.16
"717","2020-07-27",4.25
"718","2020-07-28",4.14
"719","2020-07-29",4.23
"720","2020-07-30",4.19
"721","2020-07-31",4.21
"722","2020-08-03",4.39
"723","2020-08-04",4.59
"724","2020-08-05",4.59
"725","2020-08-06",4.67
"726","2020-08-07",4.74
"727","2020-08-10",4.45
"728","2020-08-11",4.57
"729","2020-08-12",4.46
"730","2020-08-13",4.43
"731","2020-08-14",4.32
"732","2020-08-17",4.26
"733","2020-08-18",4.48
"734","2020-08-19",4.36
"735","2020-08-20",4.16
"736","2020-08-21",4.17
"737","2020-08-24",4.17
"738","2020-08-25",4.15
"739","2020-08-26",4.24
"740","2020-08-27",4.32
"741","2020-08-28",4.26
"742","2020-08-31",4
"743","2020-09-01",4.22
"744","2020-09-02",4.19
"745","2020-09-03",4.01
"746","2020-09-04",4.13
"747","2020-09-08",3.91
"748","2020-09-09",3.92
"749","2020-09-10",3.7
"750","2020-09-11",3.63
"751","2020-09-14",3.47
"752","2020-09-15",3.51
"753","2020-09-16",3.46
"754","2020-09-17",3.38
"755","2020-09-18",3.26
"756","2020-09-21",3.02
"757","2020-09-22",3.22
"758","2020-09-23",3.06
"759","2020-09-24",3.1
"760","2020-09-25",3.01
"761","2020-09-28",3
"762","2020-09-29",2.99
"763","2020-09-30",3
"764","2020-10-01",3
"765","2020-10-02",2.94
"766","2020-10-05",2.74
"767","2020-10-06",2.79
"768","2020-10-07",2.97
"769","2020-10-08",2.88
"770","2020-10-09",2.86
"771","2020-10-12",2.84
"772","2020-10-13",2.79
"773","2020-10-14",2.7
"774","2020-10-15",2.66
"775","2020-10-16",2.6
"776","2020-10-19",2.61
"777","2020-10-20",2.7
"778","2020-10-21",2.77
"779","2020-10-22",3.04
"780","2020-10-23",2.88
"781","2020-10-26",2.97
"782","2020-10-27",2.75
"783","2020-10-28",2.52
"784","2020-10-29",2.85
"785","2020-10-30",2.57
"786","2020-11-02",2.48
"787","2020-11-03",2.61
"788","2020-11-04",2.57
"789","2020-11-05",2.59
"790","2020-11-06",2.61
"791","2020-11-09",2.7
"792","2020-11-10",2.87
"793","2020-11-11",2.74
"794","2020-11-12",2.81
"795","2020-11-13",3.23
"796","2020-11-16",3.18
"797","2020-11-17",3.11
"798","2020-11-18",3.13
"799","2020-11-19",3.01
"800","2020-11-20",2.87
"801","2020-11-23",2.65
"802","2020-11-24",2.97
"803","2020-11-25",3
"804","2020-11-27",2.96
