"","date","LUMO"
"420","2013-07-17",18.709999
"421","2013-07-18",18.42
"422","2013-07-19",18.32
"423","2013-07-22",18.24
"424","2013-07-23",17.799999
"425","2013-07-24",17.809999
"426","2013-07-25",17.809999
"427","2013-07-26",17.58
"428","2013-07-29",17.280001
"429","2013-07-30",17.540001
"430","2013-07-31",17.959999
"431","2013-08-01",17.620001
"432","2013-08-02",17.68
"433","2013-08-05",17.879999
"434","2013-08-06",17.98
"435","2013-08-07",17.57
"436","2013-08-08",17.629999
"437","2013-08-09",17.43
"438","2013-08-12",17.940001
"439","2013-08-13",18.25
"440","2013-08-14",19.41
"441","2013-08-15",18.620001
"442","2013-08-16",18.08
"443","2013-08-19",17.879999
"444","2013-08-20",18.389999
"445","2013-08-21",17.950001
"446","2013-08-22",18.08
"447","2013-08-23",18.389999
"448","2013-08-26",18.110001
"449","2013-08-27",17.4
"450","2013-08-28",17.049999
"451","2013-08-29",17.719999
"452","2013-08-30",17.309999
"453","2013-09-03",17.040001
"454","2013-09-04",17.530001
"455","2013-09-05",17.08
"456","2013-09-06",16.549999
"457","2013-09-09",15.99
"458","2013-09-10",15.78
"459","2013-09-11",16.49
"460","2013-09-12",16.75
"461","2013-09-13",16.969999
"462","2013-09-16",17.23
"463","2013-09-17",17.51
"464","2013-09-18",17.780001
"465","2013-09-19",17.4
"466","2013-09-20",17.27
"467","2013-09-23",17.450001
"468","2013-09-24",17.59
"469","2013-09-25",17.5
"470","2013-09-26",17.65
"471","2013-09-27",17.51
"472","2013-09-30",18.780001
"473","2013-10-01",20.52
"474","2013-10-02",20.700001
"475","2013-10-03",20.68
"476","2013-10-04",20.860001
"477","2013-10-07",20.620001
"478","2013-10-08",18.610001
"479","2013-10-09",18.190001
"480","2013-10-10",18.51
"481","2013-10-11",19.26
"482","2013-10-14",19.24
"483","2013-10-15",18.58
"484","2013-10-16",18.790001
"485","2013-10-17",18.700001
"486","2013-10-18",18.299999
"487","2013-10-21",17.24
"488","2013-10-22",17.51
"489","2013-10-23",17.25
"490","2013-10-24",17.35
"491","2013-10-25",17.219999
"492","2013-10-28",17.68
"493","2013-10-29",17.700001
"494","2013-10-30",16.040001
"495","2013-10-31",16.75
"496","2013-11-01",17.6
"497","2013-11-04",17.59
"498","2013-11-05",17.92
"499","2013-11-06",17.030001
"500","2013-11-07",16.790001
"501","2013-11-08",17.57
"502","2013-11-11",17.58
"503","2013-11-12",17.02
"504","2013-11-13",17.389999
"505","2013-11-14",17.299999
"506","2013-11-15",17.9
"507","2013-11-18",17.9
"508","2013-11-19",18.209999
"509","2013-11-20",18.73
"510","2013-11-21",19.639999
"511","2013-11-22",20.92
"512","2013-11-25",20.85
"513","2013-11-26",21.82
"514","2013-11-27",21.950001
"515","2013-11-29",22.5
"516","2013-12-02",21.559999
"517","2013-12-03",20.92
"518","2013-12-04",20.879999
"519","2013-12-05",20.809999
"520","2013-12-06",20.9
"521","2013-12-09",21.07
"522","2013-12-10",21.120001
"523","2013-12-11",21.6
"524","2013-12-12",21.93
"525","2013-12-13",22.35
"526","2013-12-16",22.610001
"527","2013-12-17",22.370001
"528","2013-12-18",22.700001
"529","2013-12-19",22.799999
"530","2013-12-20",22.73
"531","2013-12-23",23.209999
"532","2013-12-24",23.42
"533","2013-12-26",23.5
"534","2013-12-27",22.75
"535","2013-12-30",22.809999
"536","2013-12-31",22.01
"537","2014-01-02",21.379999
"538","2014-01-03",22.02
"539","2014-01-06",22.35
"540","2014-01-07",22.85
"541","2014-01-08",21.85
"542","2014-01-09",23.360001
"543","2014-01-10",24.84
"544","2014-01-13",25.950001
"545","2014-01-14",26.940001
"546","2014-01-15",29.870001
"547","2014-01-16",30.290001
"548","2014-01-17",31.92
"549","2014-01-21",35.02
"550","2014-01-22",34.259998
"551","2014-01-23",33.91
"552","2014-01-24",32.91
"553","2014-01-27",32.970001
"554","2014-01-28",34.849998
"555","2014-01-29",35.25
"556","2014-01-30",36.77
"557","2014-01-31",37.02
"558","2014-02-03",35.849998
"559","2014-02-04",36.990002
"560","2014-02-05",35.630001
"561","2014-02-06",36.41
"562","2014-02-07",38.68
"563","2014-02-10",41.880001
"564","2014-02-11",42.560001
"565","2014-02-12",40.599998
"566","2014-02-13",40.189999
"567","2014-02-14",40.509998
"568","2014-02-18",41.27
"569","2014-02-19",40.630001
"570","2014-02-20",41.639999
"571","2014-02-21",46.5
"572","2014-02-24",50.330002
"573","2014-02-25",50.400002
"574","2014-02-26",50.220001
"575","2014-02-27",46.759998
"576","2014-02-28",44.200001
"577","2014-03-03",39.080002
"578","2014-03-04",38.41
"579","2014-03-05",38.150002
"580","2014-03-06",37.709999
"581","2014-03-07",31.6
"582","2014-03-10",31.09
"583","2014-03-11",30.48
"584","2014-03-12",31.690001
"585","2014-03-13",32.220001
"586","2014-03-14",30.82
"587","2014-03-17",27.959999
"588","2014-03-18",29.309999
"589","2014-03-19",29.540001
"590","2014-03-20",29.57
"591","2014-03-21",29.18
"592","2014-03-24",30.16
"593","2014-03-25",28.92
"594","2014-03-26",27.450001
"595","2014-03-27",26.610001
"596","2014-03-28",25.83
"597","2014-03-31",28.4
"598","2014-04-01",27.98
"599","2014-04-02",27.459999
"600","2014-04-03",24.98
"601","2014-04-04",23.93
"602","2014-04-07",23.940001
"603","2014-04-08",24.25
"604","2014-04-09",25.49
"605","2014-04-10",22.51
"606","2014-04-11",19.969999
"607","2014-04-14",19.32
"608","2014-04-15",19.549999
"609","2014-04-16",21.09
"610","2014-04-17",20.85
"611","2014-04-21",21.74
"612","2014-04-22",23.52
"613","2014-04-23",22.92
"614","2014-04-24",21.93
"615","2014-04-25",20.969999
"616","2014-04-28",20.76
"617","2014-04-29",21.58
"618","2014-04-30",22
"619","2014-05-01",21.23
"620","2014-05-02",21.139999
"621","2014-05-05",21.51
"622","2014-05-06",21.66
"623","2014-05-07",21.68
"624","2014-05-08",21.719999
"625","2014-05-09",23.91
"626","2014-05-12",25.76
"627","2014-05-13",25.84
"628","2014-05-14",25.700001
"629","2014-05-15",22.200001
"630","2014-05-16",21
"631","2014-05-19",21.27
"632","2014-05-20",20.379999
"633","2014-05-21",19.76
"634","2014-05-22",20.540001
"635","2014-05-23",19.9
"636","2014-05-27",20.309999
"637","2014-05-28",19.42
"638","2014-05-29",19.790001
"639","2014-05-30",20.51
"640","2014-06-02",19.540001
"641","2014-06-03",18.93
"642","2014-06-04",19.09
"643","2014-06-05",19.52
"644","2014-06-06",20.200001
"645","2014-06-09",21.379999
"646","2014-06-10",22.34
"647","2014-06-11",22.280001
"648","2014-06-12",21.93
"649","2014-06-13",22.549999
"650","2014-06-16",24.07
"651","2014-06-17",24.709999
"652","2014-06-18",24.389999
"653","2014-06-19",25.4
"654","2014-06-20",25.889999
"655","2014-06-23",26.120001
"656","2014-06-24",26.58
"657","2014-06-25",26
"658","2014-06-26",26.969999
"659","2014-06-27",27.01
"660","2014-06-30",26.549999
"661","2014-07-01",27.139999
"662","2014-07-02",27.370001
"663","2014-07-03",27.860001
"664","2014-07-07",26.719999
"665","2014-07-08",24.469999
"666","2014-07-09",24.24
"667","2014-07-10",22.959999
"668","2014-07-11",23.01
"669","2014-07-14",23.059999
"670","2014-07-15",21.84
"671","2014-07-16",21.52
"672","2014-07-17",20.27
"673","2014-07-18",20.84
"674","2014-07-21",20.950001
"675","2014-07-22",21.280001
"676","2014-07-23",22.290001
"677","2014-07-24",22.48
"678","2014-07-25",21.77
"679","2014-07-28",20.98
"680","2014-07-29",21.76
"681","2014-07-30",22.82
"682","2014-07-31",21.18
"683","2014-08-01",20.879999
"684","2014-08-04",20.969999
"685","2014-08-05",22.68
"686","2014-08-06",22.84
"687","2014-08-07",22.540001
"688","2014-08-08",24.1
"689","2014-08-11",24.77
"690","2014-08-12",23.27
"691","2014-08-13",23.440001
"692","2014-08-14",26.17
"693","2014-08-15",28.42
"694","2014-08-18",27.99
"695","2014-08-19",25.530001
"696","2014-08-20",24.02
"697","2014-08-21",23.84
"698","2014-08-22",25.059999
"699","2014-08-25",25.790001
"700","2014-08-26",28.120001
"701","2014-08-27",28.07
"702","2014-08-28",26.51
"703","2014-08-29",27.610001
"704","2014-09-02",26.35
"705","2014-09-03",25.969999
"706","2014-09-04",25.549999
"707","2014-09-05",25.23
"708","2014-09-08",26.6
"709","2014-09-09",25.870001
"710","2014-09-10",26.190001
"711","2014-09-11",26.68
"712","2014-09-12",27.4
"713","2014-09-15",25.700001
"714","2014-09-16",26.469999
"715","2014-09-17",26.99
"716","2014-09-18",26.110001
"717","2014-09-19",25.57
"718","2014-09-22",24.559999
"719","2014-09-23",24.879999
"720","2014-09-24",26.139999
"721","2014-09-25",23.99
"722","2014-09-26",23.27
"723","2014-09-29",23.059999
"724","2014-09-30",21.42
"725","2014-10-01",22.950001
"726","2014-10-02",23.950001
"727","2014-10-03",23.559999
"728","2014-10-06",21.780001
"729","2014-10-07",20.629999
"730","2014-10-08",20.26
"731","2014-10-09",18.5
"732","2014-10-10",18.129999
"733","2014-10-13",22.42
"734","2014-10-14",21.83
"735","2014-10-15",25.440001
"736","2014-10-16",31.870001
"737","2014-10-17",29.35
"738","2014-10-20",31.440001
"739","2014-10-21",34.5
"740","2014-10-22",39.82
"741","2014-10-23",39.080002
"742","2014-10-24",38.48
"743","2014-10-27",37.919998
"744","2014-10-28",34.900002
"745","2014-10-29",34.509998
"746","2014-10-30",33.880001
"747","2014-10-31",32.650002
"748","2014-11-03",32.610001
"749","2014-11-04",32.599998
"750","2014-11-05",30.75
"751","2014-11-06",34.689999
"752","2014-11-07",32.150002
"753","2014-11-10",34.400002
"754","2014-11-11",32.27
"755","2014-11-12",32.389999
"756","2014-11-13",31
"757","2014-11-14",30.540001
"758","2014-11-17",30.91
"759","2014-11-18",32.66
"760","2014-11-19",32.009998
"761","2014-11-20",33.52
"762","2014-11-21",35.330002
"763","2014-11-24",34.439999
"764","2014-11-25",35.279999
"765","2014-11-26",38.470001
"766","2014-11-28",39.060001
"767","2014-12-01",36.959999
"768","2014-12-02",38.330002
"769","2014-12-03",37.93
"770","2014-12-04",36.439999
"771","2014-12-05",37.290001
"772","2014-12-08",36.84
"773","2014-12-09",38.290001
"774","2014-12-10",36.880001
"775","2014-12-11",35.419998
"776","2014-12-12",35.689999
"777","2014-12-15",33.459999
"778","2014-12-16",33.099998
"779","2014-12-17",34.529999
"780","2014-12-18",37.209999
"781","2014-12-19",40.110001
"782","2014-12-22",39.900002
"783","2014-12-23",37.720001
"784","2014-12-24",39.080002
"785","2014-12-26",40
"786","2014-12-29",39.57
"787","2014-12-30",39.029999
"788","2014-12-31",39.75
"789","2015-01-02",43.650002
"790","2015-01-05",41.48
"791","2015-01-06",37.959999
"792","2015-01-07",37.93
"793","2015-01-08",38.93
"794","2015-01-09",41.209999
"795","2015-01-12",41.029999
"796","2015-01-13",40.009998
"797","2015-01-14",40.459999
"798","2015-01-15",37.700001
"799","2015-01-16",38.630001
"800","2015-01-20",39.049999
"801","2015-01-21",38.029999
"802","2015-01-22",39.240002
"803","2015-01-23",39.400002
"804","2015-01-26",40.720001
"805","2015-01-27",40.34
"806","2015-01-28",38.959999
"807","2015-01-29",37.790001
"808","2015-01-30",36.59
"809","2015-02-02",34.619999
"810","2015-02-03",33.689999
"811","2015-02-04",31.950001
"812","2015-02-05",33.009998
"813","2015-02-06",32.490002
"814","2015-02-09",35.32
"815","2015-02-10",35.82
"816","2015-02-11",35.189999
"817","2015-02-12",37.330002
"818","2015-02-13",38.84
"819","2015-02-17",40.52
"820","2015-02-18",41.27
"821","2015-02-19",41.029999
"822","2015-02-20",39.75
"823","2015-02-23",40.790001
"824","2015-02-24",40.279999
"825","2015-02-25",41.049999
"826","2015-02-26",42.130001
"827","2015-02-27",43.080002
"828","2015-03-02",44.43
"829","2015-03-03",46.139999
"830","2015-03-04",49.529999
"831","2015-03-05",48.93
"832","2015-03-06",48.650002
"833","2015-03-09",49.639999
"834","2015-03-10",49.810001
"835","2015-03-11",49.23
"836","2015-03-12",50.240002
"837","2015-03-13",50.560001
"838","2015-03-16",52.43
"839","2015-03-17",52.669998
"840","2015-03-18",52.419998
"841","2015-03-19",55.93
"842","2015-03-20",54.57
"843","2015-03-23",51.130001
"844","2015-03-24",53.240002
"845","2015-03-25",47.360001
"846","2015-03-26",48.93
"847","2015-03-27",52.259998
"848","2015-03-30",56.400002
"849","2015-03-31",54.709999
"850","2015-04-01",53.939999
"851","2015-04-02",53.59
"852","2015-04-06",52.849998
"853","2015-04-07",53.939999
"854","2015-04-08",56.790001
"855","2015-04-09",55.709999
"856","2015-04-10",55.380001
"857","2015-04-13",56.869999
"858","2015-04-14",56.48
"859","2015-04-15",53.869999
"860","2015-04-16",54.5
"861","2015-04-17",53.709999
"862","2015-04-20",52.639999
"863","2015-04-21",53.189999
"864","2015-04-22",53.119999
"865","2015-04-23",53
"866","2015-04-24",52.099998
"867","2015-04-27",48.23
"868","2015-04-28",48.43
"869","2015-04-29",48.82
"870","2015-04-30",44.599998
"871","2015-05-01",46.639999
"872","2015-05-04",44.66
"873","2015-05-05",47.02
"874","2015-05-06",50.310001
"875","2015-05-07",50.490002
"876","2015-05-08",51.68
"877","2015-05-11",52.139999
"878","2015-05-12",36.549999
"879","2015-05-13",38.290001
"880","2015-05-14",38.119999
"881","2015-05-15",39.689999
"882","2015-05-18",40.049999
"883","2015-05-19",40.490002
"884","2015-05-20",41.459999
"885","2015-05-21",41.959999
"886","2015-05-22",42.060001
"887","2015-05-26",41.740002
"888","2015-05-27",43.360001
"889","2015-05-28",42.889999
"890","2015-05-29",43.150002
"891","2015-06-01",43.09
"892","2015-06-02",43.709999
"893","2015-06-03",45.529999
"894","2015-06-04",44.970001
"895","2015-06-05",45.43
"896","2015-06-08",45.82
"897","2015-06-09",45.200001
"898","2015-06-10",45.360001
"899","2015-06-11",44.66
"900","2015-06-12",44.720001
"901","2015-06-15",45.18
"902","2015-06-16",44.650002
"903","2015-06-17",44.400002
"904","2015-06-18",45.360001
"905","2015-06-19",44.75
"906","2015-06-22",46.630001
"907","2015-06-23",46.73
"908","2015-06-24",45.709999
"909","2015-06-25",46.09
"910","2015-06-26",44.599998
"911","2015-06-29",43.029999
"912","2015-06-30",44.27
"913","2015-07-01",43.869999
"914","2015-07-02",43.220001
"915","2015-07-06",45.73
"916","2015-07-07",45.009998
"917","2015-07-08",43.330002
"918","2015-07-09",44.59
"919","2015-07-10",46.82
"920","2015-07-13",49.970001
"921","2015-07-14",52.189999
"922","2015-07-15",52.400002
"923","2015-07-16",54.299999
"924","2015-07-17",54.380001
"925","2015-07-20",54.639999
"926","2015-07-21",54.240002
"927","2015-07-22",55.009998
"928","2015-07-23",53.32
"929","2015-07-24",51.84
"930","2015-07-27",50.970001
"931","2015-07-28",53.810001
"932","2015-07-29",51.790001
"933","2015-07-30",51.16
"934","2015-07-31",52.150002
"935","2015-08-03",50.919998
"936","2015-08-04",51.830002
"937","2015-08-05",51.740002
"938","2015-08-06",48.369999
"939","2015-08-07",49.439999
"940","2015-08-10",49.310001
"941","2015-08-11",48.650002
"942","2015-08-12",47.799999
"943","2015-08-13",47.299999
"944","2015-08-14",46.349998
"945","2015-08-17",53.049999
"946","2015-08-18",51.540001
"947","2015-08-19",51.470001
"948","2015-08-20",46.990002
"949","2015-08-21",47.23
"950","2015-08-24",42.919998
"951","2015-08-25",45.150002
"952","2015-08-26",46.450001
"953","2015-08-27",46.540001
"954","2015-08-28",47.75
"955","2015-08-31",44.91
"956","2015-09-01",43.360001
"957","2015-09-02",46.299999
"958","2015-09-03",44.470001
"959","2015-09-04",44.93
"960","2015-09-08",46.810001
"961","2015-09-09",46.32
"962","2015-09-10",49.189999
"963","2015-09-11",51.029999
"964","2015-09-14",51.23
"965","2015-09-15",52.959999
"966","2015-09-16",52.369999
"967","2015-09-17",54.27
"968","2015-09-18",54.240002
"969","2015-09-21",51.900002
"970","2015-09-22",52.23
"971","2015-09-23",52.259998
"972","2015-09-24",52.369999
"973","2015-09-25",48.150002
"974","2015-09-28",38.119999
"975","2015-09-29",35.259998
"976","2015-09-30",35.84
