"","date","BHTG"
"239","2019-01-30",2.6
"240","2019-01-31",2.44
"241","2019-02-01",2.41
"242","2019-02-04",2.486
"243","2019-02-05",2.45
"244","2019-02-06",2.508
"245","2019-02-07",2.46
"246","2019-02-08",2.45
"247","2019-02-11",2.4
"248","2019-02-12",2.19
"249","2019-02-13",2.2
"250","2019-02-14",2.11
"251","2019-02-15",2.38
"252","2019-02-19",2.26
"253","2019-02-20",2.2
"254","2019-02-21",2.24
"255","2019-02-22",2.18
"256","2019-02-25",2.25
"257","2019-02-26",2.28
"258","2019-02-27",2.49
"259","2019-02-28",2.7
"260","2019-03-01",2.65
"261","2019-03-04",2.55
"262","2019-03-05",3.04
"263","2019-03-06",3
"264","2019-03-07",2.885
"265","2019-03-08",2.8
"266","2019-03-11",2.92
"267","2019-03-12",2.9
"268","2019-03-13",2.86
"269","2019-03-14",2.85
"270","2019-03-15",2.77
"271","2019-03-18",2.8
"272","2019-03-19",2.62
"273","2019-03-20",2.51
"274","2019-03-21",2.465
"275","2019-03-22",2.357
"276","2019-03-25",2.35
"277","2019-03-26",2.36
"278","2019-03-27",2.475
"279","2019-03-28",2.46
"280","2019-03-29",2.51
"281","2019-04-01",2.599
"282","2019-04-02",2.95
"283","2019-04-03",3.03
"284","2019-04-04",2.95
"285","2019-04-05",2.9
"286","2019-04-08",2.74
"287","2019-04-09",2.76
"288","2019-04-10",2.79
"289","2019-04-11",2.66
"290","2019-04-12",2.65
"291","2019-04-15",2.6
"292","2019-04-16",2.62
"293","2019-04-17",2.69
"294","2019-04-18",2.7
"295","2019-04-22",2.56
"296","2019-04-23",2.635
"297","2019-04-24",2.54
"298","2019-04-25",2.515
"299","2019-04-26",2.435
"300","2019-04-29",2.5
"301","2019-04-30",2.5
"302","2019-05-01",2.44
"303","2019-05-02",2.37
"304","2019-05-03",2.472
"305","2019-05-06",2.48
"306","2019-05-07",2.49
"307","2019-05-08",2.7
"308","2019-05-09",2.7
"309","2019-05-10",2.7
"310","2019-05-13",2.7
"311","2019-05-14",2.584
"312","2019-05-15",2.55
"313","2019-05-16",2.6
"314","2019-05-17",2.61
"315","2019-05-20",2.57
"316","2019-05-21",2.51
"317","2019-05-22",2.51
"318","2019-05-23",2.5
"319","2019-05-24",2.41
"320","2019-05-28",2.4
"321","2019-05-29",2.35
"322","2019-05-30",2.49
"323","2019-05-31",2.42
"324","2019-06-03",2.288
"325","2019-06-04",2.25
"326","2019-06-05",2.25
"327","2019-06-06",2.15
"328","2019-06-07",2.13
"329","2019-06-10",2.05
"330","2019-06-11",2.04
"331","2019-06-12",1.95
"332","2019-06-13",1.963
"333","2019-06-14",2.01
"334","2019-06-17",2
"335","2019-06-18",1.88
"336","2019-06-19",1.89
"337","2019-06-20",1.88
"338","2019-06-21",1.88
"339","2019-06-24",1.81
"340","2019-06-25",1.69
"341","2019-06-26",1.82
"342","2019-06-27",1.731
"343","2019-06-28",1.78
"344","2019-07-01",1.83
"345","2019-07-02",1.789
"346","2019-07-03",1.77
"347","2019-07-05",1.85
"348","2019-07-08",1.8
"349","2019-07-09",1.775
"350","2019-07-10",1.759
"351","2019-07-11",1.71
"352","2019-07-12",1.73
"353","2019-07-15",1.755
"354","2019-07-16",1.739
"355","2019-07-17",1.72
"356","2019-07-18",1.67
"357","2019-07-19",1.8
"358","2019-07-22",1.94
"359","2019-07-23",2.3
"360","2019-07-24",2.37
"361","2019-07-25",2.5
"362","2019-07-26",2.39
"363","2019-07-29",2.37
"364","2019-07-30",2.45
"365","2019-07-31",2.3
"366","2019-08-01",2.21
"367","2019-08-02",2.04
"368","2019-08-05",1.93
"369","2019-08-06",2.22
"370","2019-08-07",2.2
"371","2019-08-08",2.17
"372","2019-08-09",2.13
"373","2019-08-12",2.4
"374","2019-08-13",2.23
"375","2019-08-14",2.21
"376","2019-08-15",2.11
"377","2019-08-16",2.2
"378","2019-08-19",2.18
"379","2019-08-20",2.17
"380","2019-08-21",2.14
"381","2019-08-22",2.05
"382","2019-08-23",1.971
"383","2019-08-26",2.015
"384","2019-08-27",2.006
"385","2019-08-28",2.12
"386","2019-08-29",2.19
"387","2019-08-30",2.08
"388","2019-09-03",2.06
"389","2019-09-04",2.061
"390","2019-09-05",2.115
"391","2019-09-06",2.03
"392","2019-09-09",1.86
"393","2019-09-10",1.85
"394","2019-09-11",1.89
"395","2019-09-12",1.855
"396","2019-09-13",1.84
"397","2019-09-16",1.8
"398","2019-09-17",1.7
"399","2019-09-18",1.7
"400","2019-09-19",1.78
"401","2019-09-20",1.81
"402","2019-09-23",1.79
"403","2019-09-24",1.77
"404","2019-09-25",1.79
"405","2019-09-26",1.83
"406","2019-09-27",1.76
"407","2019-09-30",1.75
"408","2019-10-01",1.76
"409","2019-10-02",1.72
"410","2019-10-03",1.63
"411","2019-10-04",1.75
"412","2019-10-07",1.68
"413","2019-10-08",1.65
"414","2019-10-09",1.691
"415","2019-10-10",1.68
"416","2019-10-11",1.634
"417","2019-10-14",1.57
"418","2019-10-15",1.62
"419","2019-10-16",1.59
"420","2019-10-17",1.58
"421","2019-10-18",1.583
"422","2019-10-21",1.57
"423","2019-10-22",1.58
"424","2019-10-23",1.6
"425","2019-10-24",1.64
"426","2019-10-25",1.59
"427","2019-10-28",1.71
"428","2019-10-29",1.77
"429","2019-10-30",1.77
"430","2019-10-31",1.81
"431","2019-11-01",1.82
"432","2019-11-04",1.78
"433","2019-11-05",1.84
"434","2019-11-06",1.85
"435","2019-11-07",1.88
"436","2019-11-08",1.84
"437","2019-11-11",1.78
"438","2019-11-12",1.79
"439","2019-11-13",1.86
"440","2019-11-14",1.841
"441","2019-11-15",1.87
"442","2019-11-18",1.88
"443","2019-11-19",1.88
"444","2019-11-20",1.8
"445","2019-11-21",1.809
"446","2019-11-22",1.89
"447","2019-11-25",1.85
"448","2019-11-26",1.77
"449","2019-11-27",1.76
"450","2019-11-29",1.79
"451","2019-12-02",1.65
"452","2019-12-03",1.66
"453","2019-12-04",1.67
"454","2019-12-05",1.65
"455","2019-12-06",1.67
"456","2019-12-09",1.61
"457","2019-12-10",1.6
"458","2019-12-11",1.6
"459","2019-12-12",1.66
"460","2019-12-13",1.57
"461","2019-12-16",1.62
"462","2019-12-17",1.61
"463","2019-12-18",1.6
"464","2019-12-19",1.6
"465","2019-12-20",1.55
"466","2019-12-23",1.57
"467","2019-12-24",1.56
"468","2019-12-26",1.58
"469","2019-12-27",1.69
"470","2019-12-30",1.665
"471","2019-12-31",1.7
"472","2020-01-02",1.8
"473","2020-01-03",1.84
"474","2020-01-06",1.9
"475","2020-01-07",1.91
"476","2020-01-08",1.958
"477","2020-01-09",1.98
"478","2020-01-10",1.94
"479","2020-01-13",1.923
"480","2020-01-14",1.89
"481","2020-01-15",1.9
"482","2020-01-16",1.953
"483","2020-01-17",1.979
"484","2020-01-21",1.94
"485","2020-01-22",1.97
"486","2020-01-23",1.99
"487","2020-01-24",1.98
"488","2020-01-27",1.95
"489","2020-01-28",2.13
"490","2020-01-29",2.09
"491","2020-01-30",2
"492","2020-01-31",2
"493","2020-02-03",1.93
"494","2020-02-04",2.06
"495","2020-02-05",2.14
"496","2020-02-06",1.98
"497","2020-02-07",1.95
"498","2020-02-10",1.875
"499","2020-02-11",1.93
"500","2020-02-12",1.95
"501","2020-02-13",1.9
"502","2020-02-14",1.919
"503","2020-02-18",1.91
"504","2020-02-19",1.88
"505","2020-02-20",1.86
"506","2020-02-21",1.86
"507","2020-02-24",1.83
"508","2020-02-25",1.76
"509","2020-02-26",1.803
"510","2020-02-27",1.75
"511","2020-02-28",1.78
"512","2020-03-02",1.75
"513","2020-03-03",1.805
"514","2020-03-04",1.864
"515","2020-03-05",1.87
"516","2020-03-06",1.76
"517","2020-03-09",1.62
"518","2020-03-10",1.61
"519","2020-03-11",1.713
"520","2020-03-12",1.56
"521","2020-03-13",1.57
"522","2020-03-16",1.353
"523","2020-03-17",1.31
"524","2020-03-18",1.14
"525","2020-03-19",1.256
"526","2020-03-20",1.25
"527","2020-03-23",1.19
"528","2020-03-24",1.385
"529","2020-03-25",1.46
"530","2020-03-26",1.45
"531","2020-03-27",1.32
"532","2020-03-30",1.32
"533","2020-03-31",1.26
"534","2020-04-01",1.33
"535","2020-04-02",1.28
"536","2020-04-03",1.35
"537","2020-04-06",1.3
"538","2020-04-07",1.28
"539","2020-04-08",1.256
"540","2020-04-09",1.27
"541","2020-04-13",1.264
"542","2020-04-14",1.266
"543","2020-04-15",1.244
"544","2020-04-16",1.16
"545","2020-04-17",1.13
"546","2020-04-20",1.13
"547","2020-04-21",1.18
"548","2020-04-22",1.15
"549","2020-04-23",1.154
"550","2020-04-24",1.19
"551","2020-04-27",1.22
"552","2020-04-28",1.23
"553","2020-04-29",1.27
"554","2020-04-30",1.32
"555","2020-05-01",1.346
"556","2020-05-04",1.352
"557","2020-05-05",1.34
"558","2020-05-06",1.3
"559","2020-05-07",1.3
"560","2020-05-08",1.25
"561","2020-05-11",1.25
"562","2020-05-12",1.25
"563","2020-05-13",1.23
"564","2020-05-14",1.21
"565","2020-05-15",1.24
"566","2020-05-18",1.26
"567","2020-05-19",1.22
"568","2020-05-20",1.24
"569","2020-05-21",1.2
"570","2020-05-22",1.25
"571","2020-05-26",1.17
"572","2020-05-27",1.12
"573","2020-05-28",1.09
"574","2020-05-29",1.05
"575","2020-06-01",1.12
"576","2020-06-02",1.63
"577","2020-06-03",1.51
"578","2020-06-04",1.35
"579","2020-06-05",1.51
"580","2020-06-08",1.46
"581","2020-06-09",1.47
"582","2020-06-10",1.345
"583","2020-06-11",1.18
"584","2020-06-12",1.21
"585","2020-06-15",1.4
"586","2020-06-16",1.4
"587","2020-06-17",1.59
"588","2020-06-18",1.6
"589","2020-06-19",1.59
"590","2020-06-22",1.49
"591","2020-06-23",1.48
"592","2020-06-24",1.5
"593","2020-06-25",1.48
"594","2020-06-26",1.65
"595","2020-06-29",2.74
"596","2020-06-30",2.51
"597","2020-07-01",2.05
"598","2020-07-02",1.9
"599","2020-07-06",1.9
"600","2020-07-07",1.84
"601","2020-07-08",1.825
"602","2020-07-09",1.92
"603","2020-07-10",1.99
"604","2020-07-13",1.76
"605","2020-07-14",1.79
"606","2020-07-15",2.04
"607","2020-07-16",2.05
"608","2020-07-17",2
"609","2020-07-20",1.99
"610","2020-07-21",2.14
"611","2020-07-22",2.24
"612","2020-07-23",2.06
"613","2020-07-24",2.06
"614","2020-07-27",1.75
"615","2020-07-28",1.77
"616","2020-07-29",1.75
"617","2020-07-30",1.67
"618","2020-07-31",1.73
"619","2020-08-03",1.75
"620","2020-08-04",1.81
"621","2020-08-05",1.76
"622","2020-08-06",1.74
"623","2020-08-07",1.75
"624","2020-08-10",1.74
"625","2020-08-11",1.65
"626","2020-08-12",1.66
"627","2020-08-13",1.67
"628","2020-08-14",1.6
"629","2020-08-17",1.54
"630","2020-08-18",1.43
"631","2020-08-19",1.48
"632","2020-08-20",1.43
"633","2020-08-21",1.39
"634","2020-08-24",1.32
"635","2020-08-25",1.37
"636","2020-08-26",1.34
"637","2020-08-27",1.32
"638","2020-08-28",1.31
"639","2020-08-31",1.29
"640","2020-09-01",1.25
"641","2020-09-02",1.43
"642","2020-09-03",1.39
"643","2020-09-04",1.32
"644","2020-09-08",1.34
"645","2020-09-09",1.27
"646","2020-09-10",1.27
"647","2020-09-11",1.27
"648","2020-09-14",1.25
"649","2020-09-15",1.26
"650","2020-09-16",1.27
"651","2020-09-17",1.27
"652","2020-09-18",1.25
"653","2020-09-21",1.28
"654","2020-09-22",1.26
"655","2020-09-23",1.23
"656","2020-09-24",1.22
"657","2020-09-25",1.24
"658","2020-09-28",1.26
"659","2020-09-29",1.22
"660","2020-09-30",1.45
"661","2020-10-01",1.3
"662","2020-10-02",1.28
"663","2020-10-05",1.24
"664","2020-10-06",1.26
"665","2020-10-07",1.29
"666","2020-10-08",1.4
"667","2020-10-09",1.4
"668","2020-10-12",1.355
"669","2020-10-13",1.29
"670","2020-10-14",1.27
"671","2020-10-15",1.33
"672","2020-10-16",1.31
"673","2020-10-19",1.28
"674","2020-10-20",1.23
"675","2020-10-21",1.26
"676","2020-10-22",1.22
"677","2020-10-23",1.28
"678","2020-10-26",1.23
"679","2020-10-27",1.23
"680","2020-10-28",1.18
"681","2020-10-29",1.18
"682","2020-10-30",1.16
"683","2020-11-02",1.15
"684","2020-11-03",1.15
"685","2020-11-04",1.16
"686","2020-11-05",1.2
"687","2020-11-06",1.212
"688","2020-11-09",1.26
"689","2020-11-10",1.21
"690","2020-11-11",1.25
"691","2020-11-12",1.25
"692","2020-11-13",1.3
"693","2020-11-16",1.36
"694","2020-11-17",1.33
"695","2020-11-18",1.37
"696","2020-11-19",1.375
"697","2020-11-20",1.24
"698","2020-11-23",1.25
"699","2020-11-24",1.28
"700","2020-11-25",1.36
"701","2020-11-27",1.36
