"","date","SPAQ"
"342","2020-02-11",10.23
"343","2020-02-12",10.22
"344","2020-02-13",10.2
"345","2020-02-14",10.22
"346","2020-02-18",10.2
"347","2020-02-19",10.19
"348","2020-02-20",10.19
"349","2020-02-21",10.19
"350","2020-02-24",10.22
"351","2020-02-25",10.21
"352","2020-02-26",10.23
"353","2020-02-27",10.19
"354","2020-02-28",10.18
"355","2020-03-02",10.19
"356","2020-03-03",10.28
"357","2020-03-04",10.31
"358","2020-03-05",10.28
"359","2020-03-06",10.21
"360","2020-03-09",10.14
"361","2020-03-10",10.15
"362","2020-03-11",10.13
"363","2020-03-12",10.06
"364","2020-03-13",10.07
"365","2020-03-16",9.93
"366","2020-03-17",10.09
"367","2020-03-18",9.9
"368","2020-03-19",9.9
"369","2020-03-20",9.99
"370","2020-03-23",9.95
"371","2020-03-24",10.14
"372","2020-03-25",10.15
"373","2020-03-26",10.15
"374","2020-03-27",10.1
"375","2020-03-30",10.13
"376","2020-03-31",10.12
"377","2020-04-01",10.1
"378","2020-04-02",10.1
"379","2020-04-03",10.13
"380","2020-04-06",10.11
"381","2020-04-07",10.12
"382","2020-04-08",10.15
"383","2020-04-09",10.14
"384","2020-04-13",10.16
"385","2020-04-14",10.15
"386","2020-04-15",10.17
"387","2020-04-16",10.17
"388","2020-04-17",10.17
"389","2020-04-20",10.16
"390","2020-04-21",10.17
"391","2020-04-22",10.24
"392","2020-04-23",10.2
"393","2020-04-24",10.19
"394","2020-04-27",10.18
"395","2020-04-28",10.18
"396","2020-04-29",10.17
"397","2020-04-30",10.17
"398","2020-05-01",10.16
"399","2020-05-04",10.18
"400","2020-05-05",10.2
"401","2020-05-06",10.15
"402","2020-05-07",10.18
"403","2020-05-08",10.2
"404","2020-05-11",10.2
"405","2020-05-12",10.2
"406","2020-05-13",10.22
"407","2020-05-14",10.21
"408","2020-05-15",10.23
"409","2020-05-18",10.23
"410","2020-05-19",10.24
"411","2020-05-20",10.23
"412","2020-05-21",10.24
"413","2020-05-22",10.24
"414","2020-05-26",10.24
"415","2020-05-27",10.22
"416","2020-05-28",10.24
"417","2020-05-29",10.27
"418","2020-06-01",10.28
"419","2020-06-02",10.3
"420","2020-06-03",10.29
"421","2020-06-04",10.3
"422","2020-06-05",10.31
"423","2020-06-08",10.31
"424","2020-06-09",10.31
"425","2020-06-10",10.3
"426","2020-06-11",10.28
"427","2020-06-12",10.27
"428","2020-06-15",10.31
"429","2020-06-16",10.33
"430","2020-06-17",10.32
"431","2020-06-18",10.35
"432","2020-06-19",10.37
"433","2020-06-22",10.39
"434","2020-06-23",10.39
"435","2020-06-24",10.45
"436","2020-06-25",10.45
"437","2020-06-26",10.4
"438","2020-06-29",10.51
"439","2020-06-30",10.72
"440","2020-07-01",10.71
"441","2020-07-02",10.85
"442","2020-07-06",10.93
"443","2020-07-07",10.71
"444","2020-07-08",10.81
"445","2020-07-09",14.99
"446","2020-07-10",16.700001
"447","2020-07-13",15.06
"448","2020-07-14",14.37
"449","2020-07-15",14.8
"450","2020-07-16",13.7
"451","2020-07-17",15.45
"452","2020-07-20",14.62
"453","2020-07-21",14.5
"454","2020-07-22",13.86
"455","2020-07-23",13.14
"456","2020-07-24",13.36
"457","2020-07-27",13.45
"458","2020-07-28",13.18
"459","2020-07-29",13.98
"460","2020-07-30",13.7
"461","2020-07-31",12.32
"462","2020-08-03",12.4
"463","2020-08-04",12
"464","2020-08-05",11.89
"465","2020-08-06",12.37
"466","2020-08-07",12.36
"467","2020-08-10",12.52
"468","2020-08-11",12.27
"469","2020-08-12",12.23
"470","2020-08-13",12.15
"471","2020-08-14",12.2
"472","2020-08-17",12.65
"473","2020-08-18",12.53
"474","2020-08-19",12.34
"475","2020-08-20",12.16
"476","2020-08-21",12.25
"477","2020-08-24",13.36
"478","2020-08-25",13.92
"479","2020-08-26",13.38
"480","2020-08-27",13.12
"481","2020-08-28",12.96
"482","2020-08-31",13
"483","2020-09-01",13.57
"484","2020-09-02",14.45
"485","2020-09-03",13.58
"486","2020-09-04",13.85
"487","2020-09-08",14.2
"488","2020-09-09",14.46
"489","2020-09-10",14.91
"490","2020-09-11",15.18
"491","2020-09-14",17.389999
"492","2020-09-15",16.74
"493","2020-09-16",16.629999
"494","2020-09-17",16.27
"495","2020-09-18",16.9
"496","2020-09-21",16.43
"497","2020-09-22",15.73
"498","2020-09-23",14.06
"499","2020-09-24",13
"500","2020-09-25",13.75
"501","2020-09-28",14.3
"502","2020-09-29",14.43
"503","2020-09-30",14.42
"504","2020-10-01",15.05
"505","2020-10-02",14.35
"506","2020-10-05",14.25
"507","2020-10-06",13.9
"508","2020-10-07",13.7
"509","2020-10-08",13.94
"510","2020-10-09",14.6
"511","2020-10-12",14.13
"512","2020-10-13",14.16
"513","2020-10-14",14.32
"514","2020-10-15",13.98
"515","2020-10-16",13.42
"516","2020-10-19",12.85
"517","2020-10-20",11.85
"518","2020-10-21",12.27
"519","2020-10-22",11.21
"520","2020-10-23",10.32
"521","2020-10-26",10
"522","2020-10-27",10
"523","2020-10-28",9.15
"524","2020-10-29",8.96
"525","2020-10-30",NA
"526","2020-11-02",NA
"527","2020-11-03",NA
"528","2020-11-04",NA
"529","2020-11-05",NA
"530","2020-11-06",NA
"531","2020-11-09",NA
"532","2020-11-10",NA
"533","2020-11-11",NA
"534","2020-11-12",NA
"535","2020-11-13",NA
"536","2020-11-16",NA
"537","2020-11-17",NA
"538","2020-11-18",NA
"539","2020-11-19",NA
"540","2020-11-20",NA
"541","2020-11-23",NA
"542","2020-11-24",NA
"543","2020-11-25",NA
