"","date","BNTX"
"71","2020-01-22",38.880001
"72","2020-01-23",36.700001
"73","2020-01-24",34.990002
"74","2020-01-27",33.200001
"75","2020-01-28",34.220001
"76","2020-01-29",31.799999
"77","2020-01-30",29.9
"78","2020-01-31",29.209999
"79","2020-02-03",30.27
"80","2020-02-04",32.919998
"81","2020-02-05",29.25
"82","2020-02-06",32.93
"83","2020-02-07",30.879999
"84","2020-02-10",32.119999
"85","2020-02-11",30.709999
"86","2020-02-12",29.559999
"87","2020-02-13",30.639999
"88","2020-02-14",30.75
"89","2020-02-18",31.540001
"90","2020-02-19",32.25
"91","2020-02-20",32.380001
"92","2020-02-21",32.349998
"93","2020-02-24",30.6
"94","2020-02-25",33.439999
"95","2020-02-26",33.75
"96","2020-02-27",33.880001
"97","2020-02-28",35.099998
"98","2020-03-02",36.599998
"99","2020-03-03",38.48
"100","2020-03-04",39.189999
"101","2020-03-05",37.119999
"102","2020-03-06",38.09
"103","2020-03-09",33.48
"104","2020-03-10",33.959999
"105","2020-03-11",32.169998
"106","2020-03-12",28.549999
"107","2020-03-13",30.93
"108","2020-03-16",40
"109","2020-03-17",66.599998
"110","2020-03-18",92
"111","2020-03-19",59.299999
"112","2020-03-20",46.5
"113","2020-03-23",51.310001
"114","2020-03-24",53.639999
"115","2020-03-25",47.200001
"116","2020-03-26",55
"117","2020-03-27",55
"118","2020-03-30",62
"119","2020-03-31",58.400002
"120","2020-04-01",52.919998
"121","2020-04-02",56.91
"122","2020-04-03",52.75
"123","2020-04-06",52.73
"124","2020-04-07",45.599998
"125","2020-04-08",44.950001
"126","2020-04-09",45.41
"127","2020-04-13",41.709999
"128","2020-04-14",41.630001
"129","2020-04-15",38.580002
"130","2020-04-16",38.790001
"131","2020-04-17",40.810001
"132","2020-04-20",43.369999
"133","2020-04-21",42.259998
"134","2020-04-22",53.5
"135","2020-04-23",50
"136","2020-04-24",47.75
"137","2020-04-27",49.400002
"138","2020-04-28",45.830002
"139","2020-04-29",49.25
"140","2020-04-30",47.48
"141","2020-05-01",45.110001
"142","2020-05-04",45.779999
"143","2020-05-05",50
"144","2020-05-06",47.779999
"145","2020-05-07",49.32
"146","2020-05-08",49.240002
"147","2020-05-11",49.98
"148","2020-05-12",49.330002
"149","2020-05-13",48.490002
"150","2020-05-14",48.66
"151","2020-05-15",49.490002
"152","2020-05-18",60.169998
"153","2020-05-19",50.59
"154","2020-05-20",53.040001
"155","2020-05-21",51.900002
"156","2020-05-22",51.029999
"157","2020-05-26",50.880001
"158","2020-05-27",47.59
"159","2020-05-28",46.869999
"160","2020-05-29",49.529999
"161","2020-06-01",52.299999
"162","2020-06-02",52.380001
"163","2020-06-03",51.16
"164","2020-06-04",50
"165","2020-06-05",49.18
"166","2020-06-08",48.779999
"167","2020-06-09",47.790001
"168","2020-06-10",47.41
"169","2020-06-11",48.599998
"170","2020-06-12",48.580002
"171","2020-06-15",50.849998
"172","2020-06-16",49.900002
"173","2020-06-17",50.849998
"174","2020-06-18",50.939999
"175","2020-06-19",51.360001
"176","2020-06-22",57.450001
"177","2020-06-23",52.75
"178","2020-06-24",54.73
"179","2020-06-25",59.709999
"180","2020-06-26",62.130001
"181","2020-06-29",65.800003
"182","2020-06-30",66.739998
"183","2020-07-01",64.139999
"184","2020-07-02",63.27
"185","2020-07-06",65.510002
"186","2020-07-07",69.339996
"187","2020-07-08",67.559998
"188","2020-07-09",65.610001
"189","2020-07-10",70.360001
"190","2020-07-13",77.779999
"191","2020-07-14",83.879997
"192","2020-07-15",78
"193","2020-07-16",75.870003
"194","2020-07-17",85.25
"195","2020-07-20",88.199997
"196","2020-07-21",91.599998
"197","2020-07-22",104.169998
"198","2020-07-23",88.510002
"199","2020-07-24",84.169998
"200","2020-07-27",86.529999
"201","2020-07-28",85.379997
"202","2020-07-29",82.5
"203","2020-07-30",84.160004
"204","2020-07-31",82.110001
"205","2020-08-03",85.470001
"206","2020-08-04",83.169998
"207","2020-08-05",81.300003
"208","2020-08-06",77.080002
"209","2020-08-07",77
"210","2020-08-10",73.949997
"211","2020-08-11",68.449997
"212","2020-08-12",69.110001
"213","2020-08-13",71
"214","2020-08-14",68.639999
"215","2020-08-17",70.260002
"216","2020-08-18",67.879997
"217","2020-08-19",65.599998
"218","2020-08-20",66.269997
"219","2020-08-21",73.019997
"220","2020-08-24",70.849998
"221","2020-08-25",70.489998
"222","2020-08-26",67.900002
"223","2020-08-27",65.589996
"224","2020-08-28",64
"225","2020-08-31",61.25
"226","2020-09-01",57.810001
"227","2020-09-02",61.990002
"228","2020-09-03",59.279999
"229","2020-09-04",58.57
"230","2020-09-08",59.830002
"231","2020-09-09",62.32
"232","2020-09-10",61.200001
"233","2020-09-11",65.129997
"234","2020-09-14",67.480003
"235","2020-09-15",66.919998
"236","2020-09-16",66.040001
"237","2020-09-17",66.779999
"238","2020-09-18",67
"239","2020-09-21",66.120003
"240","2020-09-22",67.050003
"241","2020-09-23",63.830002
"242","2020-09-24",62.830002
"243","2020-09-25",66.690002
"244","2020-09-28",66.5
"245","2020-09-29",66.860001
"246","2020-09-30",69.230003
"247","2020-10-01",72.709999
"248","2020-10-02",73.699997
"249","2020-10-05",80.699997
"250","2020-10-06",85.589996
"251","2020-10-07",86.230003
"252","2020-10-08",87.949997
"253","2020-10-09",89.040001
"254","2020-10-12",88.739998
"255","2020-10-13",93
"256","2020-10-14",86.860001
"257","2020-10-15",90.379997
"258","2020-10-16",94.089996
"259","2020-10-19",93.919998
"260","2020-10-20",94.349998
"261","2020-10-21",87.720001
"262","2020-10-22",86.360001
"263","2020-10-23",88.690002
"264","2020-10-26",82.93
"265","2020-10-27",83.949997
"266","2020-10-28",77.540001
"267","2020-10-29",84.809998
"268","2020-10-30",85.360001
"269","2020-11-02",87.099998
"270","2020-11-03",87.220001
"271","2020-11-04",90.690002
"272","2020-11-05",92
"273","2020-11-06",92
"274","2020-11-09",104.800003
"275","2020-11-10",112.760002
"276","2020-11-11",109.449997
"277","2020-11-12",101.629997
"278","2020-11-13",106
"279","2020-11-16",91.519997
"280","2020-11-17",86.93
"281","2020-11-18",90.440002
"282","2020-11-19",94.93
"283","2020-11-20",104.07
"284","2020-11-23",106.5
"285","2020-11-24",101.870003
"286","2020-11-25",104.959999
"287","2020-11-27",109.989998
