"","date","SURF"
"271","2019-05-16",4.08
"272","2019-05-17",4
"273","2019-05-20",3.96
"274","2019-05-21",4.05
"275","2019-05-22",4.04
"276","2019-05-23",3.95
"277","2019-05-24",3.85
"278","2019-05-28",3.85
"279","2019-05-29",3.61
"280","2019-05-30",3.7
"281","2019-05-31",3.65
"282","2019-06-03",3.72
"283","2019-06-04",3.96
"284","2019-06-05",3.69
"285","2019-06-06",3.6
"286","2019-06-07",3.52
"287","2019-06-10",3.95
"288","2019-06-11",3.55
"289","2019-06-12",3.56
"290","2019-06-13",3.45
"291","2019-06-14",3.32
"292","2019-06-17",3.23
"293","2019-06-18",3.29
"294","2019-06-19",3.16
"295","2019-06-20",3.21
"296","2019-06-21",3.17
"297","2019-06-24",3.02
"298","2019-06-25",2.9
"299","2019-06-26",2.75
"300","2019-06-27",2.83
"301","2019-06-28",2.82
"302","2019-07-01",2.79
"303","2019-07-02",2.53
"304","2019-07-03",2.66
"305","2019-07-05",2.68
"306","2019-07-08",2.63
"307","2019-07-09",2.58
"308","2019-07-10",2.54
"309","2019-07-11",2.53
"310","2019-07-12",2.64
"311","2019-07-15",2.7
"312","2019-07-16",2.67
"313","2019-07-17",2.74
"314","2019-07-18",2.84
"315","2019-07-19",2.74
"316","2019-07-22",2.6
"317","2019-07-23",2.45
"318","2019-07-24",2.34
"319","2019-07-25",2.24
"320","2019-07-26",2.14
"321","2019-07-29",2.16
"322","2019-07-30",2.19
"323","2019-07-31",2.21
"324","2019-08-01",2.44
"325","2019-08-02",2.22
"326","2019-08-05",2.06
"327","2019-08-06",2.1
"328","2019-08-07",2.09
"329","2019-08-08",2.12
"330","2019-08-09",2.22
"331","2019-08-12",2.25
"332","2019-08-13",2.08
"333","2019-08-14",2.02
"334","2019-08-15",2.05
"335","2019-08-16",1.98
"336","2019-08-19",2.05
"337","2019-08-20",2.04
"338","2019-08-21",2.11
"339","2019-08-22",2.04
"340","2019-08-23",1.96
"341","2019-08-26",1.99
"342","2019-08-27",1.98
"343","2019-08-28",2.09
"344","2019-08-29",2.11
"345","2019-08-30",2.06
"346","2019-09-03",2
"347","2019-09-04",1.92
"348","2019-09-05",1.96
"349","2019-09-06",1.95
"350","2019-09-09",1.85
"351","2019-09-10",2.15
"352","2019-09-11",2.17
"353","2019-09-12",2.07
"354","2019-09-13",2.07
"355","2019-09-16",2.24
"356","2019-09-17",2.05
"357","2019-09-18",1.9
"358","2019-09-19",2.02
"359","2019-09-20",1.93
"360","2019-09-23",1.88
"361","2019-09-24",1.86
"362","2019-09-25",1.76
"363","2019-09-26",1.5
"364","2019-09-27",1.4
"365","2019-09-30",1.42
"366","2019-10-01",1.17
"367","2019-10-02",1.33
"368","2019-10-03",1.3
"369","2019-10-04",1.27
"370","2019-10-07",1.24
"371","2019-10-08",1.23
"372","2019-10-09",1.22
"373","2019-10-10",1.2
"374","2019-10-11",1.23
"375","2019-10-14",1.25
"376","2019-10-15",1.32
"377","2019-10-16",1.34
"378","2019-10-17",1.4
"379","2019-10-18",1.34
"380","2019-10-21",1.37
"381","2019-10-22",1.37
"382","2019-10-23",1.44
"383","2019-10-24",1.39
"384","2019-10-25",1.38
"385","2019-10-28",1.42
"386","2019-10-29",1.45
"387","2019-10-30",1.55
"388","2019-10-31",1.61
"389","2019-11-01",1.66
"390","2019-11-04",1.71
"391","2019-11-05",1.72
"392","2019-11-06",1.7
"393","2019-11-07",1.7
"394","2019-11-08",1.73
"395","2019-11-11",1.62
"396","2019-11-12",1.69
"397","2019-11-13",1.81
"398","2019-11-14",1.85
"399","2019-11-15",1.83
"400","2019-11-18",1.616
"401","2019-11-19",1.44
"402","2019-11-20",1.99
"403","2019-11-21",2.11
"404","2019-11-22",2.33
"405","2019-11-25",1.84
"406","2019-11-26",2.04
"407","2019-11-27",2.01
"408","2019-11-29",2.1
"409","2019-12-02",1.93
"410","2019-12-03",2
"411","2019-12-04",2.01
"412","2019-12-05",2
"413","2019-12-06",2.24
"414","2019-12-09",2.09
"415","2019-12-10",2.07
"416","2019-12-11",1.84
"417","2019-12-12",1.81
"418","2019-12-13",1.75
"419","2019-12-16",1.7
"420","2019-12-17",1.69
"421","2019-12-18",1.55
"422","2019-12-19",1.53
"423","2019-12-20",1.56
"424","2019-12-23",1.57
"425","2019-12-24",1.89
"426","2019-12-26",2.11
"427","2019-12-27",2.12
"428","2019-12-30",1.95
"429","2019-12-31",1.88
"430","2020-01-02",1.87
"431","2020-01-03",1.94
"432","2020-01-06",1.9
"433","2020-01-07",2.31
"434","2020-01-08",2.21
"435","2020-01-09",2.26
"436","2020-01-10",2.37
"437","2020-01-13",2.15
"438","2020-01-14",2.03
"439","2020-01-15",2.44
"440","2020-01-16",3.11
"441","2020-01-17",3.37
"442","2020-01-21",3.25
"443","2020-01-22",3.47
"444","2020-01-23",3.28
"445","2020-01-24",3.08
"446","2020-01-27",2.9
"447","2020-01-28",2.65
"448","2020-01-29",2.66
"449","2020-01-30",2.61
"450","2020-01-31",2.75
"451","2020-02-03",3.18
"452","2020-02-04",3.13
"453","2020-02-05",3.24
"454","2020-02-06",2.95
"455","2020-02-07",3.05
"456","2020-02-10",2.95
"457","2020-02-11",3.1
"458","2020-02-12",3
"459","2020-02-13",3.36
"460","2020-02-14",3.29
"461","2020-02-18",3.1
"462","2020-02-19",3.4
"463","2020-02-20",3.64
"464","2020-02-21",3.85
"465","2020-02-24",3.95
"466","2020-02-25",3.38
"467","2020-02-26",2.79
"468","2020-02-27",2.66
"469","2020-02-28",3.16
"470","2020-03-02",3.25
"471","2020-03-03",3.18
"472","2020-03-04",3.22
"473","2020-03-05",3.11
"474","2020-03-06",2.85
"475","2020-03-09",2.38
"476","2020-03-10",2.62
"477","2020-03-11",2.37
"478","2020-03-12",2.22
"479","2020-03-13",2.27
"480","2020-03-16",1.66
"481","2020-03-17",1.67
"482","2020-03-18",1.44
"483","2020-03-19",1.5
"484","2020-03-20",1.67
"485","2020-03-23",1.57
"486","2020-03-24",1.65
"487","2020-03-25",1.65
"488","2020-03-26",1.81
"489","2020-03-27",1.81
"490","2020-03-30",1.88
"491","2020-03-31",1.87
"492","2020-04-01",1.76
"493","2020-04-02",1.57
"494","2020-04-03",1.67
"495","2020-04-06",1.74
"496","2020-04-07",1.79
"497","2020-04-08",1.9
"498","2020-04-09",2.08
"499","2020-04-13",2.17
"500","2020-04-14",2.68
"501","2020-04-15",2.61
"502","2020-04-16",2.66
"503","2020-04-17",2.73
"504","2020-04-20",2.64
"505","2020-04-21",2.72
"506","2020-04-22",2.82
"507","2020-04-23",2.89
"508","2020-04-24",2.93
"509","2020-04-27",2.95
"510","2020-04-28",2.94
"511","2020-04-29",2.74
"512","2020-04-30",2.5
"513","2020-05-01",2.53
"514","2020-05-04",2.51
"515","2020-05-05",2.66
"516","2020-05-06",2.782
"517","2020-05-07",2.45
"518","2020-05-08",2.73
"519","2020-05-11",2.81
"520","2020-05-12",2.63
"521","2020-05-13",2.57
"522","2020-05-14",2.61
"523","2020-05-15",2.69
"524","2020-05-18",2.67
"525","2020-05-19",2.66
"526","2020-05-20",3.88
"527","2020-05-21",5.95
"528","2020-05-22",5.22
"529","2020-05-26",4.81
"530","2020-05-27",4.69
"531","2020-05-28",4.89
"532","2020-05-29",5.11
"533","2020-06-01",5.04
"534","2020-06-02",4.95
"535","2020-06-03",4.68
"536","2020-06-04",4.62
"537","2020-06-05",4.7
"538","2020-06-08",4.73
"539","2020-06-09",4.615
"540","2020-06-10",4.35
"541","2020-06-11",3.88
"542","2020-06-12",4.2
"543","2020-06-15",4.28
"544","2020-06-16",4.4
"545","2020-06-17",4.34
"546","2020-06-18",4.38
"547","2020-06-19",4.7
"548","2020-06-22",4.62
"549","2020-06-23",5.09
"550","2020-06-24",6.01
"551","2020-06-25",6.47
"552","2020-06-26",5.86
"553","2020-06-29",5.59
"554","2020-06-30",6.56
"555","2020-07-01",6.53
"556","2020-07-02",6.3
"557","2020-07-06",6.11
"558","2020-07-07",6.5
"559","2020-07-08",6.21
"560","2020-07-09",5.63
"561","2020-07-10",5.77
"562","2020-07-13",5.06
"563","2020-07-14",5.18
"564","2020-07-15",5.4
"565","2020-07-16",5.36
"566","2020-07-17",5.47
"567","2020-07-20",5.9
"568","2020-07-21",5.47
"569","2020-07-22",5.62
"570","2020-07-23",5.69
"571","2020-07-24",5.35
"572","2020-07-27",5.46
"573","2020-07-28",5.14
"574","2020-07-29",5.07
"575","2020-07-30",5.35
"576","2020-07-31",5.21
"577","2020-08-03",5.21
"578","2020-08-04",5.63
"579","2020-08-05",5.98
"580","2020-08-06",5.91
"581","2020-08-07",6
"582","2020-08-10",5.94
"583","2020-08-11",5.93
"584","2020-08-12",5.95
"585","2020-08-13",5.87
"586","2020-08-14",5.84
"587","2020-08-17",6.14
"588","2020-08-18",6.14
"589","2020-08-19",6.94
"590","2020-08-20",6.44
"591","2020-08-21",6.28
"592","2020-08-24",5.755
"593","2020-08-25",5.6
"594","2020-08-26",5.46
"595","2020-08-27",5.31
"596","2020-08-28",6.19
"597","2020-08-31",6.5
"598","2020-09-01",7.14
"599","2020-09-02",6.98
"600","2020-09-03",6.4
"601","2020-09-04",6.06
"602","2020-09-08",6.42
"603","2020-09-09",6.64
"604","2020-09-10",6.7
"605","2020-09-11",6.6
"606","2020-09-14",7.12
"607","2020-09-15",6.93
"608","2020-09-16",6.7
"609","2020-09-17",6.98
"610","2020-09-18",7.23
"611","2020-09-21",6.8
"612","2020-09-22",6.45
"613","2020-09-23",6.04
"614","2020-09-24",6.02
"615","2020-09-25",6.31
"616","2020-09-28",6.49
"617","2020-09-29",6.5
"618","2020-09-30",6.9
"619","2020-10-01",7
"620","2020-10-02",6.87
"621","2020-10-05",7.22
"622","2020-10-06",6.89
"623","2020-10-07",7.69
"624","2020-10-08",7.55
"625","2020-10-09",7.11
"626","2020-10-12",9.39
"627","2020-10-13",9.32
"628","2020-10-14",9.41
"629","2020-10-15",9.465
"630","2020-10-16",9.42
"631","2020-10-19",8.41
"632","2020-10-20",9.33
"633","2020-10-21",8.89
"634","2020-10-22",8.83
"635","2020-10-23",9.57
"636","2020-10-26",8.75
"637","2020-10-27",9.09
"638","2020-10-28",8.63
"639","2020-10-29",8.53
"640","2020-10-30",8.38
"641","2020-11-02",8.06
"642","2020-11-03",8.51
"643","2020-11-04",8.95
"644","2020-11-05",9.49
"645","2020-11-06",8.79
"646","2020-11-09",8.72
"647","2020-11-10",9.07
"648","2020-11-11",9.09
"649","2020-11-12",9.28
"650","2020-11-13",8.61
"651","2020-11-16",7.99
"652","2020-11-17",8.11
"653","2020-11-18",7.75
"654","2020-11-19",7.72
"655","2020-11-20",7.94
"656","2020-11-23",7.86
"657","2020-11-24",7.75
"658","2020-11-25",7.75
"659","2020-11-27",7.86
