"","date","ACAMU"
"125","2019-08-20",10.01
"126","2019-08-21",10
"127","2019-08-22",10
"128","2019-08-23",10
"129","2019-08-26",10
"130","2019-08-27",10
"131","2019-08-28",10
"132","2019-08-29",10
"133","2019-08-30",10.05
"134","2019-09-03",10.05
"135","2019-09-04",10.05
"136","2019-09-05",10.05
"137","2019-09-06",10.05
"138","2019-09-09",10.1
"139","2019-09-10",10.15
"140","2019-09-11",10.06
"141","2019-09-12",10.06
"142","2019-09-13",10.06
"143","2019-09-16",10.06
"144","2019-09-17",10.06
"145","2019-09-18",10.07
"146","2019-09-19",10.1
"147","2019-09-20",10.09
"148","2019-09-23",10.09
"149","2019-09-24",10.09
"150","2019-09-25",10.09
"151","2019-09-26",10.07
"152","2019-09-27",10.07
"153","2019-09-30",10.14
"154","2019-10-01",10.11
"155","2019-10-02",10.15
"156","2019-10-03",10.15
"157","2019-10-04",10.15
"158","2019-10-07",10.15
"159","2019-10-08",10.15
"160","2019-10-09",10.15
"161","2019-10-10",10.15
"162","2019-10-11",10.13
"163","2019-10-14",10.13
"164","2019-10-15",10.13
"165","2019-10-16",10.13
"166","2019-10-17",10.13
"167","2019-10-18",10.13
"168","2019-10-21",10.13
"169","2019-10-22",10.13
"170","2019-10-23",10.13
"171","2019-10-24",10.12
"172","2019-10-25",10.12
"173","2019-10-28",10.12
"174","2019-10-29",10.12
"175","2019-10-30",10.12
"176","2019-10-31",10.17
"177","2019-11-01",10.17
"178","2019-11-04",10.17
"179","2019-11-05",10.17
"180","2019-11-06",10.17
"181","2019-11-07",10.17
"182","2019-11-08",10.17
"183","2019-11-11",10.18
"184","2019-11-12",10.18
"185","2019-11-13",10.18
"186","2019-11-14",10.18
"187","2019-11-15",10.1515
"188","2019-11-18",10.18
"189","2019-11-19",10.18
"190","2019-11-20",10.18
"191","2019-11-21",10.18
"192","2019-11-22",10.18
"193","2019-11-25",10.1496
"194","2019-11-26",10.08
"195","2019-11-27",10.08
"196","2019-11-29",10.119
"197","2019-12-02",10.15
"198","2019-12-03",10.15
"199","2019-12-04",10.15
"200","2019-12-05",10.15
"201","2019-12-06",10.13
"202","2019-12-09",10.13
"203","2019-12-10",10.15
"204","2019-12-11",10.15
"205","2019-12-12",10.15
"206","2019-12-13",10.16
"207","2019-12-16",10.16
"208","2019-12-17",10.2
"209","2019-12-18",10.19
"210","2019-12-19",10.22
"211","2019-12-20",10.22
"212","2019-12-23",10.1789
"213","2019-12-24",10.1789
"214","2019-12-26",10.1789
"215","2019-12-27",10.1789
"216","2019-12-30",10.1789
"217","2019-12-31",10.1789
"218","2020-01-02",10.1789
"219","2020-01-03",10.1789
"220","2020-01-06",10.1789
"221","2020-01-07",10.24
"222","2020-01-08",10.21
"223","2020-01-09",10.25
"224","2020-01-10",10.25
"225","2020-01-13",10.25
"226","2020-01-14",10.25
"227","2020-01-15",10.25
"228","2020-01-16",10.25
"229","2020-01-17",10.32
"230","2020-01-21",10.4
"231","2020-01-22",10.4
"232","2020-01-23",10.4
"233","2020-01-24",10.44
"234","2020-01-27",10.44
"235","2020-01-28",10.44
"236","2020-01-29",10.44
"237","2020-01-30",10.44
"238","2020-01-31",10.44
"239","2020-02-03",10.45
"240","2020-02-04",10.27
"241","2020-02-05",10.27
"242","2020-02-06",10.33
"243","2020-02-07",10.33
"244","2020-02-10",10.345
"245","2020-02-11",10.345
"246","2020-02-12",10.4
"247","2020-02-13",10.4
"248","2020-02-14",10.4
"249","2020-02-18",10.75
"250","2020-02-19",10.32
"251","2020-02-20",10.32
"252","2020-02-21",10.32
"253","2020-02-24",10.32
"254","2020-02-25",10.32
"255","2020-02-26",10.32
"256","2020-02-27",10.32
"257","2020-02-28",10.34
"258","2020-03-02",10.34
"259","2020-03-03",10.34
"260","2020-03-04",10.34
"261","2020-03-05",10.34
"262","2020-03-06",10.34
"263","2020-03-09",10.34
"264","2020-03-10",10.34
"265","2020-03-11",10.34
"266","2020-03-12",10.25
"267","2020-03-13",10.25
"268","2020-03-16",10.25
"269","2020-03-17",10.01
"270","2020-03-18",9.8
"271","2020-03-19",9.8
"272","2020-03-20",9.7
"273","2020-03-23",9.8
"274","2020-03-24",9.66
"275","2020-03-25",9.66
"276","2020-03-26",9.66
"277","2020-03-27",9.9
"278","2020-03-30",9.9
"279","2020-03-31",9.9
"280","2020-04-01",9.9
"281","2020-04-02",9.9
"282","2020-04-03",9.9
"283","2020-04-06",10.03
"284","2020-04-07",10.03
"285","2020-04-08",10.03
"286","2020-04-09",9.9
"287","2020-04-13",9.9
"288","2020-04-14",11.02
"289","2020-04-15",11.02
"290","2020-04-16",11.02
"291","2020-04-17",10.25
"292","2020-04-20",10.25
"293","2020-04-21",10.25
"294","2020-04-22",10.25
"295","2020-04-23",10.25
"296","2020-04-24",10.25
"297","2020-04-27",10.25
"298","2020-04-28",10.25
"299","2020-04-29",10.25
"300","2020-04-30",10.25
"301","2020-05-01",10.25
"302","2020-05-04",10.25
"303","2020-05-05",10.16
"304","2020-05-06",10.16
"305","2020-05-07",10.16
"306","2020-05-08",10.25
"307","2020-05-11",10.25
"308","2020-05-12",10.25
"309","2020-05-13",10.25
"310","2020-05-14",10.25
"311","2020-05-15",10.05
"312","2020-05-18",10.05
"313","2020-05-19",10.2
"314","2020-05-20",10.2
"315","2020-05-21",10.2
"316","2020-05-22",10.2
"317","2020-05-26",10.2
"318","2020-05-27",10.2
"319","2020-05-28",10.2
"320","2020-05-29",10.2
"321","2020-06-01",10.2
"322","2020-06-02",10.2
"323","2020-06-03",10.25
"324","2020-06-04",10.25
"325","2020-06-05",10.33
"326","2020-06-08",10.33
"327","2020-06-09",10.33
"328","2020-06-10",10.33
"329","2020-06-11",10.33
"330","2020-06-12",10.33
"331","2020-06-15",10.33
"332","2020-06-16",10.33
"333","2020-06-17",10.33
"334","2020-06-18",10.5
"335","2020-06-19",10.5
"336","2020-06-22",10.5
"337","2020-06-23",10.5
"338","2020-06-24",10.39
"339","2020-06-25",10.39
"340","2020-06-26",10.39
"341","2020-06-29",10.39
"342","2020-06-30",10.39
"343","2020-07-01",10.39
"344","2020-07-02",10.39
"345","2020-07-06",10.39
"346","2020-07-07",11.65
"347","2020-07-08",11.65
"348","2020-07-09",11.65
"349","2020-07-10",11.65
"350","2020-07-13",10.7
"351","2020-07-14",10.7
"352","2020-07-15",10.7
"353","2020-07-16",10.6
"354","2020-07-17",10.6
"355","2020-07-20",10.6
"356","2020-07-21",10.494
"357","2020-07-22",10.65
"358","2020-07-23",10.65
"359","2020-07-24",10.67
"360","2020-07-27",11.05
"361","2020-07-28",11
"362","2020-07-29",11
"363","2020-07-30",11
"364","2020-07-31",11
"365","2020-08-03",11
"366","2020-08-04",11
"367","2020-08-05",11
"368","2020-08-06",11
"369","2020-08-07",11
"370","2020-08-10",11
"371","2020-08-11",10.3
"372","2020-08-12",10.3
"373","2020-08-13",10.3
"374","2020-08-14",10.3
"375","2020-08-17",10.3
"376","2020-08-18",10.3
"377","2020-08-19",10.3
"378","2020-08-20",10.3
"379","2020-08-21",10.3
"380","2020-08-24",10.3
"381","2020-08-25",10.3
"382","2020-08-26",10.3
"383","2020-08-27",10.3
"384","2020-08-28",10.3
"385","2020-08-31",10.3
"386","2020-09-01",10.3
"387","2020-09-02",10.38
"388","2020-09-03",10.38
"389","2020-09-04",10.75
"390","2020-09-08",10.75
"391","2020-09-09",10.75
"392","2020-09-10",10.75
"393","2020-09-11",10.75
"394","2020-09-14",10.75
"395","2020-09-15",10.56
"396","2020-09-16",10.6
"397","2020-09-17",10.68
"398","2020-09-18",NA
"399","2020-09-21",10.55
"400","2020-09-22",10.52
"401","2020-09-23",10.52
"402","2020-09-24",10.52
"403","2020-09-25",10.52
"404","2020-09-28",10.52
"405","2020-09-29",10.52
"406","2020-09-30",10.49
"407","2020-10-01",10.49
"408","2020-10-02",10.51
"409","2020-10-05",10.51
"410","2020-10-06",10.52
"411","2020-10-07",10.52
"412","2020-10-08",10.52
"413","2020-10-09",10.51
"414","2020-10-12",10.51
"415","2020-10-13",10.51
"416","2020-10-14",10.51
"417","2020-10-15",10.3577
"418","2020-10-16",10.3577
"419","2020-10-19",10.3577
"420","2020-10-20",10.3577
"421","2020-10-21",10.63
"422","2020-10-22",10.61
"423","2020-10-23",10.55
"424","2020-10-26",10.48
"425","2020-10-27",10.48
"426","2020-10-28",10.95
"427","2020-10-29",10.5
"428","2020-10-30",10.5
"429","2020-11-02",10.5
"430","2020-11-03",10.6
"431","2020-11-04",10.41
"432","2020-11-05",10.4
"433","2020-11-06",10.4433
"434","2020-11-09",10.35
"435","2020-11-10",10.38
"436","2020-11-11",10.6
"437","2020-11-12",10.4
"438","2020-11-13",10.425
"439","2020-11-16",10.4101
"440","2020-11-17",10.44
"441","2020-11-18",10.51
"442","2020-11-19",10.5999
"443","2020-11-20",10.42
"444","2020-11-23",10.7389
"445","2020-11-24",10.7
"446","2020-11-25",10.7
"447","2020-11-27",10.9
