"","date","HOTH"
"233","2020-01-17",5.014
"234","2020-01-21",5.15
"235","2020-01-22",5.06
"236","2020-01-23",4.91
"237","2020-01-24",4.86
"238","2020-01-27",4.71
"239","2020-01-28",4.955
"240","2020-01-29",4.872
"241","2020-01-30",4.699
"242","2020-01-31",4.7
"243","2020-02-03",4.12
"244","2020-02-04",4.65
"245","2020-02-05",4.71
"246","2020-02-06",4.78
"247","2020-02-07",4.873
"248","2020-02-10",4.88
"249","2020-02-11",4.96
"250","2020-02-12",4.949
"251","2020-02-13",4.82
"252","2020-02-14",4.8
"253","2020-02-18",4.7
"254","2020-02-19",4.522
"255","2020-02-20",4.41
"256","2020-02-21",4.52
"257","2020-02-24",4.35
"258","2020-02-25",4.312
"259","2020-02-26",4.35
"260","2020-02-27",4.07
"261","2020-02-28",4.193
"262","2020-03-02",4.43
"263","2020-03-03",4.1
"264","2020-03-04",4.265
"265","2020-03-05",3.9
"266","2020-03-06",4
"267","2020-03-09",4.15
"268","2020-03-10",4.007
"269","2020-03-11",3.84
"270","2020-03-12",3.79
"271","2020-03-13",3.72
"272","2020-03-16",3.5
"273","2020-03-17",2.8
"274","2020-03-18",2.8
"275","2020-03-19",2.62
"276","2020-03-20",2.7
"277","2020-03-23",3.74
"278","2020-03-24",3.15
"279","2020-03-25",3.12
"280","2020-03-26",2.96
"281","2020-03-27",3.13
"282","2020-03-30",3.04
"283","2020-03-31",3.06
"284","2020-04-01",3.01
"285","2020-04-02",2.93
"286","2020-04-03",3.03
"287","2020-04-06",3.25
"288","2020-04-07",3.11
"289","2020-04-08",3.17
"290","2020-04-09",3.13
"291","2020-04-13",3.08
"292","2020-04-14",3.12
"293","2020-04-15",3
"294","2020-04-16",3
"295","2020-04-17",3.12
"296","2020-04-20",3.12
"297","2020-04-21",3.12
"298","2020-04-22",4.08
"299","2020-04-23",3.42
"300","2020-04-24",3.41
"301","2020-04-27",3.71
"302","2020-04-28",3.7
"303","2020-04-29",3.81
"304","2020-04-30",3.55
"305","2020-05-01",3.56
"306","2020-05-04",3.36
"307","2020-05-05",3.51
"308","2020-05-06",3.595
"309","2020-05-07",3.54
"310","2020-05-08",3.68
"311","2020-05-11",3.92
"312","2020-05-12",3.95
"313","2020-05-13",3.9
"314","2020-05-14",3.8
"315","2020-05-15",3.92
"316","2020-05-18",3.86
"317","2020-05-19",3.35
"318","2020-05-20",3.4
"319","2020-05-21",3.17
"320","2020-05-22",2.8
"321","2020-05-26",2.87
"322","2020-05-27",2.94
"323","2020-05-28",2.84
"324","2020-05-29",2.89
"325","2020-06-01",2.86
"326","2020-06-02",2.9
"327","2020-06-03",2.87
"328","2020-06-04",2.8
"329","2020-06-05",2.8
"330","2020-06-08",2.9
"331","2020-06-09",2.82
"332","2020-06-10",2.84
"333","2020-06-11",2.63
"334","2020-06-12",2.63
"335","2020-06-15",2.71
"336","2020-06-16",2.71
"337","2020-06-17",2.65
"338","2020-06-18",2.64
"339","2020-06-19",2.62
"340","2020-06-22",2.61
"341","2020-06-23",2.6
"342","2020-06-24",2.54
"343","2020-06-25",2.58
"344","2020-06-26",2.56
"345","2020-06-29",2.53
"346","2020-06-30",2.58
"347","2020-07-01",2.58
"348","2020-07-02",2.5
"349","2020-07-06",2.44
"350","2020-07-07",2.54
"351","2020-07-08",2.65
"352","2020-07-09",2.52
"353","2020-07-10",2.58
"354","2020-07-13",2.51
"355","2020-07-14",2.62
"356","2020-07-15",2.74
"357","2020-07-16",2.77
"358","2020-07-17",2.99
"359","2020-07-20",3.15
"360","2020-07-21",3.05
"361","2020-07-22",2.97
"362","2020-07-23",2.85
"363","2020-07-24",2.92
"364","2020-07-27",2.77
"365","2020-07-28",2.8
"366","2020-07-29",2.69
"367","2020-07-30",2.72
"368","2020-07-31",2.73
"369","2020-08-03",2.79
"370","2020-08-04",2.77
"371","2020-08-05",2.81
"372","2020-08-06",2.79
"373","2020-08-07",2.76
"374","2020-08-10",3.13
"375","2020-08-11",2.94
"376","2020-08-12",2.66
"377","2020-08-13",2.66
"378","2020-08-14",2.69
"379","2020-08-17",2.65
"380","2020-08-18",2.78
"381","2020-08-19",2.62
"382","2020-08-20",2.48
"383","2020-08-21",2.47
"384","2020-08-24",2.48
"385","2020-08-25",2.54
"386","2020-08-26",2.59
"387","2020-08-27",2.51
"388","2020-08-28",2.62
"389","2020-08-31",2.65
"390","2020-09-01",2.57
"391","2020-09-02",2.47
"392","2020-09-03",2.41
"393","2020-09-04",2.31
"394","2020-09-08",2.28
"395","2020-09-09",2.25
"396","2020-09-10",2.19
"397","2020-09-11",2.29
"398","2020-09-14",2.33
"399","2020-09-15",2.25
"400","2020-09-16",2.34
"401","2020-09-17",2.41
"402","2020-09-18",2.35
"403","2020-09-21",2.28
"404","2020-09-22",2.21
"405","2020-09-23",2.06
"406","2020-09-24",1.97
"407","2020-09-25",1.95
"408","2020-09-28",1.86
"409","2020-09-29",1.99
"410","2020-09-30",1.97
"411","2020-10-01",1.95
"412","2020-10-02",1.9
"413","2020-10-05",1.87
"414","2020-10-06",1.91
"415","2020-10-07",1.92
"416","2020-10-08",1.92
"417","2020-10-09",1.86
"418","2020-10-12",1.86
"419","2020-10-13",1.86
"420","2020-10-14",1.86
"421","2020-10-15",1.8
"422","2020-10-16",1.79
"423","2020-10-19",1.8
"424","2020-10-20",1.82
"425","2020-10-21",1.83
"426","2020-10-22",1.79
"427","2020-10-23",1.88
"428","2020-10-26",1.8
"429","2020-10-27",1.77
"430","2020-10-28",1.73
"431","2020-10-29",1.75
"432","2020-10-30",1.67
"433","2020-11-02",1.65
"434","2020-11-03",1.74
"435","2020-11-04",1.72
"436","2020-11-05",1.83
"437","2020-11-06",1.84
"438","2020-11-09",1.78
"439","2020-11-10",1.74
"440","2020-11-11",1.699
"441","2020-11-12",1.74
"442","2020-11-13",1.74
"443","2020-11-16",1.71
"444","2020-11-17",1.76
"445","2020-11-18",1.77
"446","2020-11-19",1.75
"447","2020-11-20",1.73
"448","2020-11-23",1.7
"449","2020-11-24",1.71
"450","2020-11-25",1.67
"451","2020-11-27",1.69
