"","date","FBIO"
"77","2012-03-09",7.49
"78","2012-03-12",7.47
"79","2012-03-13",7.5
"80","2012-03-14",7.75
"81","2012-03-15",8.21
"82","2012-03-16",8.96
"83","2012-03-19",9
"84","2012-03-20",8.62
"85","2012-03-21",9.52
"86","2012-03-22",9.1
"87","2012-03-23",9.04
"88","2012-03-26",9
"89","2012-03-27",9
"90","2012-03-28",8.9
"91","2012-03-29",8.64
"92","2012-03-30",8.46
"93","2012-04-02",8.5
"94","2012-04-03",8.19
"95","2012-04-04",7.78
"96","2012-04-05",8
"97","2012-04-09",7.86
"98","2012-04-10",7.44
"99","2012-04-11",7.62
"100","2012-04-12",7.57
"101","2012-04-13",8.49
"102","2012-04-16",7.97
"103","2012-04-17",8
"104","2012-04-18",7.72
"105","2012-04-19",7.84
"106","2012-04-20",7.74
"107","2012-04-23",7.79
"108","2012-04-24",7.07
"109","2012-04-25",7.01
"110","2012-04-26",6.81
"111","2012-04-27",6.87
"112","2012-04-30",6.63
"113","2012-05-01",6.5
"114","2012-05-02",6.48
"115","2012-05-03",6.69
"116","2012-05-04",6.19
"117","2012-05-07",6.18
"118","2012-05-08",6.32
"119","2012-05-09",6.92
"120","2012-05-10",6.83
"121","2012-05-11",7.36
"122","2012-05-14",7.39
"123","2012-05-15",7.15
"124","2012-05-16",6.84
"125","2012-05-17",6.73
"126","2012-05-18",6.42
"127","2012-05-21",6.08
"128","2012-05-22",6.24
"129","2012-05-23",6.67
"130","2012-05-24",6.31
"131","2012-05-25",6.53
"132","2012-05-29",6.35
"133","2012-05-30",6.08
"134","2012-05-31",6.05
"135","2012-06-01",6
"136","2012-06-04",5.87
"137","2012-06-05",5.76
"138","2012-06-06",5.99
"139","2012-06-07",6.65
"140","2012-06-08",6.77
"141","2012-06-11",6.01
"142","2012-06-12",5.61
"143","2012-06-13",5.63
"144","2012-06-14",5.9
"145","2012-06-15",5.54
"146","2012-06-18",5.41
"147","2012-06-19",5.59
"148","2012-06-20",5.6
"149","2012-06-21",5.36
"150","2012-06-22",5.3
"151","2012-06-25",5.36
"152","2012-06-26",5.09
"153","2012-06-27",4.97
"154","2012-06-28",4.93
"155","2012-06-29",5.05
"156","2012-07-02",5.34
"157","2012-07-03",5.75
"158","2012-07-05",6.9
"159","2012-07-06",6.92
"160","2012-07-09",6.27
"161","2012-07-10",6.28
"162","2012-07-11",6.11
"163","2012-07-12",5.95
"164","2012-07-13",6.06
"165","2012-07-16",5.97
"166","2012-07-17",5.92
"167","2012-07-18",6.03
"168","2012-07-19",5.97
"169","2012-07-20",5.73
"170","2012-07-23",5.86
"171","2012-07-24",5.82
"172","2012-07-25",6.01
"173","2012-07-26",5.9
"174","2012-07-27",6.38
"175","2012-07-30",5.97
"176","2012-07-31",5.94
"177","2012-08-01",5.78
"178","2012-08-02",5.62
"179","2012-08-03",5.8
"180","2012-08-06",5.72
"181","2012-08-07",5.8
"182","2012-08-08",5.6
"183","2012-08-09",5.64
"184","2012-08-10",5.58
"185","2012-08-13",5.62
"186","2012-08-14",5.64
"187","2012-08-15",5.63
"188","2012-08-16",5.72
"189","2012-08-17",5.72
"190","2012-08-20",5.71
"191","2012-08-21",5.68
"192","2012-08-22",5.65
"193","2012-08-23",5.7
"194","2012-08-24",5.7
"195","2012-08-27",5.87
"196","2012-08-28",5.79
"197","2012-08-29",5.78
"198","2012-08-30",5.7
"199","2012-08-31",6.15
"200","2012-09-04",5.85
"201","2012-09-05",5.83
"202","2012-09-06",5.97
"203","2012-09-07",5.86
"204","2012-09-10",6.07
"205","2012-09-11",5.99
"206","2012-09-12",5.9
"207","2012-09-13",6.02
"208","2012-09-14",6.02
"209","2012-09-17",5.99
"210","2012-09-18",5.97
"211","2012-09-19",5.83
"212","2012-09-20",5.82
"213","2012-09-21",5.85
"214","2012-09-24",5.76
"215","2012-09-25",5.57
"216","2012-09-26",5.59
"217","2012-09-27",5.54
"218","2012-09-28",5.2
"219","2012-10-01",5.69
"220","2012-10-02",5.67
"221","2012-10-03",5.52
"222","2012-10-04",5.74
"223","2012-10-05",5.89
"224","2012-10-08",5.97
"225","2012-10-09",5.58
"226","2012-10-10",5.69
"227","2012-10-11",5.86
"228","2012-10-12",5.73
"229","2012-10-15",5.8
"230","2012-10-16",5.72
"231","2012-10-17",5.69
"232","2012-10-18",5.5
"233","2012-10-19",5.36
"234","2012-10-22",5.4
"235","2012-10-23",5.39
"236","2012-10-24",5.38
"237","2012-10-25",5.47
"238","2012-10-26",5.3
"239","2012-10-31",5.3
"240","2012-11-01",5.19
"241","2012-11-02",5.05
"242","2012-11-05",5.11
"243","2012-11-06",5.1
"244","2012-11-07",4.97
"245","2012-11-08",4.97
"246","2012-11-09",4.99
"247","2012-11-12",4.97
"248","2012-11-13",4.87
"249","2012-11-14",4.66
"250","2012-11-15",4.5
"251","2012-11-16",4.51
"252","2012-11-19",4.51
"253","2012-11-20",4.54
"254","2012-11-21",4.53
"255","2012-11-23",5.1
"256","2012-11-26",4.9
"257","2012-11-27",4.88
"258","2012-11-28",4.85
"259","2012-11-29",4.84
"260","2012-11-30",4.73
"261","2012-12-03",4.56
"262","2012-12-04",4.64
"263","2012-12-05",4.46
"264","2012-12-06",4.46
"265","2012-12-07",4.36
"266","2012-12-10",4.46
"267","2012-12-11",4.71
"268","2012-12-12",4.63
"269","2012-12-13",4.58
"270","2012-12-14",4.59
"271","2012-12-17",4.5
"272","2012-12-18",4.88
"273","2012-12-19",4.79
"274","2012-12-20",4.95
"275","2012-12-21",4.81
"276","2012-12-24",4.85
"277","2012-12-26",4.62
"278","2012-12-27",4.72
"279","2012-12-28",4.75
"280","2012-12-31",4.51
"281","2013-01-02",4.84
"282","2013-01-03",5.14
"283","2013-01-04",5.41
"284","2013-01-07",5.57
"285","2013-01-08",5.63
"286","2013-01-09",5.69
"287","2013-01-10",5.98
"288","2013-01-11",5.7
"289","2013-01-14",5.72
"290","2013-01-15",5.62
"291","2013-01-16",5.87
"292","2013-01-17",6.08
"293","2013-01-18",6.52
"294","2013-01-22",6.85
"295","2013-01-23",6.78
"296","2013-01-24",6.83
"297","2013-01-25",7.14
"298","2013-01-28",7.46
"299","2013-01-29",7.4
"300","2013-01-30",7.35
"301","2013-01-31",7.34
"302","2013-02-01",7.33
"303","2013-02-04",7.01
"304","2013-02-05",7.09
"305","2013-02-06",7.27
"306","2013-02-07",7.42
"307","2013-02-08",7.31
"308","2013-02-11",7.46
"309","2013-02-12",7.36
"310","2013-02-13",7.36
"311","2013-02-14",7.36
"312","2013-02-15",7.4
"313","2013-02-19",7.81
"314","2013-02-20",7.71
"315","2013-02-21",7.67
"316","2013-02-22",7.76
"317","2013-02-25",7.71
"318","2013-02-26",7.46
"319","2013-02-27",7.31
"320","2013-02-28",7.32
"321","2013-03-01",8.2
"322","2013-03-04",8.33
"323","2013-03-05",8.4
"324","2013-03-06",8.24
"325","2013-03-07",8.24
"326","2013-03-08",8.21
"327","2013-03-11",8.53
"328","2013-03-12",8.5
"329","2013-03-13",8.46
"330","2013-03-14",8.33
"331","2013-03-15",8.83
"332","2013-03-18",9.07
"333","2013-03-19",8.8
"334","2013-03-20",9.07
"335","2013-03-21",9.42
"336","2013-03-22",9.25
"337","2013-03-25",9.65
"338","2013-03-26",9.58
"339","2013-03-27",9.55
"340","2013-03-28",9.72
"341","2013-04-01",9.83
"342","2013-04-02",10.09
"343","2013-04-03",10.02
"344","2013-04-04",10.03
"345","2013-04-05",9.88
"346","2013-04-08",9.98
"347","2013-04-09",9.94
"348","2013-04-10",10.12
"349","2013-04-11",11.25
"350","2013-04-12",11.36
"351","2013-04-15",10.69
"352","2013-04-16",11.23
"353","2013-04-17",10.62
"354","2013-04-18",10.44
"355","2013-04-19",10.7
"356","2013-04-22",11.87
"357","2013-04-23",12
"358","2013-04-24",11.65
"359","2013-04-25",11.26
"360","2013-04-26",10.99
"361","2013-04-29",11.73
"362","2013-04-30",11.25
"363","2013-05-01",10.71
"364","2013-05-02",10.54
"365","2013-05-03",10.52
"366","2013-05-06",10.85
"367","2013-05-07",10.56
"368","2013-05-08",9.48
"369","2013-05-09",9.59
"370","2013-05-10",9.39
"371","2013-05-13",10.01
"372","2013-05-14",10.15
"373","2013-05-15",10
"374","2013-05-16",10.07
"375","2013-05-17",9.9
"376","2013-05-20",10.19
"377","2013-05-21",9.83
"378","2013-05-22",9.38
"379","2013-05-23",9.62
"380","2013-05-24",9.56
"381","2013-05-28",9.77
"382","2013-05-29",9.93
"383","2013-05-30",9.96
"384","2013-05-31",9.88
"385","2013-06-03",8.98
"386","2013-06-04",9.21
"387","2013-06-05",8.62
"388","2013-06-06",8.97
"389","2013-06-07",8.75
"390","2013-06-10",8.65
"391","2013-06-11",9.05
"392","2013-06-12",9.1
"393","2013-06-13",9.08
"394","2013-06-14",9.29
"395","2013-06-17",9.1
"396","2013-06-18",8.74
"397","2013-06-19",8.12
"398","2013-06-20",7.55
"399","2013-06-21",8.27
"400","2013-06-24",8.13
"401","2013-06-25",8.15
"402","2013-06-26",7.91
"403","2013-06-27",7.99
"404","2013-06-28",8.6
"405","2013-07-01",8.17
"406","2013-07-02",7.95
"407","2013-07-03",7.81
"408","2013-07-05",7.65
"409","2013-07-08",7.78
"410","2013-07-09",8.19
"411","2013-07-10",8.55
"412","2013-07-11",8.79
"413","2013-07-12",8.76
"414","2013-07-15",8.61
"415","2013-07-16",8.21
"416","2013-07-17",8.13
"417","2013-07-18",7.92
"418","2013-07-19",7.93
"419","2013-07-22",8.26
"420","2013-07-23",8.45
"421","2013-07-24",8.15
"422","2013-07-25",8.25
"423","2013-07-26",8.2
"424","2013-07-29",7.92
"425","2013-07-30",7.94
"426","2013-07-31",7.83
"427","2013-08-01",8.22
"428","2013-08-02",8.22
"429","2013-08-05",10.02
"430","2013-08-06",10
"431","2013-08-07",10.05
"432","2013-08-08",9.32
"433","2013-08-09",9.58
"434","2013-08-12",8.89
"435","2013-08-13",9.13
"436","2013-08-14",8.57
"437","2013-08-15",7.99
"438","2013-08-16",7.73
"439","2013-08-19",7.41
"440","2013-08-20",7.47
"441","2013-08-21",7.31
"442","2013-08-22",8.17
"443","2013-08-23",8.47
"444","2013-08-26",8.59
"445","2013-08-27",8.03
"446","2013-08-28",8.14
"447","2013-08-29",8.28
"448","2013-08-30",8.15
"449","2013-09-03",8.06
"450","2013-09-04",8.07
"451","2013-09-05",8.09
"452","2013-09-06",8.68
"453","2013-09-09",8.52
"454","2013-09-10",8.47
"455","2013-09-11",8.34
"456","2013-09-12",8.24
"457","2013-09-13",7.93
"458","2013-09-16",7.95
"459","2013-09-17",8.26
"460","2013-09-18",7.95
"461","2013-09-19",7.85
"462","2013-09-20",7.25
"463","2013-09-23",7.25
"464","2013-09-24",7.07
"465","2013-09-25",6.95
"466","2013-09-26",7.15
"467","2013-09-27",6.82
"468","2013-09-30",7.01
"469","2013-10-01",7.8
"470","2013-10-02",7.6
"471","2013-10-03",8.3
"472","2013-10-04",8.07
"473","2013-10-07",7.78
"474","2013-10-08",7.21
"475","2013-10-09",6.97
"476","2013-10-10",6.67
"477","2013-10-11",5.77
"478","2013-10-14",1.91
"479","2013-10-15",1.72
"480","2013-10-16",1.82
"481","2013-10-17",1.86
"482","2013-10-18",1.78
"483","2013-10-21",1.72
"484","2013-10-22",1.66
"485","2013-10-23",1.73
"486","2013-10-24",1.76
"487","2013-10-25",1.81
"488","2013-10-28",1.84
"489","2013-10-29",1.79
"490","2013-10-30",1.73
"491","2013-10-31",1.67
"492","2013-11-01",1.67
"493","2013-11-04",1.81
"494","2013-11-05",1.71
"495","2013-11-06",1.63
"496","2013-11-07",1.32
"497","2013-11-08",1.4
"498","2013-11-11",1.39
"499","2013-11-12",1.34
"500","2013-11-13",1.34
"501","2013-11-14",1.32
"502","2013-11-15",1.27
"503","2013-11-18",1.3
"504","2013-11-19",1.38
"505","2013-11-20",1.48
"506","2013-11-21",1.47
"507","2013-11-22",1.44
"508","2013-11-25",1.59
"509","2013-11-26",1.65
"510","2013-11-27",1.64
"511","2013-11-29",1.64
"512","2013-12-02",1.61
"513","2013-12-03",1.62
"514","2013-12-04",1.67
"515","2013-12-05",1.66
"516","2013-12-06",1.72
"517","2013-12-09",1.95
"518","2013-12-10",1.8
"519","2013-12-11",1.8
"520","2013-12-12",1.78
"521","2013-12-13",2.15
"522","2013-12-16",2.17
"523","2013-12-17",2.14
"524","2013-12-18",2.08
"525","2013-12-19",2.1
"526","2013-12-20",2.09
"527","2013-12-23",2.21
"528","2013-12-24",2.4
"529","2013-12-26",3.04
"530","2013-12-27",2.75
"531","2013-12-30",2.61
"532","2013-12-31",2.63
"533","2014-01-02",2.91
"534","2014-01-03",2.78
"535","2014-01-06",2.83
"536","2014-01-07",2.7
"537","2014-01-08",2.62
"538","2014-01-09",2.77
"539","2014-01-10",2.74
"540","2014-01-13",2.77
"541","2014-01-14",2.75
"542","2014-01-15",2.68
"543","2014-01-16",2.72
"544","2014-01-17",2.89
"545","2014-01-21",3.17
"546","2014-01-22",2.92
"547","2014-01-23",3.01
"548","2014-01-24",2.81
"549","2014-01-27",2.7
"550","2014-01-28",2.76
"551","2014-01-29",2.69
"552","2014-01-30",2.71
"553","2014-01-31",2.72
"554","2014-02-03",2.52
"555","2014-02-04",2.59
"556","2014-02-05",2.45
"557","2014-02-06",2.47
"558","2014-02-07",2.59
"559","2014-02-10",2.65
"560","2014-02-11",2.68
"561","2014-02-12",2.63
"562","2014-02-13",2.73
"563","2014-02-14",2.7
"564","2014-02-18",2.81
"565","2014-02-19",2.76
"566","2014-02-20",2.69
"567","2014-02-21",2.7
"568","2014-02-24",2.75
"569","2014-02-25",2.77
"570","2014-02-26",2.79
"571","2014-02-27",2.95
"572","2014-02-28",2.84
"573","2014-03-03",2.73
"574","2014-03-04",2.76
"575","2014-03-05",2.74
"576","2014-03-06",2.67
"577","2014-03-07",2.63
"578","2014-03-10",2.62
"579","2014-03-11",2.58
"580","2014-03-12",2.58
"581","2014-03-13",2.53
"582","2014-03-14",2.26
"583","2014-03-17",2.18
"584","2014-03-18",2.03
"585","2014-03-19",2.12
"586","2014-03-20",2.19
"587","2014-03-21",2.16
"588","2014-03-24",2.12
"589","2014-03-25",2.1
"590","2014-03-26",1.99
"591","2014-03-27",1.95
"592","2014-03-28",1.97
"593","2014-03-31",1.98
"594","2014-04-01",1.99
"595","2014-04-02",2.02
"596","2014-04-03",2
"597","2014-04-04",1.87
"598","2014-04-07",1.77
"599","2014-04-08",1.8
"600","2014-04-09",1.91
"601","2014-04-10",1.78
"602","2014-04-11",1.76
"603","2014-04-14",1.78
"604","2014-04-15",1.76
"605","2014-04-16",1.84
"606","2014-04-17",1.81
"607","2014-04-21",1.82
"608","2014-04-22",1.92
"609","2014-04-23",1.83
"610","2014-04-24",1.81
"611","2014-04-25",1.77
"612","2014-04-28",1.76
"613","2014-04-29",1.77
"614","2014-04-30",1.74
"615","2014-05-01",1.74
"616","2014-05-02",1.67
"617","2014-05-05",1.67
"618","2014-05-06",1.62
"619","2014-05-07",1.6
"620","2014-05-08",1.56
"621","2014-05-09",1.55
"622","2014-05-12",1.6
"623","2014-05-13",1.77
"624","2014-05-14",1.7
"625","2014-05-15",1.74
"626","2014-05-16",1.77
"627","2014-05-19",1.73
"628","2014-05-20",1.68
"629","2014-05-21",1.64
"630","2014-05-22",1.79
"631","2014-05-23",1.78
"632","2014-05-27",1.79
"633","2014-05-28",1.81
"634","2014-05-29",1.82
"635","2014-05-30",1.8
"636","2014-06-02",1.71
"637","2014-06-03",1.68
"638","2014-06-04",1.66
"639","2014-06-05",1.7
"640","2014-06-06",1.71
"641","2014-06-09",1.78
"642","2014-06-10",1.76
"643","2014-06-11",1.72
"644","2014-06-12",1.73
"645","2014-06-13",1.73
"646","2014-06-16",1.79
"647","2014-06-17",1.78
"648","2014-06-18",1.76
"649","2014-06-19",1.75
"650","2014-06-20",1.77
"651","2014-06-23",1.76
"652","2014-06-24",1.71
"653","2014-06-25",1.78
"654","2014-06-26",1.72
"655","2014-06-27",1.67
"656","2014-06-30",1.72
"657","2014-07-01",1.68
"658","2014-07-02",1.73
"659","2014-07-03",1.77
"660","2014-07-07",1.68
"661","2014-07-08",1.62
"662","2014-07-09",1.66
"663","2014-07-10",1.66
"664","2014-07-11",1.65
"665","2014-07-14",1.68
"666","2014-07-15",1.61
"667","2014-07-16",1.65
"668","2014-07-17",1.67
"669","2014-07-18",1.7
"670","2014-07-21",1.7
"671","2014-07-22",1.64
"672","2014-07-23",1.68
"673","2014-07-24",1.66
"674","2014-07-25",1.63
"675","2014-07-28",1.62
"676","2014-07-29",1.56
"677","2014-07-30",1.61
"678","2014-07-31",1.56
"679","2014-08-01",1.53
"680","2014-08-04",1.52
"681","2014-08-05",1.51
"682","2014-08-06",1.5
"683","2014-08-07",1.49
"684","2014-08-08",1.48
"685","2014-08-11",1.5
"686","2014-08-12",1.57
"687","2014-08-13",1.67
"688","2014-08-14",1.79
"689","2014-08-15",1.75
"690","2014-08-18",1.82
"691","2014-08-19",1.86
"692","2014-08-20",1.88
"693","2014-08-21",1.88
"694","2014-08-22",1.97
"695","2014-08-25",2.1
"696","2014-08-26",2.13
"697","2014-08-27",2.11
"698","2014-08-28",2.16
"699","2014-08-29",2.1
"700","2014-09-02",2.15
"701","2014-09-03",2.05
"702","2014-09-04",1.87
"703","2014-09-05",1.85
"704","2014-09-08",1.78
"705","2014-09-09",1.78
"706","2014-09-10",1.77
"707","2014-09-11",1.82
"708","2014-09-12",1.88
"709","2014-09-15",1.83
"710","2014-09-16",1.75
"711","2014-09-17",1.85
"712","2014-09-18",1.86
"713","2014-09-19",1.95
"714","2014-09-22",1.8
"715","2014-09-23",1.94
"716","2014-09-24",1.87
"717","2014-09-25",1.82
"718","2014-09-26",1.82
"719","2014-09-29",2.04
"720","2014-09-30",2.1
"721","2014-10-01",1.9
"722","2014-10-02",1.87
"723","2014-10-03",1.82
"724","2014-10-06",1.84
"725","2014-10-07",1.82
"726","2014-10-08",1.78
"727","2014-10-09",1.82
"728","2014-10-10",1.84
"729","2014-10-13",1.74
"730","2014-10-14",1.75
"731","2014-10-15",1.84
"732","2014-10-16",1.78
"733","2014-10-17",1.85
"734","2014-10-20",1.83
"735","2014-10-21",1.81
"736","2014-10-22",1.83
"737","2014-10-23",1.79
"738","2014-10-24",1.79
"739","2014-10-27",1.81
"740","2014-10-28",1.77
"741","2014-10-29",1.8
"742","2014-10-30",1.7
"743","2014-10-31",1.74
"744","2014-11-03",1.61
"745","2014-11-04",1.57
"746","2014-11-05",1.68
"747","2014-11-06",1.61
"748","2014-11-07",1.74
"749","2014-11-10",1.52
"750","2014-11-11",1.69
"751","2014-11-12",1.81
"752","2014-11-13",1.7
"753","2014-11-14",1.82
"754","2014-11-17",1.73
"755","2014-11-18",1.85
"756","2014-11-19",1.85
"757","2014-11-20",1.87
"758","2014-11-21",1.88
"759","2014-11-24",2.04
"760","2014-11-25",2.05
"761","2014-11-26",2.41
"762","2014-11-28",2.33
"763","2014-12-01",2.12
"764","2014-12-02",2.18
"765","2014-12-03",2.34
"766","2014-12-04",2.32
"767","2014-12-05",2.44
"768","2014-12-08",2.46
"769","2014-12-09",2.53
"770","2014-12-10",2.4
"771","2014-12-11",2.29
"772","2014-12-12",2.18
"773","2014-12-15",2
"774","2014-12-16",2.05
"775","2014-12-17",2.02
"776","2014-12-18",2.15
"777","2014-12-19",2.2
"778","2014-12-22",2.15
"779","2014-12-23",2.08
"780","2014-12-24",2.13
"781","2014-12-26",2.22
"782","2014-12-29",2.38
"783","2014-12-30",2.3
"784","2014-12-31",2.44
"785","2015-01-02",2.4
"786","2015-01-05",2.48
"787","2015-01-06",2.45
"788","2015-01-07",2.42
"789","2015-01-08",2.41
"790","2015-01-09",2.33
"791","2015-01-12",2.35
"792","2015-01-13",2.33
"793","2015-01-14",2.45
"794","2015-01-15",2.42
"795","2015-01-16",2.6
"796","2015-01-20",2.57
"797","2015-01-21",2.45
"798","2015-01-22",2.4
"799","2015-01-23",2.37
"800","2015-01-26",2.48
"801","2015-01-27",2.46
"802","2015-01-28",2.41
"803","2015-01-29",2.35
"804","2015-01-30",2.5
"805","2015-02-02",2.48
"806","2015-02-03",2.44
"807","2015-02-04",2.4
"808","2015-02-05",2.39
"809","2015-02-06",2.31
"810","2015-02-09",2.09
"811","2015-02-10",2.19
"812","2015-02-11",2.32
"813","2015-02-12",2.25
"814","2015-02-13",2.28
"815","2015-02-17",2.42
"816","2015-02-18",2.33
"817","2015-02-19",2.41
"818","2015-02-20",2.41
"819","2015-02-23",2.55
"820","2015-02-24",2.42
"821","2015-02-25",2.68
"822","2015-02-26",2.8
"823","2015-02-27",2.57
"824","2015-03-02",2.6
"825","2015-03-03",2.79
"826","2015-03-04",3.23
"827","2015-03-05",3.37
"828","2015-03-06",3.28
"829","2015-03-09",3.31
"830","2015-03-10",3.14
"831","2015-03-11",3.1
"832","2015-03-12",3.04
"833","2015-03-13",2.97
"834","2015-03-16",2.9
"835","2015-03-17",3.27
"836","2015-03-18",3.22
"837","2015-03-19",4.21
"838","2015-03-20",3.9
"839","2015-03-23",3.94
"840","2015-03-24",4.28
"841","2015-03-25",3.84
"842","2015-03-26",3.8
"843","2015-03-27",3.58
"844","2015-03-30",3.54
"845","2015-03-31",3.85
"846","2015-04-01",3.92
"847","2015-04-02",3.88
"848","2015-04-06",3.87
"849","2015-04-07",3.83
"850","2015-04-08",4.04
"851","2015-04-09",4.09
"852","2015-04-10",4.12
"853","2015-04-13",4.14
"854","2015-04-14",4.03
"855","2015-04-15",4.15
"856","2015-04-16",4.44
"857","2015-04-17",4.34
"858","2015-04-20",4.3
"859","2015-04-21",4.18
"860","2015-04-22",4.09
"861","2015-04-23",4.11
"862","2015-04-24",3.97
"863","2015-04-27",3.44
"864","2015-04-28",3.62
"865","2015-04-29",3.31
"866","2015-04-30",3.1
"867","2015-05-01",3.03
"868","2015-05-04",3.01
"869","2015-05-05",2.96
"870","2015-05-06",2.94
"871","2015-05-07",3.03
"872","2015-05-08",2.95
"873","2015-05-11",3.04
"874","2015-05-12",3.01
"875","2015-05-13",3.18
"876","2015-05-14",3.11
"877","2015-05-15",3.14
"878","2015-05-18",3.16
"879","2015-05-19",3.09
"880","2015-05-20",3.09
"881","2015-05-21",3.05
"882","2015-05-22",3.07
"883","2015-05-26",2.95
"884","2015-05-27",3.02
"885","2015-05-28",2.96
"886","2015-05-29",2.94
"887","2015-06-01",2.84
"888","2015-06-02",2.86
"889","2015-06-03",3.4
"890","2015-06-04",3.11
"891","2015-06-05",3.23
"892","2015-06-08",3.08
"893","2015-06-09",3.14
"894","2015-06-10",3.08
"895","2015-06-11",3.15
"896","2015-06-12",3.09
"897","2015-06-15",2.95
"898","2015-06-16",2.99
"899","2015-06-17",3.12
"900","2015-06-18",3.12
"901","2015-06-19",3.66
"902","2015-06-22",3.82
"903","2015-06-23",3.69
"904","2015-06-24",3.67
"905","2015-06-25",3.75
"906","2015-06-26",3.51
"907","2015-06-29",3.22
"908","2015-06-30",3.36
"909","2015-07-01",3.35
"910","2015-07-02",3.6
"911","2015-07-06",3.55
"912","2015-07-07",3.56
"913","2015-07-08",3.49
"914","2015-07-09",3.5
"915","2015-07-10",3.68
"916","2015-07-13",3.73
"917","2015-07-14",3.81
"918","2015-07-15",3.71
"919","2015-07-16",3.53
"920","2015-07-17",3.77
"921","2015-07-20",3.58
"922","2015-07-21",3.59
"923","2015-07-22",3.58
"924","2015-07-23",3.6
"925","2015-07-24",3.48
"926","2015-07-27",3.44
"927","2015-07-28",3.56
"928","2015-07-29",3.41
"929","2015-07-30",3.46
"930","2015-07-31",3.37
"931","2015-08-03",3.48
"932","2015-08-04",3.43
"933","2015-08-05",3.36
"934","2015-08-06",3.32
"935","2015-08-07",3.25
"936","2015-08-10",3.15
"937","2015-08-11",3.04
"938","2015-08-12",3.19
"939","2015-08-13",3.1
"940","2015-08-14",3.08
"941","2015-08-17",3.1
"942","2015-08-18",3.03
"943","2015-08-19",2.97
"944","2015-08-20",2.78
"945","2015-08-21",2.51
"946","2015-08-24",2.27
"947","2015-08-25",2.48
"948","2015-08-26",2.46
"949","2015-08-27",2.65
"950","2015-08-28",2.88
"951","2015-08-31",2.75
"952","2015-09-01",2.69
"953","2015-09-02",2.58
"954","2015-09-03",2.52
"955","2015-09-04",2.58
"956","2015-09-08",2.58
"957","2015-09-09",2.65
"958","2015-09-10",2.56
"959","2015-09-11",2.71
"960","2015-09-14",3
"961","2015-09-15",2.94
"962","2015-09-16",3.02
"963","2015-09-17",3.19
"964","2015-09-18",3.28
"965","2015-09-21",3.05
"966","2015-09-22",2.88
"967","2015-09-23",2.9
"968","2015-09-24",2.94
"969","2015-09-25",2.97
"970","2015-09-28",2.65
"971","2015-09-29",2.47
"972","2015-09-30",2.6
"973","2015-10-01",2.36
"974","2015-10-02",2.52
"975","2015-10-05",2.49
"976","2015-10-06",2.42
"977","2015-10-07",2.46
"978","2015-10-08",2.39
"979","2015-10-09",2.42
"980","2015-10-12",2.55
"981","2015-10-13",2.58
"982","2015-10-14",2.63
"983","2015-10-15",2.88
"984","2015-10-16",2.93
"985","2015-10-19",2.86
"986","2015-10-20",2.75
"987","2015-10-21",2.73
"988","2015-10-22",2.57
"989","2015-10-23",2.68
"990","2015-10-26",2.64
"991","2015-10-27",2.81
"992","2015-10-28",2.87
"993","2015-10-29",2.9
"994","2015-10-30",2.84
"995","2015-11-02",2.88
"996","2015-11-03",2.98
"997","2015-11-04",2.97
"998","2015-11-05",2.89
"999","2015-11-06",2.94
"1000","2015-11-09",2.88
"1001","2015-11-10",3.07
"1002","2015-11-11",2.89
