"","date","GMDA"
"128","2019-05-02",7.75
"129","2019-05-03",7.95
"130","2019-05-06",7.45
"131","2019-05-07",7.3
"132","2019-05-08",8
"133","2019-05-09",7.79
"134","2019-05-10",7.65
"135","2019-05-13",7
"136","2019-05-14",7.5
"137","2019-05-15",7.16
"138","2019-05-16",7.42
"139","2019-05-17",7.47
"140","2019-05-20",7.14
"141","2019-05-21",7.2
"142","2019-05-22",7.2
"143","2019-05-23",7.03
"144","2019-05-24",7.19
"145","2019-05-28",7.27
"146","2019-05-29",7.16
"147","2019-05-30",7.32
"148","2019-05-31",7.1
"149","2019-06-03",7.25
"150","2019-06-04",7.3
"151","2019-06-05",7.3
"152","2019-06-06",7.31
"153","2019-06-07",7.4
"154","2019-06-10",7.4
"155","2019-06-11",7.26
"156","2019-06-12",7
"157","2019-06-13",7.12
"158","2019-06-14",7.2
"159","2019-06-17",7.2
"160","2019-06-18",7.45
"161","2019-06-19",7.39
"162","2019-06-20",7.47
"163","2019-06-21",7.42
"164","2019-06-24",7.2
"165","2019-06-25",4.98
"166","2019-06-26",5.11
"167","2019-06-27",5.14
"168","2019-06-28",5.08
"169","2019-07-01",5.09
"170","2019-07-02",4.97
"171","2019-07-03",4.9
"172","2019-07-05",4.9
"173","2019-07-08",4.7
"174","2019-07-09",4.72
"175","2019-07-10",4.75
"176","2019-07-11",4.73
"177","2019-07-12",4.75
"178","2019-07-15",4.7
"179","2019-07-16",4.73
"180","2019-07-17",4.63
"181","2019-07-18",4.52
"182","2019-07-19",4.32
"183","2019-07-22",4.14
"184","2019-07-23",3.91
"185","2019-07-24",3.9
"186","2019-07-25",3.8
"187","2019-07-26",3.77
"188","2019-07-29",3.94
"189","2019-07-30",3.8
"190","2019-07-31",3.7
"191","2019-08-01",3.65
"192","2019-08-02",3.62
"193","2019-08-05",3.69
"194","2019-08-06",3.7
"195","2019-08-07",3.74
"196","2019-08-08",3.69
"197","2019-08-09",3.6
"198","2019-08-12",3.4
"199","2019-08-13",3.34
"200","2019-08-14",3.29
"201","2019-08-15",3.25
"202","2019-08-16",3.14
"203","2019-08-19",3
"204","2019-08-20",3.68
"205","2019-08-21",3.51
"206","2019-08-22",3.86
"207","2019-08-23",3.9
"208","2019-08-26",3.94
"209","2019-08-27",4.2
"210","2019-08-28",3.76
"211","2019-08-29",3.65
"212","2019-08-30",3.7
"213","2019-09-03",3.69
"214","2019-09-04",3.74
"215","2019-09-05",3.74
"216","2019-09-06",3.75
"217","2019-09-09",4.01
"218","2019-09-10",3.89
"219","2019-09-11",3.91
"220","2019-09-12",4.03
"221","2019-09-13",4.18
"222","2019-09-16",4.18
"223","2019-09-17",4.09
"224","2019-09-18",4.38
"225","2019-09-19",4.41
"226","2019-09-20",4.7
"227","2019-09-23",4.6
"228","2019-09-24",4.58
"229","2019-09-25",4.69
"230","2019-09-26",4.59
"231","2019-09-27",4.15
"232","2019-09-30",4.33
"233","2019-10-01",4.21
"234","2019-10-02",4.49
"235","2019-10-03",4.43
"236","2019-10-04",4.01
"237","2019-10-07",4.05
"238","2019-10-08",4.05
"239","2019-10-09",4.08
"240","2019-10-10",4.26
"241","2019-10-11",4.43
"242","2019-10-14",4.5
"243","2019-10-15",4.62
"244","2019-10-16",4.85
"245","2019-10-17",4.85
"246","2019-10-18",4.9
"247","2019-10-21",4.91
"248","2019-10-22",5
"249","2019-10-23",4.98
"250","2019-10-24",4.82
"251","2019-10-25",4.77
"252","2019-10-28",4.8
"253","2019-10-29",4.91
"254","2019-10-30",5
"255","2019-10-31",4.85
"256","2019-11-01",4.88
"257","2019-11-04",4.95
"258","2019-11-05",4.96
"259","2019-11-06",4.94
"260","2019-11-07",5
"261","2019-11-08",4.87
"262","2019-11-11",4.96
"263","2019-11-12",4.95
"264","2019-11-13",4.85
"265","2019-11-14",4.9
"266","2019-11-15",4.8
"267","2019-11-18",4.99
"268","2019-11-19",4.9
"269","2019-11-20",4.9
"270","2019-11-21",4.95
"271","2019-11-22",4.85
"272","2019-11-25",4.83
"273","2019-11-26",4.94
"274","2019-11-27",5
"275","2019-11-29",5.12
"276","2019-12-02",5.25
"277","2019-12-03",5.03
"278","2019-12-04",5.09
"279","2019-12-05",5.09
"280","2019-12-06",5.1
"281","2019-12-09",4.75
"282","2019-12-10",4.4
"283","2019-12-11",4.61
"284","2019-12-12",4.77
"285","2019-12-13",4.8
"286","2019-12-16",4.91
"287","2019-12-17",4.95
"288","2019-12-18",4.94
"289","2019-12-19",4.9
"290","2019-12-20",4.88
"291","2019-12-23",4.88
"292","2019-12-24",4.61
"293","2019-12-26",4.47
"294","2019-12-27",4.32
"295","2019-12-30",4.31
"296","2019-12-31",4.3
"297","2020-01-02",4.44
"298","2020-01-03",4.33
"299","2020-01-06",4.4
"300","2020-01-07",4.43
"301","2020-01-08",4.3
"302","2020-01-09",4.69
"303","2020-01-10",4.75
"304","2020-01-13",4.44
"305","2020-01-14",4.53
"306","2020-01-15",4.59
"307","2020-01-16",4.54
"308","2020-01-17",4.58
"309","2020-01-21",4.64
"310","2020-01-22",4.64
"311","2020-01-23",4.57
"312","2020-01-24",4.64
"313","2020-01-27",4.55
"314","2020-01-28",4.44
"315","2020-01-29",4.49
"316","2020-01-30",4.51
"317","2020-01-31",4.43
"318","2020-02-03",4.42
"319","2020-02-04",4.54
"320","2020-02-05",4.65
"321","2020-02-06",4.65
"322","2020-02-07",4.64
"323","2020-02-10",4.68
"324","2020-02-11",4.72
"325","2020-02-12",4.64
"326","2020-02-13",4.73
"327","2020-02-14",4.71
"328","2020-02-18",4.76
"329","2020-02-19",4.56
"330","2020-02-20",4.7
"331","2020-02-21",4.75
"332","2020-02-24",4.7
"333","2020-02-25",4.35
"334","2020-02-26",4.44
"335","2020-02-27",4.32
"336","2020-02-28",4.33
"337","2020-03-02",4.7
"338","2020-03-03",4.7
"339","2020-03-04",4.69
"340","2020-03-05",4.47
"341","2020-03-06",4.57
"342","2020-03-09",4.2
"343","2020-03-10",4.21
"344","2020-03-11",4.23
"345","2020-03-12",3.86
"346","2020-03-13",3.5
"347","2020-03-16",2.9
"348","2020-03-17",3.38
"349","2020-03-18",3.19
"350","2020-03-19",2.9
"351","2020-03-20",3.14
"352","2020-03-23",2.92
"353","2020-03-24",2.95
"354","2020-03-25",3.3
"355","2020-03-26",3.21
"356","2020-03-27",3.25
"357","2020-03-30",3.25
"358","2020-03-31",3.02
"359","2020-04-01",3.06
"360","2020-04-02",3.01
"361","2020-04-03",3
"362","2020-04-06",2.79
"363","2020-04-07",2.99
"364","2020-04-08",3.39
"365","2020-04-09",3.37
"366","2020-04-13",3.58
"367","2020-04-14",3.76
"368","2020-04-15",4.28
"369","2020-04-16",3.92
"370","2020-04-17",4.08
"371","2020-04-20",4.15
"372","2020-04-21",4.1
"373","2020-04-22",4.1
"374","2020-04-23",4.2
"375","2020-04-24",4.15
"376","2020-04-27",4.3
"377","2020-04-28",4.3
"378","2020-04-29",4.39
"379","2020-04-30",4.28
"380","2020-05-01",4.2
"381","2020-05-04",4.05
"382","2020-05-05",4.08
"383","2020-05-06",4.37
"384","2020-05-07",4.29
"385","2020-05-08",4.4
"386","2020-05-11",4.54
"387","2020-05-12",6.2
"388","2020-05-13",6.5
"389","2020-05-14",6.15
"390","2020-05-15",6.34
"391","2020-05-18",5.9
"392","2020-05-19",4.35
"393","2020-05-20",4.42
"394","2020-05-21",4.89
"395","2020-05-22",5.3
"396","2020-05-26",5.73
"397","2020-05-27",5.75
"398","2020-05-28",5.65
"399","2020-05-29",5.63
"400","2020-06-01",5.55
"401","2020-06-02",5.42
"402","2020-06-03",5.12
"403","2020-06-04",4.96
"404","2020-06-05",4.86
"405","2020-06-08",4.88
"406","2020-06-09",5.01
"407","2020-06-10",4.93
"408","2020-06-11",4.65
"409","2020-06-12",4.75
"410","2020-06-15",4.85
"411","2020-06-16",4.82
"412","2020-06-17",4.76
"413","2020-06-18",4.76
"414","2020-06-19",5.02
"415","2020-06-22",4.93
"416","2020-06-23",4.99
"417","2020-06-24",4.69
"418","2020-06-25",4.68
"419","2020-06-26",4.53
"420","2020-06-29",4.46
"421","2020-06-30",4.57
"422","2020-07-01",4.54
"423","2020-07-02",4.41
"424","2020-07-06",4.45
"425","2020-07-07",4.45
"426","2020-07-08",4.5
"427","2020-07-09",4.46
"428","2020-07-10",4.48
"429","2020-07-13",4.17
"430","2020-07-14",4.12
"431","2020-07-15",4.32
"432","2020-07-16",4.5
"433","2020-07-17",4.49
"434","2020-07-20",4.53
"435","2020-07-21",4.53
"436","2020-07-22",4.49
"437","2020-07-23",4.59
"438","2020-07-24",4.41
"439","2020-07-27",4.2
"440","2020-07-28",4.04
"441","2020-07-29",3.93
"442","2020-07-30",4.01
"443","2020-07-31",4.01
"444","2020-08-03",4.04
"445","2020-08-04",4.07
"446","2020-08-05",4.12
"447","2020-08-06",4.24
"448","2020-08-07",4.15
"449","2020-08-10",4.29
"450","2020-08-11",4.15
"451","2020-08-12",4.1
"452","2020-08-13",4.05
"453","2020-08-14",4
"454","2020-08-17",4.5
"455","2020-08-18",4.34
"456","2020-08-19",4.3
"457","2020-08-20",4.27
"458","2020-08-21",4.15
"459","2020-08-24",4.21
"460","2020-08-25",4.5
"461","2020-08-26",4.56
"462","2020-08-27",4.19
"463","2020-08-28",4.28
"464","2020-08-31",4.36
"465","2020-09-01",4.09
"466","2020-09-02",4.18
"467","2020-09-03",4.19
"468","2020-09-04",4.1
"469","2020-09-08",4.1
"470","2020-09-09",4.14
"471","2020-09-10",4.12
"472","2020-09-11",4.14
"473","2020-09-14",4.31
"474","2020-09-15",4.29
"475","2020-09-16",4.3
"476","2020-09-17",4.3
"477","2020-09-18",4.43
"478","2020-09-21",4.13
"479","2020-09-22",4.25
"480","2020-09-23",4.15
"481","2020-09-24",4.11
"482","2020-09-25",4.25
"483","2020-09-28",4.2
"484","2020-09-29",4.21
"485","2020-09-30",4.15
"486","2020-10-01",4.15
"487","2020-10-02",4.07
"488","2020-10-05",4.2
"489","2020-10-06",4.6
"490","2020-10-07",4.74
"491","2020-10-08",5.14
"492","2020-10-09",5.18
"493","2020-10-12",5.08
"494","2020-10-13",5.08
"495","2020-10-14",5.2
"496","2020-10-15",5.21
"497","2020-10-16",5.8
"498","2020-10-19",5.8
"499","2020-10-20",5.78
"500","2020-10-21",5.42
"501","2020-10-22",5.66
"502","2020-10-23",5.62
"503","2020-10-26",5.67
"504","2020-10-27",5.81
"505","2020-10-28",5.39
"506","2020-10-29",5.36
"507","2020-10-30",5.08
"508","2020-11-02",5.11
"509","2020-11-03",5.38
"510","2020-11-04",5.62
"511","2020-11-05",5.8
"512","2020-11-06",5.85
"513","2020-11-09",5.79
"514","2020-11-10",5.86
"515","2020-11-11",5.76
"516","2020-11-12",6.29
"517","2020-11-13",6
"518","2020-11-16",6.2
"519","2020-11-17",6.66
"520","2020-11-18",6.6
"521","2020-11-19",6.84
"522","2020-11-20",6.88
"523","2020-11-23",6.8
"524","2020-11-24",6.68
"525","2020-11-25",6.6
"526","2020-11-27",6.65
