"","date","CRON"
"128","2018-08-28",11.08
"129","2018-08-29",12.74
"130","2018-08-30",9.12
"131","2018-08-31",9.88
"132","2018-09-04",11.15
"133","2018-09-05",12.45
"134","2018-09-06",11.62
"135","2018-09-07",11.99
"136","2018-09-10",12.1
"137","2018-09-11",11.99
"138","2018-09-12",11.27
"139","2018-09-13",10.11
"140","2018-09-14",10.38
"141","2018-09-17",10.18
"142","2018-09-18",11.56
"143","2018-09-19",12.69
"144","2018-09-20",13.75
"145","2018-09-21",12.51
"146","2018-09-24",11.86
"147","2018-09-25",11.47
"148","2018-09-26",11.13
"149","2018-09-27",10.94
"150","2018-09-28",11.12
"151","2018-10-01",11.32
"152","2018-10-02",10.72
"153","2018-10-03",10.69
"154","2018-10-04",10.22
"155","2018-10-05",9.77
"156","2018-10-08",9.7
"157","2018-10-09",9.34
"158","2018-10-10",9.6
"159","2018-10-11",9.05
"160","2018-10-12",9.86
"161","2018-10-15",11.74
"162","2018-10-16",11.52
"163","2018-10-17",10.65
"164","2018-10-18",10.72
"165","2018-10-19",9.71
"166","2018-10-22",8.52
"167","2018-10-23",8.34
"168","2018-10-24",7.63
"169","2018-10-25",8.11
"170","2018-10-26",7.78
"171","2018-10-29",6.8
"172","2018-10-30",7.05
"173","2018-10-31",7.42
"174","2018-11-01",7.7
"175","2018-11-02",8.06
"176","2018-11-05",8.25
"177","2018-11-06",9.05
"178","2018-11-07",9.81
"179","2018-11-08",8.94
"180","2018-11-09",8.55
"181","2018-11-12",8.45
"182","2018-11-13",8.31
"183","2018-11-14",8.12
"184","2018-11-15",8.59
"185","2018-11-16",8.56
"186","2018-11-19",8.24
"187","2018-11-20",8.2
"188","2018-11-21",8.53
"189","2018-11-23",8.81
"190","2018-11-26",8.33
"191","2018-11-27",8.29
"192","2018-11-28",8.7
"193","2018-11-29",8.91
"194","2018-11-30",9.15
"195","2018-12-03",10.17
"196","2018-12-04",10.74
"197","2018-12-06",10.45
"198","2018-12-07",12.72
"199","2018-12-10",12.88
"200","2018-12-11",12.82
"201","2018-12-12",11.92
"202","2018-12-13",11.38
"203","2018-12-14",11.28
"204","2018-12-17",11.13
"205","2018-12-18",11.54
"206","2018-12-19",11.17
"207","2018-12-20",11.13
"208","2018-12-21",10.21
"209","2018-12-24",10.1
"210","2018-12-26",10.18
"211","2018-12-27",10.32
"212","2018-12-28",10.42
"213","2018-12-31",10.39
"214","2019-01-02",11.31
"215","2019-01-03",11.54
"216","2019-01-04",11.78
"217","2019-01-07",12.4
"218","2019-01-08",12.36
"219","2019-01-09",12.98
"220","2019-01-10",13.06
"221","2019-01-11",13.67
"222","2019-01-14",13.76
"223","2019-01-15",13.05
"224","2019-01-16",13.42
"225","2019-01-17",13.66
"226","2019-01-18",14.9
"227","2019-01-22",15.07
"228","2019-01-23",14.72
"229","2019-01-24",15.7
"230","2019-01-25",16.02
"231","2019-01-28",18.48
"232","2019-01-29",18.15
"233","2019-01-30",18.43
"234","2019-01-31",19.68
"235","2019-02-01",20.809999
"236","2019-02-04",23.25
"237","2019-02-05",21.83
"238","2019-02-06",19.65
"239","2019-02-07",21.42
"240","2019-02-08",19.549999
"241","2019-02-11",19.440001
"242","2019-02-12",19.67
"243","2019-02-13",20.450001
"244","2019-02-14",20.82
"245","2019-02-15",21.290001
"246","2019-02-19",21.610001
"247","2019-02-20",22.23
"248","2019-02-21",22.469999
"249","2019-02-22",21.92
"250","2019-02-25",20.25
"251","2019-02-26",21.639999
"252","2019-02-27",21.33
"253","2019-02-28",21.639999
"254","2019-03-01",21.709999
"255","2019-03-04",21.459999
"256","2019-03-05",23.700001
"257","2019-03-06",22.790001
"258","2019-03-07",22.309999
"259","2019-03-08",21.74
"260","2019-03-11",20.92
"261","2019-03-12",21.370001
"262","2019-03-13",21.139999
"263","2019-03-14",20.82
"264","2019-03-15",21
"265","2019-03-18",21.690001
"266","2019-03-19",21.48
"267","2019-03-20",21.26
"268","2019-03-21",20.540001
"269","2019-03-22",19.23
"270","2019-03-25",20.530001
"271","2019-03-26",20.24
"272","2019-03-27",18.24
"273","2019-03-28",18.84
"274","2019-03-29",18.43
"275","2019-04-01",18.610001
"276","2019-04-02",18.26
"277","2019-04-03",18.16
"278","2019-04-04",18.27
"279","2019-04-05",18.4
"280","2019-04-08",17.559999
"281","2019-04-09",17.700001
"282","2019-04-10",18.02
"283","2019-04-11",16.85
"284","2019-04-12",17.040001
"285","2019-04-15",15.78
"286","2019-04-16",15.79
"287","2019-04-17",15.92
"288","2019-04-18",15.75
"289","2019-04-22",16.860001
"290","2019-04-23",16.280001
"291","2019-04-24",16.59
"292","2019-04-25",16.52
"293","2019-04-26",17.16
"294","2019-04-29",17.01
"295","2019-04-30",17.16
"296","2019-05-01",17.059999
"297","2019-05-02",16.68
"298","2019-05-03",16.57
"299","2019-05-06",16.34
"300","2019-05-07",15.44
"301","2019-05-08",15.46
"302","2019-05-09",14.09
"303","2019-05-10",15.4
"304","2019-05-13",14.25
"305","2019-05-14",15.24
"306","2019-05-15",15.15
"307","2019-05-16",15.18
"308","2019-05-17",14.93
"309","2019-05-20",14.75
"310","2019-05-21",15.6
"311","2019-05-22",16.129999
"312","2019-05-23",15.37
"313","2019-05-24",15.38
"314","2019-05-28",15.65
"315","2019-05-29",15.24
"316","2019-05-30",14.9
"317","2019-05-31",14.08
"318","2019-06-03",13.58
"319","2019-06-04",14.42
"320","2019-06-05",15.99
"321","2019-06-06",15.77
"322","2019-06-07",15.94
"323","2019-06-10",17.389999
"324","2019-06-11",16.969999
"325","2019-06-12",17.1
"326","2019-06-13",16.360001
"327","2019-06-14",15.44
"328","2019-06-17",15.85
"329","2019-06-18",15.71
"330","2019-06-19",15.85
"331","2019-06-20",16.43
"332","2019-06-21",15.94
"333","2019-06-24",16.09
"334","2019-06-25",15.79
"335","2019-06-26",15.87
"336","2019-06-27",15.97
"337","2019-06-28",15.98
"338","2019-07-01",16.02
"339","2019-07-02",15.51
"340","2019-07-03",15.24
"341","2019-07-05",15.29
"342","2019-07-08",15.1
"343","2019-07-09",15.53
"344","2019-07-10",15.29
"345","2019-07-11",15.15
"346","2019-07-12",14.24
"347","2019-07-15",14.88
"348","2019-07-16",14.94
"349","2019-07-17",14.99
"350","2019-07-18",14.96
"351","2019-07-19",14.97
"352","2019-07-22",14.69
"353","2019-07-23",15.37
"354","2019-07-24",15.43
"355","2019-07-25",14.97
"356","2019-07-26",14.9
"357","2019-07-29",14.25
"358","2019-07-30",13.92
"359","2019-07-31",13.81
"360","2019-08-01",12.73
"361","2019-08-02",13.84
"362","2019-08-05",13.42
"363","2019-08-06",13.81
"364","2019-08-07",14.43
"365","2019-08-08",13.89
"366","2019-08-09",13.36
"367","2019-08-12",13.25
"368","2019-08-13",13.92
"369","2019-08-14",13.27
"370","2019-08-15",12.17
"371","2019-08-16",12.11
"372","2019-08-19",11.86
"373","2019-08-20",11.75
"374","2019-08-21",12
"375","2019-08-22",11.58
"376","2019-08-23",11.4
"377","2019-08-26",11.54
"378","2019-08-27",11.02
"379","2019-08-28",11.14
"380","2019-08-29",11.06
"381","2019-08-30",11.02
"382","2019-09-03",11.3
"383","2019-09-04",11.04
"384","2019-09-05",11.58
"385","2019-09-06",11.93
"386","2019-09-09",11.31
"387","2019-09-10",11.73
"388","2019-09-11",11.54
"389","2019-09-12",11.38
"390","2019-09-13",11.53
"391","2019-09-16",11.45
"392","2019-09-17",11.15
"393","2019-09-18",10.96
"394","2019-09-19",10.23
"395","2019-09-20",10.29
"396","2019-09-23",10.25
"397","2019-09-24",9.365
"398","2019-09-25",9.57
"399","2019-09-26",9.36
"400","2019-09-27",9.145
"401","2019-09-30",9.05
"402","2019-10-01",8.96
"403","2019-10-02",8.895
"404","2019-10-03",9.3
"405","2019-10-04",9.015
"406","2019-10-07",8.87
"407","2019-10-08",8.55
"408","2019-10-09",8.57
"409","2019-10-10",7.95
"410","2019-10-11",7.845
"411","2019-10-14",7.865
"412","2019-10-15",8.32
"413","2019-10-16",8.4
"414","2019-10-17",8.86
"415","2019-10-18",8.32
"416","2019-10-21",8.51
"417","2019-10-22",8.3
"418","2019-10-23",8.77
"419","2019-10-24",9.1
"420","2019-10-25",8.96
"421","2019-10-28",8.75
"422","2019-10-29",8.37
"423","2019-10-30",8.3
"424","2019-10-31",8.21
"425","2019-11-01",8.22
"426","2019-11-04",8.08
"427","2019-11-05",8.23
"428","2019-11-06",8.33
"429","2019-11-07",7.93
"430","2019-11-08",8.52
"431","2019-11-11",8.08
"432","2019-11-12",7.83
"433","2019-11-13",7.26
"434","2019-11-14",6.82
"435","2019-11-15",6.28
"436","2019-11-18",6.14
"437","2019-11-19",6.7
"438","2019-11-20",6.87
"439","2019-11-21",7.62
"440","2019-11-22",7.065
"441","2019-11-25",6.9
"442","2019-11-26",6.74
"443","2019-11-27",6.86
"444","2019-11-29",6.85
"445","2019-12-02",6.5
"446","2019-12-03",6.88
"447","2019-12-04",6.58
"448","2019-12-05",6.65
"449","2019-12-06",6.71
"450","2019-12-09",6.96
"451","2019-12-10",6.83
"452","2019-12-11",6.82
"453","2019-12-12",7.3
"454","2019-12-13",7.28
"455","2019-12-16",7.11
"456","2019-12-17",6.96
"457","2019-12-18",6.67
"458","2019-12-19",6.92
"459","2019-12-20",7
"460","2019-12-23",7.04
"461","2019-12-24",7.14
"462","2019-12-26",6.82
"463","2019-12-27",6.88
"464","2019-12-30",6.62
"465","2019-12-31",7.67
"466","2020-01-02",7.36
"467","2020-01-03",7.13
"468","2020-01-06",6.79
"469","2020-01-07",6.66
"470","2020-01-08",6.64
"471","2020-01-09",7.05
"472","2020-01-10",6.79
"473","2020-01-13",7.51
"474","2020-01-14",7.89
"475","2020-01-15",8.34
"476","2020-01-16",8.13
"477","2020-01-17",8.55
"478","2020-01-21",8.17
"479","2020-01-22",8.34
"480","2020-01-23",8.35
"481","2020-01-24",7.58
"482","2020-01-27",7.25
"483","2020-01-28",7.71
"484","2020-01-29",7.53
"485","2020-01-30",7.44
"486","2020-01-31",7.18
"487","2020-02-03",7.13
"488","2020-02-04",7.425
"489","2020-02-05",7.27
"490","2020-02-06",7.01
"491","2020-02-07",6.88
"492","2020-02-10",6.71
"493","2020-02-11",6.88
"494","2020-02-12",6.73
"495","2020-02-13",6.87
"496","2020-02-14",7.34
"497","2020-02-18",7.21
"498","2020-02-19",7.29
"499","2020-02-20",7.34
"500","2020-02-21",7.15
"501","2020-02-24",6.37
"502","2020-02-25",6.03
"503","2020-02-26",6.09
"504","2020-02-27",6.03
"505","2020-02-28",5.85
"506","2020-03-02",6.02
"507","2020-03-03",5.32
"508","2020-03-04",5.96
"509","2020-03-05",5.92
"510","2020-03-06",5.81
"511","2020-03-09",5.26
"512","2020-03-10",5.45
"513","2020-03-11",5.41
"514","2020-03-12",4.52
"515","2020-03-13",5.26
"516","2020-03-16",5.39
"517","2020-03-17",5.96
"518","2020-03-18",5.71
"519","2020-03-19",5.87
"520","2020-03-20",5.55
"521","2020-03-23",5.12
"522","2020-03-24",5.47
"523","2020-03-25",5.63
"524","2020-03-26",6.32
"525","2020-03-27",6.29
"526","2020-03-30",6.34
"527","2020-03-31",5.67
"528","2020-04-01",5.24
"529","2020-04-02",5.42
"530","2020-04-03",5.52
"531","2020-04-06",5.77
"532","2020-04-07",5.62
"533","2020-04-08",6.07
"534","2020-04-09",5.79
"535","2020-04-13",5.79
"536","2020-04-14",6.01
"537","2020-04-15",5.88
"538","2020-04-16",5.8
"539","2020-04-17",5.985
"540","2020-04-20",6.07
"541","2020-04-21",5.94
"542","2020-04-22",5.9
"543","2020-04-23",5.99
"544","2020-04-24",6.2
"545","2020-04-27",6.44
"546","2020-04-28",6.27
"547","2020-04-29",6.23
"548","2020-04-30",5.94
"549","2020-05-01",5.64
"550","2020-05-04",5.84
"551","2020-05-05",5.74
"552","2020-05-06",5.57
"553","2020-05-07",5.59
"554","2020-05-08",5.42
"555","2020-05-11",5.27
"556","2020-05-12",5.18
"557","2020-05-13",4.84
"558","2020-05-14",4.94
"559","2020-05-15",5.53
"560","2020-05-18",5.58
"561","2020-05-19",5.6
"562","2020-05-20",5.54
"563","2020-05-21",6.2
"564","2020-05-22",6.7
"565","2020-05-26",6.66
"566","2020-05-27",6.72
"567","2020-05-28",6.74
"568","2020-05-29",6.53
"569","2020-06-01",6.62
"570","2020-06-02",6.43
"571","2020-06-03",6.46
"572","2020-06-04",6.69
"573","2020-06-05",6.6
"574","2020-06-08",8.02
"575","2020-06-09",7.51
"576","2020-06-10",7.59
"577","2020-06-11",6.42
"578","2020-06-12",6.47
"579","2020-06-15",6.51
"580","2020-06-16",6.72
"581","2020-06-17",6.58
"582","2020-06-18",6.56
"583","2020-06-19",6.42
"584","2020-06-22",6.45
"585","2020-06-23",6.53
"586","2020-06-24",6.38
"587","2020-06-25",6.31
"588","2020-06-26",6
"589","2020-06-29",6.1
"590","2020-06-30",6.01
"591","2020-07-01",6.11
"592","2020-07-02",6.17
"593","2020-07-06",6.45
"594","2020-07-07",6.27
"595","2020-07-08",6.19
"596","2020-07-09",6.02
"597","2020-07-10",6.32
"598","2020-07-13",6.27
"599","2020-07-14",6.4
"600","2020-07-15",7.02
"601","2020-07-16",6.9
"602","2020-07-17",6.75
"603","2020-07-20",6.63
"604","2020-07-21",6.71
"605","2020-07-22",6.65
"606","2020-07-23",6.38
"607","2020-07-24",6.31
"608","2020-07-27",6.58
"609","2020-07-28",7.08
"610","2020-07-29",6.75
"611","2020-07-30",6.65
"612","2020-07-31",6.55
"613","2020-08-03",6.79
"614","2020-08-04",7.08
"615","2020-08-05",6.98
"616","2020-08-06",5.87
"617","2020-08-07",5.64
"618","2020-08-10",5.8
"619","2020-08-11",5.55
"620","2020-08-12",5.79
"621","2020-08-13",5.74
"622","2020-08-14",5.63
"623","2020-08-17",5.6
"624","2020-08-18",5.51
"625","2020-08-19",5.44
"626","2020-08-20",5.41
"627","2020-08-21",5.31
"628","2020-08-24",5.49
"629","2020-08-25",5.47
"630","2020-08-26",5.36
"631","2020-08-27",5.42
"632","2020-08-28",5.67
"633","2020-08-31",5.57
"634","2020-09-01",5.45
"635","2020-09-02",5.46
"636","2020-09-03",5.39
"637","2020-09-04",5.39
"638","2020-09-08",5.24
"639","2020-09-09",5.28
"640","2020-09-10",5.29
"641","2020-09-11",5.21
"642","2020-09-14",5.41
"643","2020-09-15",5.39
"644","2020-09-16",5.4
"645","2020-09-17",5.24
"646","2020-09-18",5.29
"647","2020-09-21",5.12
"648","2020-09-22",5.31
"649","2020-09-23",5.05
"650","2020-09-24",5.13
"651","2020-09-25",5.08
"652","2020-09-28",4.96
"653","2020-09-29",5.05
"654","2020-09-30",5.01
"655","2020-10-01",5
"656","2020-10-02",5.03
"657","2020-10-05",5.24
"658","2020-10-06",5.04
"659","2020-10-07",5.32
"660","2020-10-08",5.85
"661","2020-10-09",5.74
"662","2020-10-12",5.9
"663","2020-10-13",5.72
"664","2020-10-14",5.62
"665","2020-10-15",5.49
"666","2020-10-16",5.43
"667","2020-10-19",5.75
"668","2020-10-20",5.68
"669","2020-10-21",5.89
"670","2020-10-22",6.07
"671","2020-10-23",5.83
"672","2020-10-26",5.53
"673","2020-10-27",5.58
"674","2020-10-28",5.47
"675","2020-10-29",5.57
"676","2020-10-30",5.29
"677","2020-11-02",6.01
"678","2020-11-03",6.04
"679","2020-11-04",5.54
"680","2020-11-05",6.465
"681","2020-11-06",7.51
"682","2020-11-09",7.23
"683","2020-11-10",7.27
"684","2020-11-11",7.12
"685","2020-11-12",6.91
"686","2020-11-13",7.09
"687","2020-11-16",7.12
"688","2020-11-17",7.36
"689","2020-11-18",7.26
"690","2020-11-19",7.22
"691","2020-11-20",7.22
"692","2020-11-23",7.34
"693","2020-11-24",8.02
"694","2020-11-25",7.97
"695","2020-11-27",8.47
