"","date","GSUM"
"1001","2020-09-15",1.06
"1002","2020-09-16",1.09
"1003","2020-09-17",1.15
"1004","2020-09-18",1.17
"1005","2020-09-21",1.1
"1006","2020-09-22",1.12
"1007","2020-09-23",1.1
"1008","2020-09-24",1.08
"1009","2020-09-25",1.125
"1010","2020-09-28",1.19
"1011","2020-09-29",1.19
"1012","2020-09-30",1.21
"1013","2020-10-01",1.69
"1014","2020-10-02",1.85
"1015","2020-10-05",1.83
"1016","2020-10-06",1.79
"1017","2020-10-07",1.82
"1018","2020-10-08",1.8
"1019","2020-10-09",1.82
"1020","2020-10-12",1.79
"1021","2020-10-13",1.8
"1022","2020-10-14",1.79
"1023","2020-10-15",1.81
"1024","2020-10-16",1.8
"1025","2020-10-19",1.78
"1026","2020-10-20",1.78
"1027","2020-10-21",1.78
"1028","2020-10-22",1.8
"1029","2020-10-23",1.8
"1030","2020-10-26",1.78
"1031","2020-10-27",1.785
"1032","2020-10-28",1.78
"1033","2020-10-29",1.8
"1034","2020-10-30",1.8
"1035","2020-11-02",1.77
"1036","2020-11-03",1.77
"1037","2020-11-04",1.77
"1038","2020-11-05",1.79
"1039","2020-11-06",1.76
"1040","2020-11-09",1.76
"1041","2020-11-10",1.74
"1042","2020-11-11",1.75
"1043","2020-11-12",1.76
"1044","2020-11-13",1.75
"1045","2020-11-16",1.71
"1046","2020-11-17",1.7
"1047","2020-11-18",1.69
"1048","2020-11-19",1.666
"1049","2020-11-20",1.735
"1050","2020-11-23",1.72
"1051","2020-11-24",1.7
"1052","2020-11-25",1.74
"1053","2020-11-27",1.73
