"","date","NEWA"
"504","2019-07-30",5.86
"505","2019-07-31",5.825
"506","2019-08-01",5.55
"507","2019-08-02",5.56
"508","2019-08-05",5.655
"509","2019-08-06",5.58
"510","2019-08-07",5.57
"511","2019-08-08",5.64
"512","2019-08-09",5.64
"513","2019-08-12",5.64
"514","2019-08-13",6.9
"515","2019-08-14",6.4
"516","2019-08-15",6.096
"517","2019-08-16",6.03
"518","2019-08-19",6.3
"519","2019-08-20",6.331
"520","2019-08-21",6.42
"521","2019-08-22",6.4
"522","2019-08-23",6.35
"523","2019-08-26",6.1
"524","2019-08-27",6.2
"525","2019-08-28",6.34
"526","2019-08-29",6.2
"527","2019-08-30",6.07
"528","2019-09-03",6.2
"529","2019-09-04",6.07
"530","2019-09-05",6.08
"531","2019-09-06",6.08
"532","2019-09-09",6.13
"533","2019-09-10",6.275
"534","2019-09-11",6.29
"535","2019-09-12",6.225
"536","2019-09-13",6
"537","2019-09-16",6.27
"538","2019-09-17",6.2
"539","2019-09-18",6.18
"540","2019-09-19",6.22
"541","2019-09-20",6.32
"542","2019-09-23",6.17
"543","2019-09-24",6.33
"544","2019-09-25",6.33
"545","2019-09-26",6.27
"546","2019-09-27",6.272
"547","2019-09-30",6.272
"548","2019-10-01",6.175
"549","2019-10-02",6.14
"550","2019-10-03",6.076
"551","2019-10-04",6.11
"552","2019-10-07",6.24
"553","2019-10-08",6.09
"554","2019-10-09",6.2
"555","2019-10-10",6.38
"556","2019-10-11",6.284
"557","2019-10-14",6.22
"558","2019-10-15",6.25
"559","2019-10-16",6.22
"560","2019-10-17",6.267
"561","2019-10-18",6.26
"562","2019-10-21",6.26
"563","2019-10-22",6.295
"564","2019-10-23",6.325
"565","2019-10-24",6.35
"566","2019-10-25",6.43
"567","2019-10-28",6.44
"568","2019-10-29",6.45
"569","2019-10-30",6.321
"570","2019-10-31",6.28
"571","2019-11-01",6.284
"572","2019-11-04",6.34
"573","2019-11-05",6.26
"574","2019-11-06",6.26
"575","2019-11-07",6.19
"576","2019-11-08",5.88
"577","2019-11-11",5.935
"578","2019-11-12",5.99
"579","2019-11-13",5.863
"580","2019-11-14",5.99
"581","2019-11-15",5.833
"582","2019-11-18",5.79
"583","2019-11-19",5.98
"584","2019-11-20",5.82
"585","2019-11-21",5.63
"586","2019-11-22",5.78
"587","2019-11-25",5.95
"588","2019-11-26",5.7
"589","2019-11-27",5.62
"590","2019-11-29",5.62
"591","2019-12-02",5.4
"592","2019-12-03",5.2
"593","2019-12-04",4.832
"594","2019-12-05",3.86
"595","2019-12-06",4.042
"596","2019-12-09",4.25
"597","2019-12-10",4.356
"598","2019-12-11",4.15
"599","2019-12-12",4.205
"600","2019-12-13",4.099
"601","2019-12-16",4.37
"602","2019-12-17",4.31
"603","2019-12-18",4.31
"604","2019-12-19",4.146
"605","2019-12-20",4.07
"606","2019-12-23",3.37
"607","2019-12-24",3.38
"608","2019-12-26",3.44
"609","2019-12-27",3.4
"610","2019-12-30",3.225
"611","2019-12-31",3.1
"612","2020-01-02",3.131
"613","2020-01-03",3.174
"614","2020-01-06",3.227
"615","2020-01-07",3.32
"616","2020-01-08",3.896
"617","2020-01-09",3.82
"618","2020-01-10",4.1
"619","2020-01-13",3.93
"620","2020-01-14",3.88
"621","2020-01-15",3.98
"622","2020-01-16",4.144
"623","2020-01-17",4.05
"624","2020-01-21",4.01
"625","2020-01-22",4.16
"626","2020-01-23",4.16
"627","2020-01-24",3.935
"628","2020-01-27",3.88
"629","2020-01-28",3.815
"630","2020-01-29",3.79
"631","2020-01-30",3.73
"632","2020-01-31",3.79
"633","2020-02-03",3.59
"634","2020-02-04",3.7
"635","2020-02-05",3.56
"636","2020-02-06",3.64
"637","2020-02-07",3.7
"638","2020-02-10",3.7
"639","2020-02-11",3.7
"640","2020-02-12",3.78
"641","2020-02-13",3.77
"642","2020-02-14",3.69
"643","2020-02-18",3.57
"644","2020-02-19",3.67
"645","2020-02-20",3.67
"646","2020-02-21",3.63
"647","2020-02-24",3.67
"648","2020-02-25",3.58
"649","2020-02-26",3.53
"650","2020-02-27",3.38
"651","2020-02-28",3.291
"652","2020-03-02",3.07
"653","2020-03-03",3.002
"654","2020-03-04",3.152
"655","2020-03-05",3.121
"656","2020-03-06",2.1
"657","2020-03-09",2.33
"658","2020-03-10",2.35
"659","2020-03-11",2.2
"660","2020-03-12",2.108
"661","2020-03-13",2.21
"662","2020-03-16",2.25
"663","2020-03-17",2.2
"664","2020-03-18",2.06
"665","2020-03-19",2
"666","2020-03-20",1.865
"667","2020-03-23",1.4
"668","2020-03-24",1.805
"669","2020-03-25",1.875
"670","2020-03-26",2.17
"671","2020-03-27",2.146
"672","2020-03-30",2.24
"673","2020-03-31",2.18
"674","2020-04-01",2
"675","2020-04-02",2.2
"676","2020-04-03",2.1
"677","2020-04-06",2.29
"678","2020-04-07",2.35
"679","2020-04-08",2.27
"680","2020-04-09",2.304
"681","2020-04-13",2.166
"682","2020-04-14",2.19
"683","2020-04-15",2.34
"684","2020-04-16",2.34
"685","2020-04-17",2.34
"686","2020-04-20",2.304
"687","2020-04-21",2.4
"688","2020-04-22",2.55
"689","2020-04-23",2.39
"690","2020-04-24",2.271
"691","2020-04-27",2.27
"692","2020-04-28",2.16
"693","2020-04-29",2.258
"694","2020-04-30",2.35
"695","2020-05-01",2.22
"696","2020-05-04",2.21
"697","2020-05-05",2.28
"698","2020-05-06",2.27
"699","2020-05-07",2.23
"700","2020-05-08",2.211
"701","2020-05-11",2.12
"702","2020-05-12",2.543
"703","2020-05-13",2.55
"704","2020-05-14",2.56
"705","2020-05-15",2.466
"706","2020-05-18",2.5
"707","2020-05-19",2.7
"708","2020-05-20",2.55
"709","2020-05-21",2.59
"710","2020-05-22",2.59
"711","2020-05-26",2.53
"712","2020-05-27",2.48
"713","2020-05-28",2.53
"714","2020-05-29",2.48
"715","2020-06-01",2.55
"716","2020-06-02",2.55
"717","2020-06-03",2.52
"718","2020-06-04",2.49
"719","2020-06-05",2.525
"720","2020-06-08",2.578
"721","2020-06-09",2.54
"722","2020-06-10",2.66
"723","2020-06-11",2.601
"724","2020-06-12",3.14
"725","2020-06-15",2.72
"726","2020-06-16",3.274
"727","2020-06-17",3.19
"728","2020-06-18",4.14
"729","2020-06-19",4.47
"730","2020-06-22",4.46
"731","2020-06-23",4.39
"732","2020-06-24",4.56
"733","2020-06-25",4.39
"734","2020-06-26",4.5
"735","2020-06-29",4.03
"736","2020-06-30",3.657
"737","2020-07-01",3.95
"738","2020-07-02",3.87
"739","2020-07-06",3.745
"740","2020-07-07",3.51
"741","2020-07-08",3.7
"742","2020-07-09",3.65
"743","2020-07-10",3.58
"744","2020-07-13",3.18
"745","2020-07-14",3.07
"746","2020-07-15",3.39
"747","2020-07-16",3.869
"748","2020-07-17",3.83
"749","2020-07-20",3.97
"750","2020-07-21",3.98
"751","2020-07-22",3.523
"752","2020-07-23",3.66
"753","2020-07-24",3.337
"754","2020-07-27",3.28
"755","2020-07-28",3.45
"756","2020-07-29",3.42
"757","2020-07-30",3.297
"758","2020-07-31",3.17
"759","2020-08-03",3.44
"760","2020-08-04",3.43
"761","2020-08-05",3.61
"762","2020-08-06",3.79
"763","2020-08-07",3.74
"764","2020-08-10",3.93
"765","2020-08-11",3.92
"766","2020-08-12",3.85
"767","2020-08-13",3.98
"768","2020-08-14",3.88
"769","2020-08-17",3.897
"770","2020-08-18",3.91
"771","2020-08-19",3.91
"772","2020-08-20",3.801
"773","2020-08-21",3.82
"774","2020-08-24",3.755
"775","2020-08-25",3.79
"776","2020-08-26",3.79
"777","2020-08-27",3.777
"778","2020-08-28",3.74
"779","2020-08-31",3.77
"780","2020-09-01",3.77
"781","2020-09-02",3.77
"782","2020-09-03",3.74
"783","2020-09-04",3.677
"784","2020-09-08",3.677
"785","2020-09-09",3.677
"786","2020-09-10",3.6
"787","2020-09-11",3.61
"788","2020-09-14",3.61
"789","2020-09-15",3.61
"790","2020-09-16",3.61
"791","2020-09-17",3.6
"792","2020-09-18",3.78
"793","2020-09-21",3.79
"794","2020-09-22",3.68
"795","2020-09-23",3.439
"796","2020-09-24",3.7
"797","2020-09-25",3.444
"798","2020-09-28",3.65
"799","2020-09-29",3.24
"800","2020-09-30",3.49
"801","2020-10-01",3.38
"802","2020-10-02",3.47
"803","2020-10-05",3.479
"804","2020-10-06",3.5
"805","2020-10-07",3.46
"806","2020-10-08",3.54
"807","2020-10-09",3.49
"808","2020-10-12",3.485
"809","2020-10-13",3.5
"810","2020-10-14",3.47
"811","2020-10-15",3.6
"812","2020-10-16",3.6
"813","2020-10-19",3.53
"814","2020-10-20",3.54
"815","2020-10-21",3.54
"816","2020-10-22",3.56
"817","2020-10-23",3.68
"818","2020-10-26",3.58
"819","2020-10-27",3.57
"820","2020-10-28",3.64
"821","2020-10-29",3.64
"822","2020-10-30",3.64
"823","2020-11-02",3.6
"824","2020-11-03",3.58
"825","2020-11-04",3.42
"826","2020-11-05",3.42
"827","2020-11-06",3.513
"828","2020-11-09",3.555
"829","2020-11-10",3.42
"830","2020-11-11",3.45
"831","2020-11-12",3.52
"832","2020-11-13",3.59
"833","2020-11-16",3.5
"834","2020-11-17",3.48
"835","2020-11-18",3.5
"836","2020-11-19",3.51
"837","2020-11-20",3.5
"838","2020-11-23",3.533
"839","2020-11-24",3.53
"840","2020-11-25",3.53
"841","2020-11-27",3.53
