"","date","ENTX"
"153","2019-02-06",4.17
"154","2019-02-07",4.152
"155","2019-02-08",4.21
"156","2019-02-11",4.84
"157","2019-02-12",4.6
"158","2019-02-13",4.8
"159","2019-02-14",4.76
"160","2019-02-15",4.75
"161","2019-02-19",4.483
"162","2019-02-20",4.45
"163","2019-02-21",4.12
"164","2019-02-22",4.54
"165","2019-02-25",4.48
"166","2019-02-26",4.34
"167","2019-02-27",4.33
"168","2019-02-28",4.35
"169","2019-03-01",4.43
"170","2019-03-04",4.4
"171","2019-03-05",4.309
"172","2019-03-06",4.28
"173","2019-03-07",4.11
"174","2019-03-08",4.5
"175","2019-03-11",4.31
"176","2019-03-12",4.46
"177","2019-03-13",4.39
"178","2019-03-14",4.39
"179","2019-03-15",4.29
"180","2019-03-18",4.13
"181","2019-03-19",4.15
"182","2019-03-20",4.19
"183","2019-03-21",4.23
"184","2019-03-22",4.23
"185","2019-03-25",3.8
"186","2019-03-26",3.99
"187","2019-03-27",4.15
"188","2019-03-28",4.325
"189","2019-03-29",4.325
"190","2019-04-01",4.35
"191","2019-04-02",4.27
"192","2019-04-03",4.1
"193","2019-04-04",4.1
"194","2019-04-05",3.9
"195","2019-04-08",4.2
"196","2019-04-09",4.2
"197","2019-04-10",4.21
"198","2019-04-11",4.27
"199","2019-04-12",4.23
"200","2019-04-15",4.21
"201","2019-04-16",4.3
"202","2019-04-17",4.27
"203","2019-04-18",4.2
"204","2019-04-22",4.29
"205","2019-04-23",4.27
"206","2019-04-24",4.276
"207","2019-04-25",4.33
"208","2019-04-26",4.33
"209","2019-04-29",4.33
"210","2019-04-30",4.4
"211","2019-05-01",4.35
"212","2019-05-02",4.35
"213","2019-05-03",4.05
"214","2019-05-06",3.978
"215","2019-05-07",3.978
"216","2019-05-08",3.994
"217","2019-05-09",4.1
"218","2019-05-10",4.1
"219","2019-05-13",3.9
"220","2019-05-14",4.031
"221","2019-05-15",4.031
"222","2019-05-16",4.031
"223","2019-05-17",3.99
"224","2019-05-20",3.98
"225","2019-05-21",3.8
"226","2019-05-22",3.82
"227","2019-05-23",3.69
"228","2019-05-24",2.925
"229","2019-05-28",2.98
"230","2019-05-29",3.2
"231","2019-05-30",3.39
"232","2019-05-31",3.45
"233","2019-06-03",3.4
"234","2019-06-04",3.4
"235","2019-06-05",3.55
"236","2019-06-06",3.65
"237","2019-06-07",3.82
"238","2019-06-10",3.82
"239","2019-06-11",3.9
"240","2019-06-12",3.61
"241","2019-06-13",3.8
"242","2019-06-14",3.87
"243","2019-06-17",3.8
"244","2019-06-18",3.73
"245","2019-06-19",3.81
"246","2019-06-20",3.77
"247","2019-06-21",3.75
"248","2019-06-24",3.63
"249","2019-06-25",3.27
"250","2019-06-26",3.28
"251","2019-06-27",3.51
"252","2019-06-28",3.43
"253","2019-07-01",3.39
"254","2019-07-02",3.36
"255","2019-07-03",3.36
"256","2019-07-05",3.28
"257","2019-07-08",3
"258","2019-07-09",2.97
"259","2019-07-10",2.93
"260","2019-07-11",2.94
"261","2019-07-12",3.25
"262","2019-07-15",3.29
"263","2019-07-16",3.29
"264","2019-07-17",3.29
"265","2019-07-18",3.59
"266","2019-07-19",3.65
"267","2019-07-22",3.75
"268","2019-07-23",3.75
"269","2019-07-24",3.75
"270","2019-07-25",3.75
"271","2019-07-26",3.75
"272","2019-07-29",3.3
"273","2019-07-30",3.29
"274","2019-07-31",3.27
"275","2019-08-01",3.1
"276","2019-08-02",2.91
"277","2019-08-05",2.75
"278","2019-08-06",2.85
"279","2019-08-07",2.5
"280","2019-08-08",2.65
"281","2019-08-09",2.9
"282","2019-08-12",2.44
"283","2019-08-13",2.42
"284","2019-08-14",2.11
"285","2019-08-15",2.6
"286","2019-08-16",2.57
"287","2019-08-19",2.697
"288","2019-08-20",2.8
"289","2019-08-21",2.94
"290","2019-08-22",2.69
"291","2019-08-23",2.77
"292","2019-08-26",2.8
"293","2019-08-27",2.75
"294","2019-08-28",2.75
"295","2019-08-29",2.75
"296","2019-08-30",2.6
"297","2019-09-03",2.678
"298","2019-09-04",2.8
"299","2019-09-05",2.8
"300","2019-09-06",2.8
"301","2019-09-09",2.77
"302","2019-09-10",2.77
"303","2019-09-11",2.75
"304","2019-09-12",2.65
"305","2019-09-13",2.65
"306","2019-09-16",2.65
"307","2019-09-17",2.52
"308","2019-09-18",2.575
"309","2019-09-19",2.59
"310","2019-09-20",2.55
"311","2019-09-23",2.6
"312","2019-09-24",2.31
"313","2019-09-25",2.45
"314","2019-09-26",2.49
"315","2019-09-27",2.49
"316","2019-09-30",2.49
"317","2019-10-01",2.5
"318","2019-10-02",2.5
"319","2019-10-03",2.49
"320","2019-10-04",2.49
"321","2019-10-07",2.25
"322","2019-10-08",2.25
"323","2019-10-09",2.07
"324","2019-10-10",1.99
"325","2019-10-11",2.61
"326","2019-10-14",2.97
"327","2019-10-15",2.88
"328","2019-10-16",2.322
"329","2019-10-17",2.325
"330","2019-10-18",2.32
"331","2019-10-21",2.35
"332","2019-10-22",2.355
"333","2019-10-23",2.355
"334","2019-10-24",2.665
"335","2019-10-25",2.665
"336","2019-10-28",2.665
"337","2019-10-29",2.365
"338","2019-10-30",2.06
"339","2019-10-31",2.43
"340","2019-11-01",2.43
"341","2019-11-04",2.403
"342","2019-11-05",2.4
"343","2019-11-06",2.4
"344","2019-11-07",2.46
"345","2019-11-08",2.41
"346","2019-11-11",2.419
"347","2019-11-12",2.31
"348","2019-11-13",2.43
"349","2019-11-14",2.475
"350","2019-11-15",2.475
"351","2019-11-18",2.526
"352","2019-11-19",2.51
"353","2019-11-20",2.5
"354","2019-11-21",2.45
"355","2019-11-22",2.37
"356","2019-11-25",2.22
"357","2019-11-26",2.25
"358","2019-11-27",2.24
"359","2019-11-29",2.25
"360","2019-12-02",2.14
"361","2019-12-03",2.195
"362","2019-12-04",2.19
"363","2019-12-05",2.09
"364","2019-12-06",2.25
"365","2019-12-09",2.04
"366","2019-12-10",2.04
"367","2019-12-11",1.84
"368","2019-12-12",1.88
"369","2019-12-13",2.24
"370","2019-12-16",2.037
"371","2019-12-17",2.25
"372","2019-12-18",2.07
"373","2019-12-19",2.047
"374","2019-12-20",1.98
"375","2019-12-23",1.95
"376","2019-12-24",2.254
"377","2019-12-26",2.01
"378","2019-12-27",2.01
"379","2019-12-30",2.05
"380","2019-12-31",2.14
"381","2020-01-02",2.158
"382","2020-01-03",2.13
"383","2020-01-06",2.09
"384","2020-01-07",2.36
"385","2020-01-08",2.25
"386","2020-01-09",2.65
"387","2020-01-10",2.76
"388","2020-01-13",2.729
"389","2020-01-14",2.78
"390","2020-01-15",2.8
"391","2020-01-16",2.765
"392","2020-01-17",2.85
"393","2020-01-21",2.81
"394","2020-01-22",2.86
"395","2020-01-23",3.05
"396","2020-01-24",3.152
"397","2020-01-27",3.039
"398","2020-01-28",3.186
"399","2020-01-29",3.04
"400","2020-01-30",3.111
"401","2020-01-31",3.15
"402","2020-02-03",3.2
"403","2020-02-04",3.12
"404","2020-02-05",3.3
"405","2020-02-06",3.155
"406","2020-02-07",3.3
"407","2020-02-10",3.3
"408","2020-02-11",3.34
"409","2020-02-12",3.26
"410","2020-02-13",3.3
"411","2020-02-14",3.15
"412","2020-02-18",3.08
"413","2020-02-19",3.141
"414","2020-02-20",3.141
"415","2020-02-21",3.2
"416","2020-02-24",3.15
"417","2020-02-25",2.915
"418","2020-02-26",2.855
"419","2020-02-27",3.19
"420","2020-02-28",3.14
"421","2020-03-02",3.15
"422","2020-03-03",3.15
"423","2020-03-04",2.74
"424","2020-03-05",2.84
"425","2020-03-06",2.75
"426","2020-03-09",2.75
"427","2020-03-10",2.85
"428","2020-03-11",2.78
"429","2020-03-12",2.5
"430","2020-03-13",2.49
"431","2020-03-16",2.14
"432","2020-03-17",2.04
"433","2020-03-18",1.6
"434","2020-03-19",2
"435","2020-03-20",2.05
"436","2020-03-23",2.05
"437","2020-03-24",2.18
"438","2020-03-25",2.34
"439","2020-03-26",2.367
"440","2020-03-27",2.367
"441","2020-03-30",2.058
"442","2020-03-31",2.058
"443","2020-04-01",2.058
"444","2020-04-02",1.95
"445","2020-04-03",1.8
"446","2020-04-06",1.71
"447","2020-04-07",1.83
"448","2020-04-08",1.9
"449","2020-04-09",2.139
"450","2020-04-13",2.01
"451","2020-04-14",2.27
"452","2020-04-15",2.34
"453","2020-04-16",2.34
"454","2020-04-17",1.98
"455","2020-04-20",1.98
"456","2020-04-21",1.931
"457","2020-04-22",1.86
"458","2020-04-23",1.77
"459","2020-04-24",1.962
"460","2020-04-27",2.299
"461","2020-04-28",2.28
"462","2020-04-29",2.28
"463","2020-04-30",2.28
"464","2020-05-01",2
"465","2020-05-04",1.9
"466","2020-05-05",1.798
"467","2020-05-06",1.8
"468","2020-05-07",2.04
"469","2020-05-08",2.14
"470","2020-05-11",2.2
"471","2020-05-12",2.265
"472","2020-05-13",2.36
"473","2020-05-14",2.22
"474","2020-05-15",2.23
"475","2020-05-18",2.78
"476","2020-05-19",3.01
"477","2020-05-20",2.702
"478","2020-05-21",2.08
"479","2020-05-22",2.04
"480","2020-05-26",2.12
"481","2020-05-27",2
"482","2020-05-28",2
"483","2020-05-29",1.92
"484","2020-06-01",1.95
"485","2020-06-02",1.934
"486","2020-06-03",1.9
"487","2020-06-04",1.939
"488","2020-06-05",1.98
"489","2020-06-08",2.015
"490","2020-06-09",2.02
"491","2020-06-10",1.96
"492","2020-06-11",1.938
"493","2020-06-12",1.87
"494","2020-06-15",1.86
"495","2020-06-16",1.92
"496","2020-06-17",1.9
"497","2020-06-18",1.88
"498","2020-06-19",1.86
"499","2020-06-22",1.92
"500","2020-06-23",1.87
"501","2020-06-24",1.95
"502","2020-06-25",1.91
"503","2020-06-26",1.9
"504","2020-06-29",1.87
"505","2020-06-30",1.84
"506","2020-07-01",1.71
"507","2020-07-02",1.76
"508","2020-07-06",1.84
"509","2020-07-07",1.9
"510","2020-07-08",1.8
"511","2020-07-09",1.8
"512","2020-07-10",1.76
"513","2020-07-13",1.85
"514","2020-07-14",1.79
"515","2020-07-15",1.91
"516","2020-07-16",1.84
"517","2020-07-17",1.88
"518","2020-07-20",1.98
"519","2020-07-21",1.92
"520","2020-07-22",1.91
"521","2020-07-23",2.2
"522","2020-07-24",2.02
"523","2020-07-27",1.8
"524","2020-07-28",1.77
"525","2020-07-29",1.8
"526","2020-07-30",1.74
"527","2020-07-31",1.69
"528","2020-08-03",1.65
"529","2020-08-04",1.75
"530","2020-08-05",1.71
"531","2020-08-06",1.7
"532","2020-08-07",1.69
"533","2020-08-10",1.67
"534","2020-08-11",1.68
"535","2020-08-12",1.59
"536","2020-08-13",1.55
"537","2020-08-14",1.44
"538","2020-08-17",1.53
"539","2020-08-18",1.46
"540","2020-08-19",1.4
"541","2020-08-20",1.48
"542","2020-08-21",1.37
"543","2020-08-24",1.34
"544","2020-08-25",1.31
"545","2020-08-26",1.31
"546","2020-08-27",1.33
"547","2020-08-28",1.33
"548","2020-08-31",1.28
"549","2020-09-01",1.12
"550","2020-09-02",1.11
"551","2020-09-03",1.13
"552","2020-09-04",1.07
"553","2020-09-08",1.05
"554","2020-09-09",1.06
"555","2020-09-10",1.13
"556","2020-09-11",1.07
"557","2020-09-14",1.07
"558","2020-09-15",1.11
"559","2020-09-16",1.06
"560","2020-09-17",1.33
"561","2020-09-18",1.25
"562","2020-09-21",1.33
"563","2020-09-22",1.32
"564","2020-09-23",1.3
"565","2020-09-24",1.23
"566","2020-09-25",1.28
"567","2020-09-28",1.27
"568","2020-09-29",1.25
"569","2020-09-30",1.24
"570","2020-10-01",1.22
"571","2020-10-02",1.24
"572","2020-10-05",1.2
"573","2020-10-06",1.15
"574","2020-10-07",1.15
"575","2020-10-08",1.17
"576","2020-10-09",1.17
"577","2020-10-12",1.16
"578","2020-10-13",1.14
"579","2020-10-14",1.14
"580","2020-10-15",1.14
"581","2020-10-16",1.11
"582","2020-10-19",1.11
"583","2020-10-20",1.08
"584","2020-10-21",1.11
"585","2020-10-22",1.08
"586","2020-10-23",1.1
"587","2020-10-26",1.125
"588","2020-10-27",1.08
"589","2020-10-28",1.04
"590","2020-10-29",1.1
"591","2020-10-30",1.04
"592","2020-11-02",1.065
"593","2020-11-03",1.085
"594","2020-11-04",1.08
"595","2020-11-05",1.06
"596","2020-11-06",1.125
"597","2020-11-09",1.12
"598","2020-11-10",1.11
"599","2020-11-11",1.09
"600","2020-11-12",1.095
"601","2020-11-13",1.045
"602","2020-11-16",1.11
"603","2020-11-17",1.12
"604","2020-11-18",1.115
"605","2020-11-19",1.07
"606","2020-11-20",1.07
"607","2020-11-23",1.05
"608","2020-11-24",1.05
"609","2020-11-25",1.049
"610","2020-11-27",1.06
