"","date","ANIX"
"315","2008-04-03",23.75
"316","2008-04-04",24.5
"317","2008-04-07",25
"318","2008-04-08",24.75
"319","2008-04-09",25.75
"320","2008-04-10",27.25
"321","2008-04-11",32
"322","2008-04-14",31.25
"323","2008-04-15",28.75
"324","2008-04-16",29.5
"325","2008-04-17",28
"326","2008-04-18",29.5
"327","2008-04-21",27
"328","2008-04-22",26.25
"329","2008-04-23",26.25
"330","2008-04-24",23.75
"331","2008-04-25",25.25
"332","2008-04-28",25
"333","2008-04-29",25.75
"334","2008-04-30",25.25
"335","2008-05-01",27
"336","2008-05-02",28
"337","2008-05-05",25.75
"338","2008-05-06",25
"339","2008-05-07",25
"340","2008-05-08",26
"341","2008-05-09",25
"342","2008-05-12",25.5
"343","2008-05-13",25
"344","2008-05-14",24.25
"345","2008-05-15",24
"346","2008-05-16",24
"347","2008-05-19",24.25
"348","2008-05-20",24
"349","2008-05-21",23.75
"350","2008-05-22",23.75
"351","2008-05-23",23.75
"352","2008-05-27",22.75
"353","2008-05-28",22.75
"354","2008-05-29",22.5
"355","2008-05-30",22.75
"356","2008-06-02",22
"357","2008-06-03",22.5
"358","2008-06-04",21.75
"359","2008-06-05",22.5
"360","2008-06-06",22.5
"361","2008-06-09",21.75
"362","2008-06-10",22.25
"363","2008-06-11",23
"364","2008-06-12",23
"365","2008-06-13",23.25
"366","2008-06-16",23
"367","2008-06-17",21.75
"368","2008-06-18",21.25
"369","2008-06-19",20
"370","2008-06-20",20.25
"371","2008-06-23",19
"372","2008-06-24",20.25
"373","2008-06-25",19.75
"374","2008-06-26",19
"375","2008-06-27",19.25
"376","2008-06-30",18.75
"377","2008-07-01",18.25
"378","2008-07-02",17.5
"379","2008-07-03",17.5
"380","2008-07-07",16.75
"381","2008-07-08",17.5
"382","2008-07-09",17.5
"383","2008-07-10",17.5
"384","2008-07-11",17
"385","2008-07-14",16.25
"386","2008-07-15",17
"387","2008-07-16",17.5
"388","2008-07-17",18
"389","2008-07-18",18
"390","2008-07-21",17.5
"391","2008-07-22",17
"392","2008-07-23",18
"393","2008-07-24",17.75
"394","2008-07-25",18.75
"395","2008-07-28",18.25
"396","2008-07-29",19
"397","2008-07-30",18.75
"398","2008-07-31",18.75
"399","2008-08-01",19.75
"400","2008-08-04",21.25
"401","2008-08-05",22.25
"402","2008-08-06",22.75
"403","2008-08-07",23.5
"404","2008-08-08",22.75
"405","2008-08-11",22.75
"406","2008-08-12",22.75
"407","2008-08-13",21.5
"408","2008-08-14",22.5
"409","2008-08-15",22
"410","2008-08-18",22.25
"411","2008-08-19",21.25
"412","2008-08-20",22
"413","2008-08-21",21.25
"414","2008-08-22",20.25
"415","2008-08-25",22.5
"416","2008-08-26",21
"417","2008-08-27",22.5
"418","2008-08-28",20
"419","2008-08-29",17.5
"420","2008-09-02",18.5
"421","2008-09-03",19.75
"422","2008-09-04",20
"423","2008-09-05",18
"424","2008-09-08",20.25
"425","2008-09-09",18.75
"426","2008-09-10",19
"427","2008-09-11",18.75
"428","2008-09-12",18
"429","2008-09-15",17.5
"430","2008-09-16",18
"431","2008-09-17",17.5
"432","2008-09-18",15.5
"433","2008-09-19",15.5
"434","2008-09-22",16.25
"435","2008-09-23",15.5
"436","2008-09-24",16.25
"437","2008-09-25",15.75
"438","2008-09-26",16.25
"439","2008-09-29",15
"440","2008-09-30",15.25
"441","2008-10-01",16.25
"442","2008-10-02",16
"443","2008-10-03",15
"444","2008-10-06",14.5
"445","2008-10-07",13.75
"446","2008-10-08",11.5
"447","2008-10-09",11.5
"448","2008-10-10",11.75
"449","2008-10-13",12
"450","2008-10-14",11.5
"451","2008-10-15",10.75
"452","2008-10-16",11.25
"453","2008-10-17",11
"454","2008-10-20",11.25
"455","2008-10-21",11.5
"456","2008-10-22",13.25
"457","2008-10-23",13
"458","2008-10-24",12.5
"459","2008-10-27",12
"460","2008-10-28",11.5
"461","2008-10-29",12.75
"462","2008-10-30",12.5
"463","2008-10-31",12
"464","2008-11-03",12
"465","2008-11-04",12.5
"466","2008-11-05",12.25
"467","2008-11-06",12
"468","2008-11-07",11.25
"469","2008-11-10",11.25
"470","2008-11-11",11.75
"471","2008-11-12",11.5
"472","2008-11-13",11
"473","2008-11-14",11
"474","2008-11-17",10
"475","2008-11-18",10.75
"476","2008-11-19",10.25
"477","2008-11-20",9.5
"478","2008-11-21",9
"479","2008-11-24",9.5
"480","2008-11-25",8.75
"481","2008-11-26",7.75
"482","2008-11-28",8.5
"483","2008-12-01",8
"484","2008-12-02",7.5
"485","2008-12-03",8.25
"486","2008-12-04",8.5
"487","2008-12-05",7.75
"488","2008-12-08",7.25
"489","2008-12-09",7.25
"490","2008-12-10",7.75
"491","2008-12-11",7.75
"492","2008-12-12",7.5
"493","2008-12-15",6.5
"494","2008-12-16",6.25
"495","2008-12-17",7.75
"496","2008-12-18",8
"497","2008-12-19",9
"498","2008-12-22",10.25
"499","2008-12-23",10.75
"500","2008-12-24",11
"501","2008-12-26",11.75
"502","2008-12-29",9.25
"503","2008-12-30",7.75
"504","2008-12-31",10.75
"505","2009-01-02",9.75
"506","2009-01-05",9.75
"507","2009-01-06",9.75
"508","2009-01-07",8.75
"509","2009-01-08",10.75
"510","2009-01-09",10
"511","2009-01-12",8.75
"512","2009-01-13",8.75
"513","2009-01-14",8.75
"514","2009-01-15",8.75
"515","2009-01-16",8
"516","2009-01-20",7.75
"517","2009-01-21",8.25
"518","2009-01-22",8
"519","2009-01-23",7.5
"520","2009-01-26",7.5
"521","2009-01-27",7.75
"522","2009-01-28",8
"523","2009-01-29",7.75
"524","2009-01-30",7.75
"525","2009-02-02",7
"526","2009-02-03",7.5
"527","2009-02-04",7.5
"528","2009-02-05",7
"529","2009-02-06",8
"530","2009-02-09",8
"531","2009-02-10",8
"532","2009-02-11",8
"533","2009-02-12",7.75
"534","2009-02-13",7.5
"535","2009-02-17",7.5
"536","2009-02-18",7
"537","2009-02-19",6.5
"538","2009-02-20",6.25
"539","2009-02-23",5.5
"540","2009-02-24",4.75
"541","2009-02-25",6.25
"542","2009-02-26",6
"543","2009-02-27",6.75
"544","2009-03-02",6.5
"545","2009-03-03",6.25
"546","2009-03-04",7.25
"547","2009-03-05",6
"548","2009-03-06",6.25
"549","2009-03-09",6.25
"550","2009-03-10",6.25
"551","2009-03-11",6
"552","2009-03-12",6
"553","2009-03-13",6.25
"554","2009-03-16",5.75
"555","2009-03-17",5.75
"556","2009-03-18",5.5
"557","2009-03-19",5.5
"558","2009-03-20",5.75
"559","2009-03-23",6.5
"560","2009-03-24",6.25
"561","2009-03-25",6.25
"562","2009-03-26",6
"563","2009-03-27",6.75
"564","2009-03-30",6.25
"565","2009-03-31",6.5
"566","2009-04-01",6.25
"567","2009-04-02",6.5
"568","2009-04-03",6.75
"569","2009-04-06",6.25
"570","2009-04-07",6.25
"571","2009-04-08",6.25
"572","2009-04-09",6.75
"573","2009-04-13",9.5
"574","2009-04-14",7.5
"575","2009-04-15",8.25
"576","2009-04-16",7.5
"577","2009-04-17",8
"578","2009-04-20",7.5
"579","2009-04-21",7.5
"580","2009-04-22",7
"581","2009-04-23",7.25
"582","2009-04-24",7.5
"583","2009-04-27",7.25
"584","2009-04-28",7
"585","2009-04-29",7.25
"586","2009-04-30",7.25
"587","2009-05-01",7.25
"588","2009-05-04",7.25
"589","2009-05-05",8.25
"590","2009-05-06",9
"591","2009-05-07",9.5
"592","2009-05-08",9.75
"593","2009-05-11",9.25
"594","2009-05-12",8.5
"595","2009-05-13",8.5
"596","2009-05-14",7.75
"597","2009-05-15",7.75
"598","2009-05-18",8.75
"599","2009-05-19",8.5
"600","2009-05-20",8
"601","2009-05-21",7.5
"602","2009-05-22",7.5
"603","2009-05-26",7.5
"604","2009-05-27",7
"605","2009-05-28",7.75
"606","2009-05-29",7
"607","2009-06-01",7.75
"608","2009-06-02",7.5
"609","2009-06-03",8
"610","2009-06-04",8
"611","2009-06-05",8.25
"612","2009-06-08",9
"613","2009-06-09",8.75
"614","2009-06-10",9
"615","2009-06-11",9.5
"616","2009-06-12",9.5
"617","2009-06-15",9.25
"618","2009-06-16",9.75
"619","2009-06-17",9.75
"620","2009-06-18",9.25
"621","2009-06-19",9.5
"622","2009-06-22",10.5
"623","2009-06-23",10
"624","2009-06-24",10.25
"625","2009-06-25",10
"626","2009-06-26",10
"627","2009-06-29",9.75
"628","2009-06-30",9.75
"629","2009-07-01",9.5
"630","2009-07-02",9.5
"631","2009-07-06",8.75
"632","2009-07-07",9
"633","2009-07-08",8.25
"634","2009-07-09",8.5
"635","2009-07-10",8.75
"636","2009-07-13",8.75
"637","2009-07-14",8.25
"638","2009-07-15",7.75
"639","2009-07-16",8
"640","2009-07-17",8.25
"641","2009-07-20",7.75
"642","2009-07-21",8.25
"643","2009-07-22",8.25
"644","2009-07-23",8
"645","2009-07-24",7.75
"646","2009-07-27",8
"647","2009-07-28",7.75
"648","2009-07-29",7.75
"649","2009-07-30",7.75
"650","2009-07-31",8.75
"651","2009-08-03",9
"652","2009-08-04",9.25
"653","2009-08-05",10
"654","2009-08-06",9.75
"655","2009-08-07",9.75
"656","2009-08-10",8.5
"657","2009-08-11",9
"658","2009-08-12",9.5
"659","2009-08-13",9
"660","2009-08-14",9.25
"661","2009-08-17",9.25
"662","2009-08-18",9.25
"663","2009-08-19",9.25
"664","2009-08-20",9.25
"665","2009-08-21",9.75
"666","2009-08-24",12
"667","2009-08-25",13.75
"668","2009-08-26",13.75
"669","2009-08-27",13.25
"670","2009-08-28",13.25
"671","2009-08-31",14
"672","2009-09-01",16.5
"673","2009-09-02",16.25
"674","2009-09-03",18.25
"675","2009-09-04",18.25
"676","2009-09-08",21.25
"677","2009-09-09",27.5
"678","2009-09-10",24.75
"679","2009-09-11",21.75
"680","2009-09-14",22.75
"681","2009-09-15",20.25
"682","2009-09-16",22
"683","2009-09-17",20.75
"684","2009-09-18",20.5
"685","2009-09-21",20.5
"686","2009-09-22",20.75
"687","2009-09-23",20.5
"688","2009-09-24",21
"689","2009-09-25",22
"690","2009-09-28",21.5
"691","2009-09-29",22.25
"692","2009-09-30",21.25
"693","2009-10-01",22.5
"694","2009-10-02",22.5
"695","2009-10-05",23
"696","2009-10-06",22.5
"697","2009-10-07",22.75
"698","2009-10-08",23
"699","2009-10-09",23.75
"700","2009-10-12",24
"701","2009-10-13",24.25
"702","2009-10-14",25
"703","2009-10-15",24.75
"704","2009-10-16",24.5
"705","2009-10-19",23.75
"706","2009-10-20",23.5
"707","2009-10-21",22.5
"708","2009-10-22",22
"709","2009-10-23",21.25
"710","2009-10-26",21.5
"711","2009-10-27",19
"712","2009-10-28",19.25
"713","2009-10-29",15.25
"714","2009-10-30",14.75
"715","2009-11-02",15.5
"716","2009-11-03",15.75
"717","2009-11-04",16.75
"718","2009-11-05",17.5
"719","2009-11-06",18.75
"720","2009-11-09",17
"721","2009-11-10",17
"722","2009-11-11",17.75
"723","2009-11-12",17
"724","2009-11-13",17
"725","2009-11-16",16.75
"726","2009-11-17",16.5
"727","2009-11-18",16.75
"728","2009-11-19",16.25
"729","2009-11-20",15.75
"730","2009-11-23",17.25
"731","2009-11-24",17
"732","2009-11-25",16.75
"733","2009-11-27",17.75
"734","2009-11-30",17.25
"735","2009-12-01",18
"736","2009-12-02",17.5
"737","2009-12-03",17.75
"738","2009-12-04",17.75
"739","2009-12-07",15
"740","2009-12-08",17
"741","2009-12-09",16.75
"742","2009-12-10",16.25
"743","2009-12-11",16.25
"744","2009-12-14",16.25
"745","2009-12-15",16.75
"746","2009-12-16",16.75
"747","2009-12-17",15.75
"748","2009-12-18",16.75
"749","2009-12-21",15
"750","2009-12-22",15.25
"751","2009-12-23",14.5
"752","2009-12-24",15.75
"753","2009-12-28",14.75
"754","2009-12-29",15
"755","2009-12-30",15.5
"756","2009-12-31",16
"757","2010-01-04",15.5
"758","2010-01-05",15.5
"759","2010-01-06",15.25
"760","2010-01-07",15
"761","2010-01-08",15.25
"762","2010-01-11",14.75
"763","2010-01-12",15.75
"764","2010-01-13",15.75
"765","2010-01-14",16
"766","2010-01-15",15.75
"767","2010-01-19",15
"768","2010-01-20",14
"769","2010-01-21",14
"770","2010-01-22",12.5
"771","2010-01-25",12
"772","2010-01-26",11.75
"773","2010-01-27",11.5
"774","2010-01-28",12.25
"775","2010-01-29",13
"776","2010-02-01",12
"777","2010-02-02",13
"778","2010-02-03",11.5
"779","2010-02-04",12.25
"780","2010-02-05",12.25
"781","2010-02-08",11.5
"782","2010-02-09",12.25
"783","2010-02-10",12
"784","2010-02-11",12
"785","2010-02-12",12.25
"786","2010-02-16",12.25
"787","2010-02-17",12
"788","2010-02-18",12.25
"789","2010-02-19",12.25
"790","2010-02-22",11.75
"791","2010-02-23",12.25
"792","2010-02-24",12
"793","2010-02-25",12
"794","2010-02-26",12.25
"795","2010-03-01",11
"796","2010-03-02",11
"797","2010-03-03",12.25
"798","2010-03-04",12
"799","2010-03-05",12.25
"800","2010-03-08",12.25
"801","2010-03-09",12
"802","2010-03-10",11.5
"803","2010-03-11",11.75
"804","2010-03-12",11.25
"805","2010-03-15",11
"806","2010-03-16",11.25
"807","2010-03-17",10.5
"808","2010-03-18",10
"809","2010-03-19",10
"810","2010-03-22",10.25
"811","2010-03-23",10
"812","2010-03-24",10
"813","2010-03-25",10.5
"814","2010-03-26",10.5
"815","2010-03-29",10.25
"816","2010-03-30",9.75
"817","2010-03-31",9.75
"818","2010-04-01",9.5
"819","2010-04-05",9
"820","2010-04-06",9
"821","2010-04-07",9.5
"822","2010-04-08",9.5
"823","2010-04-09",9.25
"824","2010-04-12",9.5
"825","2010-04-13",8.75
"826","2010-04-14",9
"827","2010-04-15",8.25
"828","2010-04-16",8
"829","2010-04-19",7.75
"830","2010-04-20",7.25
"831","2010-04-21",7.25
"832","2010-04-22",7.5
"833","2010-04-23",8
"834","2010-04-26",9.75
"835","2010-04-27",9.25
"836","2010-04-28",8.25
"837","2010-04-29",9
"838","2010-04-30",9.75
"839","2010-05-03",9.5
"840","2010-05-04",9
"841","2010-05-05",9
"842","2010-05-06",8.75
"843","2010-05-07",8.75
"844","2010-05-10",9.25
"845","2010-05-11",9.25
"846","2010-05-12",8.75
"847","2010-05-13",8.5
"848","2010-05-14",8.75
"849","2010-05-17",8.75
"850","2010-05-18",8.75
"851","2010-05-19",8.5
"852","2010-05-20",8.75
"853","2010-05-21",8.75
"854","2010-05-24",8.75
"855","2010-05-25",8.75
"856","2010-05-26",8.5
"857","2010-05-27",8
"858","2010-05-28",8
"859","2010-06-01",9.25
"860","2010-06-02",9.75
"861","2010-06-03",8.75
"862","2010-06-04",7.75
"863","2010-06-07",8.25
"864","2010-06-08",8.25
"865","2010-06-09",7.75
"866","2010-06-10",7.25
"867","2010-06-11",7.5
"868","2010-06-14",7.5
"869","2010-06-15",7
"870","2010-06-16",7.5
"871","2010-06-17",7
"872","2010-06-18",7.75
"873","2010-06-21",7.5
"874","2010-06-22",7.5
"875","2010-06-23",7
"876","2010-06-24",7
"877","2010-06-25",7
"878","2010-06-28",6.75
"879","2010-06-29",6.75
"880","2010-06-30",7.25
"881","2010-07-01",6.75
"882","2010-07-02",7
"883","2010-07-06",6.75
"884","2010-07-07",7
"885","2010-07-08",7
"886","2010-07-09",6.25
"887","2010-07-12",6.75
"888","2010-07-13",6.25
"889","2010-07-14",6.25
"890","2010-07-15",6
"891","2010-07-16",6
"892","2010-07-19",5.5
"893","2010-07-20",5.75
"894","2010-07-21",6
"895","2010-07-22",5.75
"896","2010-07-23",5.5
"897","2010-07-26",4.75
"898","2010-07-27",5
"899","2010-07-28",6
"900","2010-07-29",6
"901","2010-07-30",6
"902","2010-08-02",5.75
"903","2010-08-03",5.75
"904","2010-08-04",6
"905","2010-08-05",6
"906","2010-08-06",5.75
"907","2010-08-09",5.75
"908","2010-08-10",5.75
"909","2010-08-11",5.5
"910","2010-08-12",5.25
"911","2010-08-13",5.5
"912","2010-08-16",5
"913","2010-08-17",4.75
"914","2010-08-18",5.5
"915","2010-08-19",5.5
"916","2010-08-20",5.25
"917","2010-08-23",5.25
"918","2010-08-24",5.25
"919","2010-08-25",5.75
"920","2010-08-26",5.5
"921","2010-08-27",5.25
"922","2010-08-30",5.5
"923","2010-08-31",5.75
"924","2010-09-01",5.75
"925","2010-09-02",5.5
"926","2010-09-03",5.5
"927","2010-09-07",5.5
"928","2010-09-08",5.25
"929","2010-09-09",5.75
"930","2010-09-10",6.25
"931","2010-09-13",6
"932","2010-09-14",5.75
"933","2010-09-15",6
"934","2010-09-16",6
"935","2010-09-17",5.5
"936","2010-09-20",5
"937","2010-09-21",5.25
"938","2010-09-22",5.25
"939","2010-09-23",5.5
"940","2010-09-24",5.5
"941","2010-09-27",5.5
"942","2010-09-28",5.5
"943","2010-09-29",5.25
"944","2010-09-30",5.25
"945","2010-10-01",5.25
"946","2010-10-04",5
"947","2010-10-05",5.25
"948","2010-10-06",5.25
"949","2010-10-07",5.25
"950","2010-10-08",5
"951","2010-10-11",5
"952","2010-10-12",5
"953","2010-10-13",5.25
"954","2010-10-14",4.5
"955","2010-10-15",5.5
"956","2010-10-18",5
"957","2010-10-19",5
"958","2010-10-20",5.25
"959","2010-10-21",5.75
"960","2010-10-22",5.5
"961","2010-10-25",5
"962","2010-10-26",5
"963","2010-10-27",5
"964","2010-10-28",5.5
"965","2010-10-29",5.5
"966","2010-11-01",5.25
"967","2010-11-02",5.5
"968","2010-11-03",5.75
"969","2010-11-04",5.5
"970","2010-11-05",5
"971","2010-11-08",5.5
"972","2010-11-09",5.5
"973","2010-11-10",7
"974","2010-11-11",6.5
"975","2010-11-12",6.25
"976","2010-11-15",6.25
"977","2010-11-16",7.25
"978","2010-11-17",7.25
"979","2010-11-18",6
"980","2010-11-19",5.5
"981","2010-11-22",6.25
"982","2010-11-23",7
"983","2010-11-24",6.75
"984","2010-11-26",6.5
"985","2010-11-29",6.25
"986","2010-11-30",6.25
"987","2010-12-01",6.5
"988","2010-12-02",6.75
"989","2010-12-03",6.25
"990","2010-12-06",6
"991","2010-12-07",5.5
"992","2010-12-08",5
"993","2010-12-09",5
"994","2010-12-10",6.25
"995","2010-12-13",5.75
"996","2010-12-14",6.25
"997","2010-12-15",6
"998","2010-12-16",5.75
"999","2010-12-17",5.75
"1000","2010-12-20",5.25
"1001","2010-12-21",5.5
"1002","2010-12-22",6
"1003","2010-12-23",5.75
"1004","2010-12-27",5.5
"1005","2010-12-28",5
"1006","2010-12-29",5
"1007","2010-12-30",4.75
"1008","2010-12-31",5.25
"1009","2011-01-03",5.25
"1010","2011-01-04",4.75
"1011","2011-01-05",4.75
"1012","2011-01-06",4.5
"1013","2011-01-07",5
"1014","2011-01-10",4.75
"1015","2011-01-11",5.25
"1016","2011-01-12",4.5
"1017","2011-01-13",4.5
"1018","2011-01-14",4.5
"1019","2011-01-18",4.75
"1020","2011-01-19",4.5
"1021","2011-01-20",4
"1022","2011-01-21",4.25
"1023","2011-01-24",4
"1024","2011-01-25",4
"1025","2011-01-26",4
"1026","2011-01-27",4.25
"1027","2011-01-28",4.25
"1028","2011-01-31",4.25
"1029","2011-02-01",4.75
"1030","2011-02-02",4.75
"1031","2011-02-03",4.5
"1032","2011-02-04",4.5
"1033","2011-02-07",5
"1034","2011-02-08",4.5
"1035","2011-02-09",5.25
"1036","2011-02-10",5.25
"1037","2011-02-11",5.25
"1038","2011-02-14",5.75
