"","date","SAMAU"
"203","2019-10-01",10.365
"204","2019-10-02",10.37
"205","2019-10-03",10.37
"206","2019-10-04",10.37
"207","2019-10-07",10.37
"208","2019-10-08",10.35
"209","2019-10-09",10.35
"210","2019-10-10",10.35
"211","2019-10-11",10.4
"212","2019-10-14",10.4
"213","2019-10-15",10.39
"214","2019-10-16",10.39
"215","2019-10-17",10.39
"216","2019-10-18",10.47
"217","2019-10-21",10.45
"218","2019-10-22",10.46
"219","2019-10-23",10.44
"220","2019-10-24",10.44
"221","2019-10-25",10.44
"222","2019-10-28",10.44
"223","2019-10-29",10.44
"224","2019-10-30",10.44
"225","2019-10-31",10.44
"226","2019-11-01",10.355
"227","2019-11-04",10.44
"228","2019-11-05",10.44
"229","2019-11-06",10.44
"230","2019-11-07",10.44
"231","2019-11-08",10.44
"232","2019-11-11",10.44
"233","2019-11-12",10.44
"234","2019-11-13",10.44
"235","2019-11-14",10.44
"236","2019-11-15",10.44
"237","2019-11-18",10.44
"238","2019-11-19",10.44
"239","2019-11-20",10.44
"240","2019-11-21",10.45
"241","2019-11-22",10.45
"242","2019-11-25",10.45
"243","2019-11-26",10.46
"244","2019-11-27",10.46
"245","2019-11-29",10.485
"246","2019-12-02",10.485
"247","2019-12-03",10.5
"248","2019-12-04",10.5
"249","2019-12-05",10.5
"250","2019-12-06",10.52
"251","2019-12-09",10.52
"252","2019-12-10",10.52
"253","2019-12-11",10.5
"254","2019-12-12",10.5
"255","2019-12-13",10.51
"256","2019-12-16",10.51
"257","2019-12-17",10.51
"258","2019-12-18",10.51
"259","2019-12-19",10.51
"260","2019-12-20",10.51
"261","2019-12-23",10.51
"262","2019-12-24",10.51
"263","2019-12-26",10.51
"264","2019-12-27",10.501
"265","2019-12-30",10.501
"266","2019-12-31",10.501
"267","2020-01-02",10.531
"268","2020-01-03",11
"269","2020-01-06",10.79
"270","2020-01-07",10.79
"271","2020-01-08",10.79
"272","2020-01-09",10.47
"273","2020-01-10",10.56
"274","2020-01-13",10.49
"275","2020-01-14",10.49
"276","2020-01-15",10.49
"277","2020-01-16",10.49
"278","2020-01-17",10.49
"279","2020-01-21",10.49
"280","2020-01-22",10.51
"281","2020-01-23",10.57
"282","2020-01-24",10.57
"283","2020-01-27",10.57
"284","2020-01-28",10.57
"285","2020-01-29",10.57
"286","2020-01-30",10.57
"287","2020-01-31",10.57
"288","2020-02-03",10.55
"289","2020-02-04",10.54
"290","2020-02-05",10.54
"291","2020-02-06",10.54
"292","2020-02-07",10.54
"293","2020-02-10",10.54
"294","2020-02-11",10.54
"295","2020-02-12",10.54
"296","2020-02-13",10.54
"297","2020-02-14",10.54
"298","2020-02-18",10.54
"299","2020-02-19",10.54
"300","2020-02-20",10.54
"301","2020-02-21",10.54
"302","2020-02-24",10.54
"303","2020-02-25",10.54
"304","2020-02-26",10.54
"305","2020-02-27",10.49
"306","2020-02-28",10.74
"307","2020-03-02",10.75
"308","2020-03-03",10.75
"309","2020-03-04",10.75
"310","2020-03-05",10.75
"311","2020-03-06",10.75
"312","2020-03-09",10.86
"313","2020-03-10",10.82
"314","2020-03-11",10.82
"315","2020-03-12",10.82
"316","2020-03-13",10.85
"317","2020-03-16",10.85
"318","2020-03-17",10.85
"319","2020-03-18",10.85
"320","2020-03-19",10.31
"321","2020-03-20",10.31
"322","2020-03-23",10.31
"323","2020-03-24",10.414
"324","2020-03-25",10.414
"325","2020-03-26",10.414
"326","2020-03-27",10.31
"327","2020-03-30",10.31
"328","2020-03-31",10.31
"329","2020-04-01",10.31
"330","2020-04-02",10.31
"331","2020-04-03",10.31
"332","2020-04-06",10.31
"333","2020-04-07",10.31
"334","2020-04-08",10.31
"335","2020-04-09",10.31
"336","2020-04-13",10.31
"337","2020-04-14",10.31
"338","2020-04-15",10.31
"339","2020-04-16",10.31
"340","2020-04-17",10.31
"341","2020-04-20",10.31
"342","2020-04-21",10.31
"343","2020-04-22",10.31
"344","2020-04-23",10.31
"345","2020-04-24",10.31
"346","2020-04-27",10.56
"347","2020-04-28",10.56
"348","2020-04-29",10.56
"349","2020-04-30",10.56
"350","2020-05-01",10.56
"351","2020-05-04",10.56
"352","2020-05-05",10.56
"353","2020-05-06",10.56
"354","2020-05-07",10.56
"355","2020-05-08",10.56
"356","2020-05-11",10.56
"357","2020-05-12",10.56
"358","2020-05-13",10.56
"359","2020-05-14",10.56
"360","2020-05-15",10.56
"361","2020-05-18",10.56
"362","2020-05-19",10.56
"363","2020-05-20",10.56
"364","2020-05-21",10.56
"365","2020-05-22",10.56
"366","2020-05-26",10.2
"367","2020-05-27",10.2
"368","2020-05-28",10.2
"369","2020-05-29",10.2
"370","2020-06-01",11.6
"371","2020-06-02",11.65
"372","2020-06-03",11.45
"373","2020-06-04",11.4
"374","2020-06-05",11.589
"375","2020-06-08",11.96
"376","2020-06-09",11.96
"377","2020-06-10",11.96
"378","2020-06-11",11.96
"379","2020-06-12",11.96
"380","2020-06-15",11.9
"381","2020-06-16",11.9
"382","2020-06-17",11.9
"383","2020-06-18",12.42
"384","2020-06-19",12.42
"385","2020-06-22",12.42
"386","2020-06-23",12.42
"387","2020-06-24",12.42
"388","2020-06-25",12.42
"389","2020-06-26",12.42
"390","2020-06-29",12.42
"391","2020-06-30",12.42
"392","2020-07-01",12.42
"393","2020-07-02",12.42
"394","2020-07-06",12.42
"395","2020-07-07",12.42
"396","2020-07-08",12.42
"397","2020-07-09",11.38
"398","2020-07-10",11.38
"399","2020-07-13",11.38
"400","2020-07-14",11.38
"401","2020-07-15",11.38
"402","2020-07-16",11.38
"403","2020-07-17",11.38
"404","2020-07-20",11.38
"405","2020-07-21",10.75
"406","2020-07-22",10.75
"407","2020-07-23",10.75
"408","2020-07-24",10.75
"409","2020-07-27",10.75
"410","2020-07-28",10.75
"411","2020-07-29",10.75
"412","2020-07-30",10.75
"413","2020-07-31",10.75
"414","2020-08-03",10.75
"415","2020-08-04",10.75
"416","2020-08-05",10.75
"417","2020-08-06",10.75
"418","2020-08-07",10.75
"419","2020-08-10",10.75
"420","2020-08-11",10.75
"421","2020-08-12",10.75
"422","2020-08-13",10.75
"423","2020-08-14",10.75
"424","2020-08-17",10.3
"425","2020-08-18",10.3
"426","2020-08-19",10.3
"427","2020-08-20",10.3
"428","2020-08-21",10.3
"429","2020-08-24",10.575
"430","2020-08-25",10.575
"431","2020-08-26",10.575
"432","2020-08-27",10.575
"433","2020-08-28",10.75
"434","2020-08-31",10.75
"435","2020-09-01",10.75
"436","2020-09-02",10.75
"437","2020-09-03",10.75
"438","2020-09-04",10.75
"439","2020-09-08",10.75
"440","2020-09-09",10.75
"441","2020-09-10",10.5
"442","2020-09-11",10.5
"443","2020-09-14",10.5
"444","2020-09-15",10.5
"445","2020-09-16",10.45
"446","2020-09-17",10.7
"447","2020-09-18",10.45
"448","2020-09-21",10.45
"449","2020-09-22",10.45
"450","2020-09-23",10.45
"451","2020-09-24",10.6
"452","2020-09-25",10.6
"453","2020-09-28",10.6
"454","2020-09-29",10.4
"455","2020-09-30",10.4
"456","2020-10-01",10.4
"457","2020-10-02",10.4
"458","2020-10-05",10.4
"459","2020-10-06",10.4
"460","2020-10-07",10.4
"461","2020-10-08",10.4
"462","2020-10-09",10.4
"463","2020-10-12",11
"464","2020-10-13",11
"465","2020-10-14",11
"466","2020-10-15",11.45
"467","2020-10-16",11.45
"468","2020-10-19",11.45
"469","2020-10-20",11.45
"470","2020-10-21",11.45
"471","2020-10-22",11.45
"472","2020-10-23",11.45
"473","2020-10-26",11.45
"474","2020-10-27",11.45
"475","2020-10-28",11.45
"476","2020-10-29",11.45
"477","2020-10-30",11.45
"478","2020-11-02",11.45
"479","2020-11-03",11.45
"480","2020-11-04",11.45
"481","2020-11-05",11.45
"482","2020-11-06",11.45
"483","2020-11-09",11.45
"484","2020-11-10",11.45
"485","2020-11-11",11.45
"486","2020-11-12",11.45
"487","2020-11-13",11.45
"488","2020-11-16",11.45
"489","2020-11-17",11.45
"490","2020-11-18",11.45
"491","2020-11-19",11.45
"492","2020-11-20",11.57
"493","2020-11-23",11.57
"494","2020-11-24",11.57
"495","2020-11-25",11.57
"496","2020-11-27",11.75
