"","date","CRNT"
"84","2007-05-03",7.64
"85","2007-05-04",7.56
"86","2007-05-07",7.72
"87","2007-05-08",7.58
"88","2007-05-09",7.78
"89","2007-05-10",7.8
"90","2007-05-11",7.8
"91","2007-05-14",8.22
"92","2007-05-15",8.08
"93","2007-05-16",8.13
"94","2007-05-17",8.14
"95","2007-05-18",8.07
"96","2007-05-21",8.18
"97","2007-05-22",8.79
"98","2007-05-23",8.71
"99","2007-05-24",8.75
"100","2007-05-25",8.8
"101","2007-05-29",9.03
"102","2007-05-30",9.22
"103","2007-05-31",9.55
"104","2007-06-01",9.76
"105","2007-06-04",9.92
"106","2007-06-05",10.25
"107","2007-06-06",10.2
"108","2007-06-07",9.72
"109","2007-06-08",9.8
"110","2007-06-11",9.78
"111","2007-06-12",9.5
"112","2007-06-13",9.34
"113","2007-06-14",9.9
"114","2007-06-15",10.05
"115","2007-06-18",10.87
"116","2007-06-19",10.91
"117","2007-06-20",10.48
"118","2007-06-21",10.33
"119","2007-06-22",10.33
"120","2007-06-25",10.07
"121","2007-06-26",10.02
"122","2007-06-27",10.12
"123","2007-06-28",11.5
"124","2007-06-29",11.42
"125","2007-07-02",11.82
"126","2007-07-03",12.06
"127","2007-07-05",12.6
"128","2007-07-06",12.77
"129","2007-07-09",13.2
"130","2007-07-10",13.1
"131","2007-07-11",13.3
"132","2007-07-12",13.4
"133","2007-07-13",13.45
"134","2007-07-16",12.99
"135","2007-07-17",13.45
"136","2007-07-18",13.33
"137","2007-07-19",13.52
"138","2007-07-20",13.5
"139","2007-07-23",13.72
"140","2007-07-24",14.79
"141","2007-07-25",14.88
"142","2007-07-26",14.02
"143","2007-07-27",13.76
"144","2007-07-30",14
"145","2007-07-31",14.29
"146","2007-08-01",14
"147","2007-08-02",14.74
"148","2007-08-03",15.13
"149","2007-08-06",15.67
"150","2007-08-07",16.68
"151","2007-08-08",16.379999
"152","2007-08-09",14.97
"153","2007-08-10",14.89
"154","2007-08-13",15.93
"155","2007-08-14",15.54
"156","2007-08-15",14.02
"157","2007-08-16",13.59
"158","2007-08-17",14.72
"159","2007-08-20",15.36
"160","2007-08-21",15.23
"161","2007-08-22",16.08
"162","2007-08-23",16.700001
"163","2007-08-24",18.18
"164","2007-08-27",16.809999
"165","2007-08-28",15.56
"166","2007-08-29",16.15
"167","2007-08-30",16.389999
"168","2007-08-31",16.85
"169","2007-09-04",17.66
"170","2007-09-05",17.370001
"171","2007-09-06",17.27
"172","2007-09-07",16.459999
"173","2007-09-10",16.15
"174","2007-09-11",16.450001
"175","2007-09-12",16.120001
"176","2007-09-13",15.24
"177","2007-09-14",14.39
"178","2007-09-17",14
"179","2007-09-18",14.99
"180","2007-09-19",16.120001
"181","2007-09-20",15.7
"182","2007-09-21",15.29
"183","2007-09-24",16.65
"184","2007-09-25",17.549999
"185","2007-09-26",17.85
"186","2007-09-27",17.860001
"187","2007-09-28",19
"188","2007-10-01",19.83
"189","2007-10-02",21.780001
"190","2007-10-03",18.6
"191","2007-10-04",17.9
"192","2007-10-05",17.17
"193","2007-10-08",15.3
"194","2007-10-09",16.129999
"195","2007-10-10",16.940001
"196","2007-10-11",15.93
"197","2007-10-12",16.33
"198","2007-10-15",16.639999
"199","2007-10-16",16
"200","2007-10-17",16.15
"201","2007-10-18",16.370001
"202","2007-10-19",16.25
"203","2007-10-22",19.84
"204","2007-10-23",18.879999
"205","2007-10-24",18.629999
"206","2007-10-25",18.08
"207","2007-10-26",18.200001
"208","2007-10-29",19.129999
"209","2007-10-30",18.459999
"210","2007-10-31",18.209999
"211","2007-11-01",17.16
"212","2007-11-02",16.85
"213","2007-11-05",15.8
"214","2007-11-06",15.25
"215","2007-11-07",14.07
"216","2007-11-08",13.35
"217","2007-11-09",13.26
"218","2007-11-12",12.15
"219","2007-11-13",12.55
"220","2007-11-14",12.65
"221","2007-11-15",12.6
"222","2007-11-16",12.66
"223","2007-11-19",12.83
"224","2007-11-20",12.57
"225","2007-11-21",13.07
"226","2007-11-23",12.54
"227","2007-11-26",12.05
"228","2007-11-27",11.85
"229","2007-11-28",12.32
"230","2007-11-29",12.87
"231","2007-11-30",12.92
"232","2007-12-03",12.68
"233","2007-12-04",12.85
"234","2007-12-05",13.4
"235","2007-12-06",13.7
"236","2007-12-07",13.6
"237","2007-12-10",13.51
"238","2007-12-11",12.88
"239","2007-12-12",12.81
"240","2007-12-13",12.46
"241","2007-12-14",11.98
"242","2007-12-17",10.22
"243","2007-12-18",11.23
"244","2007-12-19",10.95
"245","2007-12-20",10.95
"246","2007-12-21",10.8
"247","2007-12-24",10.95
"248","2007-12-26",10.92
"249","2007-12-27",10.6
"250","2007-12-28",10.13
"251","2007-12-31",9.89
"252","2008-01-02",10.41
"253","2008-01-03",10.52
"254","2008-01-04",11.24
"255","2008-01-07",10.49
"256","2008-01-08",10.49
"257","2008-01-09",10.7
"258","2008-01-10",11.39
"259","2008-01-11",10.86
"260","2008-01-14",10.99
"261","2008-01-15",10.39
"262","2008-01-16",10
"263","2008-01-17",9.77
"264","2008-01-18",9.57
"265","2008-01-22",8.84
"266","2008-01-23",8.69
"267","2008-01-24",9.94
"268","2008-01-25",10.33
"269","2008-01-28",8.58
"270","2008-01-29",9.04
"271","2008-01-30",8.86
"272","2008-01-31",9.09
"273","2008-02-01",9.09
"274","2008-02-04",9.27
"275","2008-02-05",8.82
"276","2008-02-06",8.39
"277","2008-02-07",8.14
"278","2008-02-08",8.42
"279","2008-02-11",8.5
"280","2008-02-12",8.35
"281","2008-02-13",8.97
"282","2008-02-14",8.77
"283","2008-02-15",9
"284","2008-02-19",8.85
"285","2008-02-20",8.91
"286","2008-02-21",9.03
"287","2008-02-22",9.19
"288","2008-02-25",9.08
"289","2008-02-26",9.06
"290","2008-02-27",9.05
"291","2008-02-28",8.87
"292","2008-02-29",8.66
"293","2008-03-03",8.25
"294","2008-03-04",8.12
"295","2008-03-05",8.41
"296","2008-03-06",8.42
"297","2008-03-07",8.28
"298","2008-03-10",7.23
"299","2008-03-11",7.86
"300","2008-03-12",7.36
"301","2008-03-13",6.44
"302","2008-03-14",6.73
"303","2008-03-17",6.33
"304","2008-03-18",6.52
"305","2008-03-19",6.45
"306","2008-03-20",6.88
"307","2008-03-24",7.47
"308","2008-03-25",8.03
"309","2008-03-26",9.29
"310","2008-03-27",9.59
"311","2008-03-28",9.29
"312","2008-03-31",9.45
"313","2008-04-01",9.75
"314","2008-04-02",9.49
"315","2008-04-03",9.64
"316","2008-04-04",9.67
"317","2008-04-07",9.49
"318","2008-04-08",9.5
"319","2008-04-09",9.28
"320","2008-04-10",9.03
"321","2008-04-11",8.71
"322","2008-04-14",8.66
"323","2008-04-15",8.52
"324","2008-04-16",8.79
"325","2008-04-17",8.99
"326","2008-04-18",8.75
"327","2008-04-21",8.78
"328","2008-04-22",8.4
"329","2008-04-23",8.29
"330","2008-04-24",8.37
"331","2008-04-25",8.73
"332","2008-04-28",8.42
"333","2008-04-29",8.34
"334","2008-04-30",8.16
"335","2008-05-01",8.29
"336","2008-05-02",8.24
"337","2008-05-05",8.66
"338","2008-05-06",9.25
"339","2008-05-07",10.51
"340","2008-05-08",10.21
"341","2008-05-09",10.06
"342","2008-05-12",10.22
"343","2008-05-13",10.25
"344","2008-05-14",10.38
"345","2008-05-15",11.12
"346","2008-05-16",11.01
"347","2008-05-19",10.06
"348","2008-05-20",9.92
"349","2008-05-21",9.52
"350","2008-05-22",9.47
"351","2008-05-23",9.4
"352","2008-05-27",9.92
"353","2008-05-28",10.35
"354","2008-05-29",10.32
"355","2008-05-30",10.19
"356","2008-06-02",10.21
"357","2008-06-03",10.2
"358","2008-06-04",9.75
"359","2008-06-05",9.96
"360","2008-06-06",9.3
"361","2008-06-09",9.05
"362","2008-06-10",8.69
"363","2008-06-11",8.57
"364","2008-06-12",8.64
"365","2008-06-13",8.78
"366","2008-06-16",8.75
"367","2008-06-17",8.71
"368","2008-06-18",8.65
"369","2008-06-19",8.78
"370","2008-06-20",8.46
"371","2008-06-23",8.14
"372","2008-06-24",7.84
"373","2008-06-25",8.36
"374","2008-06-26",7.76
"375","2008-06-27",7.78
"376","2008-06-30",7.74
"377","2008-07-01",7.63
"378","2008-07-02",7.4
"379","2008-07-03",7.2
"380","2008-07-07",7.01
"381","2008-07-08",7.25
"382","2008-07-09",7.07
"383","2008-07-10",6.84
"384","2008-07-11",6.91
"385","2008-07-14",6.6
"386","2008-07-15",6.75
"387","2008-07-16",6.99
"388","2008-07-17",7.2
"389","2008-07-18",7.69
"390","2008-07-21",8.75
"391","2008-07-22",8.52
"392","2008-07-23",8.38
"393","2008-07-24",7.94
"394","2008-07-25",8.1
"395","2008-07-28",7.92
"396","2008-07-29",7.97
"397","2008-07-30",7.99
"398","2008-07-31",7.87
"399","2008-08-01",7.86
"400","2008-08-04",7.35
"401","2008-08-05",7.37
"402","2008-08-06",7.45
"403","2008-08-07",7.28
"404","2008-08-08",7.67
"405","2008-08-11",8.8
"406","2008-08-12",8.55
"407","2008-08-13",8.67
"408","2008-08-14",8.71
"409","2008-08-15",8.81
"410","2008-08-18",8.52
"411","2008-08-19",8.72
"412","2008-08-20",8.84
"413","2008-08-21",8.71
"414","2008-08-22",8.75
"415","2008-08-25",8.59
"416","2008-08-26",8.56
"417","2008-08-27",8.69
"418","2008-08-28",8.77
"419","2008-08-29",8.86
"420","2008-09-02",9.19
"421","2008-09-03",9.21
"422","2008-09-04",8.96
"423","2008-09-05",9
"424","2008-09-08",9.31
"425","2008-09-09",8.94
"426","2008-09-10",8.95
"427","2008-09-11",8.91
"428","2008-09-12",8.76
"429","2008-09-15",8.12
"430","2008-09-16",8.08
"431","2008-09-17",7.45
"432","2008-09-18",7.68
"433","2008-09-19",8.01
"434","2008-09-22",8.09
"435","2008-09-23",7.57
"436","2008-09-24",7.45
"437","2008-09-25",7.67
"438","2008-09-26",8.01
"439","2008-09-29",7.2
"440","2008-09-30",7.39
"441","2008-10-01",7.26
"442","2008-10-02",6.63
"443","2008-10-03",6.46
"444","2008-10-06",6.36
"445","2008-10-07",5.95
"446","2008-10-08",5.71
"447","2008-10-09",5.17
"448","2008-10-10",5.07
"449","2008-10-13",6.03
"450","2008-10-14",5.85
"451","2008-10-15",5.57
"452","2008-10-16",4.69
"453","2008-10-17",4.94
"454","2008-10-20",5.67
"455","2008-10-21",5.3
"456","2008-10-22",4.87
"457","2008-10-23",4.88
"458","2008-10-24",4.76
"459","2008-10-27",4.92
"460","2008-10-28",5.12
"461","2008-10-29",5.28
"462","2008-10-30",5.45
"463","2008-10-31",5.65
"464","2008-11-03",5.88
"465","2008-11-04",6.06
"466","2008-11-05",5.67
"467","2008-11-06",5.38
"468","2008-11-07",5.66
"469","2008-11-10",5.73
"470","2008-11-11",5.36
"471","2008-11-12",5.03
"472","2008-11-13",5.12
"473","2008-11-14",5.09
"474","2008-11-17",5.01
"475","2008-11-18",5.07
"476","2008-11-19",5.15
"477","2008-11-20",4.79
"478","2008-11-21",4.72
"479","2008-11-24",5.08
"480","2008-11-25",5.38
"481","2008-11-26",5.48
"482","2008-11-28",5.87
"483","2008-12-01",5.04
"484","2008-12-02",5.15
"485","2008-12-03",5
"486","2008-12-04",4.83
"487","2008-12-05",5.03
"488","2008-12-08",5.37
"489","2008-12-09",5.19
"490","2008-12-10",5.27
"491","2008-12-11",5.15
"492","2008-12-12",5.28
"493","2008-12-15",5.07
"494","2008-12-16",5.33
"495","2008-12-17",5.42
"496","2008-12-18",5.55
"497","2008-12-19",5.38
"498","2008-12-22",5.13
"499","2008-12-23",4.95
"500","2008-12-24",4.81
"501","2008-12-26",4.87
"502","2008-12-29",4.8
"503","2008-12-30",5.1
"504","2008-12-31",5.05
"505","2009-01-02",5.56
"506","2009-01-05",5.5
"507","2009-01-06",5.8
"508","2009-01-07",5.54
"509","2009-01-08",5.49
"510","2009-01-09",5.4
"511","2009-01-12",5.29
"512","2009-01-13",5.34
"513","2009-01-14",5.1
"514","2009-01-15",5.22
"515","2009-01-16",5.35
"516","2009-01-20",5.25
"517","2009-01-21",5.49
"518","2009-01-22",5.46
"519","2009-01-23",5.48
"520","2009-01-26",5.56
"521","2009-01-27",5.59
"522","2009-01-28",5.75
"523","2009-01-29",5.61
"524","2009-01-30",5.64
"525","2009-02-02",5.35
"526","2009-02-03",5.55
"527","2009-02-04",4.94
"528","2009-02-05",5.1
"529","2009-02-06",5.07
"530","2009-02-09",5.12
"531","2009-02-10",4.98
"532","2009-02-11",4.92
"533","2009-02-12",4.94
"534","2009-02-13",5.14
"535","2009-02-17",4.95
"536","2009-02-18",4.98
"537","2009-02-19",4.88
"538","2009-02-20",4.74
"539","2009-02-23",4.61
"540","2009-02-24",4.85
"541","2009-02-25",4.76
"542","2009-02-26",4.63
"543","2009-02-27",4.66
"544","2009-03-02",4.49
"545","2009-03-03",4.47
"546","2009-03-04",4.59
"547","2009-03-05",4.38
"548","2009-03-06",4.29
"549","2009-03-09",4.21
"550","2009-03-10",4.46
"551","2009-03-11",4.55
"552","2009-03-12",4.75
"553","2009-03-13",4.7
"554","2009-03-16",4.61
"555","2009-03-17",4.69
"556","2009-03-18",4.75
"557","2009-03-19",4.79
"558","2009-03-20",4.58
"559","2009-03-23",4.83
"560","2009-03-24",4.84
"561","2009-03-25",4.86
"562","2009-03-26",5
"563","2009-03-27",4.84
"564","2009-03-30",4.18
"565","2009-03-31",4.25
"566","2009-04-01",4.5
"567","2009-04-02",4.55
"568","2009-04-03",4.55
"569","2009-04-06",4.81
"570","2009-04-07",4.61
"571","2009-04-08",4.66
"572","2009-04-09",4.8
"573","2009-04-13",4.89
"574","2009-04-14",4.95
"575","2009-04-15",4.92
"576","2009-04-16",5
"577","2009-04-17",5.06
"578","2009-04-20",4.87
"579","2009-04-21",5
"580","2009-04-22",5.05
"581","2009-04-23",5.03
"582","2009-04-24",5.1
"583","2009-04-27",5.02
"584","2009-04-28",4.97
"585","2009-04-29",4.99
"586","2009-04-30",5.1
"587","2009-05-01",5.21
"588","2009-05-04",5.5
"589","2009-05-05",5.47
"590","2009-05-06",5.5
"591","2009-05-07",5.5
"592","2009-05-08",5.54
"593","2009-05-11",5.5
"594","2009-05-12",5.46
"595","2009-05-13",5.36
"596","2009-05-14",5.54
"597","2009-05-15",5.45
"598","2009-05-18",5.65
"599","2009-05-19",5.77
"600","2009-05-20",5.67
"601","2009-05-21",5.55
"602","2009-05-22",5.54
"603","2009-05-26",5.7
"604","2009-05-27",5.94
"605","2009-05-28",6.05
"606","2009-05-29",6.19
"607","2009-06-01",6.31
"608","2009-06-02",6.45
"609","2009-06-03",6.28
"610","2009-06-04",6.38
"611","2009-06-05",6.25
"612","2009-06-08",6.54
"613","2009-06-09",6.86
"614","2009-06-10",6.61
"615","2009-06-11",6.6
"616","2009-06-12",6.63
"617","2009-06-15",6.46
"618","2009-06-16",6.22
"619","2009-06-17",6.34
"620","2009-06-18",6.29
"621","2009-06-19",6.29
"622","2009-06-22",6.25
"623","2009-06-23",6.41
"624","2009-06-24",6.52
"625","2009-06-25",6.68
"626","2009-06-26",6.69
"627","2009-06-29",6.79
"628","2009-06-30",6.63
"629","2009-07-01",6.75
"630","2009-07-02",6.63
"631","2009-07-06",6.59
"632","2009-07-07",6.57
"633","2009-07-08",6.5
"634","2009-07-09",6.59
"635","2009-07-10",6.56
"636","2009-07-13",6.72
"637","2009-07-14",6.82
"638","2009-07-15",7.38
"639","2009-07-16",7.38
"640","2009-07-17",7.38
"641","2009-07-20",7.72
"642","2009-07-21",7.4
"643","2009-07-22",7.19
"644","2009-07-23",7.39
"645","2009-07-24",7.47
"646","2009-07-27",7.24
"647","2009-07-28",7.31
"648","2009-07-29",7.1
"649","2009-07-30",7.35
"650","2009-07-31",7.45
"651","2009-08-03",7.51
"652","2009-08-04",7.48
"653","2009-08-05",7.4
"654","2009-08-06",7.46
"655","2009-08-07",7.47
"656","2009-08-10",7.28
"657","2009-08-11",7.21
"658","2009-08-12",7.4
"659","2009-08-13",7.34
"660","2009-08-14",7.38
"661","2009-08-17",6.94
"662","2009-08-18",7.06
"663","2009-08-19",7.02
"664","2009-08-20",7.06
"665","2009-08-21",7.15
"666","2009-08-24",7.16
"667","2009-08-25",7.06
"668","2009-08-26",7.06
"669","2009-08-27",6.99
"670","2009-08-28",7.23
"671","2009-08-31",7.06
"672","2009-09-01",7.03
"673","2009-09-02",7.05
"674","2009-09-03",7.08
"675","2009-09-04",7.21
"676","2009-09-08",7.25
"677","2009-09-09",7.24
"678","2009-09-10",7.39
"679","2009-09-11",7.32
"680","2009-09-14",7.84
"681","2009-09-15",8.17
"682","2009-09-16",8.66
"683","2009-09-17",8.25
"684","2009-09-18",8.37
"685","2009-09-21",8.86
"686","2009-09-22",8.72
"687","2009-09-23",8.72
"688","2009-09-24",8.46
"689","2009-09-25",8.25
"690","2009-09-28",8.43
"691","2009-09-29",8.4
"692","2009-09-30",8.46
"693","2009-10-01",8.1
"694","2009-10-02",8.06
"695","2009-10-05",8.13
"696","2009-10-06",8.28
"697","2009-10-07",8.25
"698","2009-10-08",9.45
"699","2009-10-09",9.54
"700","2009-10-12",9.46
"701","2009-10-13",9.71
"702","2009-10-14",10.2
"703","2009-10-15",10.1
"704","2009-10-16",10.14
"705","2009-10-19",10.14
"706","2009-10-20",10.49
"707","2009-10-21",10.09
"708","2009-10-22",9.97
"709","2009-10-23",9.44
"710","2009-10-26",9.76
"711","2009-10-27",9.88
"712","2009-10-28",9.14
"713","2009-10-29",9.67
"714","2009-10-30",8.92
"715","2009-11-02",9.03
"716","2009-11-03",9.3
"717","2009-11-04",9.53
"718","2009-11-05",9.4
"719","2009-11-06",9.46
"720","2009-11-09",9.63
"721","2009-11-10",9.67
"722","2009-11-11",9.53
"723","2009-11-12",9.28
"724","2009-11-13",9.24
"725","2009-11-16",9.41
"726","2009-11-17",9.53
"727","2009-11-18",9.56
"728","2009-11-19",9.48
"729","2009-11-20",9.54
"730","2009-11-23",9.83
"731","2009-11-24",9.87
"732","2009-11-25",9.98
"733","2009-11-27",9.84
"734","2009-11-30",9.73
"735","2009-12-01",10.13
"736","2009-12-02",10.41
"737","2009-12-03",10.27
"738","2009-12-04",10.28
"739","2009-12-07",10.11
"740","2009-12-08",10.2
"741","2009-12-09",10.44
"742","2009-12-10",10.77
"743","2009-12-11",10.83
"744","2009-12-14",11
"745","2009-12-15",11.66
"746","2009-12-16",11.16
"747","2009-12-17",10.99
"748","2009-12-18",10.77
"749","2009-12-21",11.07
"750","2009-12-22",11.33
"751","2009-12-23",11.44
"752","2009-12-24",11.47
"753","2009-12-28",11.46
"754","2009-12-29",11.51
"755","2009-12-30",11.62
"756","2009-12-31",11.74
"757","2010-01-04",11.97
"758","2010-01-05",12.14
"759","2010-01-06",11.9
"760","2010-01-07",11.86
"761","2010-01-08",12.17
"762","2010-01-11",12.36
"763","2010-01-12",12.12
"764","2010-01-13",12.31
"765","2010-01-14",12.99
"766","2010-01-15",12.63
"767","2010-01-19",12.5
"768","2010-01-20",12.18
"769","2010-01-21",12
"770","2010-01-22",11.71
"771","2010-01-25",11.43
"772","2010-01-26",11.37
"773","2010-01-27",11.69
"774","2010-01-28",11.99
"775","2010-01-29",11.79
"776","2010-02-01",13
"777","2010-02-02",12.36
"778","2010-02-03",12.3
"779","2010-02-04",11.56
"780","2010-02-05",11.49
"781","2010-02-08",11.7
"782","2010-02-09",12
"783","2010-02-10",11.86
"784","2010-02-11",11.97
"785","2010-02-12",11.86
"786","2010-02-16",11.92
"787","2010-02-17",11.81
"788","2010-02-18",11.79
"789","2010-02-19",11.84
"790","2010-02-22",11.65
"791","2010-02-23",11.47
"792","2010-02-24",11.36
"793","2010-02-25",11.54
"794","2010-02-26",11.66
"795","2010-03-01",11.68
"796","2010-03-02",11.39
"797","2010-03-03",11.59
"798","2010-03-04",11.52
"799","2010-03-05",11.55
"800","2010-03-08",11.4
"801","2010-03-09",11.67
"802","2010-03-10",11.89
"803","2010-03-11",12.11
"804","2010-03-12",12.29
"805","2010-03-15",12.15
"806","2010-03-16",12.26
"807","2010-03-17",12.6
"808","2010-03-18",12.4
"809","2010-03-19",12.11
"810","2010-03-22",12.03
"811","2010-03-23",12.01
"812","2010-03-24",11.97
"813","2010-03-25",11.8
"814","2010-03-26",11.74
"815","2010-03-29",11.48
"816","2010-03-30",11.03
"817","2010-03-31",10.92
"818","2010-04-01",10.82
"819","2010-04-05",10.99
"820","2010-04-06",11.01
"821","2010-04-07",10.96
"822","2010-04-08",10.75
"823","2010-04-09",10.75
"824","2010-04-12",10.75
"825","2010-04-13",10.48
"826","2010-04-14",10.3
"827","2010-04-15",10.4
"828","2010-04-16",10.06
"829","2010-04-19",9.68
"830","2010-04-20",10.1
"831","2010-04-21",10.2
"832","2010-04-22",10.75
"833","2010-04-23",10.55
"834","2010-04-26",10.5
"835","2010-04-27",10.8
"836","2010-04-28",10.54
"837","2010-04-29",10.24
"838","2010-04-30",10.05
"839","2010-05-03",10.14
"840","2010-05-04",9.63
"841","2010-05-05",9.35
"842","2010-05-06",9
"843","2010-05-07",8.84
"844","2010-05-10",9.18
"845","2010-05-11",9.2
"846","2010-05-12",9.43
"847","2010-05-13",9.07
"848","2010-05-14",8.95
"849","2010-05-17",8.86
"850","2010-05-18",9.04
"851","2010-05-19",8.73
"852","2010-05-20",8.5
"853","2010-05-21",8.56
"854","2010-05-24",8.55
"855","2010-05-25",8.23
"856","2010-05-26",8.23
"857","2010-05-27",8.46
"858","2010-05-28",8.35
"859","2010-06-01",7.95
"860","2010-06-02",8
"861","2010-06-03",8.02
"862","2010-06-04",7.69
"863","2010-06-07",7.27
"864","2010-06-08",7.12
"865","2010-06-09",6.92
"866","2010-06-10",7.16
"867","2010-06-11",7.25
"868","2010-06-14",8.02
"869","2010-06-15",8.13
"870","2010-06-16",8.26
"871","2010-06-17",8.68
"872","2010-06-18",8.49
"873","2010-06-21",8.28
"874","2010-06-22",8.14
"875","2010-06-23",7.94
"876","2010-06-24",7.82
"877","2010-06-25",7.79
"878","2010-06-28",7.76
"879","2010-06-29",7.24
"880","2010-06-30",7.4
"881","2010-07-01",7.21
"882","2010-07-02",7.24
"883","2010-07-06",7.28
"884","2010-07-07",7.52
"885","2010-07-08",7.23
"886","2010-07-09",7.63
"887","2010-07-12",7.53
"888","2010-07-13",7.97
"889","2010-07-14",8.17
"890","2010-07-15",8.12
"891","2010-07-16",7.85
"892","2010-07-19",7.98
"893","2010-07-20",8.03
"894","2010-07-21",8.05
"895","2010-07-22",8.06
"896","2010-07-23",7.97
"897","2010-07-26",7.88
"898","2010-07-27",7.86
"899","2010-07-28",7.48
"900","2010-07-29",7.45
"901","2010-07-30",7.52
"902","2010-08-02",8.02
"903","2010-08-03",7.75
"904","2010-08-04",7.72
"905","2010-08-05",7.68
"906","2010-08-06",7.63
"907","2010-08-09",7.86
"908","2010-08-10",7.57
"909","2010-08-11",7.42
"910","2010-08-12",7.28
"911","2010-08-13",7.23
"912","2010-08-16",7.51
"913","2010-08-17",7.65
"914","2010-08-18",7.68
"915","2010-08-19",7.52
"916","2010-08-20",7.5
"917","2010-08-23",7.55
"918","2010-08-24",7.44
"919","2010-08-25",7.51
"920","2010-08-26",7.49
"921","2010-08-27",7.78
"922","2010-08-30",8.6
"923","2010-08-31",8.46
"924","2010-09-01",8.59
"925","2010-09-02",8.8
"926","2010-09-03",8.9
"927","2010-09-07",8.8
"928","2010-09-08",9.05
"929","2010-09-09",9.55
"930","2010-09-10",9.29
"931","2010-09-13",9.46
"932","2010-09-14",9.39
"933","2010-09-15",9.39
"934","2010-09-16",9.27
"935","2010-09-17",9.54
"936","2010-09-20",9.87
"937","2010-09-21",9.75
"938","2010-09-22",9.56
"939","2010-09-23",9.73
"940","2010-09-24",9.91
"941","2010-09-27",9.9
"942","2010-09-28",10.01
"943","2010-09-29",9.99
"944","2010-09-30",9.89
"945","2010-10-01",10.03
"946","2010-10-04",9.79
"947","2010-10-05",9.66
"948","2010-10-06",9.5
"949","2010-10-07",9.56
"950","2010-10-08",9.62
"951","2010-10-11",9.59
"952","2010-10-12",9.66
"953","2010-10-13",9.77
"954","2010-10-14",9.98
"955","2010-10-15",9.9
"956","2010-10-18",10.04
"957","2010-10-19",9.78
"958","2010-10-20",10.02
"959","2010-10-21",10.16
"960","2010-10-22",10.32
"961","2010-10-25",10.91
"962","2010-10-26",10.66
"963","2010-10-27",10.61
"964","2010-10-28",10.25
"965","2010-10-29",11.06
"966","2010-11-01",10.92
"967","2010-11-02",10.97
"968","2010-11-03",11.27
"969","2010-11-04",11.17
"970","2010-11-05",10.95
"971","2010-11-08",11.01
"972","2010-11-09",11.32
"973","2010-11-10",11.2
"974","2010-11-11",11.02
"975","2010-11-12",10.98
"976","2010-11-15",10.95
"977","2010-11-16",10.82
"978","2010-11-17",10.81
"979","2010-11-18",11.15
"980","2010-11-19",11.17
"981","2010-11-22",11.08
"982","2010-11-23",10.86
"983","2010-11-24",11.06
"984","2010-11-26",11.04
"985","2010-11-29",10.81
"986","2010-11-30",10.66
"987","2010-12-01",11.05
"988","2010-12-02",11.67
"989","2010-12-03",11.7
"990","2010-12-06",11.9
"991","2010-12-07",11.61
"992","2010-12-08",11.9
"993","2010-12-09",11.86
"994","2010-12-10",12.04
"995","2010-12-13",12.07
"996","2010-12-14",11.95
"997","2010-12-15",11.64
"998","2010-12-16",11.85
"999","2010-12-17",12.05
"1000","2010-12-20",12.17
