"","date","OLB"
"2035","2020-09-23",3.75
"2036","2020-09-24",3.55
"2037","2020-09-25",3.7399
"2038","2020-09-28",3.7399
"2039","2020-09-29",3.7399
"2040","2020-09-30",3.75
"2041","2020-10-01",3.83
"2042","2020-10-02",3.72
"2043","2020-10-05",3.82
"2044","2020-10-06",3.65
"2045","2020-10-07",3.67
"2046","2020-10-08",3.825
"2047","2020-10-09",3.9899
"2048","2020-10-12",3.99
"2049","2020-10-13",4.65
"2050","2020-10-14",4.185
"2051","2020-10-15",4.0501
"2052","2020-10-16",4
"2053","2020-10-19",3.85
"2054","2020-10-20",3.783
"2055","2020-10-21",4.23
"2056","2020-10-22",3.83
"2057","2020-10-23",3.65
"2058","2020-10-26",3.625
"2059","2020-10-27",3.5
"2060","2020-10-28",3.49
"2061","2020-10-29",3.87
"2062","2020-10-30",3.6994
"2063","2020-11-02",3.55
"2064","2020-11-03",3.58
"2065","2020-11-04",3.505
"2066","2020-11-05",3.5566
"2067","2020-11-06",3.55
"2068","2020-11-09",3.63
"2069","2020-11-10",3.56
"2070","2020-11-11",3.88
"2071","2020-11-12",3.7
"2072","2020-11-13",3.8
"2073","2020-11-16",3.81
"2074","2020-11-17",4.11
"2075","2020-11-18",4
"2076","2020-11-19",4.07
"2077","2020-11-20",4.27
"2078","2020-11-23",4.74
"2079","2020-11-24",4.57
"2080","2020-11-25",4.59
"2081","2020-11-27",4.85
