"","date","MTBC"
"108","2014-12-23",2.49
"109","2014-12-24",2.4
"110","2014-12-26",2.37
"111","2014-12-29",2.21
"112","2014-12-30",2.32
"113","2014-12-31",2.34
"114","2015-01-02",2.74
"115","2015-01-05",2.58
"116","2015-01-06",2.73
"117","2015-01-07",2.88
"118","2015-01-08",2.96
"119","2015-01-09",2.89
"120","2015-01-12",2.73
"121","2015-01-13",2.765
"122","2015-01-14",2.82
"123","2015-01-15",2.64
"124","2015-01-16",2.55
"125","2015-01-20",2.52
"126","2015-01-21",2.64
"127","2015-01-22",2.68
"128","2015-01-23",2.65
"129","2015-01-26",2.64
"130","2015-01-27",2.5
"131","2015-01-28",2.38
"132","2015-01-29",2.37
"133","2015-01-30",2.423
"134","2015-02-02",2.38
"135","2015-02-03",2.35
"136","2015-02-04",2.19
"137","2015-02-05",2.39
"138","2015-02-06",2.364
"139","2015-02-09",2.36
"140","2015-02-10",2.33
"141","2015-02-11",2.33
"142","2015-02-12",2.39
"143","2015-02-13",2.39
"144","2015-02-17",2.31
"145","2015-02-18",2.33
"146","2015-02-19",2.47
"147","2015-02-20",2.7
"148","2015-02-23",2.88
"149","2015-02-24",2.975
"150","2015-02-25",2.91
"151","2015-02-26",2.92
"152","2015-02-27",2.64
"153","2015-03-02",2.54
"154","2015-03-03",2.54
"155","2015-03-04",2.67
"156","2015-03-05",2.57
"157","2015-03-06",2.73
"158","2015-03-09",2.73
"159","2015-03-10",2.74
"160","2015-03-11",2.64
"161","2015-03-12",2.54
"162","2015-03-13",2.5
"163","2015-03-16",2.55
"164","2015-03-17",2.45
"165","2015-03-18",2.47
"166","2015-03-19",2.4
"167","2015-03-20",2.39
"168","2015-03-23",2.28
"169","2015-03-24",2.525
"170","2015-03-25",2.5
"171","2015-03-26",2.41
"172","2015-03-27",2.21
"173","2015-03-30",2.19
"174","2015-03-31",2.14
"175","2015-04-01",2.03
"176","2015-04-02",2.11
"177","2015-04-06",2.12
"178","2015-04-07",2.2
"179","2015-04-08",2.059
"180","2015-04-09",2.05
"181","2015-04-10",2.05
"182","2015-04-13",2.05
"183","2015-04-14",1.89
"184","2015-04-15",1.89
"185","2015-04-16",1.95
"186","2015-04-17",1.99
"187","2015-04-20",2.01
"188","2015-04-21",1.94
"189","2015-04-22",1.83
"190","2015-04-23",1.9
"191","2015-04-24",1.88
"192","2015-04-27",1.91
"193","2015-04-28",1.9
"194","2015-04-29",2.03
"195","2015-04-30",2.1
"196","2015-05-01",2.15
"197","2015-05-04",2.26
"198","2015-05-05",2.17
"199","2015-05-06",2.16
"200","2015-05-07",2.11
"201","2015-05-08",2.17
"202","2015-05-11",2.14
"203","2015-05-12",2.04
"204","2015-05-13",2.15
"205","2015-05-14",2.13
"206","2015-05-15",2.09
"207","2015-05-18",2.09
"208","2015-05-19",2
"209","2015-05-20",2.03
"210","2015-05-21",2.035
"211","2015-05-22",1.935
"212","2015-05-26",1.93
"213","2015-05-27",1.965
"214","2015-05-28",1.905
"215","2015-05-29",2.03
"216","2015-06-01",2.08
"217","2015-06-02",2.08
"218","2015-06-03",2.04
"219","2015-06-04",1.986
"220","2015-06-05",2.07
"221","2015-06-08",2.07
"222","2015-06-09",2.06
"223","2015-06-10",2.05
"224","2015-06-11",2
"225","2015-06-12",1.92
"226","2015-06-15",1.92
"227","2015-06-16",2.01
"228","2015-06-17",2.25
"229","2015-06-18",2.09
"230","2015-06-19",1.98
"231","2015-06-22",1.98
"232","2015-06-23",1.93
"233","2015-06-24",1.96
"234","2015-06-25",1.96
"235","2015-06-26",1.8
"236","2015-06-29",1.75
"237","2015-06-30",1.88
"238","2015-07-01",1.88
"239","2015-07-02",1.88
"240","2015-07-06",1.9
"241","2015-07-07",1.845
"242","2015-07-08",1.73
"243","2015-07-09",1.78
"244","2015-07-10",1.83
"245","2015-07-13",1.75
"246","2015-07-14",1.75
"247","2015-07-15",1.81
"248","2015-07-16",1.99
"249","2015-07-17",1.86
"250","2015-07-20",1.84
"251","2015-07-21",1.84
"252","2015-07-22",1.8
"253","2015-07-23",1.79
"254","2015-07-24",1.95
"255","2015-07-27",1.82
"256","2015-07-28",2.37
"257","2015-07-29",2.37
"258","2015-07-30",2.25
"259","2015-07-31",2.08
"260","2015-08-03",2.13
"261","2015-08-04",2.1
"262","2015-08-05",2.22
"263","2015-08-06",2.35
"264","2015-08-07",2.16
"265","2015-08-10",2.14
"266","2015-08-11",2.45
"267","2015-08-12",2.23
"268","2015-08-13",2.44
"269","2015-08-14",2.1
"270","2015-08-17",2.01
"271","2015-08-18",2.01
"272","2015-08-19",2.01
"273","2015-08-20",2.08
"274","2015-08-21",2.05
"275","2015-08-24",1.75
"276","2015-08-25",1.81
"277","2015-08-26",1.75
"278","2015-08-27",2.16
"279","2015-08-28",2.09
"280","2015-08-31",2.11
"281","2015-09-01",1.99
"282","2015-09-02",1.84
"283","2015-09-03",1.88
"284","2015-09-04",1.95
"285","2015-09-08",1.95
"286","2015-09-09",1.85
"287","2015-09-10",1.95
"288","2015-09-11",1.9
"289","2015-09-14",1.98
"290","2015-09-15",2.12
"291","2015-09-16",2
"292","2015-09-17",1.925
"293","2015-09-18",1.86
"294","2015-09-21",1.91
"295","2015-09-22",1.861
"296","2015-09-23",1.89
"297","2015-09-24",1.89
"298","2015-09-25",1.93
"299","2015-09-28",1.94
"300","2015-09-29",1.71
"301","2015-09-30",1.81
"302","2015-10-01",1.24
"303","2015-10-02",1.992
"304","2015-10-05",1.989
"305","2015-10-06",1.92
"306","2015-10-07",2.02
"307","2015-10-08",2.09
"308","2015-10-09",1.994
"309","2015-10-12",1.94
"310","2015-10-13",1.89
"311","2015-10-14",1.862
"312","2015-10-15",1.8
"313","2015-10-16",1.89
"314","2015-10-19",1.85
"315","2015-10-20",1.66
"316","2015-10-21",1.53
"317","2015-10-22",1.524
"318","2015-10-23",1.646
"319","2015-10-26",1.54
"320","2015-10-27",1.52
"321","2015-10-28",1.53
"322","2015-10-29",1.56
"323","2015-10-30",1.542
"324","2015-11-02",1.55
"325","2015-11-03",1.55
"326","2015-11-04",1.62
"327","2015-11-05",1.69
"328","2015-11-06",1.64
"329","2015-11-09",1.642
"330","2015-11-10",1.55
"331","2015-11-11",1.55
"332","2015-11-12",1.598
"333","2015-11-13",1.63
"334","2015-11-16",1.534
"335","2015-11-17",1.44
"336","2015-11-18",1.6
"337","2015-11-19",1.47
"338","2015-11-20",1.43
"339","2015-11-23",1.433
"340","2015-11-24",1.42
"341","2015-11-25",1.343
"342","2015-11-27",1.35
"343","2015-11-30",1.28
"344","2015-12-01",1.42
"345","2015-12-02",1.33
"346","2015-12-03",1.35
"347","2015-12-04",1.3
"348","2015-12-07",1.181
"349","2015-12-08",1.21
"350","2015-12-09",1.2
"351","2015-12-10",1.22
"352","2015-12-11",1.18
"353","2015-12-14",1.1
"354","2015-12-15",1.27
"355","2015-12-16",1.23
"356","2015-12-17",1.23
"357","2015-12-18",1.18
"358","2015-12-21",1.202
"359","2015-12-22",1.202
"360","2015-12-23",1.202
"361","2015-12-24",1.202
"362","2015-12-28",1.19
"363","2015-12-29",1.16
"364","2015-12-30",1.12
"365","2015-12-31",1.2
"366","2016-01-04",1.1
"367","2016-01-05",1.07
"368","2016-01-06",1.24
"369","2016-01-07",1.16
"370","2016-01-08",1.2
"371","2016-01-11",1.106
"372","2016-01-12",1.122
"373","2016-01-13",1.01
"374","2016-01-14",1.03
"375","2016-01-15",1.04
"376","2016-01-19",1.007
"377","2016-01-20",1
"378","2016-01-21",0.97
"379","2016-01-22",1
"380","2016-01-25",0.94
"381","2016-01-26",0.911
"382","2016-01-27",0.913
"383","2016-01-28",0.92
"384","2016-01-29",0.9
"385","2016-02-01",0.88
"386","2016-02-02",0.93
"387","2016-02-03",1.212
"388","2016-02-04",0.996
"389","2016-02-05",1.08
"390","2016-02-08",0.98
"391","2016-02-09",1.01
"392","2016-02-10",0.96
"393","2016-02-11",0.96
"394","2016-02-12",0.96
"395","2016-02-16",0.93
"396","2016-02-17",0.878
"397","2016-02-18",0.89
"398","2016-02-19",0.89
"399","2016-02-22",0.81
"400","2016-02-23",0.781
"401","2016-02-24",0.75
"402","2016-02-25",0.77
"403","2016-02-26",0.77
"404","2016-02-29",0.77
"405","2016-03-01",0.888
"406","2016-03-02",0.723
"407","2016-03-03",0.79
"408","2016-03-04",0.81
"409","2016-03-07",0.76
"410","2016-03-08",0.69
"411","2016-03-09",0.79
"412","2016-03-10",0.715
"413","2016-03-11",0.7
"414","2016-03-14",0.75
"415","2016-03-15",0.78
"416","2016-03-16",0.93
"417","2016-03-17",0.89
"418","2016-03-18",0.89
"419","2016-03-21",0.88
"420","2016-03-22",1.02
"421","2016-03-23",1.05
"422","2016-03-24",1.12
"423","2016-03-28",1.14
"424","2016-03-29",1.11
"425","2016-03-30",1.09
"426","2016-03-31",1.02
"427","2016-04-01",0.96
"428","2016-04-04",1.02
"429","2016-04-05",1
"430","2016-04-06",1
"431","2016-04-07",0.899
"432","2016-04-08",0.91
"433","2016-04-11",0.92
"434","2016-04-12",0.925
"435","2016-04-13",0.89
"436","2016-04-14",0.945
"437","2016-04-15",0.95
"438","2016-04-18",0.91
"439","2016-04-19",0.96
"440","2016-04-20",0.97
"441","2016-04-21",0.97
"442","2016-04-22",0.93
"443","2016-04-25",0.957
"444","2016-04-26",1.015
"445","2016-04-27",0.996
"446","2016-04-28",1
"447","2016-04-29",0.99
"448","2016-05-02",0.98
"449","2016-05-03",0.957
"450","2016-05-04",0.96
"451","2016-05-05",1.016
"452","2016-05-06",1
"453","2016-05-09",0.973
"454","2016-05-10",0.91
"455","2016-05-11",0.98
"456","2016-05-12",0.98
"457","2016-05-13",0.94
"458","2016-05-16",1.01
"459","2016-05-17",1
"460","2016-05-18",0.91
"461","2016-05-19",0.978
"462","2016-05-20",1
"463","2016-05-23",0.92
"464","2016-05-24",0.91
"465","2016-05-25",0.93
"466","2016-05-26",0.9
"467","2016-05-27",0.92
"468","2016-05-31",0.955
"469","2016-06-01",1.03
"470","2016-06-02",0.995
"471","2016-06-03",0.92
"472","2016-06-06",0.91
"473","2016-06-07",0.91
"474","2016-06-08",0.918
"475","2016-06-09",0.98
"476","2016-06-10",0.93
"477","2016-06-13",0.92
"478","2016-06-14",0.92
"479","2016-06-15",0.91
"480","2016-06-16",0.9
"481","2016-06-17",0.94
"482","2016-06-20",0.9
"483","2016-06-21",0.92
"484","2016-06-22",0.94
"485","2016-06-23",0.88
"486","2016-06-24",0.87
"487","2016-06-27",0.86
"488","2016-06-28",0.85
"489","2016-06-29",0.88
"490","2016-06-30",0.88
"491","2016-07-01",0.86
"492","2016-07-05",0.89
"493","2016-07-06",0.88
"494","2016-07-07",0.872
"495","2016-07-08",0.872
"496","2016-07-11",0.86
"497","2016-07-12",0.88
"498","2016-07-13",0.86
"499","2016-07-14",0.945
"500","2016-07-15",0.945
"501","2016-07-18",1.009
"502","2016-07-19",1
"503","2016-07-20",1
"504","2016-07-21",1.12
"505","2016-07-22",1.04
"506","2016-07-25",1.08
"507","2016-07-26",1.04
"508","2016-07-27",1.04
"509","2016-07-28",1
"510","2016-07-29",1.05
"511","2016-08-01",1.01
"512","2016-08-02",1.02
"513","2016-08-03",1.01
"514","2016-08-04",1.03
"515","2016-08-05",0.95
"516","2016-08-08",0.91
"517","2016-08-09",0.899
"518","2016-08-10",0.906
"519","2016-08-11",0.892
"520","2016-08-12",0.893
"521","2016-08-15",0.823
"522","2016-08-16",0.852
"523","2016-08-17",0.82
"524","2016-08-18",0.81
"525","2016-08-19",0.83
"526","2016-08-22",0.83
"527","2016-08-23",0.845
"528","2016-08-24",0.92
"529","2016-08-25",0.92
"530","2016-08-26",0.93
"531","2016-08-29",0.98
"532","2016-08-30",0.966
"533","2016-08-31",0.97
"534","2016-09-01",0.96
"535","2016-09-02",0.97
"536","2016-09-06",1
"537","2016-09-07",0.913
"538","2016-09-08",0.92
"539","2016-09-09",0.92
"540","2016-09-12",0.9
"541","2016-09-13",0.907
"542","2016-09-14",0.88
"543","2016-09-15",0.86
"544","2016-09-16",0.85
"545","2016-09-19",0.85
"546","2016-09-20",0.85
"547","2016-09-21",0.85
"548","2016-09-22",0.86
"549","2016-09-23",0.87
"550","2016-09-26",0.84
"551","2016-09-27",0.869
"552","2016-09-28",0.89
"553","2016-09-29",0.84
"554","2016-09-30",0.94
"555","2016-10-03",0.98
"556","2016-10-04",0.99
"557","2016-10-05",0.9
"558","2016-10-06",0.96
"559","2016-10-07",0.91
"560","2016-10-10",0.87
"561","2016-10-11",0.855
"562","2016-10-12",0.855
"563","2016-10-13",0.816
"564","2016-10-14",0.88
"565","2016-10-17",0.84
"566","2016-10-18",0.829
"567","2016-10-19",0.81
"568","2016-10-20",0.847
"569","2016-10-21",0.84
"570","2016-10-24",0.846
"571","2016-10-25",0.83
"572","2016-10-26",0.83
"573","2016-10-27",0.84
"574","2016-10-28",0.87
"575","2016-10-31",0.898
"576","2016-11-01",0.83
"577","2016-11-02",0.84
"578","2016-11-03",0.853
"579","2016-11-04",0.84
"580","2016-11-07",0.84
"581","2016-11-08",0.85
"582","2016-11-09",0.82
"583","2016-11-10",0.835
"584","2016-11-11",0.88
"585","2016-11-14",0.87
"586","2016-11-15",0.85
"587","2016-11-16",0.89
"588","2016-11-17",0.945
"589","2016-11-18",0.89
"590","2016-11-21",0.91
"591","2016-11-22",0.9
"592","2016-11-23",0.93
"593","2016-11-25",0.906
"594","2016-11-28",0.96
"595","2016-11-29",0.93
"596","2016-11-30",0.88
"597","2016-12-01",0.86
"598","2016-12-02",0.89
"599","2016-12-05",0.86
"600","2016-12-06",0.82
"601","2016-12-07",0.86
"602","2016-12-08",0.85
"603","2016-12-09",0.85
"604","2016-12-12",0.84
"605","2016-12-13",0.83
"606","2016-12-14",0.825
"607","2016-12-15",0.837
"608","2016-12-16",0.8
"609","2016-12-19",0.83
"610","2016-12-20",0.83
"611","2016-12-21",0.8
"612","2016-12-22",0.84
"613","2016-12-23",0.83
"614","2016-12-27",0.87
"615","2016-12-28",0.79
"616","2016-12-29",0.78
"617","2016-12-30",0.725
"618","2017-01-03",0.66
"619","2017-01-04",0.76
"620","2017-01-05",0.66
"621","2017-01-06",0.75
"622","2017-01-09",0.75
"623","2017-01-10",0.72
"624","2017-01-11",0.77
"625","2017-01-12",0.77
"626","2017-01-13",0.719
"627","2017-01-17",0.72
"628","2017-01-18",0.74
"629","2017-01-19",0.855
"630","2017-01-20",0.75
"631","2017-01-23",0.82
"632","2017-01-24",0.8
"633","2017-01-25",0.8
"634","2017-01-26",0.81
"635","2017-01-27",0.81
"636","2017-01-30",0.81
"637","2017-01-31",0.75
"638","2017-02-01",0.755
"639","2017-02-02",0.72
"640","2017-02-03",0.74
"641","2017-02-06",0.729
"642","2017-02-07",0.721
"643","2017-02-08",0.7
"644","2017-02-09",0.75
"645","2017-02-10",0.81
"646","2017-02-13",0.745
"647","2017-02-14",0.78
"648","2017-02-15",0.78
"649","2017-02-16",0.78
"650","2017-02-17",0.78
"651","2017-02-21",0.77
"652","2017-02-22",0.79
"653","2017-02-23",0.74
"654","2017-02-24",0.672
"655","2017-02-27",0.7
"656","2017-02-28",0.68
"657","2017-03-01",0.73
"658","2017-03-02",0.72
"659","2017-03-03",0.752
"660","2017-03-06",0.736
"661","2017-03-07",0.759
"662","2017-03-08",0.74
"663","2017-03-09",0.74
"664","2017-03-10",0.65
"665","2017-03-13",0.67
"666","2017-03-14",0.69
"667","2017-03-15",0.666
"668","2017-03-16",0.64
"669","2017-03-17",0.63
"670","2017-03-20",0.63
"671","2017-03-21",0.63
"672","2017-03-22",0.662
"673","2017-03-23",0.68
"674","2017-03-24",0.657
"675","2017-03-27",0.7
"676","2017-03-28",0.65
"677","2017-03-29",0.65
"678","2017-03-30",0.65
"679","2017-03-31",0.68
"680","2017-04-03",0.65
"681","2017-04-04",0.68
"682","2017-04-05",0.65
"683","2017-04-06",0.619
"684","2017-04-07",0.56
"685","2017-04-10",0.54
"686","2017-04-11",0.54
"687","2017-04-12",0.44
"688","2017-04-13",0.39
"689","2017-04-17",0.51
"690","2017-04-18",0.54
"691","2017-04-19",0.53
"692","2017-04-20",0.48
"693","2017-04-21",0.45
"694","2017-04-24",0.42
"695","2017-04-25",0.437
"696","2017-04-26",1.22
"697","2017-04-27",1.55
"698","2017-04-28",1.36
"699","2017-05-01",2.4
"700","2017-05-02",2
"701","2017-05-03",2.1
"702","2017-05-04",1.93
"703","2017-05-05",1.77
"704","2017-05-08",1.78
"705","2017-05-09",1.96
"706","2017-05-10",2.41
"707","2017-05-11",2.18
"708","2017-05-12",2.06
"709","2017-05-15",1.97
"710","2017-05-16",2.04
"711","2017-05-17",1.92
"712","2017-05-18",1.88
"713","2017-05-19",1.9
"714","2017-05-22",2.07
"715","2017-05-23",2.09
"716","2017-05-24",2.02
"717","2017-05-25",1.91
"718","2017-05-26",1.92
"719","2017-05-30",2.07
"720","2017-05-31",1.99
"721","2017-06-01",1.93
"722","2017-06-02",1.89
"723","2017-06-05",1.83
"724","2017-06-06",1.76
"725","2017-06-07",1.67
"726","2017-06-08",1.61
"727","2017-06-09",1.63
"728","2017-06-12",1.56
"729","2017-06-13",1.54
"730","2017-06-14",1.8
"731","2017-06-15",1.76
"732","2017-06-16",1.66
"733","2017-06-19",1.59
"734","2017-06-20",1.52
"735","2017-06-21",1.48
"736","2017-06-22",1.53
"737","2017-06-23",1.54
"738","2017-06-26",1.52
"739","2017-06-27",1.49
"740","2017-06-28",1.534
"741","2017-06-29",1.45
"742","2017-06-30",1.42
"743","2017-07-03",1.31
"744","2017-07-05",1.43
"745","2017-07-06",1.41
"746","2017-07-07",1.38
"747","2017-07-10",1.33
"748","2017-07-11",1.24
"749","2017-07-12",1.25
"750","2017-07-13",1.31
"751","2017-07-14",1.23
"752","2017-07-17",1.26
"753","2017-07-18",1.24
"754","2017-07-19",1.18
"755","2017-07-20",1.21
"756","2017-07-21",1.2
"757","2017-07-24",1.17
"758","2017-07-25",1.22
"759","2017-07-26",1.23
"760","2017-07-27",1.28
"761","2017-07-28",1.29
"762","2017-07-31",1.289
"763","2017-08-01",1.6
"764","2017-08-02",2.15
"765","2017-08-03",1.49
"766","2017-08-04",1.68
"767","2017-08-07",1.66
"768","2017-08-08",1.45
"769","2017-08-09",1.4
"770","2017-08-10",1.26
"771","2017-08-11",1.3
"772","2017-08-14",1.345
"773","2017-08-15",1.41
"774","2017-08-16",1.47
"775","2017-08-17",1.42
"776","2017-08-18",1.44
"777","2017-08-21",1.4
"778","2017-08-22",1.47
"779","2017-08-23",1.47
"780","2017-08-24",1.41
"781","2017-08-25",1.43
"782","2017-08-28",1.43
"783","2017-08-29",1.385
"784","2017-08-30",1.39
"785","2017-08-31",1.42
"786","2017-09-01",1.4
"787","2017-09-05",1.39
"788","2017-09-06",1.38
"789","2017-09-07",1.375
"790","2017-09-08",1.35
"791","2017-09-11",1.43
"792","2017-09-12",1.42
"793","2017-09-13",1.4
"794","2017-09-14",1.4
"795","2017-09-15",1.53
"796","2017-09-18",1.498
"797","2017-09-19",1.49
"798","2017-09-20",1.45
"799","2017-09-21",1.46
"800","2017-09-22",1.44
"801","2017-09-25",1.42
"802","2017-09-26",1.43
"803","2017-09-27",1.45
"804","2017-09-28",1.49
"805","2017-09-29",1.47
"806","2017-10-02",1.51
"807","2017-10-03",3.16
"808","2017-10-04",3.25
"809","2017-10-05",2.67
"810","2017-10-06",2.78
"811","2017-10-09",3
"812","2017-10-10",2.86
"813","2017-10-11",3.29
"814","2017-10-12",3.5
"815","2017-10-13",3.29
"816","2017-10-16",3.23
"817","2017-10-17",3.03
"818","2017-10-18",3.05
"819","2017-10-19",3.04
"820","2017-10-20",3.076
"821","2017-10-23",3.07
"822","2017-10-24",2.94
"823","2017-10-25",2.95
"824","2017-10-26",2.94
"825","2017-10-27",2.79
"826","2017-10-30",2.89
"827","2017-10-31",3.16
"828","2017-11-01",3.37
"829","2017-11-02",4.09
"830","2017-11-03",3.99
"831","2017-11-06",3.01
"832","2017-11-07",2.6
"833","2017-11-08",2.45
"834","2017-11-09",2.18
"835","2017-11-10",2.54
"836","2017-11-13",2.47
"837","2017-11-14",2.4
"838","2017-11-15",2.4
"839","2017-11-16",2.5
"840","2017-11-17",2.45
"841","2017-11-20",2.61
"842","2017-11-21",2.69
"843","2017-11-22",2.69
"844","2017-11-24",2.61
"845","2017-11-27",3.08
"846","2017-11-28",2.96
"847","2017-11-29",2.87
"848","2017-11-30",2.89
"849","2017-12-01",2.9
"850","2017-12-04",2.96
"851","2017-12-05",2.88
"852","2017-12-06",2.63
"853","2017-12-07",2.61
"854","2017-12-08",2.6
"855","2017-12-11",2.68
"856","2017-12-12",2.951
"857","2017-12-13",2.87
"858","2017-12-14",2.81
"859","2017-12-15",2.8
"860","2017-12-18",2.75
"861","2017-12-19",2.755
"862","2017-12-20",2.82
"863","2017-12-21",2.81
"864","2017-12-22",2.75
"865","2017-12-26",2.77
"866","2017-12-27",2.7
"867","2017-12-28",2.66
"868","2017-12-29",2.61
"869","2018-01-02",2.65
"870","2018-01-03",2.71
"871","2018-01-04",2.75
"872","2018-01-05",2.87
"873","2018-01-08",2.95
"874","2018-01-09",3.16
"875","2018-01-10",3.06
"876","2018-01-11",2.95
"877","2018-01-12",3.03
"878","2018-01-16",3
"879","2018-01-17",3.15
"880","2018-01-18",3.2
"881","2018-01-19",3.21
"882","2018-01-22",3.17
"883","2018-01-23",3.23
"884","2018-01-24",3.37
"885","2018-01-25",3.59
"886","2018-01-26",3.9
"887","2018-01-29",3.6
"888","2018-01-30",3.67
"889","2018-01-31",3.25
"890","2018-02-01",3.19
"891","2018-02-02",3.09
"892","2018-02-05",3.03
"893","2018-02-06",3.14
"894","2018-02-07",3.39
"895","2018-02-08",3.35
"896","2018-02-09",3.4
"897","2018-02-12",3.48
"898","2018-02-13",3.67
"899","2018-02-14",3.73
"900","2018-02-15",3.63
"901","2018-02-16",3.69
"902","2018-02-20",3.89
"903","2018-02-21",4.02
"904","2018-02-22",3.88
"905","2018-02-23",3.98
"906","2018-02-26",4.12
"907","2018-02-27",4.08
"908","2018-02-28",3.96
"909","2018-03-01",3.66
"910","2018-03-02",3.93
"911","2018-03-05",4.09
"912","2018-03-06",3.82
"913","2018-03-07",3.53
"914","2018-03-08",3.66
"915","2018-03-09",3.57
"916","2018-03-12",3.48
"917","2018-03-13",3.6
"918","2018-03-14",3.55
"919","2018-03-15",3.56
"920","2018-03-16",3.69
"921","2018-03-19",3.73
"922","2018-03-20",3.83
"923","2018-03-21",3.82
"924","2018-03-22",3.64
"925","2018-03-23",3.62
"926","2018-03-26",3.46
"927","2018-03-27",3.39
"928","2018-03-28",3.18
"929","2018-03-29",3.33
"930","2018-04-02",3.3
"931","2018-04-03",3.39
"932","2018-04-04",3.43
"933","2018-04-05",3.45
"934","2018-04-06",3.43
"935","2018-04-09",3.31
"936","2018-04-10",3.33
"937","2018-04-11",3.24
"938","2018-04-12",3.26
"939","2018-04-13",3.35
"940","2018-04-16",3.33
"941","2018-04-17",3.47
"942","2018-04-18",3.48
"943","2018-04-19",3.5
"944","2018-04-20",3.51
"945","2018-04-23",3.43
"946","2018-04-24",3.34
"947","2018-04-25",3.35
"948","2018-04-26",3.39
"949","2018-04-27",3.4
"950","2018-04-30",3.37
"951","2018-05-01",3.38
"952","2018-05-02",3.36
"953","2018-05-03",3.37
"954","2018-05-04",3.481
"955","2018-05-07",3.75
"956","2018-05-08",3.67
"957","2018-05-09",3.7
"958","2018-05-10",3.77
"959","2018-05-11",3.72
"960","2018-05-14",3.66
"961","2018-05-15",3.415
"962","2018-05-16",3.41
"963","2018-05-17",3.5
"964","2018-05-18",3.42
"965","2018-05-21",3.46
"966","2018-05-22",3.42
"967","2018-05-23",3.43
"968","2018-05-24",3.38
"969","2018-05-25",3.41
"970","2018-05-29",3.39
"971","2018-05-30",3.42
"972","2018-05-31",3.47
"973","2018-06-01",3.45
"974","2018-06-04",3.41
"975","2018-06-05",3.45
"976","2018-06-06",3.44
"977","2018-06-07",3.45
"978","2018-06-08",3.41
"979","2018-06-11",3.37
"980","2018-06-12",3.31
"981","2018-06-13",3.31
"982","2018-06-14",3.32
"983","2018-06-15",3.27
"984","2018-06-18",3.32
"985","2018-06-19",3.32
"986","2018-06-20",3.34
"987","2018-06-21",3.3
"988","2018-06-22",3.46
"989","2018-06-25",3.39
"990","2018-06-26",3.769
"991","2018-06-27",3.85
"992","2018-06-28",4.03
"993","2018-06-29",3.87
"994","2018-07-02",3.87
"995","2018-07-03",3.71
"996","2018-07-05",3.72
"997","2018-07-06",4.01
"998","2018-07-09",4.01
"999","2018-07-10",4.1
"1000","2018-07-11",4.09
"1001","2018-07-12",4.07
