"","date","MGTA"
"155","2019-02-01",7.01
"156","2019-02-04",6.64
"157","2019-02-05",7.13
"158","2019-02-06",7.55
"159","2019-02-07",7.29
"160","2019-02-08",7.49
"161","2019-02-11",8.53
"162","2019-02-12",8.09
"163","2019-02-13",8.83
"164","2019-02-14",8.43
"165","2019-02-15",9.24
"166","2019-02-19",8.86
"167","2019-02-20",9.19
"168","2019-02-21",8.67
"169","2019-02-22",9.39
"170","2019-02-25",10.52
"171","2019-02-26",12.18
"172","2019-02-27",12.59
"173","2019-02-28",13.11
"174","2019-03-01",15.02
"175","2019-03-04",15.61
"176","2019-03-05",15.99
"177","2019-03-06",16.379999
"178","2019-03-07",16.370001
"179","2019-03-08",16
"180","2019-03-11",15.89
"181","2019-03-12",14.7
"182","2019-03-13",14.27
"183","2019-03-14",13.71
"184","2019-03-15",17.299999
"185","2019-03-18",18.459999
"186","2019-03-19",18.459999
"187","2019-03-20",17.83
"188","2019-03-21",18.280001
"189","2019-03-22",18.57
"190","2019-03-25",19.700001
"191","2019-03-26",17.52
"192","2019-03-27",17.25
"193","2019-03-28",17.01
"194","2019-03-29",16.469999
"195","2019-04-01",15.88
"196","2019-04-02",15.47
"197","2019-04-03",15.79
"198","2019-04-04",16.01
"199","2019-04-05",17.26
"200","2019-04-08",17.67
"201","2019-04-09",16.52
"202","2019-04-10",16.15
"203","2019-04-11",16.110001
"204","2019-04-12",15.75
"205","2019-04-15",15.44
"206","2019-04-16",15.89
"207","2019-04-17",15.21
"208","2019-04-18",15.01
"209","2019-04-22",15.06
"210","2019-04-23",15.51
"211","2019-04-24",16.370001
"212","2019-04-25",16.290001
"213","2019-04-26",17.48
"214","2019-04-29",17.01
"215","2019-04-30",14.41
"216","2019-05-01",13.7
"217","2019-05-02",13.8
"218","2019-05-03",15.33
"219","2019-05-06",15.44
"220","2019-05-07",14.71
"221","2019-05-08",15
"222","2019-05-09",15.4
"223","2019-05-10",15.8
"224","2019-05-13",16.1
"225","2019-05-14",16.48
"226","2019-05-15",16.18
"227","2019-05-16",16.309999
"228","2019-05-17",16.559999
"229","2019-05-20",16.700001
"230","2019-05-21",17.24
"231","2019-05-22",17.129999
"232","2019-05-23",17.35
"233","2019-05-24",16.969999
"234","2019-05-28",16.690001
"235","2019-05-29",15.9
"236","2019-05-30",15.34
"237","2019-05-31",14.66
"238","2019-06-03",14.47
"239","2019-06-04",14.42
"240","2019-06-05",14.24
"241","2019-06-06",13.62
"242","2019-06-07",13.4
"243","2019-06-10",14.12
"244","2019-06-11",14.18
"245","2019-06-12",14.33
"246","2019-06-13",14.66
"247","2019-06-14",14.36
"248","2019-06-17",13.67
"249","2019-06-18",13.84
"250","2019-06-19",14.52
"251","2019-06-20",14.94
"252","2019-06-21",16.200001
"253","2019-06-24",14.99
"254","2019-06-25",14.8
"255","2019-06-26",14.26
"256","2019-06-27",14.74
"257","2019-06-28",14.75
"258","2019-07-01",13.52
"259","2019-07-02",13.67
"260","2019-07-03",13.55
"261","2019-07-05",13.76
"262","2019-07-08",13.35
"263","2019-07-09",13.66
"264","2019-07-10",13.74
"265","2019-07-11",13.54
"266","2019-07-12",13.05
"267","2019-07-15",13.47
"268","2019-07-16",13.33
"269","2019-07-17",13.3
"270","2019-07-18",13.57
"271","2019-07-19",12.82
"272","2019-07-22",12.8
"273","2019-07-23",12.34
"274","2019-07-24",12.84
"275","2019-07-25",13.17
"276","2019-07-26",13.17
"277","2019-07-29",13.64
"278","2019-07-30",14
"279","2019-07-31",13.51
"280","2019-08-01",13.18
"281","2019-08-02",12.63
"282","2019-08-05",11.69
"283","2019-08-06",12.03
"284","2019-08-07",11.89
"285","2019-08-08",13.21
"286","2019-08-09",12.41
"287","2019-08-12",11.87
"288","2019-08-13",11.8
"289","2019-08-14",11.73
"290","2019-08-15",11.06
"291","2019-08-16",11.59
"292","2019-08-19",11.93
"293","2019-08-20",11.82
"294","2019-08-21",10.67
"295","2019-08-22",10.88
"296","2019-08-23",9.86
"297","2019-08-26",10.48
"298","2019-08-27",10.13
"299","2019-08-28",10.11
"300","2019-08-29",10.39
"301","2019-08-30",10.33
"302","2019-09-03",9.77
"303","2019-09-04",9.97
"304","2019-09-05",10.38
"305","2019-09-06",10.32
"306","2019-09-09",9.87
"307","2019-09-10",10.56
"308","2019-09-11",11.56
"309","2019-09-12",11.25
"310","2019-09-13",11.42
"311","2019-09-16",11.34
"312","2019-09-17",11.3
"313","2019-09-18",11.14
"314","2019-09-19",11.72
"315","2019-09-20",11.8
"316","2019-09-23",11.22
"317","2019-09-24",10.42
"318","2019-09-25",10.57
"319","2019-09-26",9.88
"320","2019-09-27",9.63
"321","2019-09-30",10.26
"322","2019-10-01",9.5
"323","2019-10-02",10.14
"324","2019-10-03",10.37
"325","2019-10-04",10.12
"326","2019-10-07",9.97
"327","2019-10-08",9.72
"328","2019-10-09",9.88
"329","2019-10-10",9.78
"330","2019-10-11",9.83
"331","2019-10-14",9.78
"332","2019-10-15",10
"333","2019-10-16",9.31
"334","2019-10-17",9.65
"335","2019-10-18",9.53
"336","2019-10-21",10.19
"337","2019-10-22",10.09
"338","2019-10-23",9.6
"339","2019-10-24",9.4
"340","2019-10-25",9.19
"341","2019-10-28",9.77
"342","2019-10-29",9.7
"343","2019-10-30",10.54
"344","2019-10-31",10.41
"345","2019-11-01",11.37
"346","2019-11-04",11.27
"347","2019-11-05",11.2
"348","2019-11-06",10.73
"349","2019-11-07",10.47
"350","2019-11-08",10.44
"351","2019-11-11",10.8
"352","2019-11-12",10.48
"353","2019-11-13",10.25
"354","2019-11-14",9.43
"355","2019-11-15",9.42
"356","2019-11-18",9.07
"357","2019-11-19",10.5
"358","2019-11-20",13.01
"359","2019-11-21",13.14
"360","2019-11-22",13.85
"361","2019-11-25",13.2
"362","2019-11-26",12.4
"363","2019-11-27",13.31
"364","2019-11-29",13.24
"365","2019-12-02",12.44
"366","2019-12-03",13.33
"367","2019-12-04",13.12
"368","2019-12-05",12.98
"369","2019-12-06",13.29
"370","2019-12-09",12.79
"371","2019-12-10",14
"372","2019-12-11",14.42
"373","2019-12-12",13.78
"374","2019-12-13",12.7
"375","2019-12-16",13.13
"376","2019-12-17",13.29
"377","2019-12-18",13.47
"378","2019-12-19",14
"379","2019-12-20",14.51
"380","2019-12-23",15.84
"381","2019-12-24",15.79
"382","2019-12-26",15.45
"383","2019-12-27",14.64
"384","2019-12-30",15.26
"385","2019-12-31",15.16
"386","2020-01-02",15.02
"387","2020-01-03",14.76
"388","2020-01-06",14.73
"389","2020-01-07",14.92
"390","2020-01-08",14.9
"391","2020-01-09",15.02
"392","2020-01-10",15.24
"393","2020-01-13",13.59
"394","2020-01-14",13.48
"395","2020-01-15",14.01
"396","2020-01-16",14.38
"397","2020-01-17",14.12
"398","2020-01-21",14.06
"399","2020-01-22",13.94
"400","2020-01-23",13.77
"401","2020-01-24",13.84
"402","2020-01-27",13.78
"403","2020-01-28",13.53
"404","2020-01-29",13.12
"405","2020-01-30",12.28
"406","2020-01-31",11.88
"407","2020-02-03",11.91
"408","2020-02-04",12.26
"409","2020-02-05",12.82
"410","2020-02-06",12.5
"411","2020-02-07",11.79
"412","2020-02-10",12.28
"413","2020-02-11",12.17
"414","2020-02-12",12.3
"415","2020-02-13",12.04
"416","2020-02-14",12.35
"417","2020-02-18",12.62
"418","2020-02-19",13.04
"419","2020-02-20",14.11
"420","2020-02-21",14
"421","2020-02-24",12.71
"422","2020-02-25",12.01
"423","2020-02-26",11.62
"424","2020-02-27",11
"425","2020-02-28",11.76
"426","2020-03-02",11.56
"427","2020-03-03",10.94
"428","2020-03-04",12.05
"429","2020-03-05",12.52
"430","2020-03-06",11.93
"431","2020-03-09",10.53
"432","2020-03-10",10.2
"433","2020-03-11",9.16
"434","2020-03-12",8.12
"435","2020-03-13",8.13
"436","2020-03-16",7.17
"437","2020-03-17",9.95
"438","2020-03-18",6.96
"439","2020-03-19",6.7
"440","2020-03-20",6.03
"441","2020-03-23",6.18
"442","2020-03-24",6.27
"443","2020-03-25",6.32
"444","2020-03-26",7.43
"445","2020-03-27",6.86
"446","2020-03-30",7.13
"447","2020-03-31",6.28
"448","2020-04-01",6.27
"449","2020-04-02",6.44
"450","2020-04-03",6.18
"451","2020-04-06",6.52
"452","2020-04-07",6.35
"453","2020-04-08",6.49
"454","2020-04-09",7.06
"455","2020-04-13",7.98
"456","2020-04-14",8.18
"457","2020-04-15",7.6
"458","2020-04-16",7.87
"459","2020-04-17",8.82
"460","2020-04-20",8.54
"461","2020-04-21",8.16
"462","2020-04-22",8.7
"463","2020-04-23",8.33
"464","2020-04-24",8.89
"465","2020-04-27",9.26
"466","2020-04-28",8.48
"467","2020-04-29",8.99
"468","2020-04-30",8.15
"469","2020-05-01",8.83
"470","2020-05-04",8.92
"471","2020-05-05",8.57
"472","2020-05-06",9.48
"473","2020-05-07",9.74
"474","2020-05-08",10.76
"475","2020-05-11",10.66
"476","2020-05-12",9.36
"477","2020-05-13",8.94
"478","2020-05-14",8.72
"479","2020-05-15",8.8
"480","2020-05-18",9.16
"481","2020-05-19",9.12
"482","2020-05-20",9.53
"483","2020-05-21",9.56
"484","2020-05-22",9.61
"485","2020-05-26",9.59
"486","2020-05-27",9.42
"487","2020-05-28",9.19
"488","2020-05-29",8.84
"489","2020-06-01",9.4
"490","2020-06-02",9.43
"491","2020-06-03",9.36
"492","2020-06-04",9.29
"493","2020-06-05",9.99
"494","2020-06-08",10.2
"495","2020-06-09",10.56
"496","2020-06-10",10.4
"497","2020-06-11",9.04
"498","2020-06-12",9.09
"499","2020-06-15",9.29
"500","2020-06-16",9.26
"501","2020-06-17",9.25
"502","2020-06-18",9.31
"503","2020-06-19",9.69
"504","2020-06-22",9.99
"505","2020-06-23",10.3
"506","2020-06-24",9.67
"507","2020-06-25",8.31
"508","2020-06-26",7.92
"509","2020-06-29",7.42
"510","2020-06-30",7.51
"511","2020-07-01",7.58
"512","2020-07-02",7.97
"513","2020-07-06",8.7
"514","2020-07-07",8.83
"515","2020-07-08",8.94
"516","2020-07-09",8.9
"517","2020-07-10",8.37
"518","2020-07-13",7.55
"519","2020-07-14",7.49
"520","2020-07-15",7.6
"521","2020-07-16",7.64
"522","2020-07-17",8
"523","2020-07-20",8.06
"524","2020-07-21",7.9
"525","2020-07-22",7.9
"526","2020-07-23",7.65
"527","2020-07-24",7.53
"528","2020-07-27",7.47
"529","2020-07-28",7.22
"530","2020-07-29",7.02
"531","2020-07-30",7.13
"532","2020-07-31",7.02
"533","2020-08-03",7.14
"534","2020-08-04",7.13
"535","2020-08-05",7.11
"536","2020-08-06",7.15
"537","2020-08-07",7.57
"538","2020-08-10",7.62
"539","2020-08-11",7.11
"540","2020-08-12",7.28
"541","2020-08-13",7.31
"542","2020-08-14",7.12
"543","2020-08-17",7.39
"544","2020-08-18",7.3
"545","2020-08-19",7.22
"546","2020-08-20",7.15
"547","2020-08-21",7.09
"548","2020-08-24",6.84
"549","2020-08-25",6.96
"550","2020-08-26",6.95
"551","2020-08-27",6.72
"552","2020-08-28",6.73
"553","2020-08-31",7.27
"554","2020-09-01",7.14
"555","2020-09-02",7.12
"556","2020-09-03",7
"557","2020-09-04",6.52
"558","2020-09-08",7.02
"559","2020-09-09",7.15
"560","2020-09-10",7.15
"561","2020-09-11",7.16
"562","2020-09-14",7.77
"563","2020-09-15",8
"564","2020-09-16",8.16
"565","2020-09-17",8.03
"566","2020-09-18",7.72
"567","2020-09-21",7.3
"568","2020-09-22",7.16
"569","2020-09-23",6.73
"570","2020-09-24",6.78
"571","2020-09-25",6.98
"572","2020-09-28",6.8
"573","2020-09-29",6.84
"574","2020-09-30",6.8
"575","2020-10-01",6.92
"576","2020-10-02",6.79
"577","2020-10-05",7.08
"578","2020-10-06",7.31
"579","2020-10-07",7.65
"580","2020-10-08",7.36
"581","2020-10-09",7.54
"582","2020-10-12",7.44
"583","2020-10-13",7.67
"584","2020-10-14",7.34
"585","2020-10-15",7.39
"586","2020-10-16",7.31
"587","2020-10-19",7
"588","2020-10-20",6.96
"589","2020-10-21",6.8
"590","2020-10-22",7.07
"591","2020-10-23",7.05
"592","2020-10-26",6.75
"593","2020-10-27",6.59
"594","2020-10-28",6.81
"595","2020-10-29",6.73
"596","2020-10-30",6.31
"597","2020-11-02",6.28
"598","2020-11-03",6.7
"599","2020-11-04",6.66
"600","2020-11-05",6.6
"601","2020-11-06",6.3
"602","2020-11-09",6.1
"603","2020-11-10",6.57
"604","2020-11-11",6.6
"605","2020-11-12",6.52
"606","2020-11-13",6.74
"607","2020-11-16",6.91
"608","2020-11-17",6.85
"609","2020-11-18",6.63
"610","2020-11-19",6.69
"611","2020-11-20",6.64
"612","2020-11-23",6.51
"613","2020-11-24",6.57
"614","2020-11-25",6.88
"615","2020-11-27",7.01
