"","date","WD"
"154","2011-07-26",13.03
"155","2011-07-27",12.94
"156","2011-07-28",13.22
"157","2011-07-29",12.93
"158","2011-08-01",12.92
"159","2011-08-02",12.76
"160","2011-08-03",13.36
"161","2011-08-04",12.61
"162","2011-08-05",12.92
"163","2011-08-08",12.31
"164","2011-08-09",12.43
"165","2011-08-10",12.01
"166","2011-08-11",11.97
"167","2011-08-12",12.15
"168","2011-08-15",12.34
"169","2011-08-16",12.06
"170","2011-08-17",12.33
"171","2011-08-18",11.91
"172","2011-08-19",11.68
"173","2011-08-22",11.48
"174","2011-08-23",11.93
"175","2011-08-24",11.9
"176","2011-08-25",11.48
"177","2011-08-26",11.61
"178","2011-08-29",11.8
"179","2011-08-30",11.7
"180","2011-08-31",11.6
"181","2011-09-01",11.5
"182","2011-09-02",11.21
"183","2011-09-06",11.14
"184","2011-09-07",11.42
"185","2011-09-08",11.15
"186","2011-09-09",11.4
"187","2011-09-12",11.25
"188","2011-09-13",11.34
"189","2011-09-14",11.64
"190","2011-09-15",11.76
"191","2011-09-16",11.57
"192","2011-09-19",11.33
"193","2011-09-20",11.25
"194","2011-09-21",11.13
"195","2011-09-22",10.87
"196","2011-09-23",10.7
"197","2011-09-26",10.92
"198","2011-09-27",11.45
"199","2011-09-28",11.04
"200","2011-09-29",10.86
"201","2011-09-30",11.62
"202","2011-10-03",10.62
"203","2011-10-04",11.18
"204","2011-10-05",11.06
"205","2011-10-06",11.61
"206","2011-10-07",11.45
"207","2011-10-10",12.26
"208","2011-10-11",12.27
"209","2011-10-12",12.48
"210","2011-10-13",12.59
"211","2011-10-14",12.65
"212","2011-10-17",12.27
"213","2011-10-18",12.39
"214","2011-10-19",12.02
"215","2011-10-20",11.96
"216","2011-10-21",12.7
"217","2011-10-24",13.18
"218","2011-10-25",13.06
"219","2011-10-26",13
"220","2011-10-27",13.73
"221","2011-10-28",12.84
"222","2011-10-31",12.7
"223","2011-11-01",12.31
"224","2011-11-02",12.78
"225","2011-11-03",13.18
"226","2011-11-04",12.7
"227","2011-11-07",12.66
"228","2011-11-08",12.97
"229","2011-11-09",12.43
"230","2011-11-10",12.05
"231","2011-11-11",12.77
"232","2011-11-14",12.39
"233","2011-11-15",12.71
"234","2011-11-16",12.73
"235","2011-11-17",12.5
"236","2011-11-18",12.55
"237","2011-11-21",12.05
"238","2011-11-22",11.99
"239","2011-11-23",11.45
"240","2011-11-25",11.34
"241","2011-11-28",11.57
"242","2011-11-29",11.75
"243","2011-11-30",12.7
"244","2011-12-01",12.16
"245","2011-12-02",12.32
"246","2011-12-05",12.49
"247","2011-12-06",11.83
"248","2011-12-07",11.97
"249","2011-12-08",12.18
"250","2011-12-09",12.2
"251","2011-12-12",11.89
"252","2011-12-13",11.68
"253","2011-12-14",12.05
"254","2011-12-15",11.98
"255","2011-12-16",12
"256","2011-12-19",11.91
"257","2011-12-20",12.3
"258","2011-12-21",12.6
"259","2011-12-22",12.6
"260","2011-12-23",12.45
"261","2011-12-27",12.47
"262","2011-12-28",12.23
"263","2011-12-29",12.14
"264","2011-12-30",12.56
"265","2012-01-03",12.25
"266","2012-01-04",12.04
"267","2012-01-05",11.85
"268","2012-01-06",11.74
"269","2012-01-09",12
"270","2012-01-10",12
"271","2012-01-11",12.38
"272","2012-01-12",12.37
"273","2012-01-13",12.26
"274","2012-01-17",12.08
"275","2012-01-18",12.07
"276","2012-01-19",11.88
"277","2012-01-20",11.86
"278","2012-01-23",11.86
"279","2012-01-24",11.93
"280","2012-01-25",12.04
"281","2012-01-26",11.84
"282","2012-01-27",11.9
"283","2012-01-30",11.93
"284","2012-01-31",11.88
"285","2012-02-01",11.99
"286","2012-02-02",11.84
"287","2012-02-03",12.07
"288","2012-02-06",12.15
"289","2012-02-07",12.26
"290","2012-02-08",12.31
"291","2012-02-09",12.25
"292","2012-02-10",12.38
"293","2012-02-13",12.45
"294","2012-02-14",12.61
"295","2012-02-15",12.46
"296","2012-02-16",12.54
"297","2012-02-17",12.47
"298","2012-02-21",12.26
"299","2012-02-22",11.75
"300","2012-02-23",12.61
"301","2012-02-24",12.73
"302","2012-02-27",12.68
"303","2012-02-28",12.8
"304","2012-02-29",12.45
"305","2012-03-01",11.97
"306","2012-03-02",11.43
"307","2012-03-05",11.83
"308","2012-03-06",11.48
"309","2012-03-07",12.14
"310","2012-03-08",12.55
"311","2012-03-09",12.71
"312","2012-03-12",12.71
"313","2012-03-13",12.97
"314","2012-03-14",12.57
"315","2012-03-15",12.9
"316","2012-03-16",13.08
"317","2012-03-19",13.03
"318","2012-03-20",12.85
"319","2012-03-21",12.72
"320","2012-03-22",12.55
"321","2012-03-23",12.52
"322","2012-03-26",12.89
"323","2012-03-27",12.74
"324","2012-03-28",12.57
"325","2012-03-29",12.35
"326","2012-03-30",12.6
"327","2012-04-02",12.75
"328","2012-04-03",12.9
"329","2012-04-04",13.09
"330","2012-04-05",13.27
"331","2012-04-09",12.98
"332","2012-04-10",12.72
"333","2012-04-11",12.99
"334","2012-04-12",13.06
"335","2012-04-13",12.88
"336","2012-04-16",12.93
"337","2012-04-17",13.08
"338","2012-04-18",12.85
"339","2012-04-19",12.99
"340","2012-04-20",12.98
"341","2012-04-23",12.94
"342","2012-04-24",13
"343","2012-04-25",12.87
"344","2012-04-26",12.86
"345","2012-04-27",12.89
"346","2012-04-30",13.05
"347","2012-05-01",12.87
"348","2012-05-02",12.84
"349","2012-05-03",13.11
"350","2012-05-04",13.16
"351","2012-05-07",13
"352","2012-05-08",12.96
"353","2012-05-09",12.62
"354","2012-05-10",12.41
"355","2012-05-11",12.4
"356","2012-05-14",12.35
"357","2012-05-15",12.47
"358","2012-05-16",12.12
"359","2012-05-17",12.04
"360","2012-05-18",11.78
"361","2012-05-21",11.91
"362","2012-05-22",11.87
"363","2012-05-23",11.96
"364","2012-05-24",11.94
"365","2012-05-25",11.99
"366","2012-05-29",11.97
"367","2012-05-30",11.81
"368","2012-05-31",11.73
"369","2012-06-01",11.07
"370","2012-06-04",10.9
"371","2012-06-05",10.99
"372","2012-06-06",11.08
"373","2012-06-07",11.26
"374","2012-06-08",12.06
"375","2012-06-11",11.73
"376","2012-06-12",11.97
"377","2012-06-13",12.01
"378","2012-06-14",11.98
"379","2012-06-15",12.09
"380","2012-06-18",11.93
"381","2012-06-19",12.28
"382","2012-06-20",12.3
"383","2012-06-21",12.39
"384","2012-06-22",12.54
"385","2012-06-25",12.28
"386","2012-06-26",12.42
"387","2012-06-27",12.58
"388","2012-06-28",12.57
"389","2012-06-29",12.85
"390","2012-07-02",12.54
"391","2012-07-03",12.86
"392","2012-07-05",12.68
"393","2012-07-06",12.73
"394","2012-07-09",12.82
"395","2012-07-10",12.68
"396","2012-07-11",12.86
"397","2012-07-12",12.83
"398","2012-07-13",13.03
"399","2012-07-16",12.8
"400","2012-07-17",12.94
"401","2012-07-18",12.63
"402","2012-07-19",12.47
"403","2012-07-20",12.5
"404","2012-07-23",12.53
"405","2012-07-24",12.44
"406","2012-07-25",12.38
"407","2012-07-26",12.46
"408","2012-07-27",12.82
"409","2012-07-30",12.61
"410","2012-07-31",12.64
"411","2012-08-01",12.16
"412","2012-08-02",12.15
"413","2012-08-03",12.53
"414","2012-08-06",12.58
"415","2012-08-07",12.79
"416","2012-08-08",12.34
"417","2012-08-09",12.32
"418","2012-08-10",12
"419","2012-08-13",11.82
"420","2012-08-14",12.26
"421","2012-08-15",12.29
"422","2012-08-16",12.08
"423","2012-08-17",12.26
"424","2012-08-20",12.36
"425","2012-08-21",12.46
"426","2012-08-22",12.47
"427","2012-08-23",12.25
"428","2012-08-24",12.6
"429","2012-08-27",12.72
"430","2012-08-28",12.91
"431","2012-08-29",12.92
"432","2012-08-30",13
"433","2012-08-31",13.22
"434","2012-09-04",12.97
"435","2012-09-05",13.29
"436","2012-09-06",13.6
"437","2012-09-07",13.94
"438","2012-09-10",13.76
"439","2012-09-11",13.95
"440","2012-09-12",13.95
"441","2012-09-13",14.19
"442","2012-09-14",14.95
"443","2012-09-17",14.51
"444","2012-09-18",15
"445","2012-09-19",15.48
"446","2012-09-20",15.98
"447","2012-09-21",15.93
"448","2012-09-24",15.8
"449","2012-09-25",15.35
"450","2012-09-26",15.3
"451","2012-09-27",15.58
"452","2012-09-28",15.37
"453","2012-10-01",15.3
"454","2012-10-02",15.52
"455","2012-10-03",15.93
"456","2012-10-04",16.75
"457","2012-10-05",16.870001
"458","2012-10-08",16.98
"459","2012-10-09",16.84
"460","2012-10-10",16.52
"461","2012-10-11",16.709999
"462","2012-10-12",16.360001
"463","2012-10-15",16.52
"464","2012-10-16",16.700001
"465","2012-10-17",17.110001
"466","2012-10-18",17.059999
"467","2012-10-19",17.030001
"468","2012-10-22",17.540001
"469","2012-10-23",16.860001
"470","2012-10-24",16.969999
"471","2012-10-25",16.9
"472","2012-10-26",16.610001
"473","2012-10-31",16.610001
"474","2012-11-01",16.370001
"475","2012-11-02",15.97
"476","2012-11-05",16.26
"477","2012-11-06",16.299999
"478","2012-11-07",15.65
"479","2012-11-08",16.639999
"480","2012-11-09",16.549999
"481","2012-11-12",16.51
"482","2012-11-13",16.52
"483","2012-11-14",15.82
"484","2012-11-15",15.98
"485","2012-11-16",16.129999
"486","2012-11-19",16.43
"487","2012-11-20",16.309999
"488","2012-11-21",16.58
"489","2012-11-23",16.68
"490","2012-11-26",16.5
"491","2012-11-27",16.360001
"492","2012-11-28",16.52
"493","2012-11-29",16.690001
"494","2012-11-30",16.450001
"495","2012-12-03",16.25
"496","2012-12-04",16.15
"497","2012-12-05",16.33
"498","2012-12-06",16.299999
"499","2012-12-07",16.34
"500","2012-12-10",16.4
"501","2012-12-11",16.68
"502","2012-12-12",16.58
"503","2012-12-13",16.35
"504","2012-12-14",16.34
"505","2012-12-17",16.4
"506","2012-12-18",16.540001
"507","2012-12-19",16.299999
"508","2012-12-20",16.450001
"509","2012-12-21",16.6
"510","2012-12-24",16.620001
"511","2012-12-26",16.5
"512","2012-12-27",16.549999
"513","2012-12-28",16.290001
"514","2012-12-31",16.66
"515","2013-01-02",17.24
"516","2013-01-03",17.309999
"517","2013-01-04",17.18
"518","2013-01-07",17.26
"519","2013-01-08",17.280001
"520","2013-01-09",17.25
"521","2013-01-10",18.48
"522","2013-01-11",18.5
"523","2013-01-14",19
"524","2013-01-15",19.799999
"525","2013-01-16",19.950001
"526","2013-01-17",20.26
"527","2013-01-18",20.780001
"528","2013-01-22",21.16
"529","2013-01-23",21
"530","2013-01-24",21.08
"531","2013-01-25",21.209999
"532","2013-01-28",21.219999
"533","2013-01-29",21.01
"534","2013-01-30",21.01
"535","2013-01-31",21.48
"536","2013-02-01",21.42
"537","2013-02-04",21.370001
"538","2013-02-05",21.4
"539","2013-02-06",21.700001
"540","2013-02-07",21.700001
"541","2013-02-08",21.73
"542","2013-02-11",21.610001
"543","2013-02-12",21.51
"544","2013-02-13",21.530001
"545","2013-02-14",21.48
"546","2013-02-15",21.299999
"547","2013-02-19",21.67
"548","2013-02-20",21
"549","2013-02-21",20.5
"550","2013-02-22",20.809999
"551","2013-02-25",20.75
"552","2013-02-26",20.799999
"553","2013-02-27",20.9
"554","2013-02-28",21.200001
"555","2013-03-01",21.15
"556","2013-03-04",21.24
"557","2013-03-05",20.82
"558","2013-03-06",19.5
"559","2013-03-07",19.889999
"560","2013-03-08",19.85
"561","2013-03-11",19.91
"562","2013-03-12",19.25
"563","2013-03-13",19.08
"564","2013-03-14",19.030001
"565","2013-03-15",19.02
"566","2013-03-18",19.049999
"567","2013-03-19",18.809999
"568","2013-03-20",19.030001
"569","2013-03-21",18.700001
"570","2013-03-22",18.469999
"571","2013-03-25",18.379999
"572","2013-03-26",18.1
"573","2013-03-27",18.190001
"574","2013-03-28",17.969999
"575","2013-04-01",18.030001
"576","2013-04-02",18.129999
"577","2013-04-03",17.530001
"578","2013-04-04",17.75
"579","2013-04-05",17.9
"580","2013-04-08",17.860001
"581","2013-04-09",18
"582","2013-04-10",17.99
"583","2013-04-11",17.530001
"584","2013-04-12",17.77
"585","2013-04-15",17.35
"586","2013-04-16",17.459999
"587","2013-04-17",17.450001
"588","2013-04-18",17.459999
"589","2013-04-19",17.440001
"590","2013-04-22",17.280001
"591","2013-04-23",17.629999
"592","2013-04-24",17.780001
"593","2013-04-25",17.84
"594","2013-04-26",17.42
"595","2013-04-29",17.559999
"596","2013-04-30",17.809999
"597","2013-05-01",17.5
"598","2013-05-02",17.620001
"599","2013-05-03",17.99
"600","2013-05-06",18.48
"601","2013-05-07",18.49
"602","2013-05-08",17.809999
"603","2013-05-09",18.34
"604","2013-05-10",18.35
"605","2013-05-13",18.530001
"606","2013-05-14",18.719999
"607","2013-05-15",18.75
"608","2013-05-16",18.67
"609","2013-05-17",19.07
"610","2013-05-20",19
"611","2013-05-21",18.73
"612","2013-05-22",18.950001
"613","2013-05-23",19.190001
"614","2013-05-24",19.120001
"615","2013-05-28",19.51
"616","2013-05-29",19.43
"617","2013-05-30",19.209999
"618","2013-05-31",18.969999
"619","2013-06-03",18.709999
"620","2013-06-04",18.540001
"621","2013-06-05",18.290001
"622","2013-06-06",18.24
"623","2013-06-07",18.24
"624","2013-06-10",18.4
"625","2013-06-11",18.33
"626","2013-06-12",18.27
"627","2013-06-13",18.35
"628","2013-06-14",18.370001
"629","2013-06-17",18.139999
"630","2013-06-18",18.049999
"631","2013-06-19",17.85
"632","2013-06-20",17.66
"633","2013-06-21",17.280001
"634","2013-06-24",17.139999
"635","2013-06-25",16.889999
"636","2013-06-26",17.360001
"637","2013-06-27",17.639999
"638","2013-06-28",17.5
"639","2013-07-01",17.959999
"640","2013-07-02",18.32
"641","2013-07-03",18.290001
"642","2013-07-05",18.290001
"643","2013-07-08",18.08
"644","2013-07-09",18.290001
"645","2013-07-10",18.309999
"646","2013-07-11",18.610001
"647","2013-07-12",18.93
"648","2013-07-15",18.950001
"649","2013-07-16",19.01
"650","2013-07-17",18.950001
"651","2013-07-18",18.809999
"652","2013-07-19",19.030001
"653","2013-07-22",19.030001
"654","2013-07-23",18.950001
"655","2013-07-24",19.01
"656","2013-07-25",18.82
"657","2013-07-26",18.379999
"658","2013-07-29",18.389999
"659","2013-07-30",18.120001
"660","2013-07-31",18.440001
"661","2013-08-01",18.389999
"662","2013-08-02",18.530001
"663","2013-08-05",18.5
"664","2013-08-06",18.32
"665","2013-08-07",17.85
"666","2013-08-08",15.13
"667","2013-08-09",14.51
"668","2013-08-12",14.79
"669","2013-08-13",14.88
"670","2013-08-14",14.8
"671","2013-08-15",14.47
"672","2013-08-16",14.68
"673","2013-08-19",14.66
"674","2013-08-20",14.75
"675","2013-08-21",14.66
"676","2013-08-22",14.72
"677","2013-08-23",14.67
"678","2013-08-26",14.67
"679","2013-08-27",14.49
"680","2013-08-28",14.66
"681","2013-08-29",14.59
"682","2013-08-30",14.53
"683","2013-09-03",14.74
"684","2013-09-04",14.77
"685","2013-09-05",14.95
"686","2013-09-06",14.85
"687","2013-09-09",14.97
"688","2013-09-10",15.07
"689","2013-09-11",14.8
"690","2013-09-12",14.82
"691","2013-09-13",15.14
"692","2013-09-16",15.33
"693","2013-09-17",15.5
"694","2013-09-18",15.49
"695","2013-09-19",15.46
"696","2013-09-20",15.37
"697","2013-09-23",15.49
"698","2013-09-24",15.51
"699","2013-09-25",15.36
"700","2013-09-26",15.76
"701","2013-09-27",15.88
"702","2013-09-30",15.91
"703","2013-10-01",12.86
"704","2013-10-02",13.13
"705","2013-10-03",12.98
"706","2013-10-04",12.96
"707","2013-10-07",12.89
"708","2013-10-08",12.71
"709","2013-10-09",12.65
"710","2013-10-10",12.75
"711","2013-10-11",12.64
"712","2013-10-14",12.67
"713","2013-10-15",12.62
"714","2013-10-16",12.72
"715","2013-10-17",12.57
"716","2013-10-18",12.84
"717","2013-10-21",12.71
"718","2013-10-22",12.81
"719","2013-10-23",13.19
"720","2013-10-24",12.99
"721","2013-10-25",13.08
"722","2013-10-28",13.33
"723","2013-10-29",13.21
"724","2013-10-30",13.14
"725","2013-10-31",12.98
"726","2013-11-01",12.79
"727","2013-11-04",13.41
"728","2013-11-05",13.25
"729","2013-11-06",13.52
"730","2013-11-07",12.9
"731","2013-11-08",13.09
"732","2013-11-11",13.46
"733","2013-11-12",13.58
"734","2013-11-13",13.79
"735","2013-11-14",13.88
"736","2013-11-15",13.88
"737","2013-11-18",13.84
"738","2013-11-19",13.84
"739","2013-11-20",13.99
"740","2013-11-21",14.21
"741","2013-11-22",16.08
"742","2013-11-25",15.79
"743","2013-11-26",16.01
"744","2013-11-27",16.209999
"745","2013-11-29",16.219999
"746","2013-12-02",15.91
"747","2013-12-03",15.95
"748","2013-12-04",16.030001
"749","2013-12-05",16.15
"750","2013-12-06",16.219999
"751","2013-12-09",16.049999
"752","2013-12-10",16.200001
"753","2013-12-11",16.040001
"754","2013-12-12",15.87
"755","2013-12-13",15.86
"756","2013-12-16",15.98
"757","2013-12-17",15.89
"758","2013-12-18",16.200001
"759","2013-12-19",16.01
"760","2013-12-20",16.290001
"761","2013-12-23",16.030001
"762","2013-12-24",16.049999
"763","2013-12-26",16.030001
"764","2013-12-27",16.190001
"765","2013-12-30",16.18
"766","2013-12-31",16.17
"767","2014-01-02",16.16
"768","2014-01-03",16.049999
"769","2014-01-06",15.96
"770","2014-01-07",16.02
"771","2014-01-08",15.94
"772","2014-01-09",15.64
"773","2014-01-10",15.27
"774","2014-01-13",15.34
"775","2014-01-14",15.38
"776","2014-01-15",15.21
"777","2014-01-16",14.78
"778","2014-01-17",14.44
"779","2014-01-21",14.45
"780","2014-01-22",14.41
"781","2014-01-23",14.11
"782","2014-01-24",13.8
"783","2014-01-27",13.71
"784","2014-01-28",14.3
"785","2014-01-29",14.02
"786","2014-01-30",14.07
"787","2014-01-31",14.04
"788","2014-02-03",14.16
"789","2014-02-04",14.71
"790","2014-02-05",14.54
"791","2014-02-06",14.77
"792","2014-02-07",14.72
"793","2014-02-10",14.83
"794","2014-02-11",14.91
"795","2014-02-12",14.95
"796","2014-02-13",16.139999
"797","2014-02-14",17.049999
"798","2014-02-18",16.809999
"799","2014-02-19",16.809999
"800","2014-02-20",16.709999
"801","2014-02-21",17.1
"802","2014-02-24",17
"803","2014-02-25",16.860001
"804","2014-02-26",16.74
"805","2014-02-27",17
"806","2014-02-28",16.83
"807","2014-03-03",16.25
"808","2014-03-04",16.219999
"809","2014-03-05",16.25
"810","2014-03-06",16.24
"811","2014-03-07",16.18
"812","2014-03-10",16.190001
"813","2014-03-11",16.09
"814","2014-03-12",15.96
"815","2014-03-13",15.45
"816","2014-03-14",15.45
"817","2014-03-17",16.809999
"818","2014-03-18",16.879999
"819","2014-03-19",16.5
"820","2014-03-20",16.51
"821","2014-03-21",16.389999
"822","2014-03-24",16.42
"823","2014-03-25",16.51
"824","2014-03-26",16.15
"825","2014-03-27",15.85
"826","2014-03-28",16.07
"827","2014-03-31",16.35
"828","2014-04-01",16.639999
"829","2014-04-02",16.59
"830","2014-04-03",16.68
"831","2014-04-04",16.360001
"832","2014-04-07",15.97
"833","2014-04-08",16
"834","2014-04-09",16.209999
"835","2014-04-10",15.77
"836","2014-04-11",15.75
"837","2014-04-14",15.96
"838","2014-04-15",16.1
"839","2014-04-16",16.35
"840","2014-04-17",16.389999
"841","2014-04-21",16.59
"842","2014-04-22",16.559999
"843","2014-04-23",16.379999
"844","2014-04-24",16.219999
"845","2014-04-25",15.76
"846","2014-04-28",15.97
"847","2014-04-29",15.7
"848","2014-04-30",15.68
"849","2014-05-01",15.41
"850","2014-05-02",15.61
"851","2014-05-05",15.89
"852","2014-05-06",15.8
"853","2014-05-07",15.5
"854","2014-05-08",14.7
"855","2014-05-09",14.95
"856","2014-05-12",15.52
"857","2014-05-13",15.16
"858","2014-05-14",14.85
"859","2014-05-15",14.83
"860","2014-05-16",14.94
"861","2014-05-19",15.1
"862","2014-05-20",14.92
"863","2014-05-21",14.7
"864","2014-05-22",14.74
"865","2014-05-23",14.81
"866","2014-05-27",14.99
"867","2014-05-28",14.89
"868","2014-05-29",14.86
"869","2014-05-30",14.78
"870","2014-06-02",14.61
"871","2014-06-03",14.51
"872","2014-06-04",14.4
"873","2014-06-05",14.37
"874","2014-06-06",14.36
"875","2014-06-09",14.69
"876","2014-06-10",14.72
"877","2014-06-11",14.58
"878","2014-06-12",14.61
"879","2014-06-13",14.55
"880","2014-06-16",14.66
"881","2014-06-17",14.68
"882","2014-06-18",14.77
"883","2014-06-19",14.71
"884","2014-06-20",14.81
"885","2014-06-23",14.63
"886","2014-06-24",14.41
"887","2014-06-25",14.4
"888","2014-06-26",14.62
"889","2014-06-27",13.97
"890","2014-06-30",14.11
"891","2014-07-01",14.33
"892","2014-07-02",14.43
"893","2014-07-03",14.38
"894","2014-07-07",14.4
"895","2014-07-08",14.38
"896","2014-07-09",14.36
"897","2014-07-10",14.21
"898","2014-07-11",14.03
"899","2014-07-14",14.1
"900","2014-07-15",13.94
"901","2014-07-16",14.02
"902","2014-07-17",13.8
"903","2014-07-18",13.97
"904","2014-07-21",13.73
"905","2014-07-22",13.5
"906","2014-07-23",13.5
"907","2014-07-24",13.37
"908","2014-07-25",13.13
"909","2014-07-28",13.4
"910","2014-07-29",13.76
"911","2014-07-30",13.97
"912","2014-07-31",13.65
"913","2014-08-01",13.85
"914","2014-08-04",13.85
"915","2014-08-05",13.9
"916","2014-08-06",14.02
"917","2014-08-07",14.18
"918","2014-08-08",14.89
"919","2014-08-11",14.86
"920","2014-08-12",14.82
"921","2014-08-13",14.78
"922","2014-08-14",14.55
"923","2014-08-15",14.51
"924","2014-08-18",14.85
"925","2014-08-19",14.75
"926","2014-08-20",14.37
"927","2014-08-21",14.69
"928","2014-08-22",14.45
"929","2014-08-25",14.19
"930","2014-08-26",14.12
"931","2014-08-27",14.1
"932","2014-08-28",13.83
"933","2014-08-29",14.19
"934","2014-09-02",14.29
"935","2014-09-03",13.74
"936","2014-09-04",13.72
"937","2014-09-05",13.57
"938","2014-09-08",13.31
"939","2014-09-09",13.4
"940","2014-09-10",13.35
"941","2014-09-11",13.31
"942","2014-09-12",13.18
"943","2014-09-15",13.05
"944","2014-09-16",13.07
"945","2014-09-17",13.25
"946","2014-09-18",13.44
"947","2014-09-19",13.45
"948","2014-09-22",13.22
"949","2014-09-23",13.04
"950","2014-09-24",13.15
"951","2014-09-25",12.83
"952","2014-09-26",13.15
"953","2014-09-29",13.11
"954","2014-09-30",13.29
"955","2014-10-01",13.36
"956","2014-10-02",13.69
"957","2014-10-03",14.04
"958","2014-10-06",14.01
"959","2014-10-07",13.7
"960","2014-10-08",14.18
"961","2014-10-09",13.96
"962","2014-10-10",13.96
"963","2014-10-13",14.26
"964","2014-10-14",14.32
"965","2014-10-15",14.42
"966","2014-10-16",14.66
"967","2014-10-17",15.12
"968","2014-10-20",15.38
"969","2014-10-21",15.53
"970","2014-10-22",15.35
"971","2014-10-23",15.4
"972","2014-10-24",15.56
"973","2014-10-27",15.5
"974","2014-10-28",15.7
"975","2014-10-29",15.75
"976","2014-10-30",16
"977","2014-10-31",16.110001
"978","2014-11-03",16
"979","2014-11-04",15.95
"980","2014-11-05",15.93
"981","2014-11-06",15.79
"982","2014-11-07",15.94
"983","2014-11-10",16.51
"984","2014-11-11",16.48
"985","2014-11-12",16.530001
"986","2014-11-13",16.469999
"987","2014-11-14",16.440001
"988","2014-11-17",16.379999
"989","2014-11-18",16.620001
"990","2014-11-19",16.34
"991","2014-11-20",15.52
"992","2014-11-21",15.46
