"","date","THCA"
"234","2020-07-01",10.06
"235","2020-07-02",10.06
"236","2020-07-06",10.06
"237","2020-07-07",10.06
"238","2020-07-08",10.06
"239","2020-07-09",10.06
"240","2020-07-10",10.07
"241","2020-07-13",10.08
"242","2020-07-14",10.09
"243","2020-07-15",10.1
"244","2020-07-16",10.13
"245","2020-07-17",10.07
"246","2020-07-20",10.05
"247","2020-07-21",10.053
"248","2020-07-22",10.053
"249","2020-07-23",10.07
"250","2020-07-24",10.04
"251","2020-07-27",10.04
"252","2020-07-28",10.04
"253","2020-07-29",10.03
"254","2020-07-30",10
"255","2020-07-31",9.93
"256","2020-08-03",9.94
"257","2020-08-04",9.94
"258","2020-08-05",9.94
"259","2020-08-06",9.94
"260","2020-08-07",9.94
"261","2020-08-10",10.021
"262","2020-08-11",10.01
"263","2020-08-12",10.01
"264","2020-08-13",10.01
"265","2020-08-14",10.01
"266","2020-08-17",9.96
"267","2020-08-18",9.93
"268","2020-08-19",9.93
"269","2020-08-20",9.93
"270","2020-08-21",9.93
"271","2020-08-24",9.95
"272","2020-08-25",9.95
"273","2020-08-26",10.02
"274","2020-08-27",10.02
"275","2020-08-28",10
"276","2020-08-31",9.97
"277","2020-09-01",9.97
"278","2020-09-02",9.97
"279","2020-09-03",9.95
"280","2020-09-04",9.95
"281","2020-09-08",9.97
"282","2020-09-09",9.97
"283","2020-09-10",9.97
"284","2020-09-11",9.97
"285","2020-09-14",9.97
"286","2020-09-15",9.98
"287","2020-09-16",9.97
"288","2020-09-17",9.97
"289","2020-09-18",10.02
"290","2020-09-21",9.99
"291","2020-09-22",9.97
"292","2020-09-23",9.97
"293","2020-09-24",9.97
"294","2020-09-25",9.98
"295","2020-09-28",9.94
"296","2020-09-29",9.95
"297","2020-09-30",9.98
"298","2020-10-01",9.98
"299","2020-10-02",10.011
"300","2020-10-05",10.011
"301","2020-10-06",10
"302","2020-10-07",9.93
"303","2020-10-08",9.93
"304","2020-10-09",9.93
"305","2020-10-12",9.93
"306","2020-10-13",9.93
"307","2020-10-14",9.96
"308","2020-10-15",9.96
"309","2020-10-16",9.96
"310","2020-10-19",9.96
"311","2020-10-20",9.99
"312","2020-10-21",9.97
"313","2020-10-22",9.98
"314","2020-10-23",9.98
"315","2020-10-26",10
"316","2020-10-27",9.97
"317","2020-10-28",9.98
"318","2020-10-29",9.98
"319","2020-10-30",10.01
"320","2020-11-02",10.02
"321","2020-11-03",10.02
"322","2020-11-04",10.02
"323","2020-11-05",10.02
"324","2020-11-06",10.02
"325","2020-11-09",10.02
"326","2020-11-10",10.02
"327","2020-11-11",10.02
"328","2020-11-12",10.06
"329","2020-11-13",9.988
"330","2020-11-16",9.988
"331","2020-11-17",10.06
"332","2020-11-18",9.99
"333","2020-11-19",10.025
"334","2020-11-20",10.02
"335","2020-11-23",10.04
"336","2020-11-24",10.13
"337","2020-11-25",10.135
"338","2020-11-27",10.3
