"","date","VIACA"
"157","2020-07-21",26.67
"158","2020-07-22",26.879999
"159","2020-07-23",26.940001
"160","2020-07-24",26.75
"161","2020-07-27",26.5
"162","2020-07-28",26.209999
"163","2020-07-29",27.030001
"164","2020-07-30",27.42
"165","2020-07-31",27.74
"166","2020-08-03",27.9
"167","2020-08-04",28.65
"168","2020-08-05",27.75
"169","2020-08-06",28.68
"170","2020-08-07",28.01
"171","2020-08-10",28.35
"172","2020-08-11",28.76
"173","2020-08-12",28.809999
"174","2020-08-13",29.27
"175","2020-08-14",30.360001
"176","2020-08-17",30.290001
"177","2020-08-18",30.120001
"178","2020-08-19",30.48
"179","2020-08-20",29.799999
"180","2020-08-21",29.75
"181","2020-08-24",30.66
"182","2020-08-25",30.65
"183","2020-08-26",30.780001
"184","2020-08-27",31.309999
"185","2020-08-28",31.23
"186","2020-08-31",30.540001
"187","2020-09-01",30.610001
"188","2020-09-02",31.07
"189","2020-09-03",30.809999
"190","2020-09-04",31.18
"191","2020-09-08",31.110001
"192","2020-09-09",31.209999
"193","2020-09-10",32.07
"194","2020-09-11",31.780001
"195","2020-09-14",32.540001
"196","2020-09-15",32.84
"197","2020-09-16",33.310001
"198","2020-09-17",32.900002
"199","2020-09-18",33.009998
"200","2020-09-21",31.76
"201","2020-09-22",31.969999
"202","2020-09-23",30.969999
"203","2020-09-24",30.889999
"204","2020-09-25",31.780001
"205","2020-09-28",31.91
"206","2020-09-29",30.9
"207","2020-09-30",30.290001
"208","2020-10-01",29.93
"209","2020-10-02",29.98
"210","2020-10-05",30.459999
"211","2020-10-06",30.540001
"212","2020-10-07",30.92
"213","2020-10-08",31.559999
"214","2020-10-09",30.870001
"215","2020-10-12",30.41
"216","2020-10-13",29.49
"217","2020-10-14",29.299999
"218","2020-10-15",29.860001
"219","2020-10-16",30.040001
"220","2020-10-19",29.200001
"221","2020-10-20",29.379999
"222","2020-10-21",30.15
"223","2020-10-22",30.76
"224","2020-10-23",30.83
"225","2020-10-26",30.299999
"226","2020-10-27",29.610001
"227","2020-10-28",28.93
"228","2020-10-29",29.389999
"229","2020-10-30",29.860001
"230","2020-11-02",30.76
"231","2020-11-03",31.290001
"232","2020-11-04",30.969999
"233","2020-11-05",32.419998
"234","2020-11-06",30.379999
"235","2020-11-09",30.5
"236","2020-11-10",31.700001
"237","2020-11-11",31.610001
"238","2020-11-12",30.5
"239","2020-11-13",31.690001
"240","2020-11-16",33.060001
"241","2020-11-17",33.830002
"242","2020-11-18",33.959999
"243","2020-11-19",34.790001
"244","2020-11-20",35.389999
"245","2020-11-23",36
"246","2020-11-24",35.669998
"247","2020-11-25",35.93
"248","2020-11-27",36.360001
