"","date","XTLB"
"80","2007-04-27",189.5
"81","2007-04-30",199.5
"82","2007-05-01",202.5
"83","2007-05-02",203.5
"84","2007-05-03",200
"85","2007-05-04",195
"86","2007-05-07",189
"87","2007-05-08",187
"88","2007-05-09",185
"89","2007-05-10",182.5
"90","2007-05-11",187
"91","2007-05-14",187.5
"92","2007-05-15",182.5
"93","2007-05-16",184.5
"94","2007-05-17",184.5
"95","2007-05-18",179
"96","2007-05-21",180
"97","2007-05-22",182.5
"98","2007-05-23",184
"99","2007-05-24",188
"100","2007-05-25",183.5
"101","2007-05-29",185
"102","2007-05-30",183
"103","2007-05-31",182.5
"104","2007-06-01",179
"105","2007-06-04",177
"106","2007-06-05",176.5
"107","2007-06-06",145
"108","2007-06-07",134
"109","2007-06-08",124
"110","2007-06-11",122
"111","2007-06-12",114.5
"112","2007-06-13",130
"113","2007-06-14",125
"114","2007-06-15",132
"115","2007-06-18",131.5
"116","2007-06-19",127.5
"117","2007-06-20",122.5
"118","2007-06-21",128
"119","2007-06-22",126.5
"120","2007-06-25",124.5
"121","2007-06-26",128
"122","2007-06-27",124.5
"123","2007-06-28",128.5
"124","2007-06-29",129
"125","2007-07-02",131.5
"126","2007-07-03",129
"127","2007-07-05",132
"128","2007-07-06",126.5
"129","2007-07-09",127
"130","2007-07-10",128
"131","2007-07-11",122.5
"132","2007-07-12",128.5
"133","2007-07-13",127.5
"134","2007-07-16",115.5
"135","2007-07-17",118
"136","2007-07-18",121
"137","2007-07-19",120.5
"138","2007-07-20",119.5
"139","2007-07-23",121
"140","2007-07-24",123.5
"141","2007-07-25",120.5
"142","2007-07-26",115
"143","2007-07-27",109
"144","2007-07-30",109.5
"145","2007-07-31",108
"146","2007-08-01",102
"147","2007-08-02",98.5
"148","2007-08-03",91.5
"149","2007-08-06",90
"150","2007-08-07",90
"151","2007-08-08",92.5
"152","2007-08-09",83
"153","2007-08-10",83.5
"154","2007-08-13",84.5
"155","2007-08-14",82
"156","2007-08-15",77
"157","2007-08-16",62.5
"158","2007-08-17",62.5
"159","2007-08-20",62
"160","2007-08-21",65.5
"161","2007-08-22",74
"162","2007-08-23",74
"163","2007-08-24",75
"164","2007-08-27",74.5
"165","2007-08-28",74
"166","2007-08-29",75.5
"167","2007-08-30",71.5
"168","2007-08-31",74.5
"169","2007-09-04",70.5
"170","2007-09-05",72
"171","2007-09-06",62.5
"172","2007-09-07",67.5
"173","2007-09-10",87
"174","2007-09-11",122
"175","2007-09-12",119
"176","2007-09-13",111
"177","2007-09-14",115.5
"178","2007-09-17",115
"179","2007-09-18",111
"180","2007-09-19",109
"181","2007-09-20",107.5
"182","2007-09-21",100.5
"183","2007-09-24",97.5
"184","2007-09-25",90
"185","2007-09-26",83.5
"186","2007-09-27",86
"187","2007-09-28",102.5
"188","2007-10-01",101.5
"189","2007-10-02",92.5
"190","2007-10-03",87.5
"191","2007-10-04",92.5
"192","2007-10-05",94
"193","2007-10-08",93.5
"194","2007-10-09",91
"195","2007-10-10",89
"196","2007-10-11",87.5
"197","2007-10-12",82.5
"198","2007-10-15",80
"199","2007-10-16",84
"200","2007-10-17",83
"201","2007-10-18",75.5
"202","2007-10-19",80
"203","2007-10-22",78
"204","2007-10-23",79.5
"205","2007-10-24",87.5
"206","2007-10-25",94
"207","2007-10-26",90
"208","2007-10-29",90
"209","2007-10-30",87
"210","2007-10-31",83.5
"211","2007-11-01",86.5
"212","2007-11-02",95
"213","2007-11-05",103.5
"214","2007-11-06",98
"215","2007-11-07",99
"216","2007-11-08",95
"217","2007-11-09",95
"218","2007-11-12",99
"219","2007-11-13",102
"220","2007-11-14",99
"221","2007-11-15",92.5
"222","2007-11-16",98.5
"223","2007-11-19",98.5
"224","2007-11-20",95
"225","2007-11-21",95.5
"226","2007-11-23",90
"227","2007-11-26",85
"228","2007-11-27",83
"229","2007-11-28",106.5
"230","2007-11-29",96
"231","2007-11-30",100
"232","2007-12-03",106
"233","2007-12-04",109
"234","2007-12-05",107
"235","2007-12-06",93
"236","2007-12-07",102
"237","2007-12-10",102.5
"238","2007-12-11",99
"239","2007-12-12",100
"240","2007-12-13",98.5
"241","2007-12-14",97.5
"242","2007-12-17",95
"243","2007-12-18",95
"244","2007-12-19",101
"245","2007-12-20",110.5
"246","2007-12-21",115.5
"247","2007-12-24",121
"248","2007-12-26",116.5
"249","2007-12-27",132.5
"250","2007-12-28",134.5
"251","2007-12-31",142.5
"252","2008-01-02",146.5
"253","2008-01-03",160
"254","2008-01-04",157.5
"255","2008-01-07",164.5
"256","2008-01-08",164.5
"257","2008-01-09",166.5
"258","2008-01-10",169
"259","2008-01-11",171.5
"260","2008-01-14",172.5
"261","2008-01-15",157.5
"262","2008-01-16",157.5
"263","2008-01-17",158.5
"264","2008-01-18",151.5
"265","2008-01-22",145.5
"266","2008-01-23",146.5
"267","2008-01-24",164.5
"268","2008-01-25",159
"269","2008-01-28",161.5
"270","2008-01-29",159
"271","2008-01-30",164.5
"272","2008-01-31",179.5
"273","2008-02-01",190
"274","2008-02-04",195
"275","2008-02-05",186.5
"276","2008-02-06",178
"277","2008-02-07",190
"278","2008-02-08",185.5
"279","2008-02-11",196.5
"280","2008-02-12",194
"281","2008-02-13",193
"282","2008-02-14",196
"283","2008-02-15",189
"284","2008-02-19",194
"285","2008-02-20",192
"286","2008-02-21",195.5
"287","2008-02-22",190
"288","2008-02-25",193.5
"289","2008-02-26",197.5
"290","2008-02-27",207.5
"291","2008-02-28",212
"292","2008-02-29",209
"293","2008-03-03",203
"294","2008-03-04",200
"295","2008-03-05",196
"296","2008-03-06",190
"297","2008-03-07",195
"298","2008-03-10",159.5
"299","2008-03-11",167
"300","2008-03-12",168
"301","2008-03-13",173
"302","2008-03-14",168
"303","2008-03-17",150.5
"304","2008-03-18",158.5
"305","2008-03-19",151.5
"306","2008-03-20",159.5
"307","2008-03-24",156
"308","2008-03-25",163
"309","2008-03-26",163
"310","2008-03-27",158
"311","2008-03-28",149.5
"312","2008-03-31",150
"313","2008-04-01",157
"314","2008-04-02",162
"315","2008-04-03",157
"316","2008-04-04",167.5
"317","2008-04-07",182
"318","2008-04-08",177.5
"319","2008-04-09",178.5
"320","2008-04-10",182
"321","2008-04-11",177
"322","2008-04-14",168.5
"323","2008-04-15",159
"324","2008-04-16",168
"325","2008-04-17",172.5
"326","2008-04-18",168.5
"327","2008-04-21",167.5
"328","2008-04-22",180.5
"329","2008-04-23",186.5
"330","2008-04-24",180.5
"331","2008-04-25",173.5
"332","2008-04-28",175
"333","2008-04-29",187
"334","2008-04-30",190
"335","2008-05-01",194
"336","2008-05-02",193
"337","2008-05-05",187.5
"338","2008-05-06",191
"339","2008-05-07",185
"340","2008-05-08",180.5
"341","2008-05-09",178.5
"342","2008-05-12",187
"343","2008-05-13",187.5
"344","2008-05-14",182.5
"345","2008-05-15",181.5
"346","2008-05-16",170
"347","2008-05-19",170
"348","2008-05-20",172.5
"349","2008-05-21",155
"350","2008-05-22",157.5
"351","2008-05-23",155
"352","2008-05-27",151
"353","2008-05-28",147.5
"354","2008-05-29",152.5
"355","2008-05-30",151.5
"356","2008-06-02",147.5
"357","2008-06-03",154.5
"358","2008-06-04",149
"359","2008-06-05",172.5
"360","2008-06-06",174.5
"361","2008-06-09",169.5
"362","2008-06-10",161.5
"363","2008-06-11",157.5
"364","2008-06-12",155
"365","2008-06-13",167.5
"366","2008-06-16",164.5
"367","2008-06-17",167.5
"368","2008-06-18",164.5
"369","2008-06-19",160
"370","2008-06-20",157.5
"371","2008-06-23",170
"372","2008-06-24",164
"373","2008-06-25",170.5
"374","2008-06-26",171.5
"375","2008-06-27",171.5
"376","2008-06-30",192
"377","2008-07-01",177.5
"378","2008-07-02",173
"379","2008-07-03",170
"380","2008-07-07",167.5
"381","2008-07-08",169.5
"382","2008-07-09",170.5
"383","2008-07-10",168.5
"384","2008-07-11",164.5
"385","2008-07-14",169
"386","2008-07-15",172
"387","2008-07-16",174.5
"388","2008-07-17",175
"389","2008-07-18",175
"390","2008-07-21",177
"391","2008-07-22",182
"392","2008-07-23",182.5
"393","2008-07-24",185.5
"394","2008-07-25",183.5
"395","2008-07-28",188.5
"396","2008-07-29",185
"397","2008-07-30",187.5
"398","2008-07-31",181.5
"399","2008-08-01",184
"400","2008-08-04",181
"401","2008-08-05",188.5
"402","2008-08-06",190
"403","2008-08-07",189.5
"404","2008-08-08",188
"405","2008-08-11",185
"406","2008-08-12",199
"407","2008-08-13",199
"408","2008-08-14",199.5
"409","2008-08-15",200
"410","2008-08-18",190
"411","2008-08-19",190
"412","2008-08-20",197.5
"413","2008-08-21",197
"414","2008-08-22",212.5
"415","2008-08-25",215
"416","2008-08-26",224
"417","2008-08-27",208.5
"418","2008-08-28",217.5
"419","2008-08-29",225.5
"420","2008-09-02",231.5
"421","2008-09-03",236.5
"422","2008-09-04",211
"423","2008-09-05",227.5
"424","2008-09-08",212.5
"425","2008-09-09",210.5
"426","2008-09-10",209.5
"427","2008-09-11",197.5
"428","2008-09-12",199.5
"429","2008-09-15",184.5
"430","2008-09-16",178
"431","2008-09-17",174.5
"432","2008-09-18",189
"433","2008-09-19",189.5
"434","2008-09-22",185.5
"435","2008-09-23",181.5
"436","2008-09-24",181
"437","2008-09-25",187
"438","2008-09-26",179
"439","2008-09-29",170
"440","2008-09-30",177
"441","2008-10-01",175.5
"442","2008-10-02",172
"443","2008-10-03",173
"444","2008-10-06",153
"445","2008-10-07",153
"446","2008-10-08",145
"447","2008-10-09",132.5
"448","2008-10-10",99
"449","2008-10-13",118.5
"450","2008-10-14",132.5
"451","2008-10-15",117
"452","2008-10-16",122.5
"453","2008-10-17",119.5
"454","2008-10-20",123.5
"455","2008-10-21",128
"456","2008-10-22",120
"457","2008-10-23",117.5
"458","2008-10-24",115
"459","2008-10-27",117.5
"460","2008-10-28",117
"461","2008-10-29",107.5
"462","2008-10-30",114.5
"463","2008-10-31",111.5
"464","2008-11-03",102.5
"465","2008-11-04",105
"466","2008-11-05",103.5
"467","2008-11-06",114.5
"468","2008-11-07",125.5
"469","2008-11-10",114
"470","2008-11-11",114.5
"471","2008-11-12",115
"472","2008-11-13",120
"473","2008-11-14",142.5
"474","2008-11-17",111.5
"475","2008-11-18",6.5
"476","2008-11-19",5
"477","2008-11-20",3.5
"478","2008-11-21",4
"479","2008-11-24",4
"480","2008-11-25",3.5
"481","2008-11-26",3.5
"482","2008-11-28",4
"483","2008-12-01",5.5
"484","2008-12-02",4.5
"485","2008-12-03",4
"486","2008-12-04",4
"487","2008-12-05",3.5
"488","2008-12-08",3.5
"489","2008-12-09",2.5
"490","2008-12-10",2
"491","2008-12-11",2.5
"492","2008-12-12",2
"493","2008-12-15",2
"494","2008-12-16",2.5
"495","2008-12-17",5
"496","2008-12-18",3.5
"497","2008-12-19",3
"498","2008-12-22",3.5
"499","2008-12-23",3.5
"500","2008-12-24",3
"501","2008-12-26",3.5
"502","2008-12-29",3
"503","2008-12-30",2.5
"504","2008-12-31",2.5
"505","2009-01-02",3
"506","2009-01-05",3
"507","2009-01-06",3
"508","2009-01-07",4
"509","2009-01-08",4
"510","2009-01-09",4
"511","2009-01-12",4
"512","2009-01-13",4
"513","2009-01-14",4
"514","2009-01-15",4
"515","2009-01-16",4
"516","2009-01-20",3
"517","2009-01-21",3.5
"518","2009-01-22",4
"519","2009-01-23",4
"520","2009-01-26",4
"521","2009-01-27",6.5
"522","2009-01-28",5
"523","2009-01-29",5
"524","2009-01-30",4.5
"525","2009-02-02",5
"526","2009-02-03",4
"527","2009-02-04",4
"528","2009-02-05",4
"529","2009-02-06",4
"530","2009-02-09",4.5
"531","2009-02-10",4.5
"532","2009-02-11",4.5
"533","2009-02-12",4
"534","2009-02-13",4.5
"535","2009-02-17",4.5
"536","2009-02-18",4.5
"537","2009-02-19",4.5
"538","2009-02-20",4.5
"539","2009-02-23",4
"540","2009-02-24",4
"541","2009-02-25",4
"542","2009-02-26",4.5
"543","2009-02-27",4
"544","2009-03-02",4
"545","2009-03-03",4
"546","2009-03-04",4
"547","2009-03-05",3.5
"548","2009-03-06",3.5
"549","2009-03-09",3.5
"550","2009-03-10",4
"551","2009-03-11",4.5
"552","2009-03-12",3.5
"553","2009-03-13",3.5
"554","2009-03-16",3.5
"555","2009-03-17",3.5
"556","2009-03-18",4
"557","2009-03-19",6
"558","2009-03-20",5.5
"559","2009-03-23",5.5
"560","2009-03-24",5.5
"561","2009-03-25",5
"562","2009-03-26",6
"563","2009-03-27",8
"564","2009-03-30",6.5
"565","2009-03-31",7
"566","2009-04-01",7
"567","2009-04-02",6.5
"568","2009-04-03",7
"569","2009-04-06",6
"570","2009-04-07",6
"571","2009-04-08",6
"572","2009-04-09",6.5
"573","2009-04-13",7
"574","2009-04-14",6.5
"575","2009-04-15",6.5
"576","2009-04-16",4
"577","2009-04-17",3.5
"578","2009-04-20",3.5
"579","2009-04-21",4
"580","2009-04-22",4
"581","2009-04-23",4
"582","2009-04-24",4
"583","2009-04-27",3.5
"584","2009-04-28",3.5
"585","2009-04-29",4
"586","2009-04-30",3.5
"587","2009-05-01",4
"588","2009-05-04",4
"589","2009-05-05",4
"590","2009-05-06",4
"591","2009-05-07",4
"592","2009-05-08",4
"593","2009-05-11",13
"594","2009-05-12",12.5
"595","2009-05-13",10
"596","2009-05-14",8
"597","2009-05-15",8
"598","2009-05-18",13
"599","2009-05-19",11.5
"600","2009-05-20",10
"601","2009-05-21",10
"602","2009-05-22",12
"603","2009-05-26",15.5
"604","2009-05-27",14
"605","2009-05-28",14
"606","2009-05-29",13.5
"607","2009-06-01",13.5
"608","2009-06-02",13
"609","2009-06-03",13.5
"610","2009-06-04",12.5
"611","2009-06-05",12.5
"612","2009-06-08",13.5
"613","2009-06-09",13
"614","2009-06-10",12.5
"615","2009-06-11",12.5
"616","2009-06-12",12.5
"617","2009-06-15",14
"618","2009-06-16",13
"619","2009-06-17",13
"620","2009-06-18",12
"621","2009-06-19",13
"622","2009-06-22",14
"623","2009-06-23",11.5
"624","2009-06-24",13
"625","2009-06-25",12.5
"626","2009-06-26",12.5
"627","2009-06-29",12.5
"628","2009-06-30",11
"629","2009-07-01",10
"630","2009-07-02",10
"631","2009-07-06",10
"632","2009-07-07",9
"633","2009-07-08",9
"634","2009-07-09",9
"635","2009-07-10",10
"636","2009-07-13",9
"637","2009-07-14",9
"638","2009-07-15",9
"639","2009-07-16",8.5
"640","2009-07-17",8.5
"641","2009-07-20",8.5
"642","2009-07-21",8.5
"643","2009-07-22",8.5
"644","2009-07-23",9
"645","2009-07-24",9
"646","2009-07-27",10
"647","2009-07-28",9
"648","2009-07-29",9.5
"649","2009-07-30",8
"650","2009-07-31",8.5
"651","2009-08-03",8.5
"652","2009-08-04",8
"653","2009-08-05",9
"654","2009-08-06",8
"655","2009-08-07",8.5
"656","2009-08-10",8
"657","2009-08-11",9
"658","2009-08-12",8.5
"659","2009-08-13",8
"660","2009-08-14",8.5
"661","2009-08-17",8
"662","2009-08-18",8
"663","2009-08-19",8.5
"664","2009-08-20",8.5
"665","2009-08-21",8
"666","2009-08-24",9
"667","2009-08-25",9
"668","2009-08-26",8
"669","2009-08-27",8.5
"670","2009-08-28",8
"671","2009-08-31",8
"672","2009-09-01",8
"673","2009-09-02",8
"674","2009-09-03",8
"675","2009-09-04",9
"676","2009-09-08",8.5
"677","2009-09-09",8.5
"678","2009-09-10",8.5
"679","2009-09-11",8.5
"680","2009-09-14",8.5
"681","2009-09-15",8.5
"682","2009-09-16",8
"683","2009-09-17",7.5
"684","2009-09-18",8
"685","2009-09-21",7.5
"686","2009-09-22",7.5
"687","2009-09-23",7
"688","2009-09-24",7.5
"689","2009-09-25",8
"690","2009-09-28",7
"691","2009-09-29",7.5
"692","2009-09-30",7.5
"693","2009-10-01",7.5
"694","2009-10-02",7.5
"695","2009-10-05",7
"696","2009-10-06",7.5
"697","2009-10-07",7
"698","2009-10-08",7
"699","2009-10-09",7
"700","2009-10-12",7
"701","2009-10-13",7
"702","2009-10-14",6.5
"703","2009-10-15",7
"704","2009-10-16",6.5
"705","2009-10-19",7
"706","2009-10-20",6.5
"707","2009-10-21",6.5
"708","2009-10-22",6.5
"709","2009-10-23",6.5
"710","2009-10-26",6.5
"711","2009-10-27",6.5
"712","2009-10-28",6.5
"713","2009-10-29",6.5
"714","2009-10-30",6.5
"715","2009-11-02",6.5
"716","2009-11-03",7
"717","2009-11-04",7.5
"718","2009-11-05",8
"719","2009-11-06",7.5
"720","2009-11-09",8
"721","2009-11-10",8.5
"722","2009-11-11",8
"723","2009-11-12",8
"724","2009-11-13",7.5
"725","2009-11-16",7.5
"726","2009-11-17",6.5
"727","2009-11-18",7
"728","2009-11-19",7.5
"729","2009-11-20",7
"730","2009-11-23",7.5
"731","2009-11-24",7.5
"732","2009-11-25",7.5
"733","2009-11-27",7.5
"734","2009-11-30",7.5
"735","2009-12-01",7
"736","2009-12-02",6.5
"737","2009-12-03",6.5
"738","2009-12-04",6.5
"739","2009-12-07",6.5
"740","2009-12-08",6.5
"741","2009-12-09",6.5
"742","2009-12-10",6.5
"743","2009-12-11",6
"744","2009-12-14",6
"745","2009-12-15",6
"746","2009-12-16",6
"747","2009-12-17",6
"748","2009-12-18",6
"749","2009-12-21",6
"750","2009-12-22",6
"751","2009-12-23",6
"752","2009-12-24",6
"753","2009-12-28",5.5
"754","2009-12-29",5
"755","2009-12-30",4.5
"756","2009-12-31",5
"757","2010-01-04",5.5
"758","2010-01-05",5.5
"759","2010-01-06",5
"760","2010-01-07",5
"761","2010-01-08",6
"762","2010-01-11",5.5
"763","2010-01-12",5.5
"764","2010-01-13",5.5
"765","2010-01-14",6.5
"766","2010-01-15",5.5
"767","2010-01-19",6.5
"768","2010-01-20",6.5
"769","2010-01-21",6.5
"770","2010-01-22",6.5
"771","2010-01-25",7.5
"772","2010-01-26",6.5
"773","2010-01-27",6.5
"774","2010-01-28",6.5
"775","2010-01-29",6.5
"776","2010-02-01",6.5
"777","2010-02-02",6.5
"778","2010-02-03",6.5
"779","2010-02-04",6.5
"780","2010-02-05",6
"781","2010-02-08",6
"782","2010-02-09",6
"783","2010-02-10",6
"784","2010-02-11",6
"785","2010-02-12",6
"786","2010-02-16",6.5
"787","2010-02-17",6.5
"788","2010-02-18",7
"789","2010-02-19",6
"790","2010-02-22",6
"791","2010-02-23",6.5
"792","2010-02-24",6.5
"793","2010-02-25",6
"794","2010-02-26",6.5
"795","2010-03-01",6.5
"796","2010-03-02",5.5
"797","2010-03-03",6
"798","2010-03-04",6
"799","2010-03-05",6
"800","2010-03-08",6
"801","2010-03-09",6
"802","2010-03-10",6
"803","2010-03-11",6.5
"804","2010-03-12",6.5
"805","2010-03-15",6
"806","2010-03-16",5.5
"807","2010-03-17",5.5
"808","2010-03-18",6
"809","2010-03-19",6.5
"810","2010-03-22",6.5
"811","2010-03-23",6.5
"812","2010-03-24",5.5
"813","2010-03-25",5.5
"814","2010-03-26",5.5
"815","2010-03-29",5.5
"816","2010-03-30",5.5
"817","2010-03-31",5.5
"818","2010-04-01",5.5
"819","2010-04-05",5.5
"820","2010-04-06",5.5
"821","2010-04-07",5.5
"822","2010-04-08",5.5
"823","2010-04-09",5.5
"824","2010-04-12",5.5
"825","2010-04-13",6.5
"826","2010-04-14",5.5
"827","2010-04-15",5.5
"828","2010-04-16",5.5
"829","2010-04-19",5.5
"830","2010-04-20",5.5
"831","2010-04-21",5.5
"832","2010-04-22",5.5
"833","2010-04-23",5.5
"834","2010-04-26",6
"835","2010-04-27",6
"836","2010-04-28",5.5
"837","2010-04-29",5.5
"838","2010-04-30",5.5
"839","2010-05-03",5.5
"840","2010-05-04",5.5
"841","2010-05-05",5
"842","2010-05-06",5
"843","2010-05-07",5
"844","2010-05-10",4.5
"845","2010-05-11",4.5
"846","2010-05-12",4.5
"847","2010-05-13",4
"848","2010-05-14",3.5
"849","2010-05-17",3.5
"850","2010-05-18",3.5
"851","2010-05-19",3.5
"852","2010-05-20",3.5
"853","2010-05-21",4
"854","2010-05-24",3.5
"855","2010-05-25",3
"856","2010-05-26",3
"857","2010-05-27",3
"858","2010-05-28",3
"859","2010-06-01",3
"860","2010-06-02",4
"861","2010-06-03",3
"862","2010-06-04",3
"863","2010-06-07",3
"864","2010-06-08",3
"865","2010-06-09",3
"866","2010-06-10",3
"867","2010-06-11",3
"868","2010-06-14",3
"869","2010-06-15",3.5
"870","2010-06-16",3.5
"871","2010-06-17",3.5
"872","2010-06-18",3.5
"873","2010-06-21",3.5
"874","2010-06-22",3.5
"875","2010-06-23",4
"876","2010-06-24",4
"877","2010-06-25",3.5
"878","2010-06-28",4.5
"879","2010-06-29",4.5
"880","2010-06-30",4.5
"881","2010-07-01",4.5
"882","2010-07-02",4.5
"883","2010-07-06",3.5
"884","2010-07-07",3.5
"885","2010-07-08",3.5
"886","2010-07-09",3.5
"887","2010-07-12",3.5
"888","2010-07-13",3.5
"889","2010-07-14",3.5
"890","2010-07-15",3.5
"891","2010-07-16",3.5
"892","2010-07-19",3.5
"893","2010-07-20",3.5
"894","2010-07-21",3.5
"895","2010-07-22",3.5
"896","2010-07-23",3.5
"897","2010-07-26",3.5
"898","2010-07-27",3.5
"899","2010-07-28",4.5
"900","2010-07-29",6
"901","2010-07-30",7
"902","2010-08-02",7
"903","2010-08-03",7.5
"904","2010-08-04",8.5
"905","2010-08-05",9
"906","2010-08-06",9
"907","2010-08-09",8
"908","2010-08-10",7.5
"909","2010-08-11",9.5
"910","2010-08-12",7.5
"911","2010-08-13",9.5
"912","2010-08-16",9.5
"913","2010-08-17",9.5
"914","2010-08-18",7
"915","2010-08-19",7
"916","2010-08-20",6.5
"917","2010-08-23",6.5
"918","2010-08-24",6
"919","2010-08-25",7
"920","2010-08-26",7
"921","2010-08-27",6
"922","2010-08-30",6
"923","2010-08-31",6
"924","2010-09-01",6.5
"925","2010-09-02",7.5
"926","2010-09-03",7.5
"927","2010-09-07",7.5
"928","2010-09-08",5.5
"929","2010-09-09",6
"930","2010-09-10",6
"931","2010-09-13",7.5
"932","2010-09-14",7.5
"933","2010-09-15",7.5
"934","2010-09-16",8.5
"935","2010-09-17",7.5
"936","2010-09-20",7.5
"937","2010-09-21",9
"938","2010-09-22",8.5
"939","2010-09-23",10.5
"940","2010-09-24",10.5
"941","2010-09-27",11.5
"942","2010-09-28",13
"943","2010-09-29",13
"944","2010-09-30",13
"945","2010-10-01",13
"946","2010-10-04",13
"947","2010-10-05",11.5
"948","2010-10-06",11.5
"949","2010-10-07",12.5
"950","2010-10-08",10.5
"951","2010-10-11",10
"952","2010-10-12",12.5
"953","2010-10-13",12.5
"954","2010-10-14",10
"955","2010-10-15",10
"956","2010-10-18",10
"957","2010-10-19",10
"958","2010-10-20",10
"959","2010-10-21",10.5
"960","2010-10-22",10.5
"961","2010-10-25",10.5
"962","2010-10-26",10.5
"963","2010-10-27",10.5
"964","2010-10-28",10.5
"965","2010-10-29",10.5
"966","2010-11-01",8
"967","2010-11-02",7
"968","2010-11-03",8
"969","2010-11-04",9
"970","2010-11-05",11
"971","2010-11-08",11
"972","2010-11-09",9
"973","2010-11-10",9
"974","2010-11-11",9
"975","2010-11-12",9
"976","2010-11-15",10
"977","2010-11-16",10
"978","2010-11-17",10
"979","2010-11-18",10
"980","2010-11-19",10
"981","2010-11-22",10.5
"982","2010-11-23",11.5
"983","2010-11-24",12.5
"984","2010-11-26",12
"985","2010-11-29",12
"986","2010-11-30",13
"987","2010-12-01",12.5
"988","2010-12-02",13.5
"989","2010-12-03",13.5
"990","2010-12-06",13
"991","2010-12-07",13
"992","2010-12-08",12.5
"993","2010-12-09",13.5
"994","2010-12-10",14
"995","2010-12-13",12.5
"996","2010-12-14",13.5
"997","2010-12-15",13.5
"998","2010-12-16",13
"999","2010-12-17",15.5
"1000","2010-12-20",15
"1001","2010-12-21",16.5
"1002","2010-12-22",17
"1003","2010-12-23",17
"1004","2010-12-27",19
"1005","2010-12-28",21.5
"1006","2010-12-29",23.5
"1007","2010-12-30",23.5
"1008","2010-12-31",23.5
"1009","2011-01-03",25
"1010","2011-01-04",27
"1011","2011-01-05",26
"1012","2011-01-06",25.5
"1013","2011-01-07",26
"1014","2011-01-10",26
"1015","2011-01-11",25.5
"1016","2011-01-12",25.5
"1017","2011-01-13",25.5
"1018","2011-01-14",25.5
"1019","2011-01-18",25.5
"1020","2011-01-19",24.5
"1021","2011-01-20",22
"1022","2011-01-21",23.5
"1023","2011-01-24",23.5
"1024","2011-01-25",20.5
"1025","2011-01-26",20.5
"1026","2011-01-27",21.5
"1027","2011-01-28",21.5
"1028","2011-01-31",22.5
"1029","2011-02-01",22.5
"1030","2011-02-02",20
"1031","2011-02-03",19
"1032","2011-02-04",19
"1033","2011-02-07",18
"1034","2011-02-08",18.5
"1035","2011-02-09",16.5
"1036","2011-02-10",16.5
"1037","2011-02-11",16.5
"1038","2011-02-14",16
"1039","2011-02-15",18
"1040","2011-02-16",14
"1041","2011-02-17",15
"1042","2011-02-18",15
"1043","2011-02-22",14
"1044","2011-02-23",14
"1045","2011-02-24",14
"1046","2011-02-25",14
"1047","2011-02-28",14
"1048","2011-03-01",14
"1049","2011-03-02",14
"1050","2011-03-03",14
"1051","2011-03-04",14
"1052","2011-03-07",14
"1053","2011-03-08",14
"1054","2011-03-09",17
"1055","2011-03-10",17
"1056","2011-03-11",15
"1057","2011-03-14",15
"1058","2011-03-15",15
"1059","2011-03-16",16
"1060","2011-03-17",11.5
"1061","2011-03-18",15
"1062","2011-03-21",15
"1063","2011-03-22",16
"1064","2011-03-23",16
"1065","2011-03-24",16
"1066","2011-03-25",16.5
"1067","2011-03-28",20
"1068","2011-03-29",22
"1069","2011-03-30",22
