"","date","ORSN"
"91","2020-03-19",9.9
"92","2020-03-20",9.83
"93","2020-03-23",9.6
"94","2020-03-24",9.6
"95","2020-03-25",9.8
"96","2020-03-26",9.85
"97","2020-03-27",9.85
"98","2020-03-30",9.93
"99","2020-03-31",10.19
"100","2020-04-01",9.95
"101","2020-04-02",9.92
"102","2020-04-03",9.95
"103","2020-04-06",9.95
"104","2020-04-07",9.97
"105","2020-04-08",10
"106","2020-04-09",10
"107","2020-04-13",10.02
"108","2020-04-14",10.02
"109","2020-04-15",10.01
"110","2020-04-16",10.02
"111","2020-04-17",10.02
"112","2020-04-20",10.02
"113","2020-04-21",10.02
"114","2020-04-22",10.02
"115","2020-04-23",10.02
"116","2020-04-24",10.05
"117","2020-04-27",10.05
"118","2020-04-28",10.03
"119","2020-04-29",10.04
"120","2020-04-30",10.19
"121","2020-05-01",10.19
"122","2020-05-04",10.19
"123","2020-05-05",10.19
"124","2020-05-06",10.19
"125","2020-05-07",10.19
"126","2020-05-08",10.19
"127","2020-05-11",10.19
"128","2020-05-12",10.19
"129","2020-05-13",10.19
"130","2020-05-14",10.19
"131","2020-05-15",10.19
"132","2020-05-18",10.19
"133","2020-05-19",10.19
"134","2020-05-20",10.02
"135","2020-05-21",10.02
"136","2020-05-22",10.02
"137","2020-05-26",10.02
"138","2020-05-27",10.02
"139","2020-05-28",10.03
"140","2020-05-29",10.1
"141","2020-06-01",10.1
"142","2020-06-02",10.1
"143","2020-06-03",10.1
"144","2020-06-04",10.1
"145","2020-06-05",10.1
"146","2020-06-08",10.07
"147","2020-06-09",10.07
"148","2020-06-10",10.07
"149","2020-06-11",10.07
"150","2020-06-12",10.08
"151","2020-06-15",10.08
"152","2020-06-16",10.09
"153","2020-06-17",10.15
"154","2020-06-18",10.06
"155","2020-06-19",10.06
"156","2020-06-22",10.11
"157","2020-06-23",10.12
"158","2020-06-24",10.07
"159","2020-06-25",10.07
"160","2020-06-26",10.07
"161","2020-06-29",10.12
"162","2020-06-30",10.13
"163","2020-07-01",10.13
"164","2020-07-02",10.09
"165","2020-07-06",10.26
"166","2020-07-07",10.22
"167","2020-07-08",10.211
"168","2020-07-09",10.198
"169","2020-07-10",10.16
"170","2020-07-13",10.19
"171","2020-07-14",10.12
"172","2020-07-15",10.13
"173","2020-07-16",10.13
"174","2020-07-17",10.175
"175","2020-07-20",10.18
"176","2020-07-21",10.17
"177","2020-07-22",10.17
"178","2020-07-23",10.15
"179","2020-07-24",10.16
"180","2020-07-27",10.21
"181","2020-07-28",10.175
"182","2020-07-29",10.156
"183","2020-07-30",10.171
"184","2020-07-31",10.135
"185","2020-08-03",10.165
"186","2020-08-04",10.15
"187","2020-08-05",10.16
"188","2020-08-06",10.168
"189","2020-08-07",10.18
"190","2020-08-10",10.18
"191","2020-08-11",10.2
"192","2020-08-12",10.18
"193","2020-08-13",10.18
"194","2020-08-14",10.18
"195","2020-08-17",10.18
"196","2020-08-18",10.18
"197","2020-08-19",10.18
"198","2020-08-20",10.18
"199","2020-08-21",10.14
"200","2020-08-24",10.14
"201","2020-08-25",10.14
"202","2020-08-26",10.15
"203","2020-08-27",10.15
"204","2020-08-28",10.15
"205","2020-08-31",10.177
"206","2020-09-01",10.177
"207","2020-09-02",10.177
"208","2020-09-03",10.15
"209","2020-09-04",10.15
"210","2020-09-08",10.15
"211","2020-09-09",10.15
"212","2020-09-10",10.18
"213","2020-09-11",10.15
"214","2020-09-14",10.165
"215","2020-09-15",10.175
"216","2020-09-16",10.156
"217","2020-09-17",10.156
"218","2020-09-18",10.15
"219","2020-09-21",10.15
"220","2020-09-22",10.172
"221","2020-09-23",10.172
"222","2020-09-24",10.15
"223","2020-09-25",10.18
"224","2020-09-28",10.18
"225","2020-09-29",10.18
"226","2020-09-30",10.18
"227","2020-10-01",10.18
"228","2020-10-02",10.18
"229","2020-10-05",10.18
"230","2020-10-06",10.18
"231","2020-10-07",10.2
"232","2020-10-08",10.18
"233","2020-10-09",10.15
"234","2020-10-12",10.16
"235","2020-10-13",10.205
"236","2020-10-14",10.18
"237","2020-10-15",10.18
"238","2020-10-16",10.12
"239","2020-10-19",10.18
"240","2020-10-20",10.11
"241","2020-10-21",10.14
"242","2020-10-22",10.2
"243","2020-10-23",10.13
"244","2020-10-26",10.12
"245","2020-10-27",10.134
"246","2020-10-28",10.1
"247","2020-10-29",10.1
"248","2020-10-30",10.19
"249","2020-11-02",10.19
"250","2020-11-03",10.15
"251","2020-11-04",10.17
"252","2020-11-05",10.17
"253","2020-11-06",10.22
"254","2020-11-09",10.18
"255","2020-11-10",11
"256","2020-11-11",9.85
"257","2020-11-12",10.4
"258","2020-11-13",10.04
"259","2020-11-16",9.02
"260","2020-11-17",8.17
"261","2020-11-18",8.56
"262","2020-11-19",8.55
"263","2020-11-20",8.35
"264","2020-11-23",8.72
"265","2020-11-24",8.3
"266","2020-11-25",7.15
"267","2020-11-27",7.62
