"","date","AQST"
"156","2019-03-08",7.5
"157","2019-03-11",7.77
"158","2019-03-12",7.47
"159","2019-03-13",7.58
"160","2019-03-14",6.37
"161","2019-03-15",6.49
"162","2019-03-18",6.89
"163","2019-03-19",6.95
"164","2019-03-20",6.98
"165","2019-03-21",6.95
"166","2019-03-22",6.22
"167","2019-03-25",6.16
"168","2019-03-26",6.13
"169","2019-03-27",6.12
"170","2019-03-28",6.14
"171","2019-03-29",6.91
"172","2019-04-01",6.71
"173","2019-04-02",6.95
"174","2019-04-03",6.78
"175","2019-04-04",6.83
"176","2019-04-05",6.55
"177","2019-04-08",6.58
"178","2019-04-09",6.31
"179","2019-04-10",6.28
"180","2019-04-11",6.18
"181","2019-04-12",6.16
"182","2019-04-15",6.04
"183","2019-04-16",6.12
"184","2019-04-17",6.24
"185","2019-04-18",6.29
"186","2019-04-22",6.23
"187","2019-04-23",6.15
"188","2019-04-24",5.9
"189","2019-04-25",5.6
"190","2019-04-26",5.5
"191","2019-04-29",5.78
"192","2019-04-30",5.71
"193","2019-05-01",5.58
"194","2019-05-02",5.65
"195","2019-05-03",5.85
"196","2019-05-06",5.81
"197","2019-05-07",5.45
"198","2019-05-08",4.52
"199","2019-05-09",4.83
"200","2019-05-10",5.04
"201","2019-05-13",4.64
"202","2019-05-14",4.92
"203","2019-05-15",5.35
"204","2019-05-16",5.11
"205","2019-05-17",5.05
"206","2019-05-20",5.38
"207","2019-05-21",4.88
"208","2019-05-22",4.62
"209","2019-05-23",4.51
"210","2019-05-24",4.23
"211","2019-05-28",4.06
"212","2019-05-29",3.98
"213","2019-05-30",4.03
"214","2019-05-31",3.72
"215","2019-06-03",4.11
"216","2019-06-04",4.29
"217","2019-06-05",4.08
"218","2019-06-06",4
"219","2019-06-07",3.82
"220","2019-06-10",4.1
"221","2019-06-11",4.2
"222","2019-06-12",4.19
"223","2019-06-13",4.38
"224","2019-06-14",4.19
"225","2019-06-17",4.56
"226","2019-06-18",4.78
"227","2019-06-19",4.81
"228","2019-06-20",4.27
"229","2019-06-21",4.22
"230","2019-06-24",4.03
"231","2019-06-25",4.2
"232","2019-06-26",3.94
"233","2019-06-27",4.09
"234","2019-06-28",4.2
"235","2019-07-01",4.21
"236","2019-07-02",4.24
"237","2019-07-03",4.59
"238","2019-07-05",4.91
"239","2019-07-08",4.72
"240","2019-07-09",4.8
"241","2019-07-10",4.29
"242","2019-07-11",4.3
"243","2019-07-12",4.29
"244","2019-07-15",4.15
"245","2019-07-16",4.27
"246","2019-07-17",4.13
"247","2019-07-18",4.12
"248","2019-07-19",4.11
"249","2019-07-22",3.82
"250","2019-07-23",3.81
"251","2019-07-24",3.87
"252","2019-07-25",3.6
"253","2019-07-26",3.65
"254","2019-07-29",3.56
"255","2019-07-30",3.48
"256","2019-07-31",3.41
"257","2019-08-01",3.26
"258","2019-08-02",3.31
"259","2019-08-05",3.13
"260","2019-08-06",3.15
"261","2019-08-07",3.52
"262","2019-08-08",3.87
"263","2019-08-09",3.84
"264","2019-08-12",3.99
"265","2019-08-13",3.91
"266","2019-08-14",3.53
"267","2019-08-15",3.52
"268","2019-08-16",3.81
"269","2019-08-19",3.71
"270","2019-08-20",3.78
"271","2019-08-21",4.04
"272","2019-08-22",4.04
"273","2019-08-23",3.85
"274","2019-08-26",3.99
"275","2019-08-27",3.83
"276","2019-08-28",3.89
"277","2019-08-29",4
"278","2019-08-30",3.8
"279","2019-09-03",3.72
"280","2019-09-04",3.72
"281","2019-09-05",3.57
"282","2019-09-06",3.55
"283","2019-09-09",3.36
"284","2019-09-10",3.47
"285","2019-09-11",3.6
"286","2019-09-12",3.59
"287","2019-09-13",3.39
"288","2019-09-16",3.54
"289","2019-09-17",3.62
"290","2019-09-18",3.49
"291","2019-09-19",3.22
"292","2019-09-20",3.11
"293","2019-09-23",3.15
"294","2019-09-24",3.11
"295","2019-09-25",3.21
"296","2019-09-26",3.05
"297","2019-09-27",3.04
"298","2019-09-30",3.18
"299","2019-10-01",3.28
"300","2019-10-02",3.2
"301","2019-10-03",3.16
"302","2019-10-04",3.16
"303","2019-10-07",3.09
"304","2019-10-08",3.06
"305","2019-10-09",3.26
"306","2019-10-10",3.17
"307","2019-10-11",3.23
"308","2019-10-14",3.18
"309","2019-10-15",3.34
"310","2019-10-16",3.42
"311","2019-10-17",3.31
"312","2019-10-18",3.35
"313","2019-10-21",3.18
"314","2019-10-22",3.21
"315","2019-10-23",3.24
"316","2019-10-24",3.15
"317","2019-10-25",3.31
"318","2019-10-28",4.12
"319","2019-10-29",4.03
"320","2019-10-30",4.08
"321","2019-10-31",3.84
"322","2019-11-01",4.09
"323","2019-11-04",4.26
"324","2019-11-05",4.23
"325","2019-11-06",5.23
"326","2019-11-07",5.22
"327","2019-11-08",5.4
"328","2019-11-11",5.985
"329","2019-11-12",5.74
"330","2019-11-13",5.86
"331","2019-11-14",6.14
"332","2019-11-15",6
"333","2019-11-18",5.41
"334","2019-11-19",5.44
"335","2019-11-20",5.78
"336","2019-11-21",6.2
"337","2019-11-22",6.43
"338","2019-11-25",7.54
"339","2019-11-26",7.21
"340","2019-11-27",7.27
"341","2019-11-29",7.79
"342","2019-12-02",8.74
"343","2019-12-03",8.75
"344","2019-12-04",8.78
"345","2019-12-05",8.34
"346","2019-12-06",8.01
"347","2019-12-09",7.73
"348","2019-12-10",7.51
"349","2019-12-11",7.7
"350","2019-12-12",6.7
"351","2019-12-13",5.27
"352","2019-12-16",5.29
"353","2019-12-17",5.38
"354","2019-12-18",5.21
"355","2019-12-19",5.44
"356","2019-12-20",5.44
"357","2019-12-23",5.48
"358","2019-12-24",5.8
"359","2019-12-26",6.1
"360","2019-12-27",5.535
"361","2019-12-30",5.37
"362","2019-12-31",5.82
"363","2020-01-02",6.03
"364","2020-01-03",5.86
"365","2020-01-06",5.84
"366","2020-01-07",6.75
"367","2020-01-08",6.39
"368","2020-01-09",6.39
"369","2020-01-10",6.61
"370","2020-01-13",4.36
"371","2020-01-14",4.17
"372","2020-01-15",4.36
"373","2020-01-16",4.14
"374","2020-01-17",4.1
"375","2020-01-21",4.1
"376","2020-01-22",3.9
"377","2020-01-23",3.97
"378","2020-01-24",3.88
"379","2020-01-27",3.9
"380","2020-01-28",4.06
"381","2020-01-29",4
"382","2020-01-30",4.01
"383","2020-01-31",4.05
"384","2020-02-03",3.95
"385","2020-02-04",3.94
"386","2020-02-05",4.02
"387","2020-02-06",4.13
"388","2020-02-07",3.96
"389","2020-02-10",4.67
"390","2020-02-11",4.6
"391","2020-02-12",4.48
"392","2020-02-13",4.38
"393","2020-02-14",4.38
"394","2020-02-18",4.24
"395","2020-02-19",4.28
"396","2020-02-20",4.4
"397","2020-02-21",4.22
"398","2020-02-24",4.09
"399","2020-02-25",4.02
"400","2020-02-26",3.98
"401","2020-02-27",3.56
"402","2020-02-28",3.73
"403","2020-03-02",3.52
"404","2020-03-03",3.66
"405","2020-03-04",4.24
"406","2020-03-05",4.14
"407","2020-03-06",3.82
"408","2020-03-09",3.19
"409","2020-03-10",3.44
"410","2020-03-11",2.94
"411","2020-03-12",1.92
"412","2020-03-13",1.68
"413","2020-03-16",1.54
"414","2020-03-17",1.78
"415","2020-03-18",1.59
"416","2020-03-19",1.76
"417","2020-03-20",1.86
"418","2020-03-23",1.83
"419","2020-03-24",1.96
"420","2020-03-25",2.01
"421","2020-03-26",2.02
"422","2020-03-27",2.29
"423","2020-03-30",2.27
"424","2020-03-31",2.19
"425","2020-04-01",1.95
"426","2020-04-02",1.88
"427","2020-04-03",1.84
"428","2020-04-06",2.11
"429","2020-04-07",2.06
"430","2020-04-08",2.58
"431","2020-04-09",2.89
"432","2020-04-13",3.37
"433","2020-04-14",3.75
"434","2020-04-15",3.76
"435","2020-04-16",3.69
"436","2020-04-17",3.63
"437","2020-04-20",3.6
"438","2020-04-21",3.71
"439","2020-04-22",3.53
"440","2020-04-23",3.65
"441","2020-04-24",3.55
"442","2020-04-27",4.16
"443","2020-04-28",4.35
"444","2020-04-29",4.75
"445","2020-04-30",4.31
"446","2020-05-01",4.17
"447","2020-05-04",4.5
"448","2020-05-05",4.5
"449","2020-05-06",4.32
"450","2020-05-07",4.68
"451","2020-05-08",5.15
"452","2020-05-11",5.8
"453","2020-05-12",5.69
"454","2020-05-13",5.52
"455","2020-05-14",5.42
"456","2020-05-15",5.5
"457","2020-05-18",6.44
"458","2020-05-19",6.35
"459","2020-05-20",6.18
"460","2020-05-21",6.15
"461","2020-05-22",5.75
"462","2020-05-26",5.16
"463","2020-05-27",5.09
"464","2020-05-28",4.99
"465","2020-05-29",4.87
"466","2020-06-01",5.31
"467","2020-06-02",5.47
"468","2020-06-03",5.3
"469","2020-06-04",5.14
"470","2020-06-05",5.15
"471","2020-06-08",5.245
"472","2020-06-09",5.31
"473","2020-06-10",5.2
"474","2020-06-11",4.76
"475","2020-06-12",4.75
"476","2020-06-15",5.2
"477","2020-06-16",5.3
"478","2020-06-17",5.22
"479","2020-06-18",5.23
"480","2020-06-19",5.46
"481","2020-06-22",5.41
"482","2020-06-23",5.72
"483","2020-06-24",5.26
"484","2020-06-25",5.34
"485","2020-06-26",5.03
"486","2020-06-29",5.02
"487","2020-06-30",4.86
"488","2020-07-01",4.74
"489","2020-07-02",4.71
"490","2020-07-06",4.72
"491","2020-07-07",4.58
"492","2020-07-08",4.61
"493","2020-07-09",4.54
"494","2020-07-10",4.29
"495","2020-07-13",4.21
"496","2020-07-14",4.125
"497","2020-07-15",4.38
"498","2020-07-16",4.35
"499","2020-07-17",4.72
"500","2020-07-20",5.13
"501","2020-07-21",5.01
"502","2020-07-22",5.11
"503","2020-07-23",5.13
"504","2020-07-24",5.105
"505","2020-07-27",5.26
"506","2020-07-28",5.23
"507","2020-07-29",5.135
"508","2020-07-30",5.34
"509","2020-07-31",5.26
"510","2020-08-03",5.69
"511","2020-08-04",5.49
"512","2020-08-05",5.92
"513","2020-08-06",6.065
"514","2020-08-07",6.29
"515","2020-08-10",6.95
"516","2020-08-11",6.61
"517","2020-08-12",6.41
"518","2020-08-13",6.62
"519","2020-08-14",7.13
"520","2020-08-17",7.585
"521","2020-08-18",8.1
"522","2020-08-19",8.2
"523","2020-08-20",8.585
"524","2020-08-21",8.21
"525","2020-08-24",7.89
"526","2020-08-25",7.99
"527","2020-08-26",8.105
"528","2020-08-27",7.82
"529","2020-08-28",7.74
"530","2020-08-31",7.86
"531","2020-09-01",7.84
"532","2020-09-02",7.81
"533","2020-09-03",7.2
"534","2020-09-04",7.23
"535","2020-09-08",7.54
"536","2020-09-09",8.385
"537","2020-09-10",8.66
"538","2020-09-11",9.09
"539","2020-09-14",8.61
"540","2020-09-15",8.2
"541","2020-09-16",7.82
"542","2020-09-17",8.91
"543","2020-09-18",9.05
"544","2020-09-21",8.86
"545","2020-09-22",8.48
"546","2020-09-23",8.02
"547","2020-09-24",7.79
"548","2020-09-25",7.61
"549","2020-09-28",4.97
"550","2020-09-29",4.41
"551","2020-09-30",4.855
"552","2020-10-01",4.65
"553","2020-10-02",4.67
"554","2020-10-05",4.82
"555","2020-10-06",4.76
"556","2020-10-07",4.67
"557","2020-10-08",4.74
"558","2020-10-09",4.83
"559","2020-10-12",4.71
"560","2020-10-13",5.05
"561","2020-10-14",4.89
"562","2020-10-15",5
"563","2020-10-16",5.03
"564","2020-10-19",5.38
"565","2020-10-20",5.32
"566","2020-10-21",5.17
"567","2020-10-22",5.32
"568","2020-10-23",5.26
"569","2020-10-26",5.11
"570","2020-10-27",5.4
"571","2020-10-28",5.15
"572","2020-10-29",5.21
"573","2020-10-30",4.84
"574","2020-11-02",4.8
"575","2020-11-03",5.3
"576","2020-11-04",5.28
"577","2020-11-05",5.49
"578","2020-11-06",5.63
"579","2020-11-09",5.56
"580","2020-11-10",6.36
"581","2020-11-11",6.36
"582","2020-11-12",6.42
"583","2020-11-13",6.14
"584","2020-11-16",6.23
"585","2020-11-17",6.2
"586","2020-11-18",6.27
"587","2020-11-19",7.21
"588","2020-11-20",6.74
"589","2020-11-23",6.78
"590","2020-11-24",6.62
"591","2020-11-25",6.74
"592","2020-11-27",7.05
