"","date","ALACU"
"281","2019-12-05",10.6
"282","2019-12-06",10.6
"283","2019-12-09",10.6
"284","2019-12-10",10.6
"285","2019-12-11",10.6
"286","2019-12-12",10.6
"287","2019-12-13",10.6
"288","2019-12-16",10.6
"289","2019-12-17",10.6
"290","2019-12-18",10.6
"291","2019-12-19",10.6
"292","2019-12-20",10.6
"293","2019-12-23",10.6
"294","2019-12-24",10.56
"295","2019-12-26",10.56
"296","2019-12-27",10.56
"297","2019-12-30",10.56
"298","2019-12-31",10.65
"299","2020-01-02",10.65
"300","2020-01-03",10.52
"301","2020-01-06",10.52
"302","2020-01-07",10.52
"303","2020-01-08",10.52
"304","2020-01-09",10.52
"305","2020-01-10",10.52
"306","2020-01-13",10.52
"307","2020-01-14",10.52
"308","2020-01-15",10.52
"309","2020-01-16",10.52
"310","2020-01-17",10.52
"311","2020-01-21",10.52
"312","2020-01-22",10.52
"313","2020-01-23",10.52
"314","2020-01-24",10.52
"315","2020-01-27",10.52
"316","2020-01-28",10.52
"317","2020-01-29",10.52
"318","2020-01-30",10.65
"319","2020-01-31",10.65
"320","2020-02-03",10.65
"321","2020-02-04",10.65
"322","2020-02-05",10.65
"323","2020-02-06",10.65
"324","2020-02-07",10.65
"325","2020-02-10",10.65
"326","2020-02-11",10.65
"327","2020-02-12",10.65
"328","2020-02-13",10.65
"329","2020-02-14",10.65
"330","2020-02-18",10.65
"331","2020-02-19",10.65
"332","2020-02-20",10.65
"333","2020-02-21",10.65
"334","2020-02-24",10.65
"335","2020-02-25",10.65
"336","2020-02-26",10.65
"337","2020-02-27",10.65
"338","2020-02-28",10.65
"339","2020-03-02",10.65
"340","2020-03-03",10.65
"341","2020-03-04",10.65
"342","2020-03-05",10.65
"343","2020-03-06",10.65
"344","2020-03-09",10.65
"345","2020-03-10",10.65
"346","2020-03-11",10.65
"347","2020-03-12",10.65
"348","2020-03-13",10.65
"349","2020-03-16",10.65
"350","2020-03-17",10.65
"351","2020-03-18",10.01
"352","2020-03-19",10.01
"353","2020-03-20",10.01
"354","2020-03-23",10.01
"355","2020-03-24",10.01
"356","2020-03-25",10.01
"357","2020-03-26",10.01
"358","2020-03-27",10.01
"359","2020-03-30",10.01
"360","2020-03-31",10.01
"361","2020-04-01",10.01
"362","2020-04-02",10.01
"363","2020-04-03",10.01
"364","2020-04-06",10.01
"365","2020-04-07",10.01
"366","2020-04-08",10.01
"367","2020-04-09",10.01
"368","2020-04-13",10.01
"369","2020-04-14",10.01
"370","2020-04-15",10.01
"371","2020-04-16",10.01
"372","2020-04-17",10.01
"373","2020-04-20",10.45
"374","2020-04-21",10.45
"375","2020-04-22",10.45
"376","2020-04-23",10.45
"377","2020-04-24",10.45
"378","2020-04-27",10.45
"379","2020-04-28",10.45
"380","2020-04-29",10.45
"381","2020-04-30",10.45
"382","2020-05-01",10.8
"383","2020-05-04",10.8
"384","2020-05-05",10.8
"385","2020-05-06",10.94
"386","2020-05-07",10.94
"387","2020-05-08",10.94
"388","2020-05-11",10.94
"389","2020-05-12",10.94
"390","2020-05-13",10.94
"391","2020-05-14",10.94
"392","2020-05-15",10.94
"393","2020-05-18",10.94
"394","2020-05-19",10.94
"395","2020-05-20",10.94
"396","2020-05-21",10.94
"397","2020-05-22",10.94
"398","2020-05-26",10.94
"399","2020-05-27",10.94
"400","2020-05-28",10.94
"401","2020-05-29",10.94
"402","2020-06-01",10.8
"403","2020-06-02",10.8
"404","2020-06-03",10.8
"405","2020-06-04",10.8
"406","2020-06-05",10.8
"407","2020-06-08",10.8
"408","2020-06-09",12
"409","2020-06-10",12
"410","2020-06-11",10.8
"411","2020-06-12",10.8
"412","2020-06-15",11
"413","2020-06-16",11
"414","2020-06-17",11
"415","2020-06-18",11
"416","2020-06-19",10.88
"417","2020-06-22",10.88
"418","2020-06-23",10.88
"419","2020-06-24",11.39
"420","2020-06-25",11.29
"421","2020-06-26",10.69
"422","2020-06-29",10.69
"423","2020-06-30",10.69
"424","2020-07-01",10.69
"425","2020-07-02",10.69
"426","2020-07-06",10.69
"427","2020-07-07",10.69
"428","2020-07-08",10.69
"429","2020-07-09",10.69
"430","2020-07-10",10.69
"431","2020-07-13",10.69
"432","2020-07-14",10.69
"433","2020-07-15",10.69
"434","2020-07-16",10.69
"435","2020-07-17",10.69
"436","2020-07-20",10.69
"437","2020-07-21",10.69
"438","2020-07-22",10.69
"439","2020-07-23",10.69
"440","2020-07-24",10.69
"441","2020-07-27",10.69
"442","2020-07-28",10.69
"443","2020-07-29",10.69
"444","2020-07-30",10.69
"445","2020-07-31",10.69
"446","2020-08-03",10.69
"447","2020-08-04",10.69
"448","2020-08-05",10.69
"449","2020-08-06",10.69
"450","2020-08-07",10.69
"451","2020-08-10",10.8
"452","2020-08-11",10.8
"453","2020-08-12",10.8
"454","2020-08-13",10.8
"455","2020-08-14",10.8
"456","2020-08-17",10.8
"457","2020-08-18",10.8
"458","2020-08-19",10.8
"459","2020-08-20",10.8
"460","2020-08-21",10.8
"461","2020-08-24",10.8
"462","2020-08-25",10.8
"463","2020-08-26",10.8
"464","2020-08-27",10.8
"465","2020-08-28",10.8
"466","2020-08-31",10.8
"467","2020-09-01",10.8
"468","2020-09-02",10.8
"469","2020-09-03",10.8
"470","2020-09-04",10.8
"471","2020-09-08",10.8
"472","2020-09-09",10.8
"473","2020-09-10",10.8
"474","2020-09-11",10.8
"475","2020-09-14",10.8
"476","2020-09-15",10.8
"477","2020-09-16",10.8
"478","2020-09-17",10.8
"479","2020-09-18",10.8
"480","2020-09-21",10.8
"481","2020-09-22",10.8
"482","2020-09-23",10.8
"483","2020-09-24",10.8
"484","2020-09-25",10.8
"485","2020-09-28",11
"486","2020-09-29",11
"487","2020-09-30",11
"488","2020-10-01",11
"489","2020-10-02",11
"490","2020-10-05",11
"491","2020-10-06",11
"492","2020-10-07",11
"493","2020-10-08",11
"494","2020-10-09",11
"495","2020-10-12",11
"496","2020-10-13",11
"497","2020-10-14",11
"498","2020-10-15",11
"499","2020-10-16",11
"500","2020-10-19",11
"501","2020-10-20",11
"502","2020-10-21",11
"503","2020-10-22",11
"504","2020-10-23",12
"505","2020-10-26",12
"506","2020-10-27",12
"507","2020-10-28",12
"508","2020-10-29",12
"509","2020-10-30",12
"510","2020-11-02",12
"511","2020-11-03",12
"512","2020-11-04",12
"513","2020-11-05",12
"514","2020-11-06",12
"515","2020-11-09",12
"516","2020-11-10",12
"517","2020-11-11",12
"518","2020-11-12",11.2
"519","2020-11-13",11.2
"520","2020-11-16",11.3
"521","2020-11-17",11.3
"522","2020-11-18",11.2
"523","2020-11-19",11.2
"524","2020-11-20",11.2
"525","2020-11-23",11.2
"526","2020-11-24",11.2
"527","2020-11-25",11.2
"528","2020-11-27",11.2
