"","date","ALEC"
"83","2019-06-06",16.959999
"84","2019-06-07",17.35
"85","2019-06-10",19
"86","2019-06-11",20.27
"87","2019-06-12",20.1
"88","2019-06-13",20.73
"89","2019-06-14",20.16
"90","2019-06-17",20.35
"91","2019-06-18",19.530001
"92","2019-06-19",19.120001
"93","2019-06-20",18.33
"94","2019-06-21",18.200001
"95","2019-06-24",18.23
"96","2019-06-25",17.82
"97","2019-06-26",17.5
"98","2019-06-27",17.99
"99","2019-06-28",19
"100","2019-07-01",18.879999
"101","2019-07-02",19.57
"102","2019-07-03",18.59
"103","2019-07-05",19.059999
"104","2019-07-08",19.030001
"105","2019-07-09",18.809999
"106","2019-07-10",19
"107","2019-07-11",18.76
"108","2019-07-12",18.52
"109","2019-07-15",19
"110","2019-07-16",19.040001
"111","2019-07-17",18.23
"112","2019-07-18",18.75
"113","2019-07-19",18.84
"114","2019-07-22",18.91
"115","2019-07-23",19.24
"116","2019-07-24",19.879999
"117","2019-07-25",20.860001
"118","2019-07-26",20.99
"119","2019-07-29",22.200001
"120","2019-07-30",21.620001
"121","2019-07-31",21.120001
"122","2019-08-01",20.08
"123","2019-08-02",19.9
"124","2019-08-05",18.4
"125","2019-08-06",19
"126","2019-08-07",18.389999
"127","2019-08-08",17.77
"128","2019-08-09",18.1
"129","2019-08-12",18.58
"130","2019-08-13",17.799999
"131","2019-08-14",15.2
"132","2019-08-15",14.86
"133","2019-08-16",14.85
"134","2019-08-19",15.73
"135","2019-08-20",16
"136","2019-08-21",15.84
"137","2019-08-22",15.14
"138","2019-08-23",15
"139","2019-08-26",16.110001
"140","2019-08-27",15.66
"141","2019-08-28",16.18
"142","2019-08-29",16.610001
"143","2019-08-30",16.459999
"144","2019-09-03",15.53
"145","2019-09-04",16.139999
"146","2019-09-05",16.6
"147","2019-09-06",16.540001
"148","2019-09-09",17.32
"149","2019-09-10",19.23
"150","2019-09-11",19.799999
"151","2019-09-12",19.559999
"152","2019-09-13",18.99
"153","2019-09-16",19.370001
"154","2019-09-17",19.59
"155","2019-09-18",19.23
"156","2019-09-19",18.5
"157","2019-09-20",19.92
"158","2019-09-23",19.09
"159","2019-09-24",17.879999
"160","2019-09-25",16.93
"161","2019-09-26",15.105
"162","2019-09-27",15.015
"163","2019-09-30",14.42
"164","2019-10-01",14.2
"165","2019-10-02",14.38
"166","2019-10-03",14.48
"167","2019-10-04",14.505
"168","2019-10-07",14.75
"169","2019-10-08",14.26
"170","2019-10-09",14.17
"171","2019-10-10",14.53
"172","2019-10-11",15.02
"173","2019-10-14",14.68
"174","2019-10-15",14.71
"175","2019-10-16",14.89
"176","2019-10-17",15.05
"177","2019-10-18",14.385
"178","2019-10-21",15.01
"179","2019-10-22",16
"180","2019-10-23",16.120001
"181","2019-10-24",15.95
"182","2019-10-25",16
"183","2019-10-28",16.190001
"184","2019-10-29",16.940001
"185","2019-10-30",17.379999
"186","2019-10-31",16.84
"187","2019-11-01",16.84
"188","2019-11-04",17.25
"189","2019-11-05",17.1
"190","2019-11-06",17.15
"191","2019-11-07",17.85
"192","2019-11-08",17.110001
"193","2019-11-11",16.68
"194","2019-11-12",16.309999
"195","2019-11-13",15.66
"196","2019-11-14",15.51
"197","2019-11-15",15.98
"198","2019-11-18",15.87
"199","2019-11-19",15.48
"200","2019-11-20",15.8
"201","2019-11-21",15.83
"202","2019-11-22",15.84
"203","2019-11-25",16.51
"204","2019-11-26",18.16
"205","2019-11-27",18.92
"206","2019-11-29",18.639999
"207","2019-12-02",18.620001
"208","2019-12-03",19.440001
"209","2019-12-04",19.620001
"210","2019-12-05",19.389999
"211","2019-12-06",19.76
"212","2019-12-09",19.629999
"213","2019-12-10",19.549999
"214","2019-12-11",19.110001
"215","2019-12-12",19.93
"216","2019-12-13",20.209999
"217","2019-12-16",20.299999
"218","2019-12-17",20.190001
"219","2019-12-18",19.32
"220","2019-12-19",19.540001
"221","2019-12-20",19.5
"222","2019-12-23",19.5
"223","2019-12-24",19.5
"224","2019-12-26",18.17
"225","2019-12-27",17.6
"226","2019-12-30",16.870001
"227","2019-12-31",17.23
"228","2020-01-02",16.575001
"229","2020-01-03",16.25
"230","2020-01-06",16.42
"231","2020-01-07",16.57
"232","2020-01-08",18.219999
"233","2020-01-09",18.9
"234","2020-01-10",18.530001
"235","2020-01-13",17.719999
"236","2020-01-14",18.440001
"237","2020-01-15",18.91
"238","2020-01-16",19.889999
"239","2020-01-17",21.379999
"240","2020-01-21",21.99
"241","2020-01-22",22.93
"242","2020-01-23",23.275
"243","2020-01-24",24.549999
"244","2020-01-27",25.73
"245","2020-01-28",24.59
"246","2020-01-29",25.940001
"247","2020-01-30",28.17
"248","2020-01-31",27.940001
"249","2020-02-03",28.190001
"250","2020-02-04",30.18
"251","2020-02-05",33.709999
"252","2020-02-06",34.470001
"253","2020-02-07",35.279999
"254","2020-02-10",29.26
"255","2020-02-11",30
"256","2020-02-12",30.26
"257","2020-02-13",29.52
"258","2020-02-14",30
"259","2020-02-18",28.99
"260","2020-02-19",29.860001
"261","2020-02-20",29.879999
"262","2020-02-21",30.469999
"263","2020-02-24",27.35
"264","2020-02-25",27.389999
"265","2020-02-26",27.41
"266","2020-02-27",25.9
"267","2020-02-28",27.48
"268","2020-03-02",28.41
"269","2020-03-03",28.200001
"270","2020-03-04",31.34
"271","2020-03-05",29.450001
"272","2020-03-06",29.1
"273","2020-03-09",26.129999
"274","2020-03-10",27.02
"275","2020-03-11",24.92
"276","2020-03-12",21.09
"277","2020-03-13",24.73
"278","2020-03-16",23.18
"279","2020-03-17",28.18
"280","2020-03-18",25.040001
"281","2020-03-19",27.889999
"282","2020-03-20",29.309999
"283","2020-03-23",23.809999
"284","2020-03-24",24.4
"285","2020-03-25",23.450001
"286","2020-03-26",24.75
"287","2020-03-27",22.76
"288","2020-03-30",24.5
"289","2020-03-31",24.129999
"290","2020-04-01",21.870001
"291","2020-04-02",22.75
"292","2020-04-03",21.9
"293","2020-04-06",23.43
"294","2020-04-07",22.9
"295","2020-04-08",23.370001
"296","2020-04-09",23.299999
"297","2020-04-13",23.01
"298","2020-04-14",23.49
"299","2020-04-15",22.26
"300","2020-04-16",22.49
"301","2020-04-17",24.280001
"302","2020-04-20",25.120001
"303","2020-04-21",23.92
"304","2020-04-22",24.870001
"305","2020-04-23",24.01
"306","2020-04-24",25.32
"307","2020-04-27",26.4
"308","2020-04-28",25.84
"309","2020-04-29",28.139999
"310","2020-04-30",24.719999
"311","2020-05-01",24.18
"312","2020-05-04",25.66
"313","2020-05-05",28.08
"314","2020-05-06",27.02
"315","2020-05-07",27.440001
"316","2020-05-08",27.24
"317","2020-05-11",29.09
"318","2020-05-12",28.24
"319","2020-05-13",30.07
"320","2020-05-14",26.84
"321","2020-05-15",27.700001
"322","2020-05-18",28.33
"323","2020-05-19",28.809999
"324","2020-05-20",30.6
"325","2020-05-21",31.610001
"326","2020-05-22",33.099998
"327","2020-05-26",31.639999
"328","2020-05-27",32.740002
"329","2020-05-28",31.469999
"330","2020-05-29",32.700001
"331","2020-06-01",33.110001
"332","2020-06-02",32.900002
"333","2020-06-03",30.559999
"334","2020-06-04",30.309999
"335","2020-06-05",29.99
"336","2020-06-08",30.879999
"337","2020-06-09",31.07
"338","2020-06-10",31.18
"339","2020-06-11",29.049999
"340","2020-06-12",29.280001
"341","2020-06-15",29.75
"342","2020-06-16",30.245001
"343","2020-06-17",31.9
"344","2020-06-18",31.120001
"345","2020-06-19",30.58
"346","2020-06-22",30.200001
"347","2020-06-23",31.02
"348","2020-06-24",29.41
"349","2020-06-25",28.27
"350","2020-06-26",24.290001
"351","2020-06-29",23.5
"352","2020-06-30",24.440001
"353","2020-07-01",24.959999
"354","2020-07-02",23.809999
"355","2020-07-06",22.780001
"356","2020-07-07",23.51
"357","2020-07-08",24.290001
"358","2020-07-09",24.049999
"359","2020-07-10",23.299999
"360","2020-07-13",22.549999
"361","2020-07-14",22.5
"362","2020-07-15",22.795
"363","2020-07-16",22.549999
"364","2020-07-17",23.51
"365","2020-07-20",23.709999
"366","2020-07-21",21.379999
"367","2020-07-22",22.73
"368","2020-07-23",22.290001
"369","2020-07-24",22.18
"370","2020-07-27",23.370001
"371","2020-07-28",21.34
"372","2020-07-29",16.309999
"373","2020-07-30",16.780001
"374","2020-07-31",15.67
"375","2020-08-03",15.48
"376","2020-08-04",15.02
"377","2020-08-05",14.57
"378","2020-08-06",15.16
"379","2020-08-07",14.85
"380","2020-08-10",14.53
"381","2020-08-11",14.35
"382","2020-08-12",13.53
"383","2020-08-13",13.7
"384","2020-08-14",13.45
"385","2020-08-17",14.04
"386","2020-08-18",12.96
"387","2020-08-19",13
"388","2020-08-20",12.99
"389","2020-08-21",12.34
"390","2020-08-24",12.81
"391","2020-08-25",13.26
"392","2020-08-26",12.56
"393","2020-08-27",12.68
"394","2020-08-28",12.75
"395","2020-08-31",12.92
"396","2020-09-01",12.41
"397","2020-09-02",12.35
"398","2020-09-03",12.66
"399","2020-09-04",12.41
"400","2020-09-08",12.48
"401","2020-09-09",13
"402","2020-09-10",12.57
"403","2020-09-11",13
"404","2020-09-14",13.7
"405","2020-09-15",14.03
"406","2020-09-16",14.14
"407","2020-09-17",14.1
"408","2020-09-18",14.07
"409","2020-09-21",12.49
"410","2020-09-22",12.43
"411","2020-09-23",11.22
"412","2020-09-24",11.18
"413","2020-09-25",11.29
"414","2020-09-28",10.99
"415","2020-09-29",10.795
"416","2020-09-30",10.535
"417","2020-10-01",10.24
"418","2020-10-02",10.12
"419","2020-10-05",10.82
"420","2020-10-06",10.3
"421","2020-10-07",10.53
"422","2020-10-08",10.29
"423","2020-10-09",10.12
"424","2020-10-12",10.5
"425","2020-10-13",10.6
"426","2020-10-14",10.02
"427","2020-10-15",9.69
"428","2020-10-16",10.29
"429","2020-10-19",9.69
"430","2020-10-20",9.4
"431","2020-10-21",9.41
"432","2020-10-22",9.48
"433","2020-10-23",9.49
"434","2020-10-26",9.81
"435","2020-10-27",9.96
"436","2020-10-28",9.71
"437","2020-10-29",9.53
"438","2020-10-30",9.41
"439","2020-11-02",9.66
"440","2020-11-03",9.98
"441","2020-11-04",11.33
"442","2020-11-05",11.44
"443","2020-11-06",11.37
"444","2020-11-09",12.01
"445","2020-11-10",12.3
"446","2020-11-11",12.06
"447","2020-11-12",12.69
"448","2020-11-13",12.87
"449","2020-11-16",12.73
"450","2020-11-17",13.08
"451","2020-11-18",12.09
"452","2020-11-19",12.35
"453","2020-11-20",12.63
"454","2020-11-23",13.07
"455","2020-11-24",13.23
"456","2020-11-25",13.29
"457","2020-11-27",13.29
