"","date","HHR"
"170","2020-01-09",22.120001
"171","2020-01-10",22.59
"172","2020-01-13",22.82
"173","2020-01-14",22.74
"174","2020-01-15",23.5
"175","2020-01-16",23.559999
"176","2020-01-17",23.32
"177","2020-01-21",23.530001
"178","2020-01-22",23.27
"179","2020-01-23",22.59
"180","2020-01-24",22.950001
"181","2020-01-27",22.969999
"182","2020-01-28",22.59
"183","2020-01-29",22.110001
"184","2020-01-30",21.41
"185","2020-01-31",21.299999
"186","2020-02-03",21.200001
"187","2020-02-04",21.549999
"188","2020-02-05",22.049999
"189","2020-02-06",23.959999
"190","2020-02-07",23.639999
"191","2020-02-10",23.5
"192","2020-02-11",22.940001
"193","2020-02-12",24.48
"194","2020-02-13",25.209999
"195","2020-02-14",25.370001
"196","2020-02-18",24.889999
"197","2020-02-19",24.049999
"198","2020-02-20",24.309999
"199","2020-02-21",24.32
"200","2020-02-24",25.32
"201","2020-02-25",25.309999
"202","2020-02-26",24
"203","2020-02-27",23.049999
"204","2020-02-28",21.07
"205","2020-03-02",22.15
"206","2020-03-03",23.040001
"207","2020-03-04",23.280001
"208","2020-03-05",22.65
"209","2020-03-06",21.27
"210","2020-03-09",20.17
"211","2020-03-10",19.620001
"212","2020-03-11",18.219999
"213","2020-03-12",15.72
"214","2020-03-13",16.219999
"215","2020-03-16",14.15
"216","2020-03-17",15
"217","2020-03-18",12.86
"218","2020-03-19",12.69
"219","2020-03-20",14.63
"220","2020-03-23",14.42
"221","2020-03-24",15.05
"222","2020-03-25",14.59
"223","2020-03-26",14.93
"224","2020-03-27",14.88
"225","2020-03-30",15
"226","2020-03-31",15.97
"227","2020-04-01",15.14
"228","2020-04-02",15.84
"229","2020-04-03",15.7
"230","2020-04-06",16.42
"231","2020-04-07",15.65
"232","2020-04-08",16.67
"233","2020-04-09",16.65
"234","2020-04-13",16.77
"235","2020-04-14",17.4
"236","2020-04-15",15.27
"237","2020-04-16",15.44
"238","2020-04-17",15.16
"239","2020-04-20",15.59
"240","2020-04-21",15.05
"241","2020-04-22",15.05
"242","2020-04-23",15.41
"243","2020-04-24",14.57
"244","2020-04-27",15.37
"245","2020-04-28",15.22
"246","2020-04-29",15.88
"247","2020-04-30",16.5
"248","2020-05-01",16.02
"249","2020-05-04",16.4
"250","2020-05-05",16.379999
"251","2020-05-06",16.209999
"252","2020-05-07",16.41
"253","2020-05-08",16.9
"254","2020-05-11",17.1
"255","2020-05-12",17.049999
"256","2020-05-13",16.59
"257","2020-05-14",16.549999
"258","2020-05-15",16.75
"259","2020-05-18",17.08
"260","2020-05-19",17.91
"261","2020-05-20",18.280001
"262","2020-05-21",18.27
"263","2020-05-22",18
"264","2020-05-26",18.93
"265","2020-05-27",18.870001
"266","2020-05-28",18.809999
"267","2020-05-29",18.67
"268","2020-06-01",21.27
"269","2020-06-02",21.1
"270","2020-06-03",22.26
"271","2020-06-04",21.75
"272","2020-06-05",22.950001
"273","2020-06-08",23.35
"274","2020-06-09",22.57
"275","2020-06-10",21.889999
"276","2020-06-11",20.870001
"277","2020-06-12",21.6
"278","2020-06-15",22.620001
"279","2020-06-16",23.110001
"280","2020-06-17",22.92
"281","2020-06-18",23
"282","2020-06-19",22.5
"283","2020-06-22",23.73
"284","2020-06-23",23.27
"285","2020-06-24",22.969999
"286","2020-06-25",23.360001
"287","2020-06-26",23.540001
"288","2020-06-29",23.24
"289","2020-06-30",23.379999
"290","2020-07-01",23
"291","2020-07-02",23.15
"292","2020-07-06",21.67
"293","2020-07-07",21.6
"294","2020-07-08",21.120001
"295","2020-07-09",20.969999
"296","2020-07-10",21.030001
"297","2020-07-13",21.24
"298","2020-07-14",21.129999
"299","2020-07-15",20.5
"300","2020-07-16",19
"301","2020-07-17",20.200001
"302","2020-07-20",19.969999
"303","2020-07-21",19.73
"304","2020-07-22",19.9
"305","2020-07-23",19.709999
"306","2020-07-24",19.91
"307","2020-07-27",20.5
"308","2020-07-28",20.290001
"309","2020-07-29",20.49
"310","2020-07-30",20.360001
"311","2020-07-31",20.040001
"312","2020-08-03",19.83
"313","2020-08-04",20.09
"314","2020-08-05",20.799999
"315","2020-08-06",21.09
"316","2020-08-07",21.27
"317","2020-08-10",20.9
"318","2020-08-11",21
"319","2020-08-12",21.1
"320","2020-08-13",21.07
"321","2020-08-14",20.77
"322","2020-08-17",21.030001
"323","2020-08-18",20.799999
"324","2020-08-19",20.969999
"325","2020-08-20",20.51
"326","2020-08-21",19.879999
"327","2020-08-24",20.67
"328","2020-08-25",20.790001
"329","2020-08-26",21.59
"330","2020-08-27",20.51
"331","2020-08-28",20.25
"332","2020-08-31",20.4
"333","2020-09-01",21.24
"334","2020-09-02",21
"335","2020-09-03",20.67
"336","2020-09-04",20.67
"337","2020-09-08",20.139999
"338","2020-09-09",20.610001
"339","2020-09-10",20.74
"340","2020-09-11",21.24
"341","2020-09-14",21.610001
"342","2020-09-15",22.440001
"343","2020-09-16",23.25
"344","2020-09-17",23.09
"345","2020-09-18",22.860001
"346","2020-09-21",21.99
"347","2020-09-22",22.700001
"348","2020-09-23",23
"349","2020-09-24",23.4
"350","2020-09-25",23.84
"351","2020-09-28",24.290001
"352","2020-09-29",24.360001
"353","2020-09-30",24.48
"354","2020-10-01",24.219999
"355","2020-10-02",24.030001
"356","2020-10-05",24.6
"357","2020-10-06",24.139999
"358","2020-10-07",23.129999
"359","2020-10-08",23.690001
"360","2020-10-09",23.68
"361","2020-10-12",23.5
"362","2020-10-13",23.110001
"363","2020-10-14",22.76
"364","2020-10-15",23.18
"365","2020-10-16",23.120001
"366","2020-10-19",23.01
"367","2020-10-20",23.129999
"368","2020-10-21",22.940001
"369","2020-10-22",23.139999
"370","2020-10-23",23.040001
"371","2020-10-26",23.07
"372","2020-10-27",23.120001
"373","2020-10-28",23.030001
"374","2020-10-29",23.530001
"375","2020-10-30",22.940001
"376","2020-11-02",23.459999
"377","2020-11-03",23.639999
"378","2020-11-04",23.790001
"379","2020-11-05",24.030001
"380","2020-11-06",23.85
"381","2020-11-09",25.110001
"382","2020-11-10",24.98
"383","2020-11-11",25.76
"384","2020-11-12",25.700001
"385","2020-11-13",25.629999
"386","2020-11-16",26.290001
"387","2020-11-17",25.51
"388","2020-11-18",25.709999
"389","2020-11-19",25.27
"390","2020-11-20",24.190001
"391","2020-11-23",24.15
"392","2020-11-24",24.35
"393","2020-11-25",24.549999
"394","2020-11-27",24.66
