"","date","ATXI"
"199","2018-04-11",4.85
"200","2018-04-12",4.77
"201","2018-04-13",4.79
"202","2018-04-16",4.65
"203","2018-04-17",4.56
"204","2018-04-18",4.4
"205","2018-04-19",4.4
"206","2018-04-20",4.351
"207","2018-04-23",4.15
"208","2018-04-24",3.887
"209","2018-04-25",3.95
"210","2018-04-26",3.94
"211","2018-04-27",3.81
"212","2018-04-30",3.79
"213","2018-05-01",3.87
"214","2018-05-02",3.95
"215","2018-05-03",3.75
"216","2018-05-04",3.77
"217","2018-05-07",3.83
"218","2018-05-08",3.811
"219","2018-05-09",3.83
"220","2018-05-10",3.81
"221","2018-05-11",3.88
"222","2018-05-14",3.86
"223","2018-05-15",4
"224","2018-05-16",4.37
"225","2018-05-17",4.35
"226","2018-05-18",4.25
"227","2018-05-21",4.09
"228","2018-05-22",3.59
"229","2018-05-23",3.64
"230","2018-05-24",3.63
"231","2018-05-25",3.85
"232","2018-05-29",4.1
"233","2018-05-30",3.97
"234","2018-05-31",4.05
"235","2018-06-01",4.2
"236","2018-06-04",4.24
"237","2018-06-05",4.3
"238","2018-06-06",4.24
"239","2018-06-07",4.29
"240","2018-06-08",4.3
"241","2018-06-11",4.27
"242","2018-06-12",4.01
"243","2018-06-13",3.87
"244","2018-06-14",3.85
"245","2018-06-15",3.94
"246","2018-06-18",3.89
"247","2018-06-19",3.91
"248","2018-06-20",3.85
"249","2018-06-21",3.91
"250","2018-06-22",4.02
"251","2018-06-25",3.77
"252","2018-06-26",3.73
"253","2018-06-27",3.85
"254","2018-06-28",3.7
"255","2018-06-29",3.58
"256","2018-07-02",3.71
"257","2018-07-03",3.681
"258","2018-07-05",3.8
"259","2018-07-06",3.605
"260","2018-07-09",3.66
"261","2018-07-10",3.53
"262","2018-07-11",3.7
"263","2018-07-12",3.69
"264","2018-07-13",3.93
"265","2018-07-16",4.05
"266","2018-07-17",4.21
"267","2018-07-18",4.21
"268","2018-07-19",4.16
"269","2018-07-20",4.06
"270","2018-07-23",3.94
"271","2018-07-24",4.01
"272","2018-07-25",4.15
"273","2018-07-26",3.98
"274","2018-07-27",3.95
"275","2018-07-30",3.94
"276","2018-07-31",3.95
"277","2018-08-01",3.94
"278","2018-08-02",3.26
"279","2018-08-03",3.35
"280","2018-08-06",3.41
"281","2018-08-07",3.46
"282","2018-08-08",3.53
"283","2018-08-09",3.98
"284","2018-08-10",4.08
"285","2018-08-13",3.95
"286","2018-08-14",3.74
"287","2018-08-15",3.79
"288","2018-08-16",3.7
"289","2018-08-17",3.72
"290","2018-08-20",3.67
"291","2018-08-21",3.71
"292","2018-08-22",3.76
"293","2018-08-23",3.81
"294","2018-08-24",3.98
"295","2018-08-27",3.83
"296","2018-08-28",3.81
"297","2018-08-29",3.7
"298","2018-08-30",3.76
"299","2018-08-31",3.59
"300","2018-09-04",3.7
"301","2018-09-05",3.6
"302","2018-09-06",3.57
"303","2018-09-07",3.5
"304","2018-09-10",3.35
"305","2018-09-11",3.38
"306","2018-09-12",3.26
"307","2018-09-13",3.21
"308","2018-09-14",3.3
"309","2018-09-17",2.75
"310","2018-09-18",3.53
"311","2018-09-19",3.27
"312","2018-09-20",3.41
"313","2018-09-21",3.42
"314","2018-09-24",3.27
"315","2018-09-25",3.26
"316","2018-09-26",3.05
"317","2018-09-27",2.922
"318","2018-09-28",2.82
"319","2018-10-01",2.76
"320","2018-10-02",2.5
"321","2018-10-03",2.51
"322","2018-10-04",2.535
"323","2018-10-05",2.43
"324","2018-10-08",2.36
"325","2018-10-09",2.5
"326","2018-10-10",2.1
"327","2018-10-11",3.37
"328","2018-10-12",3.69
"329","2018-10-15",3.5
"330","2018-10-16",3.3
"331","2018-10-17",3.49
"332","2018-10-18",3.82
"333","2018-10-19",3.62
"334","2018-10-22",3.41
"335","2018-10-23",3.487
"336","2018-10-24",3.306
"337","2018-10-25",3.34
"338","2018-10-26",3.46
"339","2018-10-29",3.41
"340","2018-10-30",3.47
"341","2018-10-31",3.53
"342","2018-11-01",3.55
"343","2018-11-02",3.67
"344","2018-11-05",3.66
"345","2018-11-06",3.734
"346","2018-11-07",4.09
"347","2018-11-08",4.14
"348","2018-11-09",4.19
"349","2018-11-12",4.16
"350","2018-11-13",4.63
"351","2018-11-14",4.99
"352","2018-11-15",5.1
"353","2018-11-16",5.52
"354","2018-11-19",5.6
"355","2018-11-20",5.35
"356","2018-11-21",5.39
"357","2018-11-23",5.47
"358","2018-11-26",5.3
"359","2018-11-27",5.12
"360","2018-11-28",5.21
"361","2018-11-29",5.24
"362","2018-11-30",5.21
"363","2018-12-03",5.273
"364","2018-12-04",4.975
"365","2018-12-06",4.9
"366","2018-12-07",4.95
"367","2018-12-10",4.93
"368","2018-12-11",5.25
"369","2018-12-12",5
"370","2018-12-13",5.1
"371","2018-12-14",5.28
"372","2018-12-17",5.17
"373","2018-12-18",5.06
"374","2018-12-19",4.8
"375","2018-12-20",4.98
"376","2018-12-21",4.92
"377","2018-12-24",5.1
"378","2018-12-26",5.01
"379","2018-12-27",5.23
"380","2018-12-28",5.4
"381","2018-12-31",5.4
"382","2019-01-02",5.55
"383","2019-01-03",5.32
"384","2019-01-04",5.463
"385","2019-01-07",5.41
"386","2019-01-08",5.37
"387","2019-01-09",5.3
"388","2019-01-10",5.36
"389","2019-01-11",5.3
"390","2019-01-14",5.65
"391","2019-01-15",6.01
"392","2019-01-16",6.35
"393","2019-01-17",6.49
"394","2019-01-18",6.59
"395","2019-01-22",6.25
"396","2019-01-23",6.38
"397","2019-01-24",6
"398","2019-01-25",6
"399","2019-01-28",5.89
"400","2019-01-29",5.9
"401","2019-01-30",6.22
"402","2019-01-31",6.09
"403","2019-02-01",6
"404","2019-02-04",5.96
"405","2019-02-05",6.06
"406","2019-02-06",5.91
"407","2019-02-07",5.75
"408","2019-02-08",5.75
"409","2019-02-11",5.81
"410","2019-02-12",5.81
"411","2019-02-13",5.92
"412","2019-02-14",5.86
"413","2019-02-15",5.81
"414","2019-02-19",5.91
"415","2019-02-20",5.7
"416","2019-02-21",5.61
"417","2019-02-22",5.53
"418","2019-02-25",5.25
"419","2019-02-26",5.44
"420","2019-02-27",5.48
"421","2019-02-28",5.55
"422","2019-03-01",5.4
"423","2019-03-04",5.62
"424","2019-03-05",5.52
"425","2019-03-06",5.27
"426","2019-03-07",5.5
"427","2019-03-08",5.27
"428","2019-03-11",5.33
"429","2019-03-12",5.55
"430","2019-03-13",5.85
"431","2019-03-14",5.5
"432","2019-03-15",5.82
"433","2019-03-18",5.8
"434","2019-03-19",5.5
"435","2019-03-20",5.45
"436","2019-03-21",5.33
"437","2019-03-22",5.38
"438","2019-03-25",5.5
"439","2019-03-26",5.18
"440","2019-03-27",5.09
"441","2019-03-28",5.11
"442","2019-03-29",4.75
"443","2019-04-01",4.9
"444","2019-04-02",5.05
"445","2019-04-03",4.92
"446","2019-04-04",4.92
"447","2019-04-05",4.86
"448","2019-04-08",4.9
"449","2019-04-09",4.831
"450","2019-04-10",4.9
"451","2019-04-11",4.82
"452","2019-04-12",4.6
"453","2019-04-15",4.55
"454","2019-04-16",4.33
"455","2019-04-17",4.42
"456","2019-04-18",4.53
"457","2019-04-22",4.55
"458","2019-04-23",4.57
"459","2019-04-24",4.72
"460","2019-04-25",5.042
"461","2019-04-26",4.92
"462","2019-04-29",4.8
"463","2019-04-30",4.93
"464","2019-05-01",4.77
"465","2019-05-02",4.56
"466","2019-05-03",4.55
"467","2019-05-06",4.5
"468","2019-05-07",4.43
"469","2019-05-08",4.365
"470","2019-05-09",4.49
"471","2019-05-10",4.64
"472","2019-05-13",4.56
"473","2019-05-14",4.67
"474","2019-05-15",4.672
"475","2019-05-16",4.75
"476","2019-05-17",4.7
"477","2019-05-20",4.63
"478","2019-05-21",4.825
"479","2019-05-22",4.71
"480","2019-05-23",4.79
"481","2019-05-24",4.747
"482","2019-05-28",4.9
"483","2019-05-29",4.98
"484","2019-05-30",5
"485","2019-05-31",5.2
"486","2019-06-03",5.98
"487","2019-06-04",6.3
"488","2019-06-05",6.54
"489","2019-06-06",6.35
"490","2019-06-07",6.15
"491","2019-06-10",6.13
"492","2019-06-11",5.81
"493","2019-06-12",6
"494","2019-06-13",5.91
"495","2019-06-14",6
"496","2019-06-17",5.926
"497","2019-06-18",5.69
"498","2019-06-19",5.64
"499","2019-06-20",5.64
"500","2019-06-21",6.53
"501","2019-06-24",6.06
"502","2019-06-25",5.95
"503","2019-06-26",5.81
"504","2019-06-27",6
"505","2019-06-28",6.3
"506","2019-07-01",6.09
"507","2019-07-02",6.05
"508","2019-07-03",6.169
"509","2019-07-05",6.23
"510","2019-07-08",6.14
"511","2019-07-09",6.11
"512","2019-07-10",6.23
"513","2019-07-11",6.07
"514","2019-07-12",6.24
"515","2019-07-15",6.14
"516","2019-07-16",6.12
"517","2019-07-17",6.05
"518","2019-07-18",5.99
"519","2019-07-19",6.18
"520","2019-07-22",6.08
"521","2019-07-23",6.3
"522","2019-07-24",5.92
"523","2019-07-25",5.9
"524","2019-07-26",6.11
"525","2019-07-29",5.82
"526","2019-07-30",6.05
"527","2019-07-31",5.95
"528","2019-08-01",5.85
"529","2019-08-02",5.98
"530","2019-08-05",5.58
"531","2019-08-06",5.87
"532","2019-08-07",5.7
"533","2019-08-08",5.61
"534","2019-08-09",5.84
"535","2019-08-12",5.99
"536","2019-08-13",6.13
"537","2019-08-14",5.91
"538","2019-08-15",5.875
"539","2019-08-16",5.8
"540","2019-08-19",5.99
"541","2019-08-20",6.06
"542","2019-08-21",6.07
"543","2019-08-22",6.28
"544","2019-08-23",6.17
"545","2019-08-26",6.25
"546","2019-08-27",6.18
"547","2019-08-28",6.23
"548","2019-08-29",6.22
"549","2019-08-30",6.3
"550","2019-09-03",6.08
"551","2019-09-04",6.08
"552","2019-09-05",6.11
"553","2019-09-06",6.11
"554","2019-09-09",6.28
"555","2019-09-10",6.251
"556","2019-09-11",6.3
"557","2019-09-12",6.24
"558","2019-09-13",6.18
"559","2019-09-16",6.03
"560","2019-09-17",6.03
"561","2019-09-18",6.06
"562","2019-09-19",6.06
"563","2019-09-20",6.19
"564","2019-09-23",6.1
"565","2019-09-24",5.92
"566","2019-09-25",5.85
"567","2019-09-26",5.91
"568","2019-09-27",5.82
"569","2019-09-30",5.96
"570","2019-10-01",5.9
"571","2019-10-02",5.67
"572","2019-10-03",5.73
"573","2019-10-04",5.672
"574","2019-10-07",5.62
"575","2019-10-08",5.5
"576","2019-10-09",5.6
"577","2019-10-10",5.42
"578","2019-10-11",5.57
"579","2019-10-14",5.43
"580","2019-10-15",5.3
"581","2019-10-16",5.265
"582","2019-10-17",5.43
"583","2019-10-18",5.29
"584","2019-10-21",5.83
"585","2019-10-22",5.45
"586","2019-10-23",5.45
"587","2019-10-24",5.49
"588","2019-10-25",5.57
"589","2019-10-28",5.58
"590","2019-10-29",5.65
"591","2019-10-30",5.58
"592","2019-10-31",5.73
"593","2019-11-01",5.84
"594","2019-11-04",5.75
"595","2019-11-05",5.81
"596","2019-11-06",5.85
"597","2019-11-07",5.84
"598","2019-11-08",5.87
"599","2019-11-11",5.67
"600","2019-11-12",5.8
"601","2019-11-13",5.65
"602","2019-11-14",5.77
"603","2019-11-15",5.86
"604","2019-11-18",6
"605","2019-11-19",5.85
"606","2019-11-20",5.63
"607","2019-11-21",5.879
"608","2019-11-22",6
"609","2019-11-25",5.96
"610","2019-11-26",6.019
"611","2019-11-27",5.931
"612","2019-11-29",5.9
"613","2019-12-02",6
"614","2019-12-03",5.93
"615","2019-12-04",5.85
"616","2019-12-05",6.02
"617","2019-12-06",5.94
"618","2019-12-09",6.13
"619","2019-12-10",6.43
"620","2019-12-11",6.81
"621","2019-12-12",7.16
"622","2019-12-13",7.5
"623","2019-12-16",7.3
"624","2019-12-17",7.24
"625","2019-12-18",7.39
"626","2019-12-19",7.44
"627","2019-12-20",7.68
"628","2019-12-23",7.7
"629","2019-12-24",7.95
"630","2019-12-26",8.29
"631","2019-12-27",9.22
"632","2019-12-30",9.38
"633","2019-12-31",9.6
"634","2020-01-02",8.9
"635","2020-01-03",9.15
"636","2020-01-06",8.965
"637","2020-01-07",8.907
"638","2020-01-08",8.907
"639","2020-01-09",8.947
"640","2020-01-10",8.822
"641","2020-01-13",8.674
"642","2020-01-14",8.52
"643","2020-01-15",8.5
"644","2020-01-16",8.79
"645","2020-01-17",9.19
"646","2020-01-21",8.98
"647","2020-01-22",8.93
"648","2020-01-23",8.925
"649","2020-01-24",9.18
"650","2020-01-27",9.57
"651","2020-01-28",9.9
"652","2020-01-29",9.59
"653","2020-01-30",9.48
"654","2020-01-31",9.79
"655","2020-02-03",10.26
"656","2020-02-04",10.5
"657","2020-02-05",10.26
"658","2020-02-06",10.75
"659","2020-02-07",11
"660","2020-02-10",11.32
"661","2020-02-11",10.95
"662","2020-02-12",10.98
"663","2020-02-13",10.73
"664","2020-02-14",10.5
"665","2020-02-18",10.39
"666","2020-02-19",9.72
"667","2020-02-20",10.01
"668","2020-02-21",9.91
"669","2020-02-24",9.65
"670","2020-02-25",8.98
"671","2020-02-26",8.86
"672","2020-02-27",8.6
"673","2020-02-28",8.88
"674","2020-03-02",8.71
"675","2020-03-03",8.59
"676","2020-03-04",8.72
"677","2020-03-05",8.73
"678","2020-03-06",8.65
"679","2020-03-09",7.86
"680","2020-03-10",7.92
"681","2020-03-11",7.44
"682","2020-03-12",7.23
"683","2020-03-13",7.03
"684","2020-03-16",6.95
"685","2020-03-17",7.48
"686","2020-03-18",6.44
"687","2020-03-19",6.87
"688","2020-03-20",6.89
"689","2020-03-23",6.7
"690","2020-03-24",7
"691","2020-03-25",7.3
"692","2020-03-26",7.8
"693","2020-03-27",7.72
"694","2020-03-30",8.41
"695","2020-03-31",8.94
"696","2020-04-01",8.6
"697","2020-04-02",8.6
"698","2020-04-03",8.89
"699","2020-04-06",8.5
"700","2020-04-07",8.44
"701","2020-04-08",8.29
"702","2020-04-09",8.65
"703","2020-04-13",8.8
"704","2020-04-14",8.9
"705","2020-04-15",9.15
"706","2020-04-16",9.12
"707","2020-04-17",9.41
"708","2020-04-20",9.21
"709","2020-04-21",9.24
"710","2020-04-22",9.33
"711","2020-04-23",9
"712","2020-04-24",9.08
"713","2020-04-27",8.99
"714","2020-04-28",9.02
"715","2020-04-29",9.31
"716","2020-04-30",9.5
"717","2020-05-01",9.5
"718","2020-05-04",9.78
"719","2020-05-05",9.41
"720","2020-05-06",9.74
"721","2020-05-07",9.77
"722","2020-05-08",9.7
"723","2020-05-11",9.77
"724","2020-05-12",10.06
"725","2020-05-13",9.9
"726","2020-05-14",9.81
"727","2020-05-15",9.72
"728","2020-05-18",10.09
"729","2020-05-19",10.38
"730","2020-05-20",10.23
"731","2020-05-21",10.45
"732","2020-05-22",10.73
"733","2020-05-26",10.74
"734","2020-05-27",10.85
"735","2020-05-28",11.095
"736","2020-05-29",11.47
"737","2020-06-01",11.11
"738","2020-06-02",11.42
"739","2020-06-03",11.34
"740","2020-06-04",11.12
"741","2020-06-05",11.25
"742","2020-06-08",11.07
"743","2020-06-09",10.56
"744","2020-06-10",10.69
"745","2020-06-11",10.3
"746","2020-06-12",10.44
"747","2020-06-15",10.76
"748","2020-06-16",11.07
"749","2020-06-17",10.92
"750","2020-06-18",10.98
"751","2020-06-19",10.87
"752","2020-06-22",10.9
"753","2020-06-23",10.96
"754","2020-06-24",11.14
"755","2020-06-25",11.13
"756","2020-06-26",10.74
"757","2020-06-29",11.08
"758","2020-06-30",10.77
"759","2020-07-01",10.5
"760","2020-07-02",10.47
"761","2020-07-06",10.12
"762","2020-07-07",9.7
"763","2020-07-08",9.9
"764","2020-07-09",9.75
"765","2020-07-10",9.76
"766","2020-07-13",9.37
"767","2020-07-14",9.6
"768","2020-07-15",9.92
"769","2020-07-16",9.83
"770","2020-07-17",10.24
"771","2020-07-20",10.34
"772","2020-07-21",10.57
"773","2020-07-22",10.4
"774","2020-07-23",10.24
"775","2020-07-24",10.27
"776","2020-07-27",10.5
"777","2020-07-28",10.3
"778","2020-07-29",10.65
"779","2020-07-30",10.47
"780","2020-07-31",10.13
"781","2020-08-03",10.18
"782","2020-08-04",10.35
"783","2020-08-05",10.34
"784","2020-08-06",10.18
"785","2020-08-07",10.28
"786","2020-08-10",10.77
"787","2020-08-11",10.43
"788","2020-08-12",10.5
"789","2020-08-13",10.47
"790","2020-08-14",10.59
"791","2020-08-17",10.98
"792","2020-08-18",11.68
"793","2020-08-19",11.76
"794","2020-08-20",12
"795","2020-08-21",11.64
"796","2020-08-24",11.3
"797","2020-08-25",11.3
"798","2020-08-26",11.27
"799","2020-08-27",11.11
"800","2020-08-28",11.36
"801","2020-08-31",11.13
"802","2020-09-01",11.64
"803","2020-09-02",11.86
"804","2020-09-03",11.68
"805","2020-09-04",11.44
"806","2020-09-08",11.31
"807","2020-09-09",11.68
"808","2020-09-10",11.28
"809","2020-09-11",11.56
"810","2020-09-14",12.06
"811","2020-09-15",11.96
"812","2020-09-16",11.45
"813","2020-09-17",11.16
"814","2020-09-18",11.5
"815","2020-09-21",11.31
"816","2020-09-22",11.31
"817","2020-09-23",11.07
"818","2020-09-24",10.91
"819","2020-09-25",10.92
"820","2020-09-28",10.91
"821","2020-09-29",10.9
"822","2020-09-30",10.83
"823","2020-10-01",11.01
"824","2020-10-02",10.96
"825","2020-10-05",10.91
"826","2020-10-06",10.76
"827","2020-10-07",10.96
"828","2020-10-08",10.58
"829","2020-10-09",11.04
"830","2020-10-12",4.53
"831","2020-10-13",3.87
"832","2020-10-14",3.98
"833","2020-10-15",3.91
"834","2020-10-16",3.84
"835","2020-10-19",3.79
"836","2020-10-20",3.64
"837","2020-10-21",3.56
"838","2020-10-22",3.47
"839","2020-10-23",3.46
"840","2020-10-26",3.24
"841","2020-10-27",3.11
"842","2020-10-28",3.06
"843","2020-10-29",3.18
"844","2020-10-30",3.14
"845","2020-11-02",2.95
"846","2020-11-03",3.15
"847","2020-11-04",3
"848","2020-11-05",3.1
"849","2020-11-06",3.04
"850","2020-11-09",3.02
"851","2020-11-10",3.14
"852","2020-11-11",3.21
"853","2020-11-12",3.22
"854","2020-11-13",3.29
"855","2020-11-16",3.37
"856","2020-11-17",3.32
"857","2020-11-18",3.34
"858","2020-11-19",3.36
"859","2020-11-20",3.36
"860","2020-11-23",3.29
"861","2020-11-24",3.29
"862","2020-11-25",3.33
"863","2020-11-27",3.41
