"","date","AIHS"
"252","2019-03-19",4.73
"253","2019-03-20",4.47
"254","2019-03-21",4.52
"255","2019-03-22",4.69
"256","2019-03-25",4.44
"257","2019-03-26",4.44
"258","2019-03-27",4.26
"259","2019-03-28",4.4
"260","2019-03-29",4.38
"261","2019-04-01",4.375
"262","2019-04-02",4.87
"263","2019-04-03",4.78
"264","2019-04-04",4.76
"265","2019-04-05",5.05
"266","2019-04-08",4.85
"267","2019-04-09",4.74
"268","2019-04-10",4.63
"269","2019-04-11",4.64
"270","2019-04-12",4.54
"271","2019-04-15",4.745
"272","2019-04-16",4.7
"273","2019-04-17",4.54
"274","2019-04-18",4.78
"275","2019-04-22",4.88
"276","2019-04-23",4.85
"277","2019-04-24",5.12
"278","2019-04-25",4.89
"279","2019-04-26",5.01
"280","2019-04-29",5.17
"281","2019-04-30",5.1
"282","2019-05-01",4.97
"283","2019-05-02",4.92
"284","2019-05-03",4.83
"285","2019-05-06",4.4
"286","2019-05-07",4.73
"287","2019-05-08",4.71
"288","2019-05-09",4.65
"289","2019-05-10",4.72
"290","2019-05-13",4.57
"291","2019-05-14",4.53
"292","2019-05-15",4.16
"293","2019-05-16",4.21
"294","2019-05-17",4
"295","2019-05-20",3.88
"296","2019-05-21",4.09
"297","2019-05-22",4.14
"298","2019-05-23",4.11
"299","2019-05-24",4.16
"300","2019-05-28",4.82
"301","2019-05-29",4.76
"302","2019-05-30",4.88
"303","2019-05-31",5.47
"304","2019-06-03",5
"305","2019-06-04",4.26
"306","2019-06-05",4.1
"307","2019-06-06",4.04
"308","2019-06-07",4.39
"309","2019-06-10",4.55
"310","2019-06-11",4.42
"311","2019-06-12",4.35
"312","2019-06-13",4.84
"313","2019-06-14",4.55
"314","2019-06-17",4.564
"315","2019-06-18",2.64
"316","2019-06-19",2.62
"317","2019-06-20",2.8
"318","2019-06-21",3
"319","2019-06-24",2.86
"320","2019-06-25",2.81
"321","2019-06-26",2.7
"322","2019-06-27",2.73
"323","2019-06-28",2.79
"324","2019-07-01",2.33
"325","2019-07-02",2.2
"326","2019-07-03",2.21
"327","2019-07-05",2.3
"328","2019-07-08",2
"329","2019-07-09",2.06
"330","2019-07-10",1.92
"331","2019-07-11",2.02
"332","2019-07-12",1.87
"333","2019-07-15",1.65
"334","2019-07-16",1.5
"335","2019-07-17",1.41
"336","2019-07-18",1.26
"337","2019-07-19",1.14
"338","2019-07-22",1.15
"339","2019-07-23",1.24
"340","2019-07-24",1.35
"341","2019-07-25",1.29
"342","2019-07-26",1.38
"343","2019-07-29",1.32
"344","2019-07-30",1.31
"345","2019-07-31",1.27
"346","2019-08-01",1.02
"347","2019-08-02",1.095
"348","2019-08-05",1.25
"349","2019-08-06",1.14
"350","2019-08-07",1.03
"351","2019-08-08",1.145
"352","2019-08-09",1.02
"353","2019-08-12",1.02
"354","2019-08-13",0.94
"355","2019-08-14",0.935
"356","2019-08-15",1
"357","2019-08-16",0.95
"358","2019-08-19",0.97
"359","2019-08-20",0.9
"360","2019-08-21",0.83
"361","2019-08-22",0.97
"362","2019-08-23",0.88
"363","2019-08-26",0.79
"364","2019-08-27",0.623
"365","2019-08-28",0.61
"366","2019-08-29",0.62
"367","2019-08-30",0.54
"368","2019-09-03",0.54
"369","2019-09-04",0.49
"370","2019-09-05",0.5
"371","2019-09-06",0.47
"372","2019-09-09",0.415
"373","2019-09-10",0.45
"374","2019-09-11",0.41
"375","2019-09-12",0.39
"376","2019-09-13",0.384
"377","2019-09-16",0.43
"378","2019-09-17",0.49
"379","2019-09-18",0.466
"380","2019-09-19",0.442
"381","2019-09-20",0.41
"382","2019-09-23",0.408
"383","2019-09-24",0.431
"384","2019-09-25",0.44
"385","2019-09-26",0.46
"386","2019-09-27",0.37
"387","2019-09-30",0.371
"388","2019-10-01",0.361
"389","2019-10-02",0.36
"390","2019-10-03",0.364
"391","2019-10-04",0.335
"392","2019-10-07",0.34
"393","2019-10-08",0.33
"394","2019-10-09",0.331
"395","2019-10-10",0.34
"396","2019-10-11",0.304
"397","2019-10-14",0.29
"398","2019-10-15",0.33
"399","2019-10-16",0.33
"400","2019-10-17",0.34
"401","2019-10-18",0.354
"402","2019-10-21",0.315
"403","2019-10-22",0.27
"404","2019-10-23",0.305
"405","2019-10-24",0.3
"406","2019-10-25",0.319
"407","2019-10-28",0.307
"408","2019-10-29",0.3
"409","2019-10-30",0.314
"410","2019-10-31",0.292
"411","2019-11-01",0.296
"412","2019-11-04",0.305
"413","2019-11-05",0.298
"414","2019-11-06",0.284
"415","2019-11-07",0.271
"416","2019-11-08",0.29
"417","2019-11-11",0.311
"418","2019-11-12",0.4
"419","2019-11-13",0.393
"420","2019-11-14",0.42
"421","2019-11-15",1.07
"422","2019-11-18",1.02
"423","2019-11-19",0.83
"424","2019-11-20",0.718
"425","2019-11-21",0.715
"426","2019-11-22",0.671
"427","2019-11-25",0.66
"428","2019-11-26",0.608
"429","2019-11-27",0.68
"430","2019-11-29",0.763
"431","2019-12-02",0.715
"432","2019-12-03",0.66
"433","2019-12-04",0.633
"434","2019-12-05",0.72
"435","2019-12-06",0.725
"436","2019-12-09",0.699
"437","2019-12-10",0.66
"438","2019-12-11",0.66
"439","2019-12-12",0.68
"440","2019-12-13",0.685
"441","2019-12-16",0.643
"442","2019-12-17",0.67
"443","2019-12-18",0.67
"444","2019-12-19",0.605
"445","2019-12-20",0.62
"446","2019-12-23",0.65
"447","2019-12-24",0.62
"448","2019-12-26",0.622
"449","2019-12-27",0.64
"450","2019-12-30",0.659
"451","2019-12-31",0.67
"452","2020-01-02",0.705
"453","2020-01-03",0.692
"454","2020-01-06",0.705
"455","2020-01-07",0.736
"456","2020-01-08",0.743
"457","2020-01-09",0.715
"458","2020-01-10",0.75
"459","2020-01-13",0.705
"460","2020-01-14",0.67
"461","2020-01-15",0.674
"462","2020-01-16",0.67
"463","2020-01-17",0.69
"464","2020-01-21",0.67
"465","2020-01-22",0.635
"466","2020-01-23",0.638
"467","2020-01-24",0.54
"468","2020-01-27",0.548
"469","2020-01-28",0.59
"470","2020-01-29",0.592
"471","2020-01-30",0.59
"472","2020-01-31",0.591
"473","2020-02-03",0.53
"474","2020-02-04",0.5
"475","2020-02-05",0.6
"476","2020-02-06",0.63
"477","2020-02-07",0.58
"478","2020-02-10",0.575
"479","2020-02-11",0.577
"480","2020-02-12",0.6
"481","2020-02-13",0.591
"482","2020-02-14",0.585
"483","2020-02-18",0.68
"484","2020-02-19",0.664
"485","2020-02-20",0.605
"486","2020-02-21",0.609
"487","2020-02-24",0.6
"488","2020-02-25",0.563
"489","2020-02-26",0.541
"490","2020-02-27",0.5
"491","2020-02-28",0.46
"492","2020-03-02",0.52
"493","2020-03-03",0.53
"494","2020-03-04",0.55
"495","2020-03-05",0.522
"496","2020-03-06",0.465
"497","2020-03-09",0.42
"498","2020-03-10",0.419
"499","2020-03-11",0.422
"500","2020-03-12",0.39
"501","2020-03-13",0.38
"502","2020-03-16",0.359
"503","2020-03-17",0.35
"504","2020-03-18",0.32
"505","2020-03-19",0.307
"506","2020-03-20",0.38
"507","2020-03-23",0.37
"508","2020-03-24",0.399
"509","2020-03-25",0.454
"510","2020-03-26",0.48
"511","2020-03-27",0.43
"512","2020-03-30",0.393
"513","2020-03-31",0.438
"514","2020-04-01",0.408
"515","2020-04-02",0.41
"516","2020-04-03",0.38
"517","2020-04-06",0.386
"518","2020-04-07",0.396
"519","2020-04-08",0.404
"520","2020-04-09",0.385
"521","2020-04-13",0.407
"522","2020-04-14",0.455
"523","2020-04-15",0.413
"524","2020-04-16",0.393
"525","2020-04-17",0.392
"526","2020-04-20",0.407
"527","2020-04-21",0.425
"528","2020-04-22",0.425
"529","2020-04-23",0.41
"530","2020-04-24",0.39
"531","2020-04-27",0.398
"532","2020-04-28",0.395
"533","2020-04-29",0.381
"534","2020-04-30",0.375
"535","2020-05-01",0.361
"536","2020-05-04",0.35
"537","2020-05-05",0.378
"538","2020-05-06",0.4
"539","2020-05-07",0.39
"540","2020-05-08",0.405
"541","2020-05-11",0.381
"542","2020-05-12",0.385
"543","2020-05-13",0.391
"544","2020-05-14",0.38
"545","2020-05-15",0.365
"546","2020-05-18",0.35
"547","2020-05-19",0.365
"548","2020-05-20",0.38
"549","2020-05-21",0.372
"550","2020-05-22",0.38
"551","2020-05-26",0.39
"552","2020-05-27",0.37
"553","2020-05-28",0.458
"554","2020-05-29",0.409
"555","2020-06-01",0.384
"556","2020-06-02",0.376
"557","2020-06-03",0.398
"558","2020-06-04",0.426
"559","2020-06-05",0.416
"560","2020-06-08",0.46
"561","2020-06-09",0.502
"562","2020-06-10",0.58
"563","2020-06-11",0.66
"564","2020-06-12",0.647
"565","2020-06-15",0.66
"566","2020-06-16",0.719
"567","2020-06-17",0.713
"568","2020-06-18",0.765
"569","2020-06-19",0.738
"570","2020-06-22",0.62
"571","2020-06-23",0.701
"572","2020-06-24",0.68
"573","2020-06-25",0.66
"574","2020-06-26",0.65
"575","2020-06-29",0.67
"576","2020-06-30",0.736
"577","2020-07-01",0.76
"578","2020-07-02",0.77
"579","2020-07-06",0.865
"580","2020-07-07",0.834
"581","2020-07-08",1.25
"582","2020-07-09",1.57
"583","2020-07-10",1.41
"584","2020-07-13",1.09
"585","2020-07-14",0.97
"586","2020-07-15",0.987
"587","2020-07-16",0.915
"588","2020-07-17",0.87
"589","2020-07-20",0.83
"590","2020-07-21",0.91
"591","2020-07-22",0.96
"592","2020-07-23",0.886
"593","2020-07-24",0.845
"594","2020-07-27",0.805
"595","2020-07-28",0.761
"596","2020-07-29",0.688
"597","2020-07-30",0.695
"598","2020-07-31",0.682
"599","2020-08-03",0.814
"600","2020-08-04",0.51
"601","2020-08-05",0.523
"602","2020-08-06",0.505
"603","2020-08-07",0.51
"604","2020-08-10",0.516
"605","2020-08-11",0.522
"606","2020-08-12",0.509
"607","2020-08-13",0.498
"608","2020-08-14",0.514
"609","2020-08-17",0.497
"610","2020-08-18",0.482
"611","2020-08-19",0.47
"612","2020-08-20",0.405
"613","2020-08-21",0.432
"614","2020-08-24",0.42
"615","2020-08-25",0.408
"616","2020-08-26",0.401
"617","2020-08-27",0.42
"618","2020-08-28",0.427
"619","2020-08-31",0.461
"620","2020-09-01",0.505
"621","2020-09-02",0.57
"622","2020-09-03",0.5
"623","2020-09-04",0.459
"624","2020-09-08",0.498
"625","2020-09-09",0.482
"626","2020-09-10",0.475
"627","2020-09-11",0.45
"628","2020-09-14",0.455
"629","2020-09-15",0.447
"630","2020-09-16",0.46
"631","2020-09-17",0.45
"632","2020-09-18",0.45
"633","2020-09-21",0.446
"634","2020-09-22",0.465
"635","2020-09-23",0.45
"636","2020-09-24",0.68
"637","2020-09-25",0.747
"638","2020-09-28",0.7
"639","2020-09-29",0.66
"640","2020-09-30",0.61
"641","2020-10-01",0.621
"642","2020-10-02",0.56
"643","2020-10-05",0.665
"644","2020-10-06",0.655
"645","2020-10-07",0.671
"646","2020-10-08",0.618
"647","2020-10-09",0.61
"648","2020-10-12",0.633
"649","2020-10-13",0.595
"650","2020-10-14",0.739
"651","2020-10-15",0.81
"652","2020-10-16",0.787
"653","2020-10-19",1.41
"654","2020-10-20",1.13
"655","2020-10-21",1.1
"656","2020-10-22",1.21
"657","2020-10-23",1.16
"658","2020-10-26",1.12
"659","2020-10-27",1.14
"660","2020-10-28",1.1
"661","2020-10-29",1.1
"662","2020-10-30",1.03
"663","2020-11-02",1.09
"664","2020-11-03",1.03
"665","2020-11-04",0.99
"666","2020-11-05",1
"667","2020-11-06",1.04
"668","2020-11-09",1.08
"669","2020-11-10",1.06
"670","2020-11-11",1.06
"671","2020-11-12",1.06
"672","2020-11-13",1.04
"673","2020-11-16",1.06
"674","2020-11-17",1.08
"675","2020-11-18",1.07
"676","2020-11-19",1.16
"677","2020-11-20",1.13
"678","2020-11-23",1.47
"679","2020-11-24",1.37
"680","2020-11-25",1.47
"681","2020-11-27",1.51
