"","date","GLYC"
"105","2014-06-11",6.66
"106","2014-06-12",6.45
"107","2014-06-13",6.12
"108","2014-06-16",6.56
"109","2014-06-17",6.27
"110","2014-06-18",6.85
"111","2014-06-19",7.26
"112","2014-06-20",7.83
"113","2014-06-23",7.05
"114","2014-06-24",6.73
"115","2014-06-25",6.76
"116","2014-06-26",7.31
"117","2014-06-27",7.69
"118","2014-06-30",8.43
"119","2014-07-01",9.18
"120","2014-07-02",9.47
"121","2014-07-03",9.21
"122","2014-07-07",9.08
"123","2014-07-08",8.86
"124","2014-07-09",9.07
"125","2014-07-10",9.05
"126","2014-07-11",8.7
"127","2014-07-14",9
"128","2014-07-15",8.5
"129","2014-07-16",8.23
"130","2014-07-17",7.54
"131","2014-07-18",8.41
"132","2014-07-21",8.17
"133","2014-07-22",8.22
"134","2014-07-23",8.58
"135","2014-07-24",8.95
"136","2014-07-25",8.69
"137","2014-07-28",8.3
"138","2014-07-29",8.25
"139","2014-07-30",8.46
"140","2014-07-31",8.19
"141","2014-08-01",8.03
"142","2014-08-04",7.9
"143","2014-08-05",7.75
"144","2014-08-06",7.66
"145","2014-08-07",7.56
"146","2014-08-08",7.57
"147","2014-08-11",7.53
"148","2014-08-12",7.48
"149","2014-08-13",7.56
"150","2014-08-14",7.75
"151","2014-08-15",7.86
"152","2014-08-18",7.9
"153","2014-08-19",8.3
"154","2014-08-20",8.13
"155","2014-08-21",7.98
"156","2014-08-22",7.93
"157","2014-08-25",7.85
"158","2014-08-26",7.88
"159","2014-08-27",7.88
"160","2014-08-28",8.02
"161","2014-08-29",8.15
"162","2014-09-02",8.29
"163","2014-09-03",8.02
"164","2014-09-04",7.98
"165","2014-09-05",7.88
"166","2014-09-08",7.9
"167","2014-09-09",7.88
"168","2014-09-10",7.83
"169","2014-09-11",7.79
"170","2014-09-12",7.71
"171","2014-09-15",7.62
"172","2014-09-16",7.27
"173","2014-09-17",7.67
"174","2014-09-18",7.44
"175","2014-09-19",7.5
"176","2014-09-22",7.8
"177","2014-09-23",8.35
"178","2014-09-24",8.54
"179","2014-09-25",8.23
"180","2014-09-26",7.19
"181","2014-09-29",7.13
"182","2014-09-30",6.94
"183","2014-10-01",7.4
"184","2014-10-02",7.34
"185","2014-10-03",7.25
"186","2014-10-06",6.93
"187","2014-10-07",6.81
"188","2014-10-08",6.91
"189","2014-10-09",6.85
"190","2014-10-10",6.47
"191","2014-10-13",6.24
"192","2014-10-14",6.45
"193","2014-10-15",6.33
"194","2014-10-16",7.14
"195","2014-10-17",6.96
"196","2014-10-20",7.1
"197","2014-10-21",6.97
"198","2014-10-22",6.89
"199","2014-10-23",7.03
"200","2014-10-24",6.94
"201","2014-10-27",6.86
"202","2014-10-28",6.88
"203","2014-10-29",6.81
"204","2014-10-30",7
"205","2014-10-31",7.13
"206","2014-11-03",7.33
"207","2014-11-04",7.46
"208","2014-11-05",7.62
"209","2014-11-06",7.92
"210","2014-11-07",7.91
"211","2014-11-10",7.99
"212","2014-11-11",7.89
"213","2014-11-12",7.91
"214","2014-11-13",7.63
"215","2014-11-14",7.88
"216","2014-11-17",7.37
"217","2014-11-18",7.94
"218","2014-11-19",7.78
"219","2014-11-20",8.88
"220","2014-11-21",9.21
"221","2014-11-24",9.1
"222","2014-11-25",9.15
"223","2014-11-26",9.4
"224","2014-11-28",9.68
"225","2014-12-01",8.39
"226","2014-12-02",8.94
"227","2014-12-03",9.05
"228","2014-12-04",8.85
"229","2014-12-05",8.89
"230","2014-12-08",8.81
"231","2014-12-09",8.79
"232","2014-12-10",8.79
"233","2014-12-11",8.51
"234","2014-12-12",9
"235","2014-12-15",8.98
"236","2014-12-16",8.63
"237","2014-12-17",9.07
"238","2014-12-18",9.06
"239","2014-12-19",8.64
"240","2014-12-22",8.18
"241","2014-12-23",8.23
"242","2014-12-24",7.81
"243","2014-12-26",7.59
"244","2014-12-29",7.41
"245","2014-12-30",7.3
"246","2014-12-31",7.2
"247","2015-01-02",7.44
"248","2015-01-05",7.23
"249","2015-01-06",7.18
"250","2015-01-07",7.22
"251","2015-01-08",7.15
"252","2015-01-09",7.19
"253","2015-01-12",7.14
"254","2015-01-13",7.04
"255","2015-01-14",7.03
"256","2015-01-15",6.92
"257","2015-01-16",7.05
"258","2015-01-20",7.05
"259","2015-01-21",7.09
"260","2015-01-22",7
"261","2015-01-23",6.9
"262","2015-01-26",6.88
"263","2015-01-27",7.09
"264","2015-01-28",7.15
"265","2015-01-29",7.24
"266","2015-01-30",7.36
"267","2015-02-02",7.45
"268","2015-02-03",7.4
"269","2015-02-04",7.26
"270","2015-02-05",7.26
"271","2015-02-06",7.35
"272","2015-02-09",7.32
"273","2015-02-10",7.39
"274","2015-02-11",7.59
"275","2015-02-12",7.65
"276","2015-02-13",7.77
"277","2015-02-17",8.18
"278","2015-02-18",8.34
"279","2015-02-19",8.11
"280","2015-02-20",8.12
"281","2015-02-23",8.14
"282","2015-02-24",8.08
"283","2015-02-25",8.17
"284","2015-02-26",8.23
"285","2015-02-27",8.32
"286","2015-03-02",8.51
"287","2015-03-03",8.41
"288","2015-03-04",8.34
"289","2015-03-05",8.18
"290","2015-03-06",8.39
"291","2015-03-09",8.22
"292","2015-03-10",8.38
"293","2015-03-11",8.33
"294","2015-03-12",8.21
"295","2015-03-13",8.22
"296","2015-03-16",8.21
"297","2015-03-17",8.5
"298","2015-03-18",8.43
"299","2015-03-19",8.53
"300","2015-03-20",8.6
"301","2015-03-23",8.45
"302","2015-03-24",8.2
"303","2015-03-25",8.02
"304","2015-03-26",7.97
"305","2015-03-27",8.31
"306","2015-03-30",8.36
"307","2015-03-31",8.32
"308","2015-04-01",8.14
"309","2015-04-02",8.3
"310","2015-04-06",8.26
"311","2015-04-07",8.26
"312","2015-04-08",8.5
"313","2015-04-09",8.49
"314","2015-04-10",8.79
"315","2015-04-13",8.67
"316","2015-04-14",8.67
"317","2015-04-15",8.65
"318","2015-04-16",8.72
"319","2015-04-17",8.58
"320","2015-04-20",8.65
"321","2015-04-21",8.88
"322","2015-04-22",8.84
"323","2015-04-23",8.96
"324","2015-04-24",8.82
"325","2015-04-27",8.5
"326","2015-04-28",8.42
"327","2015-04-29",8.32
"328","2015-04-30",8.29
"329","2015-05-01",8.31
"330","2015-05-04",8.44
"331","2015-05-05",8.49
"332","2015-05-06",8.27
"333","2015-05-07",8.23
"334","2015-05-08",8.4
"335","2015-05-11",8.36
"336","2015-05-12",8.56
"337","2015-05-13",8.19
"338","2015-05-14",8.52
"339","2015-05-15",8.44
"340","2015-05-18",8.62
"341","2015-05-19",8.59
"342","2015-05-20",8.74
"343","2015-05-21",8.75
"344","2015-05-22",8.67
"345","2015-05-26",8.54
"346","2015-05-27",8.27
"347","2015-05-28",7.96
"348","2015-05-29",7.97
"349","2015-06-01",7.82
"350","2015-06-02",7.78
"351","2015-06-03",8.2
"352","2015-06-04",7.87
"353","2015-06-05",7.89
"354","2015-06-08",7.67
"355","2015-06-09",7.61
"356","2015-06-10",7.8
"357","2015-06-11",7.75
"358","2015-06-12",7.77
"359","2015-06-15",7.86
"360","2015-06-16",7.62
"361","2015-06-17",7.66
"362","2015-06-18",7.74
"363","2015-06-19",7.75
"364","2015-06-22",7.84
"365","2015-06-23",8.79
"366","2015-06-24",8.26
"367","2015-06-25",7.7
"368","2015-06-26",8
"369","2015-06-29",7.76
"370","2015-06-30",7.95
"371","2015-07-01",7.5
"372","2015-07-02",7.41
"373","2015-07-06",7.33
"374","2015-07-07",7.18
"375","2015-07-08",7.21
"376","2015-07-09",7.32
"377","2015-07-10",7.62
"378","2015-07-13",7.64
"379","2015-07-14",7.56
"380","2015-07-15",7.5
"381","2015-07-16",7.65
"382","2015-07-17",7.67
"383","2015-07-20",7.42
"384","2015-07-21",7.52
"385","2015-07-22",7.47
"386","2015-07-23",7.52
"387","2015-07-24",7.5
"388","2015-07-27",7.38
"389","2015-07-28",7.49
"390","2015-07-29",7.73
"391","2015-07-30",7.84
"392","2015-07-31",7.66
"393","2015-08-03",7.42
"394","2015-08-04",7.54
"395","2015-08-05",7.63
"396","2015-08-06",7.47
"397","2015-08-07",7.73
"398","2015-08-10",7.52
"399","2015-08-11",7.59
"400","2015-08-12",7.6
"401","2015-08-13",7.6
"402","2015-08-14",7.55
"403","2015-08-17",7.4
"404","2015-08-18",7.41
"405","2015-08-19",7.24
"406","2015-08-20",7.26
"407","2015-08-21",7.26
"408","2015-08-24",6.85
"409","2015-08-25",7.01
"410","2015-08-26",6.74
"411","2015-08-27",7.08
"412","2015-08-28",7.05
"413","2015-08-31",7.01
"414","2015-09-01",7
"415","2015-09-02",6.96
"416","2015-09-03",6.99
"417","2015-09-04",7.01
"418","2015-09-08",7
"419","2015-09-09",6.99
"420","2015-09-10",7.01
"421","2015-09-11",7.1
"422","2015-09-14",7.09
"423","2015-09-15",7
"424","2015-09-16",7
"425","2015-09-17",7.02
"426","2015-09-18",6.94
"427","2015-09-21",6.96
"428","2015-09-22",6.85
"429","2015-09-23",6.73
"430","2015-09-24",6.72
"431","2015-09-25",6.66
"432","2015-09-28",6.42
"433","2015-09-29",6.01
"434","2015-09-30",5.6
"435","2015-10-01",4.98
"436","2015-10-02",5.65
"437","2015-10-05",6.3
"438","2015-10-06",6.48
"439","2015-10-07",6.64
"440","2015-10-08",6.62
"441","2015-10-09",6.7
"442","2015-10-12",6.99
"443","2015-10-13",6.8
"444","2015-10-14",6.55
"445","2015-10-15",7.11
"446","2015-10-16",6.89
"447","2015-10-19",6.6
"448","2015-10-20",6.78
"449","2015-10-21",6.6
"450","2015-10-22",6.73
"451","2015-10-23",6.69
"452","2015-10-26",6.77
"453","2015-10-27",6.69
"454","2015-10-28",6.84
"455","2015-10-29",6.7
"456","2015-10-30",6.59
"457","2015-11-02",6.7
"458","2015-11-03",6.82
"459","2015-11-04",6.72
"460","2015-11-05",6.84
"461","2015-11-06",6.9
"462","2015-11-09",6.78
"463","2015-11-10",6.76
"464","2015-11-11",6.88
"465","2015-11-12",6.87
"466","2015-11-13",6.8
"467","2015-11-16",6.91
"468","2015-11-17",6.92
"469","2015-11-18",6.63
"470","2015-11-19",6.92
"471","2015-11-20",6.99
"472","2015-11-23",6.79
"473","2015-11-24",6.79
"474","2015-11-25",6.82
"475","2015-11-27",6.8
"476","2015-11-30",6.98
"477","2015-12-01",6.85
"478","2015-12-02",6.9
"479","2015-12-03",6.88
"480","2015-12-04",6.83
"481","2015-12-07",6.93
"482","2015-12-08",6.88
"483","2015-12-09",6.75
"484","2015-12-10",6.88
"485","2015-12-11",6.54
"486","2015-12-14",6.54
"487","2015-12-15",6.6
"488","2015-12-16",6.43
"489","2015-12-17",6.4
"490","2015-12-18",6.21
"491","2015-12-21",6.34
"492","2015-12-22",6.45
"493","2015-12-23",6.43
"494","2015-12-24",6.32
"495","2015-12-28",6.08
"496","2015-12-29",5.98
"497","2015-12-30",5.93
"498","2015-12-31",5.72
"499","2016-01-04",5.87
"500","2016-01-05",5.81
"501","2016-01-06",5.48
"502","2016-01-07",5.22
"503","2016-01-08",5.19
"504","2016-01-11",5.01
"505","2016-01-12",4.96
"506","2016-01-13",4.53
"507","2016-01-14",4.77
"508","2016-01-15",4.27
"509","2016-01-19",4.61
"510","2016-01-20",4.82
"511","2016-01-21",5.14
"512","2016-01-22",5.05
"513","2016-01-25",5.17
"514","2016-01-26",4.81
"515","2016-01-27",5.01
"516","2016-01-28",5.04
"517","2016-01-29",4.71
"518","2016-02-01",4.66
"519","2016-02-02",4.59
"520","2016-02-03",4.35
"521","2016-02-04",4.42
"522","2016-02-05",4.28
"523","2016-02-08",4.09
"524","2016-02-09",4.07
"525","2016-02-10",3.98
"526","2016-02-11",3.81
"527","2016-02-12",3.91
"528","2016-02-16",4.9
"529","2016-02-17",5.15
"530","2016-02-18",5.36
"531","2016-02-19",5.22
"532","2016-02-22",4.97
"533","2016-02-23",4.95
"534","2016-02-24",4.98
"535","2016-02-25",4.75
"536","2016-02-26",4.74
"537","2016-02-29",4.54
"538","2016-03-01",4.5
"539","2016-03-02",4.39
"540","2016-03-03",4.37
"541","2016-03-04",5.18
"542","2016-03-07",6.1
"543","2016-03-08",6.17
"544","2016-03-09",5.95
"545","2016-03-10",5.64
"546","2016-03-11",5.67
"547","2016-03-14",5.71
"548","2016-03-15",5.63
"549","2016-03-16",5.91
"550","2016-03-17",5.99
"551","2016-03-18",6.06
"552","2016-03-21",6.18
"553","2016-03-22",6.25
"554","2016-03-23",6.01
"555","2016-03-24",6.04
"556","2016-03-28",5.89
"557","2016-03-29",6.1
"558","2016-03-30",5.85
"559","2016-03-31",5.96
"560","2016-04-01",6.31
"561","2016-04-04",6.27
"562","2016-04-05",6.12
"563","2016-04-06",6.3
"564","2016-04-07",6.51
"565","2016-04-08",6.08
"566","2016-04-11",6.28
"567","2016-04-12",6.11
"568","2016-04-13",6.14
"569","2016-04-14",6.23
"570","2016-04-15",6.27
"571","2016-04-18",6.28
"572","2016-04-19",6.23
"573","2016-04-20",6.25
"574","2016-04-21",6.18
"575","2016-04-22",6.13
"576","2016-04-25",6.1
"577","2016-04-26",6.25
"578","2016-04-27",6.36
"579","2016-04-28",6.24
"580","2016-04-29",6.3
"581","2016-05-02",6.49
"582","2016-05-03",6.25
"583","2016-05-04",6.05
"584","2016-05-05",6.16
"585","2016-05-06",6.4
"586","2016-05-09",6.15
"587","2016-05-10",6.3
"588","2016-05-11",6.22
"589","2016-05-12",6.19
"590","2016-05-13",6.3
"591","2016-05-16",6.34
"592","2016-05-17",6.35
"593","2016-05-18",6.5
"594","2016-05-19",7.04
"595","2016-05-20",7.38
"596","2016-05-23",7.84
"597","2016-05-24",8.34
"598","2016-05-25",8.25
"599","2016-05-26",8.24
"600","2016-05-27",8.47
"601","2016-05-31",8.24
"602","2016-06-01",8.32
"603","2016-06-02",8.68
"604","2016-06-03",8.97
"605","2016-06-06",8.03
"606","2016-06-07",8.47
"607","2016-06-08",8.39
"608","2016-06-09",8.37
"609","2016-06-10",8.5
"610","2016-06-13",7.87
"611","2016-06-14",7.19
"612","2016-06-15",7.33
"613","2016-06-16",7.37
"614","2016-06-17",6.14
"615","2016-06-20",6.48
"616","2016-06-21",6.32
"617","2016-06-22",6.24
"618","2016-06-23",7.06
"619","2016-06-24",6.9
"620","2016-06-27",6.56
"621","2016-06-28",6.88
"622","2016-06-29",7.16
"623","2016-06-30",7.27
"624","2016-07-01",7.51
"625","2016-07-05",6.84
"626","2016-07-06",6.69
"627","2016-07-07",6.83
"628","2016-07-08",7.15
"629","2016-07-11",7.41
"630","2016-07-12",7.54
"631","2016-07-13",7.16
"632","2016-07-14",7.25
"633","2016-07-15",7.87
"634","2016-07-18",7.89
"635","2016-07-19",7.9
"636","2016-07-20",8.1
"637","2016-07-21",8.08
"638","2016-07-22",8.12
"639","2016-07-25",8.6
"640","2016-07-26",8.56
"641","2016-07-27",8.5
"642","2016-07-28",8.47
"643","2016-07-29",8.35
"644","2016-08-01",8.84
"645","2016-08-02",8.5
"646","2016-08-03",8.53
"647","2016-08-04",8.49
"648","2016-08-05",8.41
"649","2016-08-08",7.85
"650","2016-08-09",7.85
"651","2016-08-10",7.8
"652","2016-08-11",7.94
"653","2016-08-12",8.02
"654","2016-08-15",8.01
"655","2016-08-16",7.97
"656","2016-08-17",7.98
"657","2016-08-18",8.02
"658","2016-08-19",7.89
"659","2016-08-22",7.93
"660","2016-08-23",8.06
"661","2016-08-24",8.09
"662","2016-08-25",7.96
"663","2016-08-26",7.9
"664","2016-08-29",7.75
"665","2016-08-30",7.73
"666","2016-08-31",7.41
"667","2016-09-01",7.43
"668","2016-09-02",7.25
"669","2016-09-06",7.33
"670","2016-09-07",7.17
"671","2016-09-08",7.28
"672","2016-09-09",6.81
"673","2016-09-12",7.03
"674","2016-09-13",6.81
"675","2016-09-14",6.95
"676","2016-09-15",7.01
"677","2016-09-16",7.01
"678","2016-09-19",7.24
"679","2016-09-20",7.46
"680","2016-09-21",7.4
"681","2016-09-22",7.29
"682","2016-09-23",7.2
"683","2016-09-26",7.1
"684","2016-09-27",7.16
"685","2016-09-28",7.15
"686","2016-09-29",6.72
"687","2016-09-30",7.15
"688","2016-10-03",6.79
"689","2016-10-04",6.63
"690","2016-10-05",6.59
"691","2016-10-06",6.52
"692","2016-10-07",6.32
"693","2016-10-10",6.3
"694","2016-10-11",6.09
"695","2016-10-12",6.15
"696","2016-10-13",6.15
"697","2016-10-14",5.98
"698","2016-10-17",6.07
"699","2016-10-18",6.23
"700","2016-10-19",6.36
"701","2016-10-20",6.64
"702","2016-10-21",6.43
"703","2016-10-24",6.34
"704","2016-10-25",6.48
"705","2016-10-26",6.24
"706","2016-10-27",6.08
"707","2016-10-28",6.05
"708","2016-10-31",6.03
"709","2016-11-01",6.06
"710","2016-11-02",5.94
"711","2016-11-03",5.8
"712","2016-11-04",5.79
"713","2016-11-07",6.02
"714","2016-11-08",5.88
"715","2016-11-09",6.33
"716","2016-11-10",6.4
"717","2016-11-11",6.66
"718","2016-11-14",6.45
"719","2016-11-15",6.52
"720","2016-11-16",6.43
"721","2016-11-17",6.53
"722","2016-11-18",6.73
"723","2016-11-21",6.67
"724","2016-11-22",6.75
"725","2016-11-23",6.45
"726","2016-11-25",6.6
"727","2016-11-28",6.43
"728","2016-11-29",6.61
"729","2016-11-30",6.35
"730","2016-12-01",6.16
"731","2016-12-02",6.03
"732","2016-12-05",6.03
"733","2016-12-06",6.16
"734","2016-12-07",6.23
"735","2016-12-08",6.19
"736","2016-12-09",5.94
"737","2016-12-12",6.05
"738","2016-12-13",6.04
"739","2016-12-14",6.08
"740","2016-12-15",6.07
"741","2016-12-16",5.99
"742","2016-12-19",5.76
"743","2016-12-20",6.09
"744","2016-12-21",6.02
"745","2016-12-22",6.08
"746","2016-12-23",6.1
"747","2016-12-27",5.96
"748","2016-12-28",6.09
"749","2016-12-29",6.07
"750","2016-12-30",6.1
"751","2017-01-03",6.27
"752","2017-01-04",6.33
"753","2017-01-05",6.25
"754","2017-01-06",6.42
"755","2017-01-09",6.45
"756","2017-01-10",6.49
"757","2017-01-11",6.22
"758","2017-01-12",6
"759","2017-01-13",6.13
"760","2017-01-17",6
"761","2017-01-18",5.92
"762","2017-01-19",5.78
"763","2017-01-20",5.73
"764","2017-01-23",5.71
"765","2017-01-24",5.69
"766","2017-01-25",5.65
"767","2017-01-26",5.57
"768","2017-01-27",5.61
"769","2017-01-30",5.53
"770","2017-01-31",5.69
"771","2017-02-01",5.73
"772","2017-02-02",6.18
"773","2017-02-03",6.52
"774","2017-02-06",6.3
"775","2017-02-07",6.26
"776","2017-02-08",6.1
"777","2017-02-09",6.14
"778","2017-02-10",6.41
"779","2017-02-13",6.49
"780","2017-02-14",6.59
"781","2017-02-15",6.54
"782","2017-02-16",6.39
"783","2017-02-17",6.49
"784","2017-02-21",6.36
"785","2017-02-22",6.35
"786","2017-02-23",6.29
"787","2017-02-24",6.36
"788","2017-02-27",6.38
"789","2017-02-28",6.11
"790","2017-03-01",6.33
"791","2017-03-02",6.4
"792","2017-03-03",6.46
"793","2017-03-06",6.4
"794","2017-03-07",6.46
"795","2017-03-08",6.46
"796","2017-03-09",6.59
"797","2017-03-10",6.48
"798","2017-03-13",6.49
"799","2017-03-14",6.41
"800","2017-03-15",6.5
"801","2017-03-16",6.4
"802","2017-03-17",6.51
"803","2017-03-20",6.41
"804","2017-03-21",5.89
"805","2017-03-22",5.77
"806","2017-03-23",5.68
"807","2017-03-24",5.56
"808","2017-03-27",5.66
"809","2017-03-28",5.6
"810","2017-03-29",5.67
"811","2017-03-30",5.52
"812","2017-03-31",5.43
"813","2017-04-03",5.11
"814","2017-04-04",5
"815","2017-04-05",4.82
"816","2017-04-06",4.71
"817","2017-04-07",4.5
"818","2017-04-10",4.45
"819","2017-04-11",4.31
"820","2017-04-12",4.21
"821","2017-04-13",4.24
"822","2017-04-17",4.24
"823","2017-04-18",4.4
"824","2017-04-19",4.56
"825","2017-04-20",4.68
"826","2017-04-21",4.51
"827","2017-04-24",4.46
"828","2017-04-25",4.49
"829","2017-04-26",4.58
"830","2017-04-27",4.51
"831","2017-04-28",4.3
"832","2017-05-01",4.32
"833","2017-05-02",4.16
"834","2017-05-03",4.07
"835","2017-05-04",4.12
"836","2017-05-05",3.93
"837","2017-05-08",3.89
"838","2017-05-09",3.93
"839","2017-05-10",3.92
"840","2017-05-11",4.07
"841","2017-05-12",5
"842","2017-05-15",5.13
"843","2017-05-16",5.37
"844","2017-05-17",5.37
"845","2017-05-18",10.67
"846","2017-05-19",12.76
"847","2017-05-22",11.01
"848","2017-05-23",13.25
"849","2017-05-24",14
"850","2017-05-25",13.89
"851","2017-05-26",13
"852","2017-05-30",13.42
"853","2017-05-31",12.69
"854","2017-06-01",12.76
"855","2017-06-02",12.92
"856","2017-06-05",11.05
"857","2017-06-06",12.3
"858","2017-06-07",11.54
"859","2017-06-08",11.89
"860","2017-06-09",11.63
"861","2017-06-12",11.53
"862","2017-06-13",11.91
"863","2017-06-14",11.39
"864","2017-06-15",11.32
"865","2017-06-16",12.12
"866","2017-06-19",12.03
"867","2017-06-20",12.25
"868","2017-06-21",12.13
"869","2017-06-22",12.1
"870","2017-06-23",13.41
"871","2017-06-26",12.61
"872","2017-06-27",11.55
"873","2017-06-28",11.72
"874","2017-06-29",11.08
"875","2017-06-30",11.16
"876","2017-07-03",11.09
"877","2017-07-05",11.26
"878","2017-07-06",11.12
"879","2017-07-07",11.18
"880","2017-07-10",10.81
"881","2017-07-11",10.8
"882","2017-07-12",10.95
"883","2017-07-13",11.08
"884","2017-07-14",10.98
"885","2017-07-17",10.92
"886","2017-07-18",11.14
"887","2017-07-19",11.31
"888","2017-07-20",11.83
"889","2017-07-21",11.5
"890","2017-07-24",12.1
"891","2017-07-25",11.66
"892","2017-07-26",11.97
"893","2017-07-27",11.51
"894","2017-07-28",11.79
"895","2017-07-31",11.42
"896","2017-08-01",11.57
"897","2017-08-02",11.17
"898","2017-08-03",11.28
"899","2017-08-04",11.62
"900","2017-08-07",11.68
"901","2017-08-08",11.93
"902","2017-08-09",11.74
"903","2017-08-10",10.99
"904","2017-08-11",10.74
"905","2017-08-14",10.84
"906","2017-08-15",10.66
"907","2017-08-16",10.56
"908","2017-08-17",10.44
"909","2017-08-18",10.48
"910","2017-08-21",10.14
"911","2017-08-22",10.21
"912","2017-08-23",10.53
"913","2017-08-24",11.49
"914","2017-08-25",11.11
"915","2017-08-28",11.77
"916","2017-08-29",11.41
"917","2017-08-30",11.46
"918","2017-08-31",12.2
"919","2017-09-01",12.02
"920","2017-09-05",11.92
"921","2017-09-06",11.58
"922","2017-09-07",11.42
"923","2017-09-08",11.14
"924","2017-09-11",11.55
"925","2017-09-12",11.25
"926","2017-09-13",11.35
"927","2017-09-14",11.45
"928","2017-09-15",11.82
"929","2017-09-18",13.97
"930","2017-09-19",14.66
"931","2017-09-20",14.11
"932","2017-09-21",14.07
"933","2017-09-22",13.6
"934","2017-09-25",14.85
"935","2017-09-26",13.89
"936","2017-09-27",14.17
"937","2017-09-28",14.34
"938","2017-09-29",13.99
"939","2017-10-02",13.48
"940","2017-10-03",13.56
"941","2017-10-04",13.33
"942","2017-10-05",13.16
"943","2017-10-06",13.02
"944","2017-10-09",12.28
"945","2017-10-10",12.56
"946","2017-10-11",13.09
"947","2017-10-12",12.53
"948","2017-10-13",11.26
"949","2017-10-16",11.31
"950","2017-10-17",11.49
"951","2017-10-18",11.15
"952","2017-10-19",10.87
"953","2017-10-20",10.52
"954","2017-10-23",10.76
"955","2017-10-24",10.51
"956","2017-10-25",10.51
"957","2017-10-26",10.67
"958","2017-10-27",10.86
"959","2017-10-30",11.15
"960","2017-10-31",11.5
"961","2017-11-01",11.2
"962","2017-11-02",12.09
"963","2017-11-03",12.03
"964","2017-11-06",11.08
"965","2017-11-07",10.82
"966","2017-11-08",11.75
"967","2017-11-09",11.33
"968","2017-11-10",11.71
"969","2017-11-13",11.59
"970","2017-11-14",12.29
"971","2017-11-15",12.2
"972","2017-11-16",12.18
"973","2017-11-17",12.27
"974","2017-11-20",12.47
"975","2017-11-21",12.5
"976","2017-11-22",12.55
"977","2017-11-24",12.67
"978","2017-11-27",14.18
"979","2017-11-28",13.71
"980","2017-11-29",13.42
"981","2017-11-30",14.11
"982","2017-12-01",14.08
"983","2017-12-04",14.3
"984","2017-12-05",14.2
"985","2017-12-06",14.13
"986","2017-12-07",14.21
"987","2017-12-08",14.97
"988","2017-12-11",14.32
"989","2017-12-12",16.450001
"990","2017-12-13",16.469999
"991","2017-12-14",16.01
"992","2017-12-15",16.51
"993","2017-12-18",16.35
"994","2017-12-19",16.190001
"995","2017-12-20",15.68
"996","2017-12-21",16.139999
"997","2017-12-22",17.129999
"998","2017-12-26",17.219999
"999","2017-12-27",17.190001
"1000","2017-12-28",17.02
