"","date","OTRK"
"199","2007-10-16",19200
"200","2007-10-17",20184
"201","2007-10-18",20736
"202","2007-10-19",19464
"203","2007-10-22",19872
"204","2007-10-23",20544
"205","2007-10-24",16800
"206","2007-10-25",16584
"207","2007-10-26",16680
"208","2007-10-29",16128
"209","2007-10-30",15600
"210","2007-10-31",17520
"211","2007-11-01",16512
"212","2007-11-02",14328
"213","2007-11-05",12960
"214","2007-11-06",11496
"215","2007-11-07",11040
"216","2007-11-08",10608
"217","2007-11-09",9600
"218","2007-11-12",8760
"219","2007-11-13",8736
"220","2007-11-14",8688
"221","2007-11-15",9192
"222","2007-11-16",9840
"223","2007-11-19",9336
"224","2007-11-20",9480
"225","2007-11-21",9432
"226","2007-11-23",9480
"227","2007-11-26",9048
"228","2007-11-27",8712
"229","2007-11-28",8544
"230","2007-11-29",8520
"231","2007-11-30",7752
"232","2007-12-03",8016
"233","2007-12-04",7488
"234","2007-12-05",7680
"235","2007-12-06",7992
"236","2007-12-07",9576
"237","2007-12-10",8088
"238","2007-12-11",7440
"239","2007-12-12",6912
"240","2007-12-13",6432
"241","2007-12-14",6600
"242","2007-12-17",6600
"243","2007-12-18",6768
"244","2007-12-19",6768
"245","2007-12-20",7656
"246","2007-12-21",7392
"247","2007-12-24",7104
"248","2007-12-26",6816
"249","2007-12-27",6648
"250","2007-12-28",6696
"251","2007-12-31",7032
"252","2008-01-02",6696
"253","2008-01-03",5928
"254","2008-01-04",5976
"255","2008-01-07",6336
"256","2008-01-08",6480
"257","2008-01-09",6144
"258","2008-01-10",6912
"259","2008-01-11",6912
"260","2008-01-14",6672
"261","2008-01-15",6384
"262","2008-01-16",6480
"263","2008-01-17",6576
"264","2008-01-18",6504
"265","2008-01-22",6216
"266","2008-01-23",6408
"267","2008-01-24",5976
"268","2008-01-25",5688
"269","2008-01-28",5832
"270","2008-01-29",6120
"271","2008-01-30",5784
"272","2008-01-31",6120
"273","2008-02-01",6120
"274","2008-02-04",6744
"275","2008-02-05",6816
"276","2008-02-06",6504
"277","2008-02-07",6360
"278","2008-02-08",6384
"279","2008-02-11",6048
"280","2008-02-12",6048
"281","2008-02-13",7248
"282","2008-02-14",7368
"283","2008-02-15",7296
"284","2008-02-19",7032
"285","2008-02-20",6888
"286","2008-02-21",6744
"287","2008-02-22",6624
"288","2008-02-25",6960
"289","2008-02-26",7536
"290","2008-02-27",7392
"291","2008-02-28",7200
"292","2008-02-29",7344
"293","2008-03-03",6960
"294","2008-03-04",7272
"295","2008-03-05",7032
"296","2008-03-06",6984
"297","2008-03-07",6576
"298","2008-03-10",6600
"299","2008-03-11",6792
"300","2008-03-12",6624
"301","2008-03-13",6600
"302","2008-03-14",6504
"303","2008-03-17",5544
"304","2008-03-18",5376
"305","2008-03-19",4440
"306","2008-03-20",3456
"307","2008-03-24",3720
"308","2008-03-25",3576
"309","2008-03-26",3456
"310","2008-03-27",3288
"311","2008-03-28",2832
"312","2008-03-31",2904
"313","2008-04-01",3312
"314","2008-04-02",4032
"315","2008-04-03",4104
"316","2008-04-04",4320
"317","2008-04-07",4560
"318","2008-04-08",4416
"319","2008-04-09",4296
"320","2008-04-10",4512
"321","2008-04-11",4296
"322","2008-04-14",4176
"323","2008-04-15",4248
"324","2008-04-16",4320
"325","2008-04-17",4320
"326","2008-04-18",4320
"327","2008-04-21",4272
"328","2008-04-22",4344
"329","2008-04-23",4632
"330","2008-04-24",5976
"331","2008-04-25",6408
"332","2008-04-28",6384
"333","2008-04-29",6360
"334","2008-04-30",6504
"335","2008-05-01",6456
"336","2008-05-02",6504
"337","2008-05-05",7080
"338","2008-05-06",6048
"339","2008-05-07",6024
"340","2008-05-08",5568
"341","2008-05-09",5592
"342","2008-05-12",5976
"343","2008-05-13",6912
"344","2008-05-14",6288
"345","2008-05-15",5760
"346","2008-05-16",6000
"347","2008-05-19",5760
"348","2008-05-20",5808
"349","2008-05-21",5712
"350","2008-05-22",5640
"351","2008-05-23",5760
"352","2008-05-27",5688
"353","2008-05-28",5760
"354","2008-05-29",5808
"355","2008-05-30",5760
"356","2008-06-02",5640
"357","2008-06-03",5592
"358","2008-06-04",5712
"359","2008-06-05",5976
"360","2008-06-06",5808
"361","2008-06-09",5544
"362","2008-06-10",5616
"363","2008-06-11",5880
"364","2008-06-12",5856
"365","2008-06-13",5856
"366","2008-06-16",6144
"367","2008-06-17",6024
"368","2008-06-18",6984
"369","2008-06-19",6312
"370","2008-06-20",6552
"371","2008-06-23",6552
"372","2008-06-24",6432
"373","2008-06-25",6288
"374","2008-06-26",6000
"375","2008-06-27",6192
"376","2008-06-30",5808
"377","2008-07-01",5448
"378","2008-07-02",5256
"379","2008-07-03",5544
"380","2008-07-07",5640
"381","2008-07-08",5160
"382","2008-07-09",4848
"383","2008-07-10",4920
"384","2008-07-11",4776
"385","2008-07-14",4800
"386","2008-07-15",4896
"387","2008-07-16",4968
"388","2008-07-17",5136
"389","2008-07-18",4824
"390","2008-07-21",4992
"391","2008-07-22",5136
"392","2008-07-23",5640
"393","2008-07-24",5832
"394","2008-07-25",5880
"395","2008-07-28",5568
"396","2008-07-29",5736
"397","2008-07-30",5856
"398","2008-07-31",5760
"399","2008-08-01",5904
"400","2008-08-04",5424
"401","2008-08-05",5592
"402","2008-08-06",5616
"403","2008-08-07",5544
"404","2008-08-08",5304
"405","2008-08-11",5616
"406","2008-08-12",5064
"407","2008-08-13",5208
"408","2008-08-14",5208
"409","2008-08-15",5616
"410","2008-08-18",5304
"411","2008-08-19",5088
"412","2008-08-20",5280
"413","2008-08-21",5376
"414","2008-08-22",5592
"415","2008-08-25",5448
"416","2008-08-26",5448
"417","2008-08-27",5448
"418","2008-08-28",5400
"419","2008-08-29",5184
"420","2008-09-02",5592
"421","2008-09-03",5232
"422","2008-09-04",5160
"423","2008-09-05",4944
"424","2008-09-08",5376
"425","2008-09-09",5016
"426","2008-09-10",4752
"427","2008-09-11",4656
"428","2008-09-12",4440
"429","2008-09-15",4704
"430","2008-09-16",4512
"431","2008-09-17",4512
"432","2008-09-18",4608
"433","2008-09-19",5040
"434","2008-09-22",4560
"435","2008-09-23",4440
"436","2008-09-24",4464
"437","2008-09-25",4008
"438","2008-09-26",3552
"439","2008-09-29",3312
"440","2008-09-30",3096
"441","2008-10-01",3288
"442","2008-10-02",3384
"443","2008-10-03",3600
"444","2008-10-06",3288
"445","2008-10-07",3384
"446","2008-10-08",3312
"447","2008-10-09",3120
"448","2008-10-10",2640
"449","2008-10-13",2664
"450","2008-10-14",3000
"451","2008-10-15",2664
"452","2008-10-16",2928
"453","2008-10-17",2640
"454","2008-10-20",2664
"455","2008-10-21",2400
"456","2008-10-22",2280
"457","2008-10-23",2088
"458","2008-10-24",1920
"459","2008-10-27",1560
"460","2008-10-28",1560
"461","2008-10-29",1464
"462","2008-10-30",1488
"463","2008-10-31",1536
"464","2008-11-03",1488
"465","2008-11-04",1464
"466","2008-11-05",1656
"467","2008-11-06",1584
"468","2008-11-07",1584
"469","2008-11-10",1416
"470","2008-11-11",1464
"471","2008-11-12",1416
"472","2008-11-13",1560
"473","2008-11-14",1392
"474","2008-11-17",1248
"475","2008-11-18",1272
"476","2008-11-19",1224
"477","2008-11-20",1128
"478","2008-11-21",1176
"479","2008-11-24",1152
"480","2008-11-25",1248
"481","2008-11-26",1992
"482","2008-11-28",2040
"483","2008-12-01",2088
"484","2008-12-02",1872
"485","2008-12-03",1920
"486","2008-12-04",1752
"487","2008-12-05",1920
"488","2008-12-08",1656
"489","2008-12-09",1896
"490","2008-12-10",1824
"491","2008-12-11",1608
"492","2008-12-12",1368
"493","2008-12-15",1416
"494","2008-12-16",1248
"495","2008-12-17",1248
"496","2008-12-18",1344
"497","2008-12-19",1128
"498","2008-12-22",1128
"499","2008-12-23",1104
"500","2008-12-24",1056
"501","2008-12-26",1008
"502","2008-12-29",960
"503","2008-12-30",936
"504","2008-12-31",936
"505","2009-01-02",936
"506","2009-01-05",1032
"507","2009-01-06",1248
"508","2009-01-07",1200
"509","2009-01-08",1248
"510","2009-01-09",1464
"511","2009-01-12",1464
"512","2009-01-13",1560
"513","2009-01-14",1632
"514","2009-01-15",1560
"515","2009-01-16",1344
"516","2009-01-20",1176
"517","2009-01-21",1200
"518","2009-01-22",1344
"519","2009-01-23",1200
"520","2009-01-26",1200
"521","2009-01-27",1296
"522","2009-01-28",1176
"523","2009-01-29",1296
"524","2009-01-30",1296
"525","2009-02-02",1200
"526","2009-02-03",1248
"527","2009-02-04",1272
"528","2009-02-05",1272
"529","2009-02-06",1272
"530","2009-02-09",1248
"531","2009-02-10",1248
"532","2009-02-11",1152
"533","2009-02-12",1056
"534","2009-02-13",1008
"535","2009-02-17",840
"536","2009-02-18",840
"537","2009-02-19",840
"538","2009-02-20",480
"539","2009-02-23",576
"540","2009-02-24",456
"541","2009-02-25",600
"542","2009-02-26",696
"543","2009-02-27",600
"544","2009-03-02",552
"545","2009-03-03",576
"546","2009-03-04",696
"547","2009-03-05",720
"548","2009-03-06",744
"549","2009-03-09",720
"550","2009-03-10",720
"551","2009-03-11",624
"552","2009-03-12",624
"553","2009-03-13",672
"554","2009-03-16",624
"555","2009-03-17",528
"556","2009-03-18",480
"557","2009-03-19",456
"558","2009-03-20",456
"559","2009-03-23",480
"560","2009-03-24",432
"561","2009-03-25",432
"562","2009-03-26",912
"563","2009-03-27",816
"564","2009-03-30",624
"565","2009-03-31",744
"566","2009-04-01",696
"567","2009-04-02",720
"568","2009-04-03",864
"569","2009-04-06",744
"570","2009-04-07",744
"571","2009-04-08",720
"572","2009-04-09",696
"573","2009-04-13",696
"574","2009-04-14",768
"575","2009-04-15",672
"576","2009-04-16",648
"577","2009-04-17",672
"578","2009-04-20",648
"579","2009-04-21",624
"580","2009-04-22",600
"581","2009-04-23",600
"582","2009-04-24",600
"583","2009-04-27",624
"584","2009-04-28",600
"585","2009-04-29",624
"586","2009-04-30",624
"587","2009-05-01",552
"588","2009-05-04",552
"589","2009-05-05",600
"590","2009-05-06",624
"591","2009-05-07",672
"592","2009-05-08",672
"593","2009-05-11",720
"594","2009-05-12",600
"595","2009-05-13",648
"596","2009-05-14",600
"597","2009-05-15",696
"598","2009-05-18",672
"599","2009-05-19",672
"600","2009-05-20",696
"601","2009-05-21",768
"602","2009-05-22",768
"603","2009-05-26",696
"604","2009-05-27",720
"605","2009-05-28",696
"606","2009-05-29",648
"607","2009-06-01",696
"608","2009-06-02",744
"609","2009-06-03",792
"610","2009-06-04",744
"611","2009-06-05",1056
"612","2009-06-08",984
"613","2009-06-09",960
"614","2009-06-10",960
"615","2009-06-11",1008
"616","2009-06-12",960
"617","2009-06-15",864
"618","2009-06-16",792
"619","2009-06-17",744
"620","2009-06-18",720
"621","2009-06-19",720
"622","2009-06-22",696
"623","2009-06-23",672
"624","2009-06-24",672
"625","2009-06-25",696
"626","2009-06-26",624
"627","2009-06-29",624
"628","2009-06-30",696
"629","2009-07-01",672
"630","2009-07-02",720
"631","2009-07-06",792
"632","2009-07-07",792
"633","2009-07-08",744
"634","2009-07-09",696
"635","2009-07-10",720
"636","2009-07-13",744
"637","2009-07-14",720
"638","2009-07-15",720
"639","2009-07-16",696
"640","2009-07-17",648
"641","2009-07-20",576
"642","2009-07-21",600
"643","2009-07-22",600
"644","2009-07-23",768
"645","2009-07-24",696
"646","2009-07-27",720
"647","2009-07-28",672
"648","2009-07-29",696
"649","2009-07-30",672
"650","2009-07-31",696
"651","2009-08-03",720
"652","2009-08-04",720
"653","2009-08-05",696
"654","2009-08-06",720
"655","2009-08-07",672
"656","2009-08-10",720
"657","2009-08-11",696
"658","2009-08-12",672
"659","2009-08-13",720
"660","2009-08-14",696
"661","2009-08-17",696
"662","2009-08-18",672
"663","2009-08-19",696
"664","2009-08-20",672
"665","2009-08-21",696
"666","2009-08-24",624
"667","2009-08-25",672
"668","2009-08-26",696
"669","2009-08-27",696
"670","2009-08-28",672
"671","2009-08-31",624
"672","2009-09-01",672
"673","2009-09-02",648
"674","2009-09-03",744
"675","2009-09-04",792
"676","2009-09-08",1344
"677","2009-09-09",1488
"678","2009-09-10",1344
"679","2009-09-11",1152
"680","2009-09-14",1512
"681","2009-09-15",1656
"682","2009-09-16",1680
"683","2009-09-17",1848
"684","2009-09-18",1656
"685","2009-09-21",1704
"686","2009-09-22",1632
"687","2009-09-23",1536
"688","2009-09-24",1584
"689","2009-09-25",1680
"690","2009-09-28",1704
"691","2009-09-29",1632
"692","2009-09-30",1608
"693","2009-10-01",1608
"694","2009-10-02",1512
"695","2009-10-05",1464
"696","2009-10-06",1440
"697","2009-10-07",1464
"698","2009-10-08",1632
"699","2009-10-09",1632
"700","2009-10-12",1632
"701","2009-10-13",1536
"702","2009-10-14",1536
"703","2009-10-15",1464
"704","2009-10-16",1488
"705","2009-10-19",1416
"706","2009-10-20",1272
"707","2009-10-21",1296
"708","2009-10-22",1296
"709","2009-10-23",1296
"710","2009-10-26",1104
"711","2009-10-27",1152
"712","2009-10-28",1032
"713","2009-10-29",1056
"714","2009-10-30",1032
"715","2009-11-02",984
"716","2009-11-03",984
"717","2009-11-04",1008
"718","2009-11-05",960
"719","2009-11-06",984
"720","2009-11-09",984
"721","2009-11-10",888
"722","2009-11-11",936
"723","2009-11-12",864
"724","2009-11-13",960
"725","2009-11-16",960
"726","2009-11-17",936
"727","2009-11-18",864
"728","2009-11-19",840
"729","2009-11-20",816
"730","2009-11-23",792
"731","2009-11-24",864
"732","2009-11-25",912
"733","2009-11-27",864
"734","2009-11-30",840
"735","2009-12-01",744
"736","2009-12-02",696
"737","2009-12-03",648
"738","2009-12-04",720
"739","2009-12-07",768
"740","2009-12-08",720
"741","2009-12-09",696
"742","2009-12-10",696
"743","2009-12-11",1152
"744","2009-12-14",984
"745","2009-12-15",1176
"746","2009-12-16",1152
"747","2009-12-17",1032
"748","2009-12-18",984
"749","2009-12-21",1032
"750","2009-12-22",1080
"751","2009-12-23",1032
"752","2009-12-24",1080
"753","2009-12-28",1104
"754","2009-12-29",1080
"755","2009-12-30",1032
"756","2009-12-31",1056
"757","2010-01-04",1248
"758","2010-01-05",1392
"759","2010-01-06",1392
"760","2010-01-07",1320
"761","2010-01-08",1296
"762","2010-01-11",1200
"763","2010-01-12",1224
"764","2010-01-13",1320
"765","2010-01-14",1272
"766","2010-01-15",1248
"767","2010-01-19",1248
"768","2010-01-20",1200
"769","2010-01-21",1224
"770","2010-01-22",1128
"771","2010-01-25",1128
"772","2010-01-26",1104
"773","2010-01-27",1080
"774","2010-01-28",1008
"775","2010-01-29",1056
"776","2010-02-01",1128
"777","2010-02-02",1152
"778","2010-02-03",1128
"779","2010-02-04",1008
"780","2010-02-05",1008
"781","2010-02-08",1008
"782","2010-02-09",984
"783","2010-02-10",960
"784","2010-02-11",936
"785","2010-02-12",960
"786","2010-02-16",960
"787","2010-02-17",960
"788","2010-02-18",984
"789","2010-02-19",984
"790","2010-02-22",960
"791","2010-02-23",912
"792","2010-02-24",912
"793","2010-02-25",888
"794","2010-02-26",552
"795","2010-03-01",624
"796","2010-03-02",624
"797","2010-03-03",552
"798","2010-03-04",552
"799","2010-03-05",552
"800","2010-03-08",528
"801","2010-03-09",552
"802","2010-03-10",552
"803","2010-03-11",600
"804","2010-03-12",600
"805","2010-03-15",600
"806","2010-03-16",600
"807","2010-03-17",600
"808","2010-03-18",600
"809","2010-03-19",600
"810","2010-03-22",600
"811","2010-03-23",600
"812","2010-03-24",576
"813","2010-03-25",528
"814","2010-03-26",576
"815","2010-03-29",576
"816","2010-03-30",576
"817","2010-03-31",600
"818","2010-04-01",600
"819","2010-04-05",576
"820","2010-04-06",576
"821","2010-04-07",576
"822","2010-04-08",576
"823","2010-04-09",576
"824","2010-04-12",576
"825","2010-04-13",528
"826","2010-04-14",552
"827","2010-04-15",552
"828","2010-04-16",528
"829","2010-04-19",504
"830","2010-04-20",504
"831","2010-04-21",552
"832","2010-04-22",576
"833","2010-04-23",648
"834","2010-04-26",552
"835","2010-04-27",552
"836","2010-04-28",552
"837","2010-04-29",576
"838","2010-04-30",576
"839","2010-05-03",576
"840","2010-05-04",552
"841","2010-05-05",528
"842","2010-05-06",504
"843","2010-05-07",480
"844","2010-05-10",480
"845","2010-05-11",432
"846","2010-05-12",480
"847","2010-05-13",480
"848","2010-05-14",432
"849","2010-05-17",408
"850","2010-05-18",384
"851","2010-05-19",408
"852","2010-05-20",408
"853","2010-05-21",408
"854","2010-05-24",384
"855","2010-05-25",384
"856","2010-05-26",384
"857","2010-05-27",408
"858","2010-05-28",408
"859","2010-06-01",408
"860","2010-06-02",408
"861","2010-06-03",432
"862","2010-06-04",720
"863","2010-06-07",528
"864","2010-06-08",552
"865","2010-06-09",624
"866","2010-06-10",624
"867","2010-06-11",624
"868","2010-06-14",624
"869","2010-06-15",648
"870","2010-06-16",600
"871","2010-06-17",600
"872","2010-06-18",576
"873","2010-06-21",480
"874","2010-06-22",504
"875","2010-06-23",528
"876","2010-06-24",552
"877","2010-06-25",576
"878","2010-06-28",648
"879","2010-06-29",600
"880","2010-06-30",384
"881","2010-07-01",384
"882","2010-07-02",384
"883","2010-07-06",384
"884","2010-07-07",360
"885","2010-07-08",336
"886","2010-07-09",360
"887","2010-07-12",312
"888","2010-07-13",312
"889","2010-07-14",312
"890","2010-07-15",312
"891","2010-07-16",312
"892","2010-07-19",288
"893","2010-07-20",264
"894","2010-07-21",288
"895","2010-07-22",288
"896","2010-07-23",312
"897","2010-07-26",288
"898","2010-07-27",312
"899","2010-07-28",288
"900","2010-07-29",288
"901","2010-07-30",288
"902","2010-08-02",288
"903","2010-08-03",264
"904","2010-08-04",288
"905","2010-08-05",264
"906","2010-08-06",312
"907","2010-08-09",264
"908","2010-08-10",288
"909","2010-08-11",288
"910","2010-08-12",264
"911","2010-08-13",312
"912","2010-08-16",264
"913","2010-08-17",264
"914","2010-08-18",264
"915","2010-08-19",264
"916","2010-08-20",240
"917","2010-08-23",264
"918","2010-08-24",240
"919","2010-08-25",216
"920","2010-08-26",216
"921","2010-08-27",168
"922","2010-08-30",168
"923","2010-08-31",192
"924","2010-09-01",192
"925","2010-09-02",192
"926","2010-09-03",192
"927","2010-09-07",192
"928","2010-09-08",168
"929","2010-09-09",192
"930","2010-09-10",168
"931","2010-09-13",168
"932","2010-09-14",144
"933","2010-09-15",168
"934","2010-09-16",144
"935","2010-09-17",120
"936","2010-09-20",120
"937","2010-09-21",144
"938","2010-09-22",144
"939","2010-09-23",144
"940","2010-09-24",120
"941","2010-09-27",120
"942","2010-09-28",120
"943","2010-09-29",120
"944","2010-09-30",120
"945","2010-10-01",120
"946","2010-10-04",120
"947","2010-10-05",120
"948","2010-10-06",96
"949","2010-10-07",96
"950","2010-10-08",96
"951","2010-10-11",120
"952","2010-10-12",96
"953","2010-10-13",96
"954","2010-10-14",96
"955","2010-10-15",96
"956","2010-10-18",120
"957","2010-10-19",120
"958","2010-10-20",120
"959","2010-10-21",144
"960","2010-10-22",120
"961","2010-10-25",120
"962","2010-10-26",96
"963","2010-10-27",96
"964","2010-10-28",96
"965","2010-10-29",96
"966","2010-11-01",96
"967","2010-11-02",72
"968","2010-11-03",72
"969","2010-11-04",96
"970","2010-11-05",96
"971","2010-11-08",96
"972","2010-11-09",96
"973","2010-11-10",96
"974","2010-11-11",96
"975","2010-11-12",72
"976","2010-11-15",72
"977","2010-11-16",72
"978","2010-11-17",72
"979","2010-11-18",72
"980","2010-11-19",72
"981","2010-11-22",72
"982","2010-11-23",72
"983","2010-11-24",72
"984","2010-11-26",96
"985","2010-11-29",96
"986","2010-11-30",72
"987","2010-12-01",96
"988","2010-12-02",72
"989","2010-12-03",72
"990","2010-12-06",72
"991","2010-12-07",72
"992","2010-12-08",72
"993","2010-12-09",96
"994","2010-12-10",72
"995","2010-12-13",96
"996","2010-12-14",96
"997","2010-12-15",96
"998","2010-12-16",120
"999","2010-12-17",144
"1000","2010-12-20",192
"1001","2010-12-21",264
"1002","2010-12-22",264
"1003","2010-12-23",240
"1004","2010-12-27",240
"1005","2010-12-28",264
"1006","2010-12-29",264
"1007","2010-12-30",264
"1008","2010-12-31",264
"1009","2011-01-03",240
"1010","2011-01-04",264
"1011","2011-01-05",216
"1012","2011-01-06",216
"1013","2011-01-07",216
"1014","2011-01-10",192
"1015","2011-01-11",192
"1016","2011-01-12",192
"1017","2011-01-13",192
"1018","2011-01-14",168
"1019","2011-01-18",168
"1020","2011-01-19",168
"1021","2011-01-20",168
"1022","2011-01-21",168
"1023","2011-01-24",192
"1024","2011-01-25",192
"1025","2011-01-26",168
"1026","2011-01-27",168
"1027","2011-01-28",168
"1028","2011-01-31",144
"1029","2011-02-01",168
"1030","2011-02-02",168
"1031","2011-02-03",168
"1032","2011-02-04",144
"1033","2011-02-07",144
"1034","2011-02-08",144
"1035","2011-02-09",144
"1036","2011-02-10",144
"1037","2011-02-11",144
"1038","2011-02-14",144
"1039","2011-02-15",120
"1040","2011-02-16",120
"1041","2011-02-17",120
"1042","2011-02-18",120
"1043","2011-02-22",144
"1044","2011-02-23",144
"1045","2011-02-24",144
"1046","2011-02-25",144
"1047","2011-02-28",168
"1048","2011-03-01",144
"1049","2011-03-02",144
"1050","2011-03-03",120
"1051","2011-03-04",144
"1052","2011-03-07",168
"1053","2011-03-08",144
"1054","2011-03-09",144
"1055","2011-03-10",144
"1056","2011-03-11",144
"1057","2011-03-14",144
"1058","2011-03-15",144
"1059","2011-03-16",144
"1060","2011-03-17",192
"1061","2011-03-18",192
"1062","2011-03-21",144
"1063","2011-03-22",144
"1064","2011-03-23",168
"1065","2011-03-24",192
"1066","2011-03-25",192
"1067","2011-03-28",168
"1068","2011-03-29",192
"1069","2011-03-30",168
"1070","2011-03-31",192
"1071","2011-04-01",168
"1072","2011-04-04",144
"1073","2011-04-05",168
"1074","2011-04-06",192
"1075","2011-04-07",168
"1076","2011-04-08",168
"1077","2011-04-11",168
"1078","2011-04-12",168
"1079","2011-04-13",168
"1080","2011-04-14",168
"1081","2011-04-15",144
"1082","2011-04-18",168
"1083","2011-04-19",168
"1084","2011-04-20",168
"1085","2011-04-21",144
"1086","2011-04-25",144
"1087","2011-04-26",144
"1088","2011-04-27",144
"1089","2011-04-28",144
"1090","2011-04-29",144
"1091","2011-05-02",144
"1092","2011-05-03",144
"1093","2011-05-04",144
"1094","2011-05-05",144
"1095","2011-05-06",144
"1096","2011-05-09",144
"1097","2011-05-10",120
"1098","2011-05-11",120
"1099","2011-05-12",120
"1100","2011-05-13",144
"1101","2011-05-16",120
"1102","2011-05-17",48
"1103","2011-05-18",48
"1104","2011-05-19",48
"1105","2011-05-20",48
