"","date","PLSE"
"990","2020-04-23",7.01
"991","2020-04-24",7.93
"992","2020-04-27",9.6
"993","2020-04-28",10.23
"994","2020-04-29",10.42
"995","2020-04-30",11.23
"996","2020-05-01",8.6
"997","2020-05-04",8.08
"998","2020-05-05",8.55
"999","2020-05-06",8.99
"1000","2020-05-07",8.99
"1001","2020-05-08",11.02
"1002","2020-05-11",11.74
"1003","2020-05-12",13.09
"1004","2020-05-13",11.44
"1005","2020-05-14",11.465
"1006","2020-05-15",10.83
"1007","2020-05-18",10.66
"1008","2020-05-19",10.11
"1009","2020-05-20",10.26
"1010","2020-05-21",10
"1011","2020-05-22",10.02
"1012","2020-05-26",9.75
"1013","2020-05-27",9.88
"1014","2020-05-28",9.5
"1015","2020-05-29",9.09
"1016","2020-06-01",8.86
"1017","2020-06-02",8.76
"1018","2020-06-03",8.94
"1019","2020-06-04",8.58
"1020","2020-06-05",8.61
"1021","2020-06-08",9.14
"1022","2020-06-09",8.41
"1023","2020-06-10",8.02
"1024","2020-06-11",8.05
"1025","2020-06-12",8.32
"1026","2020-06-15",8.69
"1027","2020-06-16",9.51
"1028","2020-06-17",9.66
"1029","2020-06-18",10.71
"1030","2020-06-19",10.45
"1031","2020-06-22",10.74
"1032","2020-06-23",10.7
"1033","2020-06-24",10
"1034","2020-06-25",10.04
"1035","2020-06-26",10.62
"1036","2020-06-29",10.61
"1037","2020-06-30",10.46
"1038","2020-07-01",10.22
"1039","2020-07-02",10.5
"1040","2020-07-06",10.36
"1041","2020-07-07",10.22
"1042","2020-07-08",10.41
"1043","2020-07-09",10.3
"1044","2020-07-10",10.42
"1045","2020-07-13",9.84
"1046","2020-07-14",9.95
"1047","2020-07-15",10.49
"1048","2020-07-16",10.87
"1049","2020-07-17",11.41
"1050","2020-07-20",11.7
"1051","2020-07-21",11.84
"1052","2020-07-22",11.43
"1053","2020-07-23",11.06
"1054","2020-07-24",10.99
"1055","2020-07-27",10.81
"1056","2020-07-28",10.79
"1057","2020-07-29",10.89
"1058","2020-07-30",10.54
"1059","2020-07-31",10.25
"1060","2020-08-03",11.06
"1061","2020-08-04",11.48
"1062","2020-08-05",11.32
"1063","2020-08-06",10.78
"1064","2020-08-07",11.13
"1065","2020-08-10",10.59
"1066","2020-08-11",10.42
"1067","2020-08-12",10.47
"1068","2020-08-13",10.54
"1069","2020-08-14",10.45
"1070","2020-08-17",10.23
"1071","2020-08-18",10.4
"1072","2020-08-19",10.57
"1073","2020-08-20",10.52
"1074","2020-08-21",10.47
"1075","2020-08-24",10.39
"1076","2020-08-25",10.15
"1077","2020-08-26",10.19
"1078","2020-08-27",10.01
"1079","2020-08-28",9.81
"1080","2020-08-31",9.89
"1081","2020-09-01",9.62
"1082","2020-09-02",9.37
"1083","2020-09-03",9.42
"1084","2020-09-04",9.27
"1085","2020-09-08",9.6
"1086","2020-09-09",9.46
"1087","2020-09-10",10.94
"1088","2020-09-11",11.25
"1089","2020-09-14",11.83
"1090","2020-09-15",11.67
"1091","2020-09-16",12.19
"1092","2020-09-17",12.5
"1093","2020-09-18",13.14
"1094","2020-09-21",11.56
"1095","2020-09-22",11.59
"1096","2020-09-23",10.62
"1097","2020-09-24",11.08
"1098","2020-09-25",11.71
"1099","2020-09-28",11.72
"1100","2020-09-29",12.23
"1101","2020-09-30",11.79
"1102","2020-10-01",11.66
"1103","2020-10-02",13.41
"1104","2020-10-05",16.059999
"1105","2020-10-06",14.83
"1106","2020-10-07",15.43
"1107","2020-10-08",15.66
"1108","2020-10-09",15.65
"1109","2020-10-12",15.4
"1110","2020-10-13",15.14
"1111","2020-10-14",15.21
"1112","2020-10-15",14.97
"1113","2020-10-16",14.71
"1114","2020-10-19",13.81
"1115","2020-10-20",13.81
"1116","2020-10-21",13.5
"1117","2020-10-22",13.25
"1118","2020-10-23",12.37
"1119","2020-10-26",12.82
"1120","2020-10-27",12.38
"1121","2020-10-28",12.13
"1122","2020-10-29",12.06
"1123","2020-10-30",12.11
"1124","2020-11-02",12.06
"1125","2020-11-03",12.47
"1126","2020-11-04",12.32
"1127","2020-11-05",12.01
"1128","2020-11-06",12.15
"1129","2020-11-09",11.89
"1130","2020-11-10",14.08
"1131","2020-11-11",14.67
"1132","2020-11-12",15.38
"1133","2020-11-13",14.86
"1134","2020-11-16",14.62
"1135","2020-11-17",14.28
"1136","2020-11-18",13.97
"1137","2020-11-19",14.18
"1138","2020-11-20",14.41
"1139","2020-11-23",14.41
"1140","2020-11-24",14.9
"1141","2020-11-25",14.75
"1142","2020-11-27",14.7
