"","date","LPTX"
"229","2017-12-19",6.2
"230","2017-12-20",6.13
"231","2017-12-21",6.13
"232","2017-12-22",6.11
"233","2017-12-26",6.1
"234","2017-12-27",6.05
"235","2017-12-28",6.12
"236","2017-12-29",6.24
"237","2018-01-02",6.21
"238","2018-01-03",6.384
"239","2018-01-04",6.33
"240","2018-01-05",6.274
"241","2018-01-08",6.38
"242","2018-01-09",6.23
"243","2018-01-10",6.13
"244","2018-01-11",6.22
"245","2018-01-12",6.28
"246","2018-01-16",6.13
"247","2018-01-17",6.22
"248","2018-01-18",6.21
"249","2018-01-19",6.16
"250","2018-01-22",6.29
"251","2018-01-23",6.7
"252","2018-01-24",6.84
"253","2018-01-25",6.85
"254","2018-01-26",7.14
"255","2018-01-29",7.16
"256","2018-01-30",7.03
"257","2018-01-31",6.68
"258","2018-02-01",6.57
"259","2018-02-02",6.43
"260","2018-02-05",6.32
"261","2018-02-06",6.39
"262","2018-02-07",6.41
"263","2018-02-08",6.06
"264","2018-02-09",6.24
"265","2018-02-12",6.44
"266","2018-02-13",6.68
"267","2018-02-14",6.47
"268","2018-02-15",6.51
"269","2018-02-16",6.63
"270","2018-02-20",6.5
"271","2018-02-21",6.54
"272","2018-02-22",6.53
"273","2018-02-23",6.59
"274","2018-02-26",6.44
"275","2018-02-27",6.63
"276","2018-02-28",6.61
"277","2018-03-01",6.49
"278","2018-03-02",6.51
"279","2018-03-05",6.66
"280","2018-03-06",6.46
"281","2018-03-07",6.74
"282","2018-03-08",7.25
"283","2018-03-09",7.22
"284","2018-03-12",7.6
"285","2018-03-13",7.55
"286","2018-03-14",7.74
"287","2018-03-15",8.31
"288","2018-03-16",8.34
"289","2018-03-19",7.86
"290","2018-03-20",7.96
"291","2018-03-21",8.36
"292","2018-03-22",8.205
"293","2018-03-23",8.54
"294","2018-03-26",8.39
"295","2018-03-27",8.29
"296","2018-03-28",8.18
"297","2018-03-29",8.3
"298","2018-04-02",8.47
"299","2018-04-03",8.54
"300","2018-04-04",9.24
"301","2018-04-05",9.78
"302","2018-04-06",8.9
"303","2018-04-09",9.06
"304","2018-04-10",9.55
"305","2018-04-11",9.71
"306","2018-04-12",10.01
"307","2018-04-13",9.74
"308","2018-04-16",7.49
"309","2018-04-17",7.57
"310","2018-04-18",7.66
"311","2018-04-19",7.44
"312","2018-04-20",7.11
"313","2018-04-23",6.8
"314","2018-04-24",6.82
"315","2018-04-25",7.06
"316","2018-04-26",7.26
"317","2018-04-27",7.08
"318","2018-04-30",6.85
"319","2018-05-01",6.91
"320","2018-05-02",6.92
"321","2018-05-03",6.93
"322","2018-05-04",7.09
"323","2018-05-07",7.05
"324","2018-05-08",6.96
"325","2018-05-09",6.88
"326","2018-05-10",6.76
"327","2018-05-11",7.42
"328","2018-05-14",7.44
"329","2018-05-15",7.67
"330","2018-05-16",8.08
"331","2018-05-17",7.78
"332","2018-05-18",8.14
"333","2018-05-21",8.45
"334","2018-05-22",8.41
"335","2018-05-23",8.63
"336","2018-05-24",8.6
"337","2018-05-25",8.54
"338","2018-05-29",8.44
"339","2018-05-30",8.31
"340","2018-05-31",9.3
"341","2018-06-01",9.26
"342","2018-06-04",8.55
"343","2018-06-05",8.36
"344","2018-06-06",8.55
"345","2018-06-07",8.23
"346","2018-06-08",8.13
"347","2018-06-11",8.43
"348","2018-06-12",8.45
"349","2018-06-13",8.51
"350","2018-06-14",8.59
"351","2018-06-15",8.91
"352","2018-06-18",8.26
"353","2018-06-19",8.29
"354","2018-06-20",8.57
"355","2018-06-21",9.04
"356","2018-06-22",8.95
"357","2018-06-25",9.44
"358","2018-06-26",9.13
"359","2018-06-27",8.5
"360","2018-06-28",8.7
"361","2018-06-29",9
"362","2018-07-02",9.02
"363","2018-07-03",9.13
"364","2018-07-05",9.06
"365","2018-07-06",8.7
"366","2018-07-09",8.74
"367","2018-07-10",8.51
"368","2018-07-11",8.53
"369","2018-07-12",8.66
"370","2018-07-13",8.55
"371","2018-07-16",8.41
"372","2018-07-17",8.34
"373","2018-07-18",8.35
"374","2018-07-19",8.51
"375","2018-07-20",8.29
"376","2018-07-23",8.42
"377","2018-07-24",8.08
"378","2018-07-25",8.08
"379","2018-07-26",8.14
"380","2018-07-27",7.653
"381","2018-07-30",7.48
"382","2018-07-31",7.48
"383","2018-08-01",7.04
"384","2018-08-02",7.38
"385","2018-08-03",7.19
"386","2018-08-06",6.8
"387","2018-08-07",6.52
"388","2018-08-08",6.59
"389","2018-08-09",6.66
"390","2018-08-10",7.31
"391","2018-08-13",6.92
"392","2018-08-14",7.26
"393","2018-08-15",7.12
"394","2018-08-16",6.93
"395","2018-08-17",6.83
"396","2018-08-20",6.71
"397","2018-08-21",6.84
"398","2018-08-22",6.98
"399","2018-08-23",6.96
"400","2018-08-24",7
"401","2018-08-27",6.64
"402","2018-08-28",7.05
"403","2018-08-29",7.08
"404","2018-08-30",7.26
"405","2018-08-31",7.37
"406","2018-09-04",7.17
"407","2018-09-05",7.15
"408","2018-09-06",7.47
"409","2018-09-07",7.09
"410","2018-09-10",6.82
"411","2018-09-11",7.3
"412","2018-09-12",7.015
"413","2018-09-13",6.75
"414","2018-09-14",6.77
"415","2018-09-17",6.6
"416","2018-09-18",6.7
"417","2018-09-19",6.97
"418","2018-09-20",6.87
"419","2018-09-21",6.59
"420","2018-09-24",6.79
"421","2018-09-25",6.84
"422","2018-09-26",7.01
"423","2018-09-27",8.04
"424","2018-09-28",7.79
"425","2018-10-01",7.94
"426","2018-10-02",7.67
"427","2018-10-03",7.64
"428","2018-10-04",7.45
"429","2018-10-05",6.91
"430","2018-10-08",6.54
"431","2018-10-09",6.4
"432","2018-10-10",6.33
"433","2018-10-11",6.115
"434","2018-10-12",6.25
"435","2018-10-15",6.15
"436","2018-10-16",6.607
"437","2018-10-17",6.36
"438","2018-10-18",6.74
"439","2018-10-19",6.53
"440","2018-10-22",5.75
"441","2018-10-23",5.65
"442","2018-10-24",4.89
"443","2018-10-25",5.05
"444","2018-10-26",5.11
"445","2018-10-29",4.9
"446","2018-10-30",4.5
"447","2018-10-31",4.51
"448","2018-11-01",4.39
"449","2018-11-02",4.36
"450","2018-11-05",4.35
"451","2018-11-06",4.26
"452","2018-11-07",4.3
"453","2018-11-08",4.33
"454","2018-11-09",4.16
"455","2018-11-12",3.95
"456","2018-11-13",3.88
"457","2018-11-14",3.59
"458","2018-11-15",3.5
"459","2018-11-16",3.8
"460","2018-11-19",3.751
"461","2018-11-20",3.56
"462","2018-11-21",3.67
"463","2018-11-23",3.74
"464","2018-11-26",3.78
"465","2018-11-27",3.59
"466","2018-11-28",3.86
"467","2018-11-29",3.77
"468","2018-11-30",3.7
"469","2018-12-03",3.61
"470","2018-12-04",3.68
"471","2018-12-06",3.45
"472","2018-12-07",3.17
"473","2018-12-10",3.2
"474","2018-12-11",3.2
"475","2018-12-12",3.1
"476","2018-12-13",2.87
"477","2018-12-14",2.91
"478","2018-12-17",2.8
"479","2018-12-18",2.71
"480","2018-12-19",2.69
"481","2018-12-20",2.51
"482","2018-12-21",2.36
"483","2018-12-24",2.28
"484","2018-12-26",2.31
"485","2018-12-27",1.92
"486","2018-12-28",2.14
"487","2018-12-31",2
"488","2019-01-02",2.44
"489","2019-01-03",2.55
"490","2019-01-04",2.59
"491","2019-01-07",3.01
"492","2019-01-08",2.7
"493","2019-01-09",2.74
"494","2019-01-10",2.7
"495","2019-01-11",2.54
"496","2019-01-14",2.57
"497","2019-01-15",2.55
"498","2019-01-16",2.56
"499","2019-01-17",3.07
"500","2019-01-18",3.01
"501","2019-01-22",2.73
"502","2019-01-23",2.69
"503","2019-01-24",2.74
"504","2019-01-25",2.94
"505","2019-01-28",2.76
"506","2019-01-29",2.52
"507","2019-01-30",2.175
"508","2019-01-31",1.95
"509","2019-02-01",1.5
"510","2019-02-04",1.39
"511","2019-02-05",1.44
"512","2019-02-06",1.6
"513","2019-02-07",1.52
"514","2019-02-08",1.49
"515","2019-02-11",1.49
"516","2019-02-12",1.56
"517","2019-02-13",1.56
"518","2019-02-14",1.66
"519","2019-02-15",1.65
"520","2019-02-19",1.66
"521","2019-02-20",1.6
"522","2019-02-21",1.57
"523","2019-02-22",1.64
"524","2019-02-25",1.53
"525","2019-02-26",1.57
"526","2019-02-27",1.54
"527","2019-02-28",1.56
"528","2019-03-01",1.51
"529","2019-03-04",1.48
"530","2019-03-05",1.48
"531","2019-03-06",1.42
"532","2019-03-07",1.48
"533","2019-03-08",1.75
"534","2019-03-11",1.75
"535","2019-03-12",1.99
"536","2019-03-13",1.97
"537","2019-03-14",1.85
"538","2019-03-15",2.25
"539","2019-03-18",2.33
"540","2019-03-19",2.13
"541","2019-03-20",2.02
"542","2019-03-21",2.08
"543","2019-03-22",1.97
"544","2019-03-25",1.97
"545","2019-03-26",1.9
"546","2019-03-27",1.86
"547","2019-03-28",1.9
"548","2019-03-29",1.87
"549","2019-04-01",1.95
"550","2019-04-02",2.07
"551","2019-04-03",1.94
"552","2019-04-04",1.93
"553","2019-04-05",1.95
"554","2019-04-08",1.97
"555","2019-04-09",1.93
"556","2019-04-10",1.91
"557","2019-04-11",1.82
"558","2019-04-12",1.72
"559","2019-04-15",1.76
"560","2019-04-16",1.75
"561","2019-04-17",1.64
"562","2019-04-18",1.62
"563","2019-04-22",1.69
"564","2019-04-23",1.72
"565","2019-04-24",1.73
"566","2019-04-25",1.67
"567","2019-04-26",1.7
"568","2019-04-29",1.76
"569","2019-04-30",1.7
"570","2019-05-01",1.7
"571","2019-05-02",1.67
"572","2019-05-03",1.72
"573","2019-05-06",1.68
"574","2019-05-07",1.71
"575","2019-05-08",1.68
"576","2019-05-09",1.68
"577","2019-05-10",1.62
"578","2019-05-13",1.53
"579","2019-05-14",1.54
"580","2019-05-15",1.54
"581","2019-05-16",1.515
"582","2019-05-17",1.47
"583","2019-05-20",1.44
"584","2019-05-21",1.53
"585","2019-05-22",1.6
"586","2019-05-23",1.51
"587","2019-05-24",1.525
"588","2019-05-28",1.51
"589","2019-05-29",1.477
"590","2019-05-30",1.47
"591","2019-05-31",1.45
"592","2019-06-03",1.44
"593","2019-06-04",1.44
"594","2019-06-05",1.36
"595","2019-06-06",1.36
"596","2019-06-07",1.42
"597","2019-06-10",1.38
"598","2019-06-11",1.392
"599","2019-06-12",1.41
"600","2019-06-13",1.5
"601","2019-06-14",1.53
"602","2019-06-17",1.52
"603","2019-06-18",1.55
"604","2019-06-19",1.55
"605","2019-06-20",1.69
"606","2019-06-21",1.68
"607","2019-06-24",1.65
"608","2019-06-25",1.65
"609","2019-06-26",1.64
"610","2019-06-27",1.735
"611","2019-06-28",1.79
"612","2019-07-01",1.74
"613","2019-07-02",1.74
"614","2019-07-03",1.74
"615","2019-07-05",1.94
"616","2019-07-08",2.03
"617","2019-07-09",2.045
"618","2019-07-10",2.06
"619","2019-07-11",1.99
"620","2019-07-12",1.97
"621","2019-07-15",2.03
"622","2019-07-16",2.02
"623","2019-07-17",1.99
"624","2019-07-18",2.03
"625","2019-07-19",1.95
"626","2019-07-22",1.92
"627","2019-07-23",1.92
"628","2019-07-24",1.93
"629","2019-07-25",2
"630","2019-07-26",2.19
"631","2019-07-29",2.22
"632","2019-07-30",2.36
"633","2019-07-31",2.26
"634","2019-08-01",2.24
"635","2019-08-02",2.29
"636","2019-08-05",2.08
"637","2019-08-06",1.77
"638","2019-08-07",1.54
"639","2019-08-08",1.57
"640","2019-08-09",1.55
"641","2019-08-12",1.43
"642","2019-08-13",1.42
"643","2019-08-14",1.41
"644","2019-08-15",1.39
"645","2019-08-16",1.46
"646","2019-08-19",1.54
"647","2019-08-20",1.52
"648","2019-08-21",1.53
"649","2019-08-22",1.5
"650","2019-08-23",1.49
"651","2019-08-26",1.48
"652","2019-08-27",1.5
"653","2019-08-28",1.498
"654","2019-08-29",1.49
"655","2019-08-30",1.51
"656","2019-09-03",1.54
"657","2019-09-04",1.6
"658","2019-09-05",1.59
"659","2019-09-06",1.61
"660","2019-09-09",1.68
"661","2019-09-10",1.71
"662","2019-09-11",1.71
"663","2019-09-12",1.73
"664","2019-09-13",1.77
"665","2019-09-16",1.82
"666","2019-09-17",1.56
"667","2019-09-18",1.48
"668","2019-09-19",1.49
"669","2019-09-20",1.48
"670","2019-09-23",1.52
"671","2019-09-24",1.41
"672","2019-09-25",1.42
"673","2019-09-26",1.41
"674","2019-09-27",1.31
"675","2019-09-30",1.17
"676","2019-10-01",1.15
"677","2019-10-02",1.23
"678","2019-10-03",1.23
"679","2019-10-04",1.19
"680","2019-10-07",1.19
"681","2019-10-08",1.2
"682","2019-10-09",1.21
"683","2019-10-10",1.16
"684","2019-10-11",1.22
"685","2019-10-14",1.17
"686","2019-10-15",1.18
"687","2019-10-16",1.19
"688","2019-10-17",1.17
"689","2019-10-18",1.15
"690","2019-10-21",1.14
"691","2019-10-22",1.16
"692","2019-10-23",1.14
"693","2019-10-24",1.13
"694","2019-10-25",1.11
"695","2019-10-28",1.14
"696","2019-10-29",1.11
"697","2019-10-30",1.12
"698","2019-10-31",1.17
"699","2019-11-01",1.24
"700","2019-11-04",1.37
"701","2019-11-05",1.36
"702","2019-11-06",1.34
"703","2019-11-07",1.35
"704","2019-11-08",1.34
"705","2019-11-11",1.3
"706","2019-11-12",1.2
"707","2019-11-13",1.15
"708","2019-11-14",0.627
"709","2019-11-15",0.644
"710","2019-11-18",0.728
"711","2019-11-19",0.762
"712","2019-11-20",0.724
"713","2019-11-21",0.69
"714","2019-11-22",0.7
"715","2019-11-25",0.724
"716","2019-11-26",0.71
"717","2019-11-27",0.681
"718","2019-11-29",0.72
"719","2019-12-02",0.738
"720","2019-12-03",0.77
"721","2019-12-04",0.8
"722","2019-12-05",0.786
"723","2019-12-06",0.795
"724","2019-12-09",0.798
"725","2019-12-10",0.82
"726","2019-12-11",0.829
"727","2019-12-12",0.827
"728","2019-12-13",0.808
"729","2019-12-16",0.77
"730","2019-12-17",0.8
"731","2019-12-18",0.84
"732","2019-12-19",0.855
"733","2019-12-20",0.89
"734","2019-12-23",0.96
"735","2019-12-24",1.01
"736","2019-12-26",1.1
"737","2019-12-27",1.1
"738","2019-12-30",1.126
"739","2019-12-31",1.12
"740","2020-01-02",1.06
"741","2020-01-03",1.61
"742","2020-01-06",1.87
"743","2020-01-07",1.68
"744","2020-01-08",1.76
"745","2020-01-09",1.95
"746","2020-01-10",1.84
"747","2020-01-13",1.7
"748","2020-01-14",1.67
"749","2020-01-15",1.6
"750","2020-01-16",1.56
"751","2020-01-17",1.78
"752","2020-01-21",1.87
"753","2020-01-22",1.79
"754","2020-01-23",2
"755","2020-01-24",1.9
"756","2020-01-27",1.83
"757","2020-01-28",1.78
"758","2020-01-29",1.91
"759","2020-01-30",1.87
"760","2020-01-31",1.91
"761","2020-02-03",1.83
"762","2020-02-04",1.87
"763","2020-02-05",1.92
"764","2020-02-06",1.89
"765","2020-02-07",1.78
"766","2020-02-10",1.86
"767","2020-02-11",2.13
"768","2020-02-12",2.04
"769","2020-02-13",2.01
"770","2020-02-14",2.15
"771","2020-02-18",2.3
"772","2020-02-19",2.9
"773","2020-02-20",2.71
"774","2020-02-21",2.6
"775","2020-02-24",2.57
"776","2020-02-25",2.37
"777","2020-02-26",2.69
"778","2020-02-27",2.62
"779","2020-02-28",2.41
"780","2020-03-02",2.94
"781","2020-03-03",2.69
"782","2020-03-04",2.74
"783","2020-03-05",2.6
"784","2020-03-06",2.63
"785","2020-03-09",2.34
"786","2020-03-10",2.22
"787","2020-03-11",2.01
"788","2020-03-12",1.65
"789","2020-03-13",1.48
"790","2020-03-16",1.3
"791","2020-03-17",1.42
"792","2020-03-18",1.17
"793","2020-03-19",1.32
"794","2020-03-20",1.27
"795","2020-03-23",1.31
"796","2020-03-24",1.5
"797","2020-03-25",1.55
"798","2020-03-26",1.63
"799","2020-03-27",1.61
"800","2020-03-30",1.54
"801","2020-03-31",1.58
"802","2020-04-01",1.39
"803","2020-04-02",1.39
"804","2020-04-03",1.42
"805","2020-04-06",1.49
"806","2020-04-07",1.53
"807","2020-04-08",1.61
"808","2020-04-09",1.69
"809","2020-04-13",1.85
"810","2020-04-14",1.79
"811","2020-04-15",1.78
"812","2020-04-16",1.8
"813","2020-04-17",1.74
"814","2020-04-20",1.71
"815","2020-04-21",1.9
"816","2020-04-22",1.98
"817","2020-04-23",2.12
"818","2020-04-24",2.4
"819","2020-04-27",2.39
"820","2020-04-28",2.3
"821","2020-04-29",2.27
"822","2020-04-30",2.19
"823","2020-05-01",2.14
"824","2020-05-04",2.03
"825","2020-05-05",2.26
"826","2020-05-06",2.1
"827","2020-05-07",2.19
"828","2020-05-08",2.17
"829","2020-05-11",2.3
"830","2020-05-12",2.51
"831","2020-05-13",2.29
"832","2020-05-14",2.2
"833","2020-05-15",2.29
"834","2020-05-18",2.24
"835","2020-05-19",2.3
"836","2020-05-20",2.25
"837","2020-05-21",2.15
"838","2020-05-22",2.13
"839","2020-05-26",1.99
"840","2020-05-27",2.11
"841","2020-05-28",2.23
"842","2020-05-29",2.37
"843","2020-06-01",2.56
"844","2020-06-02",2.84
"845","2020-06-03",2.8
"846","2020-06-04",2.6
"847","2020-06-05",2.48
"848","2020-06-08",2.64
"849","2020-06-09",2.53
"850","2020-06-10",2.45
"851","2020-06-11",2.18
"852","2020-06-12",2.36
"853","2020-06-15",2.53
"854","2020-06-16",2.57
"855","2020-06-17",2.52
"856","2020-06-18",2.04
"857","2020-06-19",1.99
"858","2020-06-22",2.07
"859","2020-06-23",2.1
"860","2020-06-24",2.13
"861","2020-06-25",2.23
"862","2020-06-26",2.19
"863","2020-06-29",2.18
"864","2020-06-30",2.09
"865","2020-07-01",2.02
"866","2020-07-02",2.07
"867","2020-07-06",1.99
"868","2020-07-07",2
"869","2020-07-08",2.07
"870","2020-07-09",2.02
"871","2020-07-10",1.96
"872","2020-07-13",1.84
"873","2020-07-14",1.81
"874","2020-07-15",1.805
"875","2020-07-16",1.84
"876","2020-07-17",1.91
"877","2020-07-20",1.77
"878","2020-07-21",2.07
"879","2020-07-22",2.08
"880","2020-07-23",2.13
"881","2020-07-24",2.17
"882","2020-07-27",2.16
"883","2020-07-28",2.09
"884","2020-07-29",2.09
"885","2020-07-30",2.11
"886","2020-07-31",2.05
"887","2020-08-03",2.115
"888","2020-08-04",2.08
"889","2020-08-05",2.05
"890","2020-08-06",1.97
"891","2020-08-07",1.88
"892","2020-08-10",1.965
"893","2020-08-11",1.87
"894","2020-08-12",1.96
"895","2020-08-13",1.91
"896","2020-08-14",1.9
"897","2020-08-17",2
"898","2020-08-18",1.965
"899","2020-08-19",1.93
"900","2020-08-20",1.87
"901","2020-08-21",1.8
"902","2020-08-24",1.82
"903","2020-08-25",1.78
"904","2020-08-26",1.79
"905","2020-08-27",1.76
"906","2020-08-28",1.74
"907","2020-08-31",1.74
"908","2020-09-01",1.68
"909","2020-09-02",1.69
"910","2020-09-03",1.69
"911","2020-09-04",1.85
"912","2020-09-08",2.01
"913","2020-09-09",1.97
"914","2020-09-10",1.94
"915","2020-09-11",1.85
"916","2020-09-14",1.97
"917","2020-09-15",1.91
"918","2020-09-16",1.91
"919","2020-09-17",1.91
"920","2020-09-18",1.94
"921","2020-09-21",1.97
"922","2020-09-22",1.88
"923","2020-09-23",1.8
"924","2020-09-24",1.83
"925","2020-09-25",1.93
"926","2020-09-28",1.88
"927","2020-09-29",1.93
"928","2020-09-30",1.98
"929","2020-10-01",2
"930","2020-10-02",2
"931","2020-10-05",2.02
"932","2020-10-06",2
"933","2020-10-07",2.05
"934","2020-10-08",2.06
"935","2020-10-09",2.07
"936","2020-10-12",2.16
"937","2020-10-13",2.12
"938","2020-10-14",2.13
"939","2020-10-15",2.11
"940","2020-10-16",2.19
"941","2020-10-19",2.31
"942","2020-10-20",2.15
"943","2020-10-21",2.08
"944","2020-10-22",2.16
"945","2020-10-23",2.115
"946","2020-10-26",2
"947","2020-10-27",2.08
"948","2020-10-28",1.97
"949","2020-10-29",1.98
"950","2020-10-30",1.95
"951","2020-11-02",1.9
"952","2020-11-03",1.92
"953","2020-11-04",1.95
"954","2020-11-05",1.96
"955","2020-11-06",2.2
"956","2020-11-09",1.53
"957","2020-11-10",1.6
"958","2020-11-11",1.59
"959","2020-11-12",1.54
"960","2020-11-13",1.6
"961","2020-11-16",1.56
"962","2020-11-17",1.54
"963","2020-11-18",1.5
"964","2020-11-19",1.5
"965","2020-11-20",1.49
"966","2020-11-23",1.49
"967","2020-11-24",1.49
"968","2020-11-25",1.5
"969","2020-11-27",1.59
