"","date","BFRA"
"96","2018-07-02",12.615
"97","2018-07-03",12.615
"98","2018-07-05",12.99
"99","2018-07-06",13.03
"100","2018-07-09",13.26
"101","2018-07-10",13.1
"102","2018-07-11",13.1
"103","2018-07-12",12.83
"104","2018-07-13",12.8
"105","2018-07-16",12.8
"106","2018-07-17",12.683
"107","2018-07-18",13
"108","2018-07-19",13
"109","2018-07-20",12.99
"110","2018-07-23",13
"111","2018-07-24",13
"112","2018-07-25",13.4
"113","2018-07-26",13.44
"114","2018-07-27",13.65
"115","2018-07-30",13.4
"116","2018-07-31",13.65
"117","2018-08-01",13.7
"118","2018-08-02",13.635
"119","2018-08-03",13.635
"120","2018-08-06",13.635
"121","2018-08-07",13.73
"122","2018-08-08",13.73
"123","2018-08-09",13.73
"124","2018-08-10",13.117
"125","2018-08-13",13.045
"126","2018-08-14",13.05
"127","2018-08-15",13.1
"128","2018-08-16",13.1
"129","2018-08-17",13.38
"130","2018-08-20",13.83
"131","2018-08-21",14.064
"132","2018-08-22",14.09
"133","2018-08-23",14.01
"134","2018-08-24",14.17
"135","2018-08-27",14.5
"136","2018-08-28",14.49
"137","2018-08-29",15.05
"138","2018-08-30",14.9
"139","2018-08-31",14.32
"140","2018-09-04",14.19
"141","2018-09-05",13.74
"142","2018-09-06",13.73
"143","2018-09-07",13.65
"144","2018-09-10",13.55
"145","2018-09-11",13.7
"146","2018-09-12",13.78
"147","2018-09-13",13.4
"148","2018-09-14",13.7
"149","2018-09-17",13.828
"150","2018-09-18",13.65
"151","2018-09-19",13.63
"152","2018-09-20",13.81
"153","2018-09-21",13.9
"154","2018-09-24",13.945
"155","2018-09-25",13.85
"156","2018-09-26",13.81
"157","2018-09-27",13.81
"158","2018-09-28",13.593
"159","2018-10-01",13.65
"160","2018-10-02",13.524
"161","2018-10-03",13.52
"162","2018-10-04",13.567
"163","2018-10-05",13.567
"164","2018-10-08",13.23
"165","2018-10-09",13.23
"166","2018-10-10",13.5
"167","2018-10-11",13.3
"168","2018-10-12",13.3
"169","2018-10-15",13.3
"170","2018-10-16",13.3
"171","2018-10-17",13.3
"172","2018-10-18",13.3
"173","2018-10-19",13.2
"174","2018-10-22",13.2
"175","2018-10-23",12.71
"176","2018-10-24",12.25
"177","2018-10-25",12.25
"178","2018-10-26",12.25
"179","2018-10-29",12.493
"180","2018-10-30",12.493
"181","2018-10-31",12.49
"182","2018-11-01",12.59
"183","2018-11-02",12.7
"184","2018-11-05",12.69
"185","2018-11-06",12.72
"186","2018-11-07",13.258
"187","2018-11-08",12.65
"188","2018-11-09",13.007
"189","2018-11-12",12.816
"190","2018-11-13",12.816
"191","2018-11-14",12.816
"192","2018-11-15",12.448
"193","2018-11-16",12.64
"194","2018-11-19",12.253
"195","2018-11-20",11.65
"196","2018-11-21",12
"197","2018-11-23",12.29
"198","2018-11-26",12.48
"199","2018-11-27",12.5
"200","2018-11-28",12.8
"201","2018-11-29",12.604
"202","2018-11-30",12.63
"203","2018-12-03",12.785
"204","2018-12-04",12.785
"205","2018-12-06",12.785
"206","2018-12-07",12.785
"207","2018-12-10",12.261
"208","2018-12-11",12.261
"209","2018-12-12",12.261
"210","2018-12-13",12.261
"211","2018-12-14",12.2
"212","2018-12-17",12.25
"213","2018-12-18",12.25
"214","2018-12-19",12.353
"215","2018-12-20",12.35
"216","2018-12-21",12.35
"217","2018-12-24",12.35
"218","2018-12-26",12.35
"219","2018-12-27",11.21
"220","2018-12-28",11.49
"221","2018-12-31",11.71
"222","2019-01-02",11.71
"223","2019-01-03",11.12
"224","2019-01-04",11.9
"225","2019-01-07",12.73
"226","2019-01-08",12.85
"227","2019-01-09",12.85
"228","2019-01-10",13.7
"229","2019-01-11",13.605
"230","2019-01-14",13.605
"231","2019-01-15",13.605
"232","2019-01-16",13.605
"233","2019-01-17",13.61
"234","2019-01-18",13.29
"235","2019-01-22",13.29
"236","2019-01-23",13.29
"237","2019-01-24",13.29
"238","2019-01-25",13.16
"239","2019-01-28",13.42
"240","2019-01-29",13.42
"241","2019-01-30",13.33
"242","2019-01-31",13
"243","2019-02-01",12.101
"244","2019-02-04",12.75
"245","2019-02-05",12.7
"246","2019-02-06",12.7
"247","2019-02-07",12.7
"248","2019-02-08",12.7
"249","2019-02-11",12.7
"250","2019-02-12",12.7
"251","2019-02-13",12.7
"252","2019-02-14",12.782
"253","2019-02-15",12.782
"254","2019-02-19",12.75
"255","2019-02-20",12.75
"256","2019-02-21",12.75
"257","2019-02-22",12.75
"258","2019-02-25",12.75
"259","2019-02-26",12.75
"260","2019-02-27",12.15
"261","2019-02-28",12.15
"262","2019-03-01",12.09
"263","2019-03-04",12.09
"264","2019-03-05",12.09
"265","2019-03-06",11.88
"266","2019-03-07",11.88
"267","2019-03-08",11.76
"268","2019-03-11",12.142
"269","2019-03-12",12.14
"270","2019-03-13",11.92
"271","2019-03-14",11.92
"272","2019-03-15",12.05
"273","2019-03-18",12.118
"274","2019-03-19",12.521
"275","2019-03-20",12.9
"276","2019-03-21",12.4
"277","2019-03-22",12.48
"278","2019-03-25",12.9
"279","2019-03-26",12.956
"280","2019-03-27",12.956
"281","2019-03-28",12.956
"282","2019-03-29",12.956
"283","2019-04-01",12.956
"284","2019-04-02",12.714
"285","2019-04-03",13.535
"286","2019-04-04",14.12
"287","2019-04-05",14.12
"288","2019-04-08",14.04
"289","2019-04-09",14.04
"290","2019-04-10",13.83
"291","2019-04-11",14.445
"292","2019-04-12",14.445
"293","2019-04-15",14.24
"294","2019-04-16",14.409
"295","2019-04-17",14.431
"296","2019-04-18",14.25
"297","2019-04-22",14.25
"298","2019-04-23",14.25
"299","2019-04-24",14.25
"300","2019-04-25",14.319
"301","2019-04-26",14.319
"302","2019-04-29",14.75
"303","2019-04-30",15.78
"304","2019-05-01",15.78
"305","2019-05-02",14.38
"306","2019-05-03",14.38
"307","2019-05-06",14.38
"308","2019-05-07",14.61
"309","2019-05-08",14.61
"310","2019-05-09",14.872
"311","2019-05-10",14.872
"312","2019-05-13",14.645
"313","2019-05-14",14.645
"314","2019-05-15",14.717
"315","2019-05-16",14.717
"316","2019-05-17",14.717
"317","2019-05-20",14.717
"318","2019-05-21",14.717
"319","2019-05-22",14.717
"320","2019-05-23",15.68
"321","2019-05-24",16
"322","2019-05-28",15.392
"323","2019-05-29",15.9
"324","2019-05-30",16.129999
"325","2019-05-31",16.129999
"326","2019-06-03",15.074
"327","2019-06-04",15.5
"328","2019-06-05",16.469999
"329","2019-06-06",16.9
"330","2019-06-07",16.91
"331","2019-06-10",16.33
"332","2019-06-11",17.226
"333","2019-06-12",17.875
"334","2019-06-13",17.52
"335","2019-06-14",16.820999
"336","2019-06-17",16.021
"337","2019-06-18",16.76
"338","2019-06-19",17.43
"339","2019-06-20",16.43
"340","2019-06-21",16.290001
"341","2019-06-24",17
"342","2019-06-25",16.530001
"343","2019-06-26",17
"344","2019-06-27",17.25
"345","2019-06-28",17.25
"346","2019-07-01",18.25
"347","2019-07-02",17.66
"348","2019-07-03",18.219999
"349","2019-07-05",18.219999
"350","2019-07-08",17.25
"351","2019-07-09",17.25
"352","2019-07-10",17.25
"353","2019-07-11",17.25
"354","2019-07-12",17.25
"355","2019-07-15",17.25
"356","2019-07-16",17.25
"357","2019-07-17",16.52
"358","2019-07-18",16.700001
"359","2019-07-19",16.700001
"360","2019-07-22",15.27
"361","2019-07-23",15.35
"362","2019-07-24",15.35
"363","2019-07-25",15.35
"364","2019-07-26",15.35
"365","2019-07-29",15.35
"366","2019-07-30",15.776
"367","2019-07-31",15.561
"368","2019-08-01",15.561
"369","2019-08-02",15.561
"370","2019-08-05",14.478
"371","2019-08-06",14.478
"372","2019-08-07",14.478
"373","2019-08-08",14.478
"374","2019-08-09",14.478
"375","2019-08-12",14.478
"376","2019-08-13",14.478
"377","2019-08-14",14.478
"378","2019-08-15",14.478
"379","2019-08-16",14.478
"380","2019-08-19",14.478
"381","2019-08-20",14.478
"382","2019-08-21",14.478
"383","2019-08-22",14.478
"384","2019-08-23",14.478
"385","2019-08-26",14.478
"386","2019-08-27",14.478
"387","2019-08-28",14.478
"388","2019-08-29",14.478
"389","2019-08-30",14.478
"390","2019-09-03",14.478
"391","2019-09-04",14.339
"392","2019-09-05",14.339
"393","2019-09-06",14.402
"394","2019-09-09",14.282
"395","2019-09-10",14.313
"396","2019-09-11",14.313
"397","2019-09-12",14.313
"398","2019-09-13",13.92
"399","2019-09-16",14.5
"400","2019-09-17",14
"401","2019-09-18",14
"402","2019-09-19",14
"403","2019-09-20",14
"404","2019-09-23",14
"405","2019-09-24",14
"406","2019-09-25",12.71
"407","2019-09-26",12.71
"408","2019-09-27",12.71
"409","2019-09-30",12.71
"410","2019-10-01",12.71
"411","2019-10-02",12.6
"412","2019-10-03",12.6
"413","2019-10-04",12.6
"414","2019-10-07",12.84
"415","2019-10-08",12.84
"416","2019-10-09",12.15
"417","2019-10-10",11.86
"418","2019-10-11",11.86
"419","2019-10-14",11.86
"420","2019-10-15",11.86
"421","2019-10-16",11.86
"422","2019-10-17",11.86
"423","2019-10-18",11.05
"424","2019-10-21",11.05
"425","2019-10-22",11.05
"426","2019-10-23",11.05
"427","2019-10-24",11.05
"428","2019-10-25",11.05
"429","2019-10-28",11.05
"430","2019-10-29",11.05
"431","2019-10-30",11.05
"432","2019-10-31",11.05
"433","2019-11-01",11.05
"434","2019-11-04",11.05
"435","2019-11-05",11.05
"436","2019-11-06",11.05
"437","2019-11-07",11.356
"438","2019-11-08",11.356
"439","2019-11-11",11.356
"440","2019-11-12",11.356
"441","2019-11-13",11.356
"442","2019-11-14",11.1
"443","2019-11-15",11.102
"444","2019-11-18",11.102
"445","2019-11-19",9
"446","2019-11-20",9.59
"447","2019-11-21",10
"448","2019-11-22",9.65
"449","2019-11-25",9.65
"450","2019-11-26",9
"451","2019-11-27",9
"452","2019-11-29",9.57
"453","2019-12-02",10.41
"454","2019-12-03",10.41
"455","2019-12-04",10.139
"456","2019-12-05",10.139
"457","2019-12-06",10.139
"458","2019-12-09",9.905
"459","2019-12-10",9.905
"460","2019-12-11",9.905
"461","2019-12-12",9.905
"462","2019-12-13",9.905
"463","2019-12-16",10.34
"464","2019-12-17",10.34
"465","2019-12-18",10.34
"466","2019-12-19",10.34
"467","2019-12-20",10.34
"468","2019-12-23",10.34
"469","2019-12-24",10.34
"470","2019-12-26",10.34
"471","2019-12-27",10.34
"472","2019-12-30",10.34
"473","2019-12-31",10.34
"474","2020-01-02",10.34
"475","2020-01-03",10.34
"476","2020-01-06",10.34
"477","2020-01-07",10.34
"478","2020-01-08",10.4
"479","2020-01-09",10.4
"480","2020-01-10",10.65
"481","2020-01-13",11.35
"482","2020-01-14",12.1
"483","2020-01-15",11.35
"484","2020-01-16",11.35
"485","2020-01-17",11.346
"486","2020-01-21",11.346
"487","2020-01-22",11.346
"488","2020-01-23",11.346
"489","2020-01-24",11.25
"490","2020-01-27",11
"491","2020-01-28",11.22
"492","2020-01-29",11.22
"493","2020-01-30",11.22
"494","2020-01-31",11.22
"495","2020-02-03",11.54
"496","2020-02-04",11.54
"497","2020-02-05",11.25
"498","2020-02-06",11.25
"499","2020-02-07",11.68
"500","2020-02-10",11.68
"501","2020-02-11",11.68
"502","2020-02-12",11.68
"503","2020-02-13",11.01
"504","2020-02-14",11.262
"505","2020-02-18",11.262
"506","2020-02-19",11.262
"507","2020-02-20",11.262
"508","2020-02-21",11.262
"509","2020-02-24",10.95
"510","2020-02-25",10.95
"511","2020-02-26",10.95
"512","2020-02-27",10.95
"513","2020-02-28",9.86
"514","2020-03-02",9.86
"515","2020-03-03",9.86
"516","2020-03-04",9.86
"517","2020-03-05",10
"518","2020-03-06",10
"519","2020-03-09",9.278
"520","2020-03-10",9.278
"521","2020-03-11",9.278
"522","2020-03-12",8.35
"523","2020-03-13",8.24
"524","2020-03-16",8.24
"525","2020-03-17",8.24
"526","2020-03-18",7.08
"527","2020-03-19",7.08
"528","2020-03-20",7.08
"529","2020-03-23",7.08
"530","2020-03-24",7.08
"531","2020-03-25",7.08
"532","2020-03-26",7.08
"533","2020-03-27",7.08
"534","2020-03-30",7.08
"535","2020-03-31",7.08
"536","2020-04-01",7.08
"537","2020-04-02",7.08
"538","2020-04-03",5.92
"539","2020-04-06",5.92
"540","2020-04-07",5.92
"541","2020-04-08",5.92
"542","2020-04-09",5.92
"543","2020-04-13",5.92
"544","2020-04-14",5.92
"545","2020-04-15",5.92
"546","2020-04-16",5.92
"547","2020-04-17",6.3
"548","2020-04-20",6.516
"549","2020-04-21",6.516
"550","2020-04-22",6.5
"551","2020-04-23",6.5
"552","2020-04-24",6.5
"553","2020-04-27",6.214
"554","2020-04-28",6.1
"555","2020-04-29",6.235
"556","2020-04-30",6.235
"557","2020-05-01",5.806
"558","2020-05-04",5.81
"559","2020-05-05",5.8
"560","2020-05-06",5.8
"561","2020-05-07",5.41
"562","2020-05-08",6.33
"563","2020-05-11",6.477
"564","2020-05-12",6.72
"565","2020-05-13",5.67
"566","2020-05-14",5.6
"567","2020-05-15",6.027
"568","2020-05-18",6.71
"569","2020-05-19",6.71
"570","2020-05-20",7.087
"571","2020-05-21",7.09
"572","2020-05-22",6.93
"573","2020-05-26",6.51
"574","2020-05-27",6.51
"575","2020-05-28",6.51
"576","2020-05-29",6.51
"577","2020-06-01",6.51
"578","2020-06-02",6.51
"579","2020-06-03",7.11
"580","2020-06-04",7.11
"581","2020-06-05",6.51
"582","2020-06-08",6.51
"583","2020-06-09",6.51
"584","2020-06-10",6.51
"585","2020-06-11",7.11
"586","2020-06-12",7.04
"587","2020-06-15",7.04
"588","2020-06-16",7.04
"589","2020-06-17",7.04
"590","2020-06-18",7.04
"591","2020-06-19",7.04
"592","2020-06-22",7.04
"593","2020-06-23",6.52
"594","2020-06-24",6.52
"595","2020-06-25",6.756
"596","2020-06-26",6.66
"597","2020-06-29",6.66
"598","2020-06-30",6.61
"599","2020-07-01",6.61
"600","2020-07-02",6.61
"601","2020-07-06",6.66
"602","2020-07-07",6.19
"603","2020-07-08",6
"604","2020-07-09",6.66
"605","2020-07-10",5.85
"606","2020-07-13",6.035
"607","2020-07-14",6.05
"608","2020-07-15",6.34
"609","2020-07-16",6.3
"610","2020-07-17",6.01
"611","2020-07-20",6.17
"612","2020-07-21",5.89
"613","2020-07-22",5.9
"614","2020-07-23",6.54
"615","2020-07-24",6.41
"616","2020-07-27",6.55
"617","2020-07-28",6.55
"618","2020-07-29",5.997
"619","2020-07-30",6
"620","2020-07-31",5.6
"621","2020-08-03",5.6
"622","2020-08-04",5.6
"623","2020-08-05",26.799999
"624","2020-08-06",16.51
"625","2020-08-07",14.52
"626","2020-08-10",13.25
"627","2020-08-11",20.32
"628","2020-08-12",30.5
"629","2020-08-13",22.9
"630","2020-08-14",16.09
"631","2020-08-17",13.86
"632","2020-08-18",11.51
"633","2020-08-19",11.16
"634","2020-08-20",10.28
"635","2020-08-21",10.7
"636","2020-08-24",10.44
"637","2020-08-25",10.15
"638","2020-08-26",10.87
"639","2020-08-27",10.35
"640","2020-08-28",9.95
"641","2020-08-31",9.24
"642","2020-09-01",8.95
"643","2020-09-02",8.61
"644","2020-09-03",8.22
"645","2020-09-04",7.63
"646","2020-09-08",7.42
"647","2020-09-09",7.86
"648","2020-09-10",7.38
"649","2020-09-11",8.78
"650","2020-09-14",9.3
"651","2020-09-15",9.17
"652","2020-09-16",8.66
"653","2020-09-17",8.88
"654","2020-09-18",8.91
"655","2020-09-21",8.28
"656","2020-09-22",8.29
"657","2020-09-23",8.1
"658","2020-09-24",7.88
"659","2020-09-25",7.81
"660","2020-09-28",8.09
"661","2020-09-29",8
"662","2020-09-30",7.83
"663","2020-10-01",7.91
"664","2020-10-02",7.94
"665","2020-10-05",7.85
"666","2020-10-06",7.85
"667","2020-10-07",7.99
"668","2020-10-08",7.91
"669","2020-10-09",7.83
"670","2020-10-12",7.82
"671","2020-10-13",7.67
"672","2020-10-14",7.75
"673","2020-10-15",7.52
"674","2020-10-16",7.51
"675","2020-10-19",7.5
"676","2020-10-20",7.57
"677","2020-10-21",7.45
"678","2020-10-22",7.56
"679","2020-10-23",7.43
"680","2020-10-26",7.4
"681","2020-10-27",7.13
"682","2020-10-28",6.68
"683","2020-10-29",6.69
"684","2020-10-30",6.35
"685","2020-11-02",6.35
"686","2020-11-03",6.41
"687","2020-11-04",6.48
"688","2020-11-05",6.82
"689","2020-11-06",6.67
"690","2020-11-09",6.75
"691","2020-11-10",6.93
"692","2020-11-11",6.98
"693","2020-11-12",6.68
"694","2020-11-13",6.91
"695","2020-11-16",7.05
"696","2020-11-17",6.82
"697","2020-11-18",6.96
"698","2020-11-19",7.21
"699","2020-11-20",7.23
"700","2020-11-23",7.21
"701","2020-11-24",7.11
"702","2020-11-25",7.2
"703","2020-11-27",7.17
