"","date","CRWD"
"200","2020-03-26",58.639999
"201","2020-03-27",58.790001
"202","2020-03-30",57.720001
"203","2020-03-31",55.68
"204","2020-04-01",54.580002
"205","2020-04-02",56.689999
"206","2020-04-03",57.82
"207","2020-04-06",59.07
"208","2020-04-07",59.599998
"209","2020-04-08",60.32
"210","2020-04-09",58.150002
"211","2020-04-13",58.77
"212","2020-04-14",60.889999
"213","2020-04-15",61.82
"214","2020-04-16",63.450001
"215","2020-04-17",64.739998
"216","2020-04-20",68.43
"217","2020-04-21",66.07
"218","2020-04-22",68.07
"219","2020-04-23",68.910004
"220","2020-04-24",72
"221","2020-04-27",73.599998
"222","2020-04-28",70.129997
"223","2020-04-29",69.279999
"224","2020-04-30",67.660004
"225","2020-05-01",69.209999
"226","2020-05-04",73.43
"227","2020-05-05",71.589996
"228","2020-05-06",72.440002
"229","2020-05-07",75.489998
"230","2020-05-08",76.699997
"231","2020-05-11",76.230003
"232","2020-05-12",76.150002
"233","2020-05-13",76.57
"234","2020-05-14",77.139999
"235","2020-05-15",77.139999
"236","2020-05-18",76.099998
"237","2020-05-19",78.550003
"238","2020-05-20",80.970001
"239","2020-05-21",80.599998
"240","2020-05-22",82.220001
"241","2020-05-26",79.349998
"242","2020-05-27",77.989998
"243","2020-05-28",79.5
"244","2020-05-29",87.809998
"245","2020-06-01",94.839996
"246","2020-06-02",92.25
"247","2020-06-03",98.099998
"248","2020-06-04",95.980003
"249","2020-06-05",93.93
"250","2020-06-08",95.43
"251","2020-06-09",93.900002
"252","2020-06-10",97.220001
"253","2020-06-11",95.040001
"254","2020-06-12",93.120003
"255","2020-06-15",99.019997
"256","2020-06-16",101.040001
"257","2020-06-17",98.690002
"258","2020-06-18",101.610001
"259","2020-06-19",101.080002
"260","2020-06-22",105.019997
"261","2020-06-23",104.269997
"262","2020-06-24",103.699997
"263","2020-06-25",105.709999
"264","2020-06-26",98.790001
"265","2020-06-29",98.099998
"266","2020-06-30",100.290001
"267","2020-07-01",102.949997
"268","2020-07-02",107.269997
"269","2020-07-06",106.389999
"270","2020-07-07",106.419998
"271","2020-07-08",114.550003
"272","2020-07-09",117.459999
"273","2020-07-10",116.650002
"274","2020-07-13",106.209999
"275","2020-07-14",105.610001
"276","2020-07-15",103.150002
"277","2020-07-16",101.059998
"278","2020-07-17",101.43
"279","2020-07-20",106.720001
"280","2020-07-21",106.599998
"281","2020-07-22",103.709999
"282","2020-07-23",101.459999
"283","2020-07-24",100.029999
"284","2020-07-27",103.599998
"285","2020-07-28",105.730003
"286","2020-07-29",112.919998
"287","2020-07-30",111.910004
"288","2020-07-31",113.199997
"289","2020-08-03",115.480003
"290","2020-08-04",114.959999
"291","2020-08-05",114.75
"292","2020-08-06",110.300003
"293","2020-08-07",101.75
"294","2020-08-10",97
"295","2020-08-11",98.160004
"296","2020-08-12",98.449997
"297","2020-08-13",100.889999
"298","2020-08-14",101.25
"299","2020-08-17",105.339996
"300","2020-08-18",107.099998
"301","2020-08-19",108.150002
"302","2020-08-20",112.489998
"303","2020-08-21",112.019997
"304","2020-08-24",111.245003
"305","2020-08-25",113.57
"306","2020-08-26",117.110001
"307","2020-08-27",117.129997
"308","2020-08-28",118.639999
"309","2020-08-31",125.730003
"310","2020-09-01",143.690002
"311","2020-09-02",142.070007
"312","2020-09-03",129.25
"313","2020-09-04",125.190002
"314","2020-09-08",125.629997
"315","2020-09-09",128.179993
"316","2020-09-10",129.350006
"317","2020-09-11",126.279999
"318","2020-09-14",128.5
"319","2020-09-15",131.449997
"320","2020-09-16",131.149994
"321","2020-09-17",128.580002
"322","2020-09-18",131.429993
"323","2020-09-21",138.130005
"324","2020-09-22",142.679993
"325","2020-09-23",138.600006
"326","2020-09-24",133.899994
"327","2020-09-25",136.389999
"328","2020-09-28",137.429993
"329","2020-09-29",136.350006
"330","2020-09-30",137.320007
"331","2020-10-01",142.869995
"332","2020-10-02",139.869995
"333","2020-10-05",144.880005
"334","2020-10-06",145.130005
"335","2020-10-07",144.570007
"336","2020-10-08",142.970001
"337","2020-10-09",143.570007
"338","2020-10-12",145.960007
"339","2020-10-13",152.800003
"340","2020-10-14",147.789993
"341","2020-10-15",145.360001
"342","2020-10-16",145.339996
"343","2020-10-19",144.660004
"344","2020-10-20",142.639999
"345","2020-10-21",135.139999
"346","2020-10-22",134.539993
"347","2020-10-23",135.419998
"348","2020-10-26",133.080002
"349","2020-10-27",133.479996
"350","2020-10-28",131.570007
"351","2020-10-29",127.360001
"352","2020-10-30",123.839996
"353","2020-11-02",124.470001
"354","2020-11-03",126.860001
"355","2020-11-04",136.320007
"356","2020-11-05",138.919998
"357","2020-11-06",141.789993
"358","2020-11-09",126.550003
"359","2020-11-10",123.5
"360","2020-11-11",130.960007
"361","2020-11-12",137.300003
"362","2020-11-13",132.179993
"363","2020-11-16",131.580002
"364","2020-11-17",137.779999
"365","2020-11-18",137.679993
"366","2020-11-19",143.759995
"367","2020-11-20",145.720001
"368","2020-11-23",147.539993
"369","2020-11-24",149.449997
"370","2020-11-25",149.960007
"371","2020-11-27",150.830002
