"","date","GO"
"88","2019-10-23",30.940001
"89","2019-10-24",31.15
"90","2019-10-25",31.51
"91","2019-10-28",30.9
"92","2019-10-29",31.379999
"93","2019-10-30",31.98
"94","2019-10-31",31.9
"95","2019-11-01",32.220001
"96","2019-11-04",31.77
"97","2019-11-05",31.780001
"98","2019-11-06",31.18
"99","2019-11-07",30.870001
"100","2019-11-08",31.110001
"101","2019-11-11",31
"102","2019-11-12",32.599998
"103","2019-11-13",31.58
"104","2019-11-14",31.84
"105","2019-11-15",31.559999
"106","2019-11-18",30.6
"107","2019-11-19",30.66
"108","2019-11-20",31
"109","2019-11-21",30.85
"110","2019-11-22",31.68
"111","2019-11-25",31.77
"112","2019-11-26",32.720001
"113","2019-11-27",32.779999
"114","2019-11-29",33.130001
"115","2019-12-02",32.75
"116","2019-12-03",33.290001
"117","2019-12-04",32.5
"118","2019-12-05",31.48
"119","2019-12-06",32.450001
"120","2019-12-09",32.290001
"121","2019-12-10",31.780001
"122","2019-12-11",31.940001
"123","2019-12-12",30.469999
"124","2019-12-13",30.92
"125","2019-12-16",31.309999
"126","2019-12-17",31.209999
"127","2019-12-18",31.370001
"128","2019-12-19",31.65
"129","2019-12-20",32.990002
"130","2019-12-23",32.849998
"131","2019-12-24",32.41
"132","2019-12-26",33.209999
"133","2019-12-27",33.470001
"134","2019-12-30",33.290001
"135","2019-12-31",32.450001
"136","2020-01-02",31.99
"137","2020-01-03",32.060001
"138","2020-01-06",31.17
"139","2020-01-07",31.43
"140","2020-01-08",31.74
"141","2020-01-09",32.580002
"142","2020-01-10",32.799999
"143","2020-01-13",33.5
"144","2020-01-14",33.650002
"145","2020-01-15",33.73
"146","2020-01-16",34.290001
"147","2020-01-17",34.439999
"148","2020-01-21",35.02
"149","2020-01-22",35.599998
"150","2020-01-23",36.049999
"151","2020-01-24",35.43
"152","2020-01-27",35.25
"153","2020-01-28",33.5
"154","2020-01-29",33.740002
"155","2020-01-30",32.610001
"156","2020-01-31",32.740002
"157","2020-02-03",32.720001
"158","2020-02-04",32.150002
"159","2020-02-05",31.559999
"160","2020-02-06",31.23
"161","2020-02-07",30.959999
"162","2020-02-10",30.75
"163","2020-02-11",30.75
"164","2020-02-12",31.540001
"165","2020-02-13",32.200001
"166","2020-02-14",32.91
"167","2020-02-18",32.110001
"168","2020-02-19",32.02
"169","2020-02-20",32.360001
"170","2020-02-21",31.65
"171","2020-02-24",31.32
"172","2020-02-25",31.700001
"173","2020-02-26",31.280001
"174","2020-02-27",30
"175","2020-02-28",31.65
"176","2020-03-02",31.530001
"177","2020-03-03",31.16
"178","2020-03-04",32.709999
"179","2020-03-05",32.959999
"180","2020-03-06",33.380001
"181","2020-03-09",32.759998
"182","2020-03-10",33.439999
"183","2020-03-11",32.52
"184","2020-03-12",29.059999
"185","2020-03-13",30.26
"186","2020-03-16",29.49
"187","2020-03-17",33.709999
"188","2020-03-18",33.380001
"189","2020-03-19",30.5
"190","2020-03-20",30.82
"191","2020-03-23",31.469999
"192","2020-03-24",33.200001
"193","2020-03-25",33.450001
"194","2020-03-26",35.43
"195","2020-03-27",33.810001
"196","2020-03-30",33.799999
"197","2020-03-31",34.34
"198","2020-04-01",34.419998
"199","2020-04-02",34.529999
"200","2020-04-03",34.41
"201","2020-04-06",37.240002
"202","2020-04-07",36.740002
"203","2020-04-08",35.77
"204","2020-04-09",33.860001
"205","2020-04-13",33.990002
"206","2020-04-14",33.82
"207","2020-04-15",33.650002
"208","2020-04-16",34.790001
"209","2020-04-17",35.610001
"210","2020-04-20",34.939999
"211","2020-04-21",35.110001
"212","2020-04-22",35.150002
"213","2020-04-23",33.880001
"214","2020-04-24",34.880001
"215","2020-04-27",35.470001
"216","2020-04-28",34.84
"217","2020-04-29",34.580002
"218","2020-04-30",33.27
"219","2020-05-01",33.18
"220","2020-05-04",33.060001
"221","2020-05-05",34.450001
"222","2020-05-06",36.139999
"223","2020-05-07",36.380001
"224","2020-05-08",36.709999
"225","2020-05-11",36.669998
"226","2020-05-12",37.490002
"227","2020-05-13",36.880001
"228","2020-05-14",37.610001
"229","2020-05-15",37.529999
"230","2020-05-18",38.380001
"231","2020-05-19",38.369999
"232","2020-05-20",37.799999
"233","2020-05-21",37.630001
"234","2020-05-22",37.84
"235","2020-05-26",37.049999
"236","2020-05-27",37.290001
"237","2020-05-28",36.169998
"238","2020-05-29",36.810001
"239","2020-06-01",36.029999
"240","2020-06-02",36.310001
"241","2020-06-03",36.41
"242","2020-06-04",35.580002
"243","2020-06-05",34.630001
"244","2020-06-08",33.040001
"245","2020-06-09",32.720001
"246","2020-06-10",33.970001
"247","2020-06-11",33.16
"248","2020-06-12",32.630001
"249","2020-06-15",33.150002
"250","2020-06-16",34.700001
"251","2020-06-17",35.5
"252","2020-06-18",34.810001
"253","2020-06-19",35.02
"254","2020-06-22",35.439999
"255","2020-06-23",38.93
"256","2020-06-24",37.950001
"257","2020-06-25",38.759998
"258","2020-06-26",39.400002
"259","2020-06-29",41.5
"260","2020-06-30",40.799999
"261","2020-07-01",41.389999
"262","2020-07-02",41.990002
"263","2020-07-06",44.080002
"264","2020-07-07",43.290001
"265","2020-07-08",42.790001
"266","2020-07-09",42.939999
"267","2020-07-10",41.610001
"268","2020-07-13",39.560001
"269","2020-07-14",39.700001
"270","2020-07-15",39.060001
"271","2020-07-16",39.330002
"272","2020-07-17",39.330002
"273","2020-07-20",39.419998
"274","2020-07-21",40.200001
"275","2020-07-22",41.580002
"276","2020-07-23",42.720001
"277","2020-07-24",41.779999
"278","2020-07-27",43.099998
"279","2020-07-28",43.299999
"280","2020-07-29",43.290001
"281","2020-07-30",44.009998
"282","2020-07-31",43.990002
"283","2020-08-03",43.630001
"284","2020-08-04",44.540001
"285","2020-08-05",44.849998
"286","2020-08-06",44.549999
"287","2020-08-07",45.02
"288","2020-08-10",44.330002
"289","2020-08-11",42.66
"290","2020-08-12",42.860001
"291","2020-08-13",42.880001
"292","2020-08-14",42.880001
"293","2020-08-17",42.459999
"294","2020-08-18",41.91
"295","2020-08-19",42.09
"296","2020-08-20",41.849998
"297","2020-08-21",41.509998
"298","2020-08-24",41.619999
"299","2020-08-25",41.305
"300","2020-08-26",40.740002
"301","2020-08-27",41.779999
"302","2020-08-28",41.130001
"303","2020-08-31",41.130001
"304","2020-09-01",42.23
"305","2020-09-02",42.02
"306","2020-09-03",39.77
"307","2020-09-04",38.860001
"308","2020-09-08",40.040001
"309","2020-09-09",39.380001
"310","2020-09-10",38.220001
"311","2020-09-11",38.66
"312","2020-09-14",39.009998
"313","2020-09-15",40.080002
"314","2020-09-16",39.560001
"315","2020-09-17",39.98
"316","2020-09-18",38.139999
"317","2020-09-21",37.845001
"318","2020-09-22",39.43
"319","2020-09-23",37.82
"320","2020-09-24",38.139999
"321","2020-09-25",38.490002
"322","2020-09-28",38.029999
"323","2020-09-29",39.240002
"324","2020-09-30",39.32
"325","2020-10-01",40.290001
"326","2020-10-02",39.709999
"327","2020-10-05",41.259998
"328","2020-10-06",41.57
"329","2020-10-07",41.77
"330","2020-10-08",42.18
"331","2020-10-09",43.290001
"332","2020-10-12",42.27
"333","2020-10-13",42.549999
"334","2020-10-14",41.52
"335","2020-10-15",41.369999
"336","2020-10-16",41.41
"337","2020-10-19",40.529999
"338","2020-10-20",40.93
"339","2020-10-21",41.740002
"340","2020-10-22",41.810001
"341","2020-10-23",42.32
"342","2020-10-26",42.779999
"343","2020-10-27",44.169998
"344","2020-10-28",44.220001
"345","2020-10-29",44.59
"346","2020-10-30",44.02
"347","2020-11-02",43.48
"348","2020-11-03",44.490002
"349","2020-11-04",46.549999
"350","2020-11-05",45.459999
"351","2020-11-06",44.32
"352","2020-11-09",41.209999
"353","2020-11-10",42.439999
"354","2020-11-11",40.240002
"355","2020-11-12",39.259998
"356","2020-11-13",38.41
"357","2020-11-16",37.294998
"358","2020-11-17",37.099998
"359","2020-11-18",36.75
"360","2020-11-19",37.52
"361","2020-11-20",38.48
"362","2020-11-23",38.459999
"363","2020-11-24",37.25
"364","2020-11-25",37.259998
"365","2020-11-27",37.84
