"","date","VFF"
"166","2019-10-16",6.73
"167","2019-10-17",6.95
"168","2019-10-18",6.78
"169","2019-10-21",7.25
"170","2019-10-22",7.53
"171","2019-10-23",7.86
"172","2019-10-24",8.57
"173","2019-10-25",8.31
"174","2019-10-28",8.35
"175","2019-10-29",7.86
"176","2019-10-30",7.81
"177","2019-10-31",7.91
"178","2019-11-01",8.15
"179","2019-11-04",8.08
"180","2019-11-05",8.6
"181","2019-11-06",8.41
"182","2019-11-07",7.84
"183","2019-11-08",8.87
"184","2019-11-11",8.17
"185","2019-11-12",7.64
"186","2019-11-13",7.09
"187","2019-11-14",6.8
"188","2019-11-15",6.32
"189","2019-11-18",6.09
"190","2019-11-19",6.28
"191","2019-11-20",7.07
"192","2019-11-21",7.28
"193","2019-11-22",6.47
"194","2019-11-25",6.3
"195","2019-11-26",6.71
"196","2019-11-27",6.6
"197","2019-11-29",6.62
"198","2019-12-02",6.27
"199","2019-12-03",6.39
"200","2019-12-04",6.31
"201","2019-12-05",6.34
"202","2019-12-06",6.55
"203","2019-12-09",6.52
"204","2019-12-10",6.12
"205","2019-12-11",6.06
"206","2019-12-12",6.28
"207","2019-12-13",6.17
"208","2019-12-16",6.19
"209","2019-12-17",5.95
"210","2019-12-18",5.52
"211","2019-12-19",5.89
"212","2019-12-20",5.96
"213","2019-12-23",5.73
"214","2019-12-24",5.97
"215","2019-12-26",5.8
"216","2019-12-27",6.26
"217","2019-12-30",5.79
"218","2019-12-31",6.23
"219","2020-01-02",6.14
"220","2020-01-03",6.06
"221","2020-01-06",5.78
"222","2020-01-07",5.71
"223","2020-01-08",5.61
"224","2020-01-09",5.61
"225","2020-01-10",5.4
"226","2020-01-13",5.56
"227","2020-01-14",5.5
"228","2020-01-15",6.36
"229","2020-01-16",6.22
"230","2020-01-17",6.14
"231","2020-01-21",5.83
"232","2020-01-22",5.87
"233","2020-01-23",5.87
"234","2020-01-24",5.58
"235","2020-01-27",5.46
"236","2020-01-28",5.72
"237","2020-01-29",5.51
"238","2020-01-30",5.57
"239","2020-01-31",5.46
"240","2020-02-03",5.565
"241","2020-02-04",5.67
"242","2020-02-05",5.76
"243","2020-02-06",5.51
"244","2020-02-07",5.01
"245","2020-02-10",4.64
"246","2020-02-11",4.7
"247","2020-02-12",4.68
"248","2020-02-13",4.74
"249","2020-02-14",5.27
"250","2020-02-18",5.22
"251","2020-02-19",5.22
"252","2020-02-20",5.06
"253","2020-02-21",4.75
"254","2020-02-24",4.51
"255","2020-02-25",4.2
"256","2020-02-26",4.29
"257","2020-02-27",4.1
"258","2020-02-28",4.09
"259","2020-03-02",4.16
"260","2020-03-03",3.93
"261","2020-03-04",4.02
"262","2020-03-05",3.76
"263","2020-03-06",3.35
"264","2020-03-09",2.91
"265","2020-03-10",3.12
"266","2020-03-11",2.9
"267","2020-03-12",2.71
"268","2020-03-13",2.95
"269","2020-03-16",2.69
"270","2020-03-17",2.58
"271","2020-03-18",2.51
"272","2020-03-19",2.23
"273","2020-03-20",2.39
"274","2020-03-23",2.47
"275","2020-03-24",2.77
"276","2020-03-25",2.95
"277","2020-03-26",3.65
"278","2020-03-27",3.47
"279","2020-03-30",3.26
"280","2020-03-31",2.86
"281","2020-04-01",2.56
"282","2020-04-02",2.59
"283","2020-04-03",2.48
"284","2020-04-06",2.69
"285","2020-04-07",2.76
"286","2020-04-08",2.98
"287","2020-04-09",2.78
"288","2020-04-13",2.84
"289","2020-04-14",2.9
"290","2020-04-15",2.77
"291","2020-04-16",2.7
"292","2020-04-17",2.91
"293","2020-04-20",3.05
"294","2020-04-21",2.87
"295","2020-04-22",2.93
"296","2020-04-23",3.12
"297","2020-04-24",3.33
"298","2020-04-27",3.53
"299","2020-04-28",3.36
"300","2020-04-29",3.53
"301","2020-04-30",3.39
"302","2020-05-01",3.19
"303","2020-05-04",3.38
"304","2020-05-05",3.39
"305","2020-05-06",3.37
"306","2020-05-07",3.28
"307","2020-05-08",3.41
"308","2020-05-11",3.41
"309","2020-05-12",3.32
"310","2020-05-13",3.04
"311","2020-05-14",3.24
"312","2020-05-15",3.13
"313","2020-05-18",3.61
"314","2020-05-19",3.39
"315","2020-05-20",4.21
"316","2020-05-21",4.24
"317","2020-05-22",5.2
"318","2020-05-26",5.87
"319","2020-05-27",5.59
"320","2020-05-28",5.68
"321","2020-05-29",5.44
"322","2020-06-01",5.47
"323","2020-06-02",5.56
"324","2020-06-03",6.37
"325","2020-06-04",6.15
"326","2020-06-05",6.04
"327","2020-06-08",6.8
"328","2020-06-09",6.99
"329","2020-06-10",6.91
"330","2020-06-11",5.78
"331","2020-06-12",6.07
"332","2020-06-15",5.87
"333","2020-06-16",5.88
"334","2020-06-17",5.78
"335","2020-06-18",5.53
"336","2020-06-19",5.1
"337","2020-06-22",5.15
"338","2020-06-23",5.15
"339","2020-06-24",4.97
"340","2020-06-25",4.96
"341","2020-06-26",4.63
"342","2020-06-29",4.92
"343","2020-06-30",4.79
"344","2020-07-01",4.91
"345","2020-07-02",4.76
"346","2020-07-06",5.07
"347","2020-07-07",5.17
"348","2020-07-08",5.38
"349","2020-07-09",4.94
"350","2020-07-10",5.1
"351","2020-07-13",5
"352","2020-07-14",4.94
"353","2020-07-15",5.25
"354","2020-07-16",5.26
"355","2020-07-17",5.24
"356","2020-07-20",5.35
"357","2020-07-21",5.98
"358","2020-07-22",5.6
"359","2020-07-23",5.71
"360","2020-07-24",5.76
"361","2020-07-27",5.96
"362","2020-07-28",6.33
"363","2020-07-29",6.13
"364","2020-07-30",6.35
"365","2020-07-31",6.09
"366","2020-08-03",5.85
"367","2020-08-04",6.29
"368","2020-08-05",6.12
"369","2020-08-06",6.1
"370","2020-08-07",5.96
"371","2020-08-10",6.31
"372","2020-08-11",6.4
"373","2020-08-12",6.11
"374","2020-08-13",6
"375","2020-08-14",5.72
"376","2020-08-17",5.14
"377","2020-08-18",4.98
"378","2020-08-19",5.07
"379","2020-08-20",5.11
"380","2020-08-21",4.97
"381","2020-08-24",4.93
"382","2020-08-25",5.69
"383","2020-08-26",5.35
"384","2020-08-27",5.3
"385","2020-08-28",5.69
"386","2020-08-31",5.73
"387","2020-09-01",5.77
"388","2020-09-02",5.74
"389","2020-09-03",5.56
"390","2020-09-04",5.23
"391","2020-09-08",5.73
"392","2020-09-09",5.78
"393","2020-09-10",5.6
"394","2020-09-11",5.58
"395","2020-09-14",5.75
"396","2020-09-15",5.74
"397","2020-09-16",5.74
"398","2020-09-17",5.73
"399","2020-09-18",5.74
"400","2020-09-21",5.17
"401","2020-09-22",5.13
"402","2020-09-23",4.81
"403","2020-09-24",4.78
"404","2020-09-25",4.84
"405","2020-09-28",4.68
"406","2020-09-29",4.65
"407","2020-09-30",4.58
"408","2020-10-01",4.53
"409","2020-10-02",4.63
"410","2020-10-05",4.89
"411","2020-10-06",4.68
"412","2020-10-07",4.79
"413","2020-10-08",5.17
"414","2020-10-09",4.995
"415","2020-10-12",5.09
"416","2020-10-13",5.08
"417","2020-10-14",5.15
"418","2020-10-15",4.92
"419","2020-10-16",4.93
"420","2020-10-19",5.05
"421","2020-10-20",5.02
"422","2020-10-21",5.26
"423","2020-10-22",5.43
"424","2020-10-23",5.38
"425","2020-10-26",4.94
"426","2020-10-27",4.97
"427","2020-10-28",4.72
"428","2020-10-29",4.92
"429","2020-10-30",4.65
"430","2020-11-02",5.18
"431","2020-11-03",5.28
"432","2020-11-04",5.06
"433","2020-11-05",5.93
"434","2020-11-06",5.96
"435","2020-11-09",6.11
"436","2020-11-10",6.36
"437","2020-11-11",6.55
"438","2020-11-12",6.06
"439","2020-11-13",5.91
"440","2020-11-16",6.52
"441","2020-11-17",8.1
"442","2020-11-18",7.87
"443","2020-11-19",7.99
"444","2020-11-20",7.99
"445","2020-11-23",9.39
"446","2020-11-24",9.6
"447","2020-11-25",10
"448","2020-11-27",10.63
