"","date","CRUS"
"110","2007-06-11",7.9
"111","2007-06-12",7.95
"112","2007-06-13",8.03
"113","2007-06-14",8.11
"114","2007-06-15",8.11
"115","2007-06-18",8.07
"116","2007-06-19",8.05
"117","2007-06-20",8.01
"118","2007-06-21",8.27
"119","2007-06-22",8.24
"120","2007-06-25",8.2
"121","2007-06-26",8.17
"122","2007-06-27",8.34
"123","2007-06-28",8.32
"124","2007-06-29",8.3
"125","2007-07-02",8.38
"126","2007-07-03",8.35
"127","2007-07-05",8.48
"128","2007-07-06",8.6
"129","2007-07-09",8.62
"130","2007-07-10",8.51
"131","2007-07-11",8.53
"132","2007-07-12",8.81
"133","2007-07-13",8.81
"134","2007-07-16",8.57
"135","2007-07-17",8.75
"136","2007-07-18",8.69
"137","2007-07-19",8.77
"138","2007-07-20",8.43
"139","2007-07-23",8.47
"140","2007-07-24",8.29
"141","2007-07-25",8.22
"142","2007-07-26",7.81
"143","2007-07-27",7.52
"144","2007-07-30",7.45
"145","2007-07-31",7.28
"146","2007-08-01",7.35
"147","2007-08-02",7.43
"148","2007-08-03",6.9
"149","2007-08-06",6.91
"150","2007-08-07",6.65
"151","2007-08-08",7.14
"152","2007-08-09",6.82
"153","2007-08-10",6.98
"154","2007-08-13",6.73
"155","2007-08-14",6.68
"156","2007-08-15",6.73
"157","2007-08-16",6.75
"158","2007-08-17",6.97
"159","2007-08-20",7.12
"160","2007-08-21",7.09
"161","2007-08-22",7.07
"162","2007-08-23",6.84
"163","2007-08-24",6.89
"164","2007-08-27",6.72
"165","2007-08-28",6.38
"166","2007-08-29",6.67
"167","2007-08-30",6.6
"168","2007-08-31",6.81
"169","2007-09-04",6.9
"170","2007-09-05",6.71
"171","2007-09-06",6.87
"172","2007-09-07",6.59
"173","2007-09-10",6.68
"174","2007-09-11",6.81
"175","2007-09-12",6.74
"176","2007-09-13",6.66
"177","2007-09-14",6.48
"178","2007-09-17",6.24
"179","2007-09-18",6.35
"180","2007-09-19",6.58
"181","2007-09-20",6.46
"182","2007-09-21",6.52
"183","2007-09-24",6.3
"184","2007-09-25",6.39
"185","2007-09-26",6.46
"186","2007-09-27",6.49
"187","2007-09-28",6.4
"188","2007-10-01",6.58
"189","2007-10-02",6.62
"190","2007-10-03",6.51
"191","2007-10-04",6.49
"192","2007-10-05",6.55
"193","2007-10-08",6.58
"194","2007-10-09",6.62
"195","2007-10-10",6.75
"196","2007-10-11",6.68
"197","2007-10-12",6.85
"198","2007-10-15",6.59
"199","2007-10-16",6.54
"200","2007-10-17",6.76
"201","2007-10-18",6.75
"202","2007-10-19",6.44
"203","2007-10-22",7.28
"204","2007-10-23",7.41
"205","2007-10-24",6.98
"206","2007-10-25",6.36
"207","2007-10-26",6.3
"208","2007-10-29",6.16
"209","2007-10-30",5.99
"210","2007-10-31",6.15
"211","2007-11-01",5.94
"212","2007-11-02",5.92
"213","2007-11-05",5.93
"214","2007-11-06",5.94
"215","2007-11-07",5.67
"216","2007-11-08",5.73
"217","2007-11-09",5.74
"218","2007-11-12",5.67
"219","2007-11-13",5.64
"220","2007-11-14",5.84
"221","2007-11-15",5.78
"222","2007-11-16",5.59
"223","2007-11-19",5.67
"224","2007-11-20",5.8
"225","2007-11-21",5.8
"226","2007-11-23",5.81
"227","2007-11-26",5.9
"228","2007-11-27",5.91
"229","2007-11-28",5.89
"230","2007-11-29",5.83
"231","2007-11-30",5.7
"232","2007-12-03",5.47
"233","2007-12-04",5.36
"234","2007-12-05",5.5
"235","2007-12-06",5.43
"236","2007-12-07",5.36
"237","2007-12-10",5.29
"238","2007-12-11",5.2
"239","2007-12-12",5.11
"240","2007-12-13",4.98
"241","2007-12-14",4.76
"242","2007-12-17",4.56
"243","2007-12-18",4.7
"244","2007-12-19",4.89
"245","2007-12-20",5
"246","2007-12-21",5.1
"247","2007-12-24",5.11
"248","2007-12-26",5.04
"249","2007-12-27",5.26
"250","2007-12-28",5.17
"251","2007-12-31",5.28
"252","2008-01-02",5.02
"253","2008-01-03",4.81
"254","2008-01-04",4.61
"255","2008-01-07",4.65
"256","2008-01-08",4.46
"257","2008-01-09",4.59
"258","2008-01-10",4.74
"259","2008-01-11",4.6
"260","2008-01-14",4.73
"261","2008-01-15",4.7
"262","2008-01-16",4.68
"263","2008-01-17",4.6
"264","2008-01-18",4.68
"265","2008-01-22",4.7
"266","2008-01-23",4.51
"267","2008-01-24",4.61
"268","2008-01-25",4.71
"269","2008-01-28",4.58
"270","2008-01-29",4.68
"271","2008-01-30",4.53
"272","2008-01-31",4.25
"273","2008-02-01",4.22
"274","2008-02-04",4.68
"275","2008-02-05",4.51
"276","2008-02-06",4.58
"277","2008-02-07",4.52
"278","2008-02-08",4.99
"279","2008-02-11",4.78
"280","2008-02-12",4.91
"281","2008-02-13",5.19
"282","2008-02-14",5.11
"283","2008-02-15",5.17
"284","2008-02-19",5.01
"285","2008-02-20",5.18
"286","2008-02-21",5.23
"287","2008-02-22",5.14
"288","2008-02-25",5.24
"289","2008-02-26",5.32
"290","2008-02-27",5.45
"291","2008-02-28",5.17
"292","2008-02-29",5.14
"293","2008-03-03",5.15
"294","2008-03-04",5.27
"295","2008-03-05",5.27
"296","2008-03-06",5.11
"297","2008-03-07",5.24
"298","2008-03-10",4.92
"299","2008-03-11",5.09
"300","2008-03-12",5.1
"301","2008-03-13",5.25
"302","2008-03-14",5.44
"303","2008-03-17",5.58
"304","2008-03-18",5.99
"305","2008-03-19",5.74
"306","2008-03-20",6
"307","2008-03-24",6.09
"308","2008-03-25",6.11
"309","2008-03-26",6.1
"310","2008-03-27",6.35
"311","2008-03-28",6.63
"312","2008-03-31",6.72
"313","2008-04-01",6.82
"314","2008-04-02",6.92
"315","2008-04-03",7.15
"316","2008-04-04",7.25
"317","2008-04-07",6.92
"318","2008-04-08",6.73
"319","2008-04-09",6.75
"320","2008-04-10",6.67
"321","2008-04-11",6.43
"322","2008-04-14",6.66
"323","2008-04-15",7.16
"324","2008-04-16",7.14
"325","2008-04-17",7.13
"326","2008-04-18",7.4
"327","2008-04-21",7.16
"328","2008-04-22",7.01
"329","2008-04-23",7.28
"330","2008-04-24",7.53
"331","2008-04-25",7.4
"332","2008-04-28",7.13
"333","2008-04-29",7.11
"334","2008-04-30",7.15
"335","2008-05-01",7.43
"336","2008-05-02",5.85
"337","2008-05-05",5.66
"338","2008-05-06",5.67
"339","2008-05-07",5.75
"340","2008-05-08",5.97
"341","2008-05-09",5.9
"342","2008-05-12",6.07
"343","2008-05-13",6.13
"344","2008-05-14",6.22
"345","2008-05-15",6.28
"346","2008-05-16",6.18
"347","2008-05-19",6.33
"348","2008-05-20",6.07
"349","2008-05-21",6.1
"350","2008-05-22",6.22
"351","2008-05-23",6.22
"352","2008-05-27",6.4
"353","2008-05-28",6.29
"354","2008-05-29",6.31
"355","2008-05-30",6.56
"356","2008-06-02",6.45
"357","2008-06-03",6.42
"358","2008-06-04",6.63
"359","2008-06-05",7
"360","2008-06-06",6.59
"361","2008-06-09",6.42
"362","2008-06-10",6.37
"363","2008-06-11",6.08
"364","2008-06-12",6.17
"365","2008-06-13",6.33
"366","2008-06-16",6.48
"367","2008-06-17",6.28
"368","2008-06-18",6.09
"369","2008-06-19",6.22
"370","2008-06-20",6.06
"371","2008-06-23",5.98
"372","2008-06-24",5.95
"373","2008-06-25",6.18
"374","2008-06-26",5.96
"375","2008-06-27",5.93
"376","2008-06-30",5.56
"377","2008-07-01",5.46
"378","2008-07-02",5.2
"379","2008-07-03",5.04
"380","2008-07-07",5.2
"381","2008-07-08",5.15
"382","2008-07-09",4.8
"383","2008-07-10",4.91
"384","2008-07-11",4.8
"385","2008-07-14",4.62
"386","2008-07-15",4.89
"387","2008-07-16",5
"388","2008-07-17",4.74
"389","2008-07-18",4.75
"390","2008-07-21",4.65
"391","2008-07-22",4.52
"392","2008-07-23",4.83
"393","2008-07-24",6.06
"394","2008-07-25",5.85
"395","2008-07-28",5.59
"396","2008-07-29",5.73
"397","2008-07-30",6
"398","2008-07-31",5.68
"399","2008-08-01",5.56
"400","2008-08-04",5.74
"401","2008-08-05",5.73
"402","2008-08-06",5.66
"403","2008-08-07",5.93
"404","2008-08-08",5.9
"405","2008-08-11",5.98
"406","2008-08-12",5.83
"407","2008-08-13",5.53
"408","2008-08-14",5.4
"409","2008-08-15",5.57
"410","2008-08-18",5.75
"411","2008-08-19",5.8
"412","2008-08-20",5.83
"413","2008-08-21",5.89
"414","2008-08-22",5.97
"415","2008-08-25",5.95
"416","2008-08-26",5.91
"417","2008-08-27",6.21
"418","2008-08-28",6.32
"419","2008-08-29",6.21
"420","2008-09-02",6.39
"421","2008-09-03",6.17
"422","2008-09-04",5.73
"423","2008-09-05",5.66
"424","2008-09-08",5.67
"425","2008-09-09",5.44
"426","2008-09-10",5.58
"427","2008-09-11",5.54
"428","2008-09-12",5.46
"429","2008-09-15",5.18
"430","2008-09-16",5.26
"431","2008-09-17",5.24
"432","2008-09-18",5.54
"433","2008-09-19",6
"434","2008-09-22",5.91
"435","2008-09-23",5.72
"436","2008-09-24",5.55
"437","2008-09-25",5.64
"438","2008-09-26",5.45
"439","2008-09-29",5.15
"440","2008-09-30",5.45
"441","2008-10-01",5.25
"442","2008-10-02",5.13
"443","2008-10-03",5.08
"444","2008-10-06",4.94
"445","2008-10-07",4.51
"446","2008-10-08",4.53
"447","2008-10-09",4.19
"448","2008-10-10",4.37
"449","2008-10-13",4.62
"450","2008-10-14",4.71
"451","2008-10-15",4.25
"452","2008-10-16",4.95
"453","2008-10-17",4.8
"454","2008-10-20",5.03
"455","2008-10-21",4.58
"456","2008-10-22",4.59
"457","2008-10-23",4.95
"458","2008-10-24",4.94
"459","2008-10-27",4.65
"460","2008-10-28",5.2
"461","2008-10-29",5.22
"462","2008-10-30",5.43
"463","2008-10-31",5.74
"464","2008-11-03",5.73
"465","2008-11-04",5.85
"466","2008-11-05",5.66
"467","2008-11-06",5.25
"468","2008-11-07",5.36
"469","2008-11-10",5.31
"470","2008-11-11",5.08
"471","2008-11-12",4.61
"472","2008-11-13",4.77
"473","2008-11-14",4.08
"474","2008-11-17",4.13
"475","2008-11-18",3.99
"476","2008-11-19",3.74
"477","2008-11-20",3.69
"478","2008-11-21",3.59
"479","2008-11-24",3.83
"480","2008-11-25",3.78
"481","2008-11-26",4.21
"482","2008-11-28",4.22
"483","2008-12-01",3.9
"484","2008-12-02",4.28
"485","2008-12-03",4.23
"486","2008-12-04",2.9
"487","2008-12-05",2.9
"488","2008-12-08",2.9
"489","2008-12-09",2.94
"490","2008-12-10",2.9
"491","2008-12-11",2.35
"492","2008-12-12",2.39
"493","2008-12-15",2.35
"494","2008-12-16",2.71
"495","2008-12-17",2.67
"496","2008-12-18",2.66
"497","2008-12-19",2.67
"498","2008-12-22",2.71
"499","2008-12-23",2.47
"500","2008-12-24",2.35
"501","2008-12-26",2.45
"502","2008-12-29",2.38
"503","2008-12-30",2.49
"504","2008-12-31",2.68
"505","2009-01-02",2.83
"506","2009-01-05",2.85
"507","2009-01-06",2.97
"508","2009-01-07",2.82
"509","2009-01-08",2.84
"510","2009-01-09",2.76
"511","2009-01-12",2.47
"512","2009-01-13",2.46
"513","2009-01-14",2.4
"514","2009-01-15",2.43
"515","2009-01-16",2.44
"516","2009-01-20",2.22
"517","2009-01-21",2.34
"518","2009-01-22",2.31
"519","2009-01-23",2.41
"520","2009-01-26",2.45
"521","2009-01-27",2.76
"522","2009-01-28",2.7
"523","2009-01-29",2.87
"524","2009-01-30",2.82
"525","2009-02-02",2.75
"526","2009-02-03",2.82
"527","2009-02-04",2.9
"528","2009-02-05",3.14
"529","2009-02-06",3.23
"530","2009-02-09",3.3
"531","2009-02-10",3.15
"532","2009-02-11",3.27
"533","2009-02-12",3.48
"534","2009-02-13",3.7
"535","2009-02-17",3.53
"536","2009-02-18",3.7
"537","2009-02-19",3.71
"538","2009-02-20",3.64
"539","2009-02-23",3.54
"540","2009-02-24",3.67
"541","2009-02-25",3.61
"542","2009-02-26",3.56
"543","2009-02-27",3.55
"544","2009-03-02",3.44
"545","2009-03-03",3.32
"546","2009-03-04",3.34
"547","2009-03-05",3.13
"548","2009-03-06",3.14
"549","2009-03-09",3.18
"550","2009-03-10",3.61
"551","2009-03-11",3.64
"552","2009-03-12",3.95
"553","2009-03-13",3.84
"554","2009-03-16",3.67
"555","2009-03-17",3.97
"556","2009-03-18",4.11
"557","2009-03-19",4.07
"558","2009-03-20",3.77
"559","2009-03-23",4.21
"560","2009-03-24",3.9
"561","2009-03-25",3.92
"562","2009-03-26",4.28
"563","2009-03-27",4
"564","2009-03-30",3.77
"565","2009-03-31",3.76
"566","2009-04-01",3.9
"567","2009-04-02",4.09
"568","2009-04-03",4.23
"569","2009-04-06",4.09
"570","2009-04-07",3.63
"571","2009-04-08",3.77
"572","2009-04-09",3.91
"573","2009-04-13",3.77
"574","2009-04-14",3.64
"575","2009-04-15",3.71
"576","2009-04-16",3.82
"577","2009-04-17",4.09
"578","2009-04-20",3.86
"579","2009-04-21",4.18
"580","2009-04-22",4.28
"581","2009-04-23",4.02
"582","2009-04-24",4.14
"583","2009-04-27",3.91
"584","2009-04-28",4
"585","2009-04-29",4.43
"586","2009-04-30",4.65
"587","2009-05-01",4.59
"588","2009-05-04",4.53
"589","2009-05-05",4.49
"590","2009-05-06",4.34
"591","2009-05-07",4.01
"592","2009-05-08",3.95
"593","2009-05-11",3.9
"594","2009-05-12",3.79
"595","2009-05-13",3.51
"596","2009-05-14",3.48
"597","2009-05-15",3.39
"598","2009-05-18",3.52
"599","2009-05-19",3.6
"600","2009-05-20",3.52
"601","2009-05-21",3.37
"602","2009-05-22",3.49
"603","2009-05-26",3.74
"604","2009-05-27",3.75
"605","2009-05-28",3.74
"606","2009-05-29",3.89
"607","2009-06-01",4.04
"608","2009-06-02",3.95
"609","2009-06-03",3.98
"610","2009-06-04",4.12
"611","2009-06-05",4.07
"612","2009-06-08",4.23
"613","2009-06-09",4.69
"614","2009-06-10",4.58
"615","2009-06-11",4.49
"616","2009-06-12",4.59
"617","2009-06-15",4.52
"618","2009-06-16",4.46
"619","2009-06-17",4.49
"620","2009-06-18",4.52
"621","2009-06-19",4.46
"622","2009-06-22",4.29
"623","2009-06-23",4.26
"624","2009-06-24",4.43
"625","2009-06-25",4.57
"626","2009-06-26",4.59
"627","2009-06-29",4.53
"628","2009-06-30",4.5
"629","2009-07-01",4.48
"630","2009-07-02",4.3
"631","2009-07-06",4.21
"632","2009-07-07",4.12
"633","2009-07-08",4.04
"634","2009-07-09",4.09
"635","2009-07-10",4.13
"636","2009-07-13",4.33
"637","2009-07-14",4.34
"638","2009-07-15",4.69
"639","2009-07-16",4.7
"640","2009-07-17",4.56
"641","2009-07-20",4.64
"642","2009-07-21",4.54
"643","2009-07-22",4.63
"644","2009-07-23",5.29
"645","2009-07-24",5.49
"646","2009-07-27",5.36
"647","2009-07-28",5.59
"648","2009-07-29",5.3
"649","2009-07-30",5.39
"650","2009-07-31",5.38
"651","2009-08-03",5.39
"652","2009-08-04",5.21
"653","2009-08-05",5
"654","2009-08-06",4.97
"655","2009-08-07",5.01
"656","2009-08-10",5.09
"657","2009-08-11",4.96
"658","2009-08-12",5.01
"659","2009-08-13",4.92
"660","2009-08-14",4.95
"661","2009-08-17",4.92
"662","2009-08-18",5
"663","2009-08-19",5.21
"664","2009-08-20",5.27
"665","2009-08-21",5.16
"666","2009-08-24",5.12
"667","2009-08-25",5.02
"668","2009-08-26",5.09
"669","2009-08-27",5.07
"670","2009-08-28",5.02
"671","2009-08-31",4.96
"672","2009-09-01",4.86
"673","2009-09-02",4.83
"674","2009-09-03",4.97
"675","2009-09-04",4.96
"676","2009-09-08",5.08
"677","2009-09-09",5.24
"678","2009-09-10",5.58
"679","2009-09-11",5.83
"680","2009-09-14",5.91
"681","2009-09-15",6.14
"682","2009-09-16",6.01
"683","2009-09-17",5.9
"684","2009-09-18",5.71
"685","2009-09-21",5.6
"686","2009-09-22",5.72
"687","2009-09-23",5.83
"688","2009-09-24",5.6
"689","2009-09-25",5.53
"690","2009-09-28",5.87
"691","2009-09-29",5.72
"692","2009-09-30",5.56
"693","2009-10-01",5.21
"694","2009-10-02",5.11
"695","2009-10-05",5.13
"696","2009-10-06",5.65
"697","2009-10-07",5.55
"698","2009-10-08",5.47
"699","2009-10-09",5.58
"700","2009-10-12",5.61
"701","2009-10-13",5.54
"702","2009-10-14",5.71
"703","2009-10-15",5.65
"704","2009-10-16",5.55
"705","2009-10-19",5.86
"706","2009-10-20",5.66
"707","2009-10-21",5.61
"708","2009-10-22",5.5
"709","2009-10-23",5.38
"710","2009-10-26",5.41
"711","2009-10-27",5.32
"712","2009-10-28",5.01
"713","2009-10-29",5.1
"714","2009-10-30",4.84
"715","2009-11-02",4.81
"716","2009-11-03",4.6
"717","2009-11-04",4.65
"718","2009-11-05",4.93
"719","2009-11-06",5.03
"720","2009-11-09",5.2
"721","2009-11-10",5.1
"722","2009-11-11",5.19
"723","2009-11-12",5.23
"724","2009-11-13",5.35
"725","2009-11-16",5.65
"726","2009-11-17",5.52
"727","2009-11-18",5.49
"728","2009-11-19",5.24
"729","2009-11-20",5.14
"730","2009-11-23",5.5
"731","2009-11-24",5.64
"732","2009-11-25",5.6
"733","2009-11-27",5.31
"734","2009-11-30",5.43
"735","2009-12-01",5.48
"736","2009-12-02",5.53
"737","2009-12-03",5.85
"738","2009-12-04",6.13
"739","2009-12-07",6.26
"740","2009-12-08",6.2
"741","2009-12-09",6.16
"742","2009-12-10",6.32
"743","2009-12-11",6.26
"744","2009-12-14",6.4
"745","2009-12-15",6.45
"746","2009-12-16",6.54
"747","2009-12-17",6.5
"748","2009-12-18",6.64
"749","2009-12-21",6.76
"750","2009-12-22",6.76
"751","2009-12-23",6.69
"752","2009-12-24",6.75
"753","2009-12-28",6.73
"754","2009-12-29",6.75
"755","2009-12-30",6.8
"756","2009-12-31",6.82
"757","2010-01-04",6.91
"758","2010-01-05",6.87
"759","2010-01-06",6.85
"760","2010-01-07",6.82
"761","2010-01-08",6.68
"762","2010-01-11",6.62
"763","2010-01-12",7.96
"764","2010-01-13",7.82
"765","2010-01-14",7.78
"766","2010-01-15",7.79
"767","2010-01-19",7.45
"768","2010-01-20",7.5
"769","2010-01-21",7.48
"770","2010-01-22",7.26
"771","2010-01-25",7.41
"772","2010-01-26",7.23
"773","2010-01-27",7.22
"774","2010-01-28",7.1
"775","2010-01-29",6.82
"776","2010-02-01",7.06
"777","2010-02-02",6.96
"778","2010-02-03",6.92
"779","2010-02-04",6.54
"780","2010-02-05",6.41
"781","2010-02-08",6.58
"782","2010-02-09",6.64
"783","2010-02-10",6.6
"784","2010-02-11",6.67
"785","2010-02-12",6.83
"786","2010-02-16",6.92
"787","2010-02-17",7.14
"788","2010-02-18",7.23
"789","2010-02-19",7.23
"790","2010-02-22",7.19
"791","2010-02-23",7.16
"792","2010-02-24",7.29
"793","2010-02-25",7.21
"794","2010-02-26",7.14
"795","2010-03-01",7.26
"796","2010-03-02",7.19
"797","2010-03-03",7.32
"798","2010-03-04",7.52
"799","2010-03-05",7.71
"800","2010-03-08",7.79
"801","2010-03-09",7.79
"802","2010-03-10",7.94
"803","2010-03-11",7.9
"804","2010-03-12",7.77
"805","2010-03-15",7.66
"806","2010-03-16",7.75
"807","2010-03-17",7.98
"808","2010-03-18",7.94
"809","2010-03-19",7.7
"810","2010-03-22",7.86
"811","2010-03-23",7.98
"812","2010-03-24",7.75
"813","2010-03-25",7.89
"814","2010-03-26",7.89
"815","2010-03-29",7.91
"816","2010-03-30",8.58
"817","2010-03-31",8.39
"818","2010-04-01",8.45
"819","2010-04-05",9.15
"820","2010-04-06",9.37
"821","2010-04-07",9.66
"822","2010-04-08",9.6
"823","2010-04-09",9.55
"824","2010-04-12",9.69
"825","2010-04-13",9.69
"826","2010-04-14",10.36
"827","2010-04-15",10.52
"828","2010-04-16",10.21
"829","2010-04-19",10
"830","2010-04-20",10.1
"831","2010-04-21",10.29
"832","2010-04-22",10.47
"833","2010-04-23",10.33
"834","2010-04-26",10.39
"835","2010-04-27",12.08
"836","2010-04-28",12.45
"837","2010-04-29",13.39
"838","2010-04-30",12.71
"839","2010-05-03",13.05
"840","2010-05-04",12.55
"841","2010-05-05",11.73
"842","2010-05-06",11.14
"843","2010-05-07",10.52
"844","2010-05-10",11.98
"845","2010-05-11",13.78
"846","2010-05-12",14.31
"847","2010-05-13",14.95
"848","2010-05-14",14.3
"849","2010-05-17",13.85
"850","2010-05-18",13.47
"851","2010-05-19",13.15
"852","2010-05-20",12.22
"853","2010-05-21",12.87
"854","2010-05-24",13.27
"855","2010-05-25",13.12
"856","2010-05-26",13.95
"857","2010-05-27",14.57
"858","2010-05-28",14.22
"859","2010-06-01",14.13
"860","2010-06-02",14.58
"861","2010-06-03",14.93
"862","2010-06-04",14.21
"863","2010-06-07",13.16
"864","2010-06-08",13.04
"865","2010-06-09",13.36
"866","2010-06-10",13.72
"867","2010-06-11",14.09
"868","2010-06-14",14.22
"869","2010-06-15",15.39
"870","2010-06-16",15.5
"871","2010-06-17",17
"872","2010-06-18",17.82
"873","2010-06-21",17.23
"874","2010-06-22",17.450001
"875","2010-06-23",17.139999
"876","2010-06-24",16.799999
"877","2010-06-25",16.76
"878","2010-06-28",17.24
"879","2010-06-29",16.049999
"880","2010-06-30",15.81
"881","2010-07-01",15
"882","2010-07-02",15.58
"883","2010-07-06",15.62
"884","2010-07-07",17.290001
"885","2010-07-08",17.41
"886","2010-07-09",17.639999
"887","2010-07-12",17.700001
"888","2010-07-13",18.1
"889","2010-07-14",18.17
"890","2010-07-15",17.950001
"891","2010-07-16",17.16
"892","2010-07-19",17.49
"893","2010-07-20",18.15
"894","2010-07-21",18.559999
"895","2010-07-22",18.959999
"896","2010-07-23",19.82
"897","2010-07-26",20.540001
"898","2010-07-27",20.27
"899","2010-07-28",19.17
"900","2010-07-29",19.719999
"901","2010-07-30",19.5
"902","2010-08-02",19.959999
"903","2010-08-03",19.75
"904","2010-08-04",20.4
"905","2010-08-05",19.6
"906","2010-08-06",19.92
"907","2010-08-09",20.4
"908","2010-08-10",20.25
"909","2010-08-11",18.66
"910","2010-08-12",19.030001
"911","2010-08-13",18.67
"912","2010-08-16",18.780001
"913","2010-08-17",18.530001
"914","2010-08-18",18.85
"915","2010-08-19",17.540001
"916","2010-08-20",17.1
"917","2010-08-23",16.32
"918","2010-08-24",15.55
"919","2010-08-25",16.43
"920","2010-08-26",15.67
"921","2010-08-27",16.200001
"922","2010-08-30",15.63
"923","2010-08-31",15.1
"924","2010-09-01",16.379999
"925","2010-09-02",16.889999
"926","2010-09-03",17.379999
"927","2010-09-07",16.65
"928","2010-09-08",16.219999
"929","2010-09-09",16.02
"930","2010-09-10",15.18
"931","2010-09-13",15.9
"932","2010-09-14",16.35
"933","2010-09-15",16.09
"934","2010-09-16",16.360001
"935","2010-09-17",15.97
"936","2010-09-20",16.32
"937","2010-09-21",16.42
"938","2010-09-22",15.94
"939","2010-09-23",15.83
"940","2010-09-24",16.940001
"941","2010-09-27",17.26
"942","2010-09-28",17.35
"943","2010-09-29",19.02
"944","2010-09-30",17.84
"945","2010-10-01",17.41
"946","2010-10-04",17.09
"947","2010-10-05",17.120001
"948","2010-10-06",16.25
"949","2010-10-07",15.92
"950","2010-10-08",16.219999
"951","2010-10-11",16.540001
"952","2010-10-12",16.530001
"953","2010-10-13",16.43
"954","2010-10-14",16.34
"955","2010-10-15",16.09
"956","2010-10-18",16.41
"957","2010-10-19",16.059999
"958","2010-10-20",16.33
"959","2010-10-21",13.77
"960","2010-10-22",13.22
"961","2010-10-25",12.8
"962","2010-10-26",12.63
"963","2010-10-27",13.06
"964","2010-10-28",13.09
"965","2010-10-29",12.86
"966","2010-11-01",12.51
"967","2010-11-02",12.82
"968","2010-11-03",12.87
"969","2010-11-04",12.96
"970","2010-11-05",13.89
"971","2010-11-08",13.64
"972","2010-11-09",13.25
"973","2010-11-10",13.21
"974","2010-11-11",13.22
"975","2010-11-12",12.78
"976","2010-11-15",12.97
"977","2010-11-16",12.87
"978","2010-11-17",13.31
"979","2010-11-18",13.35
"980","2010-11-19",13.82
"981","2010-11-22",15.88
"982","2010-11-23",15.62
"983","2010-11-24",15.6
"984","2010-11-26",15.54
"985","2010-11-29",15.45
"986","2010-11-30",15.27
"987","2010-12-01",15.41
"988","2010-12-02",15.52
"989","2010-12-03",16.15
"990","2010-12-06",16.209999
"991","2010-12-07",16.200001
"992","2010-12-08",16.4
"993","2010-12-09",16.299999
"994","2010-12-10",16.42
"995","2010-12-13",16.440001
"996","2010-12-14",16
"997","2010-12-15",15.65
"998","2010-12-16",16.08
