"","date","AVGR"
"125","2015-07-29",5752
"126","2015-07-30",6084
"127","2015-07-31",6484
"128","2015-08-03",6496
"129","2015-08-04",6360
"130","2015-08-05",6352
"131","2015-08-06",6480
"132","2015-08-07",6376
"133","2015-08-10",6380
"134","2015-08-11",6580
"135","2015-08-12",6524
"136","2015-08-13",6404
"137","2015-08-14",6184
"138","2015-08-17",6180
"139","2015-08-18",6200
"140","2015-08-19",6164
"141","2015-08-20",5996
"142","2015-08-21",5692
"143","2015-08-24",5508
"144","2015-08-25",5732
"145","2015-08-26",5652
"146","2015-08-27",5676
"147","2015-08-28",5984
"148","2015-08-31",5776
"149","2015-09-01",5916
"150","2015-09-02",5932
"151","2015-09-03",5922
"152","2015-09-04",5924
"153","2015-09-08",6372
"154","2015-09-09",5808
"155","2015-09-10",5780
"156","2015-09-11",5828
"157","2015-09-14",5548
"158","2015-09-15",5628
"159","2015-09-16",5504
"160","2015-09-17",5580
"161","2015-09-18",5660
"162","2015-09-21",5720
"163","2015-09-22",5588
"164","2015-09-23",5804
"165","2015-09-24",5996
"166","2015-09-25",6068
"167","2015-09-28",5588
"168","2015-09-29",5756
"169","2015-09-30",5884
"170","2015-10-01",5868
"171","2015-10-02",6232
"172","2015-10-05",6136
"173","2015-10-06",6124
"174","2015-10-07",6136
"175","2015-10-08",6400
"176","2015-10-09",6620
"177","2015-10-12",6424
"178","2015-10-13",6356
"179","2015-10-14",6192
"180","2015-10-15",6232
"181","2015-10-16",6548
"182","2015-10-19",7420
"183","2015-10-20",7183.200195
"184","2015-10-21",7180
"185","2015-10-22",6696
"186","2015-10-23",6660
"187","2015-10-26",6704
"188","2015-10-27",7272
"189","2015-10-28",7248
"190","2015-10-29",7088
"191","2015-10-30",6784
"192","2015-11-02",6604
"193","2015-11-03",6796
"194","2015-11-04",7000
"195","2015-11-05",6660
"196","2015-11-06",6580
"197","2015-11-09",6054
"198","2015-11-10",6312
"199","2015-11-11",6140
"200","2015-11-12",6064
"201","2015-11-13",6520
"202","2015-11-16",6324
"203","2015-11-17",6512
"204","2015-11-18",6560
"205","2015-11-19",6620
"206","2015-11-20",6740
"207","2015-11-23",7008
"208","2015-11-24",6780
"209","2015-11-25",7028
"210","2015-11-27",7116
"211","2015-11-30",7196
"212","2015-12-01",7168
"213","2015-12-02",7108
"214","2015-12-03",6980
"215","2015-12-04",6448
"216","2015-12-07",6272
"217","2015-12-08",6764
"218","2015-12-09",6396
"219","2015-12-10",6532
"220","2015-12-11",6388
"221","2015-12-14",6416
"222","2015-12-15",7188
"223","2015-12-16",7176
"224","2015-12-17",7844
"225","2015-12-18",7704
"226","2015-12-21",8092
"227","2015-12-22",8084
"228","2015-12-23",9096
"229","2015-12-24",9196
"230","2015-12-28",9900
"231","2015-12-29",8460
"232","2015-12-30",8948
"233","2015-12-31",9084
"234","2016-01-04",8184
"235","2016-01-05",7976
"236","2016-01-06",7840
"237","2016-01-07",7572
"238","2016-01-08",7392
"239","2016-01-11",7316
"240","2016-01-12",7512
"241","2016-01-13",7412
"242","2016-01-14",7320
"243","2016-01-15",7364
"244","2016-01-19",6760
"245","2016-01-20",6860
"246","2016-01-21",6780
"247","2016-01-22",6484
"248","2016-01-25",6276
"249","2016-01-26",6500
"250","2016-01-27",6072
"251","2016-01-28",5220
"252","2016-01-29",5800
"253","2016-02-01",5760
"254","2016-02-02",5568
"255","2016-02-03",5836
"256","2016-02-04",5672
"257","2016-02-05",5208
"258","2016-02-08",5312
"259","2016-02-09",5312
"260","2016-02-10",5556
"261","2016-02-11",6044
"262","2016-02-12",5924
"263","2016-02-16",5992
"264","2016-02-17",5996
"265","2016-02-18",6008
"266","2016-02-19",6656
"267","2016-02-22",6268
"268","2016-02-23",6044
"269","2016-02-24",6276
"270","2016-02-25",6648
"271","2016-02-26",6416
"272","2016-02-29",6172
"273","2016-03-01",6368
"274","2016-03-02",5400
"275","2016-03-03",5196
"276","2016-03-04",5236
"277","2016-03-07",5184
"278","2016-03-08",5020
"279","2016-03-09",4832
"280","2016-03-10",4800
"281","2016-03-11",4520
"282","2016-03-14",4188
"283","2016-03-15",3476
"284","2016-03-16",3628
"285","2016-03-17",3564
"286","2016-03-18",3628
"287","2016-03-21",3404
"288","2016-03-22",3484
"289","2016-03-23",3588
"290","2016-03-24",3532
"291","2016-03-28",3488
"292","2016-03-29",3432
"293","2016-03-30",3588
"294","2016-03-31",3832
"295","2016-04-01",4120
"296","2016-04-04",3968
"297","2016-04-05",4036
"298","2016-04-06",4312
"299","2016-04-07",4724
"300","2016-04-08",4732
"301","2016-04-11",4812
"302","2016-04-12",4828
"303","2016-04-13",5236
"304","2016-04-14",5488
"305","2016-04-15",5088
"306","2016-04-18",5020
"307","2016-04-19",4956
"308","2016-04-20",4728
"309","2016-04-21",4760
"310","2016-04-22",4724
"311","2016-04-25",4996
"312","2016-04-26",4900
"313","2016-04-27",4952
"314","2016-04-28",4996
"315","2016-04-29",4632
"316","2016-05-02",5000
"317","2016-05-03",5264
"318","2016-05-04",5200
"319","2016-05-05",5268
"320","2016-05-06",4960
"321","2016-05-09",5296
"322","2016-05-10",4900
"323","2016-05-11",4748
"324","2016-05-12",4380
"325","2016-05-13",4460
"326","2016-05-16",4300
"327","2016-05-17",4444
"328","2016-05-18",4332
"329","2016-05-19",4448
"330","2016-05-20",4536
"331","2016-05-23",4668
"332","2016-05-24",4648
"333","2016-05-25",4732
"334","2016-05-26",4540
"335","2016-05-27",4576
"336","2016-05-31",4508
"337","2016-06-01",4508
"338","2016-06-02",4488
"339","2016-06-03",4372
"340","2016-06-06",4404
"341","2016-06-07",4488
"342","2016-06-08",4460
"343","2016-06-09",4452
"344","2016-06-10",4288
"345","2016-06-13",4208
"346","2016-06-14",4288
"347","2016-06-15",4492
"348","2016-06-16",4548
"349","2016-06-17",4360
"350","2016-06-20",4504
"351","2016-06-21",4540
"352","2016-06-22",4744
"353","2016-06-23",4616
"354","2016-06-24",4864
"355","2016-06-27",4484
"356","2016-06-28",4756
"357","2016-06-29",4840
"358","2016-06-30",4772
"359","2016-07-01",4796
"360","2016-07-05",4680
"361","2016-07-06",4588
"362","2016-07-07",4600
"363","2016-07-08",4568
"364","2016-07-11",4592
"365","2016-07-12",4572
"366","2016-07-13",2756
"367","2016-07-14",2596
"368","2016-07-15",2548
"369","2016-07-18",2564
"370","2016-07-19",2548
"371","2016-07-20",2520
"372","2016-07-21",2508
"373","2016-07-22",2464
"374","2016-07-25",2212
"375","2016-07-26",2048
"376","2016-07-27",2064
"377","2016-07-28",1976
"378","2016-07-29",1976
"379","2016-08-01",1804
"380","2016-08-02",1836
"381","2016-08-03",1748
"382","2016-08-04",1768
"383","2016-08-05",1836
"384","2016-08-08",1868
"385","2016-08-09",1880
"386","2016-08-10",1848
"387","2016-08-11",1500
"388","2016-08-12",1464
"389","2016-08-15",1520
"390","2016-08-16",1652
"391","2016-08-17",1760
"392","2016-08-18",1876
"393","2016-08-19",1716
"394","2016-08-22",1736
"395","2016-08-23",1784
"396","2016-08-24",1760
"397","2016-08-25",1672
"398","2016-08-26",1640
"399","2016-08-29",1720
"400","2016-08-30",1696
"401","2016-08-31",1632
"402","2016-09-01",1684
"403","2016-09-02",1696
"404","2016-09-06",1704
"405","2016-09-07",1728
"406","2016-09-08",1796
"407","2016-09-09",1672
"408","2016-09-12",1756
"409","2016-09-13",1728
"410","2016-09-14",1796
"411","2016-09-15",1764
"412","2016-09-16",1856
"413","2016-09-19",1832
"414","2016-09-20",1836
"415","2016-09-21",1844
"416","2016-09-22",1964
"417","2016-09-23",2000
"418","2016-09-26",1960
"419","2016-09-27",1912
"420","2016-09-28",1840
"421","2016-09-29",1796
"422","2016-09-30",1908
"423","2016-10-03",1932
"424","2016-10-04",1944
"425","2016-10-05",2012
"426","2016-10-06",2020
"427","2016-10-07",1960
"428","2016-10-10",1928
"429","2016-10-11",1872
"430","2016-10-12",1860
"431","2016-10-13",1860
"432","2016-10-14",1948
"433","2016-10-17",1940
"434","2016-10-18",1920
"435","2016-10-19",1928
"436","2016-10-20",1920
"437","2016-10-21",1816
"438","2016-10-24",1720
"439","2016-10-25",1632
"440","2016-10-26",1512
"441","2016-10-27",1472
"442","2016-10-28",1400
"443","2016-10-31",1400
"444","2016-11-01",1420
"445","2016-11-02",1420
"446","2016-11-03",1460
"447","2016-11-04",1600
"448","2016-11-07",1800
"449","2016-11-08",1780
"450","2016-11-09",1760
"451","2016-11-10",1740
"452","2016-11-11",1760
"453","2016-11-14",1700
"454","2016-11-15",1580
"455","2016-11-16",1580
"456","2016-11-17",1620
"457","2016-11-18",1640
"458","2016-11-21",1600
"459","2016-11-22",1600
"460","2016-11-23",1600
"461","2016-11-25",1620
"462","2016-11-28",1580
"463","2016-11-29",1580
"464","2016-11-30",1560
"465","2016-12-01",1580
"466","2016-12-02",1580
"467","2016-12-05",1580
"468","2016-12-06",1600
"469","2016-12-07",1580
"470","2016-12-08",1620
"471","2016-12-09",1600
"472","2016-12-12",1580
"473","2016-12-13",1600
"474","2016-12-14",1540
"475","2016-12-15",1540
"476","2016-12-16",1560
"477","2016-12-19",1620
"478","2016-12-20",1780
"479","2016-12-21",1780
"480","2016-12-22",1600
"481","2016-12-23",1640
"482","2016-12-27",1540
"483","2016-12-28",1520
"484","2016-12-29",1500
"485","2016-12-30",1480
"486","2017-01-03",1500
"487","2017-01-04",1560
"488","2017-01-05",1560
"489","2017-01-06",1320
"490","2017-01-09",1300
"491","2017-01-10",1300
"492","2017-01-11",1280
"493","2017-01-12",1260
"494","2017-01-13",1280
"495","2017-01-17",1240
"496","2017-01-18",1140
"497","2017-01-19",1020
"498","2017-01-20",940
"499","2017-01-23",900
"500","2017-01-24",840
"501","2017-01-25",920
"502","2017-01-26",1240
"503","2017-01-27",1100
"504","2017-01-30",1000
"505","2017-01-31",1040
"506","2017-02-01",1000
"507","2017-02-02",1000
"508","2017-02-03",1020
"509","2017-02-06",1040
"510","2017-02-07",980
"511","2017-02-08",960
"512","2017-02-09",980
"513","2017-02-10",1000
"514","2017-02-13",940
"515","2017-02-14",960
"516","2017-02-15",940
"517","2017-02-16",960
"518","2017-02-17",960
"519","2017-02-21",960
"520","2017-02-22",920
"521","2017-02-23",920
"522","2017-02-24",920
"523","2017-02-27",980
"524","2017-02-28",1020
"525","2017-03-01",1120
"526","2017-03-02",1080
"527","2017-03-03",1120
"528","2017-03-06",1050
"529","2017-03-07",840
"530","2017-03-08",820
"531","2017-03-09",840
"532","2017-03-10",820
"533","2017-03-13",820
"534","2017-03-14",820
"535","2017-03-15",840
"536","2017-03-16",840
"537","2017-03-17",800
"538","2017-03-20",760
"539","2017-03-21",700
"540","2017-03-22",680
"541","2017-03-23",660
"542","2017-03-24",640
"543","2017-03-27",640
"544","2017-03-28",640
"545","2017-03-29",700
"546","2017-03-30",780
"547","2017-03-31",760
"548","2017-04-03",700
"549","2017-04-04",680
"550","2017-04-05",680
"551","2017-04-06",660
"552","2017-04-07",600
"553","2017-04-10",640
"554","2017-04-11",240
"555","2017-04-12",221.199997
"556","2017-04-13",245.600006
"557","2017-04-17",276
"558","2017-04-18",250
"559","2017-04-19",248.399994
"560","2017-04-20",242
"561","2017-04-21",231.199997
"562","2017-04-24",221.600006
"563","2017-04-25",226.800003
"564","2017-04-26",231.199997
"565","2017-04-27",229.199997
"566","2017-04-28",225.199997
"567","2017-05-01",230.800003
"568","2017-05-02",226.800003
"569","2017-05-03",228
"570","2017-05-04",239.600006
"571","2017-05-05",196
"572","2017-05-08",190.800003
"573","2017-05-09",174.800003
"574","2017-05-10",162.399994
"575","2017-05-11",162.800003
"576","2017-05-12",160
"577","2017-05-15",160
"578","2017-05-16",173.600006
"579","2017-05-17",158.800003
"580","2017-05-18",152.399994
"581","2017-05-19",155.199997
"582","2017-05-22",150
"583","2017-05-23",145.600006
"584","2017-05-24",144
"585","2017-05-25",144
"586","2017-05-26",148
"587","2017-05-30",178
"588","2017-05-31",212.399994
"589","2017-06-01",214.399994
"590","2017-06-02",200
"591","2017-06-05",168
"592","2017-06-06",159.199997
"593","2017-06-07",150
"594","2017-06-08",148
"595","2017-06-09",164
"596","2017-06-12",153.600006
"597","2017-06-13",155.600006
"598","2017-06-14",152.800003
"599","2017-06-15",152
"600","2017-06-16",188.399994
"601","2017-06-19",191.600006
"602","2017-06-20",171.199997
"603","2017-06-21",178.399994
"604","2017-06-22",185.600006
"605","2017-06-23",166.800003
"606","2017-06-26",176.399994
"607","2017-06-27",172
"608","2017-06-28",176
"609","2017-06-29",170
"610","2017-06-30",179.199997
"611","2017-07-03",182
"612","2017-07-05",180
"613","2017-07-06",196
"614","2017-07-07",256
"615","2017-07-10",200
"616","2017-07-11",183.600006
"617","2017-07-12",176
"618","2017-07-13",184
"619","2017-07-14",181.199997
"620","2017-07-17",187.199997
"621","2017-07-18",177.600006
"622","2017-07-19",203.600006
"623","2017-07-20",204.399994
"624","2017-07-21",204
"625","2017-07-24",199.199997
"626","2017-07-25",200.399994
"627","2017-07-26",196.800003
"628","2017-07-27",184
"629","2017-07-28",184
"630","2017-07-31",184
"631","2017-08-01",180.399994
"632","2017-08-02",184
"633","2017-08-03",181.199997
"634","2017-08-04",184.800003
"635","2017-08-07",186
"636","2017-08-08",180.800003
"637","2017-08-09",160.399994
"638","2017-08-10",112.800003
"639","2017-08-11",116
"640","2017-08-14",108
"641","2017-08-15",111.199997
"642","2017-08-16",112
"643","2017-08-17",116.400002
"644","2017-08-18",116
"645","2017-08-21",118.400002
"646","2017-08-22",118.800003
"647","2017-08-23",116
"648","2017-08-24",118.800003
"649","2017-08-25",120
"650","2017-08-28",118
"651","2017-08-29",125.199997
"652","2017-08-30",122
"653","2017-08-31",120
"654","2017-09-01",122.400002
"655","2017-09-05",121.599998
"656","2017-09-06",122.400002
"657","2017-09-07",127.199997
"658","2017-09-08",128
"659","2017-09-11",123.199997
"660","2017-09-12",128.399994
"661","2017-09-13",108
"662","2017-09-14",97.199997
"663","2017-09-15",92.400002
"664","2017-09-18",96
"665","2017-09-19",100
"666","2017-09-20",97.599998
"667","2017-09-21",93.599998
"668","2017-09-22",94.800003
"669","2017-09-25",92.400002
"670","2017-09-26",84
"671","2017-09-27",184
"672","2017-09-28",152
"673","2017-09-29",152
"674","2017-10-02",140.800003
"675","2017-10-03",120
"676","2017-10-04",136
"677","2017-10-05",135.199997
"678","2017-10-06",131.199997
"679","2017-10-09",125.599998
"680","2017-10-10",132
"681","2017-10-11",144.399994
"682","2017-10-12",134
"683","2017-10-13",138
"684","2017-10-16",137.600006
"685","2017-10-17",132
"686","2017-10-18",133.600006
"687","2017-10-19",126
"688","2017-10-20",140
"689","2017-10-23",135.199997
"690","2017-10-24",131.600006
"691","2017-10-25",129.600006
"692","2017-10-26",134.399994
"693","2017-10-27",132
"694","2017-10-30",126.400002
"695","2017-10-31",128
"696","2017-11-01",130.800003
"697","2017-11-02",130
"698","2017-11-03",128
"699","2017-11-06",121.199997
"700","2017-11-07",124
"701","2017-11-08",121.599998
"702","2017-11-09",122
"703","2017-11-10",119.199997
"704","2017-11-13",106
"705","2017-11-14",100.400002
"706","2017-11-15",91.199997
"707","2017-11-16",93.599998
"708","2017-11-17",96
"709","2017-11-20",92.400002
"710","2017-11-21",92.400002
"711","2017-11-22",92
"712","2017-11-24",93.599998
"713","2017-11-27",91.199997
"714","2017-11-28",96.400002
"715","2017-11-29",104
"716","2017-11-30",96
"717","2017-12-01",96.800003
"718","2017-12-04",92.800003
"719","2017-12-05",92.400002
"720","2017-12-06",88
"721","2017-12-07",107.199997
"722","2017-12-08",97.199997
"723","2017-12-11",96
"724","2017-12-12",90.400002
"725","2017-12-13",90.400002
"726","2017-12-14",92.400002
"727","2017-12-15",92.400002
"728","2017-12-18",88.400002
"729","2017-12-19",84.800003
"730","2017-12-20",87.599998
"731","2017-12-21",86.800003
"732","2017-12-22",86
"733","2017-12-26",82
"734","2017-12-27",79.199997
"735","2017-12-28",71.199997
"736","2017-12-29",72.800003
"737","2018-01-02",74
"738","2018-01-03",75.199997
"739","2018-01-04",79.599998
"740","2018-01-05",80
"741","2018-01-08",86
"742","2018-01-09",83.599998
"743","2018-01-10",81.199997
"744","2018-01-11",82
"745","2018-01-12",78
"746","2018-01-16",78
"747","2018-01-17",80
"748","2018-01-18",82.400002
"749","2018-01-19",82
"750","2018-01-22",80.400002
"751","2018-01-23",78
"752","2018-01-24",79.599998
"753","2018-01-25",74.400002
"754","2018-01-26",78.400002
"755","2018-01-29",74
"756","2018-01-30",72.800003
"757","2018-01-31",65
"758","2018-02-01",62.700001
"759","2018-02-02",62.299999
"760","2018-02-05",53
"761","2018-02-06",46.549999
"762","2018-02-07",42.700001
"763","2018-02-08",39.099998
"764","2018-02-09",45
"765","2018-02-12",34.299999
"766","2018-02-13",26.799999
"767","2018-02-14",15.7
"768","2018-02-15",15
"769","2018-02-16",13.3
"770","2018-02-20",15
"771","2018-02-21",14.97
"772","2018-02-22",14.1
"773","2018-02-23",13
"774","2018-02-26",13.7
"775","2018-02-27",12.5
"776","2018-02-28",11.1
"777","2018-03-01",10.9
"778","2018-03-02",12.9
"779","2018-03-05",13.2
"780","2018-03-06",13.1
"781","2018-03-07",13
"782","2018-03-08",13.4
"783","2018-03-09",13
"784","2018-03-12",12.9
"785","2018-03-13",12.8
"786","2018-03-14",11.7
"787","2018-03-15",11.2
"788","2018-03-16",11.9
"789","2018-03-19",13.9
"790","2018-03-20",11.4
"791","2018-03-21",12.6
"792","2018-03-22",12.5
"793","2018-03-23",12
"794","2018-03-26",12.1
"795","2018-03-27",11.8
"796","2018-03-28",11.6
"797","2018-03-29",13.3
"798","2018-04-02",12.2
"799","2018-04-03",12.1
"800","2018-04-04",12
"801","2018-04-05",11.8
"802","2018-04-06",11.7
"803","2018-04-09",11.8
"804","2018-04-10",12.9
"805","2018-04-11",12.5
"806","2018-04-12",12.5
"807","2018-04-13",12.5
"808","2018-04-16",13.1
"809","2018-04-17",12.7
"810","2018-04-18",12.8
"811","2018-04-19",13.2
"812","2018-04-20",12.6
"813","2018-04-23",12.1
"814","2018-04-24",11.8
"815","2018-04-25",12
"816","2018-04-26",12
"817","2018-04-27",11.95
"818","2018-04-30",11.65
"819","2018-05-01",14.6
"820","2018-05-02",14
"821","2018-05-03",12.5
"822","2018-05-04",12.5
"823","2018-05-07",13.5
"824","2018-05-08",12.65
"825","2018-05-09",12.6
"826","2018-05-10",12.5
"827","2018-05-11",12.4
"828","2018-05-14",12.5
"829","2018-05-15",12.6
"830","2018-05-16",13.2
"831","2018-05-17",13.2
"832","2018-05-18",13.2
"833","2018-05-21",13.45
"834","2018-05-22",12.9
"835","2018-05-23",22.299999
"836","2018-05-24",19.700001
"837","2018-05-25",20.1
"838","2018-05-29",19.299999
"839","2018-05-30",17.6
"840","2018-05-31",17.85
"841","2018-06-01",17
"842","2018-06-04",17.25
"843","2018-06-05",16.6
"844","2018-06-06",15.7
"845","2018-06-07",15.8
"846","2018-06-08",16.700001
"847","2018-06-11",17.9
"848","2018-06-12",18
"849","2018-06-13",17.4
"850","2018-06-14",16.799999
"851","2018-06-15",16.700001
"852","2018-06-18",16
"853","2018-06-19",16.4
"854","2018-06-20",16
"855","2018-06-21",16.299999
"856","2018-06-22",16
"857","2018-06-25",16.110001
"858","2018-06-26",18.700001
"859","2018-06-27",18
"860","2018-06-28",17.700001
"861","2018-06-29",16.700001
"862","2018-07-02",17.299999
"863","2018-07-03",16.799999
"864","2018-07-05",17.299999
"865","2018-07-06",17.4
"866","2018-07-09",16.9
"867","2018-07-10",16
"868","2018-07-11",15.8
"869","2018-07-12",14.8
"870","2018-07-13",14.41
"871","2018-07-16",13.77
"872","2018-07-17",13.5
"873","2018-07-18",13.3
"874","2018-07-19",14.3
"875","2018-07-20",13.8
"876","2018-07-23",14.05
"877","2018-07-24",13.7
"878","2018-07-25",14
"879","2018-07-26",13.7
"880","2018-07-27",13.8
"881","2018-07-30",13.5
"882","2018-07-31",13.35
"883","2018-08-01",13.6
"884","2018-08-02",13.9
"885","2018-08-03",12.4
"886","2018-08-06",12.4
"887","2018-08-07",12.4
"888","2018-08-08",12.5
"889","2018-08-09",12
"890","2018-08-10",11.7
"891","2018-08-13",12.8
"892","2018-08-14",11.8
"893","2018-08-15",11.6
"894","2018-08-16",11.6
"895","2018-08-17",11.6
"896","2018-08-20",11.5
"897","2018-08-21",12.5
"898","2018-08-22",12.3
"899","2018-08-23",12.7
"900","2018-08-24",13.9
"901","2018-08-27",14
"902","2018-08-28",14.7
"903","2018-08-29",14.6
"904","2018-08-30",14.7
"905","2018-08-31",15.7
"906","2018-09-04",16
"907","2018-09-05",16.299999
"908","2018-09-06",16
"909","2018-09-07",16.1
"910","2018-09-10",15.9
"911","2018-09-11",15.8
"912","2018-09-12",15.6
"913","2018-09-13",14.8
"914","2018-09-14",14.3
"915","2018-09-17",14.7
"916","2018-09-18",14
"917","2018-09-19",14.2
"918","2018-09-20",14.8
"919","2018-09-21",14
"920","2018-09-24",13.8
"921","2018-09-25",13.6
"922","2018-09-26",13.3
"923","2018-09-27",13.7
"924","2018-09-28",13.2
"925","2018-10-01",13.3
"926","2018-10-02",12.6
"927","2018-10-03",13.7
"928","2018-10-04",13.1
"929","2018-10-05",12.51
"930","2018-10-08",12.1
"931","2018-10-09",11.6
"932","2018-10-10",11.5
"933","2018-10-11",10.6
"934","2018-10-12",11.3
"935","2018-10-15",11.4
"936","2018-10-16",11.5
"937","2018-10-17",11.1
"938","2018-10-18",11.3
"939","2018-10-19",11.3
"940","2018-10-22",9.1
"941","2018-10-23",8.4
"942","2018-10-24",7.06
"943","2018-10-25",6.81
"944","2018-10-26",7.8
"945","2018-10-29",5.9
"946","2018-10-30",3.27
"947","2018-10-31",3.3
"948","2018-11-01",3.39
"949","2018-11-02",3.39
"950","2018-11-05",3.47
"951","2018-11-06",3.3
"952","2018-11-07",3.28
"953","2018-11-08",3.35
"954","2018-11-09",2.9
"955","2018-11-12",3.03
"956","2018-11-13",3.15
"957","2018-11-14",3.19
"958","2018-11-15",3.05
"959","2018-11-16",3
"960","2018-11-19",3
"961","2018-11-20",2.9
"962","2018-11-21",2.85
"963","2018-11-23",2.95
"964","2018-11-26",2.95
"965","2018-11-27",2.85
"966","2018-11-28",2.9
"967","2018-11-29",2.9
"968","2018-11-30",3.1
"969","2018-12-03",3.01
"970","2018-12-04",3.35
"971","2018-12-06",3.45
"972","2018-12-07",3.4
"973","2018-12-10",3.38
"974","2018-12-11",3.35
"975","2018-12-12",3.39
"976","2018-12-13",3.32
"977","2018-12-14",3.25
"978","2018-12-17",3.1
"979","2018-12-18",2.9
"980","2018-12-19",2.8
"981","2018-12-20",2.3
"982","2018-12-21",2.18
"983","2018-12-24",1.95
"984","2018-12-26",2.01
"985","2018-12-27",1.99
"986","2018-12-28",2.05
"987","2018-12-31",3
"988","2019-01-02",2.8
"989","2019-01-03",2.68
"990","2019-01-04",2.6
"991","2019-01-07",2.7
"992","2019-01-08",3.08
"993","2019-01-09",3.07
"994","2019-01-10",3.02
"995","2019-01-11",3.29
"996","2019-01-14",3.45
"997","2019-01-15",2.97
"998","2019-01-16",2.8
"999","2019-01-17",2.78
"1000","2019-01-18",2.88
"1001","2019-01-22",3.23
"1002","2019-01-23",3.19
"1003","2019-01-24",3.2
"1004","2019-01-25",3.34
"1005","2019-01-28",3.53
"1006","2019-01-29",3.44
"1007","2019-01-30",3.29
"1008","2019-01-31",3.4
"1009","2019-02-01",3.53
"1010","2019-02-04",3.59
"1011","2019-02-05",3.87
"1012","2019-02-06",3.9
"1013","2019-02-07",3.7
"1014","2019-02-08",3.85
"1015","2019-02-11",3.81
"1016","2019-02-12",3.8
"1017","2019-02-13",4.1
"1018","2019-02-14",4.3
"1019","2019-02-15",4.39
"1020","2019-02-19",4.61
"1021","2019-02-20",4.65
"1022","2019-02-21",4.53
"1023","2019-02-22",4.32
"1024","2019-02-25",4.62
"1025","2019-02-26",5.29
"1026","2019-02-27",6.39
"1027","2019-02-28",6.55
"1028","2019-03-01",6.77
"1029","2019-03-04",6.8
"1030","2019-03-05",5.8
"1031","2019-03-06",5.91
"1032","2019-03-07",6.33
"1033","2019-03-08",6.13
"1034","2019-03-11",6.4
"1035","2019-03-12",6.5
"1036","2019-03-13",6.49
"1037","2019-03-14",7.25
"1038","2019-03-15",8.9
"1039","2019-03-18",10.5
"1040","2019-03-19",10.3
"1041","2019-03-20",9.49
"1042","2019-03-21",9.25
"1043","2019-03-22",8.85
