"","date","KL"
"971","2020-10-09",51.169998
"972","2020-10-12",51.389999
"973","2020-10-13",50.630001
"974","2020-10-14",50.889999
"975","2020-10-15",50.720001
"976","2020-10-16",49.84
"977","2020-10-19",48.580002
"978","2020-10-20",48.200001
"979","2020-10-21",48.040001
"980","2020-10-22",47.080002
"981","2020-10-23",46.66
"982","2020-10-26",45.860001
"983","2020-10-27",46.540001
"984","2020-10-28",44.549999
"985","2020-10-29",45.349998
"986","2020-10-30",45.619999
"987","2020-11-02",46.23
"988","2020-11-03",47.139999
"989","2020-11-04",46.57
"990","2020-11-05",49.32
"991","2020-11-06",48.639999
"992","2020-11-09",45.139999
"993","2020-11-10",44.169998
"994","2020-11-11",44.560001
"995","2020-11-12",45.119999
"996","2020-11-13",45.110001
"997","2020-11-16",43.959999
"998","2020-11-17",42.740002
"999","2020-11-18",40.939999
"1000","2020-11-19",40.470001
"1001","2020-11-20",41.200001
"1002","2020-11-23",39.439999
"1003","2020-11-24",38.860001
"1004","2020-11-25",39.619999
"1005","2020-11-27",40.220001
