"","date","IIN"
"101","2007-05-29",6.93
"102","2007-05-30",7.05
"103","2007-05-31",7
"104","2007-06-01",7.31
"105","2007-06-04",7.15
"106","2007-06-05",7.62
"107","2007-06-06",7.75
"108","2007-06-07",7.75
"109","2007-06-08",7.3
"110","2007-06-11",7.45
"111","2007-06-12",7.39
"112","2007-06-13",7.05
"113","2007-06-14",7.05
"114","2007-06-15",6.72
"115","2007-06-18",6.82
"116","2007-06-19",6.42
"117","2007-06-20",6.65
"118","2007-06-21",6.85
"119","2007-06-22",6.9
"120","2007-06-25",6.92
"121","2007-06-26",6.95
"122","2007-06-27",6.94
"123","2007-06-28",6.95
"124","2007-06-29",6.85
"125","2007-07-02",6.95
"126","2007-07-03",6.95
"127","2007-07-05",6.95
"128","2007-07-06",7.05
"129","2007-07-09",7.1
"130","2007-07-10",7
"131","2007-07-11",7
"132","2007-07-12",7.1
"133","2007-07-13",7.05
"134","2007-07-16",7
"135","2007-07-17",7.11
"136","2007-07-18",7.15
"137","2007-07-19",7.17
"138","2007-07-20",7.12
"139","2007-07-23",7.13
"140","2007-07-24",8.16
"141","2007-07-25",8.2
"142","2007-07-26",7.85
"143","2007-07-27",7.9
"144","2007-07-30",8.35
"145","2007-07-31",8.35
"146","2007-08-01",8.4
"147","2007-08-02",8.31
"148","2007-08-03",8.5
"149","2007-08-06",8.57
"150","2007-08-07",9.35
"151","2007-08-08",9.75
"152","2007-08-09",9.65
"153","2007-08-10",9.55
"154","2007-08-13",9.51
"155","2007-08-14",9.6
"156","2007-08-15",9.6
"157","2007-08-16",9.65
"158","2007-08-17",9.79
"159","2007-08-20",10.05
"160","2007-08-21",10.24
"161","2007-08-22",10.7
"162","2007-08-23",11.02
"163","2007-08-24",11.2
"164","2007-08-27",11.25
"165","2007-08-28",11.27
"166","2007-08-29",11.25
"167","2007-08-30",11.1
"168","2007-08-31",11.02
"169","2007-09-04",11.24
"170","2007-09-05",11.05
"171","2007-09-06",10
"172","2007-09-07",10.3
"173","2007-09-10",10.23
"174","2007-09-11",10.24
"175","2007-09-12",10.25
"176","2007-09-13",9.95
"177","2007-09-14",9.37
"178","2007-09-17",9.13
"179","2007-09-18",9.31
"180","2007-09-19",9.61
"181","2007-09-20",9.45
"182","2007-09-21",9.52
"183","2007-09-24",9.3
"184","2007-09-25",9.2
"185","2007-09-26",9.31
"186","2007-09-27",9.52
"187","2007-09-28",9.3
"188","2007-10-01",9.75
"189","2007-10-02",9.9
"190","2007-10-03",10.06
"191","2007-10-04",10.2
"192","2007-10-05",10.25
"193","2007-10-08",10.15
"194","2007-10-09",10.4
"195","2007-10-10",10.44
"196","2007-10-11",10.35
"197","2007-10-12",10.17
"198","2007-10-15",10.33
"199","2007-10-16",10.28
"200","2007-10-17",10.3
"201","2007-10-18",10.3
"202","2007-10-19",10.67
"203","2007-10-22",10.6
"204","2007-10-23",10.2
"205","2007-10-24",12
"206","2007-10-25",11.8
"207","2007-10-26",12
"208","2007-10-29",13.2
"209","2007-10-30",13.75
"210","2007-10-31",14.11
"211","2007-11-01",13.98
"212","2007-11-02",14.2
"213","2007-11-05",14.48
"214","2007-11-06",14.5
"215","2007-11-07",14
"216","2007-11-08",12
"217","2007-11-09",10.7
"218","2007-11-12",10.68
"219","2007-11-13",10.95
"220","2007-11-14",11.62
"221","2007-11-15",11.89
"222","2007-11-16",11.77
"223","2007-11-19",11.77
"224","2007-11-20",11.53
"225","2007-11-21",11.39
"226","2007-11-23",11.69
"227","2007-11-26",11.6
"228","2007-11-27",12.24
"229","2007-11-28",13.21
"230","2007-11-29",14.2
"231","2007-11-30",13.8
"232","2007-12-03",13.05
"233","2007-12-04",13.57
"234","2007-12-05",13.25
"235","2007-12-06",13.6
"236","2007-12-07",14.05
"237","2007-12-10",14.7
"238","2007-12-11",14.7
"239","2007-12-12",13.65
"240","2007-12-13",12.89
"241","2007-12-14",13.18
"242","2007-12-17",12.66
"243","2007-12-18",12.84
"244","2007-12-19",13.02
"245","2007-12-20",13.2
"246","2007-12-21",13.15
"247","2007-12-24",13.3
"248","2007-12-26",12.99
"249","2007-12-27",12.88
"250","2007-12-28",12.6
"251","2007-12-31",12.48
"252","2008-01-02",12.9
"253","2008-01-03",12.6
"254","2008-01-04",12.7
"255","2008-01-07",12.75
"256","2008-01-08",12.8
"257","2008-01-09",11.25
"258","2008-01-10",10.9
"259","2008-01-11",10.17
"260","2008-01-14",10
"261","2008-01-15",10.9
"262","2008-01-16",11.33
"263","2008-01-17",10.25
"264","2008-01-18",11.22
"265","2008-01-22",11
"266","2008-01-23",11.23
"267","2008-01-24",10.99
"268","2008-01-25",10.78
"269","2008-01-28",11
"270","2008-01-29",11
"271","2008-01-30",10.69
"272","2008-01-31",11.23
"273","2008-02-01",11.12
"274","2008-02-04",10.99
"275","2008-02-05",10.6
"276","2008-02-06",10.15
"277","2008-02-07",9.8
"278","2008-02-08",9.02
"279","2008-02-11",8.9
"280","2008-02-12",8.4
"281","2008-02-13",7.67
"282","2008-02-14",7.81
"283","2008-02-15",8.34
"284","2008-02-19",7.8
"285","2008-02-20",7.67
"286","2008-02-21",7.64
"287","2008-02-22",7.24
"288","2008-02-25",7.29
"289","2008-02-26",7.07
"290","2008-02-27",7.1
"291","2008-02-28",7.42
"292","2008-02-29",6.83
"293","2008-03-03",6.51
"294","2008-03-04",6.45
"295","2008-03-05",6.33
"296","2008-03-06",6
"297","2008-03-07",6.65
"298","2008-03-10",6.28
"299","2008-03-11",6.25
"300","2008-03-12",6.2
"301","2008-03-13",7.33
"302","2008-03-14",6.88
"303","2008-03-17",6.8
"304","2008-03-18",7.25
"305","2008-03-19",6.9
"306","2008-03-20",7.8
"307","2008-03-24",7.95
"308","2008-03-25",8.15
"309","2008-03-26",8.39
"310","2008-03-27",7.95
"311","2008-03-28",8.05
"312","2008-03-31",8.08
"313","2008-04-01",8.63
"314","2008-04-02",9.75
"315","2008-04-03",8.52
"316","2008-04-04",7.9
"317","2008-04-07",8.6
"318","2008-04-08",8.88
"319","2008-04-09",8.79
"320","2008-04-10",9
"321","2008-04-11",8.9
"322","2008-04-14",8.93
"323","2008-04-15",9
"324","2008-04-16",9
"325","2008-04-17",9
"326","2008-04-18",8.97
"327","2008-04-21",9.04
"328","2008-04-22",8.96
"329","2008-04-23",8.98
"330","2008-04-24",8.5
"331","2008-04-25",9.48
"332","2008-04-28",9.57
"333","2008-04-29",9.5
"334","2008-04-30",9.49
"335","2008-05-01",9.5
"336","2008-05-02",9.19
"337","2008-05-05",8.9
"338","2008-05-06",8.94
"339","2008-05-07",9.17
"340","2008-05-08",9.24
"341","2008-05-09",9.43
"342","2008-05-12",8.9
"343","2008-05-13",8.96
"344","2008-05-14",8.97
"345","2008-05-15",8.7
"346","2008-05-16",9.05
"347","2008-05-19",9.09
"348","2008-05-20",9.03
"349","2008-05-21",9.03
"350","2008-05-22",8.5
"351","2008-05-23",8.65
"352","2008-05-27",8.53
"353","2008-05-28",8.4
"354","2008-05-29",8.1
"355","2008-05-30",8.01
"356","2008-06-02",7.76
"357","2008-06-03",7.91
"358","2008-06-04",7.9
"359","2008-06-05",7.7
"360","2008-06-06",7.84
"361","2008-06-09",7.82
"362","2008-06-10",7.9
"363","2008-06-11",7.95
"364","2008-06-12",8.22
"365","2008-06-13",8.21
"366","2008-06-16",8.07
"367","2008-06-17",8.36
"368","2008-06-18",8.25
"369","2008-06-19",8.45
"370","2008-06-20",8.39
"371","2008-06-23",8.37
"372","2008-06-24",8.44
"373","2008-06-25",8.49
"374","2008-06-26",8.4
"375","2008-06-27",8.44
"376","2008-06-30",8.4
"377","2008-07-01",7.99
"378","2008-07-02",7.89
"379","2008-07-03",8.26
"380","2008-07-07",8.14
"381","2008-07-08",8.24
"382","2008-07-09",8.36
"383","2008-07-10",8.39
"384","2008-07-11",8.39
"385","2008-07-14",8.39
"386","2008-07-15",8.4
"387","2008-07-16",8.49
"388","2008-07-17",8.6
"389","2008-07-18",8.74
"390","2008-07-21",8.98
"391","2008-07-22",8.77
"392","2008-07-23",8.7
"393","2008-07-24",7.22
"394","2008-07-25",6.78
"395","2008-07-28",6.66
"396","2008-07-29",6.63
"397","2008-07-30",6.88
"398","2008-07-31",6.8
"399","2008-08-01",6.9
"400","2008-08-04",6.85
"401","2008-08-05",6.92
"402","2008-08-06",6.79
"403","2008-08-07",6.65
"404","2008-08-08",6.6
"405","2008-08-11",6.62
"406","2008-08-12",6.49
"407","2008-08-13",6.43
"408","2008-08-14",6.25
"409","2008-08-15",6.24
"410","2008-08-18",5.99
"411","2008-08-19",5.81
"412","2008-08-20",5.89
"413","2008-08-21",5.43
"414","2008-08-22",5.44
"415","2008-08-25",5.41
"416","2008-08-26",5.43
"417","2008-08-27",5.36
"418","2008-08-28",5.6
"419","2008-08-29",5.83
"420","2008-09-02",5.3
"421","2008-09-03",5.35
"422","2008-09-04",5.82
"423","2008-09-05",5.38
"424","2008-09-08",5.33
"425","2008-09-09",5.26
"426","2008-09-10",5.46
"427","2008-09-11",5.71
"428","2008-09-12",5.61
"429","2008-09-15",5.87
"430","2008-09-16",5.89
"431","2008-09-17",5.2
"432","2008-09-18",5.25
"433","2008-09-19",5.18
"434","2008-09-22",4.79
"435","2008-09-23",4.68
"436","2008-09-24",4
"437","2008-09-25",3.84
"438","2008-09-26",3.83
"439","2008-09-29",3.92
"440","2008-09-30",3.94
"441","2008-10-01",3.3
"442","2008-10-02",3.55
"443","2008-10-03",3.69
"444","2008-10-06",3.99
"445","2008-10-07",4.15
"446","2008-10-08",3.96
"447","2008-10-09",4.22
"448","2008-10-10",5
"449","2008-10-13",4.83
"450","2008-10-14",4.96
"451","2008-10-15",5.15
"452","2008-10-16",4.67
"453","2008-10-17",5.35
"454","2008-10-20",5.66
"455","2008-10-21",6.43
"456","2008-10-22",6
"457","2008-10-23",5.57
"458","2008-10-24",5.56
"459","2008-10-27",6.07
"460","2008-10-28",6.16
"461","2008-10-29",6.25
"462","2008-10-30",6.45
"463","2008-10-31",5.25
"464","2008-11-03",5.26
"465","2008-11-04",5.3
"466","2008-11-05",5
"467","2008-11-06",4.95
"468","2008-11-07",4.86
"469","2008-11-10",5.21
"470","2008-11-11",5.09
"471","2008-11-12",4.66
"472","2008-11-13",4.86
"473","2008-11-14",4.93
"474","2008-11-17",4.93
"475","2008-11-18",4.47
"476","2008-11-19",4.34
"477","2008-11-20",4.25
"478","2008-11-21",4.73
"479","2008-11-24",5
"480","2008-11-25",4.98
"481","2008-11-26",4.98
"482","2008-11-28",4.99
"483","2008-12-01",4.99
"484","2008-12-02",5
"485","2008-12-03",5.02
"486","2008-12-04",4.85
"487","2008-12-05",4.71
"488","2008-12-08",4.71
"489","2008-12-09",4.69
"490","2008-12-10",4.69
"491","2008-12-11",4.76
"492","2008-12-12",4.87
"493","2008-12-15",4.91
"494","2008-12-16",4.87
"495","2008-12-17",4.68
"496","2008-12-18",4.7
"497","2008-12-19",4.71
"498","2008-12-22",4.91
"499","2008-12-23",5.18
"500","2008-12-24",4.76
"501","2008-12-26",4.7
"502","2008-12-29",3.8
"503","2008-12-30",3.6
"504","2008-12-31",3.6
"505","2009-01-02",3.7
"506","2009-01-05",3.8
"507","2009-01-06",3.89
"508","2009-01-07",3.6
"509","2009-01-08",3.58
"510","2009-01-09",3.45
"511","2009-01-12",3.75
"512","2009-01-13",3.79
"513","2009-01-14",3.89
"514","2009-01-15",3.89
"515","2009-01-16",3.97
"516","2009-01-20",4
"517","2009-01-21",3.95
"518","2009-01-22",4.09
"519","2009-01-23",4.15
"520","2009-01-26",4.15
"521","2009-01-27",4.2
"522","2009-01-28",4.2
"523","2009-01-29",4.33
"524","2009-01-30",4.33
"525","2009-02-02",4.33
"526","2009-02-03",3.85
"527","2009-02-04",4.27
"528","2009-02-05",4.33
"529","2009-02-06",4.3
"530","2009-02-09",4.3
"531","2009-02-10",3.88
"532","2009-02-11",3.88
"533","2009-02-12",3.63
"534","2009-02-13",4.04
"535","2009-02-17",3.76
"536","2009-02-18",3.62
"537","2009-02-19",3.62
"538","2009-02-20",4.04
"539","2009-02-23",3.7
"540","2009-02-24",3.7
"541","2009-02-25",3.93
"542","2009-02-26",4.19
"543","2009-02-27",4.1
"544","2009-03-02",4
"545","2009-03-03",3.76
"546","2009-03-04",3.7
"547","2009-03-05",3.99
"548","2009-03-06",3.7
"549","2009-03-09",3.32
"550","2009-03-10",3.6
"551","2009-03-11",3.7
"552","2009-03-12",3.73
"553","2009-03-13",3.79
"554","2009-03-16",3.69
"555","2009-03-17",3.15
"556","2009-03-18",3.17
"557","2009-03-19",3.31
"558","2009-03-20",3.17
"559","2009-03-23",3.15
"560","2009-03-24",3
"561","2009-03-25",3.01
"562","2009-03-26",3
"563","2009-03-27",3.22
"564","2009-03-30",3.1
"565","2009-03-31",3.12
"566","2009-04-01",3.1
"567","2009-04-02",3.03
"568","2009-04-03",3.13
"569","2009-04-06",3.14
"570","2009-04-07",3.04
"571","2009-04-08",3.05
"572","2009-04-09",3.25
"573","2009-04-13",3.2
"574","2009-04-14",3.36
"575","2009-04-15",3.03
"576","2009-04-16",3.05
"577","2009-04-17",3.06
"578","2009-04-20",3.05
"579","2009-04-21",3.04
"580","2009-04-22",3.08
"581","2009-04-23",3.04
"582","2009-04-24",3.2
"583","2009-04-27",2.87
"584","2009-04-28",2.86
"585","2009-04-29",3
"586","2009-04-30",3.17
"587","2009-05-01",3.17
"588","2009-05-04",2.88
"589","2009-05-05",3.1
"590","2009-05-06",2.95
"591","2009-05-07",2.95
"592","2009-05-08",3
"593","2009-05-11",3.17
"594","2009-05-12",3.01
"595","2009-05-13",2.84
"596","2009-05-14",2.84
"597","2009-05-15",2.77
"598","2009-05-18",3
"599","2009-05-19",2.88
"600","2009-05-20",2.89
"601","2009-05-21",2.59
"602","2009-05-22",2.74
"603","2009-05-26",2.78
"604","2009-05-27",2.78
"605","2009-05-28",2.99
"606","2009-05-29",3.29
"607","2009-06-01",3.29
"608","2009-06-02",3.05
"609","2009-06-03",2.8
"610","2009-06-04",3.08
"611","2009-06-05",2.9
"612","2009-06-08",2.95
"613","2009-06-09",2.82
"614","2009-06-10",2.88
"615","2009-06-11",3.08
"616","2009-06-12",3.08
"617","2009-06-15",3.08
"618","2009-06-16",3.08
"619","2009-06-17",3.01
"620","2009-06-18",2.96
"621","2009-06-19",2.83
"622","2009-06-22",3
"623","2009-06-23",2.85
"624","2009-06-24",2.61
"625","2009-06-25",2.7
"626","2009-06-26",2.83
"627","2009-06-29",2.83
"628","2009-06-30",2.7
"629","2009-07-01",2.7
"630","2009-07-02",2.94
"631","2009-07-06",2.95
"632","2009-07-07",2.67
"633","2009-07-08",2.67
"634","2009-07-09",2.62
"635","2009-07-10",2.62
"636","2009-07-13",2.66
"637","2009-07-14",2.9
"638","2009-07-15",2.88
"639","2009-07-16",2.99
"640","2009-07-17",2.85
"641","2009-07-20",2.61
"642","2009-07-21",2.71
"643","2009-07-22",2.67
"644","2009-07-23",2.65
"645","2009-07-24",2.85
"646","2009-07-27",3.25
"647","2009-07-28",3.36
"648","2009-07-29",3.02
"649","2009-07-30",3.02
"650","2009-07-31",2.6
"651","2009-08-03",3.3
"652","2009-08-04",3.74
"653","2009-08-05",3.71
"654","2009-08-06",3.71
"655","2009-08-07",3.77
"656","2009-08-10",4.11
"657","2009-08-11",3.77
"658","2009-08-12",3.27
"659","2009-08-13",3.6
"660","2009-08-14",3.33
"661","2009-08-17",3.02
"662","2009-08-18",3.1
"663","2009-08-19",3.39
"664","2009-08-20",3.39
"665","2009-08-21",3.45
"666","2009-08-24",3.48
"667","2009-08-25",3.7
"668","2009-08-26",3.33
"669","2009-08-27",3.2
"670","2009-08-28",3.18
"671","2009-08-31",3.22
"672","2009-09-01",3.15
"673","2009-09-02",3.15
"674","2009-09-03",3.31
"675","2009-09-04",3.27
"676","2009-09-08",3.3
"677","2009-09-09",3
"678","2009-09-10",3.02
"679","2009-09-11",3.65
"680","2009-09-14",3.35
"681","2009-09-15",3.4
"682","2009-09-16",3.63
"683","2009-09-17",3.65
"684","2009-09-18",3.38
"685","2009-09-21",3.6
"686","2009-09-22",3.88
"687","2009-09-23",3.88
"688","2009-09-24",3.7
"689","2009-09-25",3.84
"690","2009-09-28",3.36
"691","2009-09-29",3.29
"692","2009-09-30",3.27
"693","2009-10-01",3
"694","2009-10-02",3.11
"695","2009-10-05",3
"696","2009-10-06",3.18
"697","2009-10-07",3
"698","2009-10-08",3.01
"699","2009-10-09",3.03
"700","2009-10-12",3.17
"701","2009-10-13",3.06
"702","2009-10-14",3.15
"703","2009-10-15",3.15
"704","2009-10-16",3.01
"705","2009-10-19",3.25
"706","2009-10-20",3.35
"707","2009-10-21",3.25
"708","2009-10-22",3.25
"709","2009-10-23",3.38
"710","2009-10-26",3.25
"711","2009-10-27",3.25
"712","2009-10-28",3.5
"713","2009-10-29",3.25
"714","2009-10-30",3.25
"715","2009-11-02",3.25
"716","2009-11-03",3.03
"717","2009-11-04",3.19
"718","2009-11-05",3.08
"719","2009-11-06",3.4
"720","2009-11-09",3.49
"721","2009-11-10",3.49
"722","2009-11-11",3.74
"723","2009-11-12",3.74
"724","2009-11-13",3.76
"725","2009-11-16",3.4
"726","2009-11-17",3.5
"727","2009-11-18",3.47
"728","2009-11-19",3.3
"729","2009-11-20",3.39
"730","2009-11-23",3.39
"731","2009-11-24",3.2
"732","2009-11-25",3.15
"733","2009-11-27",3.15
"734","2009-11-30",3.3
"735","2009-12-01",3.15
"736","2009-12-02",3.15
"737","2009-12-03",3.2
"738","2009-12-04",3.2
"739","2009-12-07",3.2
"740","2009-12-08",3.15
"741","2009-12-09",3.03
"742","2009-12-10",3.03
"743","2009-12-11",3.08
"744","2009-12-14",3.18
"745","2009-12-15",3.18
"746","2009-12-16",3.03
"747","2009-12-17",3.2
"748","2009-12-18",3.03
"749","2009-12-21",3.01
"750","2009-12-22",3.5
"751","2009-12-23",3.16
"752","2009-12-24",3.16
"753","2009-12-28",3.05
"754","2009-12-29",3.25
"755","2009-12-30",3.2
"756","2009-12-31",3.22
"757","2010-01-04",3.12
"758","2010-01-05",3.13
"759","2010-01-06",3.09
"760","2010-01-07",3.09
"761","2010-01-08",3.1
"762","2010-01-11",3.1
"763","2010-01-12",3.08
"764","2010-01-13",3.05
"765","2010-01-14",3
"766","2010-01-15",3.01
"767","2010-01-19",3
"768","2010-01-20",3
"769","2010-01-21",3.03
"770","2010-01-22",3
"771","2010-01-25",3
"772","2010-01-26",3
"773","2010-01-27",3
"774","2010-01-28",3
"775","2010-01-29",3
"776","2010-02-01",3.15
"777","2010-02-02",3.15
"778","2010-02-03",3.15
"779","2010-02-04",3.05
"780","2010-02-05",3.1
"781","2010-02-08",3.1
"782","2010-02-09",3.11
"783","2010-02-10",3.07
"784","2010-02-11",3.15
"785","2010-02-12",3.16
"786","2010-02-16",3.16
"787","2010-02-17",3.2
"788","2010-02-18",3.22
"789","2010-02-19",3.22
"790","2010-02-22",3.16
"791","2010-02-23",3.16
"792","2010-02-24",3.12
"793","2010-02-25",3
"794","2010-02-26",2.97
"795","2010-03-01",3
"796","2010-03-02",2.95
"797","2010-03-03",3.18
"798","2010-03-04",3.13
"799","2010-03-05",3.04
"800","2010-03-08",3.04
"801","2010-03-09",3.05
"802","2010-03-10",3.18
"803","2010-03-11",3.05
"804","2010-03-12",3.3
"805","2010-03-15",3.15
"806","2010-03-16",3.25
"807","2010-03-17",3.29
"808","2010-03-18",3.1
"809","2010-03-19",3.36
"810","2010-03-22",3.5
"811","2010-03-23",4.05
"812","2010-03-24",3.95
"813","2010-03-25",4.01
"814","2010-03-26",3.99
"815","2010-03-29",3.8
"816","2010-03-30",3.8
"817","2010-03-31",3.9
"818","2010-04-01",4.15
"819","2010-04-05",3.83
"820","2010-04-06",3.89
"821","2010-04-07",3.89
"822","2010-04-08",4.1
"823","2010-04-09",4.08
"824","2010-04-12",4.1
"825","2010-04-13",4.1
"826","2010-04-14",4.38
"827","2010-04-15",4.75
"828","2010-04-16",4.57
"829","2010-04-19",4.57
"830","2010-04-20",4.57
"831","2010-04-21",4
"832","2010-04-22",3.79
"833","2010-04-23",3.85
"834","2010-04-26",3.86
"835","2010-04-27",3.81
"836","2010-04-28",3.7
"837","2010-04-29",3.92
"838","2010-04-30",3.8
"839","2010-05-03",3.95
"840","2010-05-04",4.18
"841","2010-05-05",4.52
"842","2010-05-06",4.08
"843","2010-05-07",4.2
"844","2010-05-10",4.37
"845","2010-05-11",4.66
"846","2010-05-12",5.74
"847","2010-05-13",5.95
"848","2010-05-14",5.84
"849","2010-05-17",5.57
"850","2010-05-18",4.59
"851","2010-05-19",4.73
"852","2010-05-20",4.55
"853","2010-05-21",4.42
"854","2010-05-24",4.3
"855","2010-05-25",4.57
"856","2010-05-26",4.25
"857","2010-05-27",4.32
"858","2010-05-28",4.32
"859","2010-06-01",4.32
"860","2010-06-02",4.88
"861","2010-06-03",4.95
"862","2010-06-04",4.51
"863","2010-06-07",4.62
"864","2010-06-08",4.62
"865","2010-06-09",4.47
"866","2010-06-10",4.47
"867","2010-06-11",4.64
"868","2010-06-14",4.64
"869","2010-06-15",4.55
"870","2010-06-16",4.68
"871","2010-06-17",4.68
"872","2010-06-18",4.91
"873","2010-06-21",4.97
"874","2010-06-22",5.26
"875","2010-06-23",5.25
"876","2010-06-24",5.25
"877","2010-06-25",5.69
"878","2010-06-28",5.51
"879","2010-06-29",5.35
"880","2010-06-30",5.35
"881","2010-07-01",5.35
"882","2010-07-02",5
"883","2010-07-06",5.27
"884","2010-07-07",5.65
"885","2010-07-08",5.55
"886","2010-07-09",5.6
"887","2010-07-12",5.47
"888","2010-07-13",5.9
"889","2010-07-14",5.9
"890","2010-07-15",5.78
"891","2010-07-16",5.77
"892","2010-07-19",5.95
"893","2010-07-20",6
"894","2010-07-21",6.11
"895","2010-07-22",6.15
"896","2010-07-23",5.94
"897","2010-07-26",6.04
"898","2010-07-27",6.18
"899","2010-07-28",5.95
"900","2010-07-29",5.8
"901","2010-07-30",5.29
"902","2010-08-02",5.27
"903","2010-08-03",4.99
"904","2010-08-04",5.19
"905","2010-08-05",4.94
"906","2010-08-06",4.88
"907","2010-08-09",4.7
"908","2010-08-10",4.5
"909","2010-08-11",4.04
"910","2010-08-12",4.04
"911","2010-08-13",4
"912","2010-08-16",4.05
"913","2010-08-17",4.04
"914","2010-08-18",3.95
"915","2010-08-19",3.75
"916","2010-08-20",3.9
"917","2010-08-23",3.96
"918","2010-08-24",3.88
"919","2010-08-25",4.04
"920","2010-08-26",3.9
"921","2010-08-27",3.85
"922","2010-08-30",3.85
"923","2010-08-31",3.94
"924","2010-09-01",3.94
"925","2010-09-02",3.94
"926","2010-09-03",3.94
"927","2010-09-07",4.07
"928","2010-09-08",3.89
"929","2010-09-09",3.78
"930","2010-09-10",4
"931","2010-09-13",4.2
"932","2010-09-14",4.3
"933","2010-09-15",4.21
"934","2010-09-16",4.42
"935","2010-09-17",4.2
"936","2010-09-20",4.2
"937","2010-09-21",4.2
"938","2010-09-22",4.19
"939","2010-09-23",4.22
"940","2010-09-24",4.22
"941","2010-09-27",4.22
"942","2010-09-28",4.18
"943","2010-09-29",4.18
"944","2010-09-30",4.16
"945","2010-10-01",4.16
"946","2010-10-04",4.12
"947","2010-10-05",4.4
"948","2010-10-06",4.33
"949","2010-10-07",4.18
"950","2010-10-08",4.18
"951","2010-10-11",4.18
"952","2010-10-12",4.22
"953","2010-10-13",4.32
"954","2010-10-14",4.35
"955","2010-10-15",4.25
"956","2010-10-18",4.25
"957","2010-10-19",4.25
"958","2010-10-20",4.26
"959","2010-10-21",4.35
"960","2010-10-22",4.31
"961","2010-10-25",4.36
"962","2010-10-26",4.35
"963","2010-10-27",4.3
"964","2010-10-28",4.35
"965","2010-10-29",4.3
"966","2010-11-01",4.3
"967","2010-11-02",4.3
"968","2010-11-03",4.35
"969","2010-11-04",4.36
"970","2010-11-05",4.55
"971","2010-11-08",4.5
"972","2010-11-09",4.45
"973","2010-11-10",4.45
"974","2010-11-11",4.45
"975","2010-11-12",4.45
"976","2010-11-15",4.44
"977","2010-11-16",4.44
"978","2010-11-17",4.24
"979","2010-11-18",4.25
"980","2010-11-19",4.35
"981","2010-11-22",4.05
"982","2010-11-23",4.1
"983","2010-11-24",4.14
"984","2010-11-26",4.14
"985","2010-11-29",4.02
"986","2010-11-30",4
"987","2010-12-01",3.85
"988","2010-12-02",3.81
"989","2010-12-03",3.76
"990","2010-12-06",3.62
"991","2010-12-07",3.62
"992","2010-12-08",3.62
"993","2010-12-09",3.99
"994","2010-12-10",3.99
"995","2010-12-13",3.9
"996","2010-12-14",3.67
"997","2010-12-15",3.8
"998","2010-12-16",3.76
"999","2010-12-17",3.9
"1000","2010-12-20",3.75
"1001","2010-12-21",3.71
"1002","2010-12-22",3.83
"1003","2010-12-23",3.92
"1004","2010-12-27",3.7
"1005","2010-12-28",3.75
"1006","2010-12-29",3.92
"1007","2010-12-30",3.92
