"","date","STSA"
"86","2020-01-15",17.129999
"87","2020-01-16",18.98
"88","2020-01-17",19.58
"89","2020-01-21",19.9
"90","2020-01-22",20.049999
"91","2020-01-23",19.98
"92","2020-01-24",19.67
"93","2020-01-27",19.6
"94","2020-01-28",25.469999
"95","2020-01-29",29.030001
"96","2020-01-30",25.59
"97","2020-01-31",24.719999
"98","2020-02-03",25.75
"99","2020-02-04",24.58
"100","2020-02-05",23.709999
"101","2020-02-06",23.209999
"102","2020-02-07",30.690001
"103","2020-02-10",29.6
"104","2020-02-11",27.09
"105","2020-02-12",28.18
"106","2020-02-13",29.35
"107","2020-02-14",28.299999
"108","2020-02-18",29.139999
"109","2020-02-19",29.040001
"110","2020-02-20",28.620001
"111","2020-02-21",27.18
"112","2020-02-24",26.35
"113","2020-02-25",26.1
"114","2020-02-26",26.379999
"115","2020-02-27",26.02
"116","2020-02-28",28.49
"117","2020-03-02",29.120001
"118","2020-03-03",26.469999
"119","2020-03-04",29
"120","2020-03-05",26.91
"121","2020-03-06",26
"122","2020-03-09",25.620001
"123","2020-03-10",29.01
"124","2020-03-11",23.75
"125","2020-03-12",17.27
"126","2020-03-13",17.440001
"127","2020-03-16",14.53
"128","2020-03-17",17.08
"129","2020-03-18",15.38
"130","2020-03-19",16.459999
"131","2020-03-20",19.790001
"132","2020-03-23",16.98
"133","2020-03-24",17.49
"134","2020-03-25",16.48
"135","2020-03-26",18.82
"136","2020-03-27",18.83
"137","2020-03-30",19.889999
"138","2020-03-31",21.52
"139","2020-04-01",16.01
"140","2020-04-02",16.75
"141","2020-04-03",16.18
"142","2020-04-06",17.5
"143","2020-04-07",16.889999
"144","2020-04-08",17.75
"145","2020-04-09",18.09
"146","2020-04-13",19.280001
"147","2020-04-14",20.040001
"148","2020-04-15",18.26
"149","2020-04-16",17.9
"150","2020-04-17",17.540001
"151","2020-04-20",17.610001
"152","2020-04-21",17.469999
"153","2020-04-22",18.040001
"154","2020-04-23",18.66
"155","2020-04-24",18.219999
"156","2020-04-27",19.690001
"157","2020-04-28",18.450001
"158","2020-04-29",20
"159","2020-04-30",19.6
"160","2020-05-01",18.280001
"161","2020-05-04",18.700001
"162","2020-05-05",20
"163","2020-05-06",20.35
"164","2020-05-07",19.43
"165","2020-05-08",19.51
"166","2020-05-11",19.870001
"167","2020-05-12",19.950001
"168","2020-05-13",18.76
"169","2020-05-14",19.91
"170","2020-05-15",22.42
"171","2020-05-18",22.879999
"172","2020-05-19",20.709999
"173","2020-05-20",26
"174","2020-05-21",25.940001
"175","2020-05-22",25.98
"176","2020-05-26",25.940001
"177","2020-05-27",24.969999
"178","2020-05-28",25.940001
"179","2020-05-29",26.200001
"180","2020-06-01",24.66
"181","2020-06-02",25.09
"182","2020-06-03",26.35
"183","2020-06-04",27
"184","2020-06-05",26.780001
"185","2020-06-08",28.42
"186","2020-06-09",28.620001
"187","2020-06-10",28.99
"188","2020-06-11",26.5
"189","2020-06-12",26.99
"190","2020-06-15",28.68
"191","2020-06-16",28.6
"192","2020-06-17",28.950001
"193","2020-06-18",30.799999
"194","2020-06-19",31.940001
"195","2020-06-22",34.689999
"196","2020-06-23",34.029999
"197","2020-06-24",30.83
"198","2020-06-25",32.189999
"199","2020-06-26",30
"200","2020-06-29",27.969999
"201","2020-06-30",28.76
"202","2020-07-01",27.200001
"203","2020-07-02",27.25
"204","2020-07-06",28.08
"205","2020-07-07",28
"206","2020-07-08",25.959999
"207","2020-07-09",25.51
"208","2020-07-10",25.75
"209","2020-07-13",24.530001
"210","2020-07-14",26.110001
"211","2020-07-15",28.469999
"212","2020-07-16",27.98
"213","2020-07-17",27.530001
"214","2020-07-20",26.719999
"215","2020-07-21",26.25
"216","2020-07-22",25.549999
"217","2020-07-23",25.74
"218","2020-07-24",25.629999
"219","2020-07-27",25.700001
"220","2020-07-28",25.4
"221","2020-07-29",25.110001
"222","2020-07-30",24.469999
"223","2020-07-31",23.610001
"224","2020-08-03",23
"225","2020-08-04",22.790001
"226","2020-08-05",25.629999
"227","2020-08-06",24.76
"228","2020-08-07",24.98
"229","2020-08-10",25
"230","2020-08-11",24.950001
"231","2020-08-12",24
"232","2020-08-13",22.9
"233","2020-08-14",24.719999
"234","2020-08-17",25.040001
"235","2020-08-18",24.559999
"236","2020-08-19",24.17
"237","2020-08-20",24.389999
"238","2020-08-21",24.559999
"239","2020-08-24",23.940001
"240","2020-08-25",23.709999
"241","2020-08-26",24.34
"242","2020-08-27",22.92
"243","2020-08-28",22.75
"244","2020-08-31",23.030001
"245","2020-09-01",21.92
"246","2020-09-02",22.389999
"247","2020-09-03",22.959999
"248","2020-09-04",23.120001
"249","2020-09-08",22.48
"250","2020-09-09",23.34
"251","2020-09-10",5.62
"252","2020-09-11",4.83
"253","2020-09-14",4.73
"254","2020-09-15",4.86
"255","2020-09-16",4.74
"256","2020-09-17",4.78
"257","2020-09-18",4.63
"258","2020-09-21",4.39
"259","2020-09-22",4.33
"260","2020-09-23",4.33
"261","2020-09-24",4.1
"262","2020-09-25",4.08
"263","2020-09-28",4.03
"264","2020-09-29",3.85
"265","2020-09-30",3.89
"266","2020-10-01",3.89
"267","2020-10-02",3.91
"268","2020-10-05",3.92
"269","2020-10-06",3.89
"270","2020-10-07",4.22
"271","2020-10-08",4.12
"272","2020-10-09",4.05
"273","2020-10-12",4.1
"274","2020-10-13",4.11
"275","2020-10-14",4.07
"276","2020-10-15",4.08
"277","2020-10-16",4.02
"278","2020-10-19",4.01
"279","2020-10-20",3.92
"280","2020-10-21",3.87
"281","2020-10-22",3.94
"282","2020-10-23",4.03
"283","2020-10-26",3.94
"284","2020-10-27",3.83
"285","2020-10-28",3.62
"286","2020-10-29",3.6
"287","2020-10-30",3.56
"288","2020-11-02",3.61
"289","2020-11-03",3.72
"290","2020-11-04",3.84
"291","2020-11-05",4.04
"292","2020-11-06",3.95
"293","2020-11-09",3.88
"294","2020-11-10",4.01
"295","2020-11-11",4.01
"296","2020-11-12",4.04
"297","2020-11-13",4.18
"298","2020-11-16",4.2
"299","2020-11-17",4.19
"300","2020-11-18",4.09
"301","2020-11-19",4.25
"302","2020-11-20",4.49
"303","2020-11-23",4.34
"304","2020-11-24",4.47
"305","2020-11-25",4.54
"306","2020-11-27",4.68
