"","date","HTH"
"76","2007-04-23",11.84
"77","2007-04-24",11.76
"78","2007-04-25",11.9
"79","2007-04-26",11.9
"80","2007-04-27",11.81
"81","2007-04-30",11.73
"82","2007-05-01",11.69
"83","2007-05-02",11.77
"84","2007-05-03",11.84
"85","2007-05-04",11.83
"86","2007-05-07",11.82
"87","2007-05-08",11.8
"88","2007-05-09",11.53
"89","2007-05-10",11.47
"90","2007-05-11",11.54
"91","2007-05-14",11.51
"92","2007-05-15",11.3
"93","2007-05-16",11.44
"94","2007-05-17",11.4
"95","2007-05-18",11.41
"96","2007-05-21",11.47
"97","2007-05-22",11.41
"98","2007-05-23",11.46
"99","2007-05-24",11.37
"100","2007-05-25",11.56
"101","2007-05-29",11.6
"102","2007-05-30",11.61
"103","2007-05-31",11.63
"104","2007-06-01",11.69
"105","2007-06-04",11.8
"106","2007-06-05",11.8
"107","2007-06-06",11.91
"108","2007-06-07",11.75
"109","2007-06-08",11.93
"110","2007-06-11",11.84
"111","2007-06-12",11.72
"112","2007-06-13",11.92
"113","2007-06-14",11.85
"114","2007-06-15",11.97
"115","2007-06-18",12.09
"116","2007-06-19",12.16
"117","2007-06-20",12.04
"118","2007-06-21",12.04
"119","2007-06-22",11.82
"120","2007-06-25",11.89
"121","2007-06-26",11.54
"122","2007-06-27",11.89
"123","2007-06-28",11.87
"124","2007-06-29",11.82
"125","2007-07-02",11.88
"126","2007-07-03",11.9
"127","2007-07-05",11.87
"128","2007-07-06",12.08
"129","2007-07-09",12
"130","2007-07-10",11.63
"131","2007-07-11",11.83
"132","2007-07-12",12
"133","2007-07-13",12
"134","2007-07-16",11.96
"135","2007-07-17",11.82
"136","2007-07-18",11.8
"137","2007-07-19",11.81
"138","2007-07-20",11.67
"139","2007-07-23",11.64
"140","2007-07-24",11.55
"141","2007-07-25",11.58
"142","2007-07-26",11.55
"143","2007-07-27",11.32
"144","2007-07-30",11.3
"145","2007-07-31",11.36
"146","2007-08-01",11.35
"147","2007-08-02",11.28
"148","2007-08-03",11.2
"149","2007-08-06",11.01
"150","2007-08-07",11.16
"151","2007-08-08",11.3
"152","2007-08-09",10.99
"153","2007-08-10",10.98
"154","2007-08-13",11.07
"155","2007-08-14",10.99
"156","2007-08-15",10.94
"157","2007-08-16",11.28
"158","2007-08-17",11.6
"159","2007-08-20",11.34
"160","2007-08-21",11.43
"161","2007-08-22",11.58
"162","2007-08-23",11.45
"163","2007-08-24",11.6
"164","2007-08-27",11.74
"165","2007-08-28",11.55
"166","2007-08-29",11.78
"167","2007-08-30",11.9
"168","2007-08-31",12.02
"169","2007-09-04",12.01
"170","2007-09-05",11.7
"171","2007-09-06",11.78
"172","2007-09-07",11.51
"173","2007-09-10",11.5
"174","2007-09-11",11.59
"175","2007-09-12",11.52
"176","2007-09-13",11.91
"177","2007-09-14",11.83
"178","2007-09-17",11.62
"179","2007-09-18",11.73
"180","2007-09-19",11.94
"181","2007-09-20",11.8
"182","2007-09-21",11.91
"183","2007-09-24",11.77
"184","2007-09-25",11.58
"185","2007-09-26",11.72
"186","2007-09-27",11.77
"187","2007-09-28",11.74
"188","2007-10-01",11.85
"189","2007-10-02",11.92
"190","2007-10-03",11.83
"191","2007-10-04",11.9
"192","2007-10-05",11.95
"193","2007-10-08",11.85
"194","2007-10-09",11.87
"195","2007-10-10",11.81
"196","2007-10-11",11.79
"197","2007-10-12",11.96
"198","2007-10-15",11.95
"199","2007-10-16",11.95
"200","2007-10-17",12
"201","2007-10-18",12.06
"202","2007-10-19",11.88
"203","2007-10-22",12
"204","2007-10-23",12.06
"205","2007-10-24",12.03
"206","2007-10-25",12.06
"207","2007-10-26",12.1
"208","2007-10-29",12.1
"209","2007-10-30",11.95
"210","2007-10-31",12.02
"211","2007-11-01",11.8
"212","2007-11-02",11.59
"213","2007-11-05",11.4
"214","2007-11-06",11.35
"215","2007-11-07",11.46
"216","2007-11-08",11.77
"217","2007-11-09",11.69
"218","2007-11-12",11.43
"219","2007-11-13",11.35
"220","2007-11-14",11.96
"221","2007-11-15",11.71
"222","2007-11-16",12.09
"223","2007-11-19",11.7
"224","2007-11-20",11.28
"225","2007-11-21",11.02
"226","2007-11-23",11.03
"227","2007-11-26",10.48
"228","2007-11-27",10.75
"229","2007-11-28",11.05
"230","2007-11-29",10.93
"231","2007-11-30",10.84
"232","2007-12-03",10.94
"233","2007-12-04",10.78
"234","2007-12-05",10.92
"235","2007-12-06",11.22
"236","2007-12-07",11.32
"237","2007-12-10",11.23
"238","2007-12-11",10.93
"239","2007-12-12",10.97
"240","2007-12-13",11.08
"241","2007-12-14",10.87
"242","2007-12-17",10.58
"243","2007-12-18",10.91
"244","2007-12-19",10.87
"245","2007-12-20",11.14
"246","2007-12-21",11.17
"247","2007-12-24",11.29
"248","2007-12-26",11.3
"249","2007-12-27",10.75
"250","2007-12-28",10.8
"251","2007-12-31",10.92
"252","2008-01-02",10.61
"253","2008-01-03",10.45
"254","2008-01-04",10.46
"255","2008-01-07",10.4
"256","2008-01-08",10.16
"257","2008-01-09",10.39
"258","2008-01-10",10.54
"259","2008-01-11",10.39
"260","2008-01-14",10.99
"261","2008-01-15",10.58
"262","2008-01-16",10.92
"263","2008-01-17",10.63
"264","2008-01-18",10.64
"265","2008-01-22",10.75
"266","2008-01-23",10.99
"267","2008-01-24",10.79
"268","2008-01-25",10.94
"269","2008-01-28",11
"270","2008-01-29",10.92
"271","2008-01-30",10.61
"272","2008-01-31",10.92
"273","2008-02-01",10.99
"274","2008-02-04",10.96
"275","2008-02-05",10.52
"276","2008-02-06",10.59
"277","2008-02-07",10.8
"278","2008-02-08",10.54
"279","2008-02-11",10.55
"280","2008-02-12",10.61
"281","2008-02-13",10.7
"282","2008-02-14",10.6
"283","2008-02-15",10.48
"284","2008-02-19",10.45
"285","2008-02-20",10.57
"286","2008-02-21",10.25
"287","2008-02-22",10.07
"288","2008-02-25",10.05
"289","2008-02-26",10.55
"290","2008-02-27",10.81
"291","2008-02-28",10.64
"292","2008-02-29",10.38
"293","2008-03-03",10.22
"294","2008-03-04",10.7
"295","2008-03-05",10.66
"296","2008-03-06",10.32
"297","2008-03-07",10.3
"298","2008-03-10",10.11
"299","2008-03-11",10.44
"300","2008-03-12",10.48
"301","2008-03-13",10.46
"302","2008-03-14",10.25
"303","2008-03-17",10.25
"304","2008-03-18",10.7
"305","2008-03-19",10.33
"306","2008-03-20",10.6
"307","2008-03-24",10.54
"308","2008-03-25",10.43
"309","2008-03-26",10.25
"310","2008-03-27",10.31
"311","2008-03-28",10.15
"312","2008-03-31",10.4
"313","2008-04-01",10.72
"314","2008-04-02",10.51
"315","2008-04-03",10.71
"316","2008-04-04",10.81
"317","2008-04-07",10.89
"318","2008-04-08",10.49
"319","2008-04-09",10.4
"320","2008-04-10",10.59
"321","2008-04-11",10.45
"322","2008-04-14",10.21
"323","2008-04-15",10.17
"324","2008-04-16",10.4
"325","2008-04-17",10.4
"326","2008-04-18",10.58
"327","2008-04-21",10.35
"328","2008-04-22",10.31
"329","2008-04-23",10.37
"330","2008-04-24",10.55
"331","2008-04-25",10.57
"332","2008-04-28",10.53
"333","2008-04-29",10.54
"334","2008-04-30",10.56
"335","2008-05-01",10.61
"336","2008-05-02",10.56
"337","2008-05-05",10.54
"338","2008-05-06",10.48
"339","2008-05-07",10.25
"340","2008-05-08",10.2
"341","2008-05-09",10.21
"342","2008-05-12",10.36
"343","2008-05-13",10.28
"344","2008-05-14",10.21
"345","2008-05-15",10.26
"346","2008-05-16",10.37
"347","2008-05-19",10.32
"348","2008-05-20",10.3
"349","2008-05-21",10.45
"350","2008-05-22",10.52
"351","2008-05-23",10.46
"352","2008-05-27",10.51
"353","2008-05-28",10.49
"354","2008-05-29",10.5
"355","2008-05-30",10.5
"356","2008-06-02",10.59
"357","2008-06-03",10.49
"358","2008-06-04",10.69
"359","2008-06-05",10.71
"360","2008-06-06",10.75
"361","2008-06-09",10.56
"362","2008-06-10",10.6
"363","2008-06-11",10.45
"364","2008-06-12",10.47
"365","2008-06-13",10.57
"366","2008-06-16",10.7
"367","2008-06-17",10.4
"368","2008-06-18",10.4
"369","2008-06-19",10.54
"370","2008-06-20",10.5
"371","2008-06-23",10.46
"372","2008-06-24",10.39
"373","2008-06-25",10.57
"374","2008-06-26",10.38
"375","2008-06-27",10.35
"376","2008-06-30",10.31
"377","2008-07-01",10.34
"378","2008-07-02",9.98
"379","2008-07-03",10.07
"380","2008-07-07",10.02
"381","2008-07-08",10.44
"382","2008-07-09",10.02
"383","2008-07-10",10.15
"384","2008-07-11",10.26
"385","2008-07-14",10.02
"386","2008-07-15",9.97
"387","2008-07-16",9.99
"388","2008-07-17",10
"389","2008-07-18",9.88
"390","2008-07-21",9.88
"391","2008-07-22",10.11
"392","2008-07-23",10.04
"393","2008-07-24",10.14
"394","2008-07-25",10.24
"395","2008-07-28",10.02
"396","2008-07-29",10.35
"397","2008-07-30",10.32
"398","2008-07-31",10.31
"399","2008-08-01",10.32
"400","2008-08-04",10.26
"401","2008-08-05",10.49
"402","2008-08-06",10.51
"403","2008-08-07",10.45
"404","2008-08-08",10.45
"405","2008-08-11",10.4
"406","2008-08-12",10.45
"407","2008-08-13",10.38
"408","2008-08-14",10.28
"409","2008-08-15",10.22
"410","2008-08-18",10.21
"411","2008-08-19",10.09
"412","2008-08-20",10.11
"413","2008-08-21",10.13
"414","2008-08-22",10.5
"415","2008-08-25",10.36
"416","2008-08-26",10.36
"417","2008-08-27",10.44
"418","2008-08-28",10.44
"419","2008-08-29",10.41
"420","2008-09-02",10.35
"421","2008-09-03",10.35
"422","2008-09-04",10.31
"423","2008-09-05",10.06
"424","2008-09-08",10.24
"425","2008-09-09",9.99
"426","2008-09-10",10.26
"427","2008-09-11",10.34
"428","2008-09-12",10.28
"429","2008-09-15",9.95
"430","2008-09-16",10.33
"431","2008-09-17",9.84
"432","2008-09-18",9.86
"433","2008-09-19",11.45
"434","2008-09-22",10.28
"435","2008-09-23",10.38
"436","2008-09-24",10.22
"437","2008-09-25",10.32
"438","2008-09-26",10.31
"439","2008-09-29",10.26
"440","2008-09-30",10.32
"441","2008-10-01",10.35
"442","2008-10-02",10.1
"443","2008-10-03",10.1
"444","2008-10-06",10.16
"445","2008-10-07",9.86
"446","2008-10-08",9.45
"447","2008-10-09",9.33
"448","2008-10-10",9.9
"449","2008-10-13",9.8
"450","2008-10-14",9.8
"451","2008-10-15",9.19
"452","2008-10-16",9.12
"453","2008-10-17",8.91
"454","2008-10-20",9.08
"455","2008-10-21",9.01
"456","2008-10-22",8.69
"457","2008-10-23",8.74
"458","2008-10-24",8.28
"459","2008-10-27",8.27
"460","2008-10-28",9.07
"461","2008-10-29",8.86
"462","2008-10-30",9.17
"463","2008-10-31",9.4
"464","2008-11-03",9.38
"465","2008-11-04",9.41
"466","2008-11-05",8.99
"467","2008-11-06",8.89
"468","2008-11-07",9.04
"469","2008-11-10",8.93
"470","2008-11-11",8.8
"471","2008-11-12",8.7
"472","2008-11-13",8.87
"473","2008-11-14",8.84
"474","2008-11-17",8.66
"475","2008-11-18",8.6
"476","2008-11-19",8.02
"477","2008-11-20",7.86
"478","2008-11-21",8.51
"479","2008-11-24",8.76
"480","2008-11-25",9.16
"481","2008-11-26",9.57
"482","2008-11-28",9.75
"483","2008-12-01",8.5
"484","2008-12-02",8.94
"485","2008-12-03",9.04
"486","2008-12-04",8.9
"487","2008-12-05",9.26
"488","2008-12-08",9.15
"489","2008-12-09",9.02
"490","2008-12-10",9.1
"491","2008-12-11",8.78
"492","2008-12-12",9
"493","2008-12-15",8.88
"494","2008-12-16",9.2
"495","2008-12-17",9.44
"496","2008-12-18",9.46
"497","2008-12-19",9.75
"498","2008-12-22",9.6
"499","2008-12-23",9.41
"500","2008-12-24",9.47
"501","2008-12-26",9.53
"502","2008-12-29",9.38
"503","2008-12-30",9.48
"504","2008-12-31",9.74
"505","2009-01-02",9.66
"506","2009-01-05",9.71
"507","2009-01-06",9.67
"508","2009-01-07",9.51
"509","2009-01-08",9.59
"510","2009-01-09",9.23
"511","2009-01-12",9.14
"512","2009-01-13",9.33
"513","2009-01-14",9.21
"514","2009-01-15",9.38
"515","2009-01-16",9.41
"516","2009-01-20",9
"517","2009-01-21",9.52
"518","2009-01-22",9.5
"519","2009-01-23",9.82
"520","2009-01-26",10.02
"521","2009-01-27",10.05
"522","2009-01-28",10.2
"523","2009-01-29",9.92
"524","2009-01-30",10
"525","2009-02-02",10.26
"526","2009-02-03",10.3
"527","2009-02-04",10.14
"528","2009-02-05",10.29
"529","2009-02-06",10.27
"530","2009-02-09",10.24
"531","2009-02-10",9.97
"532","2009-02-11",10.15
"533","2009-02-12",10.31
"534","2009-02-13",10.4
"535","2009-02-17",10.61
"536","2009-02-18",10.57
"537","2009-02-19",10.62
"538","2009-02-20",10.66
"539","2009-02-23",10.61
"540","2009-02-24",11.01
"541","2009-02-25",11.08
"542","2009-02-26",10.98
"543","2009-02-27",10.89
"544","2009-03-02",10.67
"545","2009-03-03",10.85
"546","2009-03-04",10.92
"547","2009-03-05",10.94
"548","2009-03-06",11
"549","2009-03-09",10.99
"550","2009-03-10",11.12
"551","2009-03-11",10.81
"552","2009-03-12",11.24
"553","2009-03-13",11.33
"554","2009-03-16",11.14
"555","2009-03-17",11.52
"556","2009-03-18",11.54
"557","2009-03-19",11.37
"558","2009-03-20",11.32
"559","2009-03-23",11.91
"560","2009-03-24",11.13
"561","2009-03-25",11.31
"562","2009-03-26",11.5
"563","2009-03-27",11.1
"564","2009-03-30",11.13
"565","2009-03-31",11.4
"566","2009-04-01",11.41
"567","2009-04-02",11.47
"568","2009-04-03",11.72
"569","2009-04-06",11.54
"570","2009-04-07",11.23
"571","2009-04-08",11.33
"572","2009-04-09",11.46
"573","2009-04-13",11.48
"574","2009-04-14",11.08
"575","2009-04-15",11.21
"576","2009-04-16",11.45
"577","2009-04-17",11.51
"578","2009-04-20",11
"579","2009-04-21",11.5
"580","2009-04-22",11.19
"581","2009-04-23",11.2
"582","2009-04-24",11.45
"583","2009-04-27",11.4
"584","2009-04-28",11.44
"585","2009-04-29",11.56
"586","2009-04-30",11.33
"587","2009-05-01",11.31
"588","2009-05-04",11.43
"589","2009-05-05",11.45
"590","2009-05-06",11.71
"591","2009-05-07",11.46
"592","2009-05-08",11.83
"593","2009-05-11",11.66
"594","2009-05-12",11.44
"595","2009-05-13",11.34
"596","2009-05-14",11.49
"597","2009-05-15",11.38
"598","2009-05-18",11.6
"599","2009-05-19",11.4
"600","2009-05-20",11.37
"601","2009-05-21",11.29
"602","2009-05-22",11.49
"603","2009-05-26",11.81
"604","2009-05-27",11.61
"605","2009-05-28",11.73
"606","2009-05-29",11.89
"607","2009-06-01",11.93
"608","2009-06-02",11.95
"609","2009-06-03",12.15
"610","2009-06-04",12.4
"611","2009-06-05",12.33
"612","2009-06-08",12.18
"613","2009-06-09",12.03
"614","2009-06-10",11.84
"615","2009-06-11",11.76
"616","2009-06-12",11.98
"617","2009-06-15",11.99
"618","2009-06-16",11.93
"619","2009-06-17",11.82
"620","2009-06-18",11.91
"621","2009-06-19",11.86
"622","2009-06-22",11.84
"623","2009-06-23",11.83
"624","2009-06-24",11.73
"625","2009-06-25",11.86
"626","2009-06-26",11.63
"627","2009-06-29",11.87
"628","2009-06-30",11.87
"629","2009-07-01",11.85
"630","2009-07-02",11.62
"631","2009-07-06",11.61
"632","2009-07-07",11.55
"633","2009-07-08",11.53
"634","2009-07-09",11.39
"635","2009-07-10",11.37
"636","2009-07-13",11.44
"637","2009-07-14",11.55
"638","2009-07-15",11.58
"639","2009-07-16",11.48
"640","2009-07-17",11.32
"641","2009-07-20",11.37
"642","2009-07-21",11.47
"643","2009-07-22",11.52
"644","2009-07-23",11.63
"645","2009-07-24",11.91
"646","2009-07-27",11.84
"647","2009-07-28",11.85
"648","2009-07-29",11.89
"649","2009-07-30",11.96
"650","2009-07-31",12
"651","2009-08-03",12.15
"652","2009-08-04",12.23
"653","2009-08-05",12.42
"654","2009-08-06",12.41
"655","2009-08-07",12.45
"656","2009-08-10",12.44
"657","2009-08-11",12.27
"658","2009-08-12",12.3
"659","2009-08-13",12.65
"660","2009-08-14",12.83
"661","2009-08-17",12.8
"662","2009-08-18",12.78
"663","2009-08-19",12.85
"664","2009-08-20",12.07
"665","2009-08-21",12.03
"666","2009-08-24",11.81
"667","2009-08-25",11.88
"668","2009-08-26",11.9
"669","2009-08-27",12.09
"670","2009-08-28",12.31
"671","2009-08-31",12.28
"672","2009-09-01",12.11
"673","2009-09-02",12.2
"674","2009-09-03",12.29
"675","2009-09-04",12.35
"676","2009-09-08",12.33
"677","2009-09-09",12.37
"678","2009-09-10",12.45
"679","2009-09-11",12.38
"680","2009-09-14",12.34
"681","2009-09-15",12.35
"682","2009-09-16",12.46
"683","2009-09-17",12.72
"684","2009-09-18",12.51
"685","2009-09-21",12.49
"686","2009-09-22",12.44
"687","2009-09-23",12.42
"688","2009-09-24",12.28
"689","2009-09-25",12.31
"690","2009-09-28",12.49
"691","2009-09-29",12.31
"692","2009-09-30",12.26
"693","2009-10-01",12.24
"694","2009-10-02",12.34
"695","2009-10-05",12.56
"696","2009-10-06",12.63
"697","2009-10-07",12.72
"698","2009-10-08",12.69
"699","2009-10-09",12.68
"700","2009-10-12",12.82
"701","2009-10-13",12.82
"702","2009-10-14",12.85
"703","2009-10-15",12.81
"704","2009-10-16",12.75
"705","2009-10-19",12.7
"706","2009-10-20",12.39
"707","2009-10-21",12.18
"708","2009-10-22",12.18
"709","2009-10-23",12
"710","2009-10-26",11.91
"711","2009-10-27",11.9
"712","2009-10-28",11.88
"713","2009-10-29",12.05
"714","2009-10-30",11.84
"715","2009-11-02",11.93
"716","2009-11-03",11.94
"717","2009-11-04",11.91
"718","2009-11-05",11.94
"719","2009-11-06",11.95
"720","2009-11-09",12.04
"721","2009-11-10",12.14
"722","2009-11-11",12.24
"723","2009-11-12",11.95
"724","2009-11-13",11.97
"725","2009-11-16",12.32
"726","2009-11-17",12.11
"727","2009-11-18",12.24
"728","2009-11-19",12.1
"729","2009-11-20",12.11
"730","2009-11-23",12.29
"731","2009-11-24",12.17
"732","2009-11-25",12.12
"733","2009-11-27",11.96
"734","2009-11-30",12.15
"735","2009-12-01",12.13
"736","2009-12-02",12.1
"737","2009-12-03",12.07
"738","2009-12-04",12.29
"739","2009-12-07",12.22
"740","2009-12-08",12.2
"741","2009-12-09",12.19
"742","2009-12-10",12.04
"743","2009-12-11",12.09
"744","2009-12-14",12.1
"745","2009-12-15",11.9
"746","2009-12-16",11.91
"747","2009-12-17",11.69
"748","2009-12-18",11.62
"749","2009-12-21",11.62
"750","2009-12-22",11.69
"751","2009-12-23",11.68
"752","2009-12-24",11.72
"753","2009-12-28",11.73
"754","2009-12-29",11.61
"755","2009-12-30",11.69
"756","2009-12-31",11.64
"757","2010-01-04",11.74
"758","2010-01-05",11.7
"759","2010-01-06",11.72
"760","2010-01-07",11.85
"761","2010-01-08",11.95
"762","2010-01-11",11.81
"763","2010-01-12",11.71
"764","2010-01-13",11.69
"765","2010-01-14",11.69
"766","2010-01-15",11.59
"767","2010-01-19",11.67
"768","2010-01-20",11.61
"769","2010-01-21",11.49
"770","2010-01-22",11.45
"771","2010-01-25",11.5
"772","2010-01-26",11.36
"773","2010-01-27",11.57
"774","2010-01-28",11.39
"775","2010-01-29",11.32
"776","2010-02-01",11.66
"777","2010-02-02",11.75
"778","2010-02-03",11.77
"779","2010-02-04",11.6
"780","2010-02-05",11.72
"781","2010-02-08",11.65
"782","2010-02-09",11.71
"783","2010-02-10",11.77
"784","2010-02-11",11.83
"785","2010-02-12",11.91
"786","2010-02-16",12
"787","2010-02-17",11.96
"788","2010-02-18",12.08
"789","2010-02-19",12.17
"790","2010-02-22",12.1
"791","2010-02-23",12.08
"792","2010-02-24",12.08
"793","2010-02-25",12
"794","2010-02-26",11.96
"795","2010-03-01",11.97
"796","2010-03-02",12
"797","2010-03-03",12.01
"798","2010-03-04",12.06
"799","2010-03-05",12.14
"800","2010-03-08",12.15
"801","2010-03-09",12.24
"802","2010-03-10",12.28
"803","2010-03-11",12.33
"804","2010-03-12",12.24
"805","2010-03-15",12.17
"806","2010-03-16",12.26
"807","2010-03-17",12.3
"808","2010-03-18",11.69
"809","2010-03-19",11.52
"810","2010-03-22",11.55
"811","2010-03-23",11.74
"812","2010-03-24",11.76
"813","2010-03-25",11.57
"814","2010-03-26",11.48
"815","2010-03-29",11.77
"816","2010-03-30",11.78
"817","2010-03-31",11.75
"818","2010-04-01",11.75
"819","2010-04-05",11.72
"820","2010-04-06",11.71
"821","2010-04-07",11.68
"822","2010-04-08",11.63
"823","2010-04-09",11.7
"824","2010-04-12",11.6
"825","2010-04-13",11.57
"826","2010-04-14",11.59
"827","2010-04-15",11.57
"828","2010-04-16",11.61
"829","2010-04-19",11.62
"830","2010-04-20",11.74
"831","2010-04-21",11.79
"832","2010-04-22",11.9
"833","2010-04-23",12.01
"834","2010-04-26",12.03
"835","2010-04-27",11.7
"836","2010-04-28",11.99
"837","2010-04-29",11.87
"838","2010-04-30",11.73
"839","2010-05-03",11.87
"840","2010-05-04",11.76
"841","2010-05-05",11.75
"842","2010-05-06",11.34
"843","2010-05-07",11.07
"844","2010-05-10",11.27
"845","2010-05-11",11.21
"846","2010-05-12",11.27
"847","2010-05-13",11.28
"848","2010-05-14",11.3
"849","2010-05-17",11.32
"850","2010-05-18",11.25
"851","2010-05-19",11.19
"852","2010-05-20",10.82
"853","2010-05-21",10.88
"854","2010-05-24",10.71
"855","2010-05-25",10.71
"856","2010-05-26",10.54
"857","2010-05-27",10.9
"858","2010-05-28",10.61
"859","2010-06-01",10.28
"860","2010-06-02",10.44
"861","2010-06-03",10.51
"862","2010-06-04",10.13
"863","2010-06-07",10.1
"864","2010-06-08",10.14
"865","2010-06-09",10.22
"866","2010-06-10",10.36
"867","2010-06-11",10.44
"868","2010-06-14",10.52
"869","2010-06-15",10.66
"870","2010-06-16",10.73
"871","2010-06-17",10.64
"872","2010-06-18",10.62
"873","2010-06-21",10.54
"874","2010-06-22",10.25
"875","2010-06-23",10.16
"876","2010-06-24",10.09
"877","2010-06-25",10.18
"878","2010-06-28",10.11
"879","2010-06-29",10
"880","2010-06-30",10.01
"881","2010-07-01",10.09
"882","2010-07-02",10.15
"883","2010-07-06",10.08
"884","2010-07-07",10.2
"885","2010-07-08",10.33
"886","2010-07-09",10.28
"887","2010-07-12",10.26
"888","2010-07-13",10.51
"889","2010-07-14",10.49
"890","2010-07-15",10.39
"891","2010-07-16",10.18
"892","2010-07-19",10.23
"893","2010-07-20",10.34
"894","2010-07-21",10.11
"895","2010-07-22",10.4
"896","2010-07-23",10.49
"897","2010-07-26",10.61
"898","2010-07-27",10.67
"899","2010-07-28",10.51
"900","2010-07-29",10.41
"901","2010-07-30",10.39
"902","2010-08-02",10.43
"903","2010-08-03",10.33
"904","2010-08-04",10.4
"905","2010-08-05",10.25
"906","2010-08-06",10.11
"907","2010-08-09",10.19
"908","2010-08-10",10.03
"909","2010-08-11",10.07
"910","2010-08-12",10.1
"911","2010-08-13",9.93
"912","2010-08-16",10
"913","2010-08-17",10
"914","2010-08-18",10.01
"915","2010-08-19",9.9
"916","2010-08-20",9.91
"917","2010-08-23",9.76
"918","2010-08-24",9.75
"919","2010-08-25",9.78
"920","2010-08-26",9.8
"921","2010-08-27",10.02
"922","2010-08-30",9.8
"923","2010-08-31",9.87
"924","2010-09-01",10.04
"925","2010-09-02",9.99
"926","2010-09-03",10.05
"927","2010-09-07",9.87
"928","2010-09-08",9.89
"929","2010-09-09",9.8
"930","2010-09-10",9.8
"931","2010-09-13",9.76
"932","2010-09-14",9.67
"933","2010-09-15",9.56
"934","2010-09-16",9.62
"935","2010-09-17",9.31
"936","2010-09-20",9.6
"937","2010-09-21",9.51
"938","2010-09-22",9.53
"939","2010-09-23",9.42
"940","2010-09-24",9.59
"941","2010-09-27",9.51
"942","2010-09-28",9.59
"943","2010-09-29",9.61
"944","2010-09-30",9.58
"945","2010-10-01",9.64
"946","2010-10-04",9.59
"947","2010-10-05",9.73
"948","2010-10-06",9.67
"949","2010-10-07",9.55
"950","2010-10-08",9.61
"951","2010-10-11",9.54
"952","2010-10-12",9.54
"953","2010-10-13",9.69
"954","2010-10-14",9.73
"955","2010-10-15",9.72
"956","2010-10-18",9.8
"957","2010-10-19",9.83
"958","2010-10-20",9.96
"959","2010-10-21",10
"960","2010-10-22",10.06
"961","2010-10-25",10.07
"962","2010-10-26",10.1
"963","2010-10-27",10.09
"964","2010-10-28",10.08
"965","2010-10-29",9.99
"966","2010-11-01",9.98
"967","2010-11-02",10.1
"968","2010-11-03",10.12
"969","2010-11-04",10.28
"970","2010-11-05",10.44
"971","2010-11-08",10.42
"972","2010-11-09",10.19
"973","2010-11-10",10.3
"974","2010-11-11",10.21
"975","2010-11-12",10.18
"976","2010-11-15",10.14
"977","2010-11-16",9.97
"978","2010-11-17",9.88
"979","2010-11-18",9.98
"980","2010-11-19",9.97
"981","2010-11-22",9.89
"982","2010-11-23",9.84
"983","2010-11-24",9.96
"984","2010-11-26",9.91
"985","2010-11-29",9.85
"986","2010-11-30",9.84
"987","2010-12-01",9.89
"988","2010-12-02",9.96
"989","2010-12-03",9.96
"990","2010-12-06",9.97
"991","2010-12-07",10.01
"992","2010-12-08",10.04
"993","2010-12-09",10.07
"994","2010-12-10",10.07
"995","2010-12-13",10.11
"996","2010-12-14",10.15
"997","2010-12-15",9.95
"998","2010-12-16",9.94
"999","2010-12-17",9.91
"1000","2010-12-20",9.95
"1001","2010-12-21",9.97
