"","date","BWB"
"261","2019-03-27",10.27
"262","2019-03-28",10.41
"263","2019-03-29",10.31
"264","2019-04-01",10.5
"265","2019-04-02",10.48
"266","2019-04-03",10.36
"267","2019-04-04",10.38
"268","2019-04-05",10.38
"269","2019-04-08",10.35
"270","2019-04-09",10.28
"271","2019-04-10",10.35
"272","2019-04-11",10.27
"273","2019-04-12",10.34
"274","2019-04-15",10.27
"275","2019-04-16",10.32
"276","2019-04-17",10.51
"277","2019-04-18",10.68
"278","2019-04-22",10.49
"279","2019-04-23",10.6
"280","2019-04-24",10.57
"281","2019-04-25",10.46
"282","2019-04-26",10.62
"283","2019-04-29",10.54
"284","2019-04-30",10.69
"285","2019-05-01",10.7
"286","2019-05-02",10.94
"287","2019-05-03",11.16
"288","2019-05-06",11.04
"289","2019-05-07",10.75
"290","2019-05-08",10.94
"291","2019-05-09",11.05
"292","2019-05-10",11.03
"293","2019-05-13",10.93
"294","2019-05-14",10.88
"295","2019-05-15",10.97
"296","2019-05-16",11.05
"297","2019-05-17",11.02
"298","2019-05-20",11
"299","2019-05-21",11.2
"300","2019-05-22",11.15
"301","2019-05-23",10.96
"302","2019-05-24",11
"303","2019-05-28",11.07
"304","2019-05-29",11.08
"305","2019-05-30",11.04
"306","2019-05-31",10.98
"307","2019-06-03",10.96
"308","2019-06-04",11.1
"309","2019-06-05",10.98
"310","2019-06-06",11
"311","2019-06-07",11.12
"312","2019-06-10",11.11
"313","2019-06-11",11.17
"314","2019-06-12",11.28
"315","2019-06-13",11.2
"316","2019-06-14",11.32
"317","2019-06-17",11.23
"318","2019-06-18",11.24
"319","2019-06-19",11.38
"320","2019-06-20",11.43
"321","2019-06-21",11.5
"322","2019-06-24",11.2
"323","2019-06-25",11.33
"324","2019-06-26",11.19
"325","2019-06-27",11.32
"326","2019-06-28",11.54
"327","2019-07-01",11.68
"328","2019-07-02",11.58
"329","2019-07-03",11.65
"330","2019-07-05",11.67
"331","2019-07-08",11.65
"332","2019-07-09",11.77
"333","2019-07-10",11.62
"334","2019-07-11",11.47
"335","2019-07-12",11.67
"336","2019-07-15",11.55
"337","2019-07-16",11.49
"338","2019-07-17",11.35
"339","2019-07-18",11.51
"340","2019-07-19",11.5
"341","2019-07-22",11.36
"342","2019-07-23",11.49
"343","2019-07-24",11.69
"344","2019-07-25",11.69
"345","2019-07-26",11.95
"346","2019-07-29",11.98
"347","2019-07-30",11.95
"348","2019-07-31",11.92
"349","2019-08-01",11.75
"350","2019-08-02",11.6
"351","2019-08-05",11.35
"352","2019-08-06",11.5
"353","2019-08-07",11.39
"354","2019-08-08",11.44
"355","2019-08-09",11.39
"356","2019-08-12",11.44
"357","2019-08-13",11.56
"358","2019-08-14",11.22
"359","2019-08-15",11.29
"360","2019-08-16",11.39
"361","2019-08-19",11.38
"362","2019-08-20",11.41
"363","2019-08-21",11.72
"364","2019-08-22",11.52
"365","2019-08-23",11.2
"366","2019-08-26",11.5
"367","2019-08-27",11.24
"368","2019-08-28",11.36
"369","2019-08-29",11.34
"370","2019-08-30",11.13
"371","2019-09-03",10.87
"372","2019-09-04",11.15
"373","2019-09-05",11.35
"374","2019-09-06",11.19
"375","2019-09-09",11.5
"376","2019-09-10",11.63
"377","2019-09-11",11.78
"378","2019-09-12",11.73
"379","2019-09-13",11.83
"380","2019-09-16",11.88
"381","2019-09-17",11.84
"382","2019-09-18",11.8
"383","2019-09-19",11.96
"384","2019-09-20",12.14
"385","2019-09-23",12.38
"386","2019-09-24",11.97
"387","2019-09-25",12.08
"388","2019-09-26",11.97
"389","2019-09-27",11.87
"390","2019-09-30",11.94
"391","2019-10-01",11.71
"392","2019-10-02",11.6
"393","2019-10-03",11.555
"394","2019-10-04",11.645
"395","2019-10-07",11.72
"396","2019-10-08",11.6
"397","2019-10-09",11.75
"398","2019-10-10",11.96
"399","2019-10-11",12.13
"400","2019-10-14",12.08
"401","2019-10-15",12.1
"402","2019-10-16",12.19
"403","2019-10-17",12.13
"404","2019-10-18",12.13
"405","2019-10-21",12.3
"406","2019-10-22",12.37
"407","2019-10-23",12.39
"408","2019-10-24",12.5
"409","2019-10-25",12.36
"410","2019-10-28",12.49
"411","2019-10-29",12.6
"412","2019-10-30",12.585
"413","2019-10-31",12.59
"414","2019-11-01",12.51
"415","2019-11-04",12.585
"416","2019-11-05",12.65
"417","2019-11-06",12.63
"418","2019-11-07",12.76
"419","2019-11-08",12.77
"420","2019-11-11",12.75
"421","2019-11-12",12.63
"422","2019-11-13",12.65
"423","2019-11-14",12.62
"424","2019-11-15",12.62
"425","2019-11-18",12.58
"426","2019-11-19",12.76
"427","2019-11-20",12.82
"428","2019-11-21",12.75
"429","2019-11-22",12.85
"430","2019-11-25",12.93
"431","2019-11-26",12.75
"432","2019-11-27",12.84
"433","2019-11-29",12.78
"434","2019-12-02",12.87
"435","2019-12-03",12.8
"436","2019-12-04",12.74
"437","2019-12-05",12.8
"438","2019-12-06",12.915
"439","2019-12-09",12.87
"440","2019-12-10",12.92
"441","2019-12-11",12.92
"442","2019-12-12",13.05
"443","2019-12-13",13.1
"444","2019-12-16",13.15
"445","2019-12-17",13.19
"446","2019-12-18",13.26
"447","2019-12-19",13.52
"448","2019-12-20",13.7
"449","2019-12-23",13.81
"450","2019-12-24",13.85
"451","2019-12-26",13.78
"452","2019-12-27",13.83
"453","2019-12-30",13.78
"454","2019-12-31",13.78
"455","2020-01-02",13.59
"456","2020-01-03",13.46
"457","2020-01-06",13.48
"458","2020-01-07",13.38
"459","2020-01-08",13.35
"460","2020-01-09",13.35
"461","2020-01-10",13.21
"462","2020-01-13",13.48
"463","2020-01-14",13.145
"464","2020-01-15",13.1
"465","2020-01-16",13.21
"466","2020-01-17",13.17
"467","2020-01-21",12.96
"468","2020-01-22",13.1
"469","2020-01-23",13.6
"470","2020-01-24",13.27
"471","2020-01-27",13.21
"472","2020-01-28",13.28
"473","2020-01-29",13.38
"474","2020-01-30",13.41
"475","2020-01-31",13.2
"476","2020-02-03",13.24
"477","2020-02-04",13.43
"478","2020-02-05",13.67
"479","2020-02-06",13.755
"480","2020-02-07",13.71
"481","2020-02-10",13.79
"482","2020-02-11",13.74
"483","2020-02-12",13.6
"484","2020-02-13",13.78
"485","2020-02-14",13.8
"486","2020-02-18",13.56
"487","2020-02-19",13.58
"488","2020-02-20",13.71
"489","2020-02-21",13.62
"490","2020-02-24",13.24
"491","2020-02-25",13.15
"492","2020-02-26",12.62
"493","2020-02-27",12.5
"494","2020-02-28",12.5
"495","2020-03-02",12.67
"496","2020-03-03",12.47
"497","2020-03-04",12.45
"498","2020-03-05",12.18
"499","2020-03-06",11.85
"500","2020-03-09",10.69
"501","2020-03-10",10.96
"502","2020-03-11",10.38
"503","2020-03-12",9.94
"504","2020-03-13",10.4
"505","2020-03-16",9.36
"506","2020-03-17",10.33
"507","2020-03-18",8.64
"508","2020-03-19",9.26
"509","2020-03-20",9.02
"510","2020-03-23",8.31
"511","2020-03-24",8.87
"512","2020-03-25",9.05
"513","2020-03-26",9.6
"514","2020-03-27",9.06
"515","2020-03-30",9.49
"516","2020-03-31",9.75
"517","2020-04-01",8.76
"518","2020-04-02",8.75
"519","2020-04-03",8.53
"520","2020-04-06",9
"521","2020-04-07",9.16
"522","2020-04-08",9.43
"523","2020-04-09",9.82
"524","2020-04-13",9.53
"525","2020-04-14",9.46
"526","2020-04-15",8.86
"527","2020-04-16",8.51
"528","2020-04-17",8.96
"529","2020-04-20",9
"530","2020-04-21",8.93
"531","2020-04-22",8.98
"532","2020-04-23",8.92
"533","2020-04-24",9.1
"534","2020-04-27",9.33
"535","2020-04-28",9.78
"536","2020-04-29",10.47
"537","2020-04-30",10.13
"538","2020-05-01",10
"539","2020-05-04",9.82
"540","2020-05-05",9.52
"541","2020-05-06",9.52
"542","2020-05-07",9.3
"543","2020-05-08",9.72
"544","2020-05-11",9.13
"545","2020-05-12",8.83
"546","2020-05-13",8.74
"547","2020-05-14",8.93
"548","2020-05-15",9.04
"549","2020-05-18",9.89
"550","2020-05-19",9.19
"551","2020-05-20",9.71
"552","2020-05-21",9.82
"553","2020-05-22",9.84
"554","2020-05-26",10.04
"555","2020-05-27",10.75
"556","2020-05-28",10.42
"557","2020-05-29",10.42
"558","2020-06-01",10.08
"559","2020-06-02",9.87
"560","2020-06-03",10.44
"561","2020-06-04",10.59
"562","2020-06-05",11.41
"563","2020-06-08",11.45
"564","2020-06-09",11.31
"565","2020-06-10",10.59
"566","2020-06-11",9.66
"567","2020-06-12",9.92
"568","2020-06-15",10.11
"569","2020-06-16",10.36
"570","2020-06-17",9.9
"571","2020-06-18",9.97
"572","2020-06-19",9.9
"573","2020-06-22",9.96
"574","2020-06-23",9.63
"575","2020-06-24",9.32
"576","2020-06-25",9.69
"577","2020-06-26",9.34
"578","2020-06-29",9.82
"579","2020-06-30",10.25
"580","2020-07-01",9.625
"581","2020-07-02",9.34
"582","2020-07-06",9.43
"583","2020-07-07",9.1
"584","2020-07-08",9.27
"585","2020-07-09",9.01
"586","2020-07-10",9.19
"587","2020-07-13",9.14
"588","2020-07-14",9.22
"589","2020-07-15",9.66
"590","2020-07-16",9.51
"591","2020-07-17",9.5
"592","2020-07-20",9.14
"593","2020-07-21",9.63
"594","2020-07-22",9.31
"595","2020-07-23",9.52
"596","2020-07-24",9.38
"597","2020-07-27",9.08
"598","2020-07-28",9.08
"599","2020-07-29",9.39
"600","2020-07-30",9.23
"601","2020-07-31",9.29
"602","2020-08-03",9.29
"603","2020-08-04",9.36
"604","2020-08-05",9.72
"605","2020-08-06",9.5
"606","2020-08-07",10
"607","2020-08-10",10.1
"608","2020-08-11",10.4
"609","2020-08-12",10.4
"610","2020-08-13",10.35
"611","2020-08-14",10.36
"612","2020-08-17",10.36
"613","2020-08-18",10.12
"614","2020-08-19",9.94
"615","2020-08-20",9.6
"616","2020-08-21",9.54
"617","2020-08-24",9.76
"618","2020-08-25",9.77
"619","2020-08-26",9.67
"620","2020-08-27",10.01
"621","2020-08-28",9.96
"622","2020-08-31",9.72
"623","2020-09-01",9.7
"624","2020-09-02",9.78
"625","2020-09-03",9.9
"626","2020-09-04",9.92
"627","2020-09-08",9.7
"628","2020-09-09",9.64
"629","2020-09-10",9.49
"630","2020-09-11",9.5
"631","2020-09-14",9.71
"632","2020-09-15",9.6
"633","2020-09-16",9.71
"634","2020-09-17",9.64
"635","2020-09-18",9.93
"636","2020-09-21",9.12
"637","2020-09-22",8.9
"638","2020-09-23",8.66
"639","2020-09-24",9.025
"640","2020-09-25",9
"641","2020-09-28",9.46
"642","2020-09-29",9.54
"643","2020-09-30",9.49
"644","2020-10-01",9.76
"645","2020-10-02",10.15
"646","2020-10-05",10.12
"647","2020-10-06",10.13
"648","2020-10-07",10.78
"649","2020-10-08",10.97
"650","2020-10-09",10.7
"651","2020-10-12",10.75
"652","2020-10-13",10.57
"653","2020-10-14",10.32
"654","2020-10-15",10.43
"655","2020-10-16",10.72
"656","2020-10-19",10.57
"657","2020-10-20",10.9
"658","2020-10-21",11.06
"659","2020-10-22",11.4
"660","2020-10-23",11.53
"661","2020-10-26",11.42
"662","2020-10-27",11.13
"663","2020-10-28",11.32
"664","2020-10-29",10.93
"665","2020-10-30",11.11
"666","2020-11-02",11.47
"667","2020-11-03",11.19
"668","2020-11-04",10.42
"669","2020-11-05",10.72
"670","2020-11-06",10.58
"671","2020-11-09",11.79
"672","2020-11-10",12.1
"673","2020-11-11",11.97
"674","2020-11-12",11.76
"675","2020-11-13",11.94
"676","2020-11-16",11.93
"677","2020-11-17",11.8
"678","2020-11-18",11.53
"679","2020-11-19",11.49
"680","2020-11-20",11.58
"681","2020-11-23",11.41
"682","2020-11-24",12.03
"683","2020-11-25",12.01
"684","2020-11-27",12
