"","date","AMCIU"
"112","2019-05-01",10.19
"113","2019-05-02",10.19
"114","2019-05-03",10.2
"115","2019-05-06",10.2
"116","2019-05-07",10.2
"117","2019-05-08",10.18
"118","2019-05-09",10.18
"119","2019-05-10",10.18
"120","2019-05-13",10.18
"121","2019-05-14",10.13
"122","2019-05-15",10.2
"123","2019-05-16",10.2
"124","2019-05-17",10.2
"125","2019-05-20",10.21
"126","2019-05-21",10.21
"127","2019-05-22",10.21
"128","2019-05-23",10.21
"129","2019-05-24",10.2
"130","2019-05-28",10.2
"131","2019-05-29",10.2
"132","2019-05-30",10.2
"133","2019-05-31",10.2
"134","2019-06-03",10.2
"135","2019-06-04",10.2
"136","2019-06-05",10.2
"137","2019-06-06",10.2
"138","2019-06-07",10.2
"139","2019-06-10",10.2
"140","2019-06-11",10.2
"141","2019-06-12",10.2
"142","2019-06-13",10.2
"143","2019-06-14",10.2
"144","2019-06-17",10.2
"145","2019-06-18",10.17
"146","2019-06-19",10.17
"147","2019-06-20",10.17
"148","2019-06-21",10.17
"149","2019-06-24",10.17
"150","2019-06-25",10.17
"151","2019-06-26",10.17
"152","2019-06-27",10.17
"153","2019-06-28",10.17
"154","2019-07-01",10.17
"155","2019-07-02",10.17
"156","2019-07-03",10.17
"157","2019-07-05",10.17
"158","2019-07-08",10.17
"159","2019-07-09",10.17
"160","2019-07-10",10.25
"161","2019-07-11",10.25
"162","2019-07-12",10.25
"163","2019-07-15",10.25
"164","2019-07-16",10.25
"165","2019-07-17",10.25
"166","2019-07-18",10.25
"167","2019-07-19",10.26
"168","2019-07-22",10.26
"169","2019-07-23",10.26
"170","2019-07-24",10.24
"171","2019-07-25",10.24
"172","2019-07-26",10.24
"173","2019-07-29",10.24
"174","2019-07-30",10.24
"175","2019-07-31",10.24
"176","2019-08-01",10.24
"177","2019-08-02",10.24
"178","2019-08-05",10.24
"179","2019-08-06",10.22
"180","2019-08-07",10.17
"181","2019-08-08",10.17
"182","2019-08-09",10.17
"183","2019-08-12",10.17
"184","2019-08-13",10.17
"185","2019-08-14",10.27
"186","2019-08-15",10.25
"187","2019-08-16",10.25
"188","2019-08-19",10.25
"189","2019-08-20",10.25
"190","2019-08-21",10.25
"191","2019-08-22",10.25
"192","2019-08-23",10.25
"193","2019-08-26",10.29
"194","2019-08-27",10.29
"195","2019-08-28",10.29
"196","2019-08-29",10.29
"197","2019-08-30",10.29
"198","2019-09-03",10.29
"199","2019-09-04",10.29
"200","2019-09-05",10.29
"201","2019-09-06",10.29
"202","2019-09-09",10.29
"203","2019-09-10",10.29
"204","2019-09-11",10.29
"205","2019-09-12",10.29
"206","2019-09-13",10.33
"207","2019-09-16",10.33
"208","2019-09-17",10.25
"209","2019-09-18",10.25
"210","2019-09-19",10.28
"211","2019-09-20",10.28
"212","2019-09-23",10.28
"213","2019-09-24",10.35
"214","2019-09-25",10.35
"215","2019-09-26",10.35
"216","2019-09-27",10.35
"217","2019-09-30",10.35
"218","2019-10-01",10.35
"219","2019-10-02",10.35
"220","2019-10-03",10.35
"221","2019-10-04",10.35
"222","2019-10-07",10.35
"223","2019-10-08",10.35
"224","2019-10-09",10.35
"225","2019-10-10",10.35
"226","2019-10-11",10.35
"227","2019-10-14",10.35
"228","2019-10-15",10.35
"229","2019-10-16",10.34
"230","2019-10-17",10.34
"231","2019-10-18",10.34
"232","2019-10-21",10.34
"233","2019-10-22",10.34
"234","2019-10-23",10.34
"235","2019-10-24",10.34
"236","2019-10-25",10.34
"237","2019-10-28",10.34
"238","2019-10-29",10.34
"239","2019-10-30",10.34
"240","2019-10-31",10.34
"241","2019-11-01",10.34
"242","2019-11-04",10.34
"243","2019-11-05",10.34
"244","2019-11-06",10.34
"245","2019-11-07",10.35
"246","2019-11-08",10.37
"247","2019-11-11",10.37
"248","2019-11-12",10.37
"249","2019-11-13",10.37
"250","2019-11-14",10.37
"251","2019-11-15",10.37
"252","2019-11-18",10.37
"253","2019-11-19",10.37
"254","2019-11-20",10.37
"255","2019-11-21",10.37
"256","2019-11-22",10.37
"257","2019-11-25",10.37
"258","2019-11-26",10.37
"259","2019-11-27",10.37
"260","2019-11-29",10.36
"261","2019-12-02",10.36
"262","2019-12-03",10.43
"263","2019-12-04",10.43
"264","2019-12-05",10.43
"265","2019-12-06",10.43
"266","2019-12-09",10.43
"267","2019-12-10",10.43
"268","2019-12-11",10.43
"269","2019-12-12",10.43
"270","2019-12-13",10.43
"271","2019-12-16",10.43
"272","2019-12-17",10.4
"273","2019-12-18",10.4
"274","2019-12-19",10.4
"275","2019-12-20",10.4
"276","2019-12-23",10.4
"277","2019-12-24",10.32
"278","2019-12-26",10.32
"279","2019-12-27",10.32
"280","2019-12-30",10.39
"281","2019-12-31",10.39
"282","2020-01-02",10.39
"283","2020-01-03",10.39
"284","2020-01-06",10.39
"285","2020-01-07",10.6
"286","2020-01-08",10.6
"287","2020-01-09",10.57
"288","2020-01-10",10.57
"289","2020-01-13",10.57
"290","2020-01-14",10.57
"291","2020-01-15",10.57
"292","2020-01-16",10.57
"293","2020-01-17",10.57
"294","2020-01-21",10.62
"295","2020-01-22",10.62
"296","2020-01-23",10.62
"297","2020-01-24",10.62
"298","2020-01-27",10.62
"299","2020-01-28",10.62
"300","2020-01-29",10.62
"301","2020-01-30",10.62
"302","2020-01-31",10.62
"303","2020-02-03",10.62
"304","2020-02-04",10.62
"305","2020-02-05",10.62
"306","2020-02-06",10.62
"307","2020-02-07",10.62
"308","2020-02-10",10.62
"309","2020-02-11",10.62
"310","2020-02-12",10.62
"311","2020-02-13",10.62
"312","2020-02-14",10.62
"313","2020-02-18",10.62
"314","2020-02-19",10.62
"315","2020-02-20",10.62
"316","2020-02-21",10.62
"317","2020-02-24",10.62
"318","2020-02-25",10.62
"319","2020-02-26",10.62
"320","2020-02-27",10.64
"321","2020-02-28",10.65
"322","2020-03-02",10.61
"323","2020-03-03",10.68
"324","2020-03-04",10.6
"325","2020-03-05",10.59
"326","2020-03-06",10.59
"327","2020-03-09",10.59
"328","2020-03-10",10.59
"329","2020-03-11",10.51
"330","2020-03-12",10.51
"331","2020-03-13",10.51
"332","2020-03-16",10.51
"333","2020-03-17",10.51
"334","2020-03-18",10.51
"335","2020-03-19",9.96
"336","2020-03-20",10.1
"337","2020-03-23",10.04
"338","2020-03-24",10.18
"339","2020-03-25",10.18
"340","2020-03-26",10.3
"341","2020-03-27",10.3
"342","2020-03-30",10.3
"343","2020-03-31",10.3
"344","2020-04-01",10.3
"345","2020-04-02",10.3
"346","2020-04-03",10.3
"347","2020-04-06",10.3
"348","2020-04-07",10.3
"349","2020-04-08",10.3
"350","2020-04-09",10.3
"351","2020-04-13",10.3
"352","2020-04-14",10.2
"353","2020-04-15",10.2
"354","2020-04-16",10.2
"355","2020-04-17",10.2
"356","2020-04-20",10.3
"357","2020-04-21",10.28
"358","2020-04-22",10.28
"359","2020-04-23",10.28
"360","2020-04-24",10.28
"361","2020-04-27",10.23
"362","2020-04-28",10.25
"363","2020-04-29",10.53
"364","2020-04-30",10.53
"365","2020-05-01",10.53
"366","2020-05-04",10.7
"367","2020-05-05",10.7
"368","2020-05-06",10.7
"369","2020-05-07",10.7
"370","2020-05-08",10.7
"371","2020-05-11",10.7
"372","2020-05-12",10.7
"373","2020-05-13",10.7
"374","2020-05-14",10.7
"375","2020-05-15",10.7
"376","2020-05-18",10.7
"377","2020-05-19",10.7
"378","2020-05-20",10.7
"379","2020-05-21",10.7
"380","2020-05-22",10.96
"381","2020-05-26",10.6
"382","2020-05-27",10.6
"383","2020-05-28",10.6
"384","2020-05-29",10.6
"385","2020-06-01",10.6
"386","2020-06-02",10.6
"387","2020-06-03",10.6
"388","2020-06-04",10.6
"389","2020-06-05",10.6
"390","2020-06-08",10.6
"391","2020-06-09",10.6
"392","2020-06-10",10.6
"393","2020-06-11",10.6
"394","2020-06-12",10.6
"395","2020-06-15",10.55
"396","2020-06-16",10.55
"397","2020-06-17",10.55
"398","2020-06-18",10.55
"399","2020-06-19",11.1
"400","2020-06-22",11.1
"401","2020-06-23",11.1
"402","2020-06-24",11.1
"403","2020-06-25",11
"404","2020-06-26",10.53
"405","2020-06-29",10.5
"406","2020-06-30",10.55
"407","2020-07-01",10.55
"408","2020-07-02",10.55
"409","2020-07-06",10.55
"410","2020-07-07",10.7
"411","2020-07-08",10.7
"412","2020-07-09",10.7
"413","2020-07-10",10.8
"414","2020-07-13",10.8
"415","2020-07-14",10.8
"416","2020-07-15",10.6
"417","2020-07-16",10.8
"418","2020-07-17",10.8
"419","2020-07-20",10.8
"420","2020-07-21",10.8
"421","2020-07-22",10.8
"422","2020-07-23",10.8
"423","2020-07-24",10.8
"424","2020-07-27",10.71
"425","2020-07-28",10.71
"426","2020-07-29",10.71
"427","2020-07-30",10.8
"428","2020-07-31",10.75
"429","2020-08-03",10.75
"430","2020-08-04",10.68
"431","2020-08-05",10.68
"432","2020-08-06",10.68
"433","2020-08-07",10.68
"434","2020-08-10",10.68
"435","2020-08-11",10.68
"436","2020-08-12",10.68
"437","2020-08-13",10.63
"438","2020-08-14",10.63
"439","2020-08-17",10.63
"440","2020-08-18",11.37
"441","2020-08-19",10.54
"442","2020-08-20",10.54
"443","2020-08-21",10.54
"444","2020-08-24",10.54
"445","2020-08-25",11
"446","2020-08-26",11
"447","2020-08-27",11
"448","2020-08-28",11
"449","2020-08-31",11
"450","2020-09-01",11.03
"451","2020-09-02",10.49
"452","2020-09-03",10.49
"453","2020-09-04",10.49
"454","2020-09-08",10.49
"455","2020-09-09",10.49
"456","2020-09-10",10.49
"457","2020-09-11",10.49
"458","2020-09-14",10.49
"459","2020-09-15",11
"460","2020-09-16",11
"461","2020-09-17",11
"462","2020-09-18",10.99
"463","2020-09-21",10.96
"464","2020-09-22",12.09
"465","2020-09-23",11.75
"466","2020-09-24",11.75
"467","2020-09-25",11.5
"468","2020-09-28",11.5
"469","2020-09-29",11.5
"470","2020-09-30",11.5
"471","2020-10-01",11.5
"472","2020-10-02",11.5
"473","2020-10-05",11.3
"474","2020-10-06",11.3
"475","2020-10-07",11.3
"476","2020-10-08",11.3
"477","2020-10-09",11.3
"478","2020-10-12",10.68
"479","2020-10-13",10.68
"480","2020-10-14",10.83
"481","2020-10-15",10.83
"482","2020-10-16",11.99
"483","2020-10-19",11.99
"484","2020-10-20",11.99
"485","2020-10-21",11.99
"486","2020-10-22",11.99
"487","2020-10-23",11.99
"488","2020-10-26",11.99
"489","2020-10-27",11.99
"490","2020-10-28",11.99
"491","2020-10-29",10.8
"492","2020-10-30",10.8
"493","2020-11-02",10.8
"494","2020-11-03",10.8
"495","2020-11-04",10.8
"496","2020-11-05",10.42
"497","2020-11-06",10.42
"498","2020-11-09",10.46
"499","2020-11-10",10.46
"500","2020-11-11",11
"501","2020-11-12",11
"502","2020-11-13",11
"503","2020-11-16",11
"504","2020-11-17",11
"505","2020-11-18",11
"506","2020-11-19",11
"507","2020-11-20",10.75
"508","2020-11-23",11.2
"509","2020-11-24",11.28
"510","2020-11-25",11.28
"511","2020-11-27",12.28
