"","date","AGNCM"
"420","2020-10-30",22.34
"421","2020-11-02",22.110001
"422","2020-11-03",22.190001
"423","2020-11-04",22.41
"424","2020-11-05",22.58
"425","2020-11-06",22.4
"426","2020-11-09",22.639999
"427","2020-11-10",22.879999
"428","2020-11-11",22.82
"429","2020-11-12",22.629999
"430","2020-11-13",22.879999
"431","2020-11-16",23.059999
"432","2020-11-17",23.02
"433","2020-11-18",23.15
"434","2020-11-19",23.16
"435","2020-11-20",23.23
"436","2020-11-23",23.299999
"437","2020-11-24",23.49
"438","2020-11-25",23.6
"439","2020-11-27",23.6
