"","date","RTLR"
"93","2019-10-03",17.620001
"94","2019-10-04",17.280001
"95","2019-10-07",16.49
"96","2019-10-08",16.25
"97","2019-10-09",16.110001
"98","2019-10-10",15.99
"99","2019-10-11",15.76
"100","2019-10-14",15.57
"101","2019-10-15",15.5
"102","2019-10-16",15.12
"103","2019-10-17",15.1
"104","2019-10-18",15.22
"105","2019-10-21",15.69
"106","2019-10-22",16.17
"107","2019-10-23",15.95
"108","2019-10-24",15.5
"109","2019-10-25",15.45
"110","2019-10-28",15.32
"111","2019-10-29",15.22
"112","2019-10-30",15.15
"113","2019-10-31",15.02
"114","2019-11-01",15.17
"115","2019-11-04",15.37
"116","2019-11-05",14.87
"117","2019-11-06",14.87
"118","2019-11-07",14.85
"119","2019-11-08",15.24
"120","2019-11-11",14.76
"121","2019-11-12",14.85
"122","2019-11-13",14.8
"123","2019-11-14",14.39
"124","2019-11-15",14.67
"125","2019-11-18",14.31
"126","2019-11-19",14.29
"127","2019-11-20",14.02
"128","2019-11-21",14.57
"129","2019-11-22",14.93
"130","2019-11-25",15.4
"131","2019-11-26",15.02
"132","2019-11-27",15.38
"133","2019-11-29",15.91
"134","2019-12-02",15.38
"135","2019-12-03",15.24
"136","2019-12-04",14.86
"137","2019-12-05",15.38
"138","2019-12-06",15.69
"139","2019-12-09",16.360001
"140","2019-12-10",16.27
"141","2019-12-11",16.32
"142","2019-12-12",16.629999
"143","2019-12-13",16.75
"144","2019-12-16",17.08
"145","2019-12-17",17.450001
"146","2019-12-18",17.440001
"147","2019-12-19",17.280001
"148","2019-12-20",17.74
"149","2019-12-23",17.73
"150","2019-12-24",18
"151","2019-12-26",18.17
"152","2019-12-27",18.02
"153","2019-12-30",18.02
"154","2019-12-31",17.790001
"155","2020-01-02",17.040001
"156","2020-01-03",17.690001
"157","2020-01-06",17.549999
"158","2020-01-07",17.530001
"159","2020-01-08",17.200001
"160","2020-01-09",17
"161","2020-01-10",16.83
"162","2020-01-13",16.889999
"163","2020-01-14",16.92
"164","2020-01-15",16.879999
"165","2020-01-16",17.15
"166","2020-01-17",17.08
"167","2020-01-21",16.99
"168","2020-01-22",16.9
"169","2020-01-23",16.889999
"170","2020-01-24",16.620001
"171","2020-01-27",16.200001
"172","2020-01-28",15.85
"173","2020-01-29",16.059999
"174","2020-01-30",15.62
"175","2020-01-31",15.09
"176","2020-02-03",14.74
"177","2020-02-04",15
"178","2020-02-05",15.32
"179","2020-02-06",15.07
"180","2020-02-07",15.11
"181","2020-02-10",14.57
"182","2020-02-11",14.77
"183","2020-02-12",15.05
"184","2020-02-13",15.04
"185","2020-02-14",14.95
"186","2020-02-18",15.2
"187","2020-02-19",15.6
"188","2020-02-20",15.67
"189","2020-02-21",15.44
"190","2020-02-24",14.89
"191","2020-02-25",13.99
"192","2020-02-26",13.36
"193","2020-02-27",12.4
"194","2020-02-28",12.59
"195","2020-03-02",12.08
"196","2020-03-03",11.54
"197","2020-03-04",11.62
"198","2020-03-05",10.72
"199","2020-03-06",9.86
"200","2020-03-09",6.31
"201","2020-03-10",6.22
"202","2020-03-11",5.68
"203","2020-03-12",5.21
"204","2020-03-13",5.67
"205","2020-03-16",4.92
"206","2020-03-17",4.5
"207","2020-03-18",3.27
"208","2020-03-19",3.8
"209","2020-03-20",4.18
"210","2020-03-23",3.43
"211","2020-03-24",3.31
"212","2020-03-25",3.5
"213","2020-03-26",3.76
"214","2020-03-27",3.45
"215","2020-03-30",3.29
"216","2020-03-31",3.48
"217","2020-04-01",3.56
"218","2020-04-02",3.86
"219","2020-04-03",4.05
"220","2020-04-06",4
"221","2020-04-07",4
"222","2020-04-08",4.02
"223","2020-04-09",4.6
"224","2020-04-13",5.02
"225","2020-04-14",5.36
"226","2020-04-15",4.79
"227","2020-04-16",4.66
"228","2020-04-17",5.5
"229","2020-04-20",5.33
"230","2020-04-21",5.09
"231","2020-04-22",5.86
"232","2020-04-23",6.44
"233","2020-04-24",6.2
"234","2020-04-27",6.35
"235","2020-04-28",6.25
"236","2020-04-29",6.54
"237","2020-04-30",6.82
"238","2020-05-01",6.81
"239","2020-05-04",6.69
"240","2020-05-05",7
"241","2020-05-06",6.95
"242","2020-05-07",7.65
"243","2020-05-08",7.8
"244","2020-05-11",7.81
"245","2020-05-12",8.02
"246","2020-05-13",7.85
"247","2020-05-14",7.78
"248","2020-05-15",7.95
"249","2020-05-18",8.79
"250","2020-05-19",8.9
"251","2020-05-20",9.27
"252","2020-05-21",9.28
"253","2020-05-22",9.26
"254","2020-05-26",9.28
"255","2020-05-27",8.87
"256","2020-05-28",8.62
"257","2020-05-29",8.41
"258","2020-06-01",8.71
"259","2020-06-02",9.23
"260","2020-06-03",9.68
"261","2020-06-04",9.93
"262","2020-06-05",10.52
"263","2020-06-08",11.09
"264","2020-06-09",10.86
"265","2020-06-10",10.65
"266","2020-06-11",9.8
"267","2020-06-12",9.81
"268","2020-06-15",10.26
"269","2020-06-16",10.66
"270","2020-06-17",10.35
"271","2020-06-18",9.89
"272","2020-06-19",9.95
"273","2020-06-22",10.42
"274","2020-06-23",10.38
"275","2020-06-24",9.48
"276","2020-06-25",9.41
"277","2020-06-26",8.93
"278","2020-06-29",9.28
"279","2020-06-30",9.7
"280","2020-07-01",9.42
"281","2020-07-02",9.52
"282","2020-07-06",9.6
"283","2020-07-07",9.16
"284","2020-07-08",8.83
"285","2020-07-09",8.33
"286","2020-07-10",8.23
"287","2020-07-13",7.66
"288","2020-07-14",7.64
"289","2020-07-15",8.05
"290","2020-07-16",8
"291","2020-07-17",7.87
"292","2020-07-20",7.85
"293","2020-07-21",8.16
"294","2020-07-22",8.17
"295","2020-07-23",8.19
"296","2020-07-24",7.97
"297","2020-07-27",7.75
"298","2020-07-28",7.64
"299","2020-07-29",8.1
"300","2020-07-30",8.05
"301","2020-07-31",7.87
"302","2020-08-03",7.95
"303","2020-08-04",8.06
"304","2020-08-05",8.2
"305","2020-08-06",8.07
"306","2020-08-07",7.94
"307","2020-08-10",8.49
"308","2020-08-11",8.56
"309","2020-08-12",9.01
"310","2020-08-13",9.1
"311","2020-08-14",8.59
"312","2020-08-17",8.58
"313","2020-08-18",8.36
"314","2020-08-19",8.33
"315","2020-08-20",8.45
"316","2020-08-21",8.31
"317","2020-08-24",8.68
"318","2020-08-25",8.79
"319","2020-08-26",8.25
"320","2020-08-27",8.16
"321","2020-08-28",8.32
"322","2020-08-31",8.37
"323","2020-09-01",7.98
"324","2020-09-02",7.77
"325","2020-09-03",7.6
"326","2020-09-04",7.5
"327","2020-09-08",7.24
"328","2020-09-09",7.12
"329","2020-09-10",7
"330","2020-09-11",7.01
"331","2020-09-14",6.99
"332","2020-09-15",6.99
"333","2020-09-16",7.23
"334","2020-09-17",7.22
"335","2020-09-18",7.11
"336","2020-09-21",6.88
"337","2020-09-22",6.59
"338","2020-09-23",6.17
"339","2020-09-24",5.92
"340","2020-09-25",5.67
"341","2020-09-28",6
"342","2020-09-29",6.12
"343","2020-09-30",5.95
"344","2020-10-01",5.79
"345","2020-10-02",6.05
"346","2020-10-05",6.44
"347","2020-10-06",6.35
"348","2020-10-07",6.2
"349","2020-10-08",6.61
"350","2020-10-09",6.52
"351","2020-10-12",6.59
"352","2020-10-13",6.65
"353","2020-10-14",6.81
"354","2020-10-15",6.9
"355","2020-10-16",6.62
"356","2020-10-19",6.24
"357","2020-10-20",6.41
"358","2020-10-21",6.215
"359","2020-10-22",6.59
"360","2020-10-23",6.5
"361","2020-10-26",6.28
"362","2020-10-27",6.17
"363","2020-10-28",5.72
"364","2020-10-29",6.01
"365","2020-10-30",5.87
"366","2020-11-02",6.09
"367","2020-11-03",6.23
"368","2020-11-04",6.26
"369","2020-11-05",6.58
"370","2020-11-06",6.75
"371","2020-11-09",7.36
"372","2020-11-10",7.63
"373","2020-11-11",7.56
"374","2020-11-12",7.62
"375","2020-11-13",7.35
"376","2020-11-16",8.05
"377","2020-11-17",8.28
"378","2020-11-18",8.41
"379","2020-11-19",8.34
"380","2020-11-20",8.16
"381","2020-11-23",8.55
"382","2020-11-24",9.03
"383","2020-11-25",8.99
"384","2020-11-27",8.53
