"","date","DAO"
"213","2020-08-28",30.450001
"214","2020-08-31",29.74
"215","2020-09-01",32.240002
"216","2020-09-02",27.629999
"217","2020-09-03",25.99
"218","2020-09-04",26.459999
"219","2020-09-08",25.209999
"220","2020-09-09",26.219999
"221","2020-09-10",23.73
"222","2020-09-11",23.48
"223","2020-09-14",23.360001
"224","2020-09-15",26.59
"225","2020-09-16",25.98
"226","2020-09-17",27.68
"227","2020-09-18",26.790001
"228","2020-09-21",26.16
"229","2020-09-22",27.74
"230","2020-09-23",28.139999
"231","2020-09-24",28.190001
"232","2020-09-25",26.6
"233","2020-09-28",25.690001
"234","2020-09-29",25.690001
"235","2020-09-30",25.84
"236","2020-10-01",27.16
"237","2020-10-02",26.77
"238","2020-10-05",26.85
"239","2020-10-06",28.65
"240","2020-10-07",28.98
"241","2020-10-08",29
"242","2020-10-09",31.09
"243","2020-10-12",30.389999
"244","2020-10-13",31.01
"245","2020-10-14",32.27
"246","2020-10-15",31.01
"247","2020-10-16",30.549999
"248","2020-10-19",29.66
"249","2020-10-20",32.48
"250","2020-10-21",28.43
"251","2020-10-22",26.450001
"252","2020-10-23",26.5
"253","2020-10-26",26.440001
"254","2020-10-27",25.34
"255","2020-10-28",25.719999
"256","2020-10-29",26.09
"257","2020-10-30",25.190001
"258","2020-11-02",26.59
"259","2020-11-03",26.58
"260","2020-11-04",27.120001
"261","2020-11-05",29.82
"262","2020-11-06",28.719999
"263","2020-11-09",28.030001
"264","2020-11-10",24.15
"265","2020-11-11",24.629999
"266","2020-11-12",24.76
"267","2020-11-13",26.469999
"268","2020-11-16",27.139999
"269","2020-11-17",26.290001
"270","2020-11-18",25.15
"271","2020-11-19",29.91
"272","2020-11-20",31.469999
"273","2020-11-23",30.690001
"274","2020-11-24",32.009998
"275","2020-11-25",29.98
"276","2020-11-27",31.379999
