"","date","RLMD"
"96","2014-11-04",59
"97","2014-11-05",61.799999
"98","2014-11-06",65.599998
"99","2014-11-07",63
"100","2014-11-10",62.599998
"101","2014-11-11",60.400002
"102","2014-11-12",61
"103","2014-11-13",60.400002
"104","2014-11-14",59.799999
"105","2014-11-17",59.200001
"106","2014-11-18",60
"107","2014-11-19",60
"108","2014-11-20",60
"109","2014-11-21",60
"110","2014-11-24",60
"111","2014-11-25",60
"112","2014-11-26",60
"113","2014-11-28",60
"114","2014-12-01",60
"115","2014-12-02",58
"116","2014-12-03",58
"117","2014-12-04",58
"118","2014-12-05",58
"119","2014-12-08",50.799999
"120","2014-12-09",59.799999
"121","2014-12-10",59.799999
"122","2014-12-11",54.799999
"123","2014-12-12",54.799999
"124","2014-12-15",60
"125","2014-12-16",59.599998
"126","2014-12-17",59.599998
"127","2014-12-18",59.400002
"128","2014-12-19",59.400002
"129","2014-12-22",59.799999
"130","2014-12-23",60
"131","2014-12-24",60
"132","2014-12-26",63
"133","2014-12-29",62
"134","2014-12-30",62
"135","2014-12-31",62
"136","2015-01-02",63
"137","2015-01-05",60
"138","2015-01-06",60
"139","2015-01-07",60.799999
"140","2015-01-08",62
"141","2015-01-09",58
"142","2015-01-12",57.599998
"143","2015-01-13",59.400002
"144","2015-01-14",58
"145","2015-01-15",57.599998
"146","2015-01-16",56.400002
"147","2015-01-20",57
"148","2015-01-21",56
"149","2015-01-22",56
"150","2015-01-23",56
"151","2015-01-26",54.400002
"152","2015-01-27",56
"153","2015-01-28",56.599998
"154","2015-01-29",55
"155","2015-01-30",56
"156","2015-02-02",54
"157","2015-02-03",60
"158","2015-02-04",55.400002
"159","2015-02-05",54
"160","2015-02-06",52.400002
"161","2015-02-09",52
"162","2015-02-10",51.799999
"163","2015-02-11",52
"164","2015-02-12",52
"165","2015-02-13",50
"166","2015-02-17",54.200001
"167","2015-02-18",54.799999
"168","2015-02-19",54
"169","2015-02-20",53.799999
"170","2015-02-23",54
"171","2015-02-24",54
"172","2015-02-25",53.599998
"173","2015-02-26",56
"174","2015-02-27",54.799999
"175","2015-03-02",53.599998
"176","2015-03-03",52
"177","2015-03-04",52
"178","2015-03-05",52
"179","2015-03-06",53
"180","2015-03-09",55.599998
"181","2015-03-10",54
"182","2015-03-11",57.799999
"183","2015-03-12",66
"184","2015-03-13",71
"185","2015-03-16",74.400002
"186","2015-03-17",70
"187","2015-03-18",61.400002
"188","2015-03-19",54
"189","2015-03-20",54.799999
"190","2015-03-23",58
"191","2015-03-24",55
"192","2015-03-25",53
"193","2015-03-26",54
"194","2015-03-27",58
"195","2015-03-30",57.400002
"196","2015-03-31",59
"197","2015-04-01",57.799999
"198","2015-04-02",56
"199","2015-04-06",53.200001
"200","2015-04-07",50.799999
"201","2015-04-08",51
"202","2015-04-09",51.400002
"203","2015-04-10",50.799999
"204","2015-04-13",47
"205","2015-04-14",45.200001
"206","2015-04-15",50.599998
"207","2015-04-16",51
"208","2015-04-17",53.599998
"209","2015-04-20",50.599998
"210","2015-04-21",51
"211","2015-04-22",47
"212","2015-04-23",46.060001
"213","2015-04-24",45.599998
"214","2015-04-27",45
"215","2015-04-28",44.599998
"216","2015-04-29",42
"217","2015-04-30",41.599998
"218","2015-05-01",40.599998
"219","2015-05-04",40.799999
"220","2015-05-05",44
"221","2015-05-06",42.599998
"222","2015-05-07",41.599998
"223","2015-05-08",40
"224","2015-05-11",40
"225","2015-05-12",41.200001
"226","2015-05-13",40
"227","2015-05-14",40
"228","2015-05-15",40.200001
"229","2015-05-18",39
"230","2015-05-19",38.599998
"231","2015-05-20",38.400002
"232","2015-05-21",38.799999
"233","2015-05-22",38.599998
"234","2015-05-26",37.799999
"235","2015-05-27",36.400002
"236","2015-05-28",39.400002
"237","2015-05-29",39.599998
"238","2015-06-01",35.400002
"239","2015-06-02",34.400002
"240","2015-06-03",35.799999
"241","2015-06-04",32.599998
"242","2015-06-05",33.799999
"243","2015-06-08",33.799999
"244","2015-06-09",33.599998
"245","2015-06-10",32
"246","2015-06-11",31.799999
"247","2015-06-12",32.400002
"248","2015-06-15",30.200001
"249","2015-06-16",31
"250","2015-06-17",31.4
"251","2015-06-18",31.200001
"252","2015-06-19",30.6
"253","2015-06-22",32.200001
"254","2015-06-23",33.400002
"255","2015-06-24",34.400002
"256","2015-06-25",37.400002
"257","2015-06-26",39
"258","2015-06-29",40.599998
"259","2015-06-30",40.599998
"260","2015-07-01",42
"261","2015-07-02",37
"262","2015-07-06",33.799999
"263","2015-07-07",30.6
"264","2015-07-08",33
"265","2015-07-09",34
"266","2015-07-10",34
"267","2015-07-13",33
"268","2015-07-14",33.799999
"269","2015-07-15",34
"270","2015-07-16",34.200001
"271","2015-07-17",34.400002
"272","2015-07-20",33
"273","2015-07-21",33.799999
"274","2015-07-22",32
"275","2015-07-23",31
"276","2015-07-24",30
"277","2015-07-27",29.200001
"278","2015-07-28",29.6
"279","2015-07-29",27
"280","2015-07-30",29
"281","2015-07-31",26
"282","2015-08-03",29
"283","2015-08-04",27
"284","2015-08-05",26.799999
"285","2015-08-06",27.799999
"286","2015-08-07",28.200001
"287","2015-08-10",28
"288","2015-08-11",27
"289","2015-08-12",27
"290","2015-08-13",26.959999
"291","2015-08-14",32
"292","2015-08-17",30
"293","2015-08-18",29.84
"294","2015-08-19",29.6
"295","2015-08-20",27
"296","2015-08-21",25.16
"297","2015-08-24",23
"298","2015-08-25",20
"299","2015-08-26",20.4
"300","2015-08-27",19.799999
"301","2015-08-28",20
"302","2015-08-31",20
"303","2015-09-01",18.639999
"304","2015-09-02",20
"305","2015-09-03",20
"306","2015-09-04",18.879999
"307","2015-09-08",18.799999
"308","2015-09-09",18.6
"309","2015-09-10",19.76
"310","2015-09-11",20.6
"311","2015-09-14",19.6
"312","2015-09-15",18.799999
"313","2015-09-16",18.440001
"314","2015-09-17",19
"315","2015-09-18",19
"316","2015-09-21",22.799999
"317","2015-09-22",20.959999
"318","2015-09-23",20.799999
"319","2015-09-24",20
"320","2015-09-25",18.799999
"321","2015-09-28",18
"322","2015-09-29",17.4
"323","2015-09-30",19.6
"324","2015-10-01",17.200001
"325","2015-10-02",16.4
"326","2015-10-05",15.6
"327","2015-10-06",15.6
"328","2015-10-07",15.4
"329","2015-10-08",16.16
"330","2015-10-09",15.68
"331","2015-10-12",14.84
"332","2015-10-13",16
"333","2015-10-14",16.32
"334","2015-10-15",15.24
"335","2015-10-16",16.200001
"336","2015-10-19",15.96
"337","2015-10-20",15.4
"338","2015-10-21",16.360001
"339","2015-10-22",16.120001
"340","2015-10-23",17
"341","2015-10-26",15.6
"342","2015-10-27",16.08
"343","2015-10-28",14.4
"344","2015-10-29",14.8
"345","2015-10-30",14.6
"346","2015-11-02",14.6
"347","2015-11-03",13.2
"348","2015-11-04",15
"349","2015-11-05",14
"350","2015-11-06",14.4
"351","2015-11-09",13.4
"352","2015-11-10",14.6
"353","2015-11-11",14.36
"354","2015-11-12",13.8
"355","2015-11-13",12
"356","2015-11-16",12
"357","2015-11-17",12.4
"358","2015-11-18",12.24
"359","2015-11-19",12.24
"360","2015-11-20",11.2
"361","2015-11-23",12.36
"362","2015-11-24",11.96
"363","2015-11-25",11.96
"364","2015-11-27",11.92
"365","2015-11-30",11.8
"366","2015-12-01",11.04
"367","2015-12-02",11
"368","2015-12-03",11
"369","2015-12-04",10.64
"370","2015-12-07",10.08
"371","2015-12-08",10.04
"372","2015-12-09",9.24
"373","2015-12-10",9.16
"374","2015-12-11",9.4
"375","2015-12-14",12
"376","2015-12-15",12.8
"377","2015-12-16",14.8
"378","2015-12-17",13
"379","2015-12-18",13
"380","2015-12-21",13
"381","2015-12-22",12
"382","2015-12-23",11.2
"383","2015-12-24",10
"384","2015-12-28",12
"385","2015-12-29",12
"386","2015-12-30",10.6
"387","2015-12-31",10
"388","2016-01-04",10
"389","2016-01-05",10.8
"390","2016-01-06",10.8
"391","2016-01-07",12
"392","2016-01-08",9.48
"393","2016-01-11",8.2
"394","2016-01-12",7.96
"395","2016-01-13",7.36
"396","2016-01-14",7.8
"397","2016-01-15",8
"398","2016-01-19",7.4
"399","2016-01-20",7
"400","2016-01-21",7
"401","2016-01-22",7
"402","2016-01-25",6.6
"403","2016-01-26",6
"404","2016-01-27",6
"405","2016-01-28",5.8
"406","2016-01-29",5.56
"407","2016-02-01",5.6
"408","2016-02-02",5.6
"409","2016-02-03",5.6
"410","2016-02-04",5.52
"411","2016-02-05",5.64
"412","2016-02-08",5.4
"413","2016-02-09",7.04
"414","2016-02-10",7.08
"415","2016-02-11",5.88
"416","2016-02-12",6.48
"417","2016-02-16",6.16
"418","2016-02-17",6.4
"419","2016-02-18",6.2
"420","2016-02-19",6
"421","2016-02-22",6
"422","2016-02-23",5.72
"423","2016-02-24",5.72
"424","2016-02-25",5.92
"425","2016-02-26",5.92
"426","2016-02-29",6
"427","2016-03-01",5.72
"428","2016-03-02",5.96
"429","2016-03-03",6
"430","2016-03-04",6
"431","2016-03-07",5.68
"432","2016-03-08",5.56
"433","2016-03-09",5.52
"434","2016-03-10",5.56
"435","2016-03-11",5.56
"436","2016-03-14",5.64
"437","2016-03-15",5.68
"438","2016-03-16",5.6
"439","2016-03-17",5.56
"440","2016-03-18",5.52
"441","2016-03-21",5.8
"442","2016-03-22",5.56
"443","2016-03-23",5.88
"444","2016-03-24",5.64
"445","2016-03-28",6.2
"446","2016-03-29",6.56
"447","2016-03-30",6.8
"448","2016-03-31",6.8
"449","2016-04-01",6.8
"450","2016-04-04",7.4
"451","2016-04-05",8.28
"452","2016-04-06",8.8
"453","2016-04-07",8.8
"454","2016-04-08",9.4
"455","2016-04-11",10.2
"456","2016-04-12",11
"457","2016-04-13",12
"458","2016-04-14",11.8
"459","2016-04-15",14
"460","2016-04-18",14.2
"461","2016-04-19",15
"462","2016-04-20",13.88
"463","2016-04-21",13.8
"464","2016-04-22",12.88
"465","2016-04-25",11.84
"466","2016-04-26",12.92
"467","2016-04-27",13.4
"468","2016-04-28",13.52
"469","2016-04-29",12.84
"470","2016-05-02",12.6
"471","2016-05-03",13.08
"472","2016-05-04",12.24
"473","2016-05-05",11.44
"474","2016-05-06",10.08
"475","2016-05-09",9
"476","2016-05-10",8.3
"477","2016-05-11",9.6
"478","2016-05-12",10.36
"479","2016-05-13",10.8
"480","2016-05-16",10.76
"481","2016-05-17",10.28
"482","2016-05-18",10.92
"483","2016-05-19",10.92
"484","2016-05-20",10.92
"485","2016-05-23",11.72
"486","2016-05-24",12.32
"487","2016-05-25",12.4
"488","2016-05-26",11.6
"489","2016-05-27",12.68
"490","2016-05-31",12.08
"491","2016-06-01",11
"492","2016-06-02",10.72
"493","2016-06-03",11.04
"494","2016-06-06",12
"495","2016-06-07",10.8
"496","2016-06-08",10.4
"497","2016-06-09",10.8
"498","2016-06-10",10.476
"499","2016-06-13",10.92
"500","2016-06-14",11
"501","2016-06-15",10.8
"502","2016-06-16",11
"503","2016-06-17",11.04
"504","2016-06-20",11.6
"505","2016-06-21",10.64
"506","2016-06-22",11.28
"507","2016-06-23",10.6
"508","2016-06-24",10.08
"509","2016-06-27",10.08
"510","2016-06-28",9.8
"511","2016-06-29",9.16
"512","2016-06-30",9.12
"513","2016-07-01",9.16
"514","2016-07-05",8.6
"515","2016-07-06",9
"516","2016-07-07",8.88
"517","2016-07-08",8.476
"518","2016-07-11",8.32
"519","2016-07-12",8.24
"520","2016-07-13",8
"521","2016-07-14",7.8
"522","2016-07-15",8.36
"523","2016-07-18",8.4
"524","2016-07-19",8.64
"525","2016-07-20",8.64
"526","2016-07-21",8.2
"527","2016-07-22",8.2
"528","2016-07-25",8.6
"529","2016-07-26",8.04
"530","2016-07-27",8.08
"531","2016-07-28",7.88
"532","2016-07-29",7.68
"533","2016-08-01",7.44
"534","2016-08-02",7.24
"535","2016-08-03",7.8
"536","2016-08-04",7
"537","2016-08-05",6.4
"538","2016-08-08",6.32
"539","2016-08-09",5.64
"540","2016-08-10",6.2
"541","2016-08-11",5.64
"542","2016-08-12",5.6
"543","2016-08-15",5.68
"544","2016-08-16",6.52
"545","2016-08-17",6.32
"546","2016-08-18",6.6
"547","2016-08-19",6.08
"548","2016-08-22",6.56
"549","2016-08-23",6
"550","2016-08-24",6.2
"551","2016-08-25",5.6
"552","2016-08-26",5.344
"553","2016-08-29",5.28
"554","2016-08-30",5.2
"555","2016-08-31",5.28
"556","2016-09-01",5.84
"557","2016-09-02",6.4
"558","2016-09-06",7.76
"559","2016-09-07",7.8
"560","2016-09-08",7.2
"561","2016-09-09",5.9
"562","2016-09-12",6.6
"563","2016-09-13",6.6
"564","2016-09-14",6.4
"565","2016-09-15",6.4
"566","2016-09-16",6.32
"567","2016-09-19",6.32
"568","2016-09-20",6.12
"569","2016-09-21",6
"570","2016-09-22",6
"571","2016-09-23",5.68
"572","2016-09-26",5.88
"573","2016-09-27",5.88
"574","2016-09-28",6
"575","2016-09-29",5.4
"576","2016-09-30",5.88
"577","2016-10-03",5.8
"578","2016-10-04",5.68
"579","2016-10-05",5.4
"580","2016-10-06",5.44
"581","2016-10-07",5.24
"582","2016-10-10",5
"583","2016-10-11",5.04
"584","2016-10-12",4.4
"585","2016-10-13",4.16
"586","2016-10-14",4
"587","2016-10-17",4
"588","2016-10-18",4.148
"589","2016-10-19",3.84
"590","2016-10-20",4.12
"591","2016-10-21",4
"592","2016-10-24",4
"593","2016-10-25",4.2
"594","2016-10-26",4.56
"595","2016-10-27",4.56
"596","2016-10-28",4.36
"597","2016-10-31",4.6
"598","2016-11-01",4.84
"599","2016-11-02",4.24
"600","2016-11-03",4
"601","2016-11-04",4
"602","2016-11-07",3.78
"603","2016-11-08",3.6
"604","2016-11-09",3.84
"605","2016-11-10",3.8
"606","2016-11-11",3.6
"607","2016-11-14",3.88
"608","2016-11-15",3.72
"609","2016-11-16",3.6
"610","2016-11-17",3.692
"611","2016-11-18",3.8
"612","2016-11-21",3.64
"613","2016-11-22",3.6
"614","2016-11-23",4.2
"615","2016-11-25",4.28
"616","2016-11-28",4
"617","2016-11-29",3.96
"618","2016-11-30",3.956
"619","2016-12-01",3.604
"620","2016-12-02",3.68
"621","2016-12-05",3.76
"622","2016-12-06",3.68
"623","2016-12-07",3.52
"624","2016-12-08",3.22
"625","2016-12-09",3.28
"626","2016-12-12",3.2
"627","2016-12-13",3.06
"628","2016-12-14",3.16
"629","2016-12-15",2.76
"630","2016-12-16",2.448
"631","2016-12-19",2.46
"632","2016-12-20",2.52
"633","2016-12-21",2.52
"634","2016-12-22",2.6
"635","2016-12-23",2.68
"636","2016-12-27",3.084
"637","2016-12-28",4.36
"638","2016-12-29",4.32
"639","2016-12-30",4.36
"640","2017-01-03",4.4
"641","2017-01-04",4.08
"642","2017-01-05",4.32
"643","2017-01-06",4.44
"644","2017-01-09",4.6
"645","2017-01-10",5.2
"646","2017-01-11",5.04
"647","2017-01-12",5
"648","2017-01-13",4.8
"649","2017-01-17",4.8
"650","2017-01-18",4.8
"651","2017-01-19",5.36
"652","2017-01-20",5
"653","2017-01-23",5.04
"654","2017-01-24",4.8
"655","2017-01-25",5.28
"656","2017-01-26",4.92
"657","2017-01-27",4.92
"658","2017-01-30",4.68
"659","2017-01-31",4.8
"660","2017-02-01",4.76
"661","2017-02-02",4.24
"662","2017-02-03",4.288
"663","2017-02-06",4.28
"664","2017-02-07",4.36
"665","2017-02-08",4.08
"666","2017-02-09",4.2
"667","2017-02-10",4.12
"668","2017-02-13",3.84
"669","2017-02-14",3.96
"670","2017-02-15",4
"671","2017-02-16",4.12
"672","2017-02-17",4.4
"673","2017-02-21",4
"674","2017-02-22",3.8
"675","2017-02-23",3.76
"676","2017-02-24",3.8
"677","2017-02-27",3.36
"678","2017-02-28",3.24
"679","2017-03-01",3.2
"680","2017-03-02",2.964
"681","2017-03-03",2.88
"682","2017-03-06",2.88
"683","2017-03-07",2.8
"684","2017-03-08",2.8
"685","2017-03-09",2.932
"686","2017-03-10",2.82
"687","2017-03-13",2.84
"688","2017-03-14",2.88
"689","2017-03-15",2.88
"690","2017-03-16",3.2
"691","2017-03-17",3.28
"692","2017-03-20",3.28
"693","2017-03-21",3.5
"694","2017-03-22",3.5
"695","2017-03-23",3.8
"696","2017-03-24",3.8
"697","2017-03-27",3.8
"698","2017-03-28",3.6
"699","2017-03-29",3.6
"700","2017-03-30",3.6
"701","2017-03-31",3.6
"702","2017-04-03",3.6
"703","2017-04-04",3.6
"704","2017-04-05",3.6
"705","2017-04-06",3.6
"706","2017-04-07",3.58
"707","2017-04-10",3.46
"708","2017-04-11",3.204
"709","2017-04-12",3.24
"710","2017-04-13",4.4
"711","2017-04-17",4.88
"712","2017-04-18",4.92
"713","2017-04-19",4.4
"714","2017-04-20",3.96
"715","2017-04-21",4.2
"716","2017-04-24",4.56
"717","2017-04-25",4.32
"718","2017-04-26",4.4
"719","2017-04-27",4.16
"720","2017-04-28",4.16
"721","2017-05-01",4
"722","2017-05-02",3.96
"723","2017-05-03",4
"724","2017-05-04",3.8
"725","2017-05-05",3.8
"726","2017-05-08",4
"727","2017-05-09",3.82
"728","2017-05-10",4
"729","2017-05-11",4
"730","2017-05-12",4.08
"731","2017-05-15",4.08
"732","2017-05-16",4
"733","2017-05-17",4
"734","2017-05-18",4
"735","2017-05-19",4
"736","2017-05-22",4
"737","2017-05-23",3.8
"738","2017-05-24",3.64
"739","2017-05-25",3.724
"740","2017-05-26",4.04
"741","2017-05-30",4
"742","2017-05-31",4
"743","2017-06-01",3.88
"744","2017-06-02",3.6
"745","2017-06-05",3.6
"746","2017-06-06",3.68
"747","2017-06-07",3.6
"748","2017-06-08",3.6
"749","2017-06-09",3.6
"750","2017-06-12",3.6
"751","2017-06-13",3.2
"752","2017-06-14",3.24
"753","2017-06-15",3.4
"754","2017-06-16",3.4
"755","2017-06-19",3.24
"756","2017-06-20",3.24
"757","2017-06-21",3.24
"758","2017-06-22",3.4
"759","2017-06-23",3.4
"760","2017-06-26",3.2
"761","2017-06-27",3.2
"762","2017-06-28",3.4
"763","2017-06-29",3.4
"764","2017-06-30",3.28
"765","2017-07-03",3.308
"766","2017-07-05",3.2
"767","2017-07-06",3.4
"768","2017-07-07",3
"769","2017-07-10",3
"770","2017-07-11",3.16
"771","2017-07-12",3.16
"772","2017-07-13",3
"773","2017-07-14",3.2
"774","2017-07-17",3.2
"775","2017-07-18",3
"776","2017-07-19",3
"777","2017-07-20",3
"778","2017-07-21",3
"779","2017-07-24",2.892
"780","2017-07-25",3.36
"781","2017-07-26",3.22
"782","2017-07-27",3.2
"783","2017-07-28",3.24
"784","2017-07-31",3.28
"785","2017-08-01",3.16
"786","2017-08-02",3.04
"787","2017-08-03",3.2
"788","2017-08-04",3.2
"789","2017-08-07",3.04
"790","2017-08-08",3.04
"791","2017-08-09",2.88
"792","2017-08-10",2.88
"793","2017-08-11",2.88
"794","2017-08-14",2.88
"795","2017-08-15",2.932
"796","2017-08-16",3.04
"797","2017-08-17",3.04
"798","2017-08-18",3.4
"799","2017-08-21",2.844
"800","2017-08-22",3.08
"801","2017-08-23",3.08
"802","2017-08-24",2.88
"803","2017-08-25",2.88
"804","2017-08-28",2.88
"805","2017-08-29",3.04
"806","2017-08-30",3.04
"807","2017-08-31",3.04
"808","2017-09-01",3.04
"809","2017-09-05",3
"810","2017-09-06",3
"811","2017-09-07",3.08
"812","2017-09-08",3
"813","2017-09-11",2.96
"814","2017-09-12",3.08
"815","2017-09-13",2.96
"816","2017-09-14",2.96
"817","2017-09-15",3.08
"818","2017-09-18",3.08
"819","2017-09-19",3.08
"820","2017-09-20",2.92
"821","2017-09-21",3.4
"822","2017-09-22",3.4
"823","2017-09-25",4
"824","2017-09-26",3.96
"825","2017-09-27",3.82
"826","2017-09-28",4
"827","2017-09-29",3.8
"828","2017-10-02",3.8
"829","2017-10-03",4
"830","2017-10-04",3.6
"831","2017-10-05",3.6
"832","2017-10-06",3.6
"833","2017-10-09",3.6
"834","2017-10-10",3.72
"835","2017-10-11",3.6
"836","2017-10-12",3.4
"837","2017-10-13",3.6
"838","2017-10-16",3.4
"839","2017-10-17",3.6
"840","2017-10-18",3.44
"841","2017-10-19",4
"842","2017-10-20",3.24
"843","2017-10-23",3.4
"844","2017-10-24",3.4
"845","2017-10-25",3.32
"846","2017-10-26",3.4
"847","2017-10-27",3.4
"848","2017-10-30",3.4
"849","2017-10-31",3.212
"850","2017-11-01",3.212
"851","2017-11-02",3.5
"852","2017-11-03",3.5
"853","2017-11-06",3.5
"854","2017-11-07",3.6
"855","2017-11-08",3.32
"856","2017-11-09",3.12
"857","2017-11-10",3.2
"858","2017-11-13",3.2
"859","2017-11-14",3.2
"860","2017-11-15",3.2
"861","2017-11-16",3.2
"862","2017-11-17",2.96
"863","2017-11-20",2.96
"864","2017-11-21",3
"865","2017-11-22",3.06
"866","2017-11-24",2.96
"867","2017-11-27",2.96
"868","2017-11-28",3
"869","2017-11-29",2.88
"870","2017-11-30",3
"871","2017-12-01",3.2
"872","2017-12-04",2.76
"873","2017-12-05",2.88
"874","2017-12-06",2.88
"875","2017-12-07",2.84
"876","2017-12-08",2.86
"877","2017-12-11",2.968
"878","2017-12-12",3
"879","2017-12-13",3.12
"880","2017-12-14",3
"881","2017-12-15",3.4
"882","2017-12-18",3.26
"883","2017-12-19",3.12
"884","2017-12-20",3.16
"885","2017-12-21",3.04
"886","2017-12-22",3.04
"887","2017-12-26",3.12
"888","2017-12-27",3.06
"889","2017-12-28",3
"890","2017-12-29",3
"891","2018-01-02",2.8
"892","2018-01-03",2.8
"893","2018-01-04",3
"894","2018-01-05",3.04
"895","2018-01-08",2.84
"896","2018-01-09",3
"897","2018-01-10",3
"898","2018-01-11",3
"899","2018-01-12",2.86
"900","2018-01-16",2.88
"901","2018-01-17",3
"902","2018-01-18",2.8
"903","2018-01-19",2.8
"904","2018-01-22",3.1
"905","2018-01-23",2.92
"906","2018-01-24",2.92
"907","2018-01-25",2.92
"908","2018-01-26",3
"909","2018-01-29",3
"910","2018-01-30",3
"911","2018-01-31",3
"912","2018-02-01",3.108
"913","2018-02-02",2.88
"914","2018-02-05",3
"915","2018-02-06",3
"916","2018-02-07",2.88
"917","2018-02-08",2.76
"918","2018-02-09",2.88
"919","2018-02-12",2.88
"920","2018-02-13",2.88
"921","2018-02-14",3
"922","2018-02-15",3.56
"923","2018-02-16",2.82
"924","2018-02-20",3.084
"925","2018-02-21",2.924
"926","2018-02-22",3.2
"927","2018-02-23",3
"928","2018-02-26",2.8
"929","2018-02-27",2.8
"930","2018-02-28",2.8
"931","2018-03-01",2.8
"932","2018-03-02",2.788
"933","2018-03-05",3.12
"934","2018-03-06",2.8
"935","2018-03-07",2.8
"936","2018-03-08",2.8
"937","2018-03-09",2.8
"938","2018-03-12",2.72
"939","2018-03-13",3.14
"940","2018-03-14",2.78
"941","2018-03-15",2.76
"942","2018-03-16",2.792
"943","2018-03-19",2.8
"944","2018-03-20",2.96
"945","2018-03-21",2.88
"946","2018-03-22",3.16
"947","2018-03-23",3
"948","2018-03-26",3
"949","2018-03-27",3.08
"950","2018-03-28",3.08
"951","2018-03-29",3.56
"952","2018-04-02",3.54
"953","2018-04-03",3.54
"954","2018-04-04",3.76
"955","2018-04-05",3.96
"956","2018-04-06",3.84
"957","2018-04-09",4.2
"958","2018-04-10",4.8
"959","2018-04-11",4.08
"960","2018-04-12",4.72
"961","2018-04-13",4.96
"962","2018-04-16",5.36
"963","2018-04-17",5.8
"964","2018-04-18",6.96
"965","2018-04-19",6.4
"966","2018-04-20",6.4
"967","2018-04-23",6
"968","2018-04-24",6
"969","2018-04-25",5.76
"970","2018-04-26",5.28
"971","2018-04-27",6
"972","2018-04-30",5.84
"973","2018-05-01",4.92
"974","2018-05-02",5
"975","2018-05-03",5
"976","2018-05-04",5.8
"977","2018-05-07",5.86
"978","2018-05-08",5.92
"979","2018-05-09",6.08
"980","2018-05-10",6.4
"981","2018-05-11",6
"982","2018-05-14",5.68
"983","2018-05-15",5.68
"984","2018-05-16",6.08
"985","2018-05-17",6.28
"986","2018-05-18",6.32
"987","2018-05-21",6
"988","2018-05-22",6.2
"989","2018-05-23",6.2
"990","2018-05-24",6.12
"991","2018-05-25",6.04
"992","2018-05-29",5.56
"993","2018-05-30",5.48
"994","2018-05-31",5.48
"995","2018-06-01",5.48
"996","2018-06-04",5.2
"997","2018-06-05",5.4
"998","2018-06-06",5.96
"999","2018-06-07",5.84
"1000","2018-06-08",5.84
"1001","2018-06-11",5.84
"1002","2018-06-12",6
"1003","2018-06-13",5.2
"1004","2018-06-14",4.8
"1005","2018-06-15",4.58
"1006","2018-06-18",4.48
"1007","2018-06-19",4.8
"1008","2018-06-20",4.72
"1009","2018-06-21",4.72
"1010","2018-06-22",4.8
"1011","2018-06-25",4.16
"1012","2018-06-26",4.8
"1013","2018-06-27",4.76
"1014","2018-06-28",4.08
"1015","2018-06-29",4.04
"1016","2018-07-02",4.4
"1017","2018-07-03",4.8
"1018","2018-07-05",4.6
"1019","2018-07-06",4.8
"1020","2018-07-09",4.64
"1021","2018-07-10",4.4
"1022","2018-07-11",4.24
"1023","2018-07-12",4
"1024","2018-07-13",3.8
"1025","2018-07-16",4.4
"1026","2018-07-17",4.36
"1027","2018-07-18",4
"1028","2018-07-19",4.16
"1029","2018-07-20",5.2
"1030","2018-07-23",5.2
"1031","2018-07-24",4.44
