"","date","TMDX"
"311","2020-07-24",17.33
"312","2020-07-27",17.43
"313","2020-07-28",17.690001
"314","2020-07-29",18.41
"315","2020-07-30",18.27
"316","2020-07-31",18.059999
"317","2020-08-03",18.84
"318","2020-08-04",18.58
"319","2020-08-05",18.120001
"320","2020-08-06",18.6
"321","2020-08-07",18.049999
"322","2020-08-10",17.98
"323","2020-08-11",17.58
"324","2020-08-12",17.690001
"325","2020-08-13",18.32
"326","2020-08-14",18.4
"327","2020-08-17",18.43
"328","2020-08-18",18.049999
"329","2020-08-19",18.17
"330","2020-08-20",17.889999
"331","2020-08-21",17.700001
"332","2020-08-24",17.9
"333","2020-08-25",18.15
"334","2020-08-26",17.85
"335","2020-08-27",17.870001
"336","2020-08-28",17.780001
"337","2020-08-31",17.83
"338","2020-09-01",17.469999
"339","2020-09-02",17.68
"340","2020-09-03",17.030001
"341","2020-09-04",16.370001
"342","2020-09-08",16.860001
"343","2020-09-09",16.969999
"344","2020-09-10",16.809999
"345","2020-09-11",16.610001
"346","2020-09-14",16.85
"347","2020-09-15",17.24
"348","2020-09-16",17.110001
"349","2020-09-17",16.48
"350","2020-09-18",15.74
"351","2020-09-21",14.11
"352","2020-09-22",14.31
"353","2020-09-23",14.29
"354","2020-09-24",14.23
"355","2020-09-25",14.35
"356","2020-09-28",14.53
"357","2020-09-29",13.8
"358","2020-09-30",13.78
"359","2020-10-01",13.95
"360","2020-10-02",13.93
"361","2020-10-05",14.25
"362","2020-10-06",13.94
"363","2020-10-07",14.16
"364","2020-10-08",13.88
"365","2020-10-09",13.39
"366","2020-10-12",13.46
"367","2020-10-13",13.01
"368","2020-10-14",13.02
"369","2020-10-15",13.33
"370","2020-10-16",13.52
"371","2020-10-19",13.31
"372","2020-10-20",12.93
"373","2020-10-21",12.95
"374","2020-10-22",13.03
"375","2020-10-23",13.25
"376","2020-10-26",12.82
"377","2020-10-27",13.05
"378","2020-10-28",12.65
"379","2020-10-29",12.39
"380","2020-10-30",11.98
"381","2020-11-02",11.91
"382","2020-11-03",12.59
"383","2020-11-04",12.57
"384","2020-11-05",13.19
"385","2020-11-06",12.81
"386","2020-11-09",13.93
"387","2020-11-10",14.33
"388","2020-11-11",14.02
"389","2020-11-12",13.94
"390","2020-11-13",14.33
"391","2020-11-16",14.24
"392","2020-11-17",14.55
"393","2020-11-18",14.19
"394","2020-11-19",14.23
"395","2020-11-20",14.78
"396","2020-11-23",14.16
"397","2020-11-24",14.51
"398","2020-11-25",14.6
"399","2020-11-27",14.79
