"","date","BTAI"
"161","2018-10-24",6
"162","2018-10-25",5.85
"163","2018-10-26",5.62
"164","2018-10-29",5.07
"165","2018-10-30",5.4
"166","2018-10-31",5.08
"167","2018-11-01",5.6
"168","2018-11-02",5.48
"169","2018-11-05",5.2
"170","2018-11-06",5.45
"171","2018-11-07",5.78
"172","2018-11-08",6.05
"173","2018-11-09",5.9
"174","2018-11-12",5.57
"175","2018-11-13",5.535
"176","2018-11-14",5.29
"177","2018-11-15",5.73
"178","2018-11-16",5.76
"179","2018-11-19",5.615
"180","2018-11-20",5.08
"181","2018-11-21",5.22
"182","2018-11-23",5.02
"183","2018-11-26",5.09
"184","2018-11-27",4.9
"185","2018-11-28",4.81
"186","2018-11-29",4.73
"187","2018-11-30",4.83
"188","2018-12-03",5.09
"189","2018-12-04",4.86
"190","2018-12-06",5.06
"191","2018-12-07",4.73
"192","2018-12-10",4.661
"193","2018-12-11",4.55
"194","2018-12-12",4.55
"195","2018-12-13",4.18
"196","2018-12-14",3.84
"197","2018-12-17",3.73
"198","2018-12-18",3.33
"199","2018-12-19",2.98
"200","2018-12-20",2.59
"201","2018-12-21",2.55
"202","2018-12-24",2.78
"203","2018-12-26",2.41
"204","2018-12-27",4.36
"205","2018-12-28",3.94
"206","2018-12-31",3.86
"207","2019-01-02",3.49
"208","2019-01-03",5.02
"209","2019-01-04",5.22
"210","2019-01-07",5.32
"211","2019-01-08",6.09
"212","2019-01-09",5.97
"213","2019-01-10",6.18
"214","2019-01-11",6.07
"215","2019-01-14",5.76
"216","2019-01-15",5.27
"217","2019-01-16",5.57
"218","2019-01-17",5.61
"219","2019-01-18",5.86
"220","2019-01-22",5.73
"221","2019-01-23",5.7
"222","2019-01-24",5.5
"223","2019-01-25",5.53
"224","2019-01-28",5.65
"225","2019-01-29",5.64
"226","2019-01-30",5.48
"227","2019-01-31",5.36
"228","2019-02-01",5.38
"229","2019-02-04",5.95
"230","2019-02-05",6.6
"231","2019-02-06",7.83
"232","2019-02-07",8.31
"233","2019-02-08",9.6
"234","2019-02-11",9.9
"235","2019-02-12",10.47
"236","2019-02-13",10.3
"237","2019-02-14",9.88
"238","2019-02-15",8.68
"239","2019-02-19",8.83
"240","2019-02-20",8.24
"241","2019-02-21",8.06
"242","2019-02-22",8.13
"243","2019-02-25",8.25
"244","2019-02-26",8.8
"245","2019-02-27",8.58
"246","2019-02-28",8.48
"247","2019-03-01",8.79
"248","2019-03-04",8.92
"249","2019-03-05",8.47
"250","2019-03-06",8.32
"251","2019-03-07",7.91
"252","2019-03-08",7.77
"253","2019-03-11",8.656
"254","2019-03-12",9.34
"255","2019-03-13",9.37
"256","2019-03-14",9.49
"257","2019-03-15",9.69
"258","2019-03-18",10.33
"259","2019-03-19",10.25
"260","2019-03-20",9.83
"261","2019-03-21",9.32
"262","2019-03-22",9.18
"263","2019-03-25",9.3
"264","2019-03-26",9.17
"265","2019-03-27",9.53
"266","2019-03-28",10.21
"267","2019-03-29",9.89
"268","2019-04-01",9.56
"269","2019-04-02",8.99
"270","2019-04-03",9.46
"271","2019-04-04",10.2
"272","2019-04-05",10.24
"273","2019-04-08",10.45
"274","2019-04-09",10.45
"275","2019-04-10",10.26
"276","2019-04-11",10.16
"277","2019-04-12",10.56
"278","2019-04-15",10.19
"279","2019-04-16",9.97
"280","2019-04-17",9.63
"281","2019-04-18",9.72
"282","2019-04-22",9.9
"283","2019-04-23",10.05
"284","2019-04-24",10.75
"285","2019-04-25",10.43
"286","2019-04-26",10.94
"287","2019-04-29",11.5
"288","2019-04-30",10.62
"289","2019-05-01",10.36
"290","2019-05-02",10.36
"291","2019-05-03",10.43
"292","2019-05-06",10.45
"293","2019-05-07",10.83
"294","2019-05-08",11.79
"295","2019-05-09",10.81
"296","2019-05-10",11.43
"297","2019-05-13",9.75
"298","2019-05-14",10.71
"299","2019-05-15",10.74
"300","2019-05-16",10.93
"301","2019-05-17",10.9
"302","2019-05-20",11
"303","2019-05-21",11
"304","2019-05-22",10.9
"305","2019-05-23",10.04
"306","2019-05-24",10.85
"307","2019-05-28",10.6
"308","2019-05-29",10.49
"309","2019-05-30",10.88
"310","2019-05-31",10.69
"311","2019-06-03",10.18
"312","2019-06-04",10.8
"313","2019-06-05",10.89
"314","2019-06-06",11
"315","2019-06-07",10.95
"316","2019-06-10",10.89
"317","2019-06-11",10.81
"318","2019-06-12",11
"319","2019-06-13",10.925
"320","2019-06-14",10.9
"321","2019-06-17",10.89
"322","2019-06-18",10.91
"323","2019-06-19",11.09
"324","2019-06-20",10.92
"325","2019-06-21",11.02
"326","2019-06-24",10.94
"327","2019-06-25",10.49
"328","2019-06-26",10.49
"329","2019-06-27",10.96
"330","2019-06-28",10.96
"331","2019-07-01",11.28
"332","2019-07-02",11.37
"333","2019-07-03",11.4
"334","2019-07-05",11.38
"335","2019-07-08",10.61
"336","2019-07-09",10.72
"337","2019-07-10",10.94
"338","2019-07-11",10.87
"339","2019-07-12",10.44
"340","2019-07-15",10.34
"341","2019-07-16",10.36
"342","2019-07-17",10.53
"343","2019-07-18",10.32
"344","2019-07-19",10.54
"345","2019-07-22",10.6
"346","2019-07-23",10.77
"347","2019-07-24",10.9
"348","2019-07-25",10.69
"349","2019-07-26",11
"350","2019-07-29",10.83
"351","2019-07-30",11.02
"352","2019-07-31",10.77
"353","2019-08-01",10.76
"354","2019-08-02",10.22
"355","2019-08-05",9.14
"356","2019-08-06",8.85
"357","2019-08-07",7.76
"358","2019-08-08",8.88
"359","2019-08-09",8.455
"360","2019-08-12",8.255
"361","2019-08-13",8.81
"362","2019-08-14",8.47
"363","2019-08-15",8.67
"364","2019-08-16",9.15
"365","2019-08-19",8.84
"366","2019-08-20",8.49
"367","2019-08-21",8.76
"368","2019-08-22",9.12
"369","2019-08-23",9.12
"370","2019-08-26",9.29
"371","2019-08-27",9.59
"372","2019-08-28",9.28
"373","2019-08-29",9.99
"374","2019-08-30",9.81
"375","2019-09-03",9.6
"376","2019-09-04",9.59
"377","2019-09-05",9.38
"378","2019-09-06",9.35
"379","2019-09-09",9.09
"380","2019-09-10",8.68
"381","2019-09-11",10.26
"382","2019-09-12",10.47
"383","2019-09-13",10.44
"384","2019-09-16",10.54
"385","2019-09-17",10.98
"386","2019-09-18",11.09
"387","2019-09-19",11.77
"388","2019-09-20",10.67
"389","2019-09-23",10.01
"390","2019-09-24",9.72
"391","2019-09-25",9.81
"392","2019-09-26",7.5
"393","2019-09-27",7.52
"394","2019-09-30",7.04
"395","2019-10-01",6.41
"396","2019-10-02",6.46
"397","2019-10-03",5.97
"398","2019-10-04",6.3
"399","2019-10-07",6.46
"400","2019-10-08",6.08
"401","2019-10-09",6.22
"402","2019-10-10",6.09
"403","2019-10-11",6.24
"404","2019-10-14",6.15
"405","2019-10-15",6.26
"406","2019-10-16",6.23
"407","2019-10-17",5.8
"408","2019-10-18",5.3
"409","2019-10-21",5.23
"410","2019-10-22",5.04
"411","2019-10-23",5
"412","2019-10-24",4.8
"413","2019-10-25",4.58
"414","2019-10-28",4.32
"415","2019-10-29",4.4
"416","2019-10-30",4.2
"417","2019-10-31",4.16
"418","2019-11-01",4.26
"419","2019-11-04",4.24
"420","2019-11-05",4.32
"421","2019-11-06",4.14
"422","2019-11-07",4.05
"423","2019-11-08",4.08
"424","2019-11-11",4.11
"425","2019-11-12",4.45
"426","2019-11-13",4.58
"427","2019-11-14",4.36
"428","2019-11-15",5.15
"429","2019-11-18",5.86
"430","2019-11-19",6.44
"431","2019-11-20",6.25
"432","2019-11-21",6.02
"433","2019-11-22",6.03
"434","2019-11-25",6.85
"435","2019-11-26",6.72
"436","2019-11-27",6.35
"437","2019-11-29",6.22
"438","2019-12-02",6.18
"439","2019-12-03",6.67
"440","2019-12-04",6.2
"441","2019-12-05",6.35
"442","2019-12-06",6.6
"443","2019-12-09",6.16
"444","2019-12-10",6.12
"445","2019-12-11",5.92
"446","2019-12-12",6.31
"447","2019-12-13",6.79
"448","2019-12-16",8.19
"449","2019-12-17",8.67
"450","2019-12-18",8.18
"451","2019-12-19",8.41
"452","2019-12-20",8.31
"453","2019-12-23",9.75
"454","2019-12-24",10.1
"455","2019-12-26",9.96
"456","2019-12-27",10.06
"457","2019-12-30",10.41
"458","2019-12-31",14.61
"459","2020-01-02",13.6
"460","2020-01-03",16.709999
"461","2020-01-06",16.040001
"462","2020-01-07",15.63
"463","2020-01-08",13.34
"464","2020-01-09",12.26
"465","2020-01-10",14.24
"466","2020-01-13",15.55
"467","2020-01-14",15.3
"468","2020-01-15",15.87
"469","2020-01-16",17.450001
"470","2020-01-17",16.67
"471","2020-01-21",17.34
"472","2020-01-22",17.190001
"473","2020-01-23",16.91
"474","2020-01-24",17.49
"475","2020-01-27",17.4
"476","2020-01-28",17.92
"477","2020-01-29",17.450001
"478","2020-01-30",17.450001
"479","2020-01-31",16.57
"480","2020-02-03",17.23
"481","2020-02-04",17.35
"482","2020-02-05",19.98
"483","2020-02-06",20
"484","2020-02-07",20
"485","2020-02-10",21.18
"486","2020-02-11",21.459999
"487","2020-02-12",18.9
"488","2020-02-13",23.85
"489","2020-02-14",36.970001
"490","2020-02-18",39.59
"491","2020-02-19",41.139999
"492","2020-02-20",34.200001
"493","2020-02-21",34.889999
"494","2020-02-24",32.200001
"495","2020-02-25",29.73
"496","2020-02-26",32.48
"497","2020-02-27",32.57
"498","2020-02-28",37.5
"499","2020-03-02",31.48
"500","2020-03-03",31.4
"501","2020-03-04",29.959999
"502","2020-03-05",32.169998
"503","2020-03-06",33.060001
"504","2020-03-09",29.139999
"505","2020-03-10",31.780001
"506","2020-03-11",29.48
"507","2020-03-12",21.07
"508","2020-03-13",19.91
"509","2020-03-16",14.79
"510","2020-03-17",17.65
"511","2020-03-18",16.110001
"512","2020-03-19",18.35
"513","2020-03-20",17.26
"514","2020-03-23",17.74
"515","2020-03-24",18.379999
"516","2020-03-25",20.32
"517","2020-03-26",22.23
"518","2020-03-27",24.43
"519","2020-03-30",24.309999
"520","2020-03-31",22.35
"521","2020-04-01",20.52
"522","2020-04-02",18.75
"523","2020-04-03",17.620001
"524","2020-04-06",20.120001
"525","2020-04-07",19.67
"526","2020-04-08",21.309999
"527","2020-04-09",23.219999
"528","2020-04-13",23.799999
"529","2020-04-14",25.02
"530","2020-04-15",23.92
"531","2020-04-16",27.5
"532","2020-04-17",29.370001
"533","2020-04-20",28.16
"534","2020-04-21",27.52
"535","2020-04-22",28.91
"536","2020-04-23",30.129999
"537","2020-04-24",30.870001
"538","2020-04-27",32.48
"539","2020-04-28",33.119999
"540","2020-04-29",36.66
"541","2020-04-30",37
"542","2020-05-01",35
"543","2020-05-04",36.619999
"544","2020-05-05",38.43
"545","2020-05-06",38.639999
"546","2020-05-07",38.07
"547","2020-05-08",40.41
"548","2020-05-11",43.009998
"549","2020-05-12",40.68
"550","2020-05-13",43.07
"551","2020-05-14",45.849998
"552","2020-05-15",47.16
"553","2020-05-18",49.880001
"554","2020-05-19",48.049999
"555","2020-05-20",50.299999
"556","2020-05-21",49.740002
"557","2020-05-22",48.91
"558","2020-05-26",45.990002
"559","2020-05-27",46.049999
"560","2020-05-28",43
"561","2020-05-29",46.560001
"562","2020-06-01",47.310001
"563","2020-06-02",46.099998
"564","2020-06-03",45.139999
"565","2020-06-04",49.110001
"566","2020-06-05",47.720001
"567","2020-06-08",49.630001
"568","2020-06-09",50.380001
"569","2020-06-10",50.689999
"570","2020-06-11",45.900002
"571","2020-06-12",47.57
"572","2020-06-15",52.82
"573","2020-06-16",52.98
"574","2020-06-17",53.950001
"575","2020-06-18",54.849998
"576","2020-06-19",52.650002
"577","2020-06-22",56.970001
"578","2020-06-23",58.709999
"579","2020-06-24",56.849998
"580","2020-06-25",57.950001
"581","2020-06-26",55.599998
"582","2020-06-29",50.759998
"583","2020-06-30",53.009998
"584","2020-07-01",53.490002
"585","2020-07-02",52.16
"586","2020-07-06",48.029999
"587","2020-07-07",49.98
"588","2020-07-08",53.419998
"589","2020-07-09",51.869999
"590","2020-07-10",52.119999
"591","2020-07-13",49.880001
"592","2020-07-14",51.970001
"593","2020-07-15",50.5
"594","2020-07-16",49.77
"595","2020-07-17",52.990002
"596","2020-07-20",60.419998
"597","2020-07-21",63.32
"598","2020-07-22",64.629997
"599","2020-07-23",61.59
"600","2020-07-24",60.759998
"601","2020-07-27",61.48
"602","2020-07-28",52.540001
"603","2020-07-29",47.900002
"604","2020-07-30",48.470001
"605","2020-07-31",45.360001
"606","2020-08-03",47.240002
"607","2020-08-04",46.880001
"608","2020-08-05",44.799999
"609","2020-08-06",45.09
"610","2020-08-07",48.610001
"611","2020-08-10",45.169998
"612","2020-08-11",43.34
"613","2020-08-12",44.18
"614","2020-08-13",44.709999
"615","2020-08-14",37.52
"616","2020-08-17",42.610001
"617","2020-08-18",42.09
"618","2020-08-19",41.91
"619","2020-08-20",41.18
"620","2020-08-21",39.240002
"621","2020-08-24",37.439999
"622","2020-08-25",38.959999
"623","2020-08-26",39.099998
"624","2020-08-27",39.860001
"625","2020-08-28",39.459999
"626","2020-08-31",40.75
"627","2020-09-01",40.75
"628","2020-09-02",46.240002
"629","2020-09-03",42.52
"630","2020-09-04",41.049999
"631","2020-09-08",42.049999
"632","2020-09-09",44.380001
"633","2020-09-10",43.959999
"634","2020-09-11",44.939999
"635","2020-09-14",48.080002
"636","2020-09-15",48.299999
"637","2020-09-16",48.349998
"638","2020-09-17",48.290001
"639","2020-09-18",48.400002
"640","2020-09-21",43.110001
"641","2020-09-22",44.27
"642","2020-09-23",42.049999
"643","2020-09-24",41.790001
"644","2020-09-25",43.139999
"645","2020-09-28",42.41
"646","2020-09-29",43.040001
"647","2020-09-30",43.360001
"648","2020-10-01",44.970001
"649","2020-10-02",45
"650","2020-10-05",48.740002
"651","2020-10-06",48.450001
"652","2020-10-07",50.279999
"653","2020-10-08",47.560001
"654","2020-10-09",48.02
"655","2020-10-12",50.919998
"656","2020-10-13",54.470001
"657","2020-10-14",51.900002
"658","2020-10-15",51.169998
"659","2020-10-16",51.700001
"660","2020-10-19",46.810001
"661","2020-10-20",45.709999
"662","2020-10-21",44.619999
"663","2020-10-22",45.650002
"664","2020-10-23",46.52
"665","2020-10-26",46.48
"666","2020-10-27",48.09
"667","2020-10-28",45.459999
"668","2020-10-29",47.049999
"669","2020-10-30",45.689999
"670","2020-11-02",46.689999
"671","2020-11-03",50.709999
"672","2020-11-04",54.349998
"673","2020-11-05",53.689999
"674","2020-11-06",53.07
"675","2020-11-09",55.77
"676","2020-11-10",54.939999
"677","2020-11-11",56.580002
"678","2020-11-12",55.060001
"679","2020-11-13",54.279999
"680","2020-11-16",53.880001
"681","2020-11-17",51.740002
"682","2020-11-18",49.369999
"683","2020-11-19",48.400002
"684","2020-11-20",49.52
"685","2020-11-23",45.869999
"686","2020-11-24",44.310001
"687","2020-11-25",44.650002
"688","2020-11-27",44.59
