"","date","ICLK"
"144","2018-07-19",6.79
"145","2018-07-20",6.8
"146","2018-07-23",6.79
"147","2018-07-24",6.4
"148","2018-07-25",6.26
"149","2018-07-26",5.93
"150","2018-07-27",6.13
"151","2018-07-30",5.9
"152","2018-07-31",5.74
"153","2018-08-01",5.82
"154","2018-08-02",5.98
"155","2018-08-03",5.64
"156","2018-08-06",5.73
"157","2018-08-07",5.78
"158","2018-08-08",6.03
"159","2018-08-09",6.1
"160","2018-08-10",6.15
"161","2018-08-13",6.05
"162","2018-08-14",5.91
"163","2018-08-15",5.84
"164","2018-08-16",5.76
"165","2018-08-17",5.79
"166","2018-08-20",5.81
"167","2018-08-21",5.83
"168","2018-08-22",6.06
"169","2018-08-23",6.23
"170","2018-08-24",5.99
"171","2018-08-27",5.8
"172","2018-08-28",5.81
"173","2018-08-29",5.8
"174","2018-08-30",5.82
"175","2018-08-31",5.84
"176","2018-09-04",5.88
"177","2018-09-05",5.68
"178","2018-09-06",5.54
"179","2018-09-07",5.1
"180","2018-09-10",5.01
"181","2018-09-11",4.88
"182","2018-09-12",5.05
"183","2018-09-13",5.02
"184","2018-09-14",4.9
"185","2018-09-17",4.82
"186","2018-09-18",4.35
"187","2018-09-19",4.36
"188","2018-09-20",4.34
"189","2018-09-21",4.31
"190","2018-09-24",4.29
"191","2018-09-25",4.19
"192","2018-09-26",4.18
"193","2018-09-27",3.9
"194","2018-09-28",3.9
"195","2018-10-01",3.88
"196","2018-10-02",3.82
"197","2018-10-03",3.76
"198","2018-10-04",3.6
"199","2018-10-05",4
"200","2018-10-08",3.86
"201","2018-10-09",3.85
"202","2018-10-10",3.66
"203","2018-10-11",3.56
"204","2018-10-12",3.67
"205","2018-10-15",3.7
"206","2018-10-16",3.63
"207","2018-10-17",3.62
"208","2018-10-18",3.34
"209","2018-10-19",3.45
"210","2018-10-22",3.45
"211","2018-10-23",3.18
"212","2018-10-24",3.02
"213","2018-10-25",2.81
"214","2018-10-26",2.97
"215","2018-10-29",2.82
"216","2018-10-30",3.22
"217","2018-10-31",3.36
"218","2018-11-01",3.61
"219","2018-11-02",3.73
"220","2018-11-05",3.68
"221","2018-11-06",3.73
"222","2018-11-07",3.78
"223","2018-11-08",3.71
"224","2018-11-09",3.71
"225","2018-11-12",3.57
"226","2018-11-13",3.73
"227","2018-11-14",3.59
"228","2018-11-15",3.75
"229","2018-11-16",3.7
"230","2018-11-19",3.6
"231","2018-11-20",3.52
"232","2018-11-21",3.66
"233","2018-11-23",3.83
"234","2018-11-26",3.66
"235","2018-11-27",3.73
"236","2018-11-28",3.8
"237","2018-11-29",3.76
"238","2018-11-30",3.68
"239","2018-12-03",3.68
"240","2018-12-04",3.68
"241","2018-12-06",3.56
"242","2018-12-07",3.54
"243","2018-12-10",3.43
"244","2018-12-11",3.57
"245","2018-12-12",3.73
"246","2018-12-13",3.62
"247","2018-12-14",3.67
"248","2018-12-17",3.6
"249","2018-12-18",3.67
"250","2018-12-19",3.7
"251","2018-12-20",3.65
"252","2018-12-21",3.6
"253","2018-12-24",3.47
"254","2018-12-26",3.57
"255","2018-12-27",3.56
"256","2018-12-28",3.5
"257","2018-12-31",3.37
"258","2019-01-02",3.22
"259","2019-01-03",3.2
"260","2019-01-04",3.38
"261","2019-01-07",3.38
"262","2019-01-08",3.26
"263","2019-01-09",3.31
"264","2019-01-10",3.48
"265","2019-01-11",3.45
"266","2019-01-14",3.64
"267","2019-01-15",3.76
"268","2019-01-16",3.8
"269","2019-01-17",3.879
"270","2019-01-18",3.9
"271","2019-01-22",4
"272","2019-01-23",3.92
"273","2019-01-24",4.03
"274","2019-01-25",4.55
"275","2019-01-28",5.03
"276","2019-01-29",5.57
"277","2019-01-30",5.6
"278","2019-01-31",5.81
"279","2019-02-01",5.67
"280","2019-02-04",5.4
"281","2019-02-05",5.32
"282","2019-02-06",5.44
"283","2019-02-07",5.42
"284","2019-02-08",5.5
"285","2019-02-11",5.59
"286","2019-02-12",5.58
"287","2019-02-13",5.47
"288","2019-02-14",5.8
"289","2019-02-15",5.7
"290","2019-02-19",5.7
"291","2019-02-20",5.4
"292","2019-02-21",5.408
"293","2019-02-22",5.66
"294","2019-02-25",5.4
"295","2019-02-26",4.82
"296","2019-02-27",4.86
"297","2019-02-28",5.21
"298","2019-03-01",5.01
"299","2019-03-04",4.78
"300","2019-03-05",4.48
"301","2019-03-06",4.46
"302","2019-03-07",4.4
"303","2019-03-08",4.37
"304","2019-03-11",4.43
"305","2019-03-12",4.37
"306","2019-03-13",4.34
"307","2019-03-14",4.28
"308","2019-03-15",4.3
"309","2019-03-18",4.25
"310","2019-03-19",4.21
"311","2019-03-20",4.6
"312","2019-03-21",4.4
"313","2019-03-22",4.35
"314","2019-03-25",4.39
"315","2019-03-26",3.82
"316","2019-03-27",3.85
"317","2019-03-28",3.89
"318","2019-03-29",3.56
"319","2019-04-01",3.9
"320","2019-04-02",3.83
"321","2019-04-03",3.92
"322","2019-04-04",3.74
"323","2019-04-05",3.87
"324","2019-04-08",3.64
"325","2019-04-09",3.66
"326","2019-04-10",3.985
"327","2019-04-11",3.94
"328","2019-04-12",3.88
"329","2019-04-15",3.93
"330","2019-04-16",3.93
"331","2019-04-17",3.91
"332","2019-04-18",3.88
"333","2019-04-22",4
"334","2019-04-23",3.86
"335","2019-04-24",3.96
"336","2019-04-25",3.82
"337","2019-04-26",3.83
"338","2019-04-29",3.99
"339","2019-04-30",3.92
"340","2019-05-01",3.81
"341","2019-05-02",3.82
"342","2019-05-03",3.87
"343","2019-05-06",3.98
"344","2019-05-07",3.92
"345","2019-05-08",3.88
"346","2019-05-09",4.15
"347","2019-05-10",3.86
"348","2019-05-13",3.87
"349","2019-05-14",3.89
"350","2019-05-15",3.9
"351","2019-05-16",3.925
"352","2019-05-17",3.93
"353","2019-05-20",3.71
"354","2019-05-21",3.94
"355","2019-05-22",3.93
"356","2019-05-23",3.729
"357","2019-05-24",3.8
"358","2019-05-28",3.71
"359","2019-05-29",3.84
"360","2019-05-30",3.75
"361","2019-05-31",3.9
"362","2019-06-03",3.81
"363","2019-06-04",3.88
"364","2019-06-05",3.83
"365","2019-06-06",3.75
"366","2019-06-07",3.65
"367","2019-06-10",3.68
"368","2019-06-11",3.65
"369","2019-06-12",3.67
"370","2019-06-13",3.8
"371","2019-06-14",3.89
"372","2019-06-17",3.79
"373","2019-06-18",3.82
"374","2019-06-19",3.77
"375","2019-06-20",3.72
"376","2019-06-21",3.65
"377","2019-06-24",3.77
"378","2019-06-25",3.77
"379","2019-06-26",3.77
"380","2019-06-27",3.78
"381","2019-06-28",3.78
"382","2019-07-01",3.79
"383","2019-07-02",3.79
"384","2019-07-03",3.75
"385","2019-07-05",3.79
"386","2019-07-08",3.65
"387","2019-07-09",3.8
"388","2019-07-10",3.68
"389","2019-07-11",3.7
"390","2019-07-12",3.67
"391","2019-07-15",3.68
"392","2019-07-16",3.76
"393","2019-07-17",3.65
"394","2019-07-18",3.55
"395","2019-07-19",3.52
"396","2019-07-22",3.57
"397","2019-07-23",3.56
"398","2019-07-24",3.41
"399","2019-07-25",3.65
"400","2019-07-26",3.6
"401","2019-07-29",3.61
"402","2019-07-30",3.49
"403","2019-07-31",3.43
"404","2019-08-01",3.8
"405","2019-08-02",3.74
"406","2019-08-05",3.64
"407","2019-08-06",3.625
"408","2019-08-07",3.8
"409","2019-08-08",3.67
"410","2019-08-09",3.7
"411","2019-08-12",3.69
"412","2019-08-13",3.52
"413","2019-08-14",3.01
"414","2019-08-15",2.99
"415","2019-08-16",3.05
"416","2019-08-19",3.1
"417","2019-08-20",3.14
"418","2019-08-21",3.27
"419","2019-08-22",3.13
"420","2019-08-23",3.17
"421","2019-08-26",3.2
"422","2019-08-27",3.16
"423","2019-08-28",3.08
"424","2019-08-29",3.07
"425","2019-08-30",3.13
"426","2019-09-03",3.12
"427","2019-09-04",3.08
"428","2019-09-05",3.16
"429","2019-09-06",3.11
"430","2019-09-09",2.99
"431","2019-09-10",3
"432","2019-09-11",3.06
"433","2019-09-12",3
"434","2019-09-13",3
"435","2019-09-16",3
"436","2019-09-17",2.94
"437","2019-09-18",3.15
"438","2019-09-19",3.03
"439","2019-09-20",3
"440","2019-09-23",3.08
"441","2019-09-24",3.04
"442","2019-09-25",3.02
"443","2019-09-26",3.01
"444","2019-09-27",3.03
"445","2019-09-30",3
"446","2019-10-01",3
"447","2019-10-02",3
"448","2019-10-03",2.99
"449","2019-10-04",3.03
"450","2019-10-07",3
"451","2019-10-08",2.91
"452","2019-10-09",2.97
"453","2019-10-10",2.91
"454","2019-10-11",2.93
"455","2019-10-14",2.94
"456","2019-10-15",2.93
"457","2019-10-16",2.99
"458","2019-10-17",3
"459","2019-10-18",3
"460","2019-10-21",3.06
"461","2019-10-22",3.07
"462","2019-10-23",3.24
"463","2019-10-24",3.17
"464","2019-10-25",3.14
"465","2019-10-28",3.114
"466","2019-10-29",3.13
"467","2019-10-30",3.12
"468","2019-10-31",3.12
"469","2019-11-01",3.11
"470","2019-11-04",3.09
"471","2019-11-05",3.13
"472","2019-11-06",3.1
"473","2019-11-07",3.07
"474","2019-11-08",3.16
"475","2019-11-11",3.22
"476","2019-11-12",3.44
"477","2019-11-13",3.52
"478","2019-11-14",3.22
"479","2019-11-15",3.26
"480","2019-11-18",3.3
"481","2019-11-19",3.25
"482","2019-11-20",3.28
"483","2019-11-21",3.22
"484","2019-11-22",3.32
"485","2019-11-25",3.18
"486","2019-11-26",3.22
"487","2019-11-27",3.23
"488","2019-11-29",3.24
"489","2019-12-02",3.19
"490","2019-12-03",3.25
"491","2019-12-04",3.27
"492","2019-12-05",3.26
"493","2019-12-06",3.3
"494","2019-12-09",3.32
"495","2019-12-10",3.32
"496","2019-12-11",3.2
"497","2019-12-12",3.17
"498","2019-12-13",3.26
"499","2019-12-16",3.31
"500","2019-12-17",3.27
"501","2019-12-18",3.3
"502","2019-12-19",3.26
"503","2019-12-20",3.3
"504","2019-12-23",3.37
"505","2019-12-24",3.41
"506","2019-12-26",3.49
"507","2019-12-27",3.42
"508","2019-12-30",3.2
"509","2019-12-31",3.22
"510","2020-01-02",3.24
"511","2020-01-03",3.29
"512","2020-01-06",3.3
"513","2020-01-07",3.31
"514","2020-01-08",3.28
"515","2020-01-09",3.24
"516","2020-01-10",3.3
"517","2020-01-13",3.3
"518","2020-01-14",3.31
"519","2020-01-15",3.31
"520","2020-01-16",3.58
"521","2020-01-17",3.74
"522","2020-01-21",3.69
"523","2020-01-22",3.62
"524","2020-01-23",3.6
"525","2020-01-24",3.56
"526","2020-01-27",3.01
"527","2020-01-28",3.41
"528","2020-01-29",3.47
"529","2020-01-30",3.53
"530","2020-01-31",3.72
"531","2020-02-03",3.91
"532","2020-02-04",3.69
"533","2020-02-05",3.49
"534","2020-02-06",3.55
"535","2020-02-07",3.82
"536","2020-02-10",3.78
"537","2020-02-11",3.77
"538","2020-02-12",3.72
"539","2020-02-13",3.66
"540","2020-02-14",3.68
"541","2020-02-18",3.88
"542","2020-02-19",4.3
"543","2020-02-20",4.5
"544","2020-02-21",4.34
"545","2020-02-24",4.5
"546","2020-02-25",4.51
"547","2020-02-26",4.66
"548","2020-02-27",4.79
"549","2020-02-28",5.18
"550","2020-03-02",4.53
"551","2020-03-03",4.78
"552","2020-03-04",4.51
"553","2020-03-05",4.98
"554","2020-03-06",4.96
"555","2020-03-09",4.85
"556","2020-03-10",5.13
"557","2020-03-11",4.99
"558","2020-03-12",4.66
"559","2020-03-13",4.84
"560","2020-03-16",4.72
"561","2020-03-17",4.75
"562","2020-03-18",4.65
"563","2020-03-19",4.35
"564","2020-03-20",4.24
"565","2020-03-23",3.96
"566","2020-03-24",4.25
"567","2020-03-25",4.54
"568","2020-03-26",4.49
"569","2020-03-27",4.46
"570","2020-03-30",4.48
"571","2020-03-31",4.72
"572","2020-04-01",4.54
"573","2020-04-02",4.43
"574","2020-04-03",4.55
"575","2020-04-06",4.41
"576","2020-04-07",4.48
"577","2020-04-08",4.41
"578","2020-04-09",4.44
"579","2020-04-13",4.39
"580","2020-04-14",4.22
"581","2020-04-15",4.4
"582","2020-04-16",4.7
"583","2020-04-17",4.54
"584","2020-04-20",4.48
"585","2020-04-21",4.5
"586","2020-04-22",4.51
"587","2020-04-23",4.45
"588","2020-04-24",4.37
"589","2020-04-27",4.4
"590","2020-04-28",4.37
"591","2020-04-29",4.3
"592","2020-04-30",4.37
"593","2020-05-01",4.45
"594","2020-05-04",4.52
"595","2020-05-05",4.55
"596","2020-05-06",4.61
"597","2020-05-07",4.66
"598","2020-05-08",4.74
"599","2020-05-11",4.82
"600","2020-05-12",4.67
"601","2020-05-13",4.71
"602","2020-05-14",4.86
"603","2020-05-15",5.05
"604","2020-05-18",5.27
"605","2020-05-19",5.5
"606","2020-05-20",5.1
"607","2020-05-21",5.41
"608","2020-05-22",5.39
"609","2020-05-26",5.47
"610","2020-05-27",5.29
"611","2020-05-28",4.99
"612","2020-05-29",5.21
"613","2020-06-01",5.23
"614","2020-06-02",5.36
"615","2020-06-03",5.34
"616","2020-06-04",5.38
"617","2020-06-05",5.7
"618","2020-06-08",5.6
"619","2020-06-09",5.58
"620","2020-06-10",5.31
"621","2020-06-11",5.35
"622","2020-06-12",5.47
"623","2020-06-15",5.5
"624","2020-06-16",5.52
"625","2020-06-17",5.45
"626","2020-06-18",5.33
"627","2020-06-19",5.28
"628","2020-06-22",5.25
"629","2020-06-23",5.27
"630","2020-06-24",5.28
"631","2020-06-25",5.29
"632","2020-06-26",5.3
"633","2020-06-29",5.26
"634","2020-06-30",5.33
"635","2020-07-01",5.33
"636","2020-07-02",5.37
"637","2020-07-06",5.42
"638","2020-07-07",5.33
"639","2020-07-08",5.44
"640","2020-07-09",5.45
"641","2020-07-10",5.71
"642","2020-07-13",5.34
"643","2020-07-14",5.3
"644","2020-07-15",5.43
"645","2020-07-16",5.38
"646","2020-07-17",5.55
"647","2020-07-20",5.63
"648","2020-07-21",6.12
"649","2020-07-22",6.08
"650","2020-07-23",6.12
"651","2020-07-24",6.14
"652","2020-07-27",6.02
"653","2020-07-28",6.15
"654","2020-07-29",6.73
"655","2020-07-30",6.55
"656","2020-07-31",7.26
"657","2020-08-03",7.86
"658","2020-08-04",8.42
"659","2020-08-05",7.99
"660","2020-08-06",7.99
"661","2020-08-07",7.8
"662","2020-08-10",7.83
"663","2020-08-11",7.78
"664","2020-08-12",8.01
"665","2020-08-13",7.95
"666","2020-08-14",7.96
"667","2020-08-17",8.53
"668","2020-08-18",9.27
"669","2020-08-19",9.01
"670","2020-08-20",8.89
"671","2020-08-21",8.95
"672","2020-08-24",9.99
"673","2020-08-25",9.87
"674","2020-08-26",9.91
"675","2020-08-27",9.82
"676","2020-08-28",9.63
"677","2020-08-31",9.57
"678","2020-09-01",10.03
"679","2020-09-02",8.78
"680","2020-09-03",8.25
"681","2020-09-04",7.88
"682","2020-09-08",7.6
"683","2020-09-09",8.02
"684","2020-09-10",7.75
"685","2020-09-11",7.76
"686","2020-09-14",7.89
"687","2020-09-15",8.07
"688","2020-09-16",7.84
"689","2020-09-17",7.74
"690","2020-09-18",7.86
"691","2020-09-21",7.46
"692","2020-09-22",7.54
"693","2020-09-23",7.28
"694","2020-09-24",6.43
"695","2020-09-25",6.51
"696","2020-09-28",6.6
"697","2020-09-29",6.74
"698","2020-09-30",6.67
"699","2020-10-01",6.89
"700","2020-10-02",6.91
"701","2020-10-05",6.79
"702","2020-10-06",7.12
"703","2020-10-07",7.21
"704","2020-10-08",7.28
"705","2020-10-09",7.59
"706","2020-10-12",7.66
"707","2020-10-13",7.63
"708","2020-10-14",7.865
"709","2020-10-15",7.91
"710","2020-10-16",8.28
"711","2020-10-19",8.21
"712","2020-10-20",8.47
"713","2020-10-21",8.52
"714","2020-10-22",8.51
"715","2020-10-23",8.51
"716","2020-10-26",8.41
"717","2020-10-27",8.42
"718","2020-10-28",8.36
"719","2020-10-29",8.21
"720","2020-10-30",7.97
"721","2020-11-02",7.6
"722","2020-11-03",7.68
"723","2020-11-04",7.89
"724","2020-11-05",7.63
"725","2020-11-06",7.82
"726","2020-11-09",7.55
"727","2020-11-10",7.09
"728","2020-11-11",7.38
"729","2020-11-12",7.44
"730","2020-11-13",7.42
"731","2020-11-16",7.31
"732","2020-11-17",7.42
"733","2020-11-18",7.41
"734","2020-11-19",7.48
"735","2020-11-20",7.56
"736","2020-11-23",7.5
"737","2020-11-24",6.67
"738","2020-11-25",7.24
"739","2020-11-27",7.24
