"","date","NEPH"
"236","2007-12-07",135
"237","2007-12-10",99
"238","2007-12-11",108
"239","2007-12-12",106.199997
"240","2007-12-13",113.400002
"241","2007-12-14",135
"242","2007-12-17",108
"243","2007-12-18",108
"244","2007-12-19",102.599998
"245","2007-12-20",135
"246","2007-12-21",120.599998
"247","2007-12-24",117
"248","2007-12-26",97.199997
"249","2007-12-27",99
"250","2007-12-28",97.199997
"251","2007-12-31",90
"252","2008-01-02",86.400002
"253","2008-01-03",72
"254","2008-01-04",72
"255","2008-01-07",61.200001
"256","2008-01-08",61.200001
"257","2008-01-09",64.800003
"258","2008-01-10",66.599998
"259","2008-01-11",88.199997
"260","2008-01-14",104.400002
"261","2008-01-15",126
"262","2008-01-16",153
"263","2008-01-17",147.600006
"264","2008-01-18",156.600006
"265","2008-01-22",147.600006
"266","2008-01-23",126
"267","2008-01-24",129.600006
"268","2008-01-25",126
"269","2008-01-28",135
"270","2008-01-29",135
"271","2008-01-30",136.800003
"272","2008-01-31",252
"273","2008-02-01",196.199997
"274","2008-02-04",158.399994
"275","2008-02-05",156.600006
"276","2008-02-06",165.600006
"277","2008-02-07",160.199997
"278","2008-02-08",160.199997
"279","2008-02-11",160.199997
"280","2008-02-12",169.199997
"281","2008-02-13",171
"282","2008-02-14",167.399994
"283","2008-02-15",169.199997
"284","2008-02-19",169.199997
"285","2008-02-20",169.199997
"286","2008-02-21",162
"287","2008-02-22",167.399994
"288","2008-02-25",167.399994
"289","2008-02-26",167.399994
"290","2008-02-27",171
"291","2008-02-28",162
"292","2008-02-29",180
"293","2008-03-03",154.800003
"294","2008-03-04",165.600006
"295","2008-03-05",158.399994
"296","2008-03-06",162
"297","2008-03-07",162
"298","2008-03-10",154.800003
"299","2008-03-11",160.199997
"300","2008-03-12",160.199997
"301","2008-03-13",154.800003
"302","2008-03-14",145.800003
"303","2008-03-17",145.800003
"304","2008-03-18",142.199997
"305","2008-03-19",158.399994
"306","2008-03-20",154.800003
"307","2008-03-24",158.399994
"308","2008-03-25",133.199997
"309","2008-03-26",151.199997
"310","2008-03-27",133.199997
"311","2008-03-28",131.399994
"312","2008-03-31",153
"313","2008-04-01",135
"314","2008-04-02",126
"315","2008-04-03",131.399994
"316","2008-04-04",135
"317","2008-04-07",117
"318","2008-04-08",117
"319","2008-04-09",120.599998
"320","2008-04-10",117
"321","2008-04-11",108
"322","2008-04-14",95.400002
"323","2008-04-15",95.400002
"324","2008-04-16",100.800003
"325","2008-04-17",106.199997
"326","2008-04-18",99
"327","2008-04-21",109.800003
"328","2008-04-22",106.199997
"329","2008-04-23",106.199997
"330","2008-04-24",100.800003
"331","2008-04-25",91.800003
"332","2008-04-28",104.400002
"333","2008-04-29",111.599998
"334","2008-04-30",113.400002
"335","2008-05-01",115.199997
"336","2008-05-02",106.199997
"337","2008-05-05",117
"338","2008-05-06",115.199997
"339","2008-05-07",117
"340","2008-05-08",126
"341","2008-05-09",126
"342","2008-05-12",117
"343","2008-05-13",108
"344","2008-05-14",115.199997
"345","2008-05-15",129.600006
"346","2008-05-16",135
"347","2008-05-19",126
"348","2008-05-20",135
"349","2008-05-21",144
"350","2008-05-22",135
"351","2008-05-23",124.199997
"352","2008-05-27",144
"353","2008-05-28",140.399994
"354","2008-05-29",149.399994
"355","2008-05-30",153
"356","2008-06-02",153
"357","2008-06-03",151.199997
"358","2008-06-04",144
"359","2008-06-05",144
"360","2008-06-06",135
"361","2008-06-09",133.199997
"362","2008-06-10",126
"363","2008-06-11",124.199997
"364","2008-06-12",117
"365","2008-06-13",142.199997
"366","2008-06-16",126
"367","2008-06-17",126
"368","2008-06-18",120.599998
"369","2008-06-19",122.400002
"370","2008-06-20",115.199997
"371","2008-06-23",100.800003
"372","2008-06-24",95.400002
"373","2008-06-25",102.599998
"374","2008-06-26",104.400002
"375","2008-06-27",104.400002
"376","2008-06-30",120.599998
"377","2008-07-01",99
"378","2008-07-02",93.599998
"379","2008-07-03",90
"380","2008-07-07",90
"381","2008-07-08",84.599998
"382","2008-07-09",90
"383","2008-07-10",91.800003
"384","2008-07-11",99
"385","2008-07-14",90
"386","2008-07-15",81
"387","2008-07-16",81
"388","2008-07-17",81
"389","2008-07-18",81
"390","2008-07-21",81
"391","2008-07-22",81
"392","2008-07-23",81
"393","2008-07-24",81
"394","2008-07-25",108
"395","2008-07-28",90
"396","2008-07-29",84.599998
"397","2008-07-30",81
"398","2008-07-31",108
"399","2008-08-01",81
"400","2008-08-04",77.400002
"401","2008-08-05",72
"402","2008-08-06",72
"403","2008-08-07",72
"404","2008-08-08",72
"405","2008-08-11",90
"406","2008-08-12",79.199997
"407","2008-08-13",81
"408","2008-08-14",81
"409","2008-08-15",81
"410","2008-08-18",66.599998
"411","2008-08-19",63
"412","2008-08-20",66.599998
"413","2008-08-21",90
"414","2008-08-22",108
"415","2008-08-25",86.400002
"416","2008-08-26",73.800003
"417","2008-08-27",64.800003
"418","2008-08-28",64.800003
"419","2008-08-29",82.800003
"420","2008-09-02",72
"421","2008-09-03",68.400002
"422","2008-09-04",72
"423","2008-09-05",72
"424","2008-09-08",72
"425","2008-09-09",68.400002
"426","2008-09-10",55.799999
"427","2008-09-11",63
"428","2008-09-12",70.199997
"429","2008-09-15",66.599998
"430","2008-09-16",66.599998
"431","2008-09-17",59.400002
"432","2008-09-18",59.400002
"433","2008-09-19",66.599998
"434","2008-09-22",81
"435","2008-09-23",77.400002
"436","2008-09-24",70.199997
"437","2008-09-25",72
"438","2008-09-26",66.599998
"439","2008-09-29",72
"440","2008-09-30",75.599998
"441","2008-10-01",57.599998
"442","2008-10-02",55.799999
"443","2008-10-03",72
"444","2008-10-06",63
"445","2008-10-07",72
"446","2008-10-08",70.199997
"447","2008-10-09",66.599998
"448","2008-10-10",63
"449","2008-10-13",81
"450","2008-10-14",75.599998
"451","2008-10-15",72
"452","2008-10-16",72
"453","2008-10-17",30.6
"454","2008-10-20",59.400002
"455","2008-10-21",64.800003
"456","2008-10-22",66.599998
"457","2008-10-23",54
"458","2008-10-24",59.400002
"459","2008-10-27",12.6
"460","2008-10-28",46.799999
"461","2008-10-29",43.200001
"462","2008-10-30",64.800003
"463","2008-10-31",72
"464","2008-11-03",57.599998
"465","2008-11-04",68.400002
"466","2008-11-05",27
"467","2008-11-06",14.4
"468","2008-11-07",19.799999
"469","2008-11-10",27
"470","2008-11-11",23.4
"471","2008-11-12",21.6
"472","2008-11-13",18
"473","2008-11-14",10.8
"474","2008-11-17",23.4
"475","2008-11-18",18
"476","2008-11-19",21.6
"477","2008-11-20",18
"478","2008-11-21",18
"479","2008-11-24",18
"480","2008-11-25",18
"481","2008-11-26",18
"482","2008-11-28",18
"483","2008-12-01",14.4
"484","2008-12-02",18
"485","2008-12-03",14.4
"486","2008-12-04",14.4
"487","2008-12-05",18
"488","2008-12-08",14.4
"489","2008-12-09",18
"490","2008-12-10",14.4
"491","2008-12-11",16.200001
"492","2008-12-12",18
"493","2008-12-15",16.200001
"494","2008-12-16",16.200001
"495","2008-12-17",18
"496","2008-12-18",27
"497","2008-12-19",21.6
"498","2008-12-22",19.799999
"499","2008-12-23",23.4
"500","2008-12-24",19.799999
"501","2008-12-26",19.799999
"502","2008-12-29",18
"503","2008-12-30",18
"504","2008-12-31",21.6
"505","2009-01-02",25.200001
"506","2009-01-05",21.6
"507","2009-01-06",23.4
"508","2009-01-07",21.6
"509","2009-01-08",28.799999
"510","2009-01-09",27
"511","2009-01-12",28.799999
"512","2009-01-13",30.6
"513","2009-01-14",39.599998
"514","2009-01-15",27
"515","2009-01-16",27
"516","2009-01-20",27
"517","2009-01-21",18
"518","2009-01-22",27
"519","2009-01-23",18
"520","2009-01-26",21.6
"521","2009-01-27",19.799999
"522","2009-01-28",19.799999
"523","2009-01-29",27
"524","2009-01-30",30.6
"525","2009-02-02",27
"526","2009-02-03",27
"527","2009-02-04",18
"528","2009-02-05",18
"529","2009-02-06",12.6
"530","2009-02-09",16.200001
"531","2009-02-10",16.200001
"532","2009-02-11",18
"533","2009-02-12",16.200001
"534","2009-02-13",18
"535","2009-02-17",18
"536","2009-02-18",12.6
"537","2009-02-19",12.6
"538","2009-02-20",18
"539","2009-02-23",18
"540","2009-02-24",21.6
"541","2009-02-25",21.6
"542","2009-02-26",21.6
"543","2009-02-27",21.6
"544","2009-03-02",9
"545","2009-03-03",21.6
"546","2009-03-04",23.4
"547","2009-03-05",10.8
"548","2009-03-06",9
"549","2009-03-09",10.8
"550","2009-03-10",7.2
"551","2009-03-11",7.2
"552","2009-03-12",7.2
"553","2009-03-13",7.2
"554","2009-03-16",7.2
"555","2009-03-17",10.8
"556","2009-03-18",10.8
"557","2009-03-19",12.6
"558","2009-03-20",12.6
"559","2009-03-23",18
"560","2009-03-24",12.6
"561","2009-03-25",14.4
"562","2009-03-26",14.4
"563","2009-03-27",14.4
"564","2009-03-30",16.200001
"565","2009-03-31",18
"566","2009-04-01",12.6
"567","2009-04-02",10.8
"568","2009-04-03",10.8
"569","2009-04-06",10.8
"570","2009-04-07",12.6
"571","2009-04-08",12.6
"572","2009-04-09",7.2
"573","2009-04-13",7.2
"574","2009-04-14",9
"575","2009-04-15",9
"576","2009-04-16",10.8
"577","2009-04-17",7.2
"578","2009-04-20",7.2
"579","2009-04-21",5.4
"580","2009-04-22",5.4
"581","2009-04-23",7.2
"582","2009-04-24",5.4
"583","2009-04-27",7.2
"584","2009-04-28",7.2
"585","2009-04-29",7.2
"586","2009-04-30",9
"587","2009-05-01",10.8
"588","2009-05-04",9
"589","2009-05-05",9
"590","2009-05-06",12.6
"591","2009-05-07",9
"592","2009-05-08",14.4
"593","2009-05-11",18
"594","2009-05-12",12.6
"595","2009-05-13",14.4
"596","2009-05-14",19.799999
"597","2009-05-15",18
"598","2009-05-18",18
"599","2009-05-19",18
"600","2009-05-20",21.6
"601","2009-05-21",21.6
"602","2009-05-22",25.200001
"603","2009-05-26",57.599998
"604","2009-05-27",52.200001
"605","2009-05-28",72
"606","2009-05-29",86.400002
"607","2009-06-01",124.199997
"608","2009-06-02",111.599998
"609","2009-06-03",102.599998
"610","2009-06-04",109.800003
"611","2009-06-05",147.600006
"612","2009-06-08",160.199997
"613","2009-06-09",162
"614","2009-06-10",216
"615","2009-06-11",234
"616","2009-06-12",266.399994
"617","2009-06-15",252
"618","2009-06-16",194.399994
"619","2009-06-17",194.399994
"620","2009-06-18",198
"621","2009-06-19",207
"622","2009-06-22",201.600006
"623","2009-06-23",194.399994
"624","2009-06-24",187.199997
"625","2009-06-25",210.600006
"626","2009-06-26",207
"627","2009-06-29",203.399994
"628","2009-06-30",194.399994
"629","2009-07-01",183.600006
"630","2009-07-02",252
"631","2009-07-06",226.800003
"632","2009-07-07",201.600006
"633","2009-07-08",187.199997
"634","2009-07-09",198
"635","2009-07-10",198
"636","2009-07-13",194.399994
"637","2009-07-14",199.800003
"638","2009-07-15",196.199997
"639","2009-07-16",207
"640","2009-07-17",225
"641","2009-07-20",225
"642","2009-07-21",219.600006
"643","2009-07-22",244.800003
"644","2009-07-23",232.199997
"645","2009-07-24",235.800003
"646","2009-07-27",239.399994
"647","2009-07-28",221.399994
"648","2009-07-29",225
"649","2009-07-30",228.600006
"650","2009-07-31",234
"651","2009-08-03",228.600006
"652","2009-08-04",228.600006
"653","2009-08-05",228.600006
"654","2009-08-06",232.199997
"655","2009-08-07",268.200012
"656","2009-08-10",273.600006
"657","2009-08-11",297
"658","2009-08-12",298.799988
"659","2009-08-13",300.600006
"660","2009-08-14",307.799988
"661","2009-08-17",333
"662","2009-08-18",410.399994
"663","2009-08-19",455.399994
"664","2009-08-20",414
"665","2009-08-21",412.200012
"666","2009-08-24",363.600006
"667","2009-08-25",352.799988
"668","2009-08-26",360
"669","2009-08-27",363.600006
"670","2009-08-28",351
"671","2009-08-31",340.200012
"672","2009-09-01",333
"673","2009-09-02",306
"674","2009-09-03",270
"675","2009-09-04",248.399994
"676","2009-09-08",253.800003
"677","2009-09-09",252
"678","2009-09-10",293.399994
"679","2009-09-11",307.799988
"680","2009-09-14",315
"681","2009-09-15",295.200012
"682","2009-09-16",277.200012
"683","2009-09-17",273.600006
"684","2009-09-18",277.200012
"685","2009-09-21",280.799988
"686","2009-09-22",284.399994
"687","2009-09-23",271.799988
"688","2009-09-24",270
"689","2009-09-25",266.399994
"690","2009-09-28",261
"691","2009-09-29",261
"692","2009-09-30",255.600006
"693","2009-10-01",255.600006
"694","2009-10-02",252
"695","2009-10-05",246.600006
"696","2009-10-06",248.399994
"697","2009-10-07",248.399994
"698","2009-10-08",243
"699","2009-10-09",243
"700","2009-10-12",237.600006
"701","2009-10-13",241.199997
"702","2009-10-14",268.200012
"703","2009-10-15",306
"704","2009-10-16",273.600006
"705","2009-10-19",277.200012
"706","2009-10-20",255.600006
"707","2009-10-21",268.200012
"708","2009-10-22",259.200012
"709","2009-10-23",268.200012
"710","2009-10-26",259.200012
"711","2009-10-27",252
"712","2009-10-28",234
"713","2009-10-29",244.800003
"714","2009-10-30",234
"715","2009-11-02",230.399994
"716","2009-11-03",219.600006
"717","2009-11-04",214.199997
"718","2009-11-05",208.800003
"719","2009-11-06",225
"720","2009-11-09",230.399994
"721","2009-11-10",228.600006
"722","2009-11-11",221.399994
"723","2009-11-12",212.399994
"724","2009-11-13",212.399994
"725","2009-11-16",205.199997
"726","2009-11-17",199.800003
"727","2009-11-18",194.399994
"728","2009-11-19",212.399994
"729","2009-11-20",210.600006
"730","2009-11-23",205.199997
"731","2009-11-24",201.600006
"732","2009-11-25",203.399994
"733","2009-11-27",196.199997
"734","2009-11-30",190.800003
"735","2009-12-01",185.399994
"736","2009-12-02",194.399994
"737","2009-12-03",189
"738","2009-12-04",183.600006
"739","2009-12-07",187.199997
"740","2009-12-08",180
"741","2009-12-09",183.600006
"742","2009-12-10",180
"743","2009-12-11",172.800003
"744","2009-12-14",162
"745","2009-12-15",144
"746","2009-12-16",153
"747","2009-12-17",145.800003
"748","2009-12-18",144
"749","2009-12-21",140.399994
"750","2009-12-22",142.199997
"751","2009-12-23",138.600006
"752","2009-12-24",142.199997
"753","2009-12-28",133.199997
"754","2009-12-29",136.800003
"755","2009-12-30",144
"756","2009-12-31",140.399994
"757","2010-01-04",153
"758","2010-01-05",162
"759","2010-01-06",163.800003
"760","2010-01-07",176.399994
"761","2010-01-08",171
"762","2010-01-11",183.600006
"763","2010-01-12",180
"764","2010-01-13",174.600006
"765","2010-01-14",169.199997
"766","2010-01-15",165.600006
"767","2010-01-19",165.600006
"768","2010-01-20",163.800003
"769","2010-01-21",162
"770","2010-01-22",153
"771","2010-01-25",169.199997
"772","2010-01-26",153
"773","2010-01-27",147.600006
"774","2010-01-28",158.399994
"775","2010-01-29",158.399994
"776","2010-02-01",154.800003
"777","2010-02-02",153
"778","2010-02-03",142.199997
"779","2010-02-04",144
"780","2010-02-05",144
"781","2010-02-08",138.600006
"782","2010-02-09",140.399994
"783","2010-02-10",136.800003
"784","2010-02-11",153
"785","2010-02-12",153
"786","2010-02-16",144
"787","2010-02-17",142.199997
"788","2010-02-18",156.600006
"789","2010-02-19",154.800003
"790","2010-02-22",147.600006
"791","2010-02-23",154.800003
"792","2010-02-24",145.800003
"793","2010-02-25",151.199997
"794","2010-02-26",144
"795","2010-03-01",162
"796","2010-03-02",158.399994
"797","2010-03-03",153
"798","2010-03-04",154.800003
"799","2010-03-05",145.800003
"800","2010-03-08",144
"801","2010-03-09",145.800003
"802","2010-03-10",163.800003
"803","2010-03-11",183.600006
"804","2010-03-12",180
"805","2010-03-15",178.199997
"806","2010-03-16",174.600006
"807","2010-03-17",171
"808","2010-03-18",171
"809","2010-03-19",167.399994
"810","2010-03-22",174.600006
"811","2010-03-23",194.399994
"812","2010-03-24",216
"813","2010-03-25",214.199997
"814","2010-03-26",216
"815","2010-03-29",196.199997
"816","2010-03-30",214.199997
"817","2010-03-31",198
"818","2010-04-01",198
"819","2010-04-05",198
"820","2010-04-06",205.199997
"821","2010-04-07",203.399994
"822","2010-04-08",198
"823","2010-04-09",185.399994
"824","2010-04-12",172.800003
"825","2010-04-13",171
"826","2010-04-14",162
"827","2010-04-15",162
"828","2010-04-16",154.800003
"829","2010-04-19",156.600006
"830","2010-04-20",156.600006
"831","2010-04-21",153
"832","2010-04-22",138.600006
"833","2010-04-23",147.600006
"834","2010-04-26",144
"835","2010-04-27",140.399994
"836","2010-04-28",144
"837","2010-04-29",147.600006
"838","2010-04-30",144
"839","2010-05-03",140.399994
"840","2010-05-04",145.800003
"841","2010-05-05",138.600006
"842","2010-05-06",135
"843","2010-05-07",124.199997
"844","2010-05-10",131.399994
"845","2010-05-11",135
"846","2010-05-12",133.199997
"847","2010-05-13",122.400002
"848","2010-05-14",120.599998
"849","2010-05-17",124.199997
"850","2010-05-18",122.400002
"851","2010-05-19",113.400002
"852","2010-05-20",104.400002
"853","2010-05-21",102.599998
"854","2010-05-24",97.199997
"855","2010-05-25",99
"856","2010-05-26",108
"857","2010-05-27",106.199997
"858","2010-05-28",102.599998
"859","2010-06-01",95.400002
"860","2010-06-02",97.199997
"861","2010-06-03",99
"862","2010-06-04",99
"863","2010-06-07",97.199997
"864","2010-06-08",93.599998
"865","2010-06-09",91.800003
"866","2010-06-10",97.199997
"867","2010-06-11",100.800003
"868","2010-06-14",100.800003
"869","2010-06-15",95.400002
"870","2010-06-16",93.599998
"871","2010-06-17",90
"872","2010-06-18",90
"873","2010-06-21",84.599998
"874","2010-06-22",77.400002
"875","2010-06-23",64.800003
"876","2010-06-24",68.400002
"877","2010-06-25",72
"878","2010-06-28",66.599998
"879","2010-06-29",66.599998
"880","2010-06-30",64.800003
"881","2010-07-01",66.599998
"882","2010-07-02",66.599998
"883","2010-07-06",57.599998
"884","2010-07-07",86.400002
"885","2010-07-08",37.799999
"886","2010-07-09",32.400002
"887","2010-07-12",28.799999
"888","2010-07-13",36
"889","2010-07-14",34.200001
"890","2010-07-15",36
"891","2010-07-16",36
"892","2010-07-19",32.400002
"893","2010-07-20",32.400002
"894","2010-07-21",36
"895","2010-07-22",34.200001
"896","2010-07-23",36
"897","2010-07-26",32.400002
"898","2010-07-27",32.400002
"899","2010-07-28",28.799999
"900","2010-07-29",34.200001
"901","2010-07-30",32.400002
"902","2010-08-02",32.400002
"903","2010-08-03",30.6
"904","2010-08-04",34.200001
"905","2010-08-05",37.799999
"906","2010-08-06",34.200001
"907","2010-08-09",37.799999
"908","2010-08-10",36
"909","2010-08-11",34.200001
"910","2010-08-12",37.799999
"911","2010-08-13",37.799999
"912","2010-08-16",37.799999
"913","2010-08-17",37.799999
"914","2010-08-18",37.799999
"915","2010-08-19",36
"916","2010-08-20",36
"917","2010-08-23",36
"918","2010-08-24",34.200001
"919","2010-08-25",36
"920","2010-08-26",34.200001
"921","2010-08-27",36
"922","2010-08-30",34.200001
"923","2010-08-31",34.200001
"924","2010-09-01",32.400002
"925","2010-09-02",36
"926","2010-09-03",37.799999
"927","2010-09-07",36
"928","2010-09-08",37.799999
"929","2010-09-09",37.799999
"930","2010-09-10",54
"931","2010-09-13",59.400002
"932","2010-09-14",70.199997
"933","2010-09-15",75.599998
"934","2010-09-16",63
"935","2010-09-17",72
"936","2010-09-20",70.199997
"937","2010-09-21",68.400002
"938","2010-09-22",63
"939","2010-09-23",50.400002
"940","2010-09-24",46.799999
"941","2010-09-27",46.799999
"942","2010-09-28",48.599998
"943","2010-09-29",52.200001
"944","2010-09-30",50.400002
"945","2010-10-01",39.599998
"946","2010-10-04",32.400002
"947","2010-10-05",32.400002
"948","2010-10-06",30.6
"949","2010-10-07",30.6
"950","2010-10-08",30.6
"951","2010-10-11",36
"952","2010-10-12",39.599998
"953","2010-10-13",41.400002
"954","2010-10-14",39.599998
"955","2010-10-15",36
"956","2010-10-18",34.200001
"957","2010-10-19",34.200001
"958","2010-10-20",36
"959","2010-10-21",36
"960","2010-10-22",36
"961","2010-10-25",34.200001
"962","2010-10-26",32.400002
"963","2010-10-27",34.200001
"964","2010-10-28",34.200001
"965","2010-10-29",32.400002
"966","2010-11-01",36
"967","2010-11-02",32.400002
"968","2010-11-03",32.400002
"969","2010-11-04",28.799999
"970","2010-11-05",28.799999
"971","2010-11-08",28.799999
"972","2010-11-09",30.6
"973","2010-11-10",27
"974","2010-11-11",28.799999
"975","2010-11-12",27
"976","2010-11-15",28.799999
"977","2010-11-16",27
"978","2010-11-17",28.799999
"979","2010-11-18",28.799999
"980","2010-11-19",25.200001
"981","2010-11-22",25.200001
"982","2010-11-23",27
"983","2010-11-24",28.799999
"984","2010-11-26",28.799999
"985","2010-11-29",25.200001
"986","2010-11-30",25.200001
"987","2010-12-01",25.200001
"988","2010-12-02",25.200001
"989","2010-12-03",28.799999
"990","2010-12-06",28.799999
"991","2010-12-07",28.799999
"992","2010-12-08",25.200001
"993","2010-12-09",27
"994","2010-12-10",27
"995","2010-12-13",25.200001
"996","2010-12-14",25.200001
"997","2010-12-15",23.4
"998","2010-12-16",23.4
"999","2010-12-17",19.799999
"1000","2010-12-20",21.6
"1001","2010-12-21",18
"1002","2010-12-22",18
"1003","2010-12-23",18
"1004","2010-12-27",18
"1005","2010-12-28",16.200001
"1006","2010-12-29",16.200001
"1007","2010-12-30",14.4
"1008","2010-12-31",18
"1009","2011-01-03",19.799999
"1010","2011-01-04",19.799999
"1011","2011-01-05",18
"1012","2011-01-06",18
"1013","2011-01-07",18
"1014","2011-01-10",16.200001
"1015","2011-01-11",16.200001
