"","date","GNPX"
"166","2018-11-21",1.42
"167","2018-11-23",1.3
"168","2018-11-26",1.22
"169","2018-11-27",1.29
"170","2018-11-28",1.324
"171","2018-11-29",1.65
"172","2018-11-30",1.52
"173","2018-12-03",1.39
"174","2018-12-04",1.23
"175","2018-12-06",1.28
"176","2018-12-07",1.22
"177","2018-12-10",1.17
"178","2018-12-11",1.21
"179","2018-12-12",1.17
"180","2018-12-13",1.18
"181","2018-12-14",1.17
"182","2018-12-17",1.14
"183","2018-12-18",1.1
"184","2018-12-19",1.08
"185","2018-12-20",1.03
"186","2018-12-21",1.09
"187","2018-12-24",1
"188","2018-12-26",1.035
"189","2018-12-27",1.03
"190","2018-12-28",1.144
"191","2018-12-31",1.1
"192","2019-01-02",1.4
"193","2019-01-03",1.28
"194","2019-01-04",1.4
"195","2019-01-07",1.48
"196","2019-01-08",1.47
"197","2019-01-09",1.44
"198","2019-01-10",1.47
"199","2019-01-11",1.49
"200","2019-01-14",1.59
"201","2019-01-15",1.59
"202","2019-01-16",1.5
"203","2019-01-17",1.55
"204","2019-01-18",1.5
"205","2019-01-22",1.57
"206","2019-01-23",1.515
"207","2019-01-24",1.545
"208","2019-01-25",1.62
"209","2019-01-28",1.66
"210","2019-01-29",1.64
"211","2019-01-30",1.47
"212","2019-01-31",1.52
"213","2019-02-01",1.55
"214","2019-02-04",1.641
"215","2019-02-05",1.53
"216","2019-02-06",1.55
"217","2019-02-07",1.421
"218","2019-02-08",1.443
"219","2019-02-11",1.39
"220","2019-02-12",1.45
"221","2019-02-13",1.427
"222","2019-02-14",1.54
"223","2019-02-15",1.57
"224","2019-02-19",1.487
"225","2019-02-20",1.42
"226","2019-02-21",1.485
"227","2019-02-22",1.492
"228","2019-02-25",1.44
"229","2019-02-26",1.45
"230","2019-02-27",1.42
"231","2019-02-28",1.41
"232","2019-03-01",1.55
"233","2019-03-04",1.6
"234","2019-03-05",1.562
"235","2019-03-06",1.53
"236","2019-03-07",1.5
"237","2019-03-08",1.47
"238","2019-03-11",1.45
"239","2019-03-12",1.5
"240","2019-03-13",1.58
"241","2019-03-14",2.15
"242","2019-03-15",2.1
"243","2019-03-18",2.08
"244","2019-03-19",1.99
"245","2019-03-20",1.83
"246","2019-03-21",1.8
"247","2019-03-22",1.791
"248","2019-03-25",1.84
"249","2019-03-26",1.672
"250","2019-03-27",1.625
"251","2019-03-28",1.658
"252","2019-03-29",1.555
"253","2019-04-01",1.645
"254","2019-04-02",1.68
"255","2019-04-03",1.83
"256","2019-04-04",1.7
"257","2019-04-05",1.746
"258","2019-04-08",1.81
"259","2019-04-09",1.83
"260","2019-04-10",1.8
"261","2019-04-11",1.8
"262","2019-04-12",1.82
"263","2019-04-15",1.765
"264","2019-04-16",1.81
"265","2019-04-17",1.805
"266","2019-04-18",1.76
"267","2019-04-22",1.71
"268","2019-04-23",1.791
"269","2019-04-24",1.78
"270","2019-04-25",1.8
"271","2019-04-26",1.78
"272","2019-04-29",1.8
"273","2019-04-30",1.783
"274","2019-05-01",1.75
"275","2019-05-02",1.75
"276","2019-05-03",1.83
"277","2019-05-06",1.76
"278","2019-05-07",1.78
"279","2019-05-08",1.84
"280","2019-05-09",1.85
"281","2019-05-10",1.8
"282","2019-05-13",1.72
"283","2019-05-14",1.79
"284","2019-05-15",1.79
"285","2019-05-16",1.78
"286","2019-05-17",1.78
"287","2019-05-20",1.75
"288","2019-05-21",1.72
"289","2019-05-22",1.68
"290","2019-05-23",1.58
"291","2019-05-24",1.603
"292","2019-05-28",1.6
"293","2019-05-29",1.62
"294","2019-05-30",1.599
"295","2019-05-31",1.62
"296","2019-06-03",1.55
"297","2019-06-04",1.5
"298","2019-06-05",1.38
"299","2019-06-06",1.4
"300","2019-06-07",1.47
"301","2019-06-10",1.45
"302","2019-06-11",1.38
"303","2019-06-12",1.41
"304","2019-06-13",1.44
"305","2019-06-14",1.353
"306","2019-06-17",1.41
"307","2019-06-18",1.4
"308","2019-06-19",1.38
"309","2019-06-20",1.41
"310","2019-06-21",1.38
"311","2019-06-24",1.32
"312","2019-06-25",1.2
"313","2019-06-26",1.215
"314","2019-06-27",1.21
"315","2019-06-28",1.24
"316","2019-07-01",1.18
"317","2019-07-02",1.166
"318","2019-07-03",1.155
"319","2019-07-05",1.18
"320","2019-07-08",1.1
"321","2019-07-09",1.068
"322","2019-07-10",1.11
"323","2019-07-11",1.06
"324","2019-07-12",1.12
"325","2019-07-15",1.1
"326","2019-07-16",1.06
"327","2019-07-17",1.06
"328","2019-07-18",1.093
"329","2019-07-19",1.18
"330","2019-07-22",1.07
"331","2019-07-23",1.09
"332","2019-07-24",1.1
"333","2019-07-25",1.08
"334","2019-07-26",1.007
"335","2019-07-29",0.94
"336","2019-07-30",1
"337","2019-07-31",0.992
"338","2019-08-01",0.875
"339","2019-08-02",0.95
"340","2019-08-05",0.94
"341","2019-08-06",0.885
"342","2019-08-07",0.9
"343","2019-08-08",0.87
"344","2019-08-09",0.822
"345","2019-08-12",0.863
"346","2019-08-13",0.926
"347","2019-08-14",0.89
"348","2019-08-15",0.93
"349","2019-08-16",0.92
"350","2019-08-19",0.91
"351","2019-08-20",0.913
"352","2019-08-21",0.952
"353","2019-08-22",0.964
"354","2019-08-23",0.936
"355","2019-08-26",0.91
"356","2019-08-27",0.86
"357","2019-08-28",0.89
"358","2019-08-29",0.89
"359","2019-08-30",0.88
"360","2019-09-03",0.859
"361","2019-09-04",0.9
"362","2019-09-05",0.87
"363","2019-09-06",0.892
"364","2019-09-09",0.88
"365","2019-09-10",0.883
"366","2019-09-11",0.89
"367","2019-09-12",0.93
"368","2019-09-13",0.87
"369","2019-09-16",0.93
"370","2019-09-17",0.9
"371","2019-09-18",0.923
"372","2019-09-19",0.91
"373","2019-09-20",0.875
"374","2019-09-23",0.9
"375","2019-09-24",0.864
"376","2019-09-25",0.85
"377","2019-09-26",0.875
"378","2019-09-27",0.83
"379","2019-09-30",0.8
"380","2019-10-01",0.7
"381","2019-10-02",0.728
"382","2019-10-03",0.7
"383","2019-10-04",0.75
"384","2019-10-07",0.69
"385","2019-10-08",0.671
"386","2019-10-09",0.625
"387","2019-10-10",0.482
"388","2019-10-11",0.499
"389","2019-10-14",0.505
"390","2019-10-15",0.495
"391","2019-10-16",0.465
"392","2019-10-17",0.47
"393","2019-10-18",0.485
"394","2019-10-21",0.525
"395","2019-10-22",0.52
"396","2019-10-23",0.525
"397","2019-10-24",0.52
"398","2019-10-25",0.505
"399","2019-10-28",0.451
"400","2019-10-29",0.467
"401","2019-10-30",0.459
"402","2019-10-31",0.5
"403","2019-11-01",0.481
"404","2019-11-04",0.488
"405","2019-11-05",0.49
"406","2019-11-06",0.48
"407","2019-11-07",0.457
"408","2019-11-08",0.455
"409","2019-11-11",0.45
"410","2019-11-12",0.43
"411","2019-11-13",0.433
"412","2019-11-14",0.39
"413","2019-11-15",0.403
"414","2019-11-18",0.387
"415","2019-11-19",0.62
"416","2019-11-20",0.35
"417","2019-11-21",0.302
"418","2019-11-22",0.3
"419","2019-11-25",0.271
"420","2019-11-26",0.287
"421","2019-11-27",0.277
"422","2019-11-29",0.27
"423","2019-12-02",0.285
"424","2019-12-03",0.291
"425","2019-12-04",0.282
"426","2019-12-05",0.297
"427","2019-12-06",0.289
"428","2019-12-09",0.28
"429","2019-12-10",0.27
"430","2019-12-11",0.247
"431","2019-12-12",0.25
"432","2019-12-13",0.27
"433","2019-12-16",0.28
"434","2019-12-17",0.27
"435","2019-12-18",0.26
"436","2019-12-19",0.258
"437","2019-12-20",0.243
"438","2019-12-23",0.262
"439","2019-12-24",0.241
"440","2019-12-26",0.26
"441","2019-12-27",0.273
"442","2019-12-30",0.298
"443","2019-12-31",0.32
"444","2020-01-02",0.31
"445","2020-01-03",0.281
"446","2020-01-06",0.302
"447","2020-01-07",0.42
"448","2020-01-08",0.353
"449","2020-01-09",0.34
"450","2020-01-10",0.38
"451","2020-01-13",0.384
"452","2020-01-14",0.353
"453","2020-01-15",0.341
"454","2020-01-16",0.36
"455","2020-01-17",0.36
"456","2020-01-21",1.15
"457","2020-01-22",1.9
"458","2020-01-23",1.4
"459","2020-01-24",1.28
"460","2020-01-27",1.22
"461","2020-01-28",1.28
"462","2020-01-29",1.58
"463","2020-01-30",1.68
"464","2020-01-31",1.81
"465","2020-02-03",1.68
"466","2020-02-04",1.49
"467","2020-02-05",1.43
"468","2020-02-06",1.33
"469","2020-02-07",1.18
"470","2020-02-10",1.24
"471","2020-02-11",1.61
"472","2020-02-12",1.81
"473","2020-02-13",2.74
"474","2020-02-14",4.28
"475","2020-02-18",4.9
"476","2020-02-19",3.9
"477","2020-02-20",4.38
"478","2020-02-21",5.33
"479","2020-02-24",6.03
"480","2020-02-25",6.23
"481","2020-02-26",4.78
"482","2020-02-27",4.68
"483","2020-02-28",4.105
"484","2020-03-02",4.77
"485","2020-03-03",4.43
"486","2020-03-04",4.52
"487","2020-03-05",4.19
"488","2020-03-06",3.82
"489","2020-03-09",2.85
"490","2020-03-10",2.78
"491","2020-03-11",2.42
"492","2020-03-12",2
"493","2020-03-13",1.89
"494","2020-03-16",1.58
"495","2020-03-17",3.33
"496","2020-03-18",2.67
"497","2020-03-19",2.66
"498","2020-03-20",2.51
"499","2020-03-23",2.27
"500","2020-03-24",2.89
"501","2020-03-25",2.79
"502","2020-03-26",2.65
"503","2020-03-27",2.57
"504","2020-03-30",2.37
"505","2020-03-31",2.42
"506","2020-04-01",2.2
"507","2020-04-02",2.25
"508","2020-04-03",2.135
"509","2020-04-06",2.24
"510","2020-04-07",2.21
"511","2020-04-08",2.16
"512","2020-04-09",2.17
"513","2020-04-13",2.22
"514","2020-04-14",2.29
"515","2020-04-15",2.14
"516","2020-04-16",2.01
"517","2020-04-17",2.09
"518","2020-04-20",2.04
"519","2020-04-21",1.99
"520","2020-04-22",2.36
"521","2020-04-23",2.45
"522","2020-04-24",2.27
"523","2020-04-27",2.37
"524","2020-04-28",2.37
"525","2020-04-29",2.34
"526","2020-04-30",2.22
"527","2020-05-01",2.27
"528","2020-05-04",2.31
"529","2020-05-05",3.5
"530","2020-05-06",3.18
"531","2020-05-07",3.37
"532","2020-05-08",3.54
"533","2020-05-11",3.54
"534","2020-05-12",3.51
"535","2020-05-13",3.25
"536","2020-05-14",3.2
"537","2020-05-15",3.25
"538","2020-05-18",3.12
"539","2020-05-19",3.06
"540","2020-05-20",3.01
"541","2020-05-21",2.98
"542","2020-05-22",2.745
"543","2020-05-26",2.79
"544","2020-05-27",2.65
"545","2020-05-28",2.77
"546","2020-05-29",2.84
"547","2020-06-01",2.83
"548","2020-06-02",2.78
"549","2020-06-03",2.82
"550","2020-06-04",3.24
"551","2020-06-05",3.12
"552","2020-06-08",3.06
"553","2020-06-09",3.36
"554","2020-06-10",3.16
"555","2020-06-11",2.81
"556","2020-06-12",2.98
"557","2020-06-15",3.02
"558","2020-06-16",3
"559","2020-06-17",2.96
"560","2020-06-18",2.92
"561","2020-06-19",2.91
"562","2020-06-22",3.02
"563","2020-06-23",3.1
"564","2020-06-24",3.64
"565","2020-06-25",3.48
"566","2020-06-26",3.13
"567","2020-06-29",3.15
"568","2020-06-30",3.14
"569","2020-07-01",3.07
"570","2020-07-02",3.03
"571","2020-07-06",3.15
"572","2020-07-07",3.13
"573","2020-07-08",3.18
"574","2020-07-09",3.12
"575","2020-07-10",3.11
"576","2020-07-13",2.9
"577","2020-07-14",2.96
"578","2020-07-15",3.085
"579","2020-07-16",3.03
"580","2020-07-17",3.05
"581","2020-07-20",3.1
"582","2020-07-21",3.41
"583","2020-07-22",4.1
"584","2020-07-23",3.82
"585","2020-07-24",3.69
"586","2020-07-27",3.81
"587","2020-07-28",3.67
"588","2020-07-29",3.47
"589","2020-07-30",3.48
"590","2020-07-31",3.37
"591","2020-08-03",3.71
"592","2020-08-04",3.66
"593","2020-08-05",3.56
"594","2020-08-06",3.59
"595","2020-08-07",3.56
"596","2020-08-10",3.81
"597","2020-08-11",3.58
"598","2020-08-12",3.65
"599","2020-08-13",3.59
"600","2020-08-14",4.29
"601","2020-08-17",3.98
"602","2020-08-18",3.98
"603","2020-08-19",4
"604","2020-08-20",3.89
"605","2020-08-21",3.8
"606","2020-08-24",3.93
"607","2020-08-25",4.12
"608","2020-08-26",3.86
"609","2020-08-27",3.92
"610","2020-08-28",3.88
"611","2020-08-31",3.96
"612","2020-09-01",4
"613","2020-09-02",3.94
"614","2020-09-03",3.84
"615","2020-09-04",3.83
"616","2020-09-08",3.78
"617","2020-09-09",3.73
"618","2020-09-10",3.64
"619","2020-09-11",3.5
"620","2020-09-14",3.71
"621","2020-09-15",3.78
"622","2020-09-16",3.82
"623","2020-09-17",3.87
"624","2020-09-18",3.8
"625","2020-09-21",3.61
"626","2020-09-22",3.62
"627","2020-09-23",3.4
"628","2020-09-24",3.1
"629","2020-09-25",3.37
"630","2020-09-28",3.35
"631","2020-09-29",3.26
"632","2020-09-30",3.36
"633","2020-10-01",3.41
"634","2020-10-02",3.32
"635","2020-10-05",3.54
"636","2020-10-06",3.52
"637","2020-10-07",3.71
"638","2020-10-08",3.73
"639","2020-10-09",3.75
"640","2020-10-12",3.92
"641","2020-10-13",3.95
"642","2020-10-14",3.69
"643","2020-10-15",3.62
"644","2020-10-16",3.74
"645","2020-10-19",3.7
"646","2020-10-20",3.55
"647","2020-10-21",3.25
"648","2020-10-22",3.36
"649","2020-10-23",3.39
"650","2020-10-26",3.27
"651","2020-10-27",3.19
"652","2020-10-28",3.09
"653","2020-10-29",3.53
"654","2020-10-30",3.25
"655","2020-11-02",3.09
"656","2020-11-03",3.26
"657","2020-11-04",3.23
"658","2020-11-05",3.18
"659","2020-11-06",3.14
"660","2020-11-09",3.14
"661","2020-11-10",3.17
"662","2020-11-11",3.18
"663","2020-11-12",3.16
"664","2020-11-13",3.16
"665","2020-11-16",3.26
"666","2020-11-17",3.17
"667","2020-11-18",3.03
"668","2020-11-19",3.12
"669","2020-11-20",3.14
"670","2020-11-23",3.07
"671","2020-11-24",3.05
"672","2020-11-25",3.05
"673","2020-11-27",3.09
