"","date","SNBP"
"126","2017-07-03",17
"127","2017-07-05",17
"128","2017-07-06",17
"129","2017-07-07",17
"130","2017-07-10",10.5
"131","2017-07-11",10
"132","2017-07-12",12.5
"133","2017-07-13",12.5
"134","2017-07-14",12.5
"135","2017-07-17",12.5
"136","2017-07-18",12.5
"137","2017-07-19",10.4
"138","2017-07-20",11
"139","2017-07-21",11
"140","2017-07-24",11
"141","2017-07-25",11
"142","2017-07-26",14
"143","2017-07-27",10.3
"144","2017-07-28",10.9
"145","2017-07-31",11.5
"146","2017-08-01",11.5
"147","2017-08-02",11.5
"148","2017-08-03",10.5
"149","2017-08-04",13.9
"150","2017-08-07",13.9
"151","2017-08-08",12
"152","2017-08-09",12
"153","2017-08-10",12
"154","2017-08-11",12
"155","2017-08-14",12
"156","2017-08-15",12
"157","2017-08-16",11.5
"158","2017-08-17",11.16
"159","2017-08-18",11.16
"160","2017-08-21",10.2
"161","2017-08-22",10.5
"162","2017-08-23",10.2
"163","2017-08-24",10.2
"164","2017-08-25",10.2
"165","2017-08-28",9.6
"166","2017-08-29",9.6
"167","2017-08-30",7.5
"168","2017-08-31",6.8
"169","2017-09-01",6.8
"170","2017-09-05",6
"171","2017-09-06",6.7
"172","2017-09-07",6.5
"173","2017-09-08",6.7
"174","2017-09-11",5.7
"175","2017-09-12",10
"176","2017-09-13",10
"177","2017-09-14",10.5
"178","2017-09-15",6.2
"179","2017-09-18",10
"180","2017-09-19",10
"181","2017-09-20",10.1
"182","2017-09-21",10.1
"183","2017-09-22",10
"184","2017-09-25",10
"185","2017-09-26",10
"186","2017-09-27",10
"187","2017-09-28",10
"188","2017-09-29",10
"189","2017-10-02",10
"190","2017-10-03",10
"191","2017-10-04",10.1
"192","2017-10-05",11
"193","2017-10-06",10.9
"194","2017-10-09",10.5
"195","2017-10-10",10.9
"196","2017-10-11",13.4
"197","2017-10-12",15
"198","2017-10-13",16.200001
"199","2017-10-16",17.1
"200","2017-10-17",17.200001
"201","2017-10-18",18
"202","2017-10-19",17.41
"203","2017-10-20",17.5
"204","2017-10-23",18.1
"205","2017-10-24",17.1
"206","2017-10-25",17.43
"207","2017-10-26",15.33
"208","2017-10-27",15.33
"209","2017-10-30",16.799999
"210","2017-10-31",12.2
"211","2017-11-01",16
"212","2017-11-02",15.6
"213","2017-11-03",16.799999
"214","2017-11-06",13.9
"215","2017-11-07",15
"216","2017-11-08",15
"217","2017-11-09",15
"218","2017-11-10",14.98
"219","2017-11-13",14.5
"220","2017-11-14",14.5
"221","2017-11-15",14.5
"222","2017-11-16",14.5
"223","2017-11-17",12.75
"224","2017-11-20",14
"225","2017-11-21",14
"226","2017-11-22",14
"227","2017-11-24",14
"228","2017-11-27",14
"229","2017-11-28",14
"230","2017-11-29",14.4
"231","2017-11-30",14.25
"232","2017-12-01",14.25
"233","2017-12-04",12
"234","2017-12-05",9
"235","2017-12-06",9
"236","2017-12-07",11.99
"237","2017-12-08",11.25
"238","2017-12-11",11
"239","2017-12-12",10.99
"240","2017-12-13",10.99
"241","2017-12-14",12
"242","2017-12-15",12
"243","2017-12-18",12.25
"244","2017-12-19",13.1
"245","2017-12-20",15
"246","2017-12-21",15
"247","2017-12-22",15
"248","2017-12-26",16
"249","2017-12-27",10
"250","2017-12-28",10
"251","2017-12-29",10
"252","2018-01-02",10
"253","2018-01-03",9
"254","2018-01-04",5.3
"255","2018-01-05",8
"256","2018-01-08",7
"257","2018-01-09",9
"258","2018-01-10",6.5
"259","2018-01-11",6.51
"260","2018-01-12",6.1
"261","2018-01-16",6
"262","2018-01-17",5.02
"263","2018-01-18",6
"264","2018-01-19",6
"265","2018-01-22",6.5
"266","2018-01-23",6.5
"267","2018-01-24",6.5
"268","2018-01-25",7
"269","2018-01-26",7
"270","2018-01-29",6.75
"271","2018-01-30",8.22
"272","2018-01-31",8.22
"273","2018-02-01",8.22
"274","2018-02-02",8.22
"275","2018-02-05",8.22
"276","2018-02-06",8
"277","2018-02-07",8
"278","2018-02-08",9
"279","2018-02-09",9
"280","2018-02-12",9
"281","2018-02-13",9
"282","2018-02-14",9
"283","2018-02-15",9.75
"284","2018-02-16",9.75
"285","2018-02-20",9.75
"286","2018-02-21",9.75
"287","2018-02-22",9.75
"288","2018-02-23",9
"289","2018-02-26",8.1
"290","2018-02-27",8.1
"291","2018-02-28",8.1
"292","2018-03-01",8.1
"293","2018-03-02",8.1
"294","2018-03-05",8.1
"295","2018-03-06",8.1
"296","2018-03-07",8.1
"297","2018-03-08",8.1
"298","2018-03-09",8.1
"299","2018-03-12",8.1
"300","2018-03-13",8.1
"301","2018-03-14",8.1
"302","2018-03-15",6.95
"303","2018-03-16",6.95
"304","2018-03-19",7
"305","2018-03-20",4.5
"306","2018-03-21",5.5
"307","2018-03-22",6.48
"308","2018-03-23",6.48
"309","2018-03-26",6.48
"310","2018-03-27",6.48
"311","2018-03-28",6.48
"312","2018-03-29",6
"313","2018-04-02",6
"314","2018-04-03",6
"315","2018-04-04",6
"316","2018-04-05",6
"317","2018-04-06",6
"318","2018-04-09",6
"319","2018-04-10",6
"320","2018-04-11",6
"321","2018-04-12",6
"322","2018-04-13",6
"323","2018-04-16",6
"324","2018-04-17",5.75
"325","2018-04-18",5.85
"326","2018-04-19",5.85
"327","2018-04-20",5.85
"328","2018-04-23",5.85
"329","2018-04-24",5.85
"330","2018-04-25",5.75
"331","2018-04-26",5.75
"332","2018-04-27",5.75
"333","2018-04-30",5.75
"334","2018-05-01",5.75
"335","2018-05-02",5.75
"336","2018-05-03",5.75
"337","2018-05-04",6
"338","2018-05-07",7
"339","2018-05-08",7
"340","2018-05-09",7
"341","2018-05-10",7
"342","2018-05-11",6.1
"343","2018-05-14",6.1
"344","2018-05-15",6.1
"345","2018-05-16",7
"346","2018-05-17",7.5
"347","2018-05-18",7.5
"348","2018-05-21",7.5
"349","2018-05-22",7.11
"350","2018-05-23",7
"351","2018-05-24",7
"352","2018-05-25",7
"353","2018-05-29",7
"354","2018-05-30",7
"355","2018-05-31",7
"356","2018-06-01",7
"357","2018-06-04",5.8
"358","2018-06-05",5.8
"359","2018-06-06",6.5
"360","2018-06-07",6.5
"361","2018-06-08",6.5
"362","2018-06-11",6.5
"363","2018-06-12",6.5
"364","2018-06-13",6.5
"365","2018-06-14",6.5
"366","2018-06-15",6.5
"367","2018-06-18",6.5
"368","2018-06-19",6.5
"369","2018-06-20",6.5
"370","2018-06-21",6.5
"371","2018-06-22",6.75
"372","2018-06-25",6.75
"373","2018-06-26",6.75
"374","2018-06-27",6.75
"375","2018-06-28",6.75
"376","2018-06-29",6.75
"377","2018-07-02",6.75
"378","2018-07-03",6.75
"379","2018-07-05",6.75
"380","2018-07-06",4
"381","2018-07-09",4.75
"382","2018-07-10",4.7
"383","2018-07-11",4.7
"384","2018-07-12",4.7
"385","2018-07-13",4.7
"386","2018-07-16",4.7
"387","2018-07-17",4.7
"388","2018-07-18",4.7
"389","2018-07-19",4.55
"390","2018-07-20",4.55
"391","2018-07-23",4.55
"392","2018-07-24",4.55
"393","2018-07-25",4.55
"394","2018-07-26",4.55
"395","2018-07-27",4.55
"396","2018-07-30",4.55
"397","2018-07-31",4.55
"398","2018-08-01",4.55
"399","2018-08-02",4.55
"400","2018-08-03",4.55
"401","2018-08-06",4.55
"402","2018-08-07",4.6
"403","2018-08-08",4.1
"404","2018-08-09",4.1
"405","2018-08-10",4.1
"406","2018-08-13",3.95
"407","2018-08-14",3.95
"408","2018-08-15",3.95
"409","2018-08-16",3.95
"410","2018-08-17",3.95
"411","2018-08-20",3.95
"412","2018-08-21",4
"413","2018-08-22",4
"414","2018-08-23",4
"415","2018-08-24",4
"416","2018-08-27",4
"417","2018-08-28",4
"418","2018-08-29",4
"419","2018-08-30",3.55
"420","2018-08-31",3.55
"421","2018-09-04",3.55
"422","2018-09-05",3.55
"423","2018-09-06",3.55
"424","2018-09-07",3.55
"425","2018-09-10",3.55
"426","2018-09-11",3.55
"427","2018-09-12",3.8
"428","2018-09-13",3.5
"429","2018-09-14",3.5
"430","2018-09-17",3.5
"431","2018-09-18",3.5
"432","2018-09-19",4.05
"433","2018-09-20",4.5
"434","2018-09-21",4.5
"435","2018-09-24",4.5
"436","2018-09-25",4.5
"437","2018-09-26",4.5
"438","2018-09-27",4.5
"439","2018-09-28",4
"440","2018-10-01",3.75
"441","2018-10-02",3.75
"442","2018-10-03",3.75
"443","2018-10-04",4
"444","2018-10-05",4
"445","2018-10-08",4
"446","2018-10-09",4
"447","2018-10-10",4.25
"448","2018-10-11",4.25
"449","2018-10-12",4.25
"450","2018-10-15",4.25
"451","2018-10-16",3.75
"452","2018-10-17",3.75
"453","2018-10-18",3.75
"454","2018-10-19",3.75
"455","2018-10-22",3.75
"456","2018-10-23",3.75
"457","2018-10-24",3.51
"458","2018-10-25",3.51
"459","2018-10-26",3.51
"460","2018-10-29",3.51
"461","2018-10-30",3.51
"462","2018-10-31",4
"463","2018-11-01",4
"464","2018-11-02",4
"465","2018-11-05",4
"466","2018-11-06",4
"467","2018-11-07",3.75
"468","2018-11-08",3.75
"469","2018-11-09",3.75
"470","2018-11-12",3.75
"471","2018-11-13",3.75
"472","2018-11-14",3.35
"473","2018-11-15",4
"474","2018-11-16",4
"475","2018-11-19",4
"476","2018-11-20",4
"477","2018-11-21",4
"478","2018-11-23",4
"479","2018-11-26",4
"480","2018-11-27",4
"481","2018-11-28",4
"482","2018-11-29",4
"483","2018-11-30",4
"484","2018-12-03",4
"485","2018-12-04",4
"486","2018-12-06",4
"487","2018-12-07",4
"488","2018-12-10",4
"489","2018-12-11",4
"490","2018-12-12",4
"491","2018-12-13",3.45
"492","2018-12-14",3.45
"493","2018-12-17",3.45
"494","2018-12-18",3.45
"495","2018-12-19",5
"496","2018-12-20",4
"497","2018-12-21",4
"498","2018-12-24",4
"499","2018-12-26",3.5
"500","2018-12-27",3.5
"501","2018-12-28",3.5
"502","2018-12-31",3.5
"503","2019-01-02",3.5
"504","2019-01-03",3.5
"505","2019-01-04",3.5
"506","2019-01-07",3.5
"507","2019-01-08",3.5
"508","2019-01-09",2.05
"509","2019-01-10",3.25
"510","2019-01-11",3.25
"511","2019-01-14",3.25
"512","2019-01-15",3.25
"513","2019-01-16",3.25
"514","2019-01-17",3.25
"515","2019-01-18",3.25
"516","2019-01-22",3.25
"517","2019-01-23",3.25
"518","2019-01-24",3.25
"519","2019-01-25",3.25
"520","2019-01-28",4
"521","2019-01-29",4
"522","2019-01-30",4
"523","2019-01-31",4
"524","2019-02-01",4
"525","2019-02-04",3.25
"526","2019-02-05",3.25
"527","2019-02-06",3.25
"528","2019-02-07",3.25
"529","2019-02-08",3.25
"530","2019-02-11",3.25
"531","2019-02-12",3.24
"532","2019-02-13",2.75
"533","2019-02-14",2.75
"534","2019-02-15",3.2
"535","2019-02-19",3.2
"536","2019-02-20",3.2
"537","2019-02-21",3.25
"538","2019-02-22",3.25
"539","2019-02-25",3.25
"540","2019-02-26",3.25
"541","2019-02-27",3.25
"542","2019-02-28",3.25
"543","2019-03-01",3.25
"544","2019-03-04",3.25
"545","2019-03-05",3.25
"546","2019-03-06",3.25
"547","2019-03-07",3.25
"548","2019-03-08",2.65
"549","2019-03-11",2.65
"550","2019-03-12",2.65
"551","2019-03-13",2.65
"552","2019-03-14",2.6
"553","2019-03-15",2.51
"554","2019-03-18",2.65
"555","2019-03-19",2.7
"556","2019-03-20",3
"557","2019-03-21",3
"558","2019-03-22",3
"559","2019-03-25",3
"560","2019-03-26",2.51
"561","2019-03-27",2.95
"562","2019-03-28",2.95
"563","2019-03-29",2.75
"564","2019-04-01",2.75
"565","2019-04-02",2.75
"566","2019-04-03",2.75
"567","2019-04-04",2.75
"568","2019-04-05",2.75
"569","2019-04-08",2.75
"570","2019-04-09",3
"571","2019-04-10",3
"572","2019-04-11",3
"573","2019-04-12",3.125
"574","2019-04-15",3.125
"575","2019-04-16",2.95
"576","2019-04-17",3.2
"577","2019-04-18",2.5
"578","2019-04-22",2.95
"579","2019-04-23",2.51
"580","2019-04-24",2.5
"581","2019-04-25",2.625
"582","2019-04-26",2.625
"583","2019-04-29",2.525
"584","2019-04-30",2.64
"585","2019-05-01",2.64
"586","2019-05-02",2.64
"587","2019-05-03",2.64
"588","2019-05-06",2.5
"589","2019-05-07",2.375
"590","2019-05-08",2.25
"591","2019-05-09",2.375
"592","2019-05-10",2.5
"593","2019-05-13",2.65
"594","2019-05-14",2.455
"595","2019-05-15",2.455
"596","2019-05-16",2.44
"597","2019-05-17",2.5
"598","2019-05-20",2.65
"599","2019-05-21",2.95
"600","2019-05-22",2.625
"601","2019-05-23",2.5
"602","2019-05-24",2.5
"603","2019-05-28",2.5
"604","2019-05-29",2.55
"605","2019-05-30",2.55
"606","2019-05-31",2.5
"607","2019-06-03",2.45
"608","2019-06-04",2.26
"609","2019-06-05",2.26
"610","2019-06-06",2.26
"611","2019-06-07",2.26
"612","2019-06-10",2.25
"613","2019-06-11",2.25
"614","2019-06-12",2.45
"615","2019-06-13",2.45
"616","2019-06-14",2.45
"617","2019-06-17",2.45
"618","2019-06-18",2.45
"619","2019-06-19",2.45
"620","2019-06-20",2.45
"621","2019-06-21",2.45
"622","2019-06-24",2.45
"623","2019-06-25",2.45
"624","2019-06-26",2.45
"625","2019-06-27",2.45
"626","2019-06-28",2.25
"627","2019-07-01",2.45
"628","2019-07-02",2.45
"629","2019-07-03",2.45
"630","2019-07-05",2.45
"631","2019-07-08",2.45
"632","2019-07-09",2.45
"633","2019-07-10",3.05
"634","2019-07-11",2.6
"635","2019-07-12",2.6
"636","2019-07-15",2.6
"637","2019-07-16",2.6
"638","2019-07-17",2.6
"639","2019-07-18",3.75
"640","2019-07-19",3.5
"641","2019-07-22",4
"642","2019-07-23",4.5
"643","2019-07-24",4.5
"644","2019-07-25",4.75
"645","2019-07-26",4.85
"646","2019-07-29",5
"647","2019-07-30",5
"648","2019-07-31",5
"649","2019-08-01",5.1
"650","2019-08-02",5.1
"651","2019-08-05",5.1
"652","2019-08-06",5.1
"653","2019-08-07",5.175
"654","2019-08-08",5
"655","2019-08-09",5
"656","2019-08-12",5
"657","2019-08-13",5.25
"658","2019-08-14",5.25
"659","2019-08-15",5.01
"660","2019-08-16",5.01
"661","2019-08-19",5.25
"662","2019-08-20",5.25
"663","2019-08-21",5.25
"664","2019-08-22",4
"665","2019-08-23",4
"666","2019-08-26",4
"667","2019-08-27",4
"668","2019-08-28",4
"669","2019-08-29",5.25
"670","2019-08-30",5.25
"671","2019-09-03",5.25
"672","2019-09-04",5.25
"673","2019-09-05",5.25
"674","2019-09-06",5.25
"675","2019-09-09",5.25
"676","2019-09-10",5.25
"677","2019-09-11",5.25
"678","2019-09-12",5.25
"679","2019-09-13",5.25
"680","2019-09-16",5.25
"681","2019-09-17",5.25
"682","2019-09-18",5.25
"683","2019-09-19",4.75
"684","2019-09-20",5
"685","2019-09-23",5
"686","2019-09-24",5
"687","2019-09-25",5
"688","2019-09-26",5
"689","2019-09-27",5
"690","2019-09-30",5
"691","2019-10-01",5
"692","2019-10-02",5
"693","2019-10-03",5
"694","2019-10-04",6
"695","2019-10-07",6
"696","2019-10-08",6
"697","2019-10-09",7
"698","2019-10-10",7
"699","2019-10-11",7
"700","2019-10-14",7
"701","2019-10-15",7
"702","2019-10-16",7
"703","2019-10-17",7
"704","2019-10-18",7
"705","2019-10-21",7
"706","2019-10-22",7
"707","2019-10-23",7
"708","2019-10-24",7
"709","2019-10-25",7
"710","2019-10-28",5.82
"711","2019-10-29",5.82
"712","2019-10-30",5.82
"713","2019-10-31",5.82
"714","2019-11-01",5.82
"715","2019-11-04",5.82
"716","2019-11-05",5.82
"717","2019-11-06",5.82
"718","2019-11-07",5.82
"719","2019-11-08",5.82
"720","2019-11-11",5.82
"721","2019-11-12",5.82
"722","2019-11-13",5.82
"723","2019-11-14",5.82
"724","2019-11-15",5.5
"725","2019-11-18",4.5
"726","2019-11-19",4.5
"727","2019-11-20",4.5
"728","2019-11-21",4.5
"729","2019-11-22",4.25
"730","2019-11-25",4.29
"731","2019-11-26",4.29
"732","2019-11-27",4.29
"733","2019-11-29",4.29
"734","2019-12-02",4.29
"735","2019-12-03",4.29
"736","2019-12-04",4.29
"737","2019-12-05",4.29
"738","2019-12-06",4.5
"739","2019-12-09",4.5
"740","2019-12-10",4.5
"741","2019-12-11",4.5
"742","2019-12-12",4.5
"743","2019-12-13",4.5
"744","2019-12-16",4.5
"745","2019-12-17",4.69
"746","2019-12-18",4.69
"747","2019-12-19",3.7
"748","2019-12-20",3.7
"749","2019-12-23",3.7
"750","2019-12-24",3.7
"751","2019-12-26",3.7
"752","2019-12-27",3.7
"753","2019-12-30",4.2
"754","2019-12-31",4.2
"755","2020-01-02",4.75
"756","2020-01-03",4.945
"757","2020-01-06",4.945
"758","2020-01-07",4.2
"759","2020-01-08",4.2
"760","2020-01-09",4.2
"761","2020-01-10",4.2
"762","2020-01-13",4.2
"763","2020-01-14",4.5
"764","2020-01-15",4.5
"765","2020-01-16",4.5
"766","2020-01-17",4.5
"767","2020-01-21",4.5
"768","2020-01-22",4.5
"769","2020-01-23",4.5
"770","2020-01-24",4.5
"771","2020-01-27",5
"772","2020-01-28",5.2
"773","2020-01-29",5.2
"774","2020-01-30",5.2
"775","2020-01-31",5.2
"776","2020-02-03",5.25
"777","2020-02-04",5.25
"778","2020-02-05",5.25
"779","2020-02-06",5.25
"780","2020-02-07",5.25
"781","2020-02-10",5.25
"782","2020-02-11",5.25
"783","2020-02-12",5.25
"784","2020-02-13",5.25
"785","2020-02-14",5.135
"786","2020-02-18",5.135
"787","2020-02-19",5.135
"788","2020-02-20",5.135
"789","2020-02-21",5.135
"790","2020-02-24",5.135
"791","2020-02-25",5.02
"792","2020-02-26",5.02
"793","2020-02-27",4.8
"794","2020-02-28",4.8
"795","2020-03-02",5.5
"796","2020-03-03",5.5
"797","2020-03-04",5.5
"798","2020-03-05",5.5
"799","2020-03-06",5.5
"800","2020-03-09",4.81
"801","2020-03-10",4.81
"802","2020-03-11",4.81
"803","2020-03-12",4.81
"804","2020-03-13",4.81
"805","2020-03-16",4.81
"806","2020-03-17",5.25
"807","2020-03-18",5.25
"808","2020-03-19",5.25
"809","2020-03-20",5.25
"810","2020-03-23",5.25
"811","2020-03-24",5.25
"812","2020-03-25",5.25
"813","2020-03-26",5.25
"814","2020-03-27",5.25
"815","2020-03-30",5.25
"816","2020-03-31",5.25
"817","2020-04-01",5.25
"818","2020-04-02",5.25
"819","2020-04-03",5.25
"820","2020-04-06",5.25
"821","2020-04-07",5.25
"822","2020-04-08",5.25
"823","2020-04-09",5.25
"824","2020-04-13",5.25
"825","2020-04-14",5.25
"826","2020-04-15",5.25
"827","2020-04-16",5.25
"828","2020-04-17",5.25
"829","2020-04-20",5.25
"830","2020-04-21",5.25
"831","2020-04-22",5.25
"832","2020-04-23",5.25
"833","2020-04-24",5.25
"834","2020-04-27",5.25
"835","2020-04-28",5.25
"836","2020-04-29",5.25
"837","2020-04-30",5.25
"838","2020-05-01",5.25
"839","2020-05-04",5.25
"840","2020-05-05",5.25
"841","2020-05-06",5.25
"842","2020-05-07",5.25
"843","2020-05-08",5.25
"844","2020-05-11",5.25
"845","2020-05-12",5.25
"846","2020-05-13",5.355
"847","2020-05-14",5.355
"848","2020-05-15",5.355
"849","2020-05-18",5.355
"850","2020-05-19",5.2
"851","2020-05-20",5.2
"852","2020-05-21",5.2
"853","2020-05-22",5.2
"854","2020-05-26",5.2
"855","2020-05-27",5.2
"856","2020-05-28",5.2
"857","2020-05-29",5.2
"858","2020-06-01",5.2
"859","2020-06-02",4.8
"860","2020-06-03",4.8
"861","2020-06-04",4.8
"862","2020-06-05",4.8
"863","2020-06-08",5
"864","2020-06-09",5
"865","2020-06-10",5
"866","2020-06-11",5
"867","2020-06-12",5
"868","2020-06-15",5
"869","2020-06-16",5
"870","2020-06-17",5
"871","2020-06-18",5
"872","2020-06-19",5
"873","2020-06-22",5
"874","2020-06-23",5
"875","2020-06-24",4.98
"876","2020-06-25",4.98
"877","2020-06-26",4.98
"878","2020-06-29",4.98
"879","2020-06-30",4.98
"880","2020-07-01",6
"881","2020-07-02",6.4
"882","2020-07-06",6.4
"883","2020-07-07",6.5
"884","2020-07-08",6.5
"885","2020-07-09",6.5
"886","2020-07-10",7.5
"887","2020-07-13",7.5
"888","2020-07-14",10
"889","2020-07-15",9.99
"890","2020-07-16",9.99
"891","2020-07-17",9.99
"892","2020-07-20",9.99
"893","2020-07-21",8
"894","2020-07-22",9.5
"895","2020-07-23",9.5
"896","2020-07-24",6.3
"897","2020-07-27",6.3
"898","2020-07-28",6.3
"899","2020-07-29",6.3
"900","2020-07-30",6.3
"901","2020-07-31",6.3
"902","2020-08-03",6.3
"903","2020-08-04",6.3
"904","2020-08-05",6.3
"905","2020-08-06",7.75
"906","2020-08-07",7.75
"907","2020-08-10",7.75
"908","2020-08-11",8.75
"909","2020-08-12",9.5
"910","2020-08-13",9.5
"911","2020-08-14",9.5
"912","2020-08-17",8.75
"913","2020-08-18",8.75
"914","2020-08-19",8.75
"915","2020-08-20",7
"916","2020-08-21",7.75
"917","2020-08-24",9.49
"918","2020-08-25",9.49
"919","2020-08-26",9.25
"920","2020-08-27",9.5
"921","2020-08-28",3.19
"922","2020-08-31",3.09
"923","2020-09-01",2.76
"924","2020-09-02",2.8
"925","2020-09-03",2.492
"926","2020-09-04",2.57
"927","2020-09-08",2.51
"928","2020-09-09",2.65
"929","2020-09-10",2.87
"930","2020-09-11",2.95
"931","2020-09-14",3.03
"932","2020-09-15",3.06
"933","2020-09-16",3.17
"934","2020-09-17",3.15
"935","2020-09-18",3.08
"936","2020-09-21",3.005
"937","2020-09-22",2.82
"938","2020-09-23",2.79
"939","2020-09-24",2.94
"940","2020-09-25",2.99
"941","2020-09-28",3.1
"942","2020-09-29",3.14
"943","2020-09-30",3.01
"944","2020-10-01",3.17
"945","2020-10-02",3.01
"946","2020-10-05",3.06
"947","2020-10-06",3.18
"948","2020-10-07",3.17
"949","2020-10-08",3.13
"950","2020-10-09",3.18
"951","2020-10-12",3.21
"952","2020-10-13",3.04
"953","2020-10-14",3.09
"954","2020-10-15",3.03
"955","2020-10-16",3.06
"956","2020-10-19",3.08
"957","2020-10-20",2.98
"958","2020-10-21",2.9
"959","2020-10-22",2.86
"960","2020-10-23",2.84
"961","2020-10-26",2.86
"962","2020-10-27",2.89
"963","2020-10-28",2.79
"964","2020-10-29",2.86
"965","2020-10-30",2.91
"966","2020-11-02",3.03
"967","2020-11-03",3.01
"968","2020-11-04",2.99
"969","2020-11-05",2.93
"970","2020-11-06",3.02
"971","2020-11-09",3.02
"972","2020-11-10",2.86
"973","2020-11-11",3.17
"974","2020-11-12",3.35
"975","2020-11-13",3.53
"976","2020-11-16",3.61
"977","2020-11-17",3.445
"978","2020-11-18",3.2
"979","2020-11-19",3.22
"980","2020-11-20",3.42
"981","2020-11-23",3.3
"982","2020-11-24",3.5
"983","2020-11-25",3.27
"984","2020-11-27",3.42
