"","date","RUBY"
"100","2018-12-10",19.18
"101","2018-12-11",18.76
"102","2018-12-12",19.809999
"103","2018-12-13",17.059999
"104","2018-12-14",17.059999
"105","2018-12-17",17.629999
"106","2018-12-18",17.059999
"107","2018-12-19",15.84
"108","2018-12-20",16.110001
"109","2018-12-21",15.84
"110","2018-12-24",13.83
"111","2018-12-26",15.74
"112","2018-12-27",15.76
"113","2018-12-28",16.290001
"114","2018-12-31",16.08
"115","2019-01-02",18.1
"116","2019-01-03",17.99
"117","2019-01-04",18.51
"118","2019-01-07",17.02
"119","2019-01-08",15.55
"120","2019-01-09",15.44
"121","2019-01-10",15.02
"122","2019-01-11",15.47
"123","2019-01-14",14.51
"124","2019-01-15",14.79
"125","2019-01-16",14.95
"126","2019-01-17",14.56
"127","2019-01-18",13.97
"128","2019-01-22",14.32
"129","2019-01-23",13.66
"130","2019-01-24",13.67
"131","2019-01-25",14.04
"132","2019-01-28",13.92
"133","2019-01-29",13.91
"134","2019-01-30",13.6
"135","2019-01-31",13.69
"136","2019-02-01",13.92
"137","2019-02-04",13.84
"138","2019-02-05",14.22
"139","2019-02-06",14.5
"140","2019-02-07",13.96
"141","2019-02-08",13.3
"142","2019-02-11",13.83
"143","2019-02-12",13.89
"144","2019-02-13",13.78
"145","2019-02-14",13.7
"146","2019-02-15",13.97
"147","2019-02-19",13.27
"148","2019-02-20",13.5
"149","2019-02-21",13.35
"150","2019-02-22",14.45
"151","2019-02-25",15.82
"152","2019-02-26",16.73
"153","2019-02-27",17.120001
"154","2019-02-28",15.88
"155","2019-03-01",16.65
"156","2019-03-04",17.42
"157","2019-03-05",16.48
"158","2019-03-06",14.92
"159","2019-03-07",14.93
"160","2019-03-08",14.95
"161","2019-03-11",15.02
"162","2019-03-12",15.61
"163","2019-03-13",15.53
"164","2019-03-14",15.58
"165","2019-03-15",16.290001
"166","2019-03-18",17.540001
"167","2019-03-19",16.219999
"168","2019-03-20",16.52
"169","2019-03-21",17.440001
"170","2019-03-22",16.309999
"171","2019-03-25",16.85
"172","2019-03-26",17.559999
"173","2019-03-27",18.4
"174","2019-03-28",18.02
"175","2019-03-29",18.1
"176","2019-04-01",18.42
"177","2019-04-02",19.629999
"178","2019-04-03",19.620001
"179","2019-04-04",19.440001
"180","2019-04-05",19.940001
"181","2019-04-08",19.790001
"182","2019-04-09",18.83
"183","2019-04-10",19.23
"184","2019-04-11",18.209999
"185","2019-04-12",18.059999
"186","2019-04-15",18.360001
"187","2019-04-16",18.799999
"188","2019-04-17",17.74
"189","2019-04-18",17.040001
"190","2019-04-22",15.96
"191","2019-04-23",15.87
"192","2019-04-24",16.530001
"193","2019-04-25",17.08
"194","2019-04-26",17.469999
"195","2019-04-29",18.34
"196","2019-04-30",17.49
"197","2019-05-01",16.450001
"198","2019-05-02",15.78
"199","2019-05-03",15.55
"200","2019-05-06",16
"201","2019-05-07",15.3
"202","2019-05-08",15.21
"203","2019-05-09",14.85
"204","2019-05-10",15.41
"205","2019-05-13",15
"206","2019-05-14",15.5
"207","2019-05-15",15.8
"208","2019-05-16",16.35
"209","2019-05-17",15.67
"210","2019-05-20",16.389999
"211","2019-05-21",16.780001
"212","2019-05-22",16.58
"213","2019-05-23",16.27
"214","2019-05-24",16.84
"215","2019-05-28",16.66
"216","2019-05-29",16.110001
"217","2019-05-30",15.81
"218","2019-05-31",14.46
"219","2019-06-03",14.42
"220","2019-06-04",14.6
"221","2019-06-05",14.15
"222","2019-06-06",13.5
"223","2019-06-07",14.16
"224","2019-06-10",14.54
"225","2019-06-11",14.52
"226","2019-06-12",14.27
"227","2019-06-13",14.03
"228","2019-06-14",13.85
"229","2019-06-17",14.39
"230","2019-06-18",14.23
"231","2019-06-19",13.79
"232","2019-06-20",14.35
"233","2019-06-21",13.7
"234","2019-06-24",13.71
"235","2019-06-25",14.6
"236","2019-06-26",14.37
"237","2019-06-27",14.96
"238","2019-06-28",15.73
"239","2019-07-01",15.04
"240","2019-07-02",15.04
"241","2019-07-03",15.47
"242","2019-07-05",15.22
"243","2019-07-08",14.64
"244","2019-07-09",15.13
"245","2019-07-10",15.45
"246","2019-07-11",15.75
"247","2019-07-12",15.4
"248","2019-07-15",14.78
"249","2019-07-16",14.81
"250","2019-07-17",14.92
"251","2019-07-18",14.93
"252","2019-07-19",15.08
"253","2019-07-22",14.65
"254","2019-07-23",13.78
"255","2019-07-24",13.67
"256","2019-07-25",13.7
"257","2019-07-26",14.31
"258","2019-07-29",14.59
"259","2019-07-30",14.32
"260","2019-07-31",13.3
"261","2019-08-01",12.9
"262","2019-08-02",11.97
"263","2019-08-05",11.18
"264","2019-08-06",11.61
"265","2019-08-07",11.63
"266","2019-08-08",12
"267","2019-08-09",11.76
"268","2019-08-12",11.21
"269","2019-08-13",11.04
"270","2019-08-14",10.41
"271","2019-08-15",9.99
"272","2019-08-16",10.6
"273","2019-08-19",11.02
"274","2019-08-20",10.55
"275","2019-08-21",10.4
"276","2019-08-22",10.18
"277","2019-08-23",9.6
"278","2019-08-26",9.8
"279","2019-08-27",9.32
"280","2019-08-28",9.5
"281","2019-08-29",9.19
"282","2019-08-30",9.28
"283","2019-09-03",8.79
"284","2019-09-04",8.84
"285","2019-09-05",9.52
"286","2019-09-06",9.41
"287","2019-09-09",9.49
"288","2019-09-10",8.75
"289","2019-09-11",9.79
"290","2019-09-12",9.36
"291","2019-09-13",9.53
"292","2019-09-16",10.27
"293","2019-09-17",9.95
"294","2019-09-18",10.2
"295","2019-09-19",10.37
"296","2019-09-20",10.32
"297","2019-09-23",9.92
"298","2019-09-24",9.1
"299","2019-09-25",8.81
"300","2019-09-26",8.43
"301","2019-09-27",7.97
"302","2019-09-30",7.85
"303","2019-10-01",7.51
"304","2019-10-02",7.8
"305","2019-10-03",8.06
"306","2019-10-04",8.32
"307","2019-10-07",8.36
"308","2019-10-08",8.4
"309","2019-10-09",8.49
"310","2019-10-10",8.425
"311","2019-10-11",8.54
"312","2019-10-14",8.42
"313","2019-10-15",8.64
"314","2019-10-16",9.15
"315","2019-10-17",9.25
"316","2019-10-18",8.9
"317","2019-10-21",9.38
"318","2019-10-22",9.24
"319","2019-10-23",9.16
"320","2019-10-24",9.31
"321","2019-10-25",9.46
"322","2019-10-28",9.1
"323","2019-10-29",9.05
"324","2019-10-30",9.49
"325","2019-10-31",8.84
"326","2019-11-01",9.86
"327","2019-11-04",9.13
"328","2019-11-05",10.31
"329","2019-11-06",10.21
"330","2019-11-07",10.65
"331","2019-11-08",11.05
"332","2019-11-11",10.95
"333","2019-11-12",10.06
"334","2019-11-13",9.84
"335","2019-11-14",7.88
"336","2019-11-15",7.36
"337","2019-11-18",7.6
"338","2019-11-19",7.71
"339","2019-11-20",7.945
"340","2019-11-21",7.81
"341","2019-11-22",8.36
"342","2019-11-25",8.13
"343","2019-11-26",7.62
"344","2019-11-27",7.46
"345","2019-11-29",7.7
"346","2019-12-02",7.23
"347","2019-12-03",8.27
"348","2019-12-04",9.35
"349","2019-12-05",10.34
"350","2019-12-06",10.62
"351","2019-12-09",10.66
"352","2019-12-10",12.02
"353","2019-12-11",12.84
"354","2019-12-12",12.95
"355","2019-12-13",13.11
"356","2019-12-16",13.71
"357","2019-12-17",13.59
"358","2019-12-18",14.12
"359","2019-12-19",11.78
"360","2019-12-20",11.32
"361","2019-12-23",12.48
"362","2019-12-24",12.95
"363","2019-12-26",11.81
"364","2019-12-27",11.54
"365","2019-12-30",9.97
"366","2019-12-31",9.5
"367","2020-01-02",8.88
"368","2020-01-03",8.735
"369","2020-01-06",8.76
"370","2020-01-07",8.81
"371","2020-01-08",9.27
"372","2020-01-09",9.62
"373","2020-01-10",9.34
"374","2020-01-13",8.82
"375","2020-01-14",8.97
"376","2020-01-15",9.39
"377","2020-01-16",9.84
"378","2020-01-17",8.92
"379","2020-01-21",8.5
"380","2020-01-22",8.55
"381","2020-01-23",8.46
"382","2020-01-24",8.05
"383","2020-01-27",7.97
"384","2020-01-28",8.07
"385","2020-01-29",8.05
"386","2020-01-30",7.7
"387","2020-01-31",7.8
"388","2020-02-03",7.865
"389","2020-02-04",8.39
"390","2020-02-05",8.22
"391","2020-02-06",8.23
"392","2020-02-07",8.21
"393","2020-02-10",8.23
"394","2020-02-11",8.34
"395","2020-02-12",9.02
"396","2020-02-13",8.62
"397","2020-02-14",8.62
"398","2020-02-18",8.52
"399","2020-02-19",8.46
"400","2020-02-20",8.46
"401","2020-02-21",8.68
"402","2020-02-24",8.5
"403","2020-02-25",8.24
"404","2020-02-26",8.11
"405","2020-02-27",8.06
"406","2020-02-28",8.37
"407","2020-03-02",7.82
"408","2020-03-03",8.03
"409","2020-03-04",8.19
"410","2020-03-05",7.99
"411","2020-03-06",7.79
"412","2020-03-09",7.09
"413","2020-03-10",7.13
"414","2020-03-11",6.55
"415","2020-03-12",3.99
"416","2020-03-13",3.82
"417","2020-03-16",4.44
"418","2020-03-17",3.75
"419","2020-03-18",3.74
"420","2020-03-19",4.2
"421","2020-03-20",4.05
"422","2020-03-23",4.02
"423","2020-03-24",4.37
"424","2020-03-25",4.29
"425","2020-03-26",4.28
"426","2020-03-27",4.29
"427","2020-03-30",4.49
"428","2020-03-31",4.45
"429","2020-04-01",4.01
"430","2020-04-02",4.25
"431","2020-04-03",4.35
"432","2020-04-06",4.41
"433","2020-04-07",4.32
"434","2020-04-08",4.54
"435","2020-04-09",4.78
"436","2020-04-13",4.64
"437","2020-04-14",4.595
"438","2020-04-15",4.48
"439","2020-04-16",4.75
"440","2020-04-17",5.35
"441","2020-04-20",5.36
"442","2020-04-21",5.56
"443","2020-04-22",5.46
"444","2020-04-23",5.52
"445","2020-04-24",6.19
"446","2020-04-27",6.85
"447","2020-04-28",6.23
"448","2020-04-29",6.65
"449","2020-04-30",6.05
"450","2020-05-01",5.53
"451","2020-05-04",5.61
"452","2020-05-05",5.64
"453","2020-05-06",5.99
"454","2020-05-07",5.84
"455","2020-05-08",6.22
"456","2020-05-11",6.41
"457","2020-05-12",6.58
"458","2020-05-13",6.56
"459","2020-05-14",6
"460","2020-05-15",5.6
"461","2020-05-18",5.88
"462","2020-05-19",5.73
"463","2020-05-20",6.13
"464","2020-05-21",6.22
"465","2020-05-22",6.37
"466","2020-05-26",6.47
"467","2020-05-27",6.6
"468","2020-05-28",6.29
"469","2020-05-29",6.45
"470","2020-06-01",6.48
"471","2020-06-02",6.66
"472","2020-06-03",6.47
"473","2020-06-04",6.37
"474","2020-06-05",6.38
"475","2020-06-08",6.59
"476","2020-06-09",6.81
"477","2020-06-10",6.88
"478","2020-06-11",6.19
"479","2020-06-12",6.06
"480","2020-06-15",6.53
"481","2020-06-16",6.63
"482","2020-06-17",6.13
"483","2020-06-18",6.4
"484","2020-06-19",6.47
"485","2020-06-22",6.57
"486","2020-06-23",6.52
"487","2020-06-24",6.41
"488","2020-06-25",6.63
"489","2020-06-26",5.93
"490","2020-06-29",6.32
"491","2020-06-30",5.98
"492","2020-07-01",6.15
"493","2020-07-02",6.25
"494","2020-07-06",6.02
"495","2020-07-07",6.13
"496","2020-07-08",6.16
"497","2020-07-09",6.18
"498","2020-07-10",5.97
"499","2020-07-13",5.74
"500","2020-07-14",5.98
"501","2020-07-15",6.04
"502","2020-07-16",5.97
"503","2020-07-17",6.06
"504","2020-07-20",6.145
"505","2020-07-21",6.03
"506","2020-07-22",5.79
"507","2020-07-23",5.63
"508","2020-07-24",5.46
"509","2020-07-27",5.55
"510","2020-07-28",5.47
"511","2020-07-29",5.14
"512","2020-07-30",5.25
"513","2020-07-31",4.91
"514","2020-08-03",5.01
"515","2020-08-04",5.1
"516","2020-08-05",5.1
"517","2020-08-06",5.17
"518","2020-08-07",5.18
"519","2020-08-10",5.68
"520","2020-08-11",5.16
"521","2020-08-12",4.94
"522","2020-08-13",5.08
"523","2020-08-14",5.2
"524","2020-08-17",5.05
"525","2020-08-18",4.85
"526","2020-08-19",4.95
"527","2020-08-20",4.995
"528","2020-08-21",5.07
"529","2020-08-24",5.2
"530","2020-08-25",5.05
"531","2020-08-26",4.91
"532","2020-08-27",4.82
"533","2020-08-28",4.94
"534","2020-08-31",4.815
"535","2020-09-01",4.9
"536","2020-09-02",4.91
"537","2020-09-03",4.85
"538","2020-09-04",4.81
"539","2020-09-08",4.95
"540","2020-09-09",4.97
"541","2020-09-10",5.03
"542","2020-09-11",4.9
"543","2020-09-14",5.08
"544","2020-09-15",5.09
"545","2020-09-16",4.96
"546","2020-09-17",5.11
"547","2020-09-18",5.51
"548","2020-09-21",4.995
"549","2020-09-22",5.06
"550","2020-09-23",4.75
"551","2020-09-24",4.65
"552","2020-09-25",4.98
"553","2020-09-28",5.1
"554","2020-09-29",5.05
"555","2020-09-30",5.01
"556","2020-10-01",4.86
"557","2020-10-02",4.72
"558","2020-10-05",5.15
"559","2020-10-06",5.13
"560","2020-10-07",5.38
"561","2020-10-08",5.39
"562","2020-10-09",5.45
"563","2020-10-12",5.67
"564","2020-10-13",5.69
"565","2020-10-14",5.44
"566","2020-10-15",5.44
"567","2020-10-16",5.41
"568","2020-10-19",5.05
"569","2020-10-20",4.62
"570","2020-10-21",4.61
"571","2020-10-22",4.68
"572","2020-10-23",4.59
"573","2020-10-26",4.56
"574","2020-10-27",4.65
"575","2020-10-28",4.7
"576","2020-10-29",4.43
"577","2020-10-30",4.23
"578","2020-11-02",4.66
"579","2020-11-03",4.92
"580","2020-11-04",4.84
"581","2020-11-05",4.57
"582","2020-11-06",4.42
"583","2020-11-09",4.77
"584","2020-11-10",4.73
"585","2020-11-11",4.75
"586","2020-11-12",4.86
"587","2020-11-13",4.93
"588","2020-11-16",5.01
"589","2020-11-17",5.22
"590","2020-11-18",5.23
"591","2020-11-19",5.35
"592","2020-11-20",5.56
"593","2020-11-23",5.92
"594","2020-11-24",6.42
"595","2020-11-25",6.54
"596","2020-11-27",6.85
