"","date","GSMG"
"74","2018-12-27",9.61
"75","2018-12-28",9.6
"76","2018-12-31",9.65
"77","2019-01-02",9.64
"78","2019-01-03",9.64
"79","2019-01-04",9.67
"80","2019-01-07",9.67
"81","2019-01-08",9.67
"82","2019-01-09",9.67
"83","2019-01-10",9.7
"84","2019-01-11",9.7
"85","2019-01-14",9.72
"86","2019-01-15",9.72
"87","2019-01-16",9.72
"88","2019-01-17",9.75
"89","2019-01-18",9.75
"90","2019-01-22",9.75
"91","2019-01-23",9.77
"92","2019-01-24",9.77
"93","2019-01-25",9.76
"94","2019-01-28",9.79
"95","2019-01-29",9.82
"96","2019-01-30",9.79
"97","2019-01-31",9.81
"98","2019-02-01",9.82
"99","2019-02-04",9.82
"100","2019-02-05",9.82
"101","2019-02-06",9.86
"102","2019-02-07",9.85
"103","2019-02-08",9.84
"104","2019-02-11",9.82
"105","2019-02-12",9.86
"106","2019-02-13",9.89
"107","2019-02-14",9.89
"108","2019-02-15",9.89
"109","2019-02-19",9.86
"110","2019-02-20",9.88
"111","2019-02-21",9.88
"112","2019-02-22",9.88
"113","2019-02-25",9.88
"114","2019-02-26",9.87
"115","2019-02-27",9.86
"116","2019-02-28",9.86
"117","2019-03-01",9.86
"118","2019-03-04",9.84
"119","2019-03-05",9.84
"120","2019-03-06",9.84
"121","2019-03-07",9.84
"122","2019-03-08",9.84
"123","2019-03-11",9.87
"124","2019-03-12",9.87
"125","2019-03-13",9.87
"126","2019-03-14",9.87
"127","2019-03-15",9.87
"128","2019-03-18",9.88
"129","2019-03-19",9.88
"130","2019-03-20",9.87
"131","2019-03-21",9.88
"132","2019-03-22",9.9
"133","2019-03-25",9.91
"134","2019-03-26",9.91
"135","2019-03-27",9.91
"136","2019-03-28",9.91
"137","2019-03-29",9.91
"138","2019-04-01",9.91
"139","2019-04-02",9.91
"140","2019-04-03",9.92
"141","2019-04-04",9.92
"142","2019-04-05",9.95
"143","2019-04-08",9.94
"144","2019-04-09",9.92
"145","2019-04-10",9.92
"146","2019-04-11",9.92
"147","2019-04-12",9.93
"148","2019-04-15",9.93
"149","2019-04-16",9.93
"150","2019-04-17",9.93
"151","2019-04-18",9.93
"152","2019-04-22",9.95
"153","2019-04-23",9.95
"154","2019-04-24",9.95
"155","2019-04-25",9.95
"156","2019-04-26",9.95
"157","2019-04-29",9.96
"158","2019-04-30",9.98
"159","2019-05-01",9.97
"160","2019-05-02",9.97
"161","2019-05-03",9.96
"162","2019-05-06",9.99
"163","2019-05-07",9.99
"164","2019-05-08",9.97
"165","2019-05-09",9.98
"166","2019-05-10",9.98
"167","2019-05-13",9.98
"168","2019-05-14",9.98
"169","2019-05-15",9.96
"170","2019-05-16",9.96
"171","2019-05-17",9.99
"172","2019-05-20",10
"173","2019-05-21",10
"174","2019-05-22",10
"175","2019-05-23",10
"176","2019-05-24",9.97
"177","2019-05-28",9.94
"178","2019-05-29",9.94
"179","2019-05-30",9.94
"180","2019-05-31",9.94
"181","2019-06-03",9.95
"182","2019-06-04",9.95
"183","2019-06-05",9.95
"184","2019-06-06",9.96
"185","2019-06-07",9.99
"186","2019-06-10",9.98
"187","2019-06-11",9.98
"188","2019-06-12",10
"189","2019-06-13",10
"190","2019-06-14",10.02
"191","2019-06-17",10.02
"192","2019-06-18",10.01
"193","2019-06-19",10.01
"194","2019-06-20",10.01
"195","2019-06-21",10.04
"196","2019-06-24",10.04
"197","2019-06-25",10.01
"198","2019-06-26",10.03
"199","2019-06-27",10.03
"200","2019-06-28",10.01
"201","2019-07-01",10.04
"202","2019-07-02",10.04
"203","2019-07-03",10.03
"204","2019-07-05",10.03
"205","2019-07-08",10.03
"206","2019-07-09",10.03
"207","2019-07-10",10.04
"208","2019-07-11",10.04
"209","2019-07-12",10.06
"210","2019-07-15",10.06
"211","2019-07-16",10.07
"212","2019-07-17",10.07
"213","2019-07-18",10.07
"214","2019-07-19",10.07
"215","2019-07-22",10.07
"216","2019-07-23",10.07
"217","2019-07-24",10.03
"218","2019-07-25",10.03
"219","2019-07-26",10.03
"220","2019-07-29",10.03
"221","2019-07-30",10.05
"222","2019-07-31",10.05
"223","2019-08-01",10.05
"224","2019-08-02",10.05
"225","2019-08-05",10.07
"226","2019-08-06",10.07
"227","2019-08-07",10.07
"228","2019-08-08",10.07
"229","2019-08-09",10.07
"230","2019-08-12",10.09
"231","2019-08-13",10.11
"232","2019-08-14",10.15
"233","2019-08-15",10.14
"234","2019-08-16",10.09
"235","2019-08-19",10.09
"236","2019-08-20",10.09
"237","2019-08-21",10.08
"238","2019-08-22",10.08
"239","2019-08-23",10.15
"240","2019-08-26",10.14
"241","2019-08-27",10.15
"242","2019-08-28",10.15
"243","2019-08-29",10.14
"244","2019-08-30",10.14
"245","2019-09-03",10.15
"246","2019-09-04",10.17
"247","2019-09-05",10.17
"248","2019-09-06",10.17
"249","2019-09-09",10.17
"250","2019-09-10",10.17
"251","2019-09-11",10.17
"252","2019-09-12",10.16
"253","2019-09-13",10.17
"254","2019-09-16",10.17
"255","2019-09-17",10.14
"256","2019-09-18",10.17
"257","2019-09-19",10.16
"258","2019-09-20",10.19
"259","2019-09-23",10.16
"260","2019-09-24",10.16
"261","2019-09-25",10.15
"262","2019-09-26",10.15
"263","2019-09-27",10.18
"264","2019-09-30",10.18
"265","2019-10-01",10.18
"266","2019-10-02",10.18
"267","2019-10-03",10.16
"268","2019-10-04",10.15
"269","2019-10-07",10.16
"270","2019-10-08",10.16
"271","2019-10-09",10.16
"272","2019-10-10",10.16
"273","2019-10-11",10.1
"274","2019-10-14",10.16
"275","2019-10-15",10.16
"276","2019-10-16",10.17
"277","2019-10-17",10.22
"278","2019-10-18",10.22
"279","2019-10-21",10.21
"280","2019-10-22",10.21
"281","2019-10-23",10.21
"282","2019-10-24",10.23
"283","2019-10-25",10.23
"284","2019-10-28",10.23
"285","2019-10-29",10.23
"286","2019-10-30",10.19
"287","2019-10-31",10.19
"288","2019-11-01",10.19
"289","2019-11-04",10.24
"290","2019-11-05",10.22
"291","2019-11-06",10.18
"292","2019-11-07",10.2
"293","2019-11-08",10.21
"294","2019-11-11",10.18
"295","2019-11-12",10.25
"296","2019-11-13",10.19
"297","2019-11-14",6.17
"298","2019-11-15",10.23
"299","2019-11-18",10.24
"300","2019-11-19",10.23
"301","2019-11-20",10.2
"302","2019-11-21",10.22
"303","2019-11-22",10.23
"304","2019-11-25",10.2
"305","2019-11-26",10.2
"306","2019-11-27",10.19
"307","2019-11-29",8.16
"308","2019-12-02",10.2
"309","2019-12-03",10.19
"310","2019-12-04",10.22
"311","2019-12-05",10.21
"312","2019-12-06",10.19
"313","2019-12-09",10.15
"314","2019-12-10",10.18
"315","2019-12-11",10.25
"316","2019-12-12",10.26
"317","2019-12-13",8.92
"318","2019-12-16",9.75
"319","2019-12-17",10.25
"320","2019-12-18",10.21
"321","2019-12-19",10.2
"322","2019-12-20",10.26
"323","2019-12-23",10.21
"324","2019-12-24",10.3
"325","2019-12-26",10.3
"326","2019-12-27",10.3
"327","2019-12-30",9.71
"328","2019-12-31",10.24
"329","2020-01-02",10.23
"330","2020-01-03",10.28
"331","2020-01-06",10.28
"332","2020-01-07",10.22
"333","2020-01-08",10.22
"334","2020-01-09",10.22
"335","2020-01-10",10.15
"336","2020-01-13",9.2
"337","2020-01-14",10.23
"338","2020-01-15",10.22
"339","2020-01-16",10.22
"340","2020-01-17",10.17
"341","2020-01-21",10.28
"342","2020-01-22",9.84
"343","2020-01-23",10.2
"344","2020-01-24",10.25
"345","2020-01-27",10.29
"346","2020-01-28",10.24
"347","2020-01-29",10.23
"348","2020-01-30",10.28
"349","2020-01-31",10.3
"350","2020-02-03",10.38
"351","2020-02-04",10.29
"352","2020-02-05",10.29
"353","2020-02-06",10.29
"354","2020-02-07",10.06
"355","2020-02-10",9.86
"356","2020-02-11",9.98
"357","2020-02-12",10.58
"358","2020-02-13",10.28
"359","2020-02-14",10
"360","2020-02-18",6.9
"361","2020-02-19",2.31
"362","2020-02-20",2.05
"363","2020-02-21",2.02
"364","2020-02-24",1.9
"365","2020-02-25",1.7
"366","2020-02-26",1.66
"367","2020-02-27",1.6
"368","2020-02-28",1.67
"369","2020-03-02",1.82
"370","2020-03-03",1.57
"371","2020-03-04",1.8
"372","2020-03-05",1.87
"373","2020-03-06",1.98
"374","2020-03-09",1.97
"375","2020-03-10",2.18
"376","2020-03-11",2.18
"377","2020-03-12",2.44
"378","2020-03-13",2.93
"379","2020-03-16",3.13
"380","2020-03-17",3.18
"381","2020-03-18",3.2
"382","2020-03-19",3.22
"383","2020-03-20",3.5
"384","2020-03-23",3.46
"385","2020-03-24",3.6
"386","2020-03-25",4.15
"387","2020-03-26",4.31
"388","2020-03-27",4.27
"389","2020-03-30",4.18
"390","2020-03-31",4.12
"391","2020-04-01",4.36
"392","2020-04-02",4.21
"393","2020-04-03",4.17
"394","2020-04-06",4.49
"395","2020-04-07",4.33
"396","2020-04-08",4.16
"397","2020-04-09",4.37
"398","2020-04-13",4.2
"399","2020-04-14",4.24
"400","2020-04-15",4.5
"401","2020-04-16",4.7
"402","2020-04-17",4.88
"403","2020-04-20",4.89
"404","2020-04-21",4.73
"405","2020-04-22",5.07
"406","2020-04-23",4.74
"407","2020-04-24",4.59
"408","2020-04-27",4.36
"409","2020-04-28",3.91
"410","2020-04-29",3.71
"411","2020-04-30",3.22
"412","2020-05-01",3.39
"413","2020-05-04",3.26
"414","2020-05-05",2.88
"415","2020-05-06",2.66
"416","2020-05-07",2.63
"417","2020-05-08",2.6
"418","2020-05-11",3.07
"419","2020-05-12",3.21
"420","2020-05-13",2.44
"421","2020-05-14",3.56
"422","2020-05-15",4.35
"423","2020-05-18",4.18
"424","2020-05-19",4.38
"425","2020-05-20",4
"426","2020-05-21",3.75
"427","2020-05-22",3.49
"428","2020-05-26",3.06
"429","2020-05-27",3.2
"430","2020-05-28",3.09
"431","2020-05-29",3.19
"432","2020-06-01",3.31
"433","2020-06-02",3.53
"434","2020-06-03",3.55
"435","2020-06-04",3.63
"436","2020-06-05",4.51
"437","2020-06-08",4.49
"438","2020-06-09",4.51
"439","2020-06-10",3.99
"440","2020-06-11",3.78
"441","2020-06-12",3.94
"442","2020-06-15",3.97
"443","2020-06-16",3.82
"444","2020-06-17",3.92
"445","2020-06-18",4.13
"446","2020-06-19",4.07
"447","2020-06-22",3.98
"448","2020-06-23",4.1
"449","2020-06-24",3.9
"450","2020-06-25",3.95
"451","2020-06-26",4.03
"452","2020-06-29",3.9
"453","2020-06-30",3.67
"454","2020-07-01",3.5
"455","2020-07-02",3.42
"456","2020-07-06",3.73
"457","2020-07-07",3.75
"458","2020-07-08",3.98
"459","2020-07-09",3.81
"460","2020-07-10",3.9
"461","2020-07-13",3.78
"462","2020-07-14",3.88
"463","2020-07-15",3.85
"464","2020-07-16",3.85
"465","2020-07-17",3.85
"466","2020-07-20",3.85
"467","2020-07-21",3.85
"468","2020-07-22",3.78
"469","2020-07-23",4.1
"470","2020-07-24",4.12
"471","2020-07-27",4.06
"472","2020-07-28",4.1
"473","2020-07-29",3.85
"474","2020-07-30",3.88
"475","2020-07-31",3.86
"476","2020-08-03",3.98
"477","2020-08-04",3.82
"478","2020-08-05",3.85
"479","2020-08-06",3.9
"480","2020-08-07",3.84
"481","2020-08-10",3.93
"482","2020-08-11",3.87
"483","2020-08-12",3.74
"484","2020-08-13",3.77
"485","2020-08-14",3.59
"486","2020-08-17",3.57
"487","2020-08-18",3.55
"488","2020-08-19",3.63
"489","2020-08-20",3.57
"490","2020-08-21",3.56
"491","2020-08-24",3.58
"492","2020-08-25",3.54
"493","2020-08-26",3.41
"494","2020-08-27",3.45
"495","2020-08-28",3.49
"496","2020-08-31",3.5
"497","2020-09-01",3.35
"498","2020-09-02",3.2
"499","2020-09-03",3.22
"500","2020-09-04",3.14
"501","2020-09-08",3.1
"502","2020-09-09",3.05
"503","2020-09-10",3
"504","2020-09-11",2.88
"505","2020-09-14",3.01
"506","2020-09-15",3.12
"507","2020-09-16",3.67
"508","2020-09-17",3.69
"509","2020-09-18",3.57
"510","2020-09-21",3.4
"511","2020-09-22",3
"512","2020-09-23",3.1
"513","2020-09-24",3.02
"514","2020-09-25",3.04
"515","2020-09-28",2.89
"516","2020-09-29",2.97
"517","2020-09-30",2.8
"518","2020-10-01",2.9
"519","2020-10-02",2.9
"520","2020-10-05",2.92
"521","2020-10-06",2.97
"522","2020-10-07",2.97
"523","2020-10-08",2.82
"524","2020-10-09",2.82
"525","2020-10-12",2.68
"526","2020-10-13",2.65
"527","2020-10-14",2.71
"528","2020-10-15",2.67
"529","2020-10-16",2.68
"530","2020-10-19",2.7
"531","2020-10-20",2.7
"532","2020-10-21",2.71
"533","2020-10-22",2.73
"534","2020-10-23",2.7
"535","2020-10-26",2.63
"536","2020-10-27",2.7
"537","2020-10-28",2.78
"538","2020-10-29",2.73
"539","2020-10-30",2.8
"540","2020-11-02",2.71
"541","2020-11-03",2.72
"542","2020-11-04",2.74
"543","2020-11-05",2.75
"544","2020-11-06",2.72
"545","2020-11-09",2.68
"546","2020-11-10",2.69
"547","2020-11-11",2.65
"548","2020-11-12",2.59
"549","2020-11-13",2.6
"550","2020-11-16",2.68
"551","2020-11-17",2.82
"552","2020-11-18",2.71
"553","2020-11-19",2.6
"554","2020-11-20",2.83
"555","2020-11-23",2.84
"556","2020-11-24",2.68
"557","2020-11-25",2.67
"558","2020-11-27",2.66
