"","date","GDS"
"116","2017-04-20",8.06
"117","2017-04-21",8.02
"118","2017-04-24",8.09
"119","2017-04-25",8.01
"120","2017-04-26",8.21
"121","2017-04-27",8.1
"122","2017-04-28",8.12
"123","2017-05-01",8.09
"124","2017-05-02",8.12
"125","2017-05-03",8.14
"126","2017-05-04",8.1
"127","2017-05-05",8.05
"128","2017-05-08",8.01
"129","2017-05-09",8.34
"130","2017-05-10",8.33
"131","2017-05-11",8.16
"132","2017-05-12",8
"133","2017-05-15",7.95
"134","2017-05-16",7.95
"135","2017-05-17",7.9
"136","2017-05-18",7.77
"137","2017-05-19",7.465
"138","2017-05-22",7.73
"139","2017-05-23",7.63
"140","2017-05-24",7.51
"141","2017-05-25",8.08
"142","2017-05-26",7.88
"143","2017-05-30",7.87
"144","2017-05-31",7.76
"145","2017-06-01",7.71
"146","2017-06-02",7.59
"147","2017-06-05",7.3
"148","2017-06-06",7.69
"149","2017-06-07",7.37
"150","2017-06-08",7.25
"151","2017-06-09",7.12
"152","2017-06-12",7.25
"153","2017-06-13",7.46
"154","2017-06-14",7.57
"155","2017-06-15",7.67
"156","2017-06-16",8.3
"157","2017-06-19",8.65
"158","2017-06-20",9.26
"159","2017-06-21",8.94
"160","2017-06-22",8.99
"161","2017-06-23",9.05
"162","2017-06-26",8.83
"163","2017-06-27",9.08
"164","2017-06-28",9.02
"165","2017-06-29",9.08
"166","2017-06-30",9.27
"167","2017-07-03",9.06
"168","2017-07-05",9.22
"169","2017-07-06",8.54
"170","2017-07-07",8.2
"171","2017-07-10",8.64
"172","2017-07-11",8.78
"173","2017-07-12",9.28
"174","2017-07-13",9.42
"175","2017-07-14",9.59
"176","2017-07-17",9.53
"177","2017-07-18",9.91
"178","2017-07-19",9.74
"179","2017-07-20",9.64
"180","2017-07-21",9.5
"181","2017-07-24",9.37
"182","2017-07-25",9.25
"183","2017-07-26",9.56
"184","2017-07-27",9.54
"185","2017-07-28",9.53
"186","2017-07-31",9.36
"187","2017-08-01",9.44
"188","2017-08-02",9.17
"189","2017-08-03",8.55
"190","2017-08-04",8.79
"191","2017-08-07",9.01
"192","2017-08-08",9.38
"193","2017-08-09",9.31
"194","2017-08-10",8.92
"195","2017-08-11",9.1
"196","2017-08-14",9.18
"197","2017-08-15",9.39
"198","2017-08-16",9.13
"199","2017-08-17",9.11
"200","2017-08-18",8.99
"201","2017-08-21",8.99
"202","2017-08-22",9.12
"203","2017-08-23",9.09
"204","2017-08-24",8.88
"205","2017-08-25",8.97
"206","2017-08-28",9.14
"207","2017-08-29",9.01
"208","2017-08-30",9.05
"209","2017-08-31",9.35
"210","2017-09-01",9.22
"211","2017-09-05",9.27
"212","2017-09-06",9.469
"213","2017-09-07",9.67
"214","2017-09-08",9.58
"215","2017-09-11",11.03
"216","2017-09-12",10.9
"217","2017-09-13",11.58
"218","2017-09-14",11.345
"219","2017-09-15",11.34
"220","2017-09-18",11.04
"221","2017-09-19",12.09
"222","2017-09-20",11.98
"223","2017-09-21",11.9
"224","2017-09-22",11.85
"225","2017-09-25",11.32
"226","2017-09-26",11.41
"227","2017-09-27",11.43
"228","2017-09-28",11.3
"229","2017-09-29",11.26
"230","2017-10-02",11.26
"231","2017-10-03",11.9
"232","2017-10-04",11.72
"233","2017-10-05",12.11
"234","2017-10-06",12.03
"235","2017-10-09",12.44
"236","2017-10-10",12.48
"237","2017-10-11",13.41
"238","2017-10-12",13.14
"239","2017-10-13",12.99
"240","2017-10-16",13.09
"241","2017-10-17",12.97
"242","2017-10-18",13.68
"243","2017-10-19",14.72
"244","2017-10-20",15.64
"245","2017-10-23",15.28
"246","2017-10-24",15.02
"247","2017-10-25",14.65
"248","2017-10-26",14.94
"249","2017-10-27",15.45
"250","2017-10-30",15.4
"251","2017-10-31",15.7
"252","2017-11-01",16.469999
"253","2017-11-02",15.81
"254","2017-11-03",16.049999
"255","2017-11-06",16.799999
"256","2017-11-07",17.860001
"257","2017-11-08",17.99
"258","2017-11-09",18.030001
"259","2017-11-10",18.85
"260","2017-11-13",19.129999
"261","2017-11-14",19.549999
"262","2017-11-15",19.52
"263","2017-11-16",19.51
"264","2017-11-17",19.84
"265","2017-11-20",20.040001
"266","2017-11-21",20.42
"267","2017-11-22",20.25
"268","2017-11-24",20.23
"269","2017-11-27",20
"270","2017-11-28",20.120001
"271","2017-11-29",19.6
"272","2017-11-30",20.450001
"273","2017-12-01",20.450001
"274","2017-12-04",20.129999
"275","2017-12-05",19.780001
"276","2017-12-06",17.82
"277","2017-12-07",18.209999
"278","2017-12-08",18.639999
"279","2017-12-11",19.549999
"280","2017-12-12",18.969999
"281","2017-12-13",19.42
"282","2017-12-14",19.91
"283","2017-12-15",20.75
"284","2017-12-18",22.049999
"285","2017-12-19",22.309999
"286","2017-12-20",22.58
"287","2017-12-21",22.629999
"288","2017-12-22",22.48
"289","2017-12-26",22.6
"290","2017-12-27",22.639999
"291","2017-12-28",22.440001
"292","2017-12-29",22.530001
"293","2018-01-02",23.02
"294","2018-01-03",23
"295","2018-01-04",23.16
"296","2018-01-05",24.5
"297","2018-01-08",24.66
"298","2018-01-09",25.190001
"299","2018-01-10",23.969999
"300","2018-01-11",22.33
"301","2018-01-12",23.25
"302","2018-01-16",20.200001
"303","2018-01-17",21.51
"304","2018-01-18",23.99
"305","2018-01-19",26.370001
"306","2018-01-22",26.969999
"307","2018-01-23",26.75
"308","2018-01-24",28.52
"309","2018-01-25",28.549999
"310","2018-01-26",27.459999
"311","2018-01-29",27.4
"312","2018-01-30",26.76
"313","2018-01-31",28.540001
"314","2018-02-01",30.73
"315","2018-02-02",30.09
"316","2018-02-05",26.98
"317","2018-02-06",26.18
"318","2018-02-07",25.6
"319","2018-02-08",24.49
"320","2018-02-09",24.110001
"321","2018-02-12",25.610001
"322","2018-02-13",25.690001
"323","2018-02-14",26.48
"324","2018-02-15",26.110001
"325","2018-02-16",28.08
"326","2018-02-20",27.879999
"327","2018-02-21",27.74
"328","2018-02-22",27.190001
"329","2018-02-23",27.719999
"330","2018-02-26",27.02
"331","2018-02-27",25.91
"332","2018-02-28",26.200001
"333","2018-03-01",24.860001
"334","2018-03-02",23.940001
"335","2018-03-05",24.6
"336","2018-03-06",24.129999
"337","2018-03-07",25.459999
"338","2018-03-08",27.879999
"339","2018-03-09",29.48
"340","2018-03-12",28.75
"341","2018-03-13",28.790001
"342","2018-03-14",26.17
"343","2018-03-15",27.440001
"344","2018-03-16",27.299999
"345","2018-03-19",26.84
"346","2018-03-20",28.35
"347","2018-03-21",29.209999
"348","2018-03-22",27.549999
"349","2018-03-23",26.209999
"350","2018-03-26",27.700001
"351","2018-03-27",26.25
"352","2018-03-28",25.870001
"353","2018-03-29",27.450001
"354","2018-04-02",26.120001
"355","2018-04-03",25.950001
"356","2018-04-04",25.540001
"357","2018-04-05",25.780001
"358","2018-04-06",24.969999
"359","2018-04-09",25.76
"360","2018-04-10",25.030001
"361","2018-04-11",24.870001
"362","2018-04-12",25.629999
"363","2018-04-13",25.73
"364","2018-04-16",26.15
"365","2018-04-17",27.09
"366","2018-04-18",27.92
"367","2018-04-19",27.950001
"368","2018-04-20",27.030001
"369","2018-04-23",26.68
"370","2018-04-24",26.799999
"371","2018-04-25",27.32
"372","2018-04-26",27.66
"373","2018-04-27",27.790001
"374","2018-04-30",29.17
"375","2018-05-01",27.940001
"376","2018-05-02",28.57
"377","2018-05-03",29.59
"378","2018-05-04",30.4
"379","2018-05-07",30.42
"380","2018-05-08",29.360001
"381","2018-05-09",30.950001
"382","2018-05-10",32.830002
"383","2018-05-11",35.259998
"384","2018-05-14",35.790001
"385","2018-05-15",36.150002
"386","2018-05-16",36.369999
"387","2018-05-17",34.77
"388","2018-05-18",37.77
"389","2018-05-21",39.130001
"390","2018-05-22",37.41
"391","2018-05-23",39.259998
"392","2018-05-24",40.099998
"393","2018-05-25",41.740002
"394","2018-05-29",41.02
"395","2018-05-30",38.93
"396","2018-05-31",37.810001
"397","2018-06-01",37.580002
"398","2018-06-04",39.82
"399","2018-06-05",40.009998
"400","2018-06-06",40.66
"401","2018-06-07",39.150002
"402","2018-06-08",39.810001
"403","2018-06-11",40.950001
"404","2018-06-12",41.98
"405","2018-06-13",41.25
"406","2018-06-14",45.720001
"407","2018-06-15",45.099998
"408","2018-06-18",44.990002
"409","2018-06-19",44.25
"410","2018-06-20",43.43
"411","2018-06-21",43.02
"412","2018-06-22",42.77
"413","2018-06-25",40.34
"414","2018-06-26",40.41
"415","2018-06-27",37.09
"416","2018-06-28",39.16
"417","2018-06-29",40.09
"418","2018-07-02",40.32
"419","2018-07-03",40.240002
"420","2018-07-05",39.959999
"421","2018-07-06",41.689999
"422","2018-07-09",43.060001
"423","2018-07-10",42.970001
"424","2018-07-11",44
"425","2018-07-12",45.610001
"426","2018-07-13",43.75
"427","2018-07-16",43.419998
"428","2018-07-17",43.549999
"429","2018-07-18",45.139999
"430","2018-07-19",45.009998
"431","2018-07-20",44.810001
"432","2018-07-23",43.459999
"433","2018-07-24",40.700001
"434","2018-07-25",41.599998
"435","2018-07-26",39.779999
"436","2018-07-27",36.880001
"437","2018-07-30",34.75
"438","2018-07-31",21.83
"439","2018-08-01",25
"440","2018-08-02",27.9
"441","2018-08-03",28.129999
"442","2018-08-06",27.690001
"443","2018-08-07",28.32
"444","2018-08-08",27.799999
"445","2018-08-09",30.76
"446","2018-08-10",31.15
"447","2018-08-13",32.619999
"448","2018-08-14",30.719999
"449","2018-08-15",29.540001
"450","2018-08-16",30.940001
"451","2018-08-17",31.209999
"452","2018-08-20",31.57
"453","2018-08-21",33.52
"454","2018-08-22",34.830002
"455","2018-08-23",35.540001
"456","2018-08-24",36.290001
"457","2018-08-27",37.869999
"458","2018-08-28",37.889999
"459","2018-08-29",38.98
"460","2018-08-30",36.759998
"461","2018-08-31",38.169998
"462","2018-09-04",38.470001
"463","2018-09-05",37.060001
"464","2018-09-06",35.279999
"465","2018-09-07",34.639999
"466","2018-09-10",34.400002
"467","2018-09-11",34.060001
"468","2018-09-12",33.950001
"469","2018-09-13",34.849998
"470","2018-09-14",34.740002
"471","2018-09-17",33.5
"472","2018-09-18",33.650002
"473","2018-09-19",33.990002
"474","2018-09-20",34.25
"475","2018-09-21",34.299999
"476","2018-09-24",34.029999
"477","2018-09-25",34.889999
"478","2018-09-26",34.470001
"479","2018-09-27",34.779999
"480","2018-09-28",35.130001
"481","2018-10-01",34.09
"482","2018-10-02",32.23
"483","2018-10-03",30.969999
"484","2018-10-04",28.77
"485","2018-10-05",27.719999
"486","2018-10-08",26.42
"487","2018-10-09",25.93
"488","2018-10-10",23.790001
"489","2018-10-11",25.889999
"490","2018-10-12",27.65
"491","2018-10-15",26.65
"492","2018-10-16",27.84
"493","2018-10-17",28.1
"494","2018-10-18",25.549999
"495","2018-10-19",24.67
"496","2018-10-22",25.58
"497","2018-10-23",24.34
"498","2018-10-24",22.26
"499","2018-10-25",23.99
"500","2018-10-26",23.15
"501","2018-10-29",22.18
"502","2018-10-30",22.16
"503","2018-10-31",23.469999
"504","2018-11-01",25.129999
"505","2018-11-02",25.26
"506","2018-11-05",24.27
"507","2018-11-06",24.23
"508","2018-11-07",24.860001
"509","2018-11-08",23.73
"510","2018-11-09",23.799999
"511","2018-11-12",23.01
"512","2018-11-13",25.73
"513","2018-11-14",28.35
"514","2018-11-15",29.17
"515","2018-11-16",29.200001
"516","2018-11-19",27.59
"517","2018-11-20",26.08
"518","2018-11-21",27.040001
"519","2018-11-23",26.809999
"520","2018-11-26",27.950001
"521","2018-11-27",28.459999
"522","2018-11-28",29.290001
"523","2018-11-29",29.290001
"524","2018-11-30",29.49
"525","2018-12-03",31.5
"526","2018-12-04",29.59
"527","2018-12-06",29.030001
"528","2018-12-07",27.74
"529","2018-12-10",27.09
"530","2018-12-11",26.98
"531","2018-12-12",27.66
"532","2018-12-13",26.43
"533","2018-12-14",24.82
"534","2018-12-17",23.870001
"535","2018-12-18",23.99
"536","2018-12-19",23.559999
"537","2018-12-20",23.280001
"538","2018-12-21",21.9
"539","2018-12-24",21.799999
"540","2018-12-26",22.85
"541","2018-12-27",22.73
"542","2018-12-28",22.4
"543","2018-12-31",23.09
"544","2019-01-02",22.370001
"545","2019-01-03",20.9
"546","2019-01-04",23.059999
"547","2019-01-07",24.360001
"548","2019-01-08",25.01
"549","2019-01-09",26.34
"550","2019-01-10",27.01
"551","2019-01-11",27.530001
"552","2019-01-14",26.620001
"553","2019-01-15",27.91
"554","2019-01-16",28.84
"555","2019-01-17",28.93
"556","2019-01-18",28.83
"557","2019-01-22",27.139999
"558","2019-01-23",26.85
"559","2019-01-24",28.24
"560","2019-01-25",26.49
"561","2019-01-28",26.01
"562","2019-01-29",25.5
"563","2019-01-30",26.99
"564","2019-01-31",28.4
"565","2019-02-01",28.24
"566","2019-02-04",28.389999
"567","2019-02-05",28.65
"568","2019-02-06",28.07
"569","2019-02-07",27.1
"570","2019-02-08",27.59
"571","2019-02-11",27.5
"572","2019-02-12",28.379999
"573","2019-02-13",28.93
"574","2019-02-14",28.309999
"575","2019-02-15",28.879999
"576","2019-02-19",29.299999
"577","2019-02-20",29.299999
"578","2019-02-21",28.77
"579","2019-02-22",31.16
"580","2019-02-25",33.060001
"581","2019-02-26",31.48
"582","2019-02-27",31.74
"583","2019-02-28",33.27
"584","2019-03-01",35.27
"585","2019-03-04",33.57
"586","2019-03-05",34.470001
"587","2019-03-06",34.84
"588","2019-03-07",34.75
"589","2019-03-08",34.130001
"590","2019-03-11",35.700001
"591","2019-03-12",35.450001
"592","2019-03-13",35.139999
"593","2019-03-14",35.580002
"594","2019-03-15",35.880001
"595","2019-03-18",36.009998
"596","2019-03-19",36.119999
"597","2019-03-20",35.470001
"598","2019-03-21",35.360001
"599","2019-03-22",34.080002
"600","2019-03-25",33.52
"601","2019-03-26",34.759998
"602","2019-03-27",34.889999
"603","2019-03-28",34.029999
"604","2019-03-29",35.689999
"605","2019-04-01",36.599998
"606","2019-04-02",37.189999
"607","2019-04-03",38.02
"608","2019-04-04",38.150002
"609","2019-04-05",38.73
"610","2019-04-08",38.959999
"611","2019-04-09",38.939999
"612","2019-04-10",39.68
"613","2019-04-11",39.450001
"614","2019-04-12",40.75
"615","2019-04-15",38.990002
"616","2019-04-16",39.970001
"617","2019-04-17",38.560001
"618","2019-04-18",39.099998
"619","2019-04-22",39.02
"620","2019-04-23",39
"621","2019-04-24",38.849998
"622","2019-04-25",38.23
"623","2019-04-26",38.259998
"624","2019-04-29",38.98
"625","2019-04-30",39.130001
"626","2019-05-01",38.380001
"627","2019-05-02",39.439999
"628","2019-05-03",40.299999
"629","2019-05-06",38.220001
"630","2019-05-07",35.549999
"631","2019-05-08",35.799999
"632","2019-05-09",35.869999
"633","2019-05-10",35.439999
"634","2019-05-13",33.169998
"635","2019-05-14",34.82
"636","2019-05-15",38.009998
"637","2019-05-16",38.400002
"638","2019-05-17",37.549999
"639","2019-05-20",35.150002
"640","2019-05-21",36.830002
"641","2019-05-22",35.75
"642","2019-05-23",33.700001
"643","2019-05-24",33.549999
"644","2019-05-28",33.07
"645","2019-05-29",33.720001
"646","2019-05-30",33.849998
"647","2019-05-31",32.490002
"648","2019-06-03",31.34
"649","2019-06-04",33.52
"650","2019-06-05",33.5
"651","2019-06-06",33.68
"652","2019-06-07",34.900002
"653","2019-06-10",36.049999
"654","2019-06-11",36.029999
"655","2019-06-12",34.619999
"656","2019-06-13",34.169998
"657","2019-06-14",32.73
"658","2019-06-17",33.369999
"659","2019-06-18",35.52
"660","2019-06-19",35.099998
"661","2019-06-20",35.290001
"662","2019-06-21",34.279999
"663","2019-06-24",34.639999
"664","2019-06-25",32.900002
"665","2019-06-26",34.700001
"666","2019-06-27",36.740002
"667","2019-06-28",37.57
"668","2019-07-01",37.549999
"669","2019-07-02",38.389999
"670","2019-07-03",38.450001
"671","2019-07-05",38.689999
"672","2019-07-08",37.470001
"673","2019-07-09",38.689999
"674","2019-07-10",37.98
"675","2019-07-11",37.66
"676","2019-07-12",38.970001
"677","2019-07-15",38.98
"678","2019-07-16",38.889999
"679","2019-07-17",38.900002
"680","2019-07-18",39.380001
"681","2019-07-19",39.740002
"682","2019-07-22",40
"683","2019-07-23",40.470001
"684","2019-07-24",40.799999
"685","2019-07-25",39.610001
"686","2019-07-26",40.150002
"687","2019-07-29",39.990002
"688","2019-07-30",40.84
"689","2019-07-31",41.18
"690","2019-08-01",40.189999
"691","2019-08-02",39.869999
"692","2019-08-05",36.68
"693","2019-08-06",36.139999
"694","2019-08-07",37.740002
"695","2019-08-08",38.799999
"696","2019-08-09",38.419998
"697","2019-08-12",38.57
"698","2019-08-13",40.900002
"699","2019-08-14",39.009998
"700","2019-08-15",38.900002
"701","2019-08-16",40.700001
"702","2019-08-19",41.849998
"703","2019-08-20",41.389999
"704","2019-08-21",42.689999
"705","2019-08-22",41.23
"706","2019-08-23",40.139999
"707","2019-08-26",40.360001
"708","2019-08-27",40.509998
"709","2019-08-28",40.720001
"710","2019-08-29",40.490002
"711","2019-08-30",40.34
"712","2019-09-03",39.759998
"713","2019-09-04",41.130001
"714","2019-09-05",41.630001
"715","2019-09-06",42.07
"716","2019-09-09",40.990002
"717","2019-09-10",40.48
"718","2019-09-11",42.169998
"719","2019-09-12",43.189999
"720","2019-09-13",43.27
"721","2019-09-16",42.369999
"722","2019-09-17",43.060001
"723","2019-09-18",43.400002
"724","2019-09-19",44.25
"725","2019-09-20",43.599998
"726","2019-09-23",42.740002
"727","2019-09-24",42.490002
"728","2019-09-25",42.52
"729","2019-09-26",42.139999
"730","2019-09-27",39.41
"731","2019-09-30",40.080002
"732","2019-10-01",40.169998
"733","2019-10-02",39.540001
"734","2019-10-03",40.799999
"735","2019-10-04",41.330002
"736","2019-10-07",40.889999
"737","2019-10-08",38.52
"738","2019-10-09",39.150002
"739","2019-10-10",40.060001
"740","2019-10-11",41.849998
"741","2019-10-14",41.610001
"742","2019-10-15",41.459999
"743","2019-10-16",41.77
"744","2019-10-17",41.880001
"745","2019-10-18",40.52
"746","2019-10-21",41.209999
"747","2019-10-22",39.869999
"748","2019-10-23",40.700001
"749","2019-10-24",41.650002
"750","2019-10-25",41.689999
"751","2019-10-28",42.310001
"752","2019-10-29",41.77
"753","2019-10-30",41.91
"754","2019-10-31",41.68
"755","2019-11-01",41.790001
"756","2019-11-04",42.860001
"757","2019-11-05",42.869999
"758","2019-11-06",42.599998
"759","2019-11-07",43.450001
"760","2019-11-08",42.919998
"761","2019-11-11",42.060001
"762","2019-11-12",43.049999
"763","2019-11-13",42.919998
"764","2019-11-14",44.540001
"765","2019-11-15",44.349998
"766","2019-11-18",44.27
"767","2019-11-19",45.25
"768","2019-11-20",46.02
"769","2019-11-21",46.389999
"770","2019-11-22",46.490002
"771","2019-11-25",47.099998
"772","2019-11-26",47.240002
"773","2019-11-27",47.200001
"774","2019-11-29",46.82
"775","2019-12-02",46.869999
"776","2019-12-03",46.299999
"777","2019-12-04",45.27
"778","2019-12-05",47.150002
"779","2019-12-06",46.18
"780","2019-12-09",47.150002
"781","2019-12-10",48.110001
"782","2019-12-11",48.790001
"783","2019-12-12",49.09
"784","2019-12-13",49.060001
"785","2019-12-16",49.060001
"786","2019-12-17",50.27
"787","2019-12-18",51.299999
"788","2019-12-19",51.419998
"789","2019-12-20",51.169998
"790","2019-12-23",51.07
"791","2019-12-24",51.279999
"792","2019-12-26",51.150002
"793","2019-12-27",51.700001
"794","2019-12-30",51.349998
"795","2019-12-31",51.580002
"796","2020-01-02",53.57
"797","2020-01-03",53.689999
"798","2020-01-06",54.07
"799","2020-01-07",52.970001
"800","2020-01-08",52.98
"801","2020-01-09",52.990002
"802","2020-01-10",51.630001
"803","2020-01-13",52.43
"804","2020-01-14",51.580002
"805","2020-01-15",52.560001
"806","2020-01-16",54.830002
"807","2020-01-17",54.900002
"808","2020-01-21",53.939999
"809","2020-01-22",54.900002
"810","2020-01-23",54.110001
"811","2020-01-24",52.330002
"812","2020-01-27",51.349998
"813","2020-01-28",52.380001
"814","2020-01-29",53.040001
"815","2020-01-30",52.830002
"816","2020-01-31",51.709999
"817","2020-02-03",53.32
"818","2020-02-04",54.720001
"819","2020-02-05",54.849998
"820","2020-02-06",57.189999
"821","2020-02-07",58.470001
"822","2020-02-10",60.799999
"823","2020-02-11",61.48
"824","2020-02-12",59.779999
"825","2020-02-13",60.34
"826","2020-02-14",60.369999
"827","2020-02-18",60.540001
"828","2020-02-19",60.290001
"829","2020-02-20",59.860001
"830","2020-02-21",59.360001
"831","2020-02-24",58.27
"832","2020-02-25",58.889999
"833","2020-02-26",59.07
"834","2020-02-27",58.509998
"835","2020-02-28",57.970001
"836","2020-03-02",59.09
"837","2020-03-03",59.639999
"838","2020-03-04",63.169998
"839","2020-03-05",63.029999
"840","2020-03-06",61.389999
"841","2020-03-09",57.23
"842","2020-03-10",59.25
"843","2020-03-11",57.360001
"844","2020-03-12",52.200001
"845","2020-03-13",53.790001
"846","2020-03-16",48.220001
"847","2020-03-17",52.099998
"848","2020-03-18",50.759998
"849","2020-03-19",50.060001
"850","2020-03-20",51.459999
"851","2020-03-23",50.150002
"852","2020-03-24",53.509998
"853","2020-03-25",57.040001
"854","2020-03-26",56.09
"855","2020-03-27",55.75
"856","2020-03-30",58.400002
"857","2020-03-31",57.970001
"858","2020-04-01",57.490002
"859","2020-04-02",57.049999
"860","2020-04-03",51.200001
"861","2020-04-06",53.799999
"862","2020-04-07",51.400002
"863","2020-04-08",50.619999
"864","2020-04-09",50.880001
"865","2020-04-13",50.82
"866","2020-04-14",53.860001
"867","2020-04-15",51.779999
"868","2020-04-16",55.610001
"869","2020-04-17",59
"870","2020-04-20",59.619999
"871","2020-04-21",58.16
"872","2020-04-22",60.32
"873","2020-04-23",59.200001
"874","2020-04-24",59.400002
"875","2020-04-27",58.709999
"876","2020-04-28",55.889999
"877","2020-04-29",58.32
"878","2020-04-30",57.32
"879","2020-05-01",54.34
"880","2020-05-04",55.080002
"881","2020-05-05",58.599998
"882","2020-05-06",62.09
"883","2020-05-07",62.549999
"884","2020-05-08",62.919998
"885","2020-05-11",62.619999
"886","2020-05-12",61.380001
"887","2020-05-13",62.450001
"888","2020-05-14",60.880001
"889","2020-05-15",62.029999
"890","2020-05-18",61.220001
"891","2020-05-19",63.34
"892","2020-05-20",62.970001
"893","2020-05-21",59.57
"894","2020-05-22",54.950001
"895","2020-05-26",56.98
"896","2020-05-27",56.700001
"897","2020-05-28",54.990002
"898","2020-05-29",57
"899","2020-06-01",59.880001
"900","2020-06-02",59.669998
"901","2020-06-03",60.32
"902","2020-06-04",60.830002
"903","2020-06-05",60.380001
"904","2020-06-08",60.900002
"905","2020-06-09",62.139999
"906","2020-06-10",64.410004
"907","2020-06-11",63.959999
"908","2020-06-12",67.25
"909","2020-06-15",68.5
"910","2020-06-16",66.669998
"911","2020-06-17",70.849998
"912","2020-06-18",72.940002
"913","2020-06-19",75.160004
"914","2020-06-22",78.010002
"915","2020-06-23",80.559998
"916","2020-06-24",80.220001
"917","2020-06-25",81.559998
"918","2020-06-26",81.919998
"919","2020-06-29",80.110001
"920","2020-06-30",79.660004
"921","2020-07-01",79.849998
"922","2020-07-02",82.800003
"923","2020-07-06",81.440002
"924","2020-07-07",82.220001
"925","2020-07-08",88.959999
"926","2020-07-09",88.559998
"927","2020-07-10",85.610001
"928","2020-07-13",78.480003
"929","2020-07-14",81.480003
"930","2020-07-15",81.730003
"931","2020-07-16",80.349998
"932","2020-07-17",81.080002
"933","2020-07-20",80.849998
"934","2020-07-21",83.330002
"935","2020-07-22",79.900002
"936","2020-07-23",80.050003
"937","2020-07-24",78.150002
"938","2020-07-27",80.150002
"939","2020-07-28",78.489998
"940","2020-07-29",79.919998
"941","2020-07-30",80
"942","2020-07-31",80.290001
"943","2020-08-03",81.410004
"944","2020-08-04",82.129997
"945","2020-08-05",84.959999
"946","2020-08-06",85.489998
"947","2020-08-07",80.510002
"948","2020-08-10",78.410004
"949","2020-08-11",77.779999
"950","2020-08-12",80.650002
"951","2020-08-13",81.18
"952","2020-08-14",78.389999
"953","2020-08-17",82.099998
"954","2020-08-18",80.050003
"955","2020-08-19",78.150002
"956","2020-08-20",78.339996
"957","2020-08-21",79.019997
"958","2020-08-24",79.050003
"959","2020-08-25",80.459999
"960","2020-08-26",84.410004
"961","2020-08-27",81.010002
"962","2020-08-28",82.07
"963","2020-08-31",80.940002
"964","2020-09-01",83.489998
"965","2020-09-02",82.82
"966","2020-09-03",80.019997
"967","2020-09-04",76.690002
