"","date","AKRO"
"252","2020-06-18",26.51
"253","2020-06-19",26.76
"254","2020-06-22",26.76
"255","2020-06-23",26.120001
"256","2020-06-24",24.52
"257","2020-06-25",25.219999
"258","2020-06-26",23.5
"259","2020-06-29",22.889999
"260","2020-06-30",24.92
"261","2020-07-01",33.369999
"262","2020-07-02",33.02
"263","2020-07-06",34.959999
"264","2020-07-07",37.060001
"265","2020-07-08",39.16
"266","2020-07-09",39.919998
"267","2020-07-10",37.669998
"268","2020-07-13",36.799999
"269","2020-07-14",35.189999
"270","2020-07-15",37.310001
"271","2020-07-16",37.299999
"272","2020-07-17",37.18
"273","2020-07-20",37.990002
"274","2020-07-21",36.419998
"275","2020-07-22",36.93
"276","2020-07-23",35.82
"277","2020-07-24",35.799999
"278","2020-07-27",38.07
"279","2020-07-28",36.07
"280","2020-07-29",35.639999
"281","2020-07-30",36.119999
"282","2020-07-31",35.110001
"283","2020-08-03",36.240002
"284","2020-08-04",36.639999
"285","2020-08-05",36
"286","2020-08-06",36
"287","2020-08-07",35.16
"288","2020-08-10",35.169998
"289","2020-08-11",34.93
"290","2020-08-12",34.459999
"291","2020-08-13",34.610001
"292","2020-08-14",33.990002
"293","2020-08-17",34.650002
"294","2020-08-18",36.02
"295","2020-08-19",35.349998
"296","2020-08-20",34.439999
"297","2020-08-21",34.540001
"298","2020-08-24",34.060001
"299","2020-08-25",34.73
"300","2020-08-26",33.540001
"301","2020-08-27",31.65
"302","2020-08-28",32.200001
"303","2020-08-31",32.599998
"304","2020-09-01",33.099998
"305","2020-09-02",33.330002
"306","2020-09-03",33.040001
"307","2020-09-04",32.34
"308","2020-09-08",32.669998
"309","2020-09-09",34.169998
"310","2020-09-10",34.040001
"311","2020-09-11",34.029999
"312","2020-09-14",36.75
"313","2020-09-15",36.16
"314","2020-09-16",36.43
"315","2020-09-17",36.16
"316","2020-09-18",37
"317","2020-09-21",34.950001
"318","2020-09-22",32.639999
"319","2020-09-23",31.950001
"320","2020-09-24",32.150002
"321","2020-09-25",32.130001
"322","2020-09-28",31.57
"323","2020-09-29",31.370001
"324","2020-09-30",30.790001
"325","2020-10-01",29.18
"326","2020-10-02",28.99
"327","2020-10-05",29.889999
"328","2020-10-06",28.190001
"329","2020-10-07",28.74
"330","2020-10-08",29.17
"331","2020-10-09",28.809999
"332","2020-10-12",28.93
"333","2020-10-13",29.440001
"334","2020-10-14",28.559999
"335","2020-10-15",27.85
"336","2020-10-16",28.35
"337","2020-10-19",27.4
"338","2020-10-20",26.639999
"339","2020-10-21",25.799999
"340","2020-10-22",25.809999
"341","2020-10-23",26.24
"342","2020-10-26",26.26
"343","2020-10-27",26.26
"344","2020-10-28",26.23
"345","2020-10-29",26.5
"346","2020-10-30",26.549999
"347","2020-11-02",26.99
"348","2020-11-03",27.58
"349","2020-11-04",28.700001
"350","2020-11-05",29.049999
"351","2020-11-06",28.85
"352","2020-11-09",29.18
"353","2020-11-10",29.110001
"354","2020-11-11",28.77
"355","2020-11-12",29
"356","2020-11-13",27.9
"357","2020-11-16",27.379999
"358","2020-11-17",29.41
"359","2020-11-18",27.860001
"360","2020-11-19",28
"361","2020-11-20",28.93
"362","2020-11-23",27.98
"363","2020-11-24",28.309999
"364","2020-11-25",28.85
"365","2020-11-27",29.23
