"","date","AGBA"
"183","2020-04-21",10.221
"184","2020-04-22",10.221
"185","2020-04-23",10.221
"186","2020-04-24",10.221
"187","2020-04-27",10.221
"188","2020-04-28",10.221
"189","2020-04-29",10.221
"190","2020-04-30",10.221
"191","2020-05-01",10.19
"192","2020-05-04",10.19
"193","2020-05-05",10.151
"194","2020-05-06",10.151
"195","2020-05-07",10.151
"196","2020-05-08",10.1
"197","2020-05-11",10.1
"198","2020-05-12",10.1
"199","2020-05-13",10.1
"200","2020-05-14",10.1
"201","2020-05-15",10.1
"202","2020-05-18",10.1
"203","2020-05-19",10.1
"204","2020-05-20",10.1
"205","2020-05-21",10.1
"206","2020-05-22",10.1
"207","2020-05-26",10.1
"208","2020-05-27",10.1
"209","2020-05-28",10.11
"210","2020-05-29",10.11
"211","2020-06-01",10.11
"212","2020-06-02",10.11
"213","2020-06-03",10.11
"214","2020-06-04",10.11
"215","2020-06-05",10.11
"216","2020-06-08",10.11
"217","2020-06-09",10.11
"218","2020-06-10",10.13
"219","2020-06-11",10.14
"220","2020-06-12",10.14
"221","2020-06-15",10.14
"222","2020-06-16",10.25
"223","2020-06-17",10.23
"224","2020-06-18",10.23
"225","2020-06-19",10.23
"226","2020-06-22",10.23
"227","2020-06-23",10.258
"228","2020-06-24",10.708
"229","2020-06-25",10.708
"230","2020-06-26",10.281
"231","2020-06-29",10.281
"232","2020-06-30",10.23
"233","2020-07-01",10.23
"234","2020-07-02",10.23
"235","2020-07-06",10.23
"236","2020-07-07",10.23
"237","2020-07-08",10.455
"238","2020-07-09",10.34
"239","2020-07-10",10.35
"240","2020-07-13",10.3
"241","2020-07-14",10.5
"242","2020-07-15",10.48
"243","2020-07-16",10.3
"244","2020-07-17",10.5
"245","2020-07-20",10.45
"246","2020-07-21",10.45
"247","2020-07-22",10.45
"248","2020-07-23",10.45
"249","2020-07-24",10.3
"250","2020-07-27",10.3
"251","2020-07-28",10.3
"252","2020-07-29",10.32
"253","2020-07-30",10.32
"254","2020-07-31",10.3
"255","2020-08-03",10.4
"256","2020-08-04",10.35
"257","2020-08-05",10.33
"258","2020-08-06",10.33
"259","2020-08-07",10.33
"260","2020-08-10",10.3
"261","2020-08-11",10.3
"262","2020-08-12",10.3
"263","2020-08-13",10.3
"264","2020-08-14",10.3
"265","2020-08-17",10.3
"266","2020-08-18",10.3
"267","2020-08-19",10.3
"268","2020-08-20",10.3
"269","2020-08-21",10.3
"270","2020-08-24",10.3
"271","2020-08-25",10.3
"272","2020-08-26",10.3
"273","2020-08-27",10.37
"274","2020-08-28",10.37
"275","2020-08-31",10.37
"276","2020-09-01",10.37
"277","2020-09-02",10.37
"278","2020-09-03",10.3
"279","2020-09-04",10.37
"280","2020-09-08",10.3
"281","2020-09-09",10.31
"282","2020-09-10",10.32
"283","2020-09-11",10.3
"284","2020-09-14",10.3
"285","2020-09-15",10.3
"286","2020-09-16",10.35
"287","2020-09-17",10.35
"288","2020-09-18",10.31
"289","2020-09-21",10.31
"290","2020-09-22",10.31
"291","2020-09-23",10.31
"292","2020-09-24",10.31
"293","2020-09-25",10.31
"294","2020-09-28",10.32
"295","2020-09-29",10.34
"296","2020-09-30",10.38
"297","2020-10-01",10.38
"298","2020-10-02",10.35
"299","2020-10-05",10.35
"300","2020-10-06",10.32
"301","2020-10-07",10.32
"302","2020-10-08",10.32
"303","2020-10-09",10.32
"304","2020-10-12",10.32
"305","2020-10-13",10.32
"306","2020-10-14",10.32
"307","2020-10-15",10.32
"308","2020-10-16",10.31
"309","2020-10-19",10.36
"310","2020-10-20",10.36
"311","2020-10-21",10.32
"312","2020-10-22",10.32
"313","2020-10-23",10.32
"314","2020-10-26",10.31
"315","2020-10-27",10.31
"316","2020-10-28",10.31
"317","2020-10-29",10.31
"318","2020-10-30",10.25
"319","2020-11-02",10.25
"320","2020-11-03",10.25
"321","2020-11-04",10.25
"322","2020-11-05",10.26
"323","2020-11-06",10.35
"324","2020-11-09",10.3
"325","2020-11-10",10.25
"326","2020-11-11",10.1
"327","2020-11-12",10.1
"328","2020-11-13",10.25
"329","2020-11-16",10.305
"330","2020-11-17",10.305
"331","2020-11-18",10.305
"332","2020-11-19",10.3
"333","2020-11-20",10.333
"334","2020-11-23",10.36
"335","2020-11-24",10.36
"336","2020-11-25",10.37
"337","2020-11-27",10.5
